riigi_id,name,birth_date,email,group,group_id,area,term,start_date,start_reason,end_date,end_reason,
7b7e11c8-31e8-4072-b50f-fb1dbbb7cd62,Remo Holsmer,1980-09-20,Remo.Holsmer@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,2015-03-27,Substitute member for Urmas Klaas,,,
5388e0b7-83d8-4c7c-8cfd-084a225d0c5f,Rainer Vakra,1981-03-10,Rainer.Vakra@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,,,
1a847bf9-89b0-40b5-ad0f-36e8d41ebe20,Külliki Kübarsepp,1981-06-27,Kylliki.Kybarsepp@riigikogu.ee,Eesti Vabaerakonna fraktsioon,EVA,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,,,,,
08134982-2ac6-436c-ad8f-8f941ca41d3c,Viktoria Ladõnskaja,1981-07-20,Viktoria.Ladonskaja@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,
6532ddc5-3651-49a7-b79c-b6ebeb0a2acd,Andrei Novikov,1982-03-27,Andrei.Novikov@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa ",13,2015-03-27,Substitute member for Mihhail Kõlvart,,,
0c8c32b6-5add-4058-acb8-c76822d1d06b,Lauri Luik,1982-04-23,Lauri.Luik@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,"Hiiu-, Lääne- ja Saaremaa ",13,,,,,
6eafafda-f117-44e5-b14b-1956d566e233,Dmitri Dmitrijev,1982-06-17,Dmitri.Dmitrijev@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,2015-03-27,Substitute member for Yana Toom,,,
8153acb2-28a5-4145-8cfc-28b0bc8f7e09,Kristjan Kõljalg,1982-12-26,Kristjan.Koljalg@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Järva- ja Viljandimaa,13,2015-04-09,Substitute member for Jürgen Ligi,2016-11-23,Person he was substituting for resumed as MP,
35385340-859d-4ee2-81f8-399474f00d4b,Priit Toobal,1983-11-01,Priit.Toobal@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Järva- ja Viljandimaa,13,,,2015-11-18,Resigned because he was about to be convicted of a crime by the Supreme Court,
db899d3d-cf2e-466f-844d-940ec162ed9a,Olga Ivanova,1984-10-15,Olga.Ivanova@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,,,
ca5eb437-2288-4945-bc12-325f98008ed3,Kalle Palling,1985-02-27,Kalle.Palling@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Harju- ja Raplamaa,13,,,,,
74be76ab-c833-4ae8-89bc-6e4c7bc3f7fd,Jevgeni Ossinovski,1986-03-15,Jevgeni.Ossinovski@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Ida-Virumaa,13,,,2015-09-14,Became Minister of Health and Labour,
e6416c11-b0c5-459a-96f9-c9549bbaaa81,Siret Kotka,1986-07-27,Siret.Kotka@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Lääne-Virumaa,13,,,,,
ce3f9ed0-083c-4d0f-b45a-096610012b5f,Martin Repinski,1986-08-06,Martin.Repinski@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,,,2016-11-23,Became Minister of Rural Affairs,
ce3f9ed0-083c-4d0f-b45a-096610012b5f,Martin Repinski,1986-08-06,Martin.Repinski@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,2016-12-10,No longer a minister of the cabinet,,,
7dd476b9-96f3-4087-a91b-6e5855904fed,Martin Kukk,1987-08-15,Martin.Kukk@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,2016-07-06,Moving to private sector,
ecbd080f-ee6a-4287-9dff-393cf5c8e880,Jaak Madison,1991-04-22,Jaak.Madison@riigikogu.ee,Eesti Konservatiivse Rahvaerakonna fraktsioon,EKRE,Järva- ja Viljandimaa,13,,,,,
f8a770b2-916c-4172-84b3-005ba9906a18,Peeter Ernits,1953-06-11,Peeter.Ernits@riigikogu.ee,Fraktsiooni mittekuuluvad Riigikogu liikmed,KESK,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,2015-08-18,Substitute member for Edgar Savisaar,,,
yana-toom,Yana Toom,1966-10-15,,Eesti Keskerakonna fraktsioon,KESK,Ida-Virumaa,13,,,2015-03-27,"Is an MEP and decided to continue as one, so resigned as MP",
urmas-klaas,Urmas Klaas,1971-03-17,,Eesti Reformierakonna fraktsioon,RE,Tartu linn,13,,,2015-03-27,"Is Mayor of Tartu and decided to continue as such, so resigned as MP",
urmas-paet,Urmas Paet,1974-04-20,,Eesti Reformierakonna fraktsioon,RE,Tallinna Mustamäe ja Nõmme linnaosa,13,,,2015-03-27,"Is an MEP and decided to continue as one, so resigned as MP",
mihhail-kõlvart,Mihhail Kõlvart,1977-11-24,,Eesti Keskerakonna fraktsioon,KESK,"Tallinna Haabersti, Põhja-Tallinna ja Kristiine linnaosa",13,,,2015-03-27,"Is Deputy Mayor of Tallinn and decided to continue as such, so resigned as MP",
ac0e1069-9bbf-4bf9-88fe-f609a671e74d,Siim Valmar Kiisler,1965-11-06,siim.kiisler@riigikogu.ee,Isamaa ja Res Publica Liidu fraktsioon,IRL,Tallinna Mustamäe ja Nõmme linnaosa,13,2015-09-01,Substitute member for Jaak Aaviksoo,,,
sven-sester,Sven Sester,1969-07-14,,Isamaa ja Res Publica Liidu fraktsioon,IRL,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa ",13,,,2015-04-08,Became Minister of Finance,
,Etti Kagarov,1956-01-28,,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Ida-Virumaa,13,2015-09-15,Substitute member for Jevgeni Ossinovski,2015-09-16,Resigned to continue working in Kohtla municipal government,
,Neeme Suur,1968-09-02,,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Hiiu-, Lääne- ja Saaremaa",13,2015-09-15,Substitute member for Hannes Hanso,2015-09-16,Resigned to continue working as Country Governon for Läänemaa,
6686a6a2-4c7f-4595-bda6-88a593183744,Kalev Kotkas,1960-04-10,kalev.kotkas@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Hiiu-, Lääne- ja Saaremaa ",13,2015-09-16,Substitute member for Etti Kagarov,2016-11-23,Person he was substituting for resumed as MP,
4dbb83c0-9dbe-4aa7-9d89-29cf398da20d,Anneli Ott,1976-05-02,anneli.ott@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,"Võru-, Valga- ja Põlvamaa ",13,2015-11-19,Substitute member for Priit Toobal,,,
5472f8ce-5ad8-432a-b4a6-5ae523e7c8f7,Kerstin-Oudekki Loone,1979-02-05,oudekki.loone@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Harju- ja Raplamaa,13,2015-11-21,Substitute member for Lauri Laasi,,,
13ae3199-f2e4-4b49-a73b-f2880451da33,Peep Aru,1953-04-20,peep.aru@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Järva- ja Viljandimaa,13,2016-07-07,Substitute member for Martin Kukk,2016-11-23,Person he was substituting for resumed as MP,
6e0b6122-249d-48f1-9582-9df8b2bb236d,Toomas Jürgenstein,1964-07-23,toomas.jyrgenstein@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Tartu linn,13,2016-06-16,Substitute member for Mihkel Raud,,,
e3daca91-fbe7-4157-a72c-e87cda4565e1,Rait Maruste,1953-09-27,rait.maruste@riigikogu.ee,Eesti Reformierakonna fraktsioon,RE,Tartu linn,13,2016-09-13,Substitute member for Maris Lauri,2016-11-23,Person he was substituting for resumed as MP,
9a2c28c3-c9fd-47cc-9dbb-79e94607ba86,Helmut Hallemaa,1954-06-30,helmut.hallemaa@riigikogu.ee,Eesti Keskerakonna fraktsioon,KESK,Järva- ja Viljandimaa,13,2016-11-24,Substitute member,,,
,Vladimir Arhipov,,,Eesti Keskerakonna Fraktsioon,KESK,,13,2016-11-24,Substitute member,2016-11-24,Resigned to continue working as Mayor of Maardu,
b5063311-cf9e-43bb-8b24-e767b447eb37,Liisa Oviir,1977-03-01,liisa.oviir@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,2016-11-24,Substitute member,,,
,Eevi Paasmäe,,,Eesti Keskerakonna Fraktsioon,KESK,,13,2016-11-24,Substitute member,2016-12-09,Person she was substituting for resumed as MP,
b12fce45-ee22-49c9-bfdc-cc3d8dcda5e5,Barbi Pilvre,1963-04-19,barbi.pilvre@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Tallinna Kesklinna, Lasnamäe ja Pirita linnaosa",13,2016-11-24,Substitute member,,,
6884a4c4-473f-4a78-b229-7a4ef631e2d2,Tiit Terik,1979-06-15,tiit.terik@riigikogu.ee,Eesti Keskerakonna Fraktsioon,KESK,Tallinna Mustamäe ja Nõmme linnaosa,13,2016-11-24,Substitute member,,,
312dba1d-041b-4add-a41e-cebf0346434e,Hardi Volmer,1957-11-08,hardi.volmer@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,Harju- ja Raplamaa,13,2016-11-24,Substitute member,,,
99f436f3-ea77-4e40-9b8a-05e2cc92b8a5,Toomas Väinaste,,toomas.vainaste@riigikogu.ee,Eesti Keskerakonna Fraktsioon,KESK,,13,2016-11-24,Substitute member,,,
,Aet Maatee,1961-11-10,,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,,13,2016-11-24,Substitute member of Mark Soosaar,2016-11-25,Resigned to continue at current job,
149dab3f-f850-4eb3-bf03-0890ce9090c1,Marko Šorin,1974-06-09,marko.sorin@riigikogu.ee,Eesti Keskerakonna Fraktsioon,KESK,Pärnumaa,13,2016-11-24,Substitute member for Vladimir Arhipov,,,
24ddd323-b871-400f-9649-7aa6e76a260d,Inara Luigas,1959-01-13,inara.luigas@riigikogu.ee,Sotsiaaldemokraatliku Erakonna fraktsioon,SDE,"Võru-, Valga- ja Põlvamaa ",13,2016-11-25,Substitute member for Aet Maatee,,,
,Arvo Sarapuu,1953-08-26,,Eesti Keskerakonna Fraktsioon,KESK,Tallinna Mustamäe ja Nõmme linnaosa,13,2016-12-05,Substitute member for Rein Ratas,2016-12-06,Resigned,
9893487a-845e-4b03-ba51-09a79fef87eb,Igor Kravtšenko,1973-03-28,igor.kravtsenko@riigikogu.ee,Eesti Keskerakonna Fraktsioon,KESK,Tallinna Mustamäe ja Nõmme linnaosa,13,2016-12-06,Substitute member for Arvo Sarapuu,,,
,Alar Nääme,,,Eesti Keskerakonna Fraktsioon,KESK,"Võru-, Valga- ja Põlvamaa ",13,2016-12-10,Substitute member for Tarmo Tamm,,2016-12-11,Resigned
dd8df35c-edd1-4c9a-ac7e-6681b58361eb,Toomas Paur,1949-03-17,toomas.paur@riigikogu.ee,Eesti Keskerakonna Fraktsioon,KESK,"Võru-, Valga- ja Põlvamaa ",13,2016-12-11,Substitute member for Alar Nääme,,,
