id,name,sort_name,district,mandate_start,mandate_end,party,term,source,image,phone,email,end_date,start_date
moporto,MARIO NESTOR OPORTO,"OPORTO, MARIO NESTOR",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/moporto/,http://www4.hcdn.gob.ar/fotos/moporto.jpg,4127-7100,moporto@diputados.gob.ar,2015-12-09,
mortiz,MARIELA ORTIZ,"ORTIZ, MARIELA",JUJUY,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mortiz/,http://www4.hcdn.gob.ar/fotos/mortiz.jpg,4127-7100,mortiz@diputados.gob.ar,2015-12-09,
mortizcorrea,MARCIA SARA MARIA ORTIZ CORREA,"ORTIZ CORREA, MARCIA SARA MARIA",CATAMARCA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mortizcorrea/,http://www4.hcdn.gob.ar/fotos/mortizcorrea.jpg,4127-7100,mortizcorrea@diputados.gob.ar,2015-12-09,
jpais,JUAN MARIO PAIS,"PAIS, JUAN MARIO",CHUBUT,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jpais/,http://www4.hcdn.gob.ar/fotos/jpais.jpg,4127-7100,jpais@diputados.gob.ar,2015-12-09,
nparrilli,NANCI MARIA AGUSTINA PARRILLI,"PARRILLI, NANCI MARIA AGUSTINA",NEUQUEN,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/nparrilli/,http://www4.hcdn.gob.ar/fotos/nparrilli.jpg,4127-7100,nparrilli@diputados.gob.ar,,
apasini,ARIEL OSVALDO ELOY PASINI,"PASINI, ARIEL OSVALDO ELOY",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/apasini/,http://www4.hcdn.gob.ar/fotos/apasini.jpg,4127-7100,apasini@diputados.gob.ar,2015-12-09,
fperalta,FABIAN FRANCISCO PERALTA,"PERALTA, FABIAN FRANCISCO",SANTA FE,2011-12-10,2015-12-09,GEN,133,http://www.hcdn.gob.ar/diputados/fperalta/,http://www4.hcdn.gob.ar/fotos/fperalta.jpg,4127-7100,fperalta@diputados.gob.ar,2015-12-09,
aperez,ADRIAN PEREZ,"PEREZ, ADRIAN",BUENOS AIRES,2013-12-10,2017-12-09,FRENTE RENOVADOR,133,http://www.hcdn.gob.ar/diputados/aperez/,http://www4.hcdn.gob.ar/fotos/aperez.jpg,4127-7100,aperez@diputados.gob.ar,,
jperie,JULIA ARGENTINA PERIE,"PERIE, JULIA ARGENTINA",MISIONES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jperie/,http://www4.hcdn.gob.ar/fotos/jperie.jpg,4127-7100,jperie@diputados.gob.ar,2015-12-09,
operotti,OMAR ANGEL PEROTTI,"PEROTTI, OMAR ANGEL",SANTA FE,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/operotti/,http://www4.hcdn.gob.ar/fotos/operotti.jpg,4127-7100,operotti@diputados.gob.ar,2015-12-09,
aperroni,ANA MARIA PERRONI,"PERRONI, ANA MARIA",CORRIENTES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/aperroni/,http://www4.hcdn.gob.ar/fotos/aperroni.jpg,4127-7100,aperroni@diputados.gob.ar,2015-12-09,
hpietragallac,HORACIO PIETRAGALLA CORTI,"PIETRAGALLA CORTI, HORACIO",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/hpietragallac/,http://www4.hcdn.gob.ar/fotos/hpietragallac.jpg,4127-7100,hpietragallac@diputados.gob.ar,2015-12-09,
fpinedo,FEDERICO PINEDO,"PINEDO, FEDERICO",CIUDAD de BUENOS AIRES,2011-12-10,2015-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/fpinedo/,http://www4.hcdn.gob.ar/fotos/fpinedo.jpg,4127-7100,fpinedo@diputados.gob.ar,2015-12-09,
aportela,AGUSTIN ALBERTO PORTELA,"PORTELA, AGUSTIN ALBERTO",CORRIENTES,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/aportela/,http://www4.hcdn.gob.ar/fotos/aportela.jpg,4127-7100,aportela@diputados.gob.ar,2015-12-09,
rpradines,ROBERTO ARTURO PRADINES,"PRADINES, ROBERTO ARTURO",MENDOZA,2011-12-10,2015-12-09,DEMOCRATA DE MENDOZA,133,http://www.hcdn.gob.ar/diputados/rpradines/,http://www4.hcdn.gob.ar/fotos/rpradines.jpg,4127-7100,rpradines@diputados.gob.ar,2015-12-09,
rpucheta,RAMONA PUCHETA,"PUCHETA, RAMONA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE POR LA INCLUSION SOCIAL,133,http://www.hcdn.gob.ar/diputados/rpucheta/,http://www4.hcdn.gob.ar/fotos/rpucheta.jpg,4127-7100,rpucheta@diputados.gob.ar,2015-12-09,
apuiggros,ADRIANA VICTORIA PUIGGROS,"PUIGGROS, ADRIANA VICTORIA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/apuiggros/,http://www4.hcdn.gob.ar/fotos/apuiggros.jpg,4127-7100,apuiggros@diputados.gob.ar,2015-12-09,
craimundi,CARLOS RAIMUNDI,"RAIMUNDI, CARLOS",BUENOS AIRES,2011-12-10,2015-12-09,SOLIDARIO SI,133,http://www.hcdn.gob.ar/diputados/craimundi/,http://www4.hcdn.gob.ar/fotos/craimundi.jpg,4127-7100,craimundi@diputados.gob.ar,2015-12-09,
erasino,ELIDA ELENA RASINO,"RASINO, ELIDA ELENA",SANTA FE,2011-12-10,2015-12-09,PARTIDO SOCIALISTA,133,http://www.hcdn.gob.ar/diputados/erasino/,http://www4.hcdn.gob.ar/fotos/erasino.jpg,4127-7100,erasino@diputados.gob.ar,2015-12-09,
oredczuk,OSCAR FELIPE REDCZUK,"REDCZUK, OSCAR FELIPE",MISIONES,2011-12-10,2015-12-09,FRENTE RENOVADOR DE LA CONCORDIA MISIONES - FPV-PJ,133,http://www.hcdn.gob.ar/diputados/oredczuk/,http://www4.hcdn.gob.ar/fotos/oredczuk.jpg,4127-7100,oredczuk@diputados.gob.ar,2015-12-09,
ariestra,ANTONIO SABINO RIESTRA,"RIESTRA, ANTONIO SABINO",SANTA FE,2011-12-10,2015-12-09,UNIDAD POPULAR,133,http://www.hcdn.gob.ar/diputados/ariestra/,http://www4.hcdn.gob.ar/fotos/ariestra.jpg,4127-7100,ariestra@diputados.gob.ar,2015-12-09,
lrios,LILIANA MARIA RIOS,"RIOS, LILIANA MARIA",ENTRE RIOS,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/lrios/,http://www4.hcdn.gob.ar/fotos/lrios.jpg,4127-7100,lrios@diputados.gob.ar,2015-12-09,
rrivarola,RUBEN ARMANDO RIVAROLA,"RIVAROLA, RUBEN ARMANDO",JUJUY,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/rrivarola/,http://www4.hcdn.gob.ar/fotos/rrivarola.jpg,4127-7100,rrivarola@diputados.gob.ar,2015-12-09,
jrivas,JORGE RIVAS,"RIVAS, JORGE",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jrivas/,http://www4.hcdn.gob.ar/fotos/jrivas.jpg,4127-7100,jrivas@diputados.gob.ar,2015-12-09,
frogel,FABIAN DULIO ROGEL,"ROGEL, FABIAN DULIO",ENTRE RIOS,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/frogel/,http://www4.hcdn.gob.ar/fotos/frogel.jpg,4127-7100,frogel@diputados.gob.ar,2015-12-09,
aruiz,AIDA DELIA RUIZ,"RUIZ, AIDA DELIA",SANTIAGO DEL ESTERO,2011-12-10,2015-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/aruiz/,http://www4.hcdn.gob.ar/fotos/aruiz.jpg,4127-7100,aruiz@diputados.gob.ar,2015-12-09,
lsacca,LUIS FERNANDO SACCA,"SACCA, LUIS FERNANDO",TUCUMAN,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/lsacca/,http://www4.hcdn.gob.ar/fotos/lsacca.jpg,4127-7100,lsacca@diputados.gob.ar,2015-12-09,
fsalino,FERNANDO ALDO SALINO,"SALINO, FERNANDO ALDO",SAN LUIS,2013-12-10,2017-12-09,COMPROMISO FEDERAL,133,http://www.hcdn.gob.ar/diputados/fsalino/,http://www4.hcdn.gob.ar/fotos/fsalino.jpg,4127-7100,fsalino@diputados.gob.ar,,
esantin,EDUARDO SANTIN,"SANTIN, EDUARDO",BUENOS AIRES,2011-12-10,2015-12-09,MOVIMIENTO NACIONAL ALFONSINISTA,133,http://www.hcdn.gob.ar/diputados/esantin/,http://www4.hcdn.gob.ar/fotos/esantin.jpg,4127-7100,esantin@diputados.gob.ar,2015-12-09,
jschiaretti,JUAN SCHIARETTI,"SCHIARETTI, JUAN",CORDOBA,2013-12-10,2017-12-09,UNION POR CORDOBA,133,http://www.hcdn.gob.ar/diputados/jschiaretti/,http://www4.hcdn.gob.ar/fotos/jschiaretti.jpg,4127-7100,jschiaretti@diputados.gob.ar,,
rsciutto,RUBEN DARIO SCIUTTO,"SCIUTTO, RUBEN DARIO",TIERRA DEL FUEGO,2011-12-10,2015-12-09,PERONISMO MAS AL SUR,133,http://www.hcdn.gob.ar/diputados/rsciutto/,http://www4.hcdn.gob.ar/fotos/rsciutto.jpg,4127-7100,rsciutto@diputados.gob.ar,2015-12-09,
asegarra,ADELA ROSA SEGARRA,"SEGARRA, ADELA ROSA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/asegarra/,http://www4.hcdn.gob.ar/fotos/asegarra.jpg,4127-7100,asegarra@diputados.gob.ar,2015-12-09,
ssimoncini,SILVIA ROSA SIMONCINI,"SIMONCINI, SILVIA ROSA",SANTA FE,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ssimoncini/,http://www4.hcdn.gob.ar/fotos/ssimoncini.jpg,4127-7100,ssimoncini@diputados.gob.ar,2015-12-09,
gsoto,GLADYS BEATRIZ SOTO,"SOTO, GLADYS BEATRIZ",CHACO,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gsoto/,http://www4.hcdn.gob.ar/fotos/gsoto.jpg,4127-7100,gsoto@diputados.gob.ar,2015-12-09,
fsturzenegger,FEDERICO ADOLFO STURZENEGGER,"STURZENEGGER, FEDERICO ADOLFO",CIUDAD de BUENOS AIRES,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/fsturzenegger/,http://www4.hcdn.gob.ar/fotos/fsturzenegger.jpg,4127-7100,fsturzenegger@diputados.gob.ar,,
jtineo,JAVIER HECTOR TINEO,"TINEO, JAVIER HECTOR",LA RIOJA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jtineo/,http://www4.hcdn.gob.ar/fotos/jtineo.jpg,4127-7100,jtineo@diputados.gob.ar,2015-12-09,
atriaca,ALBERTO JORGE TRIACA,"TRIACA, ALBERTO JORGE",CIUDAD de BUENOS AIRES,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/atriaca/,http://www4.hcdn.gob.ar/fotos/atriaca.jpg,4127-7100,atriaca@diputados.gob.ar,,
junac,JOSE RUBEN UÑAC,"UÑAC, JOSE RUBEN",SAN JUAN,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/junac/,http://www4.hcdn.gob.ar/fotos/junac.jpg,4127-7100,junac@diputados.gob.ar,2015-12-09,
jvalinotto,JORGE ANSELMO VALINOTTO,"VALINOTTO, JORGE ANSELMO",CORDOBA,2011-12-10,2015-12-09,FRENTE CIVICO - CORDOBA,133,http://www.hcdn.gob.ar/diputados/jvalinotto/,http://www4.hcdn.gob.ar/fotos/jvalinotto.jpg,4127-7100,jvalinotto@diputados.gob.ar,2015-12-09,
evaquie,ENRIQUE ANDRES VAQUIE,"VAQUIE, ENRIQUE ANDRES",MENDOZA,2011-12-10,2015-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/evaquie/,http://www4.hcdn.gob.ar/fotos/evaquie.jpg,4127-7100,evaquie@diputados.gob.ar,2015-12-09,
jvilarino,JOSE ANTONIO VILARIÑO,"VILARIÑO, JOSE ANTONIO",SALTA,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jvilarino/,http://www4.hcdn.gob.ar/fotos/jvilarino.jpg,4127-7100,jvilarino@diputados.gob.ar,2015-12-09,
jvilla,JOSE ANTONIO VILLA,"VILLA, JOSE ANTONIO",SAN JUAN,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jvilla/,http://www4.hcdn.gob.ar/fotos/jvilla.jpg,4127-7100,jvilla@diputados.gob.ar,2015-12-09,
gvillata,GRACIELA SUSANA VILLATA,"VILLATA, GRACIELA SUSANA",CORDOBA,2011-12-10,2015-12-09,FRENTE CIVICO - CORDOBA,133,http://www.hcdn.gob.ar/diputados/gvillata/,http://www4.hcdn.gob.ar/fotos/gvillata.jpg,4127-7100,gvillata@diputados.gob.ar,2015-12-09,
jzabalza,JUAN CARLOS ZABALZA,"ZABALZA, JUAN CARLOS",SANTA FE,2011-12-10,2015-12-09,PARTIDO SOCIALISTA,133,http://www.hcdn.gob.ar/diputados/jzabalza/,http://www4.hcdn.gob.ar/fotos/jzabalza.jpg,4127-7100,jzabalza@diputados.gob.ar,2015-12-09,
mzamarreno,MARIA EUGENIA ZAMARREÑO,"ZAMARREÑO, MARIA EUGENIA",BUENOS AIRES,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mzamarreno/,http://www4.hcdn.gob.ar/fotos/mzamarreno.jpg,4127-7100,mzamarreno@diputados.gob.ar,2015-12-09,
cziebart,CRISTINA ISABEL ZIEBART,"ZIEBART, CRISTINA ISABEL",CHUBUT,2011-12-10,2015-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/cziebart/,http://www4.hcdn.gob.ar/fotos/cziebart.jpg,4127-7100,cziebart@diputados.gob.ar,2015-12-09,
mdalessandro,MARCELO SILVIO D'ALESSANDRO,"D'ALESSANDRO, MARCELO SILVIO",BUENOS AIRES,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/mdalessandro/,http://www4.hcdn.gob.ar/fotos/mdalessandro.jpg,4127-7100,mdalessandro@diputados.gob.ar,,
gbellocq,GERARDO ALBERTO BELLOCQ,"BELLOCQ, GERARDO ALBERTO",CORDOBA,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/gbellocq/,http://www4.hcdn.gob.ar/fotos/gbellocq.jpg,4127-7100,gbellocq@diputados.gob.ar,,
ecastrom,ENRIQUE ROBERTO CASTRO MOLINA,"CASTRO MOLINA, ENRIQUE ROBERTO",SAN JUAN,2015-12-10,2019-12-09,COMPROMISO CON SAN JUAN,133,http://www.hcdn.gob.ar/diputados/ecastrom/,http://www4.hcdn.gob.ar/fotos/ecastrom.jpg,4127-7100,ecastrom@diputados.gob.ar,,2015-12-10
vsosacapurro,SOLEDAD SOSA,"SOSA, SOLEDAD",MENDOZA,2013-12-10,2017-12-09,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,133,http://www.hcdn.gob.ar/diputados/vsosacapurro/,http://www4.hcdn.gob.ar/fotos/vsosacapurro.jpg,4127-7100,vsosacapurro@diputados.gob.ar,,
nabdaladem,Norma Amanda Abdala De Matarazzo,"Abdala De Matarazzo, Norma Amanda",Santiago Del Estero,2013-12-10,2017-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/nabdaladem/,"","","",,
aabraham,Alejandro Abraham,"Abraham, Alejandro",Mendoza,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/aabraham/,"","","",,
sacerenza,Samanta Maria Celeste Acerenza,"Acerenza, Samanta Maria Celeste",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/sacerenza/,"","","",,2015-12-10
galbornoz,Gabriela Romina Albornoz,"Albornoz, Gabriela Romina",Jujuy,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/galbornoz/,"","","",,
galegre,Gilberto Oscar Alegre,"Alegre, Gilberto Oscar",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/galegre/,"","","",,
ralfonsin,Ricardo Luis Alfonsin,"Alfonsin, Ricardo Luis",Buenos Aires,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/ralfonsin/,"","","",,
halonso,Horacio Fernando Alonso,"Alonso, Horacio Fernando",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/halonso/,"","","",,
malvarezr,Maria Cristina Alvarez Rodriguez,"Alvarez Rodriguez, Maria Cristina",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/malvarezr/,"","","",,2015-12-10
eamadeo,Eduardo Pablo Amadeo,"Amadeo, Eduardo Pablo",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/eamadeo/,"","","",,2015-12-10
barenas,Berta Hortensia Arenas,"Arenas, Berta Hortensia",San Luis,2013-12-10,2017-12-09,COMPROMISO FEDERAL,133,http://www.hcdn.gob.ar/diputados/barenas/,"","","",,
aargumedo,Alcira Susana Argumedo,"Argumedo, Alcira Susana",Ciudad De Buenos Aires,2013-12-10,2017-12-09,PROYECTO SUR - UNEN,133,http://www.hcdn.gob.ar/diputados/aargumedo/,"","","",,
garrieta,Gustavo Hector Arrieta,"Arrieta, Gustavo Hector",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/garrieta/,"","","",,
baustin,Brenda Lis Austin,"Austin, Brenda Lis",Cordoba,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/baustin/,"","","",,
ebalbo,Elva Susana Balbo,"Balbo, Elva Susana",Mendoza,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/ebalbo/,"","","",,2015-12-10
hbaldassi,Hector Baldassi,"Baldassi, Hector",Cordoba,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/hbaldassi/,"","","",,
kbanfi,Karina Banfi,"Banfi, Karina",Buenos Aires,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/kbanfi/,"","","",,2015-12-10
lbardeggia,Luis Maria Bardeggia,"Bardeggia, Luis Maria",Rio Negro,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/lbardeggia/,"","","",,
mbarletta,Mario Domingo Barletta,"Barletta, Mario Domingo",Santa Fe,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mbarletta/,"","","",,
jbarreto,Jorge Ruben Barreto,"Barreto, Jorge Ruben",Entre Rios,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jbarreto/,"","","",,
lbasterra,Luis Eugenio Basterra,"Basterra, Luis Eugenio",Formosa,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/lbasterra/,"","","",,2015-12-10
mbazze,Miguel Angel Bazze,"Bazze, Miguel Angel",Buenos Aires,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mbazze/,"","","",,2015-12-10
sbermejo,Sixto Osvaldo Bermejo,"Bermejo, Sixto Osvaldo",Chubut,2013-12-10,2017-12-09,TRABAJO Y DIGNIDAD,133,http://www.hcdn.gob.ar/diputados/sbermejo/,"","","",,
rbernabey,Ramon Ernesto Bernabey,"Bernabey, Ramon Ernesto",Cordoba,2013-12-10,2017-12-09,BRIGADIER GENERAL JUAN BAUTISTA BUSTOS,133,http://www.hcdn.gob.ar/diputados/rbernabey/,"","","",,
abesada,Alicia Irma Besada,"Besada, Alicia Irma",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/abesada/,"","","",,
gbevilacqua,Gustavo Bevilacqua,"Bevilacqua, Gustavo",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/gbevilacqua/,"","","",,2015-12-10
ibianchi,Ivana Maria Bianchi,"Bianchi, Ivana Maria",San Luis,2015-12-10,2019-12-09,COMPROMISO FEDERAL,133,http://www.hcdn.gob.ar/diputados/ibianchi/,"","","",,2015-12-10
hbinner,Hermes Juan Binner,"Binner, Hermes Juan",Santa Fe,2013-12-10,2017-12-09,PARTIDO SOCIALISTA,133,http://www.hcdn.gob.ar/diputados/hbinner/,"","","",,
lborsani,Luis Gustavo Borsani,"Borsani, Luis Gustavo",Mendoza,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/lborsani/,"","","",,2015-12-10
dbossio,Diego Luis Bossio,"Bossio, Diego Luis",Buenos Aires,2015-12-10,2019-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/dbossio/,"","","",,2015-12-10
mbregman,Myriam Bregman,"Bregman, Myriam",Buenos Aires,2013-12-10,2017-12-09,PTS - FRENTE DE IZQUIERDA,133,http://www.hcdn.gob.ar/diputados/mbregman/,"","","",,
mbrezzo,Maria Eugenia Brezzo,"Brezzo, Maria Eugenia",Cordoba,2013-12-10,2017-12-09,UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/mbrezzo/,"","","",,
mbritez,Maria Cristina Britez,"Britez, Maria Cristina",Misiones,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mbritez/,"","","",,2015-12-10
ebrizueladelmoral,Eduardo Segundo Brizuela Del Moral,"Brizuela Del Moral, Eduardo Segundo",Catamarca,2013-12-10,2017-12-09,FRENTE CIVICO Y SOCIAL DE CATAMARCA,133,http://www.hcdn.gob.ar/diputados/ebrizueladelmoral/,"","","",,
jbrugge,Juan Fernando Brügge,"Brügge, Juan Fernando",Cordoba,2015-12-10,2019-12-09,UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/jbrugge/,"","","",,2015-12-10
sbuil,Sergio Omar Buil,"Buil, Sergio Omar",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/sbuil/,"","","",,2015-12-10
mburgos,Maria Gabriela Burgos,"Burgos, Maria Gabriela",Jujuy,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mburgos/,"","","",,
jcabandie,Juan Cabandie,"Cabandie, Juan",Ciudad De Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jcabandie/,"","","",,
ecaceres,Eduardo Augusto Caceres,"Caceres, Eduardo Augusto",San Juan,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/ecaceres/,"","","",,
acalleri,Agustin Santiago Calleri,"Calleri, Agustin Santiago",Cordoba,2013-12-10,2017-12-09,UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/acalleri/,"","","",,
gcamano,Graciela Camaño,"Camaño, Graciela",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/gcamano/,"","","",,2015-12-10
rcarlotto,Remo Gerardo Carlotto,"Carlotto, Remo Gerardo",Buenos Aires,2013-12-10,2017-12-09,PERONISMO PARA LA VICTORIA,133,http://www.hcdn.gob.ar/diputados/rcarlotto/,"","","",,
gcarmona,Guillermo Ramon Carmona,"Carmona, Guillermo Ramon",Mendoza,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gcarmona/,"","","",,2015-12-10
acarol,Analuz Ailen Carol,"Carol, Analuz Ailen",Tierra Del Fuego,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/acarol/,"","","",,2015-12-10
ecarrio,Elisa Maria Avelina Carrio,"Carrio, Elisa Maria Avelina",Ciudad De Buenos Aires,2013-12-10,2017-12-09,COALICION CIVICA,133,http://www.hcdn.gob.ar/diputados/ecarrio/,"","","",,
mscarrizo,Maria Soledad Carrizo,"Carrizo, Maria Soledad",Cordoba,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mscarrizo/,"","","",,
ncarrizo,Nilda Mabel Carrizo,"Carrizo, Nilda Mabel",Tucuman,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ncarrizo/,"","","",,
ccarrizo,Ana Carla Carrizo,"Carrizo, Ana Carla",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/ccarrizo/,"","","",,
jcasanas,Juan Francisco Casañas,"Casañas, Juan Francisco",Tucuman,2013-12-10,2017-12-09,DEL BICENTENARIO,133,http://www.hcdn.gob.ar/diputados/jcasanas/,"","","",,
gcaselles,Graciela Maria Caselles,"Caselles, Graciela Maria",San Juan,2015-12-10,2019-12-09,PARTIDO BLOQUISTA DE SAN JUAN,133,http://www.hcdn.gob.ar/diputados/gcaselles/,"","","",,2015-12-10
ccastagneto,Carlos Daniel Castagneto,"Castagneto, Carlos Daniel",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ccastagneto/,"","","",,2015-12-10
scastro,Sandra Daniela Castro,"Castro, Sandra Daniela",San Juan,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/scastro/,"","","",,
fcaviglia,Franco Agustin Caviglia,"Caviglia, Franco Agustin",Buenos Aires,2013-12-10,2017-12-09,JUNTOS POR ARGENTINA,133,http://www.hcdn.gob.ar/diputados/fcaviglia/,"","","",,
aciampini,Jose Alberto Ciampini,"Ciampini, Jose Alberto",Neuquen,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/aciampini/,"","","",,2015-12-10
