id,name__nl,name__en,name__es,name__pl,name__fr,name__nb,name__da,name__nn,name__sv,name__de,name__hu,name,wikipedia__en,wikipedia__es,wikipedia__nl,wikipedia__pl,image,gender,identifier__VIAF,birth_date,identifier__freebase,given_name,identifier__FAST,original_wikiname,name__it,name__en_ca,identifier__SUDOC,name__ca,name__cy,wikipedia__ca,death_date,twitter,name__gl,name__pt,family_name,wikipedia__commons,name__eu,name__fi,name__ko,name__fa,name__he,wikipedia__de,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__it,wikipedia__ko,wikipedia__no,wikipedia__pt,website,wikipedia__simple,name__ru,name__nds,name__en_gb,name__sr,name__ms,wikipedia__ms,wikipedia__sr,name__tr,wikipedia__tr,name__zh_hant,name__zh_cn,name__ja,identifier__PACE,occupation,name__ro,facebook,identifier__LCAuth,wikipedia__cs,name__cs,wikipedia__az,name__oc,name__az,identifier__snac,wikipedia__zh_yue,name__yue,name__ar,wikipedia__ar,wikipedia__zh,name__zh,second_surname,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__eo,name__et,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__GND,instagram,name__sl,identifier__ISNI,name__hi,wikipedia__ast,name__es_419,name__ht,name__tl,wikipedia__ht,wikipedia__hu,wikipedia__ru,wikipedia__sco,wikipedia__tl,identifier__allmovie,identifier__AlloCine,identifier__PORT,identifier__kinopoisk,identifier__elonet,identifier__SFDb,identifier__BNF,wikipedia__eswikiquote,wikipedia__sv
Q16190135,José Alberto Benavides,José Alberto Benavides,José Alberto Benavides,,José Alberto Benavides,,,,,José Alberto Benavides,,José Alberto Benavides,José Alberto Benavides,,,,,male,,1970-11-27,,José,,José Alberto Benavides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Alberto Benavides,,,,,,,,,,,,,,,,,,,,
Q16190172,Silvano Blanco Deaquino,Silvano Blanco Deaquino,Silvano Blanco Deaquino,,Silvano Blanco Deaquino,,,,,Silvano Blanco Deaquino,,Silvano Blanco Deaquino,Silvano Blanco Deaquino,,,,,male,,1962-02-10,,Silvano,,Silvano Blanco Deaquino,Silvano Blanco Deaquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvano Blanco Deaquino,,,,,,,,,,,,,,,,,,,,
Q16190181,Claudia Elizabeth Bojórquez,Claudia Elizabeth Bojórquez,Claudia Elizabeth Bojórquez,,Claudia Elizabeth Bojórquez,,,,,Claudia Elizabeth Bojórquez,,Claudia Elizabeth Bojórquez,Claudia Elizabeth Bojórquez,,,,,female,,1970-10-19,,Claudia,,Claudia Elizabeth Bojórquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudia Elizabeth Bojórquez,,,,,,,,,,,,,,,,,,,,
Q16190187,Juana Bonilla Jaime,Juana Bonilla Jaime,Juana Bonilla Jaime,,Juana Bonilla Jaime,,,,,Juana Bonilla Jaime,,Juana Bonilla Jaime,Juana Bonilla Jaime,,,,,female,,1961-05-16,,Juana,,Juana Bonilla Jaime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juana Bonilla Jaime,,,,,,,,,,,,,,,,,,,,
Q16190190,Teresita de Jesús Borges,Teresita de Jesús Borges,Teresita de Jesús Borges,,Teresita de Jesús Borges,,,,,Teresita de Jesús Borges,,Teresita de Jesús Borges,Teresita de Jesús Borges,,,,,female,,1965-08-17,,Teresita,,Teresita de Jesús Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teresita de Jesús Borges,,,,,,,,,,,,,,,,,,,,
Q16190202,Tomás Brito Lara,Tomás Brito Lara,Tomás Brito Lara,,Tomás Brito Lara,,,,,Tomás Brito Lara,,Tomás Brito Lara,Tomás Brito Lara,,,,,male,,1958-01-11,,Tomás,,Tomás Brito Lara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomás Brito Lara,,,,,,,,,,,,,,,,,,,,
Q16190235,Alejandro Carbajal González,Alejandro Carbajal González,Alejandro Carbajal González,,Alejandro Carbajal González,,,,,Alejandro Carbajal González,,Alejandro Carbajal González,Alejandro Carbajal González,,,,,male,,1972-03-23,,Alejandro,,Alejandro Carbajal González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandro Carbajal González,,,,,,,,,,,,,,,,,,,,
Q16190252,Ángel Cedillo Hernández,Ángel Cedillo Hernández,Ángel Cedillo Hernández,,Ángel Cedillo Hernández,,,,,Ángel Cedillo Hernández,,Ángel Cedillo Hernández,Ángel Cedillo Hernández,,,,,male,,1960-10-01,,Ángel,,Ángel Cedillo Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ángel Cedillo Hernández,,,,,,,,,,,,,,,,,,,,
Q16190306,Armando Contreras Ceballos,Armando Contreras Ceballos,Armando Contreras Ceballos,,Armando Contreras Ceballos,,,,,Armando Contreras Ceballos,,Armando Contreras Ceballos,Armando Contreras Ceballos,,,,,male,,1962-03-29,,Armando,,Armando Contreras Ceballos,Armando Contreras Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armando Contreras Ceballos,,,,,,,,,,,,,,,,,,,,
Q16190312,Yazmín Copete,Yazmín de los Ángeles Copete Zapot,Yazmín de los Ángeles Copete Zapot,,Yazmín de los Ángeles Copete Zapot,,,,,Yazmín Copete,,Yazmín de los Ángeles Copete Zapot,Yazmín Copete,,,,,female,,1964-08-05,,,,Yazmín Copete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yazmín de los Ángeles Copete Zapot,,,,,,,,,,,,,,,,,,,,
Q16190336,Fernando Cuéllar Reyes,Fernando Cuéllar Reyes,Fernando Cuéllar Reyes,,Fernando Cuéllar Reyes,,,,,Fernando Cuéllar Reyes,Fernando Cuéllar Reyes,Fernando Cuéllar Reyes,Fernando Cuéllar Reyes,,,,,male,,1963-09-22,,Fernando,,Fernando Cuéllar Reyes,,,,Fernando Cuéllar Reyes,,,,,Fernando Cuéllar Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Cuéllar Reyes,,,,,,,,,,,,,,,,,,,,
Q16190338,Mario Alejandro Cuevas Mena,Mario Alejandro Cuevas Mena,Mario Alejandro Cuevas Mena,,Mario Alejandro Cuevas Mena,,,,,,,Mario Alejandro Cuevas Mena,Mario Alejandro Cuevas Mena,,,,,male,,1972-05-16,,Mario,,Mario Alejandro Cuevas Mena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Alejandro Cuevas Mena,,,,,,,,,,,,,,,,,,,,
Q16190364,Eva Diego Cruz,Eva Diego Cruz,Eva Diego Cruz,,Eva Diego Cruz,,,,,Eva Diego Cruz,,Eva Diego Cruz,Eva Diego Cruz,,,,,female,,1975-05-02,,Eva,,Eva Diego Cruz,Eva Diego Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eva Diego Cruz,,,,,,,,,,,,,,,,,,,,
Q16190381,Catalino Duarte Ortuño,Catalino Duarte Ortuño,Catalino Duarte Ortuño,,Catalino Duarte Ortuño,,,,,Catalino Duarte Ortuño,,Catalino Duarte Ortuño,Catalino Duarte Ortuño,,,,,male,,1970-03-23,,,,Catalino Duarte Ortuño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catalino Duarte Ortuño,,,,,,,,,,,,,,,,,,,,
Q16190395,Luis Ángel Espinoza Cházaro,Luis Ángel Espinoza Cházaro,Luis Ángel Espinoza Cházaro,,Luis Ángel Espinoza Cházaro,,,,,Luis Ángel Espinoza Cházaro,,Luis Ángel Espinoza Cházaro,Luis Ángel Espinoza Cházaro,,,,,male,,1974-05-07,,Luis,,Luis Ángel Espinoza Cházaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Ángel Espinoza Cházaro,,,,,,,,,,,,,,,,,,,,
Q16190420,Guadalupe Flores Salazar,Guadalupe Flores Salazar,Guadalupe Flores Salazar,,Guadalupe Flores Salazar,,,,,Guadalupe Flores Salazar,,Guadalupe Flores Salazar,Guadalupe Flores Salazar,,,,,female,,1971-11-03,,Guadalupe,,Guadalupe Flores Salazar,Guadalupe Flores Salazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guadalupe Flores Salazar,,,,,,,,,,,,,,,,,,,,
Q16190423,Uriel Flores Aguayo,Uriel Flores Aguayo,Uriel Flores Aguayo,,Uriel Flores Aguayo,,,,,Uriel Flores Aguayo,,Uriel Flores Aguayo,Uriel Flores Aguayo,,,,,male,,1959-05-06,,Uriel,,Uriel Flores Aguayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uriel Flores Aguayo,,,,,,,,,,,,,,,,,,,,
Q16190426,Juan Manuel Fócil Pérez,Juan Manuel Fócil Pérez,Juan Manuel Fócil Pérez,,Juan Manuel Fócil Pérez,,,,,Juan Manuel Fócil Pérez,,Juan Manuel Fócil Pérez,Juan Manuel Fócil Pérez,Juan Manuel Fócil Pérez,,,,male,,1963-06-12,,Juan,,Juan Manuel Fócil Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Manuel Fócil Pérez,,,,,,,,,,,,,,,,,,,,
Q16190459,Verónica García Reyes,Verónica García Reyes,Verónica García Reyes,,Verónica García Reyes,,,,,Verónica García Reyes,,Verónica García Reyes,Verónica García Reyes,,,,,female,,1977-08-23,,Verónica,,Verónica García Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verónica García Reyes,,,,,,,,,,,,,,,,,,,,
Q16190462,Marcelo Garza Ruvalcaba,Marcelo Garza Ruvalcaba,Marcelo Garza Ruvalcaba,,Marcelo Garza Ruvalcaba,,,,,Marcelo Garza Ruvalcaba,,Marcelo Garza Ruvalcaba,Marcelo Garza Ruvalcaba,,,,,male,,1983-09-08,,Marcelo,,Marcelo Garza Ruvalcaba,Marcelo Garza Ruvalcaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcelo Garza Ruvalcaba,,,,,,,,,,,,,,,,,,,,
Q16190495,Alfa González Magallanes,Alfa González Magallanes,Alfa González Magallanes,,Alfa González Magallanes,,,,,Alfa González Magallanes,,Alfa González Magallanes,Alfa González Magallanes,,,,,female,,1981-05-28,,Alfa,,Alfa González Magallanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfa González Magallanes,,,,,,,,,,,,,,,,,,,,
Q16190498,Rodrigo González Barrios,Rodrigo González Barrios,Rodrigo González Barrios,,Rodrigo González Barrios,,,,,Rodrigo González Barrios,,Rodrigo González Barrios,Rodrigo González Barrios,,,,,male,,1958-03-12,,Rodrigo,,Rodrigo González Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodrigo González Barrios,,,,,,,,,,,,,,,,,,,,
Q16190571,Manuel Rafael Huerta,Manuel Rafael Huerta,Manuel Rafael Huerta,,Manuel Rafael Huerta,,,,,Manuel Rafael Huerta,,Manuel Rafael Huerta,Manuel Rafael Huerta,,,,,male,,1960-07-12,,Manuel,,Manuel Rafael Huerta,Manuel Rafael Huerta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Rafael Huerta,,,,,,,,,,,,,,,,,,,,
Q16190606,Jhonatan Jardines Fraire,Jhonatan Jardines Fraire,Jhonatan Jardines Fraire,,Jhonatan Jardines Fraire,,,,,Jhonatan Jardines Fraire,,Jhonatan Jardines Fraire,Jhonatan Jardines Fraire,,,,,male,,1980-10-23,,Jhonatan,,Jhonatan Jardines Fraire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jhonatan Jardines Fraire,,,,,,,,,,,,,,,,,,,,
Q16190609,Hugo Jarquín,Hugo Jarquín,Hugo Jarquín,,Hugo Jarquín,,,,,Hugo Jarquín,,Hugo Jarquín,Hugo Jarquín,,,,,male,,1966-06-01,,Hugo,,Hugo Jarquín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugo Jarquín,,,,,,,,,,,,,,,,,,,,
Q16190612,Carlos de Jesús Alejandro,Carlos De Jesús Alejandro,Carlos De Jesús Alejandro,,Carlos De Jesús Alejandro,,,,,Carlos De Jesús Alejandro,,Carlos De Jesús Alejandro,Carlos de Jesús Alejandro,,,,,male,,1965-11-04,,Carlos,,Carlos De Jesús Alejandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos De Jesús Alejandro,,,,,,,,,,,,,,,,,,,,
Q16190627,Verónica Juárez Piña,Verónica Juárez Piña,Verónica Juárez Piña,,Verónica Juárez Piña,,,,,Verónica Juárez Piña,,Verónica Juárez Piña,Verónica Juárez Piña,,,,,female,,1971-09-28,,Verónica,,Verónica Juárez Piña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verónica Juárez Piña,,,,,,,,,,,,,,,,,,,,
Q16190731,Gabriel López Rosado,Gabriel López Rosado,Gabriel López Rosado,,Gabriel López Rosado,,,,,Gabriel López Rosado,,Gabriel López Rosado,Gabriel López Rosado,,,,,male,,,,Gabriel,,Gabriel López Rosado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel López Rosado,,,,,,,,,,,,,,,,,,,,
Q16190734,Roberto López González,Roberto López González,Roberto López González,,Roberto López González,,,,,Roberto López González,,Roberto López González,Roberto López González,,,,,male,53904331,1958-06-07,,Roberto,,Roberto López González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,no2006064798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto López González,0000 0000 4421 2428,,,,,,,,,,,,,,,,,,,
Q16190739,Roberto López Suárez,Roberto López Suárez,Roberto López Suárez,,Roberto López Suárez,,,,,Roberto López Suárez,,Roberto López Suárez,Roberto López Suárez,,,,,male,,1972-09-09,,Roberto,,Roberto López Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto López Suárez,,,,,,,,,,,,,,,,,,,,
Q16190747,Roxana Luna Porquillo,Roxana Luna Porquillo,Roxana Luna Porquillo,,Roxana Luna Porquillo,,,,,Roxana Luna Porquillo,,Roxana Luna Porquillo,Roxana Luna Porquillo,Roxana Luna Porquillo,,,,female,,1981-03-24,,Roxana,,Roxana Luna Porquillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roxana Luna Porquillo,,,,,,,,,,,,,,,,,,,,
Q16190775,José Valentín Maldonado Salgado,José Valentín Maldonado Salgado,José Valentín Maldonado Salgado,,José Valentín Maldonado Salgado,,,,,José Valentín Maldonado Salgado,José Valentín Maldonado Salgado,José Valentín Maldonado Salgado,José Valentín Maldonado Salgado,José Valentín Maldonado Salgado,,,,male,,1980-02-14,,José,,José Valentín Maldonado Salgado,,José Valentín Maldonado Salgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Valentín Maldonado Salgado,José Valentín Maldonado Salgado,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Valentín Maldonado Salgado,,,,,,,,,,,,,,,,,,,,
Q16190791,María Martínez Santillán,María Martínez Santillán,María Martínez Santillán,,María Martínez Santillán,,,,,María Martínez Santillán,,María Martínez Santillán,María Martínez Santillán,,,,,female,,1963-07-08,,María,,María Martínez Santillán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Martínez Santillán,,,,,,,,,,,,,,,,,,,,
Q16190818,Marcos Rosendo Medina Filigrana,Marcos Rosendo Medina Filigrana,Marcos Rosendo Medina Filigrana,,Marcos Rosendo Medina Filigrana,,,,,Marcos Rosendo Medina Filigrana,,Marcos Rosendo Medina Filigrana,Marcos Rosendo Medina Filigrana,,,,,male,,1970-10-06,,Marcos,,Marcos Rosendo Medina Filigrana,Marcos Rosendo Medina Filigrana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcos Rosendo Medina Filigrana,,,,,,,,,,,,,,,,,,,,
Q16190821,Julisa Mejía Guardado,Julisa Mejía Guardado,Julisa Mejía Guardado,,Julisa Mejía Guardado,,,,,Julisa Mejía Guardado,,Julisa Mejía Guardado,Julisa Mejía Guardado,,,,,female,,1960-10-16,,,,Julisa Mejía Guardado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julisa Mejía Guardado,,,,,,,,,,,,,,,,,,,,
Q16190824,Angélica Melchor Vásquez,Angélica Melchor Vásquez,Angélica Melchor Vásquez,,Angélica Melchor Vásquez,,,,,Angélica Melchor Vásquez,,Angélica Melchor Vásquez,Angélica Melchor Vásquez,,,,,female,,1980-04-12,,Angélica,,Angélica Melchor Vásquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angélica Melchor Vásquez,,,,,,,,,,,,,,,,,,,,
Q16190830,María del Rosario Merlín,María del Rosario Merlín,María del Rosario Merlín,,María del Rosario Merlín,,,,,María del Rosario Merlín,,María del Rosario Merlín,María del Rosario Merlín,,,,,female,,1964-11-01,,María,,María del Rosario Merlín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María del Rosario Merlín,,,,,,,,,,,,,,,,,,,,
Q16190838,Marino Miranda Salgado,Marino Miranda Salgado,Marino Miranda Salgado,,Marino Miranda Salgado,,,,,Marino Miranda Salgado,,Marino Miranda Salgado,Marino Miranda Salgado,,,,,male,,1962-02-28,,Marino,,Marino Miranda Salgado,Marino Miranda Salgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marino Miranda Salgado,,,,,,,,,,,,,,,,,,,,
Q16190844,María Guadalupe Moctezuma,María Guadalupe Moctezuma,María Guadalupe Moctezuma,,María Guadalupe Moctezuma,,,,,María Guadalupe Moctezuma,,María Guadalupe Moctezuma,María Guadalupe Moctezuma,,,,,female,,1983-06-08,,María,,María Guadalupe Moctezuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Guadalupe Moctezuma,,,,,,,,,,,,,,,,,,,,
Q16190850,Ramón Montalvo Hernández,Ramón Montalvo Hernández,Ramón Montalvo Hernández,,Ramón Montalvo Hernández,,,,,Ramón Montalvo Hernández,Ramón Montalvo Hernández,Ramón Montalvo Hernández,Ramón Montalvo Hernández,Ramón Montalvo Hernández,,,,male,,1974-07-29,,Ramón,,Ramón Montalvo Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramón Montalvo Hernández,,,,,,,,,,,,,,,,,,,,
Q16190856,Carlos Augusto Morales López,Carlos Augusto Morales López,Carlos Augusto Morales López,,Carlos Augusto Morales López,,,,,Carlos Augusto Morales López,,Carlos Augusto Morales López,Carlos Augusto Morales López,,,,,male,,1977-04-05,,Carlos,,Carlos Augusto Morales López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Augusto Morales López,,,,,,,,,,,,,,,,,,,,
Q16190859,Israel Moreno Rivera,Israel Moreno Rivera,Israel Moreno Rivera,,Israel Moreno Rivera,,,,,Israel Moreno Rivera,,Israel Moreno Rivera,Israel Moreno Rivera,,,,,male,,1975-03-17,,Israel,,Israel Moreno Rivera,Israel Moreno Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Israel Moreno Rivera,,,,,,,,,,,,,,,,,,,,
Q16190863,Julio César Moreno Rivera,Julio César Moreno Rivera,Julio César Moreno Rivera,,Julio César Moreno Rivera,,,,,Julio César Moreno Rivera,Julio César Moreno Rivera,Julio César Moreno Rivera,Julio César Moreno Rivera,Julio César Moreno Rivera,,,,male,,1972-02-02,,Julio César,,Julio César Moreno Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julio César Moreno Rivera,,,,,,,,,,,,,,,,,,,,
