id,sort_name,party,party_id,area_id,area,term,name,image,email,source
367,Huerta Rea María de Jesús,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:nuevo-león/circunscripción:2,Nuevo León 2,62,María de Jesús Huerta Rea,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/320.png,maria.huerta@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=367
37,Fuentes Téllez Adriana,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:chihuahua/distrito:1,Chihuahua 1,62,Adriana Fuentes Téllez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/175.png,afuentes.tellez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=37
38,Duarte Murillo José Ignacio,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:chihuahua/distrito:2,Chihuahua 2,62,José Ignacio Duarte Murillo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/176.png,ignacio.duarte@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=38
394,Aldana Prieto Luis Ricardo,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:veracruz/circunscripción:3,Veracruz 3,62,Luis Ricardo Aldana Prieto,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/404.png,luis.aldana@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=394
398,Del Angel Acosta Jorge,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:veracruz/circunscripción:3,Veracruz 3,62,Jorge Del Angel Acosta,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/295.png,jorge.delangel@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=398
399,Gamboa Song Lizbeth Loy,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:quintana-roo/circunscripción:3,Quintana Roo 3,62,Lizbeth Loy Gamboa Song,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/316.png,lizbeth.gamboa@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=399
4,Castillo Valdez Benjamin,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:baja-california/distrito:1,Baja California 1,62,Benjamin Castillo Valdez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/135.png,benjamin.castillo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=4
42,Castillo Rodríguez Minerva,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:chihuahua/distrito:6,Chihuahua 6,62,Minerva Castillo Rodríguez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/177.png,minerva.castillo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=42
43,Athie Flores Kamel,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:chihuahua/distrito:7,Chihuahua 7,62,Kamel Athie Flores,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/174.png,kamel.athie@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=43
430,Aceves y del Olmo Carlos Humberto,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:distrito-federal/circunscripción:4,Distrito Federal 4,62,Carlos Humberto Aceves y del Olmo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/403.png,carlos.aceves@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=430
432,Añorve Baños Manuel,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:guerrero/circunscripción:4,Guerrero 4,62,Manuel Añorve Baños,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/283.png,manuel.anorve@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=432
433,Córdova Morán Frine Soraya,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:puebla/circunscripción:4,Puebla 4,62,Frine Soraya Córdova Morán,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/293.png,frine.cordova@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=433
44,Domínguez Zepeda Pedro Ignacio,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:chihuahua/distrito:8,Chihuahua 8,62,Pedro Ignacio Domínguez Zepeda,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/179.png,pedro.dominguez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=44
477,Anaya Gudiño Alfredo,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:michoacán/circunscripción:5,Michoacán 5,62,Alfredo Anaya Gudiño,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/285.png,alfredo.anaya@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=477
516,Flores Treviño María de Lourdes,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:coahuila/distrito:1,Coahuila 1,62,María de Lourdes Flores Treviño,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/530.png,malourdes.flores@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=516
602,Avilés Cano Edith,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:hidalgo/distrito:3,Hidalgo 3,62,Edith Avilés Cano,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/636.png,edith.aviles@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=602
613,Gutiérrez Olivares María Esther,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:jalisco/distrito:7,Jalisco 7,62,María Esther Gutiérrez Olivares,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/617.png,esther.gutierrez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=613
629,Flores Vázquez Elizabeth,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:4,México 4,62,Elizabeth Flores Vázquez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/578.png,elizabeth.flores@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=629
637,Ayala Bravo María Guadalupe,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:12,México 12,62,María Guadalupe Ayala Bravo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/573.png,maria.ayala@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=637
644,Cruz Serrano Nadya de Jesús,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:19,México 19,62,Nadya de Jesús Cruz Serrano,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/576.png,nadya.cruz@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=644
653,Bardales Hernández María Gabriela,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:28,México 28,62,María Gabriela Bardales Hernández,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/610.png,gabriela.bardales@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=653
659,González Vera Norma,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:34,México 34,62,Norma González Vera,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/535.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=659
660,Hernández Monroy Alicia,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:35,México 35,62,Alicia Hernández Monroy,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/565.png,alicia.hernandez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=660
661,Jaramillo Villa Ma. Guadalupe,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:méxico/distrito:36,México 36,62,Ma. Guadalupe Jaramillo Villa,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/608.png,guadalupe.jaramillo@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=661
670,Hernández Ortiz Carolina,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:michoacán/distrito:5,Michoacán 5,62,Carolina Hernández Ortiz,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/603.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=670
690,Domínguez Martin del Campo Luis Fernando,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:nuevo-león/distrito:5,Nuevo León 5,62,Luis Fernando Domínguez Martin del Campo,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/615.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=690
7,Cabañas Aparicio María Elia,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:baja-california/distrito:4,Baja California 4,62,María Elia Cabañas Aparicio,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/132.png,elia.cabanas@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=7
735,Etienne Rivera Antolín,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:san-luis-potosí/distrito:4,San Luis Potosí 4,62,Antolín Etienne Rivera,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/568.png,"",http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=735
75,Escajeda Jiménez José Rubén,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:durango/distrito:3,Durango 3,62,José Rubén Escajeda Jiménez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/140.png,jose.escajeda@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=75
77,Barrera Barrera Petra,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:guanajuato/distrito:1,Guanajuato 1,62,Petra Barrera Barrera,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/088.png,petra.barrera@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=77
785,Del Bosque Márquez Juan Isidro,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:veracruz/distrito:15,Veracruz 15,62,Juan Isidro Del Bosque Márquez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/518.png,uan.delbosque@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=785
791,González Domínguez Isela,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:veracruz/distrito:21,Veracruz 21,62,Isela González Domínguez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/524.png,isela.gonzalez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=791
796,Escamilla Cerón Alberto Leónides,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:yucatán/distrito:5,Yucatán 5,62,Alberto Leónides Escamilla Cerón,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/545.png,alberto.escamilla@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=796
80,Garza Moreno María Esther,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:guanajuato/distrito:4,Guanajuato 4,62,María Esther Garza Moreno,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/090.png,maria.garza@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=80
863,Loera Arámbula Martha,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:coahuila/circunscripción:2,Coahuila 2,62,Martha Loera Arámbula,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/558.png,martha.loera@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=863
892,Alonso Álvarez Celestino Manuel,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:oaxaca/circunscripción:3,Oaxaca 3,62,Celestino Manuel Alonso Álvarez,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/546.png,celestino.alonso@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=892
897,Clara Molina Mónica,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:oaxaca/circunscripción:3,Oaxaca 3,62,Mónica Clara Molina,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/537.png,monica.clara@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=897
9,López Alvarado Jaime Chris,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:baja-california/distrito:6,Baja California 6,62,Jaime Chris López Alvarado,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/125.png,chrislopez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=9
974,Gutiérrez Manrique Martha,Partido Revolucionario Institucional,PRI,ocd-division/country:mx/entidad:hidalgo/circunscripción:5,Hidalgo 5,62,Martha Gutiérrez Manrique,http://sitl.diputados.gob.mx/LXII_leg/fotos_lxiiconfondo/508.png,martha.gutierrez@congreso.gob.mx,http://sitl.diputados.gob.mx/LXII_leg/curricula.php?dipt=974
