party,party_id,term,id,sort_name,source,area,area_id,name,image,email
Partido Revolucionario Institucional,PRI,63,2015-164,Aguirre Romero Andrés,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=164,México 39,ocd-division/country:mx/entidad:méxico/distrito:39,Andrés Aguirre Romero,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/145_FOTO_CHICA.jpg,andres.aguirre@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-165,Esquivel Hernández Olga María,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=165,México 40,ocd-division/country:mx/entidad:méxico/distrito:40,Olga María Esquivel Hernández,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/037_FOTO_CHICA.jpg,olga.esquivel@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-166,Rosales Reyes Salomón Fernando,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=166,Michoacán 1,ocd-division/country:mx/entidad:michoacán/distrito:1,Salomón Fernando Rosales Reyes,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/052_FOTO_CHICA.jpg,salomon.rosales@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-167,Juárez Blanquet Erik,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=167,Michoacán 2,ocd-division/country:mx/entidad:michoacán/distrito:2,Erik Juárez Blanquet,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/477_FOTO_CHICA.jpg,erik.juarez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-168,Ixtlahuac Orihuela Juan Antonio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=168,Michoacán 3,ocd-division/country:mx/entidad:michoacán/distrito:3,Juan Antonio Ixtlahuac Orihuela,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/115_FOTO_CHICA.jpg,juan.ixtlahuac@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-169,Anaya Orozco Alfredo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=169,Michoacán 4,ocd-division/country:mx/entidad:michoacán/distrito:4,Alfredo Anaya Orozco,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/150_FOTO_CHICA.jpg,aanaya.orozco@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-17,Orantes López Hernán De Jesús,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=17,Chiapas 2,ocd-division/country:mx/entidad:chiapas/distrito:2,Hernán De Jesús Orantes López,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/106_FOTO_CHICA.jpg,hernan.orantes@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-170,Álvarez Piñones Rosa Alicia,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=170,Michoacán 5,ocd-division/country:mx/entidad:michoacán/distrito:5,Rosa Alicia Álvarez Piñones,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/236_FOTO_CHICA.jpg,rosa.alvarez@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-171,Martínez Soto Norberto Antonio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=171,Michoacán 6,ocd-division/country:mx/entidad:michoacán/distrito:6,Norberto Antonio Martínez Soto,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/229_FOTO_CHICA.jpg,norberto.martinez@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-172,Hernández Alcalá J. Guadalupe,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=172,Michoacán 7,ocd-division/country:mx/entidad:michoacán/distrito:7,J. Guadalupe Hernández Alcalá,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/241_FOTO_CHICA.jpg,jguadalupe.hernandez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-173,Aguirre Chávez Marco Polo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=173,Michoacán 8,ocd-division/country:mx/entidad:michoacán/distrito:8,Marco Polo Aguirre Chávez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/108_FOTO_CHICA.jpg,marco.aguirre@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-174,Alanís Pedraza Ángel II,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=174,Michoacán 9,ocd-division/country:mx/entidad:michoacán/distrito:9,Ángel II Alanís Pedraza,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/171_FOTO_CHICA.jpg,angel.alanis@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-175,De Los Santos Torres Daniela,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=175,Michoacán 10,ocd-division/country:mx/entidad:michoacán/distrito:10,Daniela De Los Santos Torres,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/238_FOTO_CHICA.jpg,daniela.delossantos@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-176,Saucedo Reyes Araceli,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=176,Michoacán 11,ocd-division/country:mx/entidad:michoacán/distrito:11,Araceli Saucedo Reyes,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/218_FOTO_CHICA.jpg,araceli.saucedo@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-177,Bernardino Vargas Omar Noé,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=177,Michoacán 12,ocd-division/country:mx/entidad:michoacán/distrito:12,Omar Noé Bernardino Vargas,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/242_FOTO_CHICA.jpg,omar.bernardino@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-178,Bolaños Aguilar Edmundo Javier,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=178,Morelos 1,ocd-division/country:mx/entidad:morelos/distrito:1,Edmundo Javier Bolaños Aguilar,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/212_FOTO_CHICA.jpg,edmundo.bolanos@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-179,García Chávez Héctor Javier,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=179,Morelos 2,ocd-division/country:mx/entidad:morelos/distrito:2,Héctor Javier García Chávez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/176_FOTO_CHICA.jpg,hgarcia.chavez@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-18,Álvarez López Jorge,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=18,Chiapas 3,ocd-division/country:mx/entidad:chiapas/distrito:3,Jorge Álvarez López,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/237_FOTO_CHICA.jpg,jalvarez.lopez@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-180,Meza Guzmán Lucia Virginia,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=180,Morelos 3,ocd-division/country:mx/entidad:morelos/distrito:3,Lucia Virginia Meza Guzmán,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/191_FOTO_CHICA.jpg,lucia.meza@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-181,Mazari Espín Rosalina,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=181,Morelos 4,ocd-division/country:mx/entidad:morelos/distrito:4,Rosalina Mazari Espín,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/056_FOTO_CHICA.jpg,rosalina.mazari@congreso.gob.mx
Partido Nueva Alianza,PANAL,63,2015-182,García Yáñez Ángel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=182,Morelos 5,ocd-division/country:mx/entidad:morelos/distrito:5,Ángel García Yáñez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/391_FOTO_CHICA.jpg,agarcia.yanez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-183,Arellano Núñez Efrain,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=183,Nayarit 1,ocd-division/country:mx/entidad:nayarit/distrito:1,Efrain Arellano Núñez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/134_FOTO_CHICA.jpg,efrain.arellano@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-185,Bugarín Rodríguez Jasmine María,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=185,Nayarit 3,ocd-division/country:mx/entidad:nayarit/distrito:3,Jasmine María Bugarín Rodríguez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/109_FOTO_CHICA.jpg,jasmine.bugarin@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-186,Tamariz García Ximena,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=186,Nuevo León 1,ocd-division/country:mx/entidad:nuevo-león/distrito:1,Ximena Tamariz García,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/162_FOTO_CHICA.jpg,ximena.tamariz@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-187,Cavazos Balderas Juan Manuel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=187,Nuevo León 2,ocd-division/country:mx/entidad:nuevo-león/distrito:2,Juan Manuel Cavazos Balderas,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/057_FOTO_CHICA.jpg,juan.cavazos@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-188,Cavazos Cavazos Juana Aurora,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=188,Nuevo León 3,ocd-division/country:mx/entidad:nuevo-león/distrito:3,Juana Aurora Cavazos Cavazos,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/149_FOTO_CHICA.jpg,juana.cavazos@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-189,De La Fuente Flores Carlos Alberto,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=189,Nuevo León 4,ocd-division/country:mx/entidad:nuevo-león/distrito:4,Carlos Alberto De La Fuente Flores,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/166_FOTO_CHICA.jpg,carlos.delafuente@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-19,Jiménez Jiménez Flor Ángel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=19,Chiapas 4,ocd-division/country:mx/entidad:chiapas/distrito:4,Flor Ángel Jiménez Jiménez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/075_FOTO_CHICA.jpg,flor.jimenez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-190,Vargas Rodríguez Federico Eugenio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=190,Nuevo León 5,ocd-division/country:mx/entidad:nuevo-león/distrito:5,Federico Eugenio Vargas Rodríguez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/097_FOTO_CHICA.jpg,federico.vargas@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-191,González Navarro José Adrián,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=191,Nuevo León 6,ocd-division/country:mx/entidad:nuevo-león/distrito:6,José Adrián González Navarro,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/165_FOTO_CHICA.jpg,adrian.gonzalez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-192,Elizondo García Pablo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=192,Nuevo León 7,ocd-division/country:mx/entidad:nuevo-león/distrito:7,Pablo Elizondo García,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/095_FOTO_CHICA.jpg,pablo.elizondo@congreso.gob.mx
Sin Partido,_IND,63,2015-193,Torres Cantú Daniel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=193,Nuevo León 8,ocd-division/country:mx/entidad:nuevo-león/distrito:8,Daniel Torres Cantú,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/042_FOTO_CHICA.jpg,dtorres.cantu@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-194,Villagómez Guerrero Ramón,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=194,Nuevo León 9,ocd-division/country:mx/entidad:nuevo-león/distrito:9,Ramón Villagómez Guerrero,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/079_FOTO_CHICA.jpg,ramon.villagomez@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-195,Ruíz García Juan Carlos,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=195,Nuevo León 10,ocd-division/country:mx/entidad:nuevo-león/distrito:10,Juan Carlos Ruíz García,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/167_FOTO_CHICA.jpg,juan.ruiz@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-196,Garza Treviño Pedro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=196,Nuevo León 11,ocd-division/country:mx/entidad:nuevo-león/distrito:11,Pedro Garza Treviño,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/163_FOTO_CHICA.jpg,pgarza.trevino@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-197,Romo García Edgar,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=197,Nuevo León 12,ocd-division/country:mx/entidad:nuevo-león/distrito:12,Edgar Romo García,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/148_FOTO_CHICA.jpg,edgar.romo@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-198,Amaro Cancino Antonio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=198,Oaxaca 1,ocd-division/country:mx/entidad:oaxaca/distrito:1,Antonio Amaro Cancino,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/141_FOTO_CHICA.jpg,antonio.amaro@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-199,Rafael Rubio Álvaro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=199,Oaxaca 2,ocd-division/country:mx/entidad:oaxaca/distrito:2,Álvaro Rafael Rubio,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/078_FOTO_CHICA.jpg,alvaro.rafael@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-2,Muñoz Cervantes Arlette Ivette,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=2,Aguascalientes 2,ocd-division/country:mx/entidad:aguascalientes/distrito:2,Arlette Ivette Muñoz Cervantes,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/200_FOTO_CHICA.jpg,arlette.munoz@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-20,Sandoval Martínez María Soledad,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=20,Chiapas 5,ocd-division/country:mx/entidad:chiapas/distrito:5,María Soledad Sandoval Martínez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/073_FOTO_CHICA.jpg,maria.sandoval@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-200,López Velasco Edith Yolanda,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=200,Oaxaca 3,ocd-division/country:mx/entidad:oaxaca/distrito:3,Edith Yolanda López Velasco,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/104_FOTO_CHICA.jpg,yolanda.lopezv@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-201,Coheto Martínez Vitalico Cándido,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=201,Oaxaca 4,ocd-division/country:mx/entidad:oaxaca/distrito:4,Vitalico Cándido Coheto Martínez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/124_FOTO_CHICA.jpg,candido.coheto@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-202,Estefan Garfias José Antonio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=202,Oaxaca 5,ocd-division/country:mx/entidad:oaxaca/distrito:5,José Antonio Estefan Garfias,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/226_FOTO_CHICA.jpg,jose.estefan@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-203,López Sánchez Sergio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=203,Oaxaca 6,ocd-division/country:mx/entidad:oaxaca/distrito:6,Sergio López Sánchez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/199_FOTO_CHICA.jpg,sergio.lopez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-204,Tannos Cruz Yarith,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=204,Oaxaca 7,ocd-division/country:mx/entidad:oaxaca/distrito:7,Yarith Tannos Cruz,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/093_FOTO_CHICA.jpg,yarith.tannos@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-205,Martínez Neri Francisco,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=205,Oaxaca 8,ocd-division/country:mx/entidad:oaxaca/distrito:8,Francisco Martínez Neri,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/192_FOTO_CHICA.jpg,fmartinez.neri@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-206,Cruz Molina Eva Florinda,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=206,Oaxaca 9,ocd-division/country:mx/entidad:oaxaca/distrito:9,Eva Florinda Cruz Molina,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/209_FOTO_CHICA.jpg,eva.cruz@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-207,Valencia García Oscar,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=207,Oaxaca 10,ocd-division/country:mx/entidad:oaxaca/distrito:10,Oscar Valencia García,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/151_FOTO_CHICA.jpg,oscar.valencia@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-208,Sarabia Camacho Carlos,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=208,Oaxaca 11,ocd-division/country:mx/entidad:oaxaca/distrito:11,Carlos Sarabia Camacho,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/140_FOTO_CHICA.jpg,carlos.sarabia@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-209,Barragán Amador Carlos,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=209,Puebla 1,ocd-division/country:mx/entidad:puebla/distrito:1,Carlos Barragán Amador,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/053_FOTO_CHICA.jpg,carlos.barragan@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-21,De León Villard Sasil Dora Luz,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=21,Chiapas 6,ocd-division/country:mx/entidad:chiapas/distrito:6,Sasil Dora Luz De León Villard,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/248_FOTO_CHICA.jpg,sasil.deleon@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-210,Rivera Sosa José Lorenzo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=210,Puebla 2,ocd-division/country:mx/entidad:puebla/distrito:2,José Lorenzo Rivera Sosa,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/089_FOTO_CHICA.jpg,lorenzo.rivera@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-211,Piña Kurczyn Juan Pablo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=211,Puebla 3,ocd-division/country:mx/entidad:puebla/distrito:3,Juan Pablo Piña Kurczyn,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/196_FOTO_CHICA.jpg,juan.pina@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-212,Alejo Domínguez Hugo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=212,Puebla 4,ocd-division/country:mx/entidad:puebla/distrito:4,Hugo Alejo Domínguez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/195_FOTO_CHICA.jpg,hugo.alejo@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-213,Garrido Muñoz Rubén Alejandro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=213,Puebla 5,ocd-division/country:mx/entidad:puebla/distrito:5,Rubén Alejandro Garrido Muñoz,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/159_FOTO_CHICA.jpg,ruben.garrido@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-214,Ceja García Xitlalic,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=214,Puebla 6,ocd-division/country:mx/entidad:puebla/distrito:6,Xitlalic Ceja García,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/087_FOTO_CHICA.jpg,xitlalic.ceja@congreso.gob.mx
Sin Partido,_IND,63,2015-215,Armenta Mier Alejandro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=215,Puebla 7,ocd-division/country:mx/entidad:puebla/distrito:7,Alejandro Armenta Mier,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/032_FOTO_CHICA.jpg,alejandro.armenta@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-216,García Escobar Lilia Arminda,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=216,Puebla 8,ocd-division/country:mx/entidad:puebla/distrito:8,Lilia Arminda García Escobar,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/155_FOTO_CHICA.jpg,lilia.garcia@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-217,Huerta Villegas Genoveva,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=217,Puebla 9,ocd-division/country:mx/entidad:puebla/distrito:9,Genoveva Huerta Villegas,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/418_FOTO_CHICA.jpg,genoveva.huerta@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-218,Huepa Pérez Miguel Ángel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=218,Puebla 10,ocd-division/country:mx/entidad:puebla/distrito:10,Miguel Ángel Huepa Pérez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/185_FOTO_CHICA.jpg,miguel.huepa@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-219,Palomares Ramírez Elvia Graciela,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=219,Puebla 11,ocd-division/country:mx/entidad:puebla/distrito:11,Elvia Graciela Palomares Ramírez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/247_FOTO_CHICA.jpg,elvia.palomares@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-22,Valera Fuentes Diego Valente,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=22,Chiapas 7,ocd-division/country:mx/entidad:chiapas/distrito:7,Diego Valente Valera Fuentes,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/258_FOTO_CHICA.jpg,diego.valera@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-220,Giorgana Jiménez Víctor Manuel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=220,Puebla 12,ocd-division/country:mx/entidad:puebla/distrito:12,Víctor Manuel Giorgana Jiménez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/262_FOTO_CHICA.jpg,victor.giorgana@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-221,Celis Aguirre Juan Manuel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=221,Puebla 13,ocd-division/country:mx/entidad:puebla/distrito:13,Juan Manuel Celis Aguirre,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/240_FOTO_CHICA.jpg,juan.celis@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-222,Estefan Chidiac Charbel Jorge,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=222,Puebla 14,ocd-division/country:mx/entidad:puebla/distrito:14,Charbel Jorge Estefan Chidiac,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/059_FOTO_CHICA.jpg,charbel.estefan@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-223,Gómez Olivier Sergio Emilio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=223,Puebla 15,ocd-division/country:mx/entidad:puebla/distrito:15,Sergio Emilio Gómez Olivier,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/156_FOTO_CHICA.jpg,sergio.gomez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-224,Villa Trujillo Edith,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=224,Puebla 16,ocd-division/country:mx/entidad:puebla/distrito:16,Edith Villa Trujillo,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/061_FOTO_CHICA.jpg,edith.villa@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-225,Cabrera Ruiz José Hugo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=225,Querétaro 1,ocd-division/country:mx/entidad:querétaro/distrito:1,José Hugo Cabrera Ruiz,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/016_FOTO_CHICA.jpg,hugo.cabrera@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-226,García Pérez María,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=226,Querétaro 2,ocd-division/country:mx/entidad:querétaro/distrito:2,María García Pérez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/197_FOTO_CHICA.jpg,mgarcia.perez@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-227,Cuanalo Santos Gerardo Gabriel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=227,Querétaro 3,ocd-division/country:mx/entidad:querétaro/distrito:3,Gerardo Gabriel Cuanalo Santos,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/164_FOTO_CHICA.jpg,gerardo.cuanalo@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-228,Casillas Gutiérrez J. Apolinar,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=228,Querétaro 4,ocd-division/country:mx/entidad:querétaro/distrito:4,J. Apolinar Casillas Gutiérrez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/202_FOTO_CHICA.jpg,apolinar.casillas@congreso.gob.mx
