id,name__fa,name__en,name__ja,name__es,name__fr,name__nl,name__hu,name,wikipedia__en,wikipedia__enwikiquote,wikipedia__fa,wikipedia__fawikiquote,wikipedia__ja,image,gender,birth_date,identifier__freebase,given_name,original_wikiname,name__zh,name__eu,name__pl,name__ms,name__ceb,name__et,name__el,name__sv,name__ar,name__pt,name__eo,name__ru,name__sr,name__tr,name__mk,name__fi,name__uk,name__be_tarask,name__io,name__mzn,name__hr,name__az,name__tl,name__da,name__ko,name__he,name__be,name__yo,name__it,name__ps,name__id,name__de,name__ml,name__vi,name__hi,name__sk,name__ca,name__la,name__fo,name__cs,name__mr,name__ur,name__ka,name__lt,name__nb,name__oc,name__sh,name__bar,name__ckb,name__tt,name__ha,name__bn,name__lv,name__hy,name__bs,name__tg,name__uz,name__arz,name__ce,name__sco,name__en_ca,name__en_gb,name__pt_br,name__sd,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__azwikiquote,wikipedia__bar,wikipedia__be_x_old,wikipedia__be,wikipedia__bn,wikipedia__bs,wikipedia__ca,wikipedia__ceb,wikipedia__ce,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__frwikiquote,wikipedia__ha,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ps,wikipedia__pt,wikipedia__ru,wikipedia__sco,wikipedia__sd,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__sv,wikipedia__tg,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__uk,wikipedia__ur,wikipedia__uz,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NKC,website,identifier__NTA,identifier__NUKAT,identifier__FAST,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ro,name__nn,name__pa,name__rm,wikipedia__commons,wikipedia__nn,wikipedia__pa,wikipedia__ro,wikipedia__zh_min_nan,death_date,identifier__OLID,identifier__GNC,name__ug,name__gl,name__is,name__mn,name__bg,name__af,name__tk,wikipedia__af,wikipedia__arwikiquote,wikipedia__bg,wikipedia__gl,wikipedia__is,wikipedia__kowikiquote,wikipedia__mn,wikipedia__ptwikiquote,wikipedia__tk,wikipedia__ug,identifier__NNDB,name__cy,name__os,name__be_x_old,wikipedia__os,name__bcl,name__scn,name__ta,name__br,name__cv,name__fy,name__pam,name__lb,name__ga,name__gsw,name__sq,name__kk,name__azb,wikipedia__als,wikipedia__azb,wikipedia__bcl,wikipedia__br,wikipedia__cv,wikipedia__cy,wikipedia__fawikisource,wikipedia__fy,wikipedia__ga,wikipedia__kk,wikipedia__lb,wikipedia__pam,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sq,wikipedia__ta,wikipedia__trwikiquote,identifier__Munzinger,twitter,name__mg,wikipedia__mg,wikipedia__cswikiquote,identifier__Britannica,name__lrc,name__de_ch,identifier__CSPAN,last_seen,instagram,wikipedia__sl,identifier__NLI,name__sl,wikipedia__zh_yue,name__yue,wikipedia__eowikiquote,identifier__NDL,wikipedia__glk,name__glk,wikipedia__azwikisource,identifier__bigenc_ru,wikipedia__ukwikiquote,identifier__guardian_topic,occupation,identifier__nyt_topic,name__qu,wikipedia__qu,identifier__snac,wikipedia__fawikinews,wikipedia__enwikinews,wikipedia__trwikinews,wikipedia__arwikinews,wikipedia__itwikiquote,wikipedia__th,identifier__quora,name__th,identifier__ne_se,wikipedia__mai,wikipedia__bewikiquote,name__mai,wikipedia__eswikiquote,wikipedia__hiwikiquote,wikipedia__kawikiquote,wikipedia__zhwikiquote,wikipedia__afwikiquote,wikipedia__dawikiquote,wikipedia__dewikiquote,wikipedia__etwikiquote,wikipedia__euwikiquote,wikipedia__fiwikiquote,wikipedia__glwikiquote,wikipedia__hewikiquote,wikipedia__hrwikiquote,wikipedia__idwikiquote,wikipedia__iswikiquote,wikipedia__jawikiquote,wikipedia__ltwikiquote,wikipedia__mlwikiquote,wikipedia__mrwikiquote,wikipedia__nowikiquote,wikipedia__ruwikiquote,wikipedia__srwikiquote,wikipedia__svwikiquote,wikipedia__urwikiquote,wikipedia__viwikiquote,noble_title,name__diq,wikipedia__diq,identifier__GTAA,identifier__BNE,identifier__EGAXA,identifier__BIBSYS,identifier__BAV,identifier__SELIBR,identifier__LNB,name__ne,wikipedia__ne,family_name,identifier__CSFD,identifier__kinopoisk,identifier__moviemeter,identifier__allmovie,name__aeb_arab,wikipedia__lrc,wikipedia__ky,wikipedia__ast,name__ast,name__ky,wikipedia__kn,name__kn,wikipedia__pnb,name__pnb,wikipedia__ku,name__ku,wikipedia__jv,name__jv
Q4705520,علاءالدین بروجردی,Alaeddin Boroujerdi,,Alaeddín Boruyerdí,,Alaeddin Boroujerdi,Alaeddín Boruyerdí,Alaeddin Boroujerdi,Alaeddin Boroujerdi,,علاءالدین بروجردی,,,https://upload.wikimedia.org/wikipedia/commons/0/04/Ala'edin_Boroujerdi.jpg,male,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,알라에딘 보루제르디,,,,,,,Alaeddin Boroujerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaeddín Boruyerdí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阿拉丁·布鲁杰迪,阿拉丁·布魯傑迪,,,,,,,,,Category:Alaeddin Boroujerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaeddin Boroujerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q470931,علی‌اکبر دهخدا,Ali-Akbar Dehkhoda,,Alí Akbar Dehjodá,Ali Akbar Dehkhoda,Ali Akbar Dehkhoda,Alí Akbar Dehjodá,Ali-Akbar Dehkhoda,Ali-Akbar Dehkhoda,,علی‌اکبر دهخدا,,,https://upload.wikimedia.org/wikipedia/commons/0/04/Ali-Akbar-Dehkhoda.jpg,male,1879,/m/027s4z,Ali-Akbar,,,,,,,,,Ali Akbar Dehkhoda,علي أكبر دهخدا,Ali-Akbar Dehkhoda,Ali Akbar Dehĥoda,"Деххода, Али Акбар",Али Акбар Деххода,Ali Ekber Dihhoda,,,,,,,,Mirzə Əliəkbər Dehxuda,,,,,,,,,,Ali Akbar Dehchoda,,,अली अकबर दहखुदा,,,,,,,,,,,,,,,,,,,,Ali Akbar Dehkhoda,Алиакбар Деҳхудо,Dehxudo Mirza Aliakbarxon Qazviniy,,,,,,,,علي أكبر دهخدا,,Mirzə Əliəkbər Dehxuda,Mirzə Əliəkbər Dehxuda,,,,,Ali Akbar Dehkhoda,,,,,,,Ali Akbar Dehchoda,,,Ali Akbar Dehĥoda,Alí Akbar Dehjodá,,,,,Ali Akbar Dehkhoda,,,,अली अकबर दहखुदा,,,,,,,,,,,,,,,,,,,,,,,Ali-Akbar Dehkhoda,"Деххода, Али Акбар",,,,,,Али Акбар Деххода,Ali Akbar Dehkhoda,Алиакбар Деҳхудо,,,,,,Dehxudo Mirza Aliakbarxon Qazviniy,,,,0000 0001 1614 8876,172622701,119167751,n84216050,,,,,,074395939,,137302,,,,,,,,,,,,,,,,,1959-03-09,,,,,,,,,,,,,,,,,,,,,,"Деххода, Али Акбар",,"Деххода, Али Акбар",,,,,,,,,,,Ali-Akbar Dehkhoda,,,,,,,,,پدیدآورنده:علی‌اکبر دهخدا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950692,,,lexicographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dehkhoda,,,,,,,,,,,,,,,,,,
Q472086,امیررضا خادم,Amir Reza Khadem,アミル・レザ・ハデム,Amir Reza Khadem,Amir Reza Khadem,Amir Reza Khadem,Amir Reza Khadem,Amir Reza Khadem,Amir Reza Khadem,,امیررضا خادم,,アミル・レザ・ハデム,https://upload.wikimedia.org/wikipedia/commons/e/ee/Amir_Reza_Khadem.jpg,male,1970-02-10,/m/09c2fk,Amir,,,,Amir Reza Chadem,,,,,Amir Reza Khadem,,,,"Хадем, Амир Реза",,,,,Амір Реза Хадем,,,,,,,,,,,,Amir Reza Khadem,,,Amir Reza Khadem,,,,,,,,Amir Reza Khadem,,,,,,,,,,,,আমির রেজা খাদেম,,,,,,,,,,,,,,,,,,,,,,,,,,Amír'rezá Chádem,,Amir Reza Khadem,,,,Amir Reza Jadem,,,,,Amir Reza Khadem Azgadhi,,,,,,,,,,Amir Reza Khadem,,,,,,,,,,,,,,Amir Reza Chadem,,,,"Хадем, Амир Реза",,,,,,,Amir Reza Khadem,,,,,Амір Реза Хадем,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Amir Reza Khadem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amir Reza Khadem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amir Reza Khadem,,,,,,,,,
Q4724523,,Ali Abbaspoor Tehrani Fard,,Ali Abbaspoor Tehrani Fard,Ali Abbaspoor Tehrani Fard,Ali Abbaspoor Tehrani Fard,,Ali Abbaspoor Tehrani Fard,,,,,,,male,1950-03-18,,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Abbaspoor Tehrani Fard,,,Ali Abbaspoor Tehrani Fard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Abbaspoor Tehrani Fard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Abbaspoor Tehrani Fard,,,,,,,,,
Q4724563,سید علی آقازاده دافساری,Ali Aghazadeh Dafsari,,Ali Aghazadeh Dafsari,Ali Aghazadeh Dafsari,Ali Aghazadeh Dafsari,,Ali Aghazadeh Dafsari,Ali Aghazadeh Dafsari,,سید علی آقازاده دافساری,,,,male,1959-01-02,,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Aghazadeh Dafsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Aghazadeh Dafsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Aghazadeh Dafsari,,,,,,,,,
Q4724598,علی‌اکبر معین‌فر,Ali Akbar Moinfar,アリーアクバル・モイーンファル,Ali Akbar Moinfar,Ali Akbar Moinfar,Ali Akbar Moinfar,,Ali Akbar Moinfar,Ali Akbar Moinfar,,علی‌اکبر معین‌فر,,,,male,1928-01-14,,Ali,,,,,,,,,,علي أكبر معین فر,,,,,Ali Ekber Muinfer,,,,,,,,,,,,,,,,,,Ali Akbar Moinfar,,,,,,,,,,علی اکبر معین فر,,,,,,,,,,,,,,,,,,,,,,,علي أكبر معین فر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Akbar Moinfar,,,,,,Ali Ekber Muinfer,,,علی اکبر معین فر,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ali Akbar Moinfar,,,,,2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Akbar Moinfar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Akbar Moinfar,,,,علی اکبر معین فر,علی اکبر معین فر,,,,
Q4725055,علی مطهری,Ali Motahari,,Ali Motahari,Ali Motahari,Ali Motahari,Ali Motahari,Ali Motahari,Ali Motahhari,,علی مطهری,علی مطهری,,https://upload.wikimedia.org/wikipedia/commons/e/ee/Ali_Motahari_01.jpg,male,1957,,Ali,,阿里·穆塔哈利,,,,,,,,,,,,,,,,,,,علی مطهری,,,,,,,,,Ali Motahari<br />علی مطهری,,,Ali Motahari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Motahari,,,,,,,,,,,,,,,,,,,,علی مطهری,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ali Motahari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Motahari,,,,,,,,,,,,,,,,,,,,,alimotahari_ir,,,,,,,,,alimotahari_ir,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4725219,علی شایگان,Ali Shayegan,,Ali Shayegan,Ali Shayegan,Ali Shayegan,,Ali Shayegan,Ali Shayegan,,علی شایگان,,,,male,1903-03-01,,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Shayegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Shayegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Shayegan,,,,,,,,,
Q4726891,علیرضا نوری,Alireza Noori,,Alireza Noori,,Alireza Noori,Alireza Noori,Alireza Noori,Alireza Noori,,علیرضا نوری,,,,male,1963-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alireza Noori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alireza Noori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alireza Noori,,,,,,,,,
Q4726899,علیرضا رجایی,Alireza Rajaei,,Alireza Rajaei,Alireza Rajaei,Alireza Rajaei,Alireza Rajaei,Alireza Rajaei,Alireza Rajaei,,علیرضا رجایی,علیرضا رجایی,,https://upload.wikimedia.org/wikipedia/commons/4/49/AlirezaRajaee.jpg,male,1969-02-03,/m/03fdmx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alireza Rajaei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alireza Rajaei,,علیرضا رجایی,,علیرضا رجایی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alireza Rajaei,,,,,,,,,
Q4746617,امیر نصرت‌اله باباخانلو,Amir Nosrat'ollah Balakhanlou,,Amir Nosrat'ollah Balakhanlou,Amir Nosrat'ollah Balakhanlou,Amir Nosrat'ollah Balakhanlou,,Amir Nosrat'ollah Balakhanlou,Amir Nosrat'ollah Balakhanlou,,امیر نصرت‌اله باباخانلو,,,https://upload.wikimedia.org/wikipedia/commons/4/4f/Amir-N-Balakhanlou.jpg,male,1917,,Amir,,,,,,,,,,,,,,,,,,,,,,,Əmir Nüsrətullah Balaxanlı,,,,,,,,,,Amir Nosrat'ollah Balakhanlou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Əmir Nüsrətullah Balaxanlı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amir Nosrat'ollah Balakhanlou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amir Nosrat'ollah Balakhanlou,,,,,,,,,
Q475268,محمدرضا رحیمی,Mohammad-Reza Rahimi,,Mohammad Reza Rahimi,Mohammad Reza Rahimi,Mohammad Reza Rahimi,Mohammad Reza Rahimi,Mohammad-Reza Rahimi,Mohammad Reza Rahimi,,محمدرضا رحیمی,,,https://upload.wikimedia.org/wikipedia/commons/3/35/Mohammad_Reza_Rahimi_in_court.jpg,male,1949-01-11,/m/0bktzt,Mohammad-Reza,,穆罕默德-禮薩·拉希米,,,,,,,,محمد رضا رحيمي,,,Мохаммад Реза Рахими,,,,,,,,,,,,,,,,,,,,Mohammad Reza Rahimi,,,,,,,,Mohammad Réza Rahímí,,,,,,,,,,,,,,,,,,,,,,,,,محمد رضا رحيمي,,,,,,,,,,,,,,,Mohammad Reza Rahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Рахими, Мохаммад Реза",,,,,,,,,,,,,,,,,穆罕默德-禮薩·拉希米,,,,,,,,,,,,,,,,,,,,,,,,Category:Mohammad-Reza Rahimi,,,,,,,,,,,,Мохамад Реза Рахими,,,,,Мохамад Реза Рахими,,,,,,,,,,,,,,,,,,,,,,,Mohammad-Reza Rahimi,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Réza Rahímí,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rahimi,,,,,,,,,,,,,,,,,,
Q4803279,اسدالله بیات زنجانی,Asadollah Bayat-Zanjani,,Asadollah Bayat-Zanjani,Asadollah Bayat-Zanjani,Asadollah Bayat-Zanjani,,Asadollah Bayat-Zanjani,Asadollah Bayat-Zanjani,,اسدالله بیات زنجانی,,,https://upload.wikimedia.org/wikipedia/commons/1/1b/اسدالله_بیات_زنجانی_Asadollah_Bayat-Zanjani_02.jpg,male,1941,,,,,,,,,,,,أسد الله بيات زنجاني,,,,,,,,,,,,,اسدالله بیات زنجانی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,আসাদোল্লাহ বায়াত জাঞ্জানি,,,,,,,,,,,,,أسد الله بيات زنجاني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Asadollah Bayat-Zanjani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asadollah Bayat-Zanjani,,اسدالله بیات زنجانی,,اسدالله بیات زنجانی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asadollah Bayat-Zanjani,,,,,,,,,
Q4804297,اصغر پارسا,Asghar Parsa,,Asghar Parsa,Asghar Parsa,Asghar Parsa,Asghar Parsa,Asghar Parsa,Asghar Parsa,,اصغر پارسا,,,https://upload.wikimedia.org/wikipedia/commons/d/d1/Asghar_Parsa.jpg,male,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asghar Parsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no2010111341,,,,,,,,,,,,,,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asghar Parsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asghar Parsa,,,,,,,,,
Q4808415,عبدالرحیم طالبوف,Mirza Abdul'Rahim Talibov Tabrizi,,Mirza Abdul'Rahim Talibov Tabrizi,Mirza Abdul'Rahim Talibov Tabrizi,Mirza Abdul'Rahim Talibov Tabrizi,,Mirza Abdul'Rahim Talibov Tabrizi,Mirza Abdul'Rahim Talibov Tabrizi,,عبدالرحیم طالبوف,,,https://upload.wikimedia.org/wikipedia/commons/2/27/Mirza-Abdul-Rahim-Talibov-Tabrizi.jpg,male,1834-06-24,,,,,,,,,,,,طالبوف تبريزى، عبد الرحيم,,,Мирза Абдуррагим Талыбов,,Mirza Abdürrahim Talibov,,,,,,,,Mirzə Əbdürrəhim Talıbov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirzə Əbdürrəhim Talıbov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Талыбов, Мирза Абдуррагим",,,,,,,,,,,,,,,,,,0000 0003 5875 5310,210192195,,,,,,,,,,,,,,,,,,,,,,,,,,,1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirza Abdul'Rahim Talibov Tabrizi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirza Abdul'Rahim Talibov Tabrizi,,,,,,,,,
Q4819125,مرتضی الویری,Morteza Alviri,モルテザー・アルヴィーリー,Morteza Alviri,Morteza Alviri,Morteza Alviri,,Morteza Alviri,Morteza Alviri,,مرتضی الویری,مرتضی الویری,,https://upload.wikimedia.org/wikipedia/commons/0/0c/Morteza_Alviri.jpg,male,1948-11-23,,,,,,,,,,,,,,,Мортеза Альвири,,Murtaza Alviri,,,,,,,,,,,,,,,,,,Morteza Alviri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Murtaza Alviri,,,,,,,,,38714469,,n99910192,,,,,,,,1551813,,,,,,,,,,,,Category:Morteza Alviri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morteza Alviri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morteza Alviri,,,,,,,,,
Q4832174,اعظم طالقانی,Azam Taleghani,,Azam Taleghani,Azam Taleghani,Azam Taleghani,,Azam Taleghani,Azam Taleghani,,اعظم طالقانی,اعظم طالقانی,,https://upload.wikimedia.org/wikipedia/commons/b/b6/Azam_Taleghani.jpg,female,1953,/m/0kst1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azam Taleghani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Azam Taleghani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azam Taleghani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azam Taleghani,,,,,,,,,
Q4842287,بهاءالدین ادب,Bahaedin Adab,,Bahaedin Adab,Bahaedin Adab,Bahaedin Adab,Bahaedin Adab,Bahaedin Adab,Bahaedin Adab,,بهاءالدین ادب,,,,male,1945-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahaedin Adab,,,,,,,,,,,,,,,,,بەھائەدین ئەدەب,,,,,,,,,,,,,,,,,,,,,,,,,,,,بەھائەدین ئەدەب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahaedin Adab,,,,,,,,,,,,,,,,,,,,,,Bahaedin Adab,Bahaedin Adab,,,,,,,,,,,,,,,,,,,,,civil engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahaedin Adab,,,,,,,,,
