id,name__en,name__mt,name__nl,name__pl,name__de,name__it,name,wikipedia__en,wikipedia__it,wikipedia__mt,wikipedia__pl,gender,birth_date,given_name,name__fr,name__es,wikipedia__de,wikipedia__fr,identifier__freebase,name__pt,name__sv,wikipedia__nl,wikipedia__pt,wikipedia__sv,identifier__VIAF,identifier__GND,identifier__IMDB,name__da,wikipedia__da,identifier__LCAuth,website,identifier__EuroparlMEP,name__la,wikipedia__la,name__az,wikipedia__az,name__ga,name__ro,name__ru,name__hu,name__pt_br,name__tr,name__eo,name__lb,name__cs,name__et,name__de_ch,name__el,name__en_ca,name__en_gb,name__nb,name__lmo,name__uk,name__zh,name__io,name__fi,name__lt,name__fa,name__nn,name__id,name__ja,name__be,name__ko,wikipedia__be,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__no,wikipedia__ro,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__zh,image,identifier__parlement,name__ka,wikipedia__ka,wikipedia__commons,identifier__BNF,wikipedia__ar,name__ar,wikipedia__plwikiquote,death_date,name__he,name__oc,name__yo,name__gl,name__sr,name__ca,wikipedia__ca,wikipedia__gl,wikipedia__he,wikipedia__oc,wikipedia__sr,wikipedia__yo,twitter,facebook,identifier__SUDOC,original_wikiname,last_seen,wikipedia__be_x_old,name__be_tarask,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cy,name__de_at,name__eu,name__frc,name__frp,name__fur,name__gd,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__italian_cod,wikipedia__scn,identifier__ISNI,identifier__FAST,name__bg,name__zh_hk,name__zh_cn,name__is,wikipedia__bg,wikipedia__is,wikipedia__lv,name__zh_hans,name__zh_hant,name__zh_sg,name__zh_tw,name__ilo,wikipedia__ilo,family_name,identifier__britishmuseum,identifier__NTA,identifier__NLAtrove,identifier__Oxforddnb,identifier__NPG,identifier__AuDB,identifier__hansard,wikipedia__nn,identifier__Munzinger,name__sl,name__uz,wikipedia__sl,wikipedia__uz,identifier__Britannica,name__mr,wikipedia__an,wikipedia__ast,wikipedia__cy,wikipedia__mr,name__hi,wikipedia__hi,identifier__GNC,identifier__GTAA,identifier__PACE,wikipedia__hsb,name__hsb,occupation,name__dsb,name__jv,name__pdc,name__sh,name__stq,name__tl,name__war,name__qu,wikipedia__qu,name__tt,identifier__snac,identifier__youtube,identifier__wikitree,wikipedia__simple,name__fo,name__kl,name__egl,name__eml,wikipedia__br,wikipedia__itwikiquote,identifier__BAV,name__kn,identifier__national_archives,identifier__catholic_hierarchy,wikipedia__eu,identifier__ne_se,identifier__SELIBR,wikipedia__sk,identifier__google_plus,instagram,identifier__bigenc_ru,identifier__OLID,name__ty,identifier__rush,noble_title,wikipedia__af,identifier__CONOR,name__ee,identifier__NKC
Q16199692,Owen Bonnici,Owen Bonnici,Owen Bonnici,,Owen Bonnici,Owen Bonnici,Owen Bonnici,Owen Bonnici,,Owen Bonnici,,male,1980-05-24,Owen,Owen Bonnici,,,Owen Bonnici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/1/1b/Hon._Owen_Bonnici_MP_-_Minister_for_Justice,_Culture_and_Local_Government_Malta_at_the_Europeana_Strategy_meeting_“Migration_and_culture-_how_can_our_past_educate_our_present”_(34024402984).jpg",,,,Category:Owen Bonnici,,,,,,,,,,,,,,,,,,,,,Owen Bonnici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonnici,,,,,,,,,,Owen Bonnici,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16213896,Christian Cardona,,Christian Cardona,,Christian Cardona,Christian Cardona,Christian Cardona,Christian Cardona,,,,male,1972,Christian,Christian Cardona,,,Chris Cardona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f9/Hon._Minister_Dr._Christian_Cardona.jpg,,,,Category:Christian Cardona,,,,,,,,,,,,,,,,,,,,,Christian Cardona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardona,,,,,,,,,,Christian Cardona,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1647394,Myriam Spiteri Debono,Miriam Spiteri Debono,Myriam Spiteri Debono,,Myriam Spiteri Debono,,Myriam Spiteri Debono,Myriam Spiteri Debono,,Miriam Spiteri Debono,,female,"",Myriam,Myriam Spiteri Debono,,Myriam Spiteri Debono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miriam Spiteri Debono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myriam Spiteri Debono,,,,,,,,,,,,,,,,,notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16545829,Francis Zammit Dimech,,Francis Zammit Dimech,Francis Zammit Dimech,,Francis Zammit Dimech,Francis Zammit Dimech,Francis Zammit Dimech,Francis Zammit Dimech,,Francis Zammit Dimech,male,1954-10-23,Francis,Francis Zammit Dimech,Francis Zammit Dimech,,Francis Zammit Dimech,,,,,,,286077285,,,,,,,188906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/39/Francis_Zammit-Dimech.jpg,,,,Category:Francis Zammit-Dimech,,,,,,,,,Francis Zammit Dimech,,Francis Zammit Dimech,,,,,,,franciszd,franciszammitdimech,,Francis Zammit Dimech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 9209 0746,,,,,,,,,,,,,,,,,173651321,,,,,,,,Francis Zammit Dimech,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16592064,,Marċell Mizzi,,,,,Marċell Mizzi,,,Marċell Mizzi,,male,1922-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/80/Marcell_Mizzi_LP_Poet_Gozo_Malta.jpg,,,,,,,,,2013,,,,,,,,,,,,,,,,Marċell Mizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q167307,Dom Mintoff,Dom Mintoff,Dom Mintoff,Dom Mintoff,Dom Mintoff,Dom Mintoff,Dom Mintoff,Dom Mintoff,Dom Mintoff,Dom Mintoff,Dom Mintoff,male,1916-08-06,Dominik,Dom Mintoff,Dom Mintoff,Dom Mintoff,Dom Mintoff,/m/021s85,Dom Mintoff,Dom Mintoff,Dom Mintoff,Dom Mintoff,Dom Mintoff,50311107,129585289,,Dom Mintoff,Dom Mintoff,n83063244,,,,,,,,,"Минтофф, Доминик",Dom Mintoff,Dom Mintoff,,,,Dom Mintoff,,,Ντομ Μιντόφ,Dom Mintoff,Dom Mintoff,Dom Mintoff,,,多姆·明托夫,Dom Mintoff,Dom Mintoff,,دام مینتوف,Dom Mintoff,,ドム・ミントフ,Дамінік Мінтоф,,Дамінік Мінтоф,Dom Mintoff,Ντομ Μιντόφ,,Dom Mintoff,,دام مینتوف,Dom Mintoff,,Dom Mintoff,,Dom Mintoff,,,,,,Dom Mintoff,,"Минтофф, Доминик",,,多姆·明托夫,https://upload.wikimedia.org/wikipedia/commons/9/9a/Dom_Mintoff_(1974).jpg,,,,Category:Dom Mintoff,,دوم منتوف,دوم منتوف,,2012-08-20,דום מינטוף,,,Dom Mintoff,,Dom Mintoff,Dom Mintoff,,דום מינטוף,,,,,,116313838,Dom Mintoff,,,,,Dom Mintoff,Dom Mintoff,,,,,Dom Mintoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 7426 268X,112430,,多姆·明托夫,多姆·明托夫,,,,,多姆·明托夫,多姆·明托夫,多姆·明托夫,多姆·明托夫,,,,,133595218,,106660,,,,,00000006998,Dom Mintoff,,,,biography/Dom-Mintoff,दॉम मिंटॉफ,Dom Mintoff,Dom Mintoff,Dom Mintoff,दॉम मिंटॉफ,,,,132942,1125,,,politician,,,,,,,,Dom Mintoff,Dom Mintoff,,,,Mintoff-4,,,,,,,,,,F40758,,,dominic-dom-mintoff,,,,,2216375,,,,,,,,
Q167724,Guido de Marco,Guido de Marco,Guido de Marco,Guido de Marco,Guido de Marco,Guido de Marco,Guido de Marco,Guido de Marco,Guido de Marco,Guido de Marco,Guido de Marco,male,1931-07-22,Guido,Guido de Marco,Guido de Marco,Guido de Marco,Guido de Marco,/m/0227pz,Guido de Marco,Guido De Marco,Guido de Marco,Guido de Marco,,70654926,1036150674,,Guido de Marco,Guido de Marco,n96032205,,,Guidus de Marco,Guido de Marco,,,,,Гвидо де Марко,Guido de Marco,,,,,,Guido de Marco,,,,,Guido de Marco,,Гвідо де Марко,圭多·德马科,Guido de Marco,Guido de Marco,,گویدو دی مارکو,Guido De Marco,,グイド・デ・マルコ,Гвіда дэ Марка,기도 데마르코,Гвіда дэ Марка,,,,Guido de Marco,Guido de Marco,گویدو دی مارکو,Guido de Marco,,Guido de Marco,,Guido de Marco,,기도 데마르코,,,,Guido de Marco,,"Марко, Гвидо де",,Гвідо де Марко,圭多·德马科,https://upload.wikimedia.org/wikipedia/commons/5/54/Guido_de_Marco_2003_crop.jpg,,,,Category:Guido de Marco,,غويدو دي ماركو,غويدو دي ماركو,,2010-08-12,,Guido de Marco,,Guido de Marco,,,,Guido de Marco,,Guido de Marco,,,,,068861753,Guido de Marco,,Гўіда дэ Марка,Гўіда дэ Марка,,,Guido de Marcu,,,,,Guido de Marco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 8261 3118,,Гуидо де Марко,圭多·德馬科,圭多·德马科,,Гуидо де Марко,,,圭多·德马科,圭多·德馬科,圭多·德马科,圭多·德馬科,,,Marko,,163935114,,,,,,,,Guido de Marco,De marko Gvido,Guido de Marco,Guido de Marco,biography/Guido-de-Marco,,,Guido de Marcu,,,,,,129499,1248,,,diplomat,,,,,,,,,,,w6g745vc,,,Guido de Marco,,,,,,,,,,,,,336899,,,,,,,,,,,Guido De Marco,
Q1683865,Jason Azzopardi,,Jason Azzopardi,Jason Azzopardi,Jason Azzopardi,,Jason Azzopardi,Jason Azzopardi,,,Jason Azzopardi,male,1971-03-16,Jason,Jason Azzopardi,,Jason Azzopardi,Jason Azzopardi,/m/0130fx8v,,,,,,,,,,,,,26818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jason Azzopardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azzopardi,,,,,,,,,,Jason Azzopardi,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q168387,Agatha Barbara,Agatha Barbara,Agatha Barbara,Agatha Barbara,Agatha Barbara,Agatha Barbara,Agatha Barbara,Agatha Barbara,Agatha Barbara,Agatha Barbara,Agatha Barbara,female,1923-03-11,Agatha,Agatha Barbara,Agatha Barbara,Agatha Barbara,Agatha Barbara,/m/02zg08,Agatha Barbara,Agatha Barbara,,Agatha Barbara,Agatha Barbara,,,,Agatha Barbara,,,,,Agatha Barbara,Agatha Barbara,,,,,Агата Барбара,Agatha Barbara,,,,,,,,,,,Agatha Barbara,,Агата Барбара,阿加莎·芭芭拉,Agatha Barbara,Agatha Barbara,,آگاتا باربارا,Agatha Barbara,Agatha Barbara,アガサ・バーバラ,Агата Барбара,아가사 바르바라,Агата Барбара,,,,Agatha Barbara,,آگاتا باربارا,Agatha Barbara,,Agatha Barbara,Agatha Barbara,Agatha Barbara,,아가사 바르바라,,,,,,"Барбара, Агата",,Агата Барбара,阿加莎·芭芭拉,https://upload.wikimedia.org/wikipedia/commons/5/56/Ms_Agatha_Barbara.jpg,,აგათა ბარბარა,აგათა ბარბარა,Category:Agatha Barbara,,أغاثا بربارا,أغاثا بربارا,,2002-02-04,אגתה ברברה,Agatha Barbara,,Agatha Barbara,,Agatha Barbara,Agatha Barbara,,אגתה ברברה,Agatha Barbara,,,,,,Agatha Barbara,,,,,,Agatha Barbara,,,,,Agatha Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Агата Барбара,阿加莎·芭芭拉,阿加莎·芭芭拉,,Агата Барбара,,,阿加莎·芭芭拉,阿加莎·芭芭拉,阿加莎·芭芭拉,阿加莎·芭芭拉,Agatha Barbara,Agatha Barbara,Barbara,192791,,,,,,,,00000016650,Agatha Barbara,,,,,,,Agatha Barbara,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,ಅಗಾಥಾ ಬಾರ್ಬರಾ,,,,,,,,,,,,,,,,,
Q16844676,Joe Grima,Joe Grima,Joe Grima,,Joe Grima,,Joe Grima,Joey Grima,,Joe Grima,,male,,Joe,Joe Grima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Grima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Grima,,,,,,,,,,,,,,,,,rugby league player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17016298,Ryan Callus,,Ryan Callus,,Ryan Callus,,Ryan Callus,Ryan Callus,,,,male,1983-06-22,Ryan,Ryan Callus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan Callus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Callus,,,,,,,,,,Ryan Callus,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17266625,Therese Comodini Cachia,,Therese Comodini Cachia,Therese Comodini Cachia,Therese Comodini Cachia,,Therese Comodini Cachia,Therese Comodini Cachia,,,Therese Comodini Cachia,female,1973-02-23,Therese,Therese Comodini Cachia,,Therese Comodini Cachia,Therese Comodini Cachia,,,,,,,,,,,,,,124968,Theresia Comodini Cachia,Theresia Comodini Cachia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/52/2014-07-01-Europaparlament_Comodini_Cachia_by_Olaf_Kosinsky_-64_(2).jpg,,,,Category:Therese Comodini Cachia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comodini Cachia,,,,,,,,,,Therese Comodini Cachia,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q173958,Edward Scicluna,Edward Scicluna,Edward Scicluna,Edward Scicluna,Edward Scicluna,Edward Scicluna,Edward Scicluna,Edward Scicluna,,Edward Scicluna,Edward Scicluna,male,1946-10-12,Edward,Edward Scicluna,Edward Scicluna,Edward Scicluna,Edward Scicluna,/m/064l9f7,,,,,,8790023,170808289,,Edward Scicluna,Edward Scicluna,n84130732,http://www.edwardscicluna.com,96671,,,,,,,,Edward Scicluna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/77/Informal_meeting_of_economic_and_financial_affairs_ministers_(ECOFIN)._Arrivals_Edward_Scicluna_(36441334033).jpg,,,,Category:Edward Scicluna,,,,,,,,,,,,,,,,,,,,,Edward Scicluna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 7383 5456,,,,,,,,,,,,,,,Scicluna,,,,,,,,,,Edward Scicluna,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18206002,Chris Fearne,Chris Fearne,Chris Fearne,,Chris Fearne,Chris Fearne,Chris Fearne,Chris Fearne,,Chris Fearne,,male,1963-03-12,Chris,Chris Fearne,,,Chris Fearne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2c/Informal_meeting_of_health_ministers_(iEPSCO)._Arrivals_Chris_Fearne_(35653640850).jpg,,,,,,,,,,,,,,,,,,,,,,,,,Chris Fearne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fearne,,,,,,,,,,Chris Fearne,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536879,,Kalċidon Agius,,,,,Kalċidon Agius,,,Kalċidon Agius,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalċidon Agius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536881,Alexander Cachia Zammit,Alexander Cachia Zammit,,,Alexander Cachia Zammit,,Alexander Cachia Zammit,,,Alexander Cachia Zammit,,male,1924-08-11,Alexander,,,Alexander Cachia Zammit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-07-30,,,,,,,,,,,,,,,,Alexander Cachia Zammit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536883,,Ġużè Bonnici,,,,,Ġużè Bonnici,,,Ġużè Bonnici,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ġużè Bonnici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536884,Joe Brincat,Joe Brincat,,,,,Joe Brincat,,,Joe Brincat (politiku),,male,,Joe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Brincat (politiku),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536885,Luigi Camilleri,Luigi Camilleri,,,,Luigi Camilleri,Luigi Camilleri,,,Luigi Camilleri,,male,,Luigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luigi Camilleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536886,Ġużè Cassar,Ġużè Cassar,Joseph Cassar,,Ġużè Cassar,,Ġużè Cassar,Joseph Cassar (politician),,Ġużè Cassar,,male,1918-01-22,,,,Ġużè Cassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-11-27,,,,,,,,,,,,,,,,Ġużè Cassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536887,Dwardu Ellul,Dwardu Ellul,,,,,Dwardu Ellul,,,Dwardu Ellul,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dwardu Ellul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536890,Beppe Fenech Adami,Beppe Fenech Adami,,,,Beppe Fenech Adami,Beppe Fenech Adami,,,Beppe Fenech Adami,,male,,Beppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beppe Fenech Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fenech Adami,,,,,,,,,,Beppe Fenech Adami,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536891,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,,,Joe Mizzi,,male,,Joe,Joe Mizzi,Joe Mizzi,,,,Joe Mizzi,Joe Mizzi,,,,,,,Joe Mizzi,,,,,,,,,Joe Mizzi,Joe Mizzi,,Joe Mizzi,Joe Mizzi,,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,,Joe Mizzi,Joe Mizzi,Joe Mizzi,,,,Joe Mizzi,Joe Mizzi,,,Joe Mizzi,Joe Mizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Mizzi,,Joe Mizzi,,Joe Mizzi,,,,,,,,,,Joe Mizzi,,,,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,,,Joe Mizzi,Joe Mizzi,Joe Mizzi,,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,,Joe Mizzi,Joe Mizzi,,,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,,Joe Mizzi,Joe Mizzi,Joe Mizzi,Joe Mizzi,,,,,,,,Joe Mizzi,,,,,,,,,,Mizzi,,,,,,,,,,Joe Mizzi,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,Joe Mizzi,Joe Mizzi,,,,,,,,,,,,,,,,,,,,,
Q18536892,John F. Marks,John F. Marks,,,,,John F. Marks,,,John F. Marks,,male,,John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John F. Marks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marks,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536893,Freddie Micallef,Freddie Micallef,,,Freddie Micallef,Freddie Micallef,Freddie Micallef,,,Freddie Micallef,,male,1939-03-18,Freddie,,,Freddie Micallef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Freddie Micallef,,,,,2011-04-07,,,,,,,,,,,,,,,,Freddie Micallef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trade unionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536896,Wenzu Mintoff,Wenzu Mintoff,Wenzu Mintoff,,,,Wenzu Mintoff,Wenzu Mintoff,,Wenzu Mintoff,,male,1959-12-11,,Wenzu Mintoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wenzu Mintoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wenzu Mintoff,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
