id,name,image,email,area,party,source,term
john-jairo-bermudez-garces,John Jairo Bermudez Garces,http://www.camara.gov.co/sites/default/files/2018-09/JOHN%20JAIRO%20BERMUDES%20GARCES.png,john.bermudez@camara.gov.co,Antioquia,Centro Democrático,http://www.camara.gov.co/representantes/john-jairo-bermudez-garces,2018
john-jairo-cardenas-moran,John Jairo Cárdenas Morán,http://www.camara.gov.co/sites/default/files/2018-08/JOHN%20JAIRO%20CARDENAS%20MOR%C3%81N.jpg,john.cardenas@camara.gov.co,Cauca,Partido de la U,http://www.camara.gov.co/representantes/john-jairo-cardenas-moran,2018
john-jairo-hoyos-garcia,John Jairo Hoyos García,"",john.hoyos@camara.gov.co,Valle del Cauca,Partido de la U,http://www.camara.gov.co/representantes/john-jairo-hoyos-garcia,2018
john-jairo-roldan-avendano,John Jairo Roldan Avendaño,http://www.camara.gov.co/sites/default/files/2017-05/JOHN%20JAIRO%20ROLDAN%20AVENDA%C3%91O.jpg,john.roldan@camara.gov.co,Antioquia,Partido Liberal,http://www.camara.gov.co/representantes/john-jairo-roldan-avendano,2018
jorge-alberto-gomez-gallego,Jorge Alberto Gómez Gallego,http://www.camara.gov.co/sites/default/files/2018-09/JORGE%20ALBERTO%20GOMEZ%20GALLEGO.png,jorge.gomez@camara.gov.co,Antioquia,Polo Democrático Alternativo,http://www.camara.gov.co/representantes/jorge-alberto-gomez-gallego,2018
jorge-eliecer-tamayo-marulanda,Jorge Eliecer Tamayo Marulanda,http://www.camara.gov.co/sites/default/files/2017-10/JORGE%20ELIECER%20TAMAYO%20MARULANDA.png,jorge.tamayo@camara.gov.co,Valle del Cauca,Partido de la U,http://www.camara.gov.co/representantes/jorge-eliecer-tamayo-marulanda,2018
jorge-enrique-benedetti-martelo,Jorge Enrique Benedetti Martelo,http://www.camara.gov.co/sites/default/files/2019-02/JORGE%20ENRIQUE%20BENEDETTI%20MARTELO.png,"",Bolívar,Cambio Radical,http://www.camara.gov.co/representantes/jorge-enrique-benedetti-martelo,2018
jorge-enrique-burgos-lugo,Jorge Enrique Burgos Lugo,http://www.camara.gov.co/sites/default/files/2018-08/JORGE%20ENRIQUE%20BURGOS%20LUGO.png,jorge.burgos@camara.gov.co,Córdoba,Partido de la U,http://www.camara.gov.co/representantes/jorge-enrique-burgos-lugo,2018
jorge-mendez-hernandez,Jorge Méndez Hernández,http://www.camara.gov.co/sites/default/files/2018-08/JORGE%20MENDEZ%20HERNANDEZ.png,jorge.mendez@camara.gov.co,San Andrés y Providencia,Cambio Radical,http://www.camara.gov.co/representantes/jorge-mendez-hernandez,2018
jose-daniel-lopez-jimenez,José Daniel López Jiménez,http://www.camara.gov.co/sites/default/files/2019-04/JOSE%20DANIEL%20LOPEZ.png,jose.lopez@camara.gov.co,Bogotá,Cambio Radical,http://www.camara.gov.co/representantes/jose-daniel-lopez-jimenez,2018
jose-edilberto-caicedo-sastoque,José Edilberto Caicedo Sastoque,http://www.camara.gov.co/sites/default/files/2017-05/JOSE%20EDILBERTO%20CAICEDO%20SASTOQUE.jpg,jose.caicedo@camara.gov.co,Cundinamarca,Partido de la U,http://www.camara.gov.co/representantes/jose-edilberto-caicedo-sastoque,2018
jose-eliecer-salazar-lopez,José Eliecer Salazar López,http://www.camara.gov.co/sites/default/files/2018-08/J.png,jose.salazar@camara.gov.co,Cesar,Partido de la U,http://www.camara.gov.co/representantes/jose-eliecer-salazar-lopez,2018
jose-elver-hernandez-casas,José Elver Hernández Casas,http://www.camara.gov.co/sites/default/files/2017-10/JOS%C3%89%20ELVER%20HERN%C3%81NDEZ%20CASAS.png,jose.hernandez@camara.gov.co,Tolima,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/jose-elver-hernandez-casas,2018
jose-gabriel-amar-sepulveda,José Gabriel Amar Sepulveda,"",jose.amar@camara.gov.co,Atlántico,Cambio Radical,http://www.camara.gov.co/representantes/jose-gabriel-amar-sepulveda,2018
jose-gustavo-padilla-orozco,José Gustavo Padilla Orozco,http://www.camara.gov.co/sites/default/files/2018-11/JOSE%20GUSTAVO%20PADILLA%20OROZCO.png,jose.padilla@camara.gov.co,Valle del Cauca,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/jose-gustavo-padilla-orozco,2018
jose-ignacio-mesa-betancur,José Ignacio Mesa Betancur,"",jose.mesa@camara.gov.co,Antioquia,Cambio Radical,http://www.camara.gov.co/representantes/jose-ignacio-mesa-betancur,2018
jose-jaime-uscategui-pastrana,José Jaime Uscátegui Pastrana,http://www.camara.gov.co/sites/default/files/2018-11/JOSE%20JAIME%20USCATEGUI%20PASTRANA.png,jose.uscategui@camara.gov.co,Bogotá,Centro Democrático,http://www.camara.gov.co/representantes/jose-jaime-uscategui-pastrana,2018
jose-luis-correa-lopez,José Luis Correa López,http://www.camara.gov.co/sites/default/files/2018-09/JOSE%20LUIS%20CORREA%20LOPEZ.png,jose.correa@camara.gov.co,Caldas,Partido Liberal,http://www.camara.gov.co/representantes/jose-luis-correa-lopez,2018
jose-luis-pinedo-campo,José Luis Pinedo Campo,http://www.camara.gov.co/sites/default/files/2018-08/JOSE%20LUIS%20PINEDO%20CAMPO.png,jose.pinedo@camara.gov.co,Magdalena,Cambio Radical,http://www.camara.gov.co/representantes/jose-luis-pinedo-campo,2018
jose-vicente-carreno-castro,José Vicente Carreño Castro,http://www.camara.gov.co/sites/default/files/2019-04/JOSE%20VICENTE%20CARRE%C3%91O.png,"",Arauca,Centro Democrático,http://www.camara.gov.co/representantes/jose-vicente-carreno-castro,2018
juan-carlos-lozada-vargas,Juan Carlos Lozada Vargas,http://www.camara.gov.co/sites/default/files/2018-08/JUAN%20CARLOS%20LOZADA%20VARGAS.png,juan.lozada@camara.gov.co,Bogotá,Partido Liberal,http://www.camara.gov.co/representantes/juan-carlos-lozada-vargas,2018
juan-carlos-reinales-agudelo,Juan Carlos Reinales Agudelo,http://www.camara.gov.co/sites/default/files/2018-09/JUAN%20CARLOS%20REINALES%20AGUDELO.png,juan.reinales@camara.gov.co,Risaralda,Partido Liberal,http://www.camara.gov.co/representantes/juan-carlos-reinales-agudelo,2018
juan-carlos-rivera-pena,Juan Carlos Rivera Peña,http://www.camara.gov.co/sites/default/files/2017-11/JUAN%20CARLOS%20RIVERA%20PE%C3%91A.png,juan.rivera@camara.gov.co,Risaralda,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/juan-carlos-rivera-pena,2018
juan-carlos-wills-ospina,Juan Carlos Wills Ospina,http://www.camara.gov.co/sites/default/files/2018-08/JUAN%20CARLOS%20WILS%20OSPINA_0.png,juan.wills@camara.gov.co,Bogotá,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/juan-carlos-wills-ospina,2018
juan-david-velez-trujillo,Juan David Vélez Trujillo,http://www.camara.gov.co/sites/default/files/2018-08/JUAN%20DAVID%20VELEZ%20TRUJILLO.png,juan.velez@camara.gov.co,Ciudadanos en el exterior,Centro Democrático,http://www.camara.gov.co/representantes/juan-david-velez-trujillo,2018
juan-diego-echavarria-sanchez,Juan Diego Echavarria Sánchez,http://www.camara.gov.co/sites/default/files/2018-08/JUAN%20DIEGO%20ECHAVARRIA%20SANCHEZ.png,juan.echavarria@camara.gov.co,Antioquia,Partido Liberal,http://www.camara.gov.co/representantes/juan-diego-echavarria-sanchez,2018
juan-fernando-espinal-ramirez,Juan Fernando Espinal Ramírez,http://www.camara.gov.co/sites/default/files/2018-09/JUAN%20FERNANDO%20ESPINAL%20RAMIREZ_0.png,juan.espinal@camara.gov.co,Antioquia,Centro Democrático,http://www.camara.gov.co/representantes/juan-fernando-espinal-ramirez,2018
juan-fernando-reyes-kuri,Juan Fernando Reyes Kuri,http://www.camara.gov.co/sites/default/files/2018-11/JUAN%20FERNANDO%20REYES%20KURI.png,juan.reyes@camara.gov.co,Valle del Cauca,Partido Liberal,http://www.camara.gov.co/representantes/juan-fernando-reyes-kuri,2018
juan-manuel-daza-iguaran,Juan Manuel Daza Iguarán,http://www.camara.gov.co/sites/default/files/2019-04/JUAN%20MANUEL%20DAZA.png,"",Bogotá,Centro Democrático,http://www.camara.gov.co/representantes/juan-manuel-daza-iguaran,2018
juan-pablo-celis-vergel,Juan Pablo Celis Vergel,http://www.camara.gov.co/sites/default/files/2018-09/JUAN%20PABLO%20CELIS%20VERGEL.png,juan.celis@camara.gov.co,Norte de Santander,Centro Democrático,http://www.camara.gov.co/representantes/juan-pablo-celis-vergel,2018
juanita-maria-goebertus-estrada,Juanita María Goebertus Estrada,http://www.camara.gov.co/sites/default/files/2018-09/JUANITA%20MARIA%20GOEBERTUS%20ESTRADA.png,juanita.goebertus@camara.gov.co,Bogotá,Partido Verde,http://www.camara.gov.co/representantes/juanita-maria-goebertus-estrada,2018
julian-peinado-ramirez,Julián Peinado Ramírez,http://www.camara.gov.co/sites/default/files/2018-08/JULIAN%20PEINADO%20RAMIREZ.png,julian.peinado@camara.gov.co,Antioquia,Partido Liberal,http://www.camara.gov.co/representantes/julian-peinado-ramirez,2018
julio-cesar-triana-quintero,Julio César Triana Quintero,http://www.camara.gov.co/sites/default/files/2018-09/JULIO%20CESAR%20TRIANA%20QUINTERO.png,julio.triana@camara.gov.co,Huila,Cambio Radical,http://www.camara.gov.co/representantes/julio-cesar-triana-quintero,2018
karen-violette-cure-corcione,Karen Violette Cure Corcione,http://www.camara.gov.co/sites/default/files/2018-09/KAREN%20VIOLETTE%20CURE%20CORCIONE.png,karen.cure@camara.gov.co,Bolívar,Cambio Radical,http://www.camara.gov.co/representantes/karen-violette-cure-corcione,2018
karina-estefania-rojano-palacio,Karina Estefanía Rojano Palacio,http://www.camara.gov.co/sites/default/files/2018-08/KARINA%20ESTEFANIA%20ROJANO%20PALACIO_0.png,karina.rojano@camara.gov.co,Atlántico,Cambio Radical,http://www.camara.gov.co/representantes/karina-estefania-rojano-palacio,2018
katherine-miranda-pena,Katherine Miranda Peña,http://www.camara.gov.co/sites/default/files/2018-09/KATHERINE%20MIRANDA%20PE%C3%91A.png,katherine.miranda@camara.gov.co,Bogotá,Partido Verde,http://www.camara.gov.co/representantes/katherine-miranda-pena,2018
kelyn-johana-gonzalez-duarte,Kelyn Johana González Duarte,http://www.camara.gov.co/sites/default/files/2018-02/KELYN%20JOHANA%20GONZ%C3%81LEZ%20DUARTE.png,kelyn.gonzalez@camara.gov.co,Magdalena,Partido Liberal,http://www.camara.gov.co/representantes/kelyn-johana-gonzalez-duarte,2018
leon-fredy-munoz-lopera,Leon Fredy Muñoz Lopera,http://www.camara.gov.co/sites/default/files/2018-08/LEON%20FREDY%20MU%C3%91OZ%20LOPERA.png,leon.munoz@camara.gov.co,Antioquia,Partido Verde,http://www.camara.gov.co/representantes/leon-fredy-munoz-lopera,2018
luciano-grisales-londono,Luciano Grisales Londoño,http://www.camara.gov.co/sites/default/files/2017-08/LUCIANO%20GRISALES%20LONDO%C3%91O.png,luciano.grisales@camara.gov.co,Quindío,Partido Liberal,http://www.camara.gov.co/representantes/luciano-grisales-londono,2018
luis-alberto-alban-urbano,Luis Alberto Albán Urbano,http://www.camara.gov.co/sites/default/files/2018-11/LUIS%20ALBERTO%20ALBAN%20URBANO.png,luis.alban@camara.gov.co,Valle del Cauca,Fuerza Alternativa Revolucionaria del Común,http://www.camara.gov.co/representantes/luis-alberto-alban-urbano,2018
luis-emilio-tovar-bello,Luis Emilio Tovar Bello,http://www.camara.gov.co/sites/default/files/2018-09/LUIS%20EMILIO%20TOVAR%20BELLO.png,luis.tovar@camara.gov.co,Arauca,Centro Democrático,http://www.camara.gov.co/representantes/luis-emilio-tovar-bello,2018
luis-fernando-gomez-betancurt,Luis Fernando Gómez Betancurt,"",luis.gomez@camara.gov.co,Caldas,Centro Democrático,http://www.camara.gov.co/representantes/luis-fernando-gomez-betancurt,2018
margarita-maria-restrepo-arango,Margarita María Restrepo Arango,http://www.camara.gov.co/sites/default/files/2018-08/MARGARITA%20MARIA%20RESTREPO%20ARANGO.png,margarita.restrepo@camara.gov.co,Antioquia,Centro Democrático,http://www.camara.gov.co/representantes/margarita-maria-restrepo-arango,2018
maria-cristina-soto-de-gomez,Maria Cristina Soto De Gómez,http://www.camara.gov.co/sites/default/files/2018-09/MARIA%20CRISTINA%20SOTO%20DE%20GOMEZ.png,maria.soto@camara.gov.co,La Guajira,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/maria-cristina-soto-de-gomez,2018
maria-jose-pizarro-rodriguez,María José Pizarro Rodríguez,http://www.camara.gov.co/sites/default/files/2018-08/MARIA%20JOSE%20PIZARRO%20RODRIGUEZ.png,maria.pizarro@camara.gov.co,Bogotá,Coalición Decentes,http://www.camara.gov.co/representantes/maria-jose-pizarro-rodriguez,2018
martha-patricia-villalba-hodwalker,Martha Patricia Villalba Hodwalker,http://www.camara.gov.co/sites/default/files/2017-05/MARTHA%20PATRICIA%20VILLALBA%20HODWALKER.jpg,martha.villalba@camara.gov.co,Atlántico,Partido de la U,http://www.camara.gov.co/representantes/martha-patricia-villalba-hodwalker,2018
mauricio-andres-toro-orjuela,Mauricio Andrés Toro Orjuela,http://www.camara.gov.co/sites/default/files/2018-09/MAURICIO%20ANDRES%20TORO%20ORJUELA.png,mauricio.toro@camara.gov.co,Bogotá,Partido Verde,http://www.camara.gov.co/representantes/mauricio-andres-toro-orjuela,2018
milene-jarava-diaz,Milene Jarava Díaz,http://www.camara.gov.co/sites/default/files/2018-09/MILENE%20JARAVA%20DIAZ.png,milene.jarava@camara.gov.co,Sucre,Opción Ciudadana,http://www.camara.gov.co/representantes/milene-jarava-diaz,2018
milton-hugo-angulo-viveros,Milton Hugo Angulo Viveros,http://www.camara.gov.co/sites/default/files/2018-09/MILTON%20HUGO%20ANGULO%20VIVEROS.png,milton.angulo@camara.gov.co,Valle del Cauca,Centro Democrático,http://www.camara.gov.co/representantes/milton-hugo-angulo-viveros,2018
modesto-enrique-aguilera-vides,Modesto Enrique Aguilera Vides,http://www.camara.gov.co/sites/default/files/2018-12/MODESTO%20ENRIQUE%20AGUILERA%20VIDES.png,modesto.aguilera@camara.gov.co,Atlántico,Cambio Radical,http://www.camara.gov.co/representantes/modesto-enrique-aguilera-vides,2018
monica-liliana-valencia-montana,Mónica Liliana Valencia Montaña,http://www.camara.gov.co/sites/default/files/2018-08/MONICA%20LILIANA%20VALENCIA%20MONTA%C3%91A.png,monica.valencia@camara.gov.co,Vaupés,Partido de la U,http://www.camara.gov.co/representantes/monica-liliana-valencia-montana,2018
monica-maria-raigoza-morales,Mónica María Raigoza Morales,http://www.camara.gov.co/sites/default/files/2018-10/MONICA%20MARIA%20RAIGOZA%20MORALES.png,monica.raigoza@camara.gov.co,Antioquia,Partido de la U,http://www.camara.gov.co/representantes/monica-maria-raigoza-morales,2018
nestor-leonardo-rico-rico,Nestor Leonardo Rico Rico,http://www.camara.gov.co/sites/default/files/2018-11/NESTOR%20LEONARDO%20RICO%20RICO.png,nestor.rico@camara.gov.co,Cundinamarca,Cambio Radical,http://www.camara.gov.co/representantes/nestor-leonardo-rico-rico,2018
nevardo-eneiro-rincon-vergara,Nevardo Eneiro Rincón Vergara,http://www.camara.gov.co/sites/default/files/2017-06/NEVARDO%20ENEIRO%20RINC%C3%93N%20VERGARA.jpg,nevardo.rincon@camara.gov.co,Arauca,Partido Liberal,http://www.camara.gov.co/representantes/nevardo-eneiro-rincon-vergara,2018
neyla-ruiz-correa,Neyla Ruíz Correa,http://www.camara.gov.co/sites/default/files/2018-09/NEYLA%20RUIZ%20CORREA.png,neyla.ruiz@camara.gov.co,Boyacá,Partido Verde,http://www.camara.gov.co/representantes/neyla-ruiz-correa,2018
nicolas-albeiro-echeverry-alvaran,Nicolás Albeiro Echeverry Alvarán,http://www.camara.gov.co/sites/default/files/2017-05/NICOL%C3%81S%20ALBEIRO%20ECHEVERRY%20ALVAR%C3%81N.jpg,nicolas.echeverry@camara.gov.co,Antioquia,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/nicolas-albeiro-echeverry-alvaran,2018
nidia-marcela-osorio-salgado,Nidia Marcela Osorio Salgado,http://www.camara.gov.co/sites/default/files/2018-09/NIDIA%20MARCELA%20OSORIO.png,nidia.osorio@camara.gov.co,Antioquia,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/nidia-marcela-osorio-salgado,2018
nilton-cordoba-manyoma,Nilton Córdoba Manyoma,http://www.camara.gov.co/sites/default/files/2017-05/MILTON%20CORDOBA%20MANYOMA.jpg,nilton.cordoba@camara.gov.co,Chocó,Partido Liberal,http://www.camara.gov.co/representantes/nilton-cordoba-manyoma,2018
norma-hurtado-sanchez,Norma Hurtado Sánchez,http://www.camara.gov.co/sites/default/files/2018-09/NORMA%20HURTADO%20SANCHEZ.png,norma.hurtado@camara.gov.co,Valle del Cauca,Partido de la U,http://www.camara.gov.co/representantes/norma-hurtado-sanchez,2018
nubia-lopez-morales,Nubia López Morales,http://www.camara.gov.co/sites/default/files/2018-08/NUBIA%20LOPEZ%20MORALES.png,nubia.lopez@camara.gov.co,Santander,Partido Liberal,http://www.camara.gov.co/representantes/nubia-lopez-morales,2018
omar-de-jesus-restrepo-correa,Omar De Jesús Restrepo Correa,http://www.camara.gov.co/sites/default/files/2018-10/OMAR%20DE%20JESUS%20RESTREPO%20CORREA.png,omar.restrepo@camara.gov.co,Antioquia,Fuerza Alternativa Revolucionaria del Común,http://www.camara.gov.co/representantes/omar-de-jesus-restrepo-correa,2018
oscar-camilo-arango-cardenas,Oscar Camilo Arango Cárdenas,http://www.camara.gov.co/sites/default/files/2018-11/OSCAR%20CAMILO%20ARANGO%20CARDENAS_0.png,oscar.arango@camara.gov.co,Vichada,Cambio Radical,http://www.camara.gov.co/representantes/oscar-camilo-arango-cardenas,2018
oscar-dario-perez-pineda,Óscar Darío Pérez Pineda,http://www.camara.gov.co/sites/default/files/2017-05/OSCAR%20DAR%C3%8DO%20P%C3%89REZ%20PINEDA.jpg,oscar.perez@camara.gov.co,Antioquia,Centro Democrático,http://www.camara.gov.co/representantes/oscar-dario-perez-pineda,2018
oscar-hernan-sanchez-leon,Oscar Hernán Sánchez León,http://www.camara.gov.co/sites/default/files/2017-12/OSCAR%20HERN%C3%81N%20S%C3%81NCHEZ%20LE%C3%93N.png,oscar.sanchez@camara.gov.co,Cundinamarca,Partido Liberal,http://www.camara.gov.co/representantes/oscar-hernan-sanchez-leon,2018
oscar-leonardo-villamizar-meneses,Oscar Leonardo Villamizar Meneses,http://www.camara.gov.co/sites/default/files/2018-08/OSCAR%20LEONARDO%20VILLAMIZAR%20MENESES.png,oscar.villamizar@camara.gov.co,Santander,Centro Democrático,http://www.camara.gov.co/representantes/oscar-leonardo-villamizar-meneses,2018
oscar-tulio-lizcano-gonzalez,Oscar Tulio Lizcano González,http://www.camara.gov.co/sites/default/files/2018-09/OSCAR%20TULIO%20LISCANO%20GONZALEZ.png,oscar.lizcano@camara.gov.co,Caldas,Partido de la U,http://www.camara.gov.co/representantes/oscar-tulio-lizcano-gonzalez,2018
oswaldo-arcos-benavides,Oswaldo Arcos Benavides,http://www.camara.gov.co/sites/default/files/2018-11/OSWALDO%20ARCOS%20BENAVIDES.png,oswaldo.arcos@camara.gov.co,Valle del Cauca,Cambio Radical,http://www.camara.gov.co/representantes/oswaldo-arcos-benavides,2018
ricardo-alfonso-ferro-lozano,Ricardo Alfonso Ferro Lozano,http://www.camara.gov.co/sites/default/files/2018-10/RICARDO%20ALFONSO%20FERRO%20LOZANO.png,ricardo.ferro@camara.gov.co,Tolima,Centro Democrático,http://www.camara.gov.co/representantes/ricardo-alfonso-ferro-lozano,2018
rodrigo-arturo-rojas-lara,Rodrigo Arturo Rojas Lara,http://www.camara.gov.co/sites/default/files/2018-08/RODRIGO%20ARTURO%20ROJAS%20LARA.png,rodrigo.rojas@camara.gov.co,Boyacá,Partido Liberal,http://www.camara.gov.co/representantes/rodrigo-arturo-rojas-lara,2018
ruben-dario-molano-pineros,Rubén Darío Molano Piñeros,http://www.camara.gov.co/sites/default/files/2018-09/RUBEN%20DARIO%20MOLANO%20PI%C3%91EROS.png,ruben.molano@camara.gov.co,Cundinamarca,Centro Democrático,http://www.camara.gov.co/representantes/ruben-dario-molano-pineros,2018
salim-villamil-quessep,Salim Villamil Quessep,http://www.camara.gov.co/sites/default/files/2018-08/SALIM%20VILLAMIL%20QUESSEP.png,salim.villamil@camara.gov.co,Sucre,Cambio Radical,http://www.camara.gov.co/representantes/salim-villamil-quessep,2018
samuel-alejandro-hoyos-mejia,Samuel Alejandro Hoyos Mejía,http://www.camara.gov.co/sites/default/files/2017-11/SAMUEL%20ALEJANDRO%20HOYOS%20MEJ%C3%8DA.png,samuel.hoyos@camara.gov.co,Bogotá,Centro Democrático,http://www.camara.gov.co/representantes/samuel-alejandro-hoyos-mejia,2018
sara-elena-piedrahita-lyons,Sara Elena Piedrahita Lyons,http://www.camara.gov.co/sites/default/files/2017-10/SARA%20HELENA%20PIEDRAHITA%20LYONS.png,sara.piedrahita@camara.gov.co,Córdoba,Partido de la U,http://www.camara.gov.co/representantes/sara-elena-piedrahita-lyons,2018
silvio-jose-carrasquilla-torres,Silvio José Carrasquilla Torres,http://www.camara.gov.co/sites/default/files/2017-08/SILVIO%20JOS%C3%89%20CARRASQUILLA%20TORRES.jpg,silvio.carrasquilla@camara.gov.co,Bolívar,Partido Liberal,http://www.camara.gov.co/representantes/silvio-jose-carrasquilla-torres,2018
teresa-de-jesus-enriquez-rosero,Teresa De Jesús Enríquez Rosero,http://www.camara.gov.co/sites/default/files/2018-09/TERESA%20DE%20JESUS%20ENRIQUEZ%20ROSERO.png,teresa.enriquez@camara.gov.co,Nariño,Partido de la U,http://www.camara.gov.co/representantes/teresa-de-jesus-enriquez-rosero,2018
victor-manuel-ortiz-joya,Víctor Manuel Ortiz Joya,http://www.camara.gov.co/sites/default/files/2018-08/VICTOR%20MANUEL%20ORTIZ%20JOYA.png,victor.ortiz@camara.gov.co,Santander,Partido Liberal,http://www.camara.gov.co/representantes/victor-manuel-ortiz-joya,2018
wadith-alberto-manzur-imbett,Wadith Alberto Manzur Imbett,http://www.camara.gov.co/sites/default/files/2018-09/WADITH%20ALBERTO%20MANZUR%20IMBETT.png,wadith.manzur@camara.gov.co,Córdoba,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/wadith-alberto-manzur-imbett,2018
wilmer-leal-perez,Wilmer Leal Pérez,http://www.camara.gov.co/sites/default/files/2018-09/WILMER%20LEAL%20PEREZ.png,wilmer.leal@camara.gov.co,Boyacá,Partido Verde,http://www.camara.gov.co/representantes/wilmer-leal-perez,2018
wilmer-ramiro-carrillo-mendoza,Wilmer Ramiro Carrillo Mendoza,http://www.camara.gov.co/sites/default/files/2017-08/WILMER%20RAMIRO%20CARRILLO%20MENDOZA.png,wilmer.carrillo@camara.gov.co,Norte de Santander,Partido de la U,http://www.camara.gov.co/representantes/wilmer-ramiro-carrillo-mendoza,2018
yamil-hernando-arana-padaui,Yamil Hernando Arana Padauí,http://www.camara.gov.co/sites/default/files/2019-02/YAMIL%20EDUARDO%20ARANA%20PADAUI.png,yamil.arana@camara.gov.co,Bolívar,Partido Conservador Colombiano,http://www.camara.gov.co/representantes/yamil-hernando-arana-padaui,2018
yenica-sugein-acosta-infante,Yenica Sugein Acosta Infante,http://www.camara.gov.co/sites/default/files/2018-09/YENICA%20SUGEN%20ACOSTA%20INFANTE.png,yenica.acosta@camara.gov.co,Amazonas,Centro Democrático,http://www.camara.gov.co/representantes/yenica-sugein-acosta-infante,2018
