id,name,party,area,image,email,tel,facebook,twitter,term,source
237,NERY OROS ORTÍZ,Partido Social De Unidad Nacional,VICHADA,http://www.camara.gov.co/portal2011/images/stories/representantes/,nery.oros@camara.gov.co,(57+1) 382 4129 - 382 4309 - 3824310,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=237
238,EDUARDO JOSÉ TOUS DE,Partido Social De Unidad Nacional,CORDOBA,http://www.camara.gov.co/portal2011/images/stories/representantes/,eduardo.tous@camara.gov.co,(57+1) 382 3424 - 382 3425 - 382 3601 - 382 3602,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=238
239,ALONSO JOSÉ DEL RIO,Partido Social De Unidad Nacional,BOLIVAR,http://www.camara.gov.co/portal2011/images/stories/representantes/,alonso.delrio@camara.gov.co,(57+1) 382 3461 - 382 3462 - 382 3470,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=239
240,ARTURO YÉPES ÁLZATE,Partido Conservador Colombiano,CALDAS,http://www.camara.gov.co/portal2011/images/stories/representantes/,arturo.yepes@camara.gov.co,(57+1) 382 5352 - 382 5399,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=240
241,NICOLAS ALBEIRO ECHEVERRY ALVARAN,Partido Conservador Colombiano,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/,nicolas.echeverry@camara.gov.co,(57+1) 382 3220 - 382 3321,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=241
242,RUBÉN DARÍO MOLANO PIÑEROS,Centro Cemocratico,CUNDINAMARCA,http://www.camara.gov.co/portal2011/images/stories/representantes/,ruben.molano@camara.gov.co,(57+1) 382 4404 - 382 4405 - 382 4417,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=242
243,FERNANDO SIERRA RAMOS,Centro Cemocratico,META,http://www.camara.gov.co/portal2011/images/stories/representantes/,fernando.sierra@camara.gov.co,(57+1) 382 3656 - 382 3658,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=243
244,KAREN VIOLETTE CURE CORCIONE,Partido Cambio Radical,BOLIVAR,http://www.camara.gov.co/portal2011/images/stories/representantes/,karen.cure@camara.gov.co,(57+1) 382 3497 - 382 3498 - 382 3728,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=244
245,CIRO FERNANDEZ NUÑEZ,Partido Cambio Radical,SANTANDER,http://www.camara.gov.co/portal2011/images/stories/representantes/,ciro.fernandez@camara.gov.co,(57+1) 382 3484 382 3485,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=245
246,INTI RAÚL ASPRILLA REYES,Partido Alianza Verde,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/ASPRILLA%20REYES%20INTI%20RAUL_26x35.gif,inti.asprilla@camara.gov.co,(57+1) 382 3573 - 382 3574 - 382 3592,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=246
247,FRANKLIN DEL CRISTO LOZANO DE LA OSSA,Partido Opcion Ciudadana,MAGDALENA,http://www.camara.gov.co/portal2011/images/stories/representantes/,franklin.lozano@camara.gov.co,(57+1) 382 3000,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=247
248,ÁNGELO ANTONIO VILLAMIL BENAVIDES,Partido Liberal Colombiano,META,http://www.camara.gov.co/portal2011/images/stories/representantes/,angelo.villamil@camara.gov.co,(57+1) 382 3468 - 382 3482 - 382 4162,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=248
249,EDUAR LUIS BENJUMEA MORENO,Partido Liberal Colombiano,AMAZONAS,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/BENJUMEA%20MORENO%20EDUAR%20LUIS_26x35.gif,eduar.benjumea@camara.gov.co,(57+1) 382 3588 - 382 3589 - 382 3593,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=249
250,NEFTALI CORREA DÍAZ,Partido Liberal Colombiano,NARIÑO,http://www.camara.gov.co/portal2011/images/stories/representantes/,neftali.correa@camara.gov.co,(57+1) 382 3349 - 382 3353 - 382 3354,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=250
252,KELYN JOHANA GONZALEZ DUARTE,Partido Liberal Colombiano,MAGDALENA,http://www.camara.gov.co/portal2011/images/stories/representantes/,kelyn.gonzalez@camara.gov.co,(57+1) 382 3113 - 382 3756 - 382 3773,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=252
253,NILTON CORDOBA MANYOMA,Partido Liberal Colombiano,CHOCO,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CORDOBA%20MANYOMA%20MILTON_26x35.gif,nilton.cordoba@camara.gov.co,(57+1) 382 3486 - 382 3508 - 382 3509,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=253
254,HERNÁN SINISTERRA VALENCIA,Partido Liberal Colombiano,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/,hernan.sinisterra@camara.gov.co,(57+1) 382 4301 - 382 4304 - 382 4305 - 382 4459,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=254
255,MARIO ALBERTO CASTAÑO PERÉZ,Partido Liberal Colombiano,CALDAS,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CASTANO%20PEREZ%20MARIO%20ALBERTO_26x35.gif,mario.castaño@camara.gov.co,(57+1) 382 3158 - 382 3159,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=255
256,JORGE CAMILO ABRIL TARACHE,Partido Liberal Colombiano,CASANARE,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/ABRIL%20TARACHE%20JORGE%20CAMILO_26x35.gif,jorge.abril@camara.gov.co,(57+1) 382 3577 - 382 3377 - 382 3529,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=256
257,LUZ ADRIANA MORENO MARMOLEJO,Partido Social De Unidad Nacional,CALDAS,http://www.camara.gov.co/portal2011/images/stories/representantes/,luz.moreno@camara.gov.co,(57+1) 382 3287 - 382 3288,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=257
258,MARTA CECILIA CURI OSORIO,Partido Social De Unidad Nacional,BOLIVAR,http://www.camara.gov.co/portal2011/images/stories/representantes/,marta.curi@camara.gov.co,(57+1) 382 3553 - 382 3554 - 382 3745,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=258
261,LUIS HORACIO GALLON ARANGO,Partido Conservador Colombiano,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/,luis.gallon@camara.gov.co,(57+1) 382 3000,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=261
262,ORLANDO ANIBAL GUERRA DE,Partido Conservador Colombiano,PUTUMAYO,http://www.camara.gov.co/portal2011/images/stories/representantes/,orlando.guerra@camara.gov.co,(57+1) 382 3338 - 382 3639 - 382 4101,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=262
263,JUAN CARLOS RIVERA PEÑA,Partido Conservador Colombiano,RISARALDA,http://www.camara.gov.co/portal2011/images/stories/representantes/,juan.rivera@camara.gov.co,(57+1) 382 3347 - 382 3348 - 382 3350,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=263
265,MARÍA REGINA ZULUAGA HENAO,Centro Cemocratico,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/,maria.zuluaga@camara.gov.co,(57+1) 3824328 - 382 4331 - 382 4332,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=265
266,FABÍAN GERARDO CASTILLO SUAREZ,Partido Cambio Radical,MAGDALENA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CASTILLO%20SUAREZ%20FABIAN%20GERARDO_26x35.gif,fabian.castillo@camara.gov.co,(57+1) 3467 - 382 3469 - 382 3668,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=266
267,ANTONIO RESTREPO SALAZAR,Partido Cambio Radical,QUINDIO,http://www.camara.gov.co/portal2011/images/stories/representantes/,antonio.restrepo@camara.gov.co,(57+1) 382 3599 - 382 4008 - 382 4009,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=267
269,ELOY CHICHI QUINTERO ROMERO,Partido Cambio Radical,CESAR,http://www.camara.gov.co/portal2011/images/stories/representantes/,eloy.quintero@camara.gov.co,(57+1) 382 3791 - 382 4004 - 382 4014 - 382 4015,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=269
270,RAFAEL ELIZALDE GOMEZ,Partido Opcion Ciudadana,AMAZONAS,http://www.camara.gov.co/portal2011/images/stories/representantes/,fernando.elizalde@camara.gov.co,(57+1) 382 3401 - 382 3496 - 382 3751,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=270
271,MARTHA PATRICIA VILLALBA HOLWALKER,Partido Social De Unidad Nacional,ATLANTICO,http://www.camara.gov.co/portal2011/images/stories/representantes/,martha.villalba@camara.gov.co,(57+1) 382 4094 - 382 4095,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=271
272,ALFREDO APE CUELLO BAUTE,Partido Conservador Colombiano,CESAR,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CUELLO%20BAUTE%20ALFREDO%20APE_26x35.gif,alfredo.cuello@camara.gov.co,(57+1) 382 5295 - 382 5294 - 382 5150,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=272
273,WILMER RAMIRO CARRILLO MENDOZA,Partido Social De Unidad Nacional,NORTE DE SANTANDER,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CARRILLO%20MENDOZA%20WILMER%20RAMIRO_26x35.gif,wilmer.carrillo@camara.gov.co,(57+1) 382 4342 - 382 4402 - 382 4403,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=273
274,ANA MARÍA RINCÓN HERRERA,Partido Social De Unidad Nacional,HUILA,http://www.camara.gov.co/portal2011/images/stories/representantes/,ana.rincon@camara.gov.co,(57+1) 382 3413 - 382 3579 - 382 3580,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=274
275,JAIRO ENRIQUE CASTIBLANCO PARRA,Partido Social De Unidad Nacional,BOYACA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CASTIBLANCO%20PARRA%20JAIRO%20ENRIQUE_26x35.gif,jairo.castiblanco@camara.gov.co,(57+1) 382 3233 - 382 3234,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=275
276,JORGE ELIECER TAMAYO MARULANDA,Partido Social De Unidad Nacional,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/,jorge.tamayo@camara.gov.co,(57+1) 382 4477 - 382 4478 - 382 4479,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=276
277,JAIME FELIPE LOZADA POLANCO,Partido Conservador Colombiano,HUILA,http://www.camara.gov.co/portal2011/images/stories/representantes/,jaime.lozada@camara.gov.co,(57+1) 382 5326 - 382 5365 - 382 5366,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=277
278,INÉS CECILIA LÓPEZ FLÓREZ,Partido Conservador Colombiano,ATLANTICO,http://www.camara.gov.co/portal2011/images/stories/representantes/,ines.lopez@camara.gov.co,(57+1) 382 3284 - 382 3285 - 382 3286,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=278
279,CARLOS ALBERTO CUERO VALENCIA,Centro Cemocratico,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/,carlos.cuero@camara.gov.co,(57+1) 382 3000,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=279
281,HUGO HERNÁN GONZÁLEZ MEDINA,Centro Cemocratico,CALDAS,http://www.camara.gov.co/portal2011/images/stories/representantes/,hugo.gonzalez@camara.gov.co,(57+1) 382 3336 - 382 3397 - 382 3399,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=281
283,VICTOR JAVIER CORREA VÉLEZ,Polo Democratico Alternativo,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CORREA%20VELEZ%20VICTOR%20JAVIER_26x35.gif,victor.correa@camara.gov.co,(57+1) 382 3627 - 382 4160 - 382 4161,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=283
284,EDGAR ALEXANDER CIPRIANO MORENO,Alianza Social Indigena,GUAINIA,http://www.camara.gov.co/portal2011/images/stories/representantes/,edgar.cipriano@camara.gov.co,(57+1) 382 3418 - 382 3419,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=284
285,CARLOS EDUARDO GUEVARA VILLABON,Movimiento Mira,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/,carlos.guevara@camara.gov.co,(57+1) 382 3501 - 382 3502 - 382 3535,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=285
286,EDGAR ALFONSO GÓMEZ ROMÁN,Partido Liberal Colombiano,SANTANDER,http://www.camara.gov.co/portal2011/images/stories/representantes/,edgar.gomez@camara.gov.co,(57+1) 382 3293 - 382 3294,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=286
288,OSCAR DE HURTADO PÉREZ,Partido Liberal Colombiano,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/,oscar.hurtadoperez@camara.gov.co,(57+1) 382 3598 - 382 4026 - 382 4320,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=288
289,ARGENIS VELASQUEZ RAMÍREZ,Partido Liberal Colombiano,PUTUMAYO,http://www.camara.gov.co/portal2011/images/stories/representantes/,argenis.velasquez@camara.gov.co,(57+1) 382 3426 - 382 3427 - 382 4319,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=289
29,ARMANDO ANTONIO ZABARAIN D,Partido Conservador Colombiano,ATLANTICO,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/ZABARAIN%20DARCE%20ARMANDO%20ANTONIO.1_26x35.gif,armando.zabarain@camara.gov.co,(57+1) 382 3570 - 382 3171 Fax: 382 3569,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=29
290,RAFAEL EDUARDO PALAU SALAZAR,Partido Social De Unidad Nacional,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/,rafael.palau@camara.gov.co,(57+1) 382 4486 - 382 4487 - 382 4488,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=290
291,ALVARO LOPEZ GIL,Partido Conservador Colombiano,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/,alvaro.lopez@camara.gov.co,(57+1) 382 3289 - 382 3290 - 382 4326,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=291
292,JOSÉ ELVER HERNANDEZ CASAS,Partido Conservador Colombiano,TOLIMA,http://www.camara.gov.co/portal2011/images/stories/representantes/,jose.hernandez@camara.gov.co,(57+1) 382 4470 - 382 4471,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=292
293,MAURICIO SALAZAR PELÁEZ,Partido Conservador Colombiano,RISARALDA,http://www.camara.gov.co/portal2011/images/stories/representantes/,mauricio.salazar@camara.gov.co,(57+1) 382 5474 - 382 5475 - 382 5476,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=293
294,WILSON CORDOBA MENA,Centro Cemocratico,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CORDOBA%20MENA%20WILSON_26x35.gif,wilson.cordoba@camara.gov.co,(57+1) 382 3404 - 382 3405 - 382 4003,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=294
295,ESPERANZA MARÍA PINZÓN DE,Centro Cemocratico,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/,maria.pinzon@camara.gov.co,(57+1) 382 3544 - 382 3545 - 382 4157,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=295
297,MARGARITA MARÍA RESTREPO ARANGO,Centro Cemocratico,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/,margarita.restrepo@camara.gov.co,(57+1) 3823000,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=297
298,ANA CRISTINA PAZ CARDONA,Partido Alianza Verde,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/,ana.paz@camara.gov.co,(57+1) 382 4096 - 382 4097,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=298
299,OSCAR OSPINA QUINTERO,Partido Alianza Verde,CAUCA,http://www.camara.gov.co/portal2011/images/stories/representantes/,oscar.ospina@camara.gov.co,(57+1) 382 3351 - 382 3352 - 382 3781,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=299
300,GERMÁN BERNARDO CARLOSAMA LOPEZ,Autoridades Indigenas De Colombia,C.E. INDIGENA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CARLOSAMA%20LOPEZ%20GERMAN_26x35.gif,german.carlosama@camara.gov.co,(57+1) 382 3613 - 382 3611 - 382 3615,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=300
301,GUILLERMINA BRAVO MONTAÑO,Movimiento Mira,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/BRAVO%20MONTANO%20GUILLERMINA_26x35.gif,guillermina.bravo@camara.gov.co,(57+1) 3823543 - 382 4411 - 382 4469,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=301
302,GLORIA BETTY ZORRO AFRICANO,Partido Cambio Radical,CUNDINAMARCA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/ZORRO%20AFRICANO%20GLORIA%20BETTY_26x35.gif,gloria.zorro@camara.gov.co,(57+1) 382 3528 - 382 3537 - 382 3538,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=302
303,JOSÉ CARLOS MIZGER PACHECO,Cien Porciento Colombia,SUCRE,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/MIZGER%20PACHECO%20JOSE%20CARLOS_26x35.gif,jose.mizger@camara.gov.co,(57+1) 382 3428 - 382 3429,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=303
304,JHON EDUARDO MOLINA FIGUEREDO,Cien Porciento Colombia,CASANARE,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/MOLINA%20FIGUEROA%20JHON%20EDUARDO_26x35.gif,john.molina@camara.gov.co,(57+1) 382 3370 - 382 3371,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=304
305,MOISES OROZCO VICUÑA,Funeco,C.E. NEGRITUDES,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/OROZCO%20VICUNA%20MOISES_26x35.gif,moises.orozco@camara.gov.co,(57+1) 382 3110 382 3111,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=305
306,ÁLVARO GUSTAVO ROSADO ARAGÓN,Funeco,C.E. NEGRITUDES,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/ROSADO%20ARAGON%20ALVARO%20GUSTAVO_26x35.gif,alvaro.rosado@camara.gov.co,(57+1) 382 3563 382 3564,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=306
307,FREDY ANTONIO ANAYA MARTINEZ,Partido Opcion Ciudadana,SANTANDER,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/ANAYA%20MARTINEZ%20FREDY%20ANTONIO_26x35.gif,fredy.anaya@hotmail.com,(57+1) 382,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=307
308,MARCOS YOHAN DÍAZ BARRERA,Centro Cemocratico,SANTANDER,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/DIAZ%20BARRERA%20MARCOS%20JOHAN_26x35.gif,marcos.diaz@camara.gov.co,(57+1) 382 4311,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=308
309,HECTOR JAVIER OSORIO BOTELLO,Partido Social De Unidad Nacional,HUILA,http://www.camara.gov.co/portal2011/images/stories/representantes/,hectorj.osorio@camara.gov.co,(57+1) 382 3478,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=309
310,ANDRÉS FELIPE VILLAMIZAR ORTIZ,Partido Liberal Colombiano,BOGOTA,http://www.camara.gov.co/portal2011/images/stories/representantes/,andres.villamizar@camara.gov.co,(57+1) 382 4010 382 4011,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=310
32,GERMÁN ALCIDES BLANCO ALVAREZ,Partido Conservador Colombiano,ANTIOQUIA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/BLANCO%20ALVAREZ%20GERMAN%20ALCIDES_26x35.gif,german.blanco@camara.gov.co,(57+1) 382 5396 - 382 5397 - 382 5398,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=32
33,BERNER LEÓN ZAMBRANO ERAZO,Partido Social De Unidad Nacional,NARIÑO,http://www.camara.gov.co/portal2011/images/stories/representantes/ZAMBRANO%20ERAZO%20BERNER%20LEON.jpg,berner.zambrano@camara.gov.co,(57+1) 382 3623 - 3823624,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=33
38,CIRO ANTONIO RODRIGUEZ PINZÓN,Partido Conservador Colombiano,NORTE DE SANTANDER,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/RODRIGUEZ%20PINZON%20CIRO%20ANTONIO_26x35.gif,ciro.rodriguez@camara.gov.co,(57+1) 382 3223 - 382 3776,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=38
39,EDUARDO CRISSIEN BORRERO,Partido Social De Unidad Nacional,ATLANTICO,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CRISSIEN%20BORRERO%20EDUARDO_26x35.gif,eduardo.crissien@camara.gov.co,(57+1) 382 3455 - 382 3456,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=39
41,ORLANDO ALFONSO CLAVIJO CLAVIJO,Partido Conservador Colombiano,CUNDINAMARCA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CLAVIJO%20CLAVIJO%20ORLANDO%20ALFONSO_26x35.gif,orlando.clavijo@camara.gov.co,(57+1) 382 3634 - 382 3635,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=41
45,NANCY DENISE CASTILLO GARCÍA,Partido Liberal Colombiano,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CASTILLO%20GARCIA%20NANCY%20DENISE_26x35.gif,nancy.castillo@camara.gov.co,(57+1) 382 3452 - 382 3453 - 382 3454,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=45
47,HERIBERTO SANABRIA ASTUDILLO,Partido Conservador Colombiano,VALLE,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/SANABRIA%20ASTUDILLOHERIBERTO.1_26x35.gif,heriberto.sanabria@camara.gov.co,(57+1) 382 3409 - 382 3416 - 382 3417,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=47
48,ALEJANDRO CARLOS CHACON CAMARGO,Partido Liberal Colombiano,NORTE DE SANTANDER,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/CHACON%20CAMARGO%20ALEJANDRO%20CARLOS_26x35.gif,"",(57+1) 382 3396 - 382 3412 - 382 3483,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=48
5,FABIO RAÚL AMÍN SALEME,Partido Liberal Colombiano,CORDOBA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/AMIN%20SALEME%20FABIO%20RAUL_26x35.gif,fabio.amin@camara.gov.co,(57+1) 3823477 - 382 3490 - 382 3491,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=5
52,LINA MARÍA BARRERA RUEDA,Partido Conservador Colombiano,SANTANDER,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/BARRERA%20RUEDA%20LINA%20MARIA_26x35.gif,lina.barrera@camara.gov.co,(57+1) 382 3330 - 382 3331 - 382 3406,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=52
54,DIELA LILIANA BENAVIDES SOLARTE,Partido Conservador Colombiano,NARIÑO,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/BENAVIDES%20SOLARTE%20DIELA%20LILIANA_26x35.gif,diela.benavides@camara.gov.co,(57+1) 382 4423 - 382 4424 - 382 4425 - 382 4426,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=54
6,RAYMUNDO ELIAS MENDEZ BECHARA,Partido Social De Unidad Nacional,CORDOBA,http://www.camara.gov.co/portal2011/images/stories/representantes/Resized/MENDEZ%20BECHARA%20RAYMUNDO%20ELIAS_26x35.gif,raymundo.mendez@camara.gov.co,(57+1) 382 3614 - Fax: 382 3616,"","",2014,http://www.camara.gov.co/portal2011/representantes/honorables-representantes?option=com_representantes&view=representante&idrpr=6
