id,name,family_name,given_name,sort_name,faction_id,faction,gender,img,dob,email,source,website,term
kooiman-cje-sp,Nine J E Kooiman,Kooiman,Nine,"Kooiman, C.J.E. ",SP,Socialist Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8099_0.jpg?itok=ZH-eCcPu,1980-12-09,n.kooiman@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/kooiman-cje-sp,,2012
koolmees-w-d66,Wouter Koolmees,Koolmees,Wouter,"Koolmees, W. ",D66,Democrats 66,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8074_0.jpg?itok=zNHfM9il,1977-03-20,w.koolmees@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/koolmees-w-d66,,2012
ko%C5%9Fer-kaya-f-d66,Fatma Koşer Kaya,Koşer Kaya,Fatma,"Koşer Kaya, F. ",D66,Democrats 66,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7855.jpg?itok=bdPSi8bW,1968-02-20,f.koserkaya@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/ko%C5%9Fer-kaya-f-d66,http://www.fatmakoserkaya.nl,2012
krol-hcm-50plus,Henk C M Krol,Krol,Henk,"Krol, H.C.M. ",50PLUS,50PLUS,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8252_0.jpg?itok=5M84pid2,1950-04-01,h.krol@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/krol-hcm-50plus,,2012
kuiken-ah-pvda,Attje H Kuiken,Kuiken,Attje,"Kuiken, A.H. ",PvdA,Labour Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7884_0.jpg?itok=JB3n-IBa,1977-10-27,a.kuiken@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/kuiken-ah-pvda,,2012
kuzu-t-grk%C3%B6,Tunahan Kuzu,Kuzu,Tunahan,"Kuzu, T. ",GrKÖ,Group Kuzu/Öztürk,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8174_0.jpg?itok=6qFyHE8T,1981-06-05,t.kuzu@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/kuzu-t-grk%C3%B6,,2012
laar-rp-van-pvda,Roelof P van Laar,Laar,Roelof,"Laar, R.P. van",PvdA,Labour Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8292_0.jpg?itok=-S1zDTPm,1981-05-19,r.vlaar@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/laar-rp-van-pvda,http://www.roelofvanlaar.nl,2012
lange-la-de-vvd,Leendert A de Lange,Lange,Leendert,"Lange, L.A. de",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8320_0.jpg?itok=1Agd14fu,1972-11-13,l.dlange@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/lange-la-de-vvd,http://www.vvd.nl,2012
leenders-hjm-pvda,Henk J M Leenders,Leenders,Henk,"Leenders, H.J.M. ",PvdA,Labour Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8297_0.jpg?itok=qvkmRa44,1955-01-28,h.leenders@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/leenders-hjm-pvda,,2012
leijten-rm-sp,Renske M Leijten,Leijten,Renske,"Leijten, R.M. ",SP,Socialist Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7925_0.jpg?itok=6G-BFLbV,1979-03-17,r.leijten@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/leijten-rm-sp,,2012
linde-re-van-der-vvd,Roald E van der Linde,Linde,Roald,"Linde, R.E. van der",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8271_0.jpg?itok=s6BbDru8,1968-11-22,r.vdlinde@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/linde-re-van-der-vvd,,2012
lodders-wjh-vvd,Helma J H Lodders,Lodders,Helma,"Lodders, W.J.H. ",VVD,People's Party for Freedom and Democracy,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8056_0.jpg?itok=3RDZevm9,1968-06-21,h.lodders@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/lodders-wjh-vvd,http://www.helmalodders.nl,2012
lucas-aw-vvd,Anne-Wil W Lucas,Lucas,Anne-Wil,"Lucas, A.W. ",VVD,People's Party for Freedom and Democracy,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8057_0.jpg?itok=-RhQ_v6d,1975-01-10,a.lucas-smeerdijk@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/lucas-aw-vvd,http://www.startupnl.nl,2012
madlener-b-pvv,Barry Madlener,Madlener,Barry,"Madlener, B. ",PVV,Party for Freedom,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7887_0.jpg?itok=LWdWByIw,1969-01-06,b.madlener@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/madlener-b-pvv,,2012
maij-me-pvda,Marit E Maij,Maij,Marit,"Maij, M.E. ",PvdA,Labour Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8260_0.jpg?itok=2bpAsH_y,1972-01-16,m.maij@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/maij-me-pvda,,2012
marcouch-pvda,Ahmed Marcouch,Marcouch,Ahmed,"Marcouch, A. ",PvdA,Labour Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8022_0.jpg?itok=-bmvGotZ,1966-05-02,a.marcouch@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/marcouch-pvda,http://www.ahmedmarcouch.nl,2012
meenen-ph-van-d66,Paul H van Meenen,Meenen,Paul,"Meenen, P.H. van",D66,Democrats 66,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8161_0.jpg?itok=3mto2GpJ,1956-01-29,p.vmeenen@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/meenen-ph-van-d66,,2012
merkies-az-sp,Arnold Z Merkies,Merkies,Arnold,"Merkies, A.Z. ",SP,Socialist Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8223_0.jpg?itok=xku6f41i,1968-12-06,a.merkies@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/merkies-az-sp,,2012
miltenburg-van-vvd,Anouchka van Miltenburg,Miltenburg,Anouchka,"Miltenburg, A. van",VVD,People's Party for Freedom and Democracy,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7769_3.jpg?itok=Ka-93HHg,1967-04-20,A.vMiltenburg@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/miltenburg-van-vvd,,2012
mohandis-m-pvda,Mohammed Mohandis,Mohandis,Mohammed,"Mohandis, M. ",PvdA,Labour Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8246_0.jpg?itok=y3y-Ay2I,1985-06-28,m.mohandis@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/mohandis-m-pvda,,2012
monasch-js-pvda,Jacques S Monasch,Monasch,Jacques,"Monasch, J.S. ",PvdA,Labour Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8029_0.jpg?itok=Irdc90fU,1962-01-04,j.monasch@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/monasch-js-pvda,http://www.jacquesmonasch.nl,2012
moors-pjmj-vvd,Perjan J M J Moors,Moors,Perjan,"Moors, P.J.M.J. ",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8302_0.jpg?itok=yDZy2bss,1967-10-20,p.moors@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/moors-pjmj-vvd,http://www.perjanmoors.nl,2012
mulder-vvd,Anne Mulder,Mulder,Anne,"Mulder, A. ",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8052_0.jpg?itok=W4KS5gTo,1969-12-14,a.mulder@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/mulder-vvd,http://www.annemulder.nl,2012
mulder-ah-cda,Agnes H Mulder,Mulder,Agnes,"Mulder, A.H. ",CDA,CDA,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8206_0.jpg?itok=sqRpQGGv,1973-10-21,agnes.mulder@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/mulder-ah-cda,,2012
nepp%C3%A9rus-h-vvd,Helma Neppérus,Neppérus,Helma,"Neppérus, H. ",VVD,People's Party for Freedom and Democracy,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7909_0.jpg?itok=Kx69jAiN,1950-06-21,h.nepperus@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/nepp%C3%A9rus-h-vvd,http://www.helmanepperus.nl,2012
nijboer-h-pvda,Henk Nijboer,Nijboer,Henk,"Nijboer, H. ",PvdA,Labour Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8172_0.jpg?itok=-DmDuwzp,1983-03-31,h.nijboer@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/nijboer-h-pvda,,2012
nijkerken-de-haan-cna-vvd,Chantal N A Nijkerken-de Haan,Nijkerken-de Haan,Chantal,"Nijkerken-de Haan, C.N.A. ",VVD,People's Party for Freedom and Democracy,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8317_0.jpg?itok=QZ8DCe6r,1973-09-18,C.Nijkerken@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/nijkerken-de-haan-cna-vvd,,2012
nispen-m-van-sp,Michiel van Nispen,Nispen,Michiel,"Nispen, M. van",SP,Socialist Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8303_0.jpg?itok=zXuOeR7p,1982-10-14,m.vnispen@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/nispen-m-van-sp,http://www.sp.nl/michielvannispen,2012
omtzigt-ph-cda,Pieter H Omtzigt,Omtzigt,Pieter,"Omtzigt, P.H. ",CDA,CDA,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7824_0.jpg?itok=QcgJT0nZ,1974-01-08,pieter.omtzigt@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/omtzigt-ph-cda,http://www.cda.nl/omtzigt,2012
oosenbrug-rfa-pvda,Astrid F A Oosenbrug,Oosenbrug,Astrid,"Oosenbrug, R.F.A. ",PvdA,Labour Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8249_0.jpg?itok=Jquxzu5s,1968-07-06,a.oosenbrug@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/oosenbrug-rfa-pvda,,2012
oosten-f-van-vvd,Foort van Oosten,Oosten,Foort,"Oosten, F. van",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8186_0.jpg?itok=ZbnFCkri,1977-06-25,f.voosten@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/oosten-f-van-vvd,,2012
%C3%B6zt%C3%BCrk-s-grk%C3%B6,Selçuk Öztürk,Öztürk,Selçuk,"Öztürk, S. ",GrKÖ,Group Kuzu/Öztürk,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8261_0.jpg?itok=mMPgExeu,1972-04-08,s.ozturk@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/%C3%B6zt%C3%BCrk-s-grk%C3%B6,,2012
pechtold-d66,Alexander Pechtold,Pechtold,Alexander,"Pechtold, A. ",D66,Democrats 66,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7857_0.jpg?itok=CPIHBXVA,1965-12-16,a.pechtold@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/pechtold-d66,,2012
potters-sccm-vvd,Sjoerd C C M Potters,Potters,Sjoerd,"Potters, S.C.C.M. ",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8284_0.jpg?itok=mzvvU9lC,1974-02-14,s.potters@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/potters-sccm-vvd,,2012
raak-aagm-van-sp,Ronald A G M van Raak,Raak,Ronald,"Raak, A.A.G.M. van",SP,Socialist Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7906_0.jpg?itok=NZonWb4W,1969-10-30,rvraak@sp.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/raak-aagm-van-sp,,2012
recourt-j-pvda,Jeroen Recourt,Recourt,Jeroen,"Recourt, J. ",PvdA,Labour Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8025_0.jpg?itok=APk-lb4r,1970-07-04,j.recourt@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/recourt-j-pvda,,2012
roemer-egm-sp,Emile G M Roemer,Roemer,Emile,"Roemer, E.G.M. ",SP,Socialist Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7916_0.jpg?itok=D0YGDJ1C,1962-08-24,emileroemer@sp.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/roemer-egm-sp,,2012
rog-mrj-cda,Michel R J Rog,Rog,Michel,"Rog, M.R.J. ",CDA,CDA,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8204_0.jpg?itok=s6xszyis,1973-04-03,m.rog@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/rog-mrj-cda,,2012
ronnes-hag-cda,Erik A G Ronnes,Ronnes,Erik,"Ronnes, H.A.G. ",CDA,CDA,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8321.jpg?itok=v1thLEvA,1967-11-06,E.Ronnes@Tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/ronnes-hag-cda,http://www.erikronnes.nl,2012
roon-r-de-pvv,Raymond de Roon,Roon,Raymond,"Roon, R. de",PVV,Party for Freedom,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7888_2.jpg?itok=loJSVJ8y,1952-09-01,r.deroon@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/roon-r-de-pvv,,2012
rutte-acl-vvd,Arno C L Rutte,Rutte,Arno,"Rutte, A.C.L. ",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8188_0.jpg?itok=6jjO_rbS,1972-04-24,a.rutte@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/rutte-acl-vvd,,2012
samsom-dm-pvda,Diederik M Samsom,Samsom,Diederik,"Samsom, D.M. ",PvdA,Labour Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7779_0.jpg?itok=by8JmK-A,1971-07-10,D.Samsom@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/samsom-dm-pvda,http://www.diederiksamsom.pvda.nl,2012
schouten-cj-cu,Carola J Schouten,Schouten,Carola,"Schouten, C.J. ",CU,Christian Union,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8116_0.jpg?itok=iqAzcFys,1977-10-06,c.schouten@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/schouten-cj-cu,http://www.carolaschouten.nl,2012
schut-welkzijn-vvd,Anoushka Schut-Welkzijn,Schut-Welkzijn,Anoushka,"Schut-Welkzijn, A. ",VVD,People's Party for Freedom and Democracy,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8191_0.jpg?itok=KQoGATQQ,1969-02-06,a.schut@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/schut-welkzijn-vvd,,2012
segers-gjm-cu,Gert-Jan J M Segers,Segers,Gert-Jan,"Segers, G.J.M. ",CU,Christian Union,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8152_0.jpg?itok=xiT1-0Tp,1969-07-09,g.segers@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/segers-gjm-cu,,2012
servaes-m-pvda,Michiel Servaes,Servaes,Michiel,"Servaes, M. ",PvdA,Labour Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8173_0.jpg?itok=61plyP5a,1972-02-21,m.servaes@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/servaes-m-pvda,,2012
siderius-te-sp,Tjitske E Siderius,Siderius,Tjitske,"Siderius, T.E. ",SP,Socialist Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8225_0.jpg?itok=r6TFKPw_,1981-09-24,t.siderius@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/siderius-te-sp,,2012
sjoerdsma-sw-d66,Sjoerd W Sjoerdsma,Sjoerdsma,Sjoerd,"Sjoerdsma, S.W. ",D66,Democrats 66,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8163_0.jpg?itok=RRwiP7mh,1981-07-10,s.sjoerdsma@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/sjoerdsma-sw-d66,,2012
smaling-ema-sp,Eric M A Smaling,Smaling,Eric,"Smaling, E.M.A. ",SP,Socialist Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8293_0.jpg?itok=zseAiFyM,1957-08-18,e.smaling@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/smaling-ema-sp,,2012
staaij-cg-van-der-sgp,Kees G van der Staaij,Staaij,Kees,"Staaij, C.G. van der",SGP,Reformed Political Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/6373_0.jpg?itok=NRgrTBrm,1968-09-12,C.vdStaaij@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/staaij-cg-van-der-sgp,http://www.sgp.nl,2012
straus-kcj-vvd,Karin C J Straus,Straus,Karin,"Straus, K.C.J. ",VVD,People's Party for Freedom and Democracy,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8061_0.jpg?itok=A3ZnbQ7c,1971-04-06,k.straus@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/straus-kcj-vvd,http://www.karinstraus.vvd.nl,2012
swinkels-jcm-d66,Judith C M Swinkels,Swinkels,Judith,"Swinkels, J.C.M. ",D66,Democrats 66,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8342_0.jpg?itok=47wRcMzs,1961-06-04,j.swinkels@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/swinkels-jcm-d66,,2012
tanamal-gsia-pvda,Grace S I A Tanamal,Tanamal,Grace,"Tanamal, G.S.I.A. ",PvdA,Labour Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8275_0.jpg?itok=uQgAWztp,1957-01-10,g.tanamal@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/tanamal-gsia-pvda,,2012
taverne-j-vvd,Joost Taverne,Taverne,Joost,"Taverne, J. ",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8062_0.jpg?itok=qeyMhSKS,1971-09-22,joost.taverne@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/taverne-j-vvd,http://www.joosttaverne.nl,2012
teeven-f-vvd,Fred Teeven,Teeven,Fred,"Teeven, F. ",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7712_0.jpg?itok=vY4bWUe1,1958-08-05,secretariaat.teeven@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/teeven-f-vvd,,2012
tellegen-oc-vvd,Ockje C Tellegen,Tellegen,Ockje,"Tellegen, O.C. ",VVD,People's Party for Freedom and Democracy,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8185_0.jpg?itok=kUrn6mds,1974-10-16,Secretariaat.Tellegen@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/tellegen-oc-vvd,,2012
thieme-ml-pvdd,Marianne L Thieme,Thieme,Marianne,"Thieme, M.L. ",PvdD,Party for the Animals,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7929_0.jpg?itok=Sz85iSl-,1972-03-06,marianne.thieme@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/thieme-ml-pvdd,http://www.partijvoordedieren.nl,2012
tongeren-l-van-gl,Liesbeth van Tongeren,Tongeren,Liesbeth,"Tongeren, L. van",GL,Green Left,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8037_0.jpg?itok=AfYTLAp1,1958-03-31,l.vtongeren@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/tongeren-l-van-gl,http://www.liesbethvantongeren.nl,2012
toorenburg-mm-van-cda,Madeleine M van Toorenburg,Toorenburg,Madeleine,"Toorenburg, M.M. van",CDA,CDA,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7947_0.jpg?itok=5MfR2qwe,1968-05-10,m.vtoorenburg@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/toorenburg-mm-van-cda,,2012
ulenbelt-p-sp,Paul Ulenbelt,Ulenbelt,Paul,"Ulenbelt, P. ",SP,Socialist Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7920_0.jpg?itok=7cNpO37v,1952-04-01,p.ulenbelt@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/ulenbelt-p-sp,,2012
veen-ms-van-vvd,Michiel S van Veen,Veen,Michiel,"Veen, M.S. van",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8187_0.jpg?itok=9fN_IYw2,1971-03-20,Secretariaat.VanVeen@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/veen-ms-van-vvd,,2012
veldhoven-s-van-d66,Stientje van Veldhoven,Veldhoven,Stientje,"Veldhoven, S. van",D66,Democrats 66,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8073_0.jpg?itok=yY9mPQdJ,1973-06-22,s.vveldhoven@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/veldhoven-s-van-d66,,2012
veldman-hs-vvd,Hayke S Veldman,Veldman,Hayke,"Veldman, H.S. ",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8305_0.jpg?itok=eZuBTXgZ,1969-11-05,h.veldman@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/veldman-hs-vvd,,2012
verhoeven-k-d66,Kees Verhoeven,Verhoeven,Kees,"Verhoeven, K. ",D66,Democrats 66,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8075_0.jpg?itok=ihdyHDnX,1976-04-25,k.verhoeven@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/verhoeven-k-d66,http://www.kees-verhoeven.nl,2012
vermeij-ra-pvda,Roos A Vermeij,Vermeij,Roos,"Vermeij, R.A. ",PvdA,Labour Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7932_0.jpg?itok=hPlr4Xha,1968-03-28,r.vermeij@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vermeij-ra-pvda,,2012
vermue-jgp-pvda,Joyce G P Vermue,Vermue,Joyce,"Vermue, J.G.P. ",PvdA,Labour Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8329_0.jpg?itok=e-APAQ0m,1985-06-22,j.vermue@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vermue-jgp-pvda,,2012
visser-b-vvd,Barbara Visser,Visser,Barbara,"Visser, B. ",VVD,People's Party for Freedom and Democracy,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8180_0.jpg?itok=O-3inqxF,1977-08-16,b.visser@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/visser-b-vvd,,2012
vliet-ra-van-van-vliet,Roland A van Vliet,Vliet,Roland,"Vliet, R.A. van",Van Vliet,Van Vliet,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8091_1.jpg?itok=q_1ctQyX,1969-11-25,r.vvliet@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vliet-ra-van-van-vliet,,2012
volp-mjj-pvda,Marith J J Volp,Volp,Marith,"Volp, M.J.J. ",PvdA,Labour Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8295_0.jpg?itok=JLGYgYiZ,1972-10-02,m.volp@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/volp-mjj-pvda,https://twitter.com/marithvolp,2012
voordewind-js-cu,Joël S Voordewind,Voordewind,Joël,"Voordewind, J.S. ",CU,Christian Union,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7912_0.jpg?itok=Jv53ew7D,1965-07-09,j.voordewind@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/voordewind-js-cu,,2012
voortman-lgj-gl,Linda G J Voortman,Voortman,Linda,"Voortman, L.G.J. ",GL,Green Left,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8041_0.jpg?itok=CmCH7MQc,1979-06-27,l.voortman@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/voortman-lgj-gl,http://www.lindavoortman.nl,2012
vos-jc-pvda,Jan C Vos,Vos,Jan,"Vos, J.C. ",PvdA,Labour Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8250_0.jpg?itok=jpCCkh_7,1972-02-09,j.c.vos@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vos-jc-pvda,http://www.janvos.nl,2012
