id,name,family_name,given_name,sort_name,gender,img,dob,email,source
kooiman-cje-sp,Nine J E Kooiman,Kooiman,Nine,"Kooiman, C.J.E. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/20f66b6c-0174-4ac3-906d-7c9e320fc360.jpg?itok=M7irfSYt,1980-12-09,n.kooiman@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/kooiman-cje-sp
koolmees-w-d66,Wouter Koolmees,Koolmees,Wouter,"Koolmees, W. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/b6f068da-b6af-48d0-8a23-03d7b561bc90.jpg?itok=BV8LTy_c,1977-03-20,w.koolmees@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/koolmees-w-d66
krol-hcm-50plus,Henk C M Krol,Krol,Henk,"Krol, H.C.M. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/c22c333b-3dc9-465b-8baa-d42540a4e568.jpg?itok=x9HdSCxO,1950-04-01,h.krol@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/krol-hcm-50plus
kuiken-ah-pvda,Attje H Kuiken,Kuiken,Attje,"Kuiken, A.H. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/3b7c6625-4d25-4ac9-9a61-d57b2e54e369.jpg?itok=B1Cmn-4c,1977-10-27,a.kuiken@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/kuiken-ah-pvda
kuzu-t-grk%C3%B6,Tunahan Kuzu,Kuzu,Tunahan,"Kuzu, T. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/d9be2928-e430-4086-b699-ba066279729e.jpg?itok=Z_BZweWi,1981-06-05,t.kuzu@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/kuzu-t-grk%C3%B6
l-rpg-vvd,Remco P G l,l,Remco,"l, R.P.G. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8352_0.jpg?itok=zdoTZfyh,1971-06-06,r.bosma@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/l-rpg-vvd
laar-rp-van-pvda,Roelof P van Laar,Laar,Roelof,"Laar, R.P. van",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/c4b9f90f-efe7-4e1b-bd55-7e6dc3ca544c.jpg?itok=YK2fAWSY,1981-05-19,r.vlaar@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/laar-rp-van-pvda
lange-la-de-vvd,Leendert A de Lange,Lange,Leendert,"Lange, L.A. de",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/35a0ef6e-8942-48e6-8a5d-ecc2043e9dd4.jpg?itok=QcO86gmP,1972-11-13,l.dlange@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/lange-la-de-vvd
leenders-hjm-pvda,Henk J M Leenders,Leenders,Henk,"Leenders, H.J.M. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/80de0ee5-1d98-4cb0-a9a8-a29923d08d5d.jpg?itok=FRL8X_OY,1955-01-28,h.leenders@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/leenders-hjm-pvda
leijten-rm-sp,Renske M Leijten,Leijten,Renske,"Leijten, R.M. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/4da2edc0-bdba-4510-8be2-72d21a3c8c3f.jpg?itok=wUnw_FsP,1979-03-17,r.leijten@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/leijten-rm-sp
liefde-bc-de-vvd,Bart C de Liefde,Liefde,Bart,"Liefde, B.C. de",male,http://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8101_0.jpg?itok=KkAmO7ps,1976-09-18,bart.deliefde@tweedekamer.nl,http://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/liefde-bc-de-vvd
linde-re-van-der-vvd,Roald E van der Linde,Linde,Roald,"Linde, R.E. van der",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/c2555c9a-1f78-4742-8dbf-946ef9da206f.jpg?itok=O_MCD_fc,1968-11-22,r.vdlinde@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/linde-re-van-der-vvd
lodders-wjh-vvd,Helma J H Lodders,Lodders,Helma,"Lodders, W.J.H. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/bb76fad8-4c5a-4d37-9619-f9b2316816ab.jpg?itok=FGbmmLWb,1968-06-21,h.lodders@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/lodders-wjh-vvd
lucas-aw-vvd,Anne-Wil W Lucas,Lucas,Anne-Wil,"Lucas, A.W. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8057_0.jpg?itok=-RhQ_v6d,1975-01-10,a.lucas-smeerdijk@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/lucas-aw-vvd
madlener-b-pvv,Barry Madlener,Madlener,Barry,"Madlener, B. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/38cf4e77-a85e-4314-8a0b-37bec2d8a5c3.jpg?itok=113Arp99,1969-01-06,b.madlener@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/madlener-b-pvv
maij-me-pvda,Marit E Maij,Maij,Marit,"Maij, M.E. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/2c59813e-f1cc-420a-9df2-f5275d7fde8c.jpg?itok=h6rCL6M6,1972-01-16,m.maij@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/maij-me-pvda
marcouch-pvda,Ahmed Marcouch,Marcouch,Ahmed,"Marcouch, A. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/b7bebe59-7e3e-481e-94dd-98b8bbe5d6f6.jpg?itok=cyZOte-m,1966-05-02,a.marcouch@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/marcouch-pvda
meenen-ph-van-d66,Paul H van Meenen,Meenen,Paul,"Meenen, P.H. van",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/f108eba0-1ca8-46e1-b54f-7b96374b9340.jpg?itok=vOl5ck1j,1956-01-29,p.vmeenen@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/meenen-ph-van-d66
merkies-az-sp,Arnold Z Merkies,Merkies,Arnold,"Merkies, A.Z. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8c5bed8d-d4dc-4386-bd92-cc3cfa1fad47.jpg?itok=QViZS59e,1968-12-06,a.merkies@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/merkies-az-sp
miltenburg-van-vvd,Anouchka van Miltenburg,Miltenburg,Anouchka,"Miltenburg, A. van",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/76113d33-e3d5-4d4c-8333-afabd2fd3b30.jpg?itok=mF0kI3Qb,1967-04-20,G,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/miltenburg-van-vvd
mohandis-m-pvda,Mohammed Mohandis,Mohandis,Mohammed,"Mohandis, M. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/47bf52a5-e50d-47e2-82e0-3a3439293cbd.jpg?itok=Qb7UxwyY,1985-06-28,m.mohandis@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/mohandis-m-pvda
monasch-js-monasch,Jacques S Monasch,Monasch,Jacques,"Monasch, J.S. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/3574791a-b266-4ace-b2f9-6faf75cd5690.jpg?itok=vV88sVBb,1962-01-04,j.monasch@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/monasch-js-monasch
monasch-js-pvda,Jacques S Monasch,Monasch,Jacques,"Monasch, J.S. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8029_0.jpg?itok=Irdc90fU,1962-01-04,j.monasch@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/monasch-js-pvda
moors-pjmj-vvd,Perjan J M J Moors,Moors,Perjan,"Moors, P.J.M.J. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/0ec746bd-0eea-4d88-a5d9-142483ce2078.jpg?itok=SabTEVy0,1967-10-20,p.moors@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/moors-pjmj-vvd
mulder-ah-cda,Agnes H Mulder,Mulder,Agnes,"Mulder, A.H. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/548b239e-c0dd-4941-91e7-6b7d0517daf6.jpg?itok=u4xWvjml,1973-10-21,agnes.mulder@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/mulder-ah-cda
mulder-vvd,Anne Mulder,Mulder,Anne,"Mulder, A. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/beed1ee6-cabb-4c5e-928d-f33903904e33.jpg?itok=SdcI9H7z,1969-12-14,a.mulder@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/mulder-vvd
nepp%C3%A9rus-h-vvd,Helma Neppérus,Neppérus,Helma,"Neppérus, H. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/ca64006b-6bd0-449d-8aa9-0daeea3ec59b.jpg?itok=p2r3MJrt,1950-06-21,h.nepperus@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/nepp%C3%A9rus-h-vvd
nijboer-h-pvda,Henk Nijboer,Nijboer,Henk,"Nijboer, H. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/c1100984-1cf4-492a-b902-7b275636b384.jpg?itok=zI-ecn3G,1983-03-31,h.nijboer@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/nijboer-h-pvda
nijkerken-de-haan-cna-vvd,Chantal N A Nijkerken-de Haan,Nijkerken-de Haan,Chantal,"Nijkerken-de Haan, C.N.A. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/b39870ed-b54b-4d45-8d52-6eb0f44aed10.jpg?itok=V8VL1DdC,1973-09-18,C.Nijkerken@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/nijkerken-de-haan-cna-vvd
nispen-m-van-sp,Michiel van Nispen,Nispen,Michiel,"Nispen, M. van",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/13175df7-e7dc-435e-b2c2-172aa6cca389.jpg?itok=1bd9-T6Z,1982-10-14,m.vnispen@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/nispen-m-van-sp
omtzigt-ph-cda,Pieter H Omtzigt,Omtzigt,Pieter,"Omtzigt, P.H. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/25169bed-5c91-4e01-b56a-e90d922bbb33.jpg?itok=W6yDmMTq,1974-01-08,pieter.omtzigt@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/omtzigt-ph-cda
oosenbrug-rfa-pvda,Astrid F A Oosenbrug,Oosenbrug,Astrid,"Oosenbrug, R.F.A. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/cc6371ad-26bb-4cef-b03d-2204af4a856f.jpg?itok=Rc_P6qmm,1968-07-06,a.oosenbrug@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/oosenbrug-rfa-pvda
oosten-f-van-vvd,Foort van Oosten,Oosten,Foort,"Oosten, F. van",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/ec444d24-3292-43e0-821b-bf484e56ba40.jpg?itok=1ifZiu5x,1977-06-25,f.voosten@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/oosten-f-van-vvd
oskam-p-cda,Peter Oskam,Oskam,Peter,"Oskam, P. ",male,http://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8207_0.jpg?itok=ZeW_MtJk,1960-01-05,p.oskam@tweedekamer.nl,http://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/oskam-p-cda
ouwehand-e-pvdd,Esther Ouwehand,Ouwehand,Esther,"Ouwehand, E. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/b79ebcb9-9a37-49e1-9bea-c864aed07857.jpg?itok=e60ebbT6,1976-06-10,esther.ouwehand@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/ouwehand-e-pvdd
pechtold-d66,Alexander Pechtold,Pechtold,Alexander,"Pechtold, A. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/c960e342-5583-4f2f-8b4e-c6bdb9d513b5.jpg?itok=MoVfwzBh,1965-12-16,a.pechtold@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/pechtold-d66
potters-sccm-vvd,Sjoerd C C M Potters,Potters,Sjoerd,"Potters, S.C.C.M. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/0f9c828d-5ce1-4795-84a6-2ce4ddbe5890.jpg?itok=CBu1YUEs,1974-02-14,s.potters@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/potters-sccm-vvd
raak-aagm-van-sp,Ronald A G M van Raak,Raak,Ronald,"Raak, A.A.G.M. van",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/d57565a7-f768-4633-b6e7-e8f262e6f8d8.jpg?itok=w_Q4k0mD,1969-10-30,rvraak@sp.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/raak-aagm-van-sp
recourt-j-pvda,Jeroen Recourt,Recourt,Jeroen,"Recourt, J. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/86974a0a-de4e-4b80-a7a8-5e9f15157b14.jpg?itok=UcMXMssS,1970-07-04,j.recourt@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/recourt-j-pvda
ree-da-van-der-vvd,Daniël A van der Ree,Ree,Daniël,"Ree, D.A. van der",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/3eb079af-e1dc-4d87-9910-601957fa7bb2.jpg?itok=4932zPIr,1972-01-08,d.vdree@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/ree-da-van-der-vvd
roemer-egm-sp,Emile G M Roemer,Roemer,Emile,"Roemer, E.G.M. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/6a738da4-f3fb-4252-8220-ccf2faacf3c7.jpg?itok=Ees9Zv5S,1962-08-24,emileroemer@sp.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/roemer-egm-sp
rog-mrj-cda,Michel R J Rog,Rog,Michel,"Rog, M.R.J. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/80bc2c36-e436-45b1-84e8-c26e15ba9195.jpg?itok=7srrzzo0,1973-04-03,m.rog@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/rog-mrj-cda
ronnes-hag-cda,Erik A G Ronnes,Ronnes,Erik,"Ronnes, H.A.G. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/dd42e71d-70b4-45f4-8632-6bbae533c3bf.jpg?itok=xitnWkQl,1967-11-06,E.Ronnes@Tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/ronnes-hag-cda
roon-r-de-pvv,Raymond de Roon,Roon,Raymond,"Roon, R. de",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/b83cc1b1-107a-40ac-a495-4b654e42ded1.jpg?itok=tEYxm-nz,1952-09-01,r.deroon@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/roon-r-de-pvv
rutte-acl-vvd,Arno C L Rutte,Rutte,Arno,"Rutte, A.C.L. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/70245e27-de4e-4382-b8b0-821304936206.jpg?itok=SEy5IA6L,1972-04-24,a.rutte@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/rutte-acl-vvd
samsom-dm-pvda,Diederik M Samsom,Samsom,Diederik,"Samsom, D.M. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7779_0.jpg?itok=by8JmK-A,1971-07-10,D.Samsom@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/samsom-dm-pvda
schouten-cj-cu,Carola J Schouten,Schouten,Carola,"Schouten, C.J. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/93168805-2593-40c8-91df-b2db3c6a4d09.jpg?itok=9CMXF8iX,1977-10-06,c.schouten@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/schouten-cj-cu
schut-welkzijn-vvd,Anoushka Schut-Welkzijn,Schut-Welkzijn,Anoushka,"Schut-Welkzijn, A. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/4c26fc71-31b2-4881-90d6-ac9778cb91bc.jpg?itok=2Cl9BzKa,1969-02-06,a.schut@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/schut-welkzijn-vvd
segers-gjm-cu,Gert-Jan J M Segers,Segers,Gert-Jan,"Segers, G.J.M. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/e2f7e0e0-0be7-4a45-ad92-d2cfff7dd52d.jpg?itok=9GcJHbEm,1969-07-09,g.segers@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/segers-gjm-cu
servaes-m-pvda,Michiel Servaes,Servaes,Michiel,"Servaes, M. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/70494c6a-ac9f-46cd-ab0b-93d70fdee9aa.jpg?itok=iVMs6xY9,1972-02-21,m.servaes@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/servaes-m-pvda
siderius-te-sp,Tjitske E Siderius,Siderius,Tjitske,"Siderius, T.E. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/90254de4-1758-46e4-b0b6-62cd57f7f5db.jpg?itok=yEQ2ViPc,1981-09-24,t.siderius@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/siderius-te-sp
sjoerdsma-sw-d66,Sjoerd W Sjoerdsma,Sjoerdsma,Sjoerd,"Sjoerdsma, S.W. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/fd43d570-42ad-4ceb-ae73-729e25c67806.jpg?itok=9H5sXw8x,1981-07-10,s.sjoerdsma@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/sjoerdsma-sw-d66
slob-cu,Arie Slob,Slob,Arie,"Slob, A. ",male,http://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7767_0.jpg?itok=HjshrNJN,1961-11-16,A.Slob@tweedekamer.nl,http://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/slob-cu
smaling-ema-sp,Eric M A Smaling,Smaling,Eric,"Smaling, E.M.A. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/eb528d7d-4cc6-47eb-984d-0991ac56a33f.jpg?itok=xjqr1Y0E,1957-08-18,e.smaling@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/smaling-ema-sp
staaij-cg-van-der-sgp,Kees G van der Staaij,Staaij,Kees,"Staaij, C.G. van der",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/d313b18f-6c11-4584-842c-24bcca5c0300.jpg?itok=fyyiXs08,1968-09-12,C.vdStaaij@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/staaij-cg-van-der-sgp
straus-kcj-vvd,Karin C J Straus,Straus,Karin,"Straus, K.C.J. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/f20ba038-6691-473c-a030-f2b495f08131.jpg?itok=rU8YdDaL,1971-04-06,k.straus@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/straus-kcj-vvd
swinkels-jcm-d66,Judith C M Swinkels,Swinkels,Judith,"Swinkels, J.C.M. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/83f1adc8-253f-418b-af1a-3cb668e8dfae.jpg?itok=SKobVpb9,1961-06-04,j.swinkels@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/swinkels-jcm-d66
tanamal-gsia-pvda,Grace S I A Tanamal,Tanamal,Grace,"Tanamal, G.S.I.A. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/e61488e4-8108-4ab6-a35d-d3f0b380d7c1.jpg?itok=bHCLIdHh,1957-01-10,g.tanamal@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/tanamal-gsia-pvda
taverne-j-vvd,Joost Taverne,Taverne,Joost,"Taverne, J. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/cd829fcc-4d93-4361-b1d4-dbf2aa2a51ef.jpg?itok=yIg0Fzes,1971-09-22,joost.taverne@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/taverne-j-vvd
teeven-f-vvd,Fred Teeven,Teeven,Fred,"Teeven, F. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/ee8fd4ff-1cdb-49ea-8508-4eafbab61499.jpg?itok=_o6CLvdX,1958-08-05,secretariaat.teeven@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/teeven-f-vvd
tellegen-oc-vvd,Ockje C Tellegen,Tellegen,Ockje,"Tellegen, O.C. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/83144fc6-ea0f-46ee-b3a5-c68b9136b61d.jpg?itok=Z766pfx2,1974-10-16,Secretariaat.Tellegen@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/tellegen-oc-vvd
thieme-ml-pvdd,Marianne L Thieme,Thieme,Marianne,"Thieme, M.L. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/370072b7-e040-4d41-8553-45519eae8b82.jpg?itok=eo_X3uX-,1972-03-06,marianne.thieme@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/thieme-ml-pvdd
tongeren-l-van-gl,Liesbeth van Tongeren,Tongeren,Liesbeth,"Tongeren, L. van",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/0dd72025-d22b-404b-b892-06ffec573a56.jpg?itok=rJh4_vfi,1958-03-31,l.vtongeren@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/tongeren-l-van-gl
toorenburg-mm-van-cda,Madeleine M van Toorenburg,Toorenburg,Madeleine,"Toorenburg, M.M. van",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/ae2116cb-9e34-44b2-80f8-31b979fe62a9.jpg?itok=AyUYDnUD,1968-05-10,m.vtoorenburg@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/toorenburg-mm-van-cda
ulenbelt-p-sp,Paul Ulenbelt,Ulenbelt,Paul,"Ulenbelt, P. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/0f947c13-941f-4832-916c-84b5f69d16b1.jpg?itok=FclKjSeb,1952-04-01,p.ulenbelt@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/ulenbelt-p-sp
veen-ms-van-vvd,Michiel S van Veen,Veen,Michiel,"Veen, M.S. van",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8187_0.jpg?itok=9fN_IYw2,1971-03-20,Secretariaat.VanVeen@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/veen-ms-van-vvd
velde-r-van-der-pvda,Rien van der Velde,Velde,Rien,"Velde, R. van der",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/86f43caa-0e04-4d06-9925-fac297524f02.jpg?itok=Ca6OaOiJ,1957-02-21,r.vdvelde@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/velde-r-van-der-pvda
veldhoven-s-van-d66,Stientje van Veldhoven,Veldhoven,Stientje,"Veldhoven, S. van",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/b81369f3-9643-48d6-b792-2f9b4589357e.jpg?itok=9ws5z6B9,1973-06-22,s.vveldhoven@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/veldhoven-s-van-d66
veldman-hs-vvd,Hayke S Veldman,Veldman,Hayke,"Veldman, H.S. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/146f9202-69a6-49ec-827d-163214d13d16.jpg?itok=FcsQ0Zrt,1969-11-05,h.veldman@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/veldman-hs-vvd
verhoeven-k-d66,Kees Verhoeven,Verhoeven,Kees,"Verhoeven, K. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/f57250e5-9ae8-45a0-bee1-23c8d3e3676a.jpg?itok=itToj1hS,1976-04-25,k.verhoeven@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/verhoeven-k-d66
vermeij-ra-pvda,Roos A Vermeij,Vermeij,Roos,"Vermeij, R.A. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/37e8e513-4707-4d11-971f-65f4e39b8a86.jpg?itok=BAJc80Hs,1968-03-28,r.vermeij@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vermeij-ra-pvda
vermue-jgp-pvda,Joyce G P Vermue,Vermue,Joyce,"Vermue, J.G.P. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/2ccecfb5-83ca-4d58-b22c-cf3026aaae26.jpg?itok=52UruQ4a,1985-06-22,j.vermue@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vermue-jgp-pvda
visser-b-vvd,Barbara Visser,Visser,Barbara,"Visser, B. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/3226ce6b-ccad-4250-af45-4c423fb5a036.jpg?itok=tflZ3QgX,1977-08-16,b.visser@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/visser-b-vvd
vliet-ra-van-van-vliet,Roland A van Vliet,Vliet,Roland,"Vliet, R.A. van",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/b92ad9d4-3d07-49d3-9a34-8ff57382d456.jpg?itok=W4FeAjG3,1969-11-25,r.vvliet@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vliet-ra-van-van-vliet
