id,name,sort_name,family_name,given_name,party,party_id,phone,email,image,source,term,constituency
P236,María Cristina Villalba López,"Villalba López, María Cristina",Villalba López,María Cristina,ANR,ANR,414 - 4221,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P236.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=236,2013,Canindey
P237,Ramón Romero Roa,"Romero Roa, Ramón",Romero Roa,Ramón,ANR,ANR,414 - 4222,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P237.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=237,2013,Alto Paran
P238,Hércules Pedro Lorenzo Alliana Rodríguez,"Alliana Rodríguez, Hércules Pedro Lorenzo",Alliana Rodríguez,Hércules Pedro Lorenzo,ANR,ANR,414 - 4223,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P238.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=238,2013,eembuc
P239,Elio Cabral González,"Cabral González, Elio",Cabral González,Elio,ANR,ANR,414 - 4224,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P239.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=239,2013,Alto Paran
P240,Clemente Ramón Barrios Monges,"Barrios Monges, Clemente Ramón",Barrios Monges,Clemente Ramón,ANR,ANR,414 - 4225,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P240.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=240,2013,Paraguar
P241,Oscar Venancio Nuñez Gimenez,"Nuñez Gimenez, Oscar Venancio",Nuñez Gimenez,Oscar Venancio,ANR,ANR,414 - 4226,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P241.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=241,2013,Presidente Hayes
P242,Enrique Javier Pereira Thalmann,"Pereira Thalmann, Enrique Javier",Pereira Thalmann,Enrique Javier,ANR,ANR,414 - 4227,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P242.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=242,2013,Central
P243,Víctor Ríos Ojeda,"Ríos Ojeda, Víctor",Ríos Ojeda,Víctor,PLRA,PLRA,414 - 4228,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P243.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=243,2013,eembuc
P244,Tomás Fidelino Rivas Benítez,"Rivas Benítez, Tomás Fidelino",Rivas Benítez,Tomás Fidelino,ANR,ANR,414 - 4229,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P244.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=244,2013,Paraguar
P245,Salustiano Salinas Montanía,"Salinas Montanía, Salustiano",Salinas Montanía,Salustiano,PLRA,PLRA,414 - 4230,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P245.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=245,2013,Central
P246,María Nimia Carísimo Sosa,"Carísimo Sosa, María Nimia",Carísimo Sosa,María Nimia,PLRA,PLRA,414 - 4231,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P246.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=246,2013,Central
P247,Mirta Ramona Mendoza Díaz,"Mendoza Díaz, Mirta Ramona",Mendoza Díaz,Mirta Ramona,PLRA,PLRA,414 - 4232,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P247.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=247,2013,Concepcin
P248,Edgar Isaac Ortiz Riveros,"Ortiz Riveros, Edgar Isaac",Ortiz Riveros,Edgar Isaac,PLRA,PLRA,414 - 4233,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P248.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=248,2013,Itapa
P249,Horacio Victor Carísimo Ocampo,"Carísimo Ocampo, Horacio Victor",Carísimo Ocampo,Horacio Victor,PLRA,PLRA,414 - 4207,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P249.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=249,2013,Itapa
P250,Nazario Tomás Rojas Salvioni,"Rojas Salvioni, Nazario Tomás",Rojas Salvioni,Nazario Tomás,ANR,ANR,414 - 4171,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P250.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=250,2013,Cordillera
P251,Victor Oscar González Drakeford,"González Drakeford, Victor Oscar",González Drakeford,Victor Oscar,PLRA,PLRA,414 - 4172,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P251.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=251,2013,Alto Paran
P253,Walter Enrique Harms Céspedes,"Harms Céspedes, Walter Enrique",Harms Céspedes,Walter Enrique,ANR,ANR,414 - 4174,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P253.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=253,2013,Itapa
P254,Blanca Marina Vargas de Caballero,"Vargas de Caballero, Blanca Marina",Vargas de Caballero,Blanca Marina,ANR,ANR,414 - 4175,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P254.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=254,2013,Alto Paran
P255,Cornelius Sawatzky Sawatzky,"Sawatzky Sawatzky, Cornelius",Sawatzky Sawatzky,Cornelius,ANR,ANR,414 - 4176,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P255.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=255,2013,Boquern
P257,Olga Beatriz Ferreira de López,"Ferreira de López, Olga Beatriz",Ferreira de López,Olga Beatriz,IND,IND,414 - 4178,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P257.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=257,2013,Capital
P258,César Ariel Oviedo Verdún,"Oviedo Verdún, César Ariel",Oviedo Verdún,César Ariel,ANR,ANR,414 - 4179,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P258.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=258,2013,Central
P259,Agustín Amado Florentín Cabral,"Florentín Cabral, Agustín Amado",Florentín Cabral,Agustín Amado,PLRA,PLRA,414 - 4357 / 414 - 4397 /  414 - 4367,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P259.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=259,2013,Cordillera
P260,Oscar Luís Tuma Bogado,"Tuma Bogado, Oscar Luís",Tuma Bogado,Oscar Luís,ANR,ANR,414 - 4181,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P260.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=260,2013,Capital
P261,Miguel Angel Del Puerto Silva,"Del Puerto Silva, Miguel Angel",Del Puerto Silva,Miguel Angel,ANR,ANR,414 - 4182,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P261.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=261,2013,Caaguaz
P262,Juan Bartolomé Ramírez Brizuela,"Ramírez Brizuela, Juan Bartolomé",Ramírez Brizuela,Juan Bartolomé,PLRA,PLRA,414 - 4072,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P262.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=262,2013,Amambay
P263,Hugo Leandro Rubín Godoy,"Rubín Godoy, Hugo Leandro",Rubín Godoy,Hugo Leandro,PEN,PEN,414 - 4184,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P263.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=263,2013,Central
P264,Dionisio Oswaldo Amarilla Guirland,"Amarilla Guirland, Dionisio Oswaldo",Amarilla Guirland,Dionisio Oswaldo,PLRA,PLRA,414 - 4244,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P264.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=264,2013,Central
P266,Pedro Milciades Duré Arguello,"Duré Arguello, Pedro Milciades",Duré Arguello,Pedro Milciades,PLRA,PLRA,414 - 4066,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P266.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=266,2013,Cordillera
P267,Celso Kennedy Bogado,"Kennedy Bogado, Celso",Kennedy Bogado,Celso,PLRA,PLRA,414 - 4068,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P267.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=267,2013,Caaguaz
P268,Ricardo González Escobar,"González Escobar, Ricardo",González Escobar,Ricardo,PEN,PEN,414 - 4069,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P268.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=268,2013,Central
P269,Eusebio Alvarenga Martínez,"Alvarenga Martínez, Eusebio",Alvarenga Martínez,Eusebio,PLRA,PLRA,414 - 4070,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P269.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=269,2013,Guair
P270,Olimpio Rojas Villalba,"Rojas Villalba, Olimpio",Rojas Villalba,Olimpio,PLRA,PLRA,414 - 4071,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P270.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=270,2013,Caazap
P271,Edgar Acosta Alcaráz,"Acosta Alcaráz, Edgar",Acosta Alcaráz,Edgar,PLRA,PLRA,414 - 4183,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P271.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=271,2013,Central
