id,name__en,name__de,name__en_ca,name__en_gb,name__fr,name__lzh,name__yue,name__zh,name__zh_cn,name__zh_hk,name__zh_sg,name__zh_tw,name__nl,name,wikipedia__en,gender,occupation,birth_date,original_wikiname,name__pt,wikipedia__pt,death_date,name__es,name__hu,name__zh_mo,name__zh_hans,name__zh_hant,name__zh_my,given_name,facebook,wikipedia__commons,image,name__hak,name__nan,name__cy,wikipedia__de,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__freebase,name__id,name__vi,name__ms,name__nb,name__da,name__nn,name__sv,wikipedia__fr,wikipedia__id,wikipedia__ms,wikipedia__vi,wikipedia__zh_min_nan,wikipedia__zh,family_name,name__it,identifier__ISNI,identifier__SUDOC,identifier__FAST,wikipedia__no,twitter,name__ru,name__ta,name__ar,wikipedia__ta,identifier__Oxforddnb,identifier__snac,name__pl,name__qu,name__ko,name__he,name__oc,name__yo,name__lv,name__gl,name__ja,name__el,name__my,name__hi,name__eo,name__sr,name__tr,name__th,name__fi,name__uk,name__cs,name__io,name__fa,name__mr,name__ca,name__et,name__pt_br,name__tl,name__bn,name__be,name__ro,name__az,name__la,name__hy,name__eu,name__sco,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bn,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hy,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lv,wikipedia__mr,wikipedia__my,wikipedia__nl,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh_yue,identifier__IMDB,identifier__NNDB,instagram,identifier__CSPAN,name__pa,website,identifier__NTA,identifier__OLID,identifier__Britannica,identifier__BNF,name__ne,wikipedia__ne,wikipedia__pa,identifier__quora,name__nds,name__vmf,wikipedia__itwikiquote,name__jv,name__ml,name__ka,wikipedia__jv,wikipedia__ka,wikipedia__ml,name__bg,wikipedia__bg,electoral_district,identifier__Munzinger,identifier__NLAtrove,identifier__NLA,wikipedia__eu,name__km,wikipedia__km,identifier__NDL,identifier__NLI,name__is,name__mk,name__be_tarask,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__li,name__sh,name__sa,name__war,name__kk,name__ky,name__new,name__si,name__mg,name__bcl,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__sd,name__tt,name__vo,name__lb,name__lo,name__mn,name__te,name__gu,name__ast,name__kn,wikipedia__arwikiquote,wikipedia__ast,wikipedia__ba,wikipedia__bcl,wikipedia__be_x_old,wikipedia__cy,wikipedia__gu,wikipedia__hu,wikipedia__is,wikipedia__kk,wikipedia__kn,wikipedia__ky,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__mg,wikipedia__mk,wikipedia__mn,wikipedia__new,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__pnb,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sd,wikipedia__sh,wikipedia__te,wikipedia__thwikiquote,wikipedia__tt,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zhwikiquote,identifier__CANTIC,identifier__wikitree,identifier__kinopoisk
Q16195647,Liang Eng Hwa,Liang Eng Hwa,Liang Eng Hwa,Liang Eng Hwa,Liang Eng Hwa,連榮華,連榮華,连荣华,连荣华,連榮華,连荣华,連榮華,,Liang Eng Hwa,Liang Eng Hwa,male,,1964-03-20,Liang Eng Hwa,,,,,,,,,,,,,,Lièn Yùng-fà,Liân Êng-hôa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16197159,Penny Low,Penny Low,Penny Low,Penny Low,Penny Low,劉𨮒琳,劉𨮒琳,刘钅梦琳,刘钅梦琳,劉𨮒琳,刘钅梦琳,劉𨮒琳,,Penny Low,Penny Low,female,,1967,Penny Low,,,,,,,,,,Penny,,,,Liù Mung-lìm,Lâu Bōng-lîm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16204683,Josephine Teo,Josephine Teo,Josephine Teo,Josephine Teo,Josephine Teo,楊莉明,楊莉明,杨莉明,杨莉明,楊莉明,杨莉明,楊莉明,Josephine Teo,Josephine Teo,Josephine Teo,female,politician,1968-07-08,Josephine Teo,,,,,,,,楊莉明,,Josephine,,Category:Josephine Teo,https://upload.wikimedia.org/wikipedia/commons/b/bd/Josephine_Teo_September_2016_(29908295102).jpg,Yòng Li-mìn,Iûⁿ Lī-bêng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,楊莉明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16213804,Patrick Tay,Patrick Tay,Patrick Tay,Patrick Tay,Patrick Tay,鄭德源,鄭德源,郑德源,郑德源,鄭德源,郑德源,鄭德源,,Patrick Tay,Patrick Tay,male,,1971-12-01,Patrick Tay,,,,,,,,,,Patrick,,,,Chhang Tet-ngièn,Tēⁿ Tek-goân,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16214961,Low Yen Ling,Low Yen Ling,Low Yen Ling,Low Yen Ling,Low Yen Ling,劉燕玲,劉燕玲,刘燕玲,刘燕玲,劉燕玲,刘燕玲,劉燕玲,Low Yen Ling,Low Yen Ling,Low Yen Ling,female,politician,1974-08-17,Low Yen Ling,,,,,,,,,,,,,,Liù Yen-lìn,Lâu Iàn-lêng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16215002,Zaqy Mohamad,Zaqy Mohamad,Zaqy Mohamad,Zaqy Mohamad,Zaqy Mohamad,扎吉哈,扎吉哈,扎吉哈,扎吉哈,扎吉哈,扎吉哈,扎吉哈,Zaqy Mohamad,Zaqy Mohamad,Zaqy Mohamad,male,politician,1974-09-15,Zaqy Mohamad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16215442,Muhamad Faisal Manap,Muhamad Faisal Manap,Muhamad Faisal Manap,Muhamad Faisal Manap,Muhamad Faisal Manap,莫哈默·費沙,莫哈默·費沙,莫哈默·费沙,莫哈默·费沙,莫哈默·費沙,莫哈默·费沙,莫哈默·費沙,Muhamad Faisal Manap,Muhamad Faisal Manap,Muhamad Faisal Manap,male,politician,1975-06-06,Muhamad Faisal Manap,,,,,,,,,,,,,,,,,,,,,,,,Muhamad Faisal Manap,,,,,,,Muhamad Faisal Manap,,,,,Muhamad Faisal Manap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16215886,Desmond Lee,,Desmond Lee,Desmond Lee,Desmond Lee,李智陞,李智陞,李智陞,李智陞,李智陞,李智陞,李智陞,Desmond Lee,Desmond Lee,Desmond Lee (Singaporean politician),male,politician,1976-07-15,Desmond Lee (Singaporean politician),,,,,,,,,,Desmond,,,,Lí Chṳ-sṳ̂n,Lí Tì-seng,,,,,,,,,,,,,,,,,,,,Li,Desmond Li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16216181,Yaw Shin Leong,Yaw Shin Leong,,,Yaw Shin Leong,,,,,,,,Yaw Shin Leong,Yaw Shin Leong,Yaw Shin Leong,male,politician,1976-06-02,Yaw Shin Leong,,,,,,,,,,Yaw,,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Yaw_Shin_Leong_2011.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16221695,Alex Yam,Alex Yam,Alex Yam,Alex Yam,Alex Yam,任梓銘,任梓銘,任梓銘,任梓銘,任梓銘,任梓銘,任梓銘,,Alex Yam,Alex Yam,male,,1981-06-20,Alex Yam,,,,,,,,,,Alex,,,,Yim Chṳ́-mén,Jîm Chú-bêng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16730956,Janice Koh,Janice Koh,,,,,,,,,,,,Janice Koh,Janice Koh,female,actor,,Janice Koh,,,,,,,,,,Janice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16861473,Dixie Tan,Dixie Tan,,,Dixie Tan,,,,,,,,Dixie Tan,Dixie Tan,Dixie Tan,female,cardiologist,1935-11-06,,,,2014-04-23,,,,,,,,,,,,,Dixie Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16926847,Muhammad Faishal Ibrahim,Muhammad Faishal Ibrahim,Muhammad Faishal Ibrahim,Muhammad Faishal Ibrahim,Muhammad Faishal Ibrahim,費紹爾,費紹爾,费绍尔,费绍尔,費紹爾,费绍尔,費紹爾,Muhammad Faishal Ibrahim,Muhammad Faishal Ibrahim,Muhammad Faishal Ibrahim,male,politician,1968-06-16,Muhammad Faishal Ibrahim,,,,,,,,,,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad Faishal Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1697131,Lim Yew Hock,Lim Yew Hock,,,Lim Yew Hock,,,林有福,,林有福,,,Lim Yew Hock,Lim Yew Hock,Lim Yew Hock,male,politician,1914-10-15,,,,1984-11-30,Lim Yew Hock,Lim Yew Hock,,林有福,林有福,,,,,,,Lîm Iú-hok,,Lim Yew Hock,63073621,,n87876343,/m/060cgj,Lim Yew Hock,Lâm Hữu Phúc,,Lim Yew Hock,Lim Yew Hock,Lim Yew Hock,Lim Yew Hock,,Lim Yew Hock,,Lâm Hữu Phúc,Lîm Iú-hok,林有福,Lin,,,,202269,,,,,,,101093428,w65h7s9r,,,,,,,,,林有福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17152348,Zainal Sapari,Zainal Sapari,Zainal Sapari,Zainal Sapari,Zainal Sapari,再納,再納,再纳,再纳,再納,再纳,再納,Zainal Sapari,Zainal Sapari,Zainal Sapari,male,politician,1965-11-30,Zainal Sapari,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6d/Zainal_Sapari_Loyang_Bus_Depot_03.jpg,,,,,,,,,,,,,,,,,,,,,,,Zainal Sapari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17722375,Masagos Zulkifli,Masagos Zulkifli,,,Masagos Zulkifli,,,,马善高,,,,Masagos Zulkifli,Masagos Zulkifli,Masagos Zulkifli,male,politician,1963-04-16,Masagos Zulkifli,,,,,,,,馬善高,,,,Category:Masagos Zulkifli,"https://upload.wikimedia.org/wikipedia/commons/4/40/Masagos_Zulkifli_at_The_Pentagon,_USA_-_20061017.jpg",,,,,,,,,Masagos Zulkifli,,Masagos Zulkifli,,,,,,Masagos Zulkifli,Masagos Zulkifli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1812042,Lee Yi Shyan,Lee Yi Shyan,Lee Yi Shyan,Lee Yi Shyan,Lee Yi Shyan,李奕賢,李奕賢,李奕贤,李奕贤,李奕賢,李奕贤,李奕賢,Lee Yi Shyan,Lee Yi Shyan,Lee Yi Shyan,male,politician,1962-03-09,Lee Yi Shyan,,,,Lee Yi Shyan,Lee Yi Shyan,,,,,,,,,Lí Yi̍t-hièn,Lí E̍k-hiân,,Lee Yi Shyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18687930,Intan Azura Mokhtar,,Intan Azura Mokhtar,Intan Azura Mokhtar,Intan Azura Mokhtar,殷丹,殷丹,殷丹,殷丹,殷丹,殷丹,殷丹,Intan Azura Mokhtar,Intan Azura Mokhtar,Intan Azura Mokhtar,female,politician,1980-08-23,Intan Azura Mokhtar,,,,,,,,,,,IntanAzuraMokhtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1876076,Lui Tuck Yew,Lui Tuck Yew,Lui Tuck Yew,Lui Tuck Yew,Lui Tuck Yew,呂德耀,呂德耀,吕德耀,吕德耀,呂德耀,吕德耀,呂德耀,Lui Tuck Yew,Lui Tuck Yew,Lui Tuck Yew,male,politician,1961-08-16,Lui Tuck Yew,,,,Lui Tuck Yew,Lui Tuck Yew,,吕德耀,呂德耀,,,,Category:Lui Tuck Yew,"https://upload.wikimedia.org/wikipedia/commons/6/62/Lui_Tuck_Yew_giving_the_Partner_of_the_Year_award_to_Paul_Daff_of_Jetstar_Asia_at_the_Changi_Airline_Awards,_Singapore_-_20120510_(version_2).jpg",Lî Tet-yeu,Lū Tek-iāu,,Lui Tuck Yew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q189122,Hri Kumar Nair,Hri Kumar Nair,Hri Kumar Nair,Hri Kumar Nair,Hri Kumar Nair,哈里古瑪,哈里古瑪,哈里古玛,哈里古玛,哈里古瑪,哈里古玛,哈里古瑪,Hri Kumar Nair,Hri Kumar Nair,Hri Kumar Nair,male,politician,1966-06-16,Hri Kumar Nair,,,,,,,,,,,,,,,,,,,,,/m/0ff5zg,,,,,,,,,,,,,,,,,,,,,,அரி குமார் நாயர்,,அரி குமார் நாயர்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1984113,Ng Eng Hen,Ng Eng Hen,Ng Eng Hen,Ng Eng Hen,Ng Eng Hen,黃永宏,黃永宏,黄永宏,黄永宏,黃永宏,黄永宏,黃永宏,Ng Eng Hen,Ng Eng Hen,Ng Eng Hen,male,politician,1958-12-10,Ng Eng Hen,,,,Ng Eng Hen,Ng Eng Hen,,,,,,,Category:Ng Eng Hen,https://upload.wikimedia.org/wikipedia/commons/9/9e/Ng_Eng_Hen_at_the_Pentagon_-_20120404.jpg,Vòng Yún-fèn,N̂g Éng-hông,,Ng Eng Hen,286593786,,,,,,,,,,,,,,,,黄永宏,Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2077565,J. B. Jeyaretnam,Joshua Benjamin Jeyaretnam,,,Joshua Benjamin Jeyaretnam,,,約舒亞·本傑明·惹耶勒南,,,,,Joshua Benjamin Jeyaretnam,J. B. Jeyaretnam,J. B. Jeyaretnam,male,politician,1926-01-05,,,,2008-09-30,J. B. Jeyaretnam,J. B. Jeyaretnam,,,,,Joshua,,,https://upload.wikimedia.org/wikipedia/commons/1/13/JoshuaBenjaminJeyaretnam-Singapore-20051107.jpg,,,J. B. Jeyaretnam,Joshua Benjamin Jeyaretnam,9476037,129604631,no99025495,/m/01_q4m,Joshua Benjamin Jeyaretnam,,Joshua Benjamin Jeyaretnam,J. B. Jeyaretnam,J. B. Jeyaretnam,J. B. Jeyaretnam,J. B. Jeyaretnam,,Joshua Benjamin Jeyaretnam,Joshua Benjamin Jeyaretnam,,,約舒亞·本傑明·惹耶勒南,,,,,432028,,,,ஜோசுவா பெஞ்சமின் ஜெயரத்தினம்,,ஜோசுவா பெஞ்சமின் ஜெயரத்தினம்,,,,,,,,,,,ジョシュア・ベンジャミン・ジェヤレトナム,,,,Joshua Benjamin Jeyaretnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua Benjamin Jeyaretnam,,,,,,,,,,,,,,,,,,Joshua Benjamin Jeyaretnam,,,,,,,,,,,,,,,,,,,,,,,,,biography/J-B-Jeyaretnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20966075,Amrin Amin,,,,,,,安宁阿敏,,,,,Amrin Amin,Amrin Amin,Amrin Amin,male,politician,,Amrin Amin,,,,,,,,,,,amrin.page,,,,,,,,,,,,,,,,,,,,,,,安宁阿敏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20979710,Darryl David,,,,Darryl David,,,,,,,,Darryl David,Darryl David,Darryl David,male,politician,1971,Darryl David,,,,,,,,,,Darryl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Дэррил Дэвид,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20983254,Chee Hong Tat,,,,,,徐芳達,徐芳達,徐芳达,徐芳達,徐芳达,徐芳達,Chee Hong Tat,Chee Hong Tat,Chee Hong Tat,male,politician,1974,Chee Hong Tat,,,,,,徐芳達,徐芳达,徐芳達,徐芳达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20983255,Cheng Li Hui,,,,,,,,,,,,Cheng Li Hui,Cheng Li Hui,Cheng Li Hui,female,politician,,Cheng Li Hui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20983484,Leon Perera,,,,,,,貝理安,,,,,Leon Perera,Leon Perera,Leon Perera,male,politician,,Leon Perera,,,,,,,,,,Leon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20983840,Chia Yong Yong,,,,,,,,,,,,Chia Yong Yong,Chia Yong Yong,Chia Yong Yong,female,lawyer,,Chia Yong Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20983937,Tan Wu Meng,,,,,,,,,,,,Tan Wu Meng,Tan Wu Meng,Tan Wu Meng,male,politician,,Tan Wu Meng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
