id,name__ps,name__fr,name__en,name__de,name__ur,name__es,name__fa,name__nl,name__sd,name,wikipedia__de,wikipedia__en,wikipedia__fa,wikipedia__fr,wikipedia__ps,wikipedia__sd,wikipedia__ur,gender,birth_date,original_wikiname,given_name,wikipedia__enwikiquote,name__it,name__en_gb,identifier__VIAF,name__pnb,wikipedia__pnb,name__ru,name__ar,wikipedia__ar,wikipedia__ru,identifier__freebase,name__bn,name__gu,name__hi,name__id,name__ja,name__ka,name__kn,name__ko,name__ml,name__mr,name__ms,name__sv,name__ta,name__te,name__zh,name__nb,name__pa,name__bg,name__mzn,name__he,name__et,name__fi,name__da,name__tr,name__ne,wikipedia__bg,wikipedia__bn,wikipedia__commons,wikipedia__es,wikipedia__gu,wikipedia__he,wikipedia__hi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pa,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__zh,image,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__NPG,identifier__FAST,name__mg,wikipedia__mg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__yo,name__vi,name__sh,name__pt,name__th,name__ca,name__uk,name__nn,name__eu,name__lb,name__pam,name__sr,name__eo,name__el,name__io,name__ks,name__cs,name__en_ca,name__pt_br,name__sa,name__mai,name__be,wikipedia__be,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eowikinews,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__io,wikipedia__ks,wikipedia__lb,wikipedia__mai,wikipedia__nn,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__sa,wikipedia__sh,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,website,identifier__NNDB,facebook,name__az,wikipedia__az,name__oc,name__hu,last_seen,name__sco,wikipedia__sco,wikipedia__plwikiquote,twitter,occupation,name__cy,death_date,identifier__nyt_topic,name__la,wikipedia__la,identifier__quora,wikipedia__hif,name__hif,wikipedia__hr,name__hr,wikipedia__dty,name__dty,name__fo,name__kl,name__bar,name__gl,wikipedia__azb,wikipedia__bcl,wikipedia__fawikiquote,wikipedia__hy,wikipedia__cy,name__azb,name__bcl,name__hy,name__mk,family_name,wikipedia__br,name__be_tarask,name__br,name__lv,wikipedia__lv,wikipedia__uz,name__uz,identifier__Britannica,identifier__GTAA,identifier__OLID,identifier__NTA,wikipedia__wuu,name__wuu,name__tg,name__sl,name__ga,name__ast,wikipedia__ast,wikipedia__ga,wikipedia__gl,wikipedia__sl,identifier__BIBSYS,wikipedia__ckb,wikipedia__urwikiquote,wikipedia__bh,honorific_prefix,wikipedia__af,name__bho,name__af,name__ckb,wikipedia__ie,wikipedia__xmf,name__xmf,name__ie,wikipedia__sat,name__sat
Q18750148,,Abdul Qahar Khan Wadan,Abdul Qahar Khan Wadan,,,,,Abdul Qahar Khan Wadan,,Abdul Qahar Khan Wadan,,Abdul Qahar Khan Wadan,,,,,,male,,Abdul Qahar Khan Wadan,Abdul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdul Qahar Khan Wadan,,,,,,,,,,,,,,,,,,,,,
Q18750164,,Aliya Kamran,Aliya Kamran,,عالیہ کامران,,,Aliya Kamran,,Aliya Kamran,,Aliya Kamran,,,,,,female,,,Aliya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aliya Kamran,,,,,,,,,,,,,,,,,,,,,
Q18750287,,Jam Kamal Khan,Jam Kamal Khan,,جام کمال خان,,,Jam Kamal Khan,,Jam Kamal Khan,,Jam Kamal Khan,,Jam Kamal Khan,,,جام کمال خان,male,1972-01-01,Jam Kamal Khan,,,,,,جام کمال خان,جام کمال خان,,,,,,,,जाम कमाल ख़ान,,ジャル・カマル・ハーン,,,,,,,,,,,,,,,,,,,,,,,,,,,जाम कमाल ख़ान,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jam Kamal Khan,,,,,,,,,,,,,,,,,,,,,
Q18750310,,Khalid Hussain Magsi,Khalid Hussain Magsi,,خالد حسین مگسی,,,Khalid Hussain Magsi,,Khalid Hussain Magsi,,Khalid Hussain Magsi,,,,,,male,1960-02-02,Khalid Hussain Magsi,Khalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khalid Hussain Magsi,,,,,,,,,,,,,,,,,,,,,
Q18750313,,Kiran Haider,Kiran Haider,,,,,Kiran Haider,,Kiran Haider,,Kiran Haider,,,,,,female,,,Kiran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiran Haider,,,,,,,,,,,,,,,,,,,,,
Q18750351,,Maulana Ameer Zaman,Maulana Ameer Zaman,,,,,Maulana Ameer Zaman,,Maulana Ameer Zaman,,Ameer Zaman,,,,,,male,,Ameer Zaman,,,Maulana Ameer Zaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maulana Ameer Zaman,,,,,,,,,,,,,,,,,,,,,
Q18750352,,Maulana Muhammad Khan Sherani,Maulana Muhammad Khan Sherani,,محمد خان شیرانی,,,Maulana Muhammad Khan Sherani,,Maulana Muhammad Khan Sherani,,Muhammad Khan Sherani,,,,,محمد خان شیرانی,male,,Muhammad Khan Sherani,,,,Maulana Muhammad Khan Sherani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maulana Muhammad Khan Sherani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maulana Muhammad Khan Sherani,,,,,,,,,,,,,,,,,,,,,
Q18750357,,Mir Dostaan Khan Domki,Mir Dostaan Khan Domki,,,,,Mir Dostaan Khan Domki,,Mir Dostaan Khan Domki,,Mir Dostain Khan Domki,,,,,,male,1974-03-18,Mir Dostaan Khan Domki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mir Dostaan Khan Domki,,,,,,,,,,,,,,,,,,,,,
Q18750361,,Molana Qamar ud Din,Molana Qamar ud Din,,,,,Molana Qamar ud Din,,Molana Qamar ud Din,,Molana Qamar ud Din,,,,,,male,,Molana Qamar ud Din,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Molana Qamar ud Din,,,,,,,,,,,,,,,,,,,,,
Q18750362,,Moulvi Agha Muhammad,Moulvi Agha Muhammad,,,,,Moulvi Agha Muhammad,,Moulvi Agha Muhammad,,Moulvi Agha Muhammad,,,,,,male,1944-01-01,Moulvi Agha Muhammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moulvi Agha Muhammad,,,,,,,,,,,,,,,,,,,,,
Q18750368,,Naseema,Naseema,,,,,Naseema,,Naseema,,Naseema Hafeez Panezai,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naseema,,,,,,,,,,,,,,,,,,,,,
Q18750536,,Sardar Kamal Khan Bangulzai,Sardar Kamal Khan Bangulzai,,,,,Sardar Kamal Khan Bangulzai,,Sardar Kamal Khan Bangulzai,,Sardar Kamal Khan Bangulzai,,,,,,male,1972-12-13,Sardar Kamal Khan Bangulzai,Sardar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sardar Kamal Khan Bangulzai,,,,,,,,,,,,,,,,,,,,,
Q18750565,,Syed Essa Noori,Syed Essa Noori,,,,,Syed Essa Noori,,Syed Essa Noori,,Syed Essa Noori,,,,,,male,1953-01-01,Syed Essa Noori,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syed Essa Noori,,,,,,,,,,,,,,,,,,,,,
Q18763760,,Abdul Majeed Khan,Abdul Majeed Khan,,عبدالمجيد خان,,,Abdul Majeed Khan,,Abdul Majeed Khan,,Abdul Majeed Khan,,,,,عبدالمجید خان خانان خیل,male,1963-12-25,Abdul Majeed Khan,Abdul Majid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdul Majeed Khan,,,,,,,,,,,,,,,,,,,,,
Q18763766,,Abdul Rehman Khan Kanju,Abdul Rehman Khan Kanju,,عبدالرحمن خان کانجو,,,Abdul Rehman Khan Kanju,,Abdul Rehman Khan Kanju,,Abdul Rehman Khan Kanju,,,,,,male,1976-07-18,Abdul Rehman Khan Kanju,Abd al-Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdul Rehman Khan Kanju,,,,,,,,,,,,,,,,,,,,,
Q18763768,,Abdul Waseem,Abdul Waseem,,,,,Abdul Waseem,,Abdul Waseem,,Abdul Waseem,,,,,,male,1964-10-06,Abdul Waseem,Abdul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdul Waseem,,,,,,,,,,,,,,,,,,,,,
Q18763782,,Afzal Khokhar,Muhammad Afzal,,محمد افضل,,,Afzal Khokhar,,Muhammad Afzal,,Afzal Khokhar,,,,,,male,1974-04-06,Afzal Khokhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afzal Khokhar,,,,,,,,,,,,,,,,,,,,,
Q18763792,,Ahsan ur Rehman Mazari,Ehsan-ur-Rehman Mazari,,احسان الرحمان مزاری,,,Ahsan ur Rehman Mazari,,Ehsan-ur-Rehman Mazari,,Ehsan ur Rehman Mazari,,,,,,male,1981-08-14,Ahsan ur Rehman Mazari,,,Ahsan ur Rehman Mazari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahsan ur Rehman Mazari,,,,,,,,,,,,,,,,,,,,,
Q18763793,,Aisha Syed,Aisha Syed,,,,,Aisha Syed,,Aisha Syed,,Aisha Syed (politician),,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aisha Syed,,,,,,,,,,,,,,,,,,,,,
Q18763795,,Alam Dad Lalika,Alam Dad Lalaika,,عالم داد لالیکا,,عالم داد لالیکا,Alam Dad Lalika,,Alam Dad Lalaika,,Alam Dad Lalika,عالم داد لالیکا,,,,,male,1987-03-12,Alam Dad Lalika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alam Dad Lalika,,,,,,,,,,,,,,,,,,,,,
Q18763798,,Alhaj Shah Gee Gul Afridi,Alhaj Shah Gee Gul Afridi,,الحاج شاہ جی گل آفریدی,,,Alhaj Shah Gee Gul Afridi,,Alhaj Shah Gee Gul Afridi,,Shahjee Gul Afridi,,,,,الحاج شاہ جی گل آفریدی,male,1961-01-01,Alhaj Shah Gee Gul Afridi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alhaj Shah Gee Gul Afridi,,,,,,,,,,,,,,,,,,,,,
Q18763799,,Ali Gohar Mehr,Ali Gohar Khan Mahar,,علی گوہر خان مہر,,,Ali Gohar Mehr,,Ali Gohar Khan Mahar,,Ali Gohar Khan Mahar,,,,,,male,1968-09-01,Ali Gohar Mehr,Ali,,Ali Gohar Mehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Gohar Mehr,,,,,,,,,,,,,,,,,,,,,
Q18763800,,Ali Muhammad Khan,Ali Muhammad,,علی محمد,,,Ali Muhammad Khan,,Ali Muhammad,,Ali Muhammad Khan,,,,,علی محمد خان,male,1977-11-30,Ali Muhammad Khan,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali_MuhammadPTI,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Muhammad Khan,,,,,,,,,,,,,,,,,,,,,
Q18763802,,Alizeh Iqbal Haider,Alizeh Iqbal Haider,,,,,Alizeh Iqbal Haider,,Alizeh Iqbal Haider,,Alizeh Iqbal Haider,,,,,,female,1977-04-22,Alizeh Iqbal Haider,,,Alizeh Iqbal Haider,,,,,,,,,/m/012mh8m1,,,,,,,,,അലിസെഹ് ഇഖ്‍ബാല്‍ ഹൈദര്‍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barrister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alizeh Iqbal Haider,,,,,,,,,,,,,,,,,,,,,
Q18763808,,Amirullah Marwat,Amirullah Marwat,,امیر اللہ مروت,,,Amirullah Marwat,,Amirullah Marwat,,Amirullah Marwat,,,,,امیر اللہ مروت,male,,Amirullah Marwat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amirullah Marwat,,,,,,,,,,,,,,,,,,,,,
Q18763809,,Amjad Ali Khan,Amjad Ali Khan,,امجد علی خان,,,Amjad Ali Khan,,Amjad Ali Khan,,Amjad Ali Khan (politician),,,,,,male,1972-10-08,Amjad Ali Khan (politician),Amjad,,,,,,,,,,,,আমজাদ আলি খান,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Amjad_Ali_Khan_PTI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amjad Ali Khan,,,,,,,,,,,,,,,,,,,,,
Q18763810,,Ammara Khan,Ammara Khan,,,,,Ammara Khan,,Ammara Khan,,Ammara Khan,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ammara Khan,,,,,,,,,,,,,,,,,,,,,
Q18763819,,Aqibullah,Aqibullah Khan,,عاقب اللہ خان,,,Aqibullah,,Aqibullah Khan,,Aqibullah Khan,,,,,عاقب اللہ,male,,Aqibullah,,,Aqibullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aqibullah,,,,,,,,,,,,,,,,,,,,,
Q18763822,,Arifa Khalid Pervaiz,Arifa Khalid Pervaiz,,,,,Arifa Khalid Pervaiz,,Arifa Khalid Pervaiz,,Arifa Khalid Pervaiz,,,,,,female,,,Arifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arifa Khalid Pervaiz,,,,,,,,,,,,,,,,,,,,,
Q18763823,,Armaghan Subhani,Chaudhry Armghan Subhani,,چودھری ارمغان سبحانی,,,Armaghan Subhani,,Chaudhry Armghan Subhani,,Armaghan Subhani,,,,,,male,1942-07-06,Armaghan Subhani,,,Armaghan Subhani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armaghan Subhani,,,,,,,,,,,,,,,,,,,,,
Q18763828,,Asad Sikandar,Malik Asad Sikander,,ملک اسد سکندر,,اسد سکندر,Asad Sikandar,,Malik Asad Sikander,,Asad Sikandar,,,,,,male,1969-01-01,Asad Sikandar,,,,,,,,Асад Сикандар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Асад Сикандар,Asad Sikandar,,,,,,,,,,,,,,,,,,,,,
Q18763829,,Asad Ur Rehman,Asad Ur Rehman,,,,,Asad Ur Rehman,,Asad Ur Rehman,,Asad Ur Rehman,,,,,,male,1942-09-02,Asad Ur Rehman,,,Asad Ur Rehman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asad Ur Rehman,,,,,,,,,,,,,,,,,,,,,
Q18763830,,Asghar Ali Shah,Asghar Ali Shah,,,,,Asghar Ali Shah,,Asghar Ali Shah,,Asghar Ali Shah (politician),,,,,,male,1938-08-29,Asghar Ali Shah (politician),,,Asghar Ali Shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asghar Ali Shah,,,,,,,,,,,,,,,,,,,,,
Q18763831,,Ashiq Husain Khan,Ashiq Husain Khan,,,,,Ashiq Husain Khan,,Ashiq Husain Khan,,Ashiq Husain Khan,,,,,,male,1984-08-27,Ashiq Husain Khan,Ashiq,,,,,,,,,,,,আশিক হুসাইন খান,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashiq Husain Khan,,,,,,,,,,,,,,,,,,,,,
Q18763833,,Aslam Bodla,Aslam Bodla,,,,,Aslam Bodla,,Aslam Bodla,,Aslam Bodla,,,,,,male,1952-03-15,Aslam Bodla,Aslam,,Aslam Bodla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aslam Bodla,,,,,,,,,,,,,,,,,,,,,
Q18763834,,Asma Mamdot,Asma Mamdot,,,,,Asma Mamdot,,Asma Mamdot,,Asma Mamdot,,,,,,female,,,Asma,,Asma Mamdot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asma Mamdot,,,,,,,,,,,,,,,,,,,,,
Q18763836,,Asyia Naz Tanoli,Asyia Naz Tanoli,,,,,Asyia Naz Tanoli,,Asyia Naz Tanoli,,Asyia Naz Tanoli,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asyia Naz Tanoli,,,,,,,,,,,,,,,,,,,,,
