id,name,email,image,birth_date,birth_place,website,identifier__kuvendi
9814,Vangjel Tavo,vangjel.tavo@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Vangjel-Tavo-LSI.jpg,1969-12-17,Gjirokastër,https://www.parlament.al/deputet/vangjel-tavo/,9814
9816,Fatmir Toçi,fatmir.toci@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Fatmir-Toci-PS.jpg,1958-04-24,24. 04. 1958Vendlindja: Tiranë,https://www.parlament.al/deputet/fatmir-toci/,9816
9818,Jozefina Topalli,jozefina.topalli@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Jozefina-Topalli-PD.jpg,"",Shkodër,https://www.parlament.al/deputet/jozefina-topalli-coba/,9818
9820,Shkëlqim Troplini,shkelqim.troplini@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2016/01/Shkelqim-Troplini-PS.jpg,1966-10-01,"",https://www.parlament.al/deputet/shkelqim-troplini-2/,9820
9822,Musa Ulqini,musa.ulqini@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Musa-Ulqini-PS.jpg,1959-05-21,Shkodër,https://www.parlament.al/deputet/musa-ulqini/,9822
9824,Petrit Vasili,petrit.vasili@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Petrit-Vasili-LSI-1.jpg,1958-06-04,Tiranë,https://www.parlament.al/deputet/petrit-vasili/,9824
9826,Astrit Veliaj,astrit.veliaj@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Astrit-Veliaj-PR.jpg,1958-04-08,08.04.1958Vendlindja: Tiranë,https://www.parlament.al/deputet/astrit-veliaj/,9826
9827,Albana Vokshi,albana.vokshi@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Albana-Vokshi-PD.jpg,1971-02-24,"",https://www.parlament.al/deputet/albana-vokshi-2/,9827
9829,Olta Xhaçka,olta.xhacka@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Olta-Xhacka-PS.jpg,1979-12-25,Tiranë,https://www.parlament.al/deputet/olta-xhacka/,9829
9831,Fatmir Xhafaj,fatmir.xhafaj@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Fatmir-Xhafaj-PS.jpg,1959-05-17,17.5.1959 Vendlindja:,https://www.parlament.al/deputet/fatmir-xhafaj/,9831
9833,Ilir Xhakolli,ilir.xhakolli@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Ilir-Xhakolli-PS.jpg,1962-09-25,Pogradec,https://www.parlament.al/deputet/ilir-xhakolli/,9833
9838,Alban Zeneli,alban.zeneli@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Alban-Zeneli-PD.jpg,1969-05-04,04.05.1969 Vendlindja: Kukës,https://www.parlament.al/deputet/alban-zeneli/,9838
9840,Antoneta Dhima,antoneta.dhima@parlament.al,https://www.parlament.al/wp-content/uploads/2016/01/Antoneta-Dhima-PS.jpg,1970-12-05,05. 12. 1970 Vendlindja: Fier,https://www.parlament.al/deputet/antoneta-dhima-2/,9840
9841,Asllan Dogjani,asllan.dogjani@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Asllan-Dogjani-PD.jpg,1967-11-15,15.11.1967 Vendlindja: Kukës,https://www.parlament.al/deputet/asllan-dogjani/,9841
9842,Flamur Noka,flamur.noka@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Flamur-Noka-PD.jpg,1971-03-03,03.03.1971. Vendlindja: Kukës,https://www.parlament.al/deputet/flamur-noka/,9842
9843,Ilirjan Pendavinji,ilirjan.pendavinji@parlament.al,https://www.parlament.al/wp-content/uploads/sites/4/2015/12/Ilirian-Pendavinji-PS.jpg,1971-05-16,"",https://www.parlament.al/deputet/ilirjan-pendavinji/,9843
9845,Dashamir Shehi,dashamir.shehi@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Dashamir-Shehi-PD.jpg,1957-10-28,28.10.1957 Vendlindja: Tiranë,https://www.parlament.al/deputet/dashamir-shehi/,9845
9846,Fidel Ylli,fidel.ylli@parlament.al,https://www.parlament.al/wp-content/uploads/2015/12/Fidel-Ylli-PS-1.jpg,1962-09-01,"",https://www.parlament.al/deputet/ylli-fidel/,9846
