id,name,sort_name,given_name,family_name,party,party_id,area,start_date,end_date,email,twitter,term,source
197,Lourdes Ciuró,"Ciuró i Buldó, Lourdes",Lourdes,Ciuró i Buldó,CiU,9,Barcelona,2011-12-01,,lourdes.ciuro@congreso.es,https://twitter.com/lciuro,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D197&idLegislatura=10
245,Pedro María Azpiazu,"Azpiazu Uriarte, Pedro María",Pedro María,Azpiazu Uriarte,EAJ-PNV,11,Bizkaia,2011-12-02,,pedro.azpiazu@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D245&idLegislatura=10
334,Odón Elorza,"Elorza González, Odón",Odón,Elorza González,PSOE,5,Gipuzkoa,2011-12-09,,odon.elorza@congreso.es,https://twitter.com/odonelorza2011,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D334&idLegislatura=10
149,Leopoldo Barreda,"Barreda de los Ríos, Leopoldo",Leopoldo,Barreda de los Ríos,PP,1,Bizkaia,2011-11-30,,leopoldo.barreda@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D149&idLegislatura=10
76,Alfonso Guerra,"Guerra González, Alfonso",Alfonso,Guerra González,PSOE,5,Sevilla,2011-11-29,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D76&idLegislatura=10
22,Arturo García-Tizón,"García-Tizón López, Arturo",Arturo,García-Tizón López,PP,1,Toledo,2011-11-28,,a.gtizon@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D22&idLegislatura=10
319,Feliu-Joan Guillaumes,"Guillaumes i Ràfols, Feliu-Joan",Feliu-Joan,Guillaumes i Ràfols,CiU,9,Barcelona,2011-12-07,,feliujoan.guillaumes@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D319&idLegislatura=10
329,Ciprià Císcar,"Císcar Casabán, Ciprià",Ciprià,Císcar Casabán,PSOE,5,Valencia,2011-12-09,,cipria.ciscar@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D329&idLegislatura=10
86,Mª Concepción Bravo,"Bravo Ibáñez, Mª Concepción",Mª Concepción,Bravo Ibáñez,PP,1,La Rioja,2011-11-29,,"",https://twitter.com/ConchaBravo,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D86&idLegislatura=10
298,Eduardo Fernández,"Fernández García, Eduardo",Eduardo,Fernández García,PP,1,León,2011-12-05,,eduardo.fgarcia@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D298&idLegislatura=10
92,Federico Buyolo,"Buyolo García, Federico",Federico,Buyolo García,PSOE,5,Alicante,2011-11-29,,federico.buyolo@congreso.es,https://twitter.com/fbuyolo,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D92&idLegislatura=10
244,Aitor Esteban,"Esteban Bravo, Aitor",Aitor,Esteban Bravo,EAJ-PNV,11,Bizkaia,2011-12-02,,"",https://twitter.com/AITOR_ESTEBAN,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D244&idLegislatura=10
297,Mª Ángeles Esteller,"Esteller Ruedas, Mª Ángeles",Mª Ángeles,Esteller Ruedas,PP,1,Barcelona,2011-12-05,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D297&idLegislatura=10
236,Margarita del Carmen del Cid,"Cid Muñoz, Margarita del Carmen del",Margarita del Carmen del,Cid Muñoz,PP,1,Málaga,2011-12-02,,margarita.cid@congreso.es,https://twitter.com/margadcm,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D236&idLegislatura=10
296,Alfred Bosch,"Bosch i Pascual, Alfred",Alfred,Bosch i Pascual,ERC-RI.cat,12,Barcelona,2011-12-05,,alfred.bosch@congreso.es,https://twitter.com/AlfredBosch,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D296&idLegislatura=10
209,Pablo García,"García Pérez, Pablo",Pablo,García Pérez,PP,1,Granada,2011-12-01,,pablo.garcia@congreso.es,https://twitter.com/Tignari,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D209&idLegislatura=10
220,Antonio Hernando,"Hernando Vera, Antonio",Antonio,Hernando Vera,PSOE,5,Madrid,2011-12-01,,antonio.hernando@congreso.es,https://twitter.com/AHernandoVera,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D220&idLegislatura=10
281,Silvia Heredia,"Heredia Martín, Silvia",Silvia,Heredia Martín,PP,1,Sevilla,2011-12-05,,silvia.heredia@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D281&idLegislatura=10
235,Carolina España,"España Reina, Carolina",Carolina,España Reina,PP,1,Málaga,2011-12-02,,carolina.espana@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D235&idLegislatura=10
142,Guillem García,"García Gasulla, Guillem",Guillem,García Gasulla,PSOE,5,Illes Balears,2011-11-30,,guillem.garcia@congreso.es,http://twitter.com/ggarciagasulla,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D142&idLegislatura=10
5,Juan Carlos Grau,"Grau Reinés, Juan Carlos",Juan Carlos,Grau Reinés,PP,1,Illes Balears,2011-11-28,,"",http://twitter.com/GrauRei,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D5&idLegislatura=10
37,Miguel Ángel Heredia,"Heredia Díaz, Miguel Ángel",Miguel Ángel,Heredia Díaz,PSOE,5,Málaga,2011-11-29,,miguel.heredia@congreso.es,https://twitter.com/maherediadiaz,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D37&idLegislatura=10
15,Beatriz Marta Escudero,"Escudero Berzal, Beatriz Marta",Beatriz Marta,Escudero Berzal,PP,1,Segovia,2011-11-28,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D15&idLegislatura=10
287,Susana Camarero,"Camarero Benítez, Susana",Susana,Camarero Benítez,PP,1,Valencia,2011-12-05,2014-03-10,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=287
291,Mª Olaia Fernández,"Fernández Davila, Mª Olaia",Mª Olaia,Fernández Davila,BNG,15,Pontevedra,2011-12-05,,"",https://twitter.com/OlaiaFdezDavila,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D291&idLegislatura=10
279,Alejandro Fernández,"Fernández Álvarez, Alejandro",Alejandro,Fernández Álvarez,PP,1,Tarragona,2011-12-05,,alejandro@pptarragona.com,https://twitter.com/alejandroTGN,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D279&idLegislatura=10
46,Maravillas Concepción Falcón,"Falcón Dacal, Maravillas Concepción",Maravillas Concepción,Falcón Dacal,PP,1,Albacete,2011-11-29,,maravillas.falcon@congreso.es,http://twitter.com/MaraFalconPP,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D46&idLegislatura=10
6,Enrique Fajarnés,"Fajarnés Ribas, Enrique",Enrique,Fajarnés Ribas,PP,1,Illes Balears,2011-11-28,,efajarnes@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D6&idLegislatura=10
157,Miguel Ángel Cortizo,"Cortizo Nieto, Miguel Ángel",Miguel Ángel,Cortizo Nieto,PSOE,5,A Coruña,2011-11-30,,miguel.cortizo@congreso.es,https://twitter.com/miguelcortizodp,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D157&idLegislatura=10
177,Miguel Ángel Cortés,"Cortés Martín, Miguel Ángel",Miguel Ángel,Cortés Martín,PP,1,Valladolid,2011-12-01,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D177&idLegislatura=10
270,Tomás Burgos,"Burgos Gallego, Tomás",Tomás,Burgos Gallego,PP,1,Valladolid,2011-12-05,2012-01-09,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=270
79,Jesús Caldera,"Caldera Sánchez-Capitán, Jesús",Jesús,Caldera Sánchez-Capitán,PSOE,5,Salamanca,2011-11-29,,jesus.caldera@congreso.es,https://twitter.com/jcalderac,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D79&idLegislatura=10
8,Jesús Caicedo,"Caicedo Bernabé, Jesús",Jesús,Caicedo Bernabé,PP,1,Almería,2011-11-28,,jesus.caicedo@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D8&idLegislatura=10
176,Francisco Domingo Cabrera,"Cabrera García, Francisco Domingo",Francisco Domingo,Cabrera García,PP,1,Las Palmas,2011-12-01,,"",https://twitter.com/Francisco_DCG,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D176&idLegislatura=10
262,Carlos Javier Floriano,"Floriano Corrales, Carlos Javier",Carlos Javier,Floriano Corrales,PP-EU,4,Cáceres,2011-12-05,,carlos.floriano@congreso.es,https://twitter.com/c_floriano,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D262&idLegislatura=10
60,Víctor María Calvo-Sotelo,"Calvo-Sotelo Ibáñez-Martín, Víctor María",Víctor María,Calvo-Sotelo Ibáñez-Martín,PP,1,Zamora,2011-11-29,2012-01-05,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=60
360,Teodoro García,"García Egea, Teodoro",Teodoro,García Egea,PP,1,Murcia,2012-01-10,,teodoro.garcia@congreso.es,https://twitter.com/teogarciaegea,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D360&idLegislatura=10
167,Joaquín María García,"García Díez, Joaquín María",Joaquín María,García Díez,PP,1,Lugo,2011-12-01,,joaquingd@congreso.es,https://twitter.com/Quin1954,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D167&idLegislatura=10
151,Arsenio Fernández,"Fernández de Mesa Díaz del Río, Arsenio",Arsenio,Fernández de Mesa Díaz del Río,PP,1,A Coruña,2011-11-30,2012-01-02,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=151
105,Federico Cabello,"Cabello de Alba Hernández, Federico",Federico,Cabello de Alba Hernández,PP,1,Córdoba,2011-11-30,,federico.cabello@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D105&idLegislatura=10
136,Pilar Grande,"Grande Pesquero, Pilar",Pilar,Grande Pesquero,PSOE,5,Las Palmas,2011-11-30,,"",https://twitter.com/Pilarcanarias,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D136&idLegislatura=10
132,Sebastián Franquis,"Franquis Vera, Sebastián",Sebastián,Franquis Vera,PSOE,5,Las Palmas,2011-11-30,,sebastian.franquis@congreso.es,https://twitter.com/chanofranquis,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D132&idLegislatura=10
10,María Ascensión Figueres,"Figueres Górriz, María Ascensión",María Ascensión,Figueres Górriz,PP,1,Castellón,2011-11-28,,ascension.figueres@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D10&idLegislatura=10
74,María del Carmen Álvarez-Arenas,"Álvarez-Arenas Cisneros, María del Carmen",María del Carmen,Álvarez-Arenas Cisneros,PP,1,Madrid,2011-11-29,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D74&idLegislatura=10
271,Uxue Barkos,"Barkos Berruezo, Uxue",Uxue,Barkos Berruezo,GB,8,Navarra,2011-12-05,,uxue.barkos@congreso.es,https://twitter.com/uxuebarkos,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D271&idLegislatura=10
217,José Luis Ayllón,"Ayllón Manso, José Luis",José Luis,Ayllón Manso,PP,1,Barcelona,2011-12-01,,"",https://twitter.com/jlayllon,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D217&idLegislatura=10
189,Pilar Cortés,"Cortés Bureta, Pilar",Pilar,Cortés Bureta,PP-PAR,14,Zaragoza,2011-12-01,,pilar.cortes@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D189&idLegislatura=10
277,Vicente Ferrer,"Ferrer Roselló, Vicente",Vicente,Ferrer Roselló,PP,1,Valencia,2011-12-05,,vicente.ferrer@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D277&idLegislatura=10
226,Enrique Álvarez,"Álvarez Sostres, Enrique",Enrique,Álvarez Sostres,FORO,6,Asturias,2011-12-02,,enrique.sostres@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D226&idLegislatura=10
145,Rosa Aguilar,"Aguilar Rivero, Rosa",Rosa,Aguilar Rivero,PSOE,5,Córdoba,2011-11-30,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D145&idLegislatura=10
9,Andrea Fabra,"Fabra Fernández, Andrea",Andrea,Fabra Fernández,PP,1,Castellón,2011-11-28,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D9&idLegislatura=10
65,Juan Luis Gordo,"Gordo Pérez, Juan Luis",Juan Luis,Gordo Pérez,PSOE,5,Segovia,2011-11-29,,juanluisgordo@congreso.es,https://twitter.com/juanluisgordo,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D65&idLegislatura=10
308,Jaime García-Legaz,"García-Legaz Ponce, Jaime",Jaime,García-Legaz Ponce,PP,1,Murcia,2011-12-07,2012-01-09,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=308
312,Cayetana Álvarez,"Álvarez de Toledo Peralta Ramos, Cayetana",Cayetana,Álvarez de Toledo Peralta Ramos,PP,1,Madrid,2011-12-07,,cayetana.alvarez@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D312&idLegislatura=10
99,Ángeles Álvarez,"Álvarez Álvarez, Ángeles",Ángeles,Álvarez Álvarez,PSOE,5,Madrid,2011-11-30,,angelesalvarez@congreso.es,https://twitter.com/AAlvarezAlvarez,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D99&idLegislatura=10
325,Ignacio Gil,"Gil Lázaro, Ignacio",Ignacio,Gil Lázaro,PP,1,Valencia,2011-12-07,,ignacio.gil@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D325&idLegislatura=10
208,Juan Carlos Corcuera,"Corcuera Plaza, Juan Carlos",Juan Carlos,Corcuera Plaza,PSC-PSOE,7,Barcelona,2011-12-01,,ccorcuera@congreso.es,https://twitter.com/carlos_corcuera,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D208&idLegislatura=10
326,José Antonio Bermúdez,"Bermúdez de Castro Fernández, José Antonio",José Antonio,Bermúdez de Castro Fernández,PP,1,Salamanca,2011-12-07,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D326&idLegislatura=10
321,Mario Francisco José Flores,"Flores Lanuza, Mario Francisco José",Mario Francisco José,Flores Lanuza,PP,1,Alicante,2011-12-07,,mflores@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D321&idLegislatura=10
14,Gema Conde,"Conde Martínez, Gema",Gema,Conde Martínez,PP,1,Burgos,2011-11-28,,gema.conde@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D14&idLegislatura=10
204,Carlos Casimiro Salvador,"Salvador Armendáriz, Carlos Casimiro",Carlos Casimiro,Salvador Armendáriz,UPN,19,Navarra,2011-12-01,,carlos.salvador@congreso.es,https://twitter.com/ccsalvador_,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D204&idLegislatura=10
90,César Luena,"Luena López, César",César,Luena López,PSOE,5,La Rioja,2011-11-29,,cesar.luena@congreso.es,https://twitter.com/cesarluena,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D90&idLegislatura=10
180,Bibiano Serrano,"Serrano Calurano, Bibiano",Bibiano,Serrano Calurano,PP-EU,4,Badajoz,2011-12-01,,bibiano.serrano@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D180&idLegislatura=10
346,Jorge Moragas,"Moragas Sánchez, Jorge",Jorge,Moragas Sánchez,PP,1,Barcelona,2011-12-12,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D346&idLegislatura=10
155,Rafael Simancas,"Simancas Simancas, Rafael",Rafael,Simancas Simancas,PSOE,5,Madrid,2011-11-30,,rsimancas@congreso.es,https://twitter.com/SimancasRafael,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D155&idLegislatura=10
91,Leire Pajín,"Pajín Iraola, Leire",Leire,Pajín Iraola,PSOE,5,Alicante,2011-11-29,2012-07-20,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=91
316,María Belén Juste,"Juste Picón, María Belén",María Belén,Juste Picón,PP,1,Valencia,2011-12-07,,belen.juste@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D316&idLegislatura=10
273,Dolors Montserrat,"Montserrat Montserrat, Dolors",Dolors,Montserrat Montserrat,PP,1,Barcelona,2011-12-05,,montserrat@congreso.es,https://twitter.com/DolorsMM,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D273&idLegislatura=10
288,Rubén Moreno,"Moreno Palanques, Rubén",Rubén,Moreno Palanques,PP,1,Valencia,2011-12-05,,ruben.moreno@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D288&idLegislatura=10
368,María Cristina Suárez-Bárcena,"Suárez-Bárcena Blasco, María Cristina",María Cristina,Suárez-Bárcena Blasco,PP-EU,4,Badajoz,2012-05-16,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D368&idLegislatura=10
95,Juan José Matarí,"Matarí Sáez, Juan José",Juan José,Matarí Sáez,PP,1,Almería,2011-11-30,,jmatari@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D95&idLegislatura=10
216,Alejandro Ramírez,"Ramírez del Molino Morán, Alejandro",Alejandro,Ramírez del Molino Morán,PP-EU,4,Badajoz,2011-12-01,2012-01-09,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=216
50,Arsenio Pacheco,"Pacheco Atienza, Arsenio",Arsenio,Pacheco Atienza,PP,1,Murcia,2011-11-29,,arsenio.pacheco@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D50&idLegislatura=10
72,Cayo Lara,"Lara Moya, Cayo",Cayo,Lara Moya,IZQ-PLU,16,Madrid,2011-11-29,,cayo.lara@congreso.es,https://twitter.com/cayo_lara,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D72&idLegislatura=10
284,José López,"López Garrido, José",José,López Garrido,PP,1,Alicante,2011-12-05,,jose.lgarrido@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D284&idLegislatura=10
