iddiputado,name,sort_name,given_name,family_name,gender,party,faction_id,faction,source,dob,term,start_date,end_date,email,twitter,facebook,phone,fax,constituency,photo,id
,Francesc Xavier Domènech Sampere,"Domènech Sampere, Francesc Xavier",Francesc Xavier,Domènech Sampere,male,EN COMÚ PODEM,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=138,,11,,,"","","","","",Barcelona,"",11_138
,Yolanda Díaz Pérez,"Díaz Pérez, Yolanda",Yolanda,Díaz Pérez,female,PODEMOS-En Marea-ANOVA-EU,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=139,,11,,,"","","","","",Coruña (A),"",11_139
,José Vicente Marí Bosó,"Marí Bosó, José Vicente",José Vicente,Marí Bosó,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=141,,11,,,"","","","","",Balears (Illes),"",11_141
,David Bruzos Higuero,"Bruzos Higuero, David",David,Bruzos Higuero,male,PODEMOS-En Marea-ANOVA-EU,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=142&idLegislatura=11,,11,,,"","","","","",Ourense,"",11_142
,Sara Carreño Valero,"Carreño Valero, Sara",Sara,Carreño Valero,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=143,,11,,,"","","","","",Rioja (La),"",11_143
,Eduardo Javier Maura Zorita,"Maura Zorita, Eduardo Javier",Eduardo Javier,Maura Zorita,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=144,,11,,,"","","","","",Bizkaia,"",11_144
,Nayua Miriam Alba Goveli,"Alba Goveli, Nayua Miriam",Nayua Miriam,Alba Goveli,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=146,,11,,,"","","","","",Gipuzkoa,"",11_146
,Fernando Iglesias García,"Iglesias García, Fernando",Fernando,Iglesias García,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=147&idLegislatura=11,,11,,,"","","","","",Gipuzkoa,"",11_147
,María del Rocío De Frutos Madrazo,"De Frutos Madrazo, María del Rocío",María del Rocío,De Frutos Madrazo,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=148,,11,,,"","","","","",Ourense,"",11_148
,Silvia Valmaña Ochaíta,"Valmaña Ochaíta, Silvia",Silvia,Valmaña Ochaíta,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=15,,11,,,"","","","","",Guadalajara,"",11_15
,Ricardo Antonio García Mira,"García Mira, Ricardo Antonio",Ricardo Antonio,García Mira,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=150,,11,,,"","","","","",Coruña (A),"",11_150
,María Aurora Flórez Rodríguez,"Flórez Rodríguez, María Aurora",María Aurora,Flórez Rodríguez,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=152,,11,,,"","","","","",León,"",11_152
,Pablo Manuel Iglesias Turrión,"Iglesias Turrión, Pablo Manuel",Pablo Manuel,Iglesias Turrión,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=153,,11,,,"","","","","",Madrid,"",11_153
,Irene María Montero Gil,"Montero Gil, Irene María",Irene María,Montero Gil,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=154,,11,,,"","","","","",Madrid,"",11_154
,Gonzalo Palacín Guarné,"Palacín Guarné, Gonzalo",Gonzalo,Palacín Guarné,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=158,,11,,,"","","","","",Huesca,"",11_158
,Antonio González Terol,"González Terol, Antonio",Antonio,González Terol,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=159,,11,,,"","","","","",Madrid,"",11_159
,Ana María Botella Gómez,"Botella Gómez, Ana María",Ana María,Botella Gómez,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=160,,11,,,"","","","","",Valencia/València,"",11_160
,María Such Palomares,"Such Palomares, María",María,Such Palomares,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=161,,11,,,"","","","","",Valencia/València,"",11_161
,Miguel Ángel Gutiérrez Vivas,"Gutiérrez Vivas, Miguel Ángel",Miguel Ángel,Gutiérrez Vivas,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=164,,11,,,"","","","","",Madrid,"",11_164
,Zaida Cantera de Castro,"Cantera de Castro, Zaida",Zaida,Cantera de Castro,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=165,,11,,,"","","","","",Madrid,"",11_165
,Patricia Sierra Rojas,"Sierra Rojas, Patricia",Patricia,Sierra Rojas,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=168&idLegislatura=11,,11,,,"","","","","",Badajoz,"",11_168
,Elena María Bastidas Bono,"Bastidas Bono, Elena María",Elena María,Bastidas Bono,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=169,,11,,,"","","","","",Valencia/València,"",11_169
,Pilar Cancela Rodríguez,"Cancela Rodríguez, Pilar",Pilar,Cancela Rodríguez,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=172,,11,,,"","","","","",Coruña (A),"",11_172
,Fernando Maura Barandiarán,"Maura Barandiarán, Fernando",Fernando,Maura Barandiarán,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=176,,11,,,"","","","","",Madrid,"",11_176
,Patricia Reyes Rivera,"Reyes Rivera, Patricia",Patricia,Reyes Rivera,female,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=177,,11,,,"","","","","",Madrid,"",11_177
,Miguel Ángel Viso Diéguez,"Viso Diéguez, Miguel Ángel",Miguel Ángel,Viso Diéguez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=178,,11,,,"","","","","",Ourense,"",11_178
,Lídia Guinart Moreno,"Guinart Moreno, Lídia",Lídia,Guinart Moreno,female,PSC-PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=182,,11,,,"","","","","",Barcelona,"",11_182
,Sol Sánchez Maroto,"Sánchez Maroto, Sol",Sol,Sánchez Maroto,female,IU-UPeC,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=184&idLegislatura=11,,11,,,"","","","","",Madrid,"",11_184
,Fernando Navarro Fernández-Rodríguez,"Navarro Fernández-Rodríguez, Fernando",Fernando,Navarro Fernández-Rodríguez,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=185,,11,,,"","","","","",Balears (Illes),"",11_185
,José Juan Díaz Trillo,"Díaz Trillo, José Juan",José Juan,Díaz Trillo,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=186,,11,,,"","","","","",Huelva,"",11_186
,Óscar Clavell López,"Clavell López, Óscar",Óscar,Clavell López,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=187,,11,,,"","","","","",Castellón/Castelló,"",11_187
,José Cano Fuster,"Cano Fuster, José",José,Cano Fuster,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=188,,11,,,"","","","","",Alicante/Alacant,"",11_188
,Vicente Ten Oliver,"Ten Oliver, Vicente",Vicente,Ten Oliver,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=189,,11,,,"","","","","",Valencia/València,"",11_189
,Jorge Luis Bail,"Luis Bail, Jorge",Jorge,Luis Bail,male,POD-AAA EN COMÚN,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=19,,11,,,"","","","","",Huesca,"",11_19
,Domingo Lorenzo Rodríguez,"Lorenzo Rodríguez, Domingo",Domingo,Lorenzo Rodríguez,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=190,,11,,,"","","","","",Castellón/Castelló,"",11_190
,Segundo González García,"González García, Segundo",Segundo,González García,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=191,,11,,,"","","","","",Asturias,"",11_191
,Noelia Vera Ruiz-Herrera,"Vera Ruiz-Herrera, Noelia",Noelia,Vera Ruiz-Herrera,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=192,,11,,,"","","","","",Cádiz,"",11_192
,Ramón Antonio Socias Puig,"Socias Puig, Ramón Antonio",Ramón Antonio,Socias Puig,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=193&idLegislatura=11,,11,,,"","","","","",Balears (Illes),"",11_193
,Enrique Bueno Prado,"Bueno Prado, Enrique",Enrique,Bueno Prado,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=194&idLegislatura=11,,11,,,"","","","","",León,"",11_194
,José Antonio Calle Fuentes,"Calle Fuentes, José Antonio",José Antonio,Calle Fuentes,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=195&idLegislatura=11,,11,,,"","","","","",Málaga,"",11_195
,Elena Ribera i Garijo,"Ribera i Garijo, Elena",Elena,Ribera i Garijo,female,DL,DL,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=2&idLegislatura=11,,11,,,"","","","","",Girona,"",11_2
,Loreto Cascales Martínez,"Cascales Martínez, Loreto",Loreto,Cascales Martínez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=200,,11,,,"","","","","",Alicante/Alacant,"",11_200
,José Miguel Camacho Sánchez,"Camacho Sánchez, José Miguel",José Miguel,Camacho Sánchez,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=201,,11,,,"","","","","",Toledo,"",11_201
,Julián López Milla,"López Milla, Julián",Julián,López Milla,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=206,,11,,,"","","","","",Alicante/Alacant,"",11_206
,Carmen Navarro Lacoba,"Navarro Lacoba, Carmen",Carmen,Navarro Lacoba,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=207,,11,,,"","","","","",Albacete,"",11_207
,Miguel Ángel Paniagua Núñez,"Paniagua Núñez, Miguel Ángel",Miguel Ángel,Paniagua Núñez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=209,,11,,,"","","","","",Palencia,"",11_209
,Rafael Catalá Polo,"Catalá Polo, Rafael",Rafael,Catalá Polo,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=21,,11,,,"","","","","",Cuenca,"",11_21
,María del Carmen Dueñas Martínez,"Dueñas Martínez, María del Carmen",María del Carmen,Dueñas Martínez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=211,,11,,,"","","","","",Melilla,"",11_211
,Rafael Mayoral Perales,"Mayoral Perales, Rafael",Rafael,Mayoral Perales,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=213,,11,,,"","","","","",Madrid,"",11_213
,María Belén Guerra Mansito,"Guerra Mansito, María Belén",María Belén,Guerra Mansito,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=214&idLegislatura=11,,11,,,"","","","","",Madrid,"",11_214
,Mónica Lafuente de la Torre,"Lafuente de la Torre, Mónica",Mónica,Lafuente de la Torre,female,PSC-PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=216&idLegislatura=11,,11,,,"","","","","",LLeida,"",11_216
,Pablo Yáñez González,"Yáñez González, Pablo",Pablo,Yáñez González,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=219&idLegislatura=11,,11,,,"","","","","",Salamanca,"",11_219
,María Virginia Millán Salmerón,"Millán Salmerón, María Virginia",María Virginia,Millán Salmerón,female,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=220,,11,,,"","","","","",Sevilla,"",11_220
,Íñigo Errejón Galván,"Errejón Galván, Íñigo",Íñigo,Errejón Galván,male,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=223,,11,,,"","","","","",Madrid,"",11_223
,Carlos Pracht Ferrer,"Pracht Ferrer, Carlos",Carlos,Pracht Ferrer,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=224&idLegislatura=11,,11,,,"","","","","",Cantabria,"",11_224
,María Dolores De Cospedal García,"De Cospedal García, María Dolores",María Dolores,De Cospedal García,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=226,,11,,,"","","","","",Toledo,"",11_226
,Albert Rivera Díaz,"Rivera Díaz, Albert",Albert,Rivera Díaz,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=227,,11,,,"","","","","",Madrid,"",11_227
,Juan Carlos Girauta Vidal,"Girauta Vidal, Juan Carlos",Juan Carlos,Girauta Vidal,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=228,,11,,,"","","","","",Barcelona,"",11_228
,Melisa Rodríguez Hernández,"Rodríguez Hernández, Melisa",Melisa,Rodríguez Hernández,female,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=229,,11,,,"","","","","",S/C Tenerife,"",11_229
,Antonio Roldán Monés,"Roldán Monés, Antonio",Antonio,Roldán Monés,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=230,,11,,,"","","","","",Barcelona,"",11_230
,Marta María Rivera de la Cruz,"Rivera de la Cruz, Marta María",Marta María,Rivera de la Cruz,female,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=231,,11,,,"","","","","",Madrid,"",11_231
,Marta Martín Llaguno,"Martín Llaguno, Marta",Marta,Martín Llaguno,female,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=232,,11,,,"","","","","",Alicante/Alacant,"",11_232
,José Manuel Villegas Pérez,"Villegas Pérez, José Manuel",José Manuel,Villegas Pérez,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=234,,11,,,"","","","","",Barcelona,"",11_234
,José Antonio Nieto Ballesteros,"Nieto Ballesteros, José Antonio",José Antonio,Nieto Ballesteros,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=235,,11,,,"","","","","",Córdoba,"",11_235
,Sergio Del Campo Estaún,"Del Campo Estaún, Sergio",Sergio,Del Campo Estaún,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=236,,11,,,"","","","","",Tarragona,"",11_236
,Miguel Ángel Garaulet Rodríguez,"Garaulet Rodríguez, Miguel Ángel",Miguel Ángel,Garaulet Rodríguez,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=237,,11,,,"","","","","",Murcia,"",11_237
,José Luis Martínez González,"Martínez González, José Luis",José Luis,Martínez González,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=238,,11,,,"","","","","",Murcia,"",11_238
,Santiago Pérez López,"Pérez López, Santiago",Santiago,Pérez López,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=24,,11,,,"","","","","",Granada,"",11_24
,Miguel Lorenzo Torres,"Lorenzo Torres, Miguel",Miguel,Lorenzo Torres,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=240,,11,,,"","","","","",Coruña (A),"",11_240
,Tania Sánchez Melero,"Sánchez Melero, Tania",Tania,Sánchez Melero,female,PODEMOS,GP-EC-EM,G.P. Podemos-En Comú Podem-En Marea,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=241,,11,,,"","","","","",Madrid,"",11_241
,María Dolores Galovart Carrera,"Galovart Carrera, María Dolores",María Dolores,Galovart Carrera,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=242,,11,,,"","","","","",Pontevedra,"",11_242
,Ángeles Isac García,"Isac García, Ángeles",Ángeles,Isac García,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=244,,11,,,"","","","","",Jaén,"",11_244
,Saúl Ramírez Freire,"Ramírez Freire, Saúl",Saúl,Ramírez Freire,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=245,,11,,,"","","","","",Palmas (Las),"",11_245
,José Ignacio Prendes Prendes,"Prendes Prendes, José Ignacio",José Ignacio,Prendes Prendes,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=249,,11,,,"","","","","",Asturias,"",11_249
,Ignacio Urquizu Sancho,"Urquizu Sancho, Ignacio",Ignacio,Urquizu Sancho,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=25,,11,,,"","","","","",Teruel,"",11_25
,Fidel Prieto Romero,"Prieto Romero, Fidel",Fidel,Prieto Romero,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=250&idLegislatura=11,,11,,,"","","","","",Sevilla,"",11_250
,Elena Faba de la Encarnación,"Faba de la Encarnación, Elena",Elena,Faba de la Encarnación,female,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=251,,11,,,"","","","","",Barcelona,"",11_251
,Onésimo Eduardo González Martínez,"González Martínez, Onésimo Eduardo",Onésimo Eduardo,González Martínez,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=252&idLegislatura=11,,11,,,"","","","","",Albacete,"",11_252
,Rodrigo Gómez García,"Gómez García, Rodrigo",Rodrigo,Gómez García,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=253,,11,,,"","","","","",Zaragoza,"",11_253
,Francisco Javier Cano Leal,"Cano Leal, Francisco Javier",Francisco Javier,Cano Leal,male,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=254,,11,,,"","","","","",Cádiz,"",11_254
,Orlena María Miguel Muñoz,"Miguel Muñoz, Orlena María",Orlena María,Miguel Muñoz,female,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=255&idLegislatura=11,,11,,,"","","","","",Guadalajara,"",11_255
,Francesc Homs Molist,"Homs Molist, Francesc",Francesc,Homs Molist,male,DL,DL,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=256,,11,,,"","","","","",Barcelona,"",11_256
,Jesús María Fernández Díaz,"Fernández Díaz, Jesús María",Jesús María,Fernández Díaz,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=257,,11,,,"","","","","",Navarra,"",11_257
,Irene Rivera Andrés,"Rivera Andrés, Irene",Irene,Rivera Andrés,female,Cs,GCs,G.P. Ciudadanos,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=11&idDiputado=258,,11,,,"","","","","",Málaga,"",11_258
