id,name__pt,name__eo,name__eu,name__ru,name__fr,name__en,name__ast,name__es,name__ca,name__fi,name__it,name__be_tarask,name__gl,name__de,name__cs,name__nl,name__nb,name__da,name__nn,name__sv,name,wikipedia__ast,wikipedia__be_x_old,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__gl,wikipedia__it,wikipedia__pt,wikipedia__ru,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,name__pl,name__arz,name__oc,name__uk,wikipedia__arz,wikipedia__nl,wikipedia__oc,wikipedia__pl,wikipedia__sv,wikipedia__uk,identifier__ISNI,identifier__SUDOC,identifier__Munzinger,identifier__BNF,identifier__CANTIC,name__ja,wikipedia__ja,identifier__BNE,name__tr,wikipedia__tr,name__la,name__fa,wikipedia__la,name__zh,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ro,name__ar,name__af,name__et,name__hr,name__hu,name__is,name__lt,name__sk,name__sl,name__sq,name__gsw,wikipedia__ar,wikipedia__eswikiquote,wikipedia__euwikiquote,wikipedia__ro,wikipedia__cawikiquote,identifier__GNC,name__en_ca,name__en_gb,identifier__EuroparlMEP,wikipedia__itwikiquote,name__eml,wikipedia__eml,wikipedia__sq,wikipedia__simple,death_date,identifier__NTA,name__el,name__he,wikipedia__he,name__an,name__br,name__ga,name__lb,name__lmo,name__nds_nl,name__pms,name__wa,wikipedia__no,identifier__parlement,name__ko,wikipedia__fa,wikipedia__ko,wikipedia__el,name__mg,wikipedia__mg,wikipedia__an,wikipedia__hu,wikipedia__sk,family_name,twitter,website,facebook,linkedin,wikipedia__hr,identifier__IMDB,identifier__AlloCine,name__be,name__bg,name__cy,name__ext,name__gd,name__hy,name__id,name__io,name__ka,name__mr,name__ms,name__nah,name__sh,name__sr,name__ta,name__vi,name__war,name__yo,name__lad,name__pt_br,name__gn,name__lv,name__az,name__hak,name__tt,name__ie,name__th,name__yue,name__mk,name__sco,wikipedia__az,wikipedia__bcl,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__cy,wikipedia__da,wikipedia__enwikinews,wikipedia__eowikinews,wikipedia__et,wikipedia__ext,wikipedia__frwikinews,wikipedia__gd,wikipedia__gn,wikipedia__hak,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__ka,wikipedia__lad,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__nah,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tt,wikipedia__vi,wikipedia__war,wikipedia__yo,wikipedia__zh_yue,name__bcl,wikipedia__eswikinews,original_wikiname,identifier__allmovie,wikipedia__cswikiquote,identifier__MusicBrainz,name__bar,name__co,name__de_at,name__de_ch,name__frp,name__fur,name__ia,name__kg,name__li,name__lij,name__min,name__nap,name__nds,name__nrm,name__pcd,name__rm,name__sc,name__scn,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wo,name__zu,wikipedia__glwikiquote,identifier__FAST,wikipedia__ga,name__bs,last_seen,electoral_district,identifier__SELIBR,identifier__NUKAT,identifier__NKC,identifier__PTBNP,identifier__dialnet,identifier__google_scholar,identifier__BVMC,second_surname,identifier__SFDb,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__DNF,identifier__filmportal_de,identifier__elonet,identifier__PACE,identifier__NDL,wikipedia__hsb,name__hsb,wikipedia__sc,identifier__google_knowledge,occupation,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__vmf,identifier__quora,identifier__snac,identifier__OLID,wikipedia__cawikinews,wikipedia__dewikinews,wikipedia__ptwikinews,wikipedia__srwikinews,wikipedia__enwikiquote,noble_title,identifier__BNC,identifier__CiNii,identifier__NLI,name__bn,instagram,wikipedia__ml,name__ml,identifier__BIBSYS,identifier__NLP,identifier__Britannica,identifier__youtube,pseudonym,name__hi,wikipedia__lmo,identifier__ORCID,name__nys,wikipedia__is,name__ha,wikipedia__ha,name__kn,weblog,wikipedia__als,identifier__ULAN,wikipedia__nn,wikipedia__uz,name__uz,name__lfn,honorific_prefix,wikipedia__af,wikipedia__bewikiquote,wikipedia__ig,wikipedia__nov,wikipedia__olo,wikipedia__pms,wikipedia__sl,wikipedia__vec,wikipedia__ne,wikipedia__xmf,name__nov,name__ig,name__olo,wikipedia__tl,name__tl,wikipedia__fy,wikipedia__hi,name__fy,wikipedia__wa,wikipedia__zh_min_nan,name__xmf,name__ne,name__ty,name__nan,wikipedia__kw,identifier__GTAA,name__kw,identifier__bigenc_ru,identifier__CONOR,wikipedia__azb,name__azb,wikipedia__wuu,name__wuu,identifier__flickr,wikipedia__ukwikiquote,name__ur,wikipedia__qu,name__qu
Q27755591,,,,,Silvia Heredia Martín,Silvia Heredia Martín,Silvia Heredia Martín,Silvia Heredia Martín,Silvia Heredia Martín,,,,,,,Silvia Heredia Martín,,,,,Silvia Heredia Martín,,,Silvia Heredia Martín,,,,,,Silvia Heredia Martín,,,Silvia Heredia Martín,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d0/Silvia_Heredia_Martín_(cropped).jpg,female,,,,1979-08-24,,Silvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvia Heredia Martín,Silvia Heredia Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvia Heredia Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755608,José Alberto Herrero Bono,,José Alberto Herrero Bono,,José Alberto Herrero Bono,José Alberto Herrero Bono,José Alberto Herrero Bono,José Alberto Herrero Bono,José Alberto Herrero Bono,,José Alberto Herrero Bono,,José Alberto Herrero Bono,José Alberto Herrero Bono,,José Alberto Herrero Bono,,,José Alberto Herrero Bono,José Alberto Herrero Bono,José Alberto Herrero Bono,,,,,,,,,José Alberto Herrero,,,José Alberto Herrero Bono,,,,,,male,,,,1978-07-02,,José Alberto,José Alberto Herrero Bono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Alberto Herrero Bono,,,,,,,,,José Alberto Herrero Bono,José Alberto Herrero Bono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,herrerobono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Alberto Herrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755628,Susana López Ares,,Susana López Ares,,Susana López Ares,Susana López Ares,Susana López Ares,Susana López Ares,Susana López Ares,,Susana López Ares,,Susana López Ares,Susana López Ares,,Susana López Ares,,,Susana López Ares,Susana López Ares,Susana López Ares,,,Susana López Ares,,,,,,Susana López Ares,,,Susana López Ares,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6e/Susana_López_Ares.jpg,female,56846251,,n99273963,1967-12-08,,Susana,Susana López Ares,,,,,,,,,,0000 0000 3889 5621,,,,,,,,,,,,,,,,,,,,,Susana López Ares,,,,,,,,,Susana López Ares,Susana López Ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,López,susanalopezares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susana López Ares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069950,,,Ares,,,,,,,,,,,,,,university teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755663,Matilde Pastora Asian González,,Matilde Pastora Asian González,,Matilde Pastora Asian González,Matilde Pastora Asian González,Matilde Pastora Asian González,Matilde Pastora Asian González,Matilde Pastora Asian González,,Matilde Pastora Asian González,,Matilde Pastora Asian González,Matilde Pastora Asian González,,Matilde Pastora Asian González,,,Matilde Pastora Asian González,Matilde Pastora Asian González,Matilde Pastora Asian González,,,Matilde Pastora Asian González,,,,,,Matilde Pastora Asian González,,,Matilde Asian,,,,,https://upload.wikimedia.org/wikipedia/commons/6/64/Matilde_Asian.jpg,female,,,,1955-09-01,,Matilde,Matilde Pastora Asian González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matilde Pastora Asian González,,,,,,,,,Matilde Pastora Asian González,Matilde Pastora Asian González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matilde Pastora Asian González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755671,Guillermo Mariscal Anaya,,Guillermo Mariscal Anaya,,Guillermo Carlos Mariscal Anaya,Guillermo Mariscal Anaya,Guillermo Mariscal Anaya,Guillermo Mariscal Anaya,Guillermo Mariscal Anaya,,Guillermo Mariscal Anaya,,Guillermo Mariscal Anaya,Guillermo Mariscal Anaya,,Guillermo Carlos Mariscal Anaya,,,Guillermo Mariscal Anaya,Guillermo Mariscal Anaya,Guillermo Mariscal Anaya,,,,,,,,,Guillermo Mariscal Anaya,,,Guillermo Mariscal,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8f/(Guillermo_Mariscal)_Casado_anta_la_prensa_congreso_PP_2018_(cropped).jpg,male,,,,1974-05-09,,Guillermo,Guillermo Mariscal Anaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillermo Mariscal Anaya,,,,,,,,,Guillermo Mariscal Anaya,Guillermo Mariscal Anaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmariscalanaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillermo Mariscal Anaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755688,,,,,Pablo Matos Mascareño,Pablo Matos,,Pablo Matos,Pablo Matos Mascareño,,Pablo Matos,,,Pablo Matos,,Pablo Matos Mascareño,,,,,Pablo Matos,,,,,,,,,Pablo Matos,,,Pablo Matos,,,,,,male,,,,1956-08-29,,Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Matos,,,,Pablo Matos,Pablo Matos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pablo Matos,,,,,,,,,,,,,,,,Pablo Matos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755695,,,,,Ernesto Aguiar Rodríguez,Ernesto Aguiar,,Ernesto Aguiar,Ernesto Aguiar Rodríguez,,,,,,,Ernesto Aguiar Rodríguez,,,,,Ernesto Aguiar,,,Ernesto Aguiar Rodríguez,,,,,,Ernesto Aguiar,,,Ernesto Aguiar,,,,,https://upload.wikimedia.org/wikipedia/commons/1/10/Ernesto_Aguiar.jpg,male,,,,1961-02-26,,Ernesto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ernesto Aguiar,,,,Ernesto Aguiar,Ernesto Aguiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aguiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ernesto Aguiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodríguez,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755704,Ana María Madrazo Díaz,,Ana María Madrazo Díaz,,Ana María Madrazo Díaz,Ana María Madrazo Díaz,Ana María Madrazo Díaz,Ana María Madrazo Díaz,Ana María Madrazo Díaz,,Ana María Madrazo Díaz,,Ana María Madrazo Díaz,Ana María Madrazo Díaz,,Ana María Madrazo Díaz,,,Ana María Madrazo Díaz,Ana María Madrazo Díaz,Ana María Madrazo Díaz,,,Ana María Madrazo Díaz,Category:Ana Madrazo,,,,,Ana María Madrazo Díaz,,,Ana Madrazo,,,,,https://upload.wikimedia.org/wikipedia/commons/8/84/Ana_Madrazo_(cropped).jpg,female,,,,1961-09-28,,Ana María,Ana María Madrazo Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana María Madrazo Díaz,,,,,,,,,Ana María Madrazo Díaz,Ana María Madrazo Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madrazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana María Madrazo Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Díaz,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755723,,,Mikel Legarda,,Mikel Legarda Uriarte,Mikel Legarda Uriarte,Mikel Legarda Uriarte,Mikel Legarda Uriarte,Mikel Legarda Uriarte,,,,,,,Mikel Legarda Uriarte,,,,,Mikel Legarda Uriarte,,,,,,,,,Mikel Legarda,Mikel Legarda,,Mikel Legarda,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3b/Mikel_Legarda_Uriarte.jpg,male,,,,1956-12-12,,Mikel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mikel Legarda Uriarte,Mikel Legarda Uriarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MikelLegarda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mikel Legarda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755759,José Alberto Martín-Toledano Suárez,,José Alberto Martín-Toledano Suárez,,José Alberto Martín Toledano Suárez,José Alberto Martín-Toledano Suárez,José Alberto Martín-Toledano Suárez,José Alberto Martín-Toledano Suárez,José Alberto Martín-Toledano Suárez,,José Alberto Martín-Toledano Suárez,,José Alberto Martín-Toledano Suárez,José Alberto Martín-Toledano Suárez,,José Alberto Martín Toledano Suárez,,,José Alberto Martín-Toledano Suárez,José Alberto Martín-Toledano Suárez,José Alberto Martín-Toledano Suárez,,,,,,,,,José Alberto Martín-Toledano,,,José Alberto Martín-Toledano,,,,,https://upload.wikimedia.org/wikipedia/commons/7/7e/José_Alberto_Martín-Toledano.jpg,male,,,,1963-02-26,,José Alberto,José Alberto Martín-Toledano Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Alberto Martín-Toledano Suárez,,,,,,,,,José Alberto Martín-Toledano Suárez,José Alberto Martín-Toledano Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martintoledano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Alberto Martín-Toledano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755769,Carmen Quintanilla,,Carmen Quintanilla,,María del Carmen Quintanilla Barba,Carmen Quintanilla,Carmen Quintanilla,Carmen Quintanilla,Carmen Quintanilla,,Carmen Quintanilla,,Carmen Quintanilla,Carmen Quintanilla,,María del Carmen Quintanilla Barba,,,Carmen Quintanilla,Carmen Quintanilla,Carmen Quintanilla,,,,,,,,,Carmen Quintanilla,,,Carmen Quintanilla,,,,,https://upload.wikimedia.org/wikipedia/commons/8/84/Carmen_Quintanilla_(cropped).jpg,female,,,,1954-05-11,,Carmen,Carmen Quintanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carmen Quintanilla,,,,,Carmen Quintanilla,,,,Carmen Quintanilla,Carmen Quintanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quintanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carmen Quintanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6361,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755812,Miguel Ángel Paniagua Núñez,,Miguel Ángel Paniagua Núñez,,Miguel Ángel Paniagua Núñez,Miguel Ángel Paniagua Núñez,Miguel Ángel Paniagua Núñez,Miguel Ángel Paniagua Núñez,Miguel Ángel Paniagua Núñez,,Miguel Ángel Paniagua Núñez,,Miguel Ángel Paniagua Núñez,Miguel Ángel Paniagua Núñez,,Miguel Ángel Paniagua Núñez,,,Miguel Ángel Paniagua Núñez,Miguel Ángel Paniagua Núñez,Miguel Ángel Paniagua Núñez,,,,,,,,,Miguel Ángel Paniagua Núñez,,,Miguel Ángel Paniagua,,,,,https://upload.wikimedia.org/wikipedia/commons/3/30/Miguel_Ángel_Paniagua.jpg,male,,,,1964-09-02,,Miguel Ángel,Miguel Ángel Paniagua Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Ángel Paniagua Núñez,,,,,,,,,Miguel Ángel Paniagua Núñez,Miguel Ángel Paniagua Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mapaniagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Ángel Paniagua Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27755847,Beatriz Escudero,,,,Beatriz Escudero,Beatriz Escudero,,Beatriz Escudero,Beatriz Marta Escudero Berzal,,Beatriz Escudero,,,,,Beatriz Marta Escudero Berzal,,,,,Beatriz Escudero,,,Beatriz Marta Escudero Berzal,Category:Beatriz Escudero,,,,,Beatriz Marta Escudero Berzal,,,Beatriz Escudero,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cc/Beatriz_Escudero_-_February_2017_(cropped).jpg,female,,,,1964-03-17,,Beatriz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beatriz Escudero,Beatriz Escudero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escudero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beatriz Marta Escudero Berzal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27756120,María Luz Bajo Prieto,,María Luz Bajo Prieto,,María Luz Bajo Prieto,María Luz Bajo Prieto,María Luz Bajo Prieto,María Luz Bajo Prieto,María Luz Bajo Prieto,,María Luz Bajo Prieto,,María Luz Bajo Prieto,María Luz Bajo Prieto,,María Luz Bajo Prieto,,,María Luz Bajo Prieto,María Luz Bajo Prieto,María Luz Bajo Prieto,,,María Luz Bajo Prieto,,,,,,María Luz Bajo Prieto,,,María Luz Bajo Prieto,,,,,,female,,,,1964-05-05,,María,María Luz Bajo Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Luz Bajo Prieto,,,,,,,,,María Luz Bajo Prieto,María Luz Bajo Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Luz Bajo Prieto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prieto,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27756136,Teodoro García Egea,,Teodoro García Egea,Теодоро Гарсия Эхея,Teodoro García Egea,Teodoro García Egea,Teodoro García Egea,Teodoro García Egea,Teodoro García Egea,,Teodoro García Egea,,Teodoro García Egea,Teodoro García Egea,,Teodoro García Egea,,,Teodoro García Egea,Teodoro García Egea,Teodoro García Egea,,,Teodoro García Egea,Category:Teodoro García Egea,,,,,Teodoro García Egea,Teodoro García Egea,,Teodoro García Egea,Teodoro García Egea,,,,https://upload.wikimedia.org/wikipedia/commons/9/91/(Teodoro_García_Egea)_Comité_Ejecutivo_Autonómico_PP_Madrid._2018._(44906293944)_(cropped).jpg,male,,,,1985-01-27,,Teodoro,Teodoro García Egea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teodoro García Egea,,,,,,,,,Teodoro García Egea,Teodoro García Egea,,,Teodoro García Egea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TeoGarciaEgea,https://www.teodorogarciaegea.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teodoro García Egea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27756162,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vázquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vázquez Rojas,,,,,,,,,Juan María Vázquez,,,Juan María Vázquez Rojas,,,,,,male,86553175,,,1964-09-16,,Juan,Juan María Vazquez Rojas,,Juan María Vazquez Rojas,,,,,,,,0000 0000 5991 2988,,,,,,,,,,,,,,,,,,,,,Juan María Vazquez Rojas,,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,,,,,,,Juan María Vazquez Rojas,Juan María Vazquez Rojas,,,,,,,,,,,,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,,,,,,,Juan María Vazquez Rojas,,,,,,JMVRUM,,,,,,,,,Juan María Vazquez Rojas,,Juan María Vazquez Rojas,,Juan María Vazquez Rojas,Juan María Vazquez Rojas,,,Juan María Vazquez Rojas,,,,,Juan María Vazquez Rojas,,,,Juan María Vazquez Rojas,,,,,,Juan María Vazquez Rojas,,,,Juan María Vazquez Rojas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan María Vázquez,,,,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,Juan María Vazquez Rojas,,,,,,,,,,,1745964,MBnEE94AAAAJ,,,,,,,,,,,,,,,,university teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000-0002-8674-6350,Juan María Vazquez Rojas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
