iddiputado,name,sort_name,given_name,family_name,gender,party,faction_id,faction,source,dob,term,start_date,end_date,email,twitter,facebook,phone,fax,constituency,photo,id
,Guillermo Collarte Rodríguez,"Collarte Rodríguez, Guillermo",Guillermo,Collarte Rodríguez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=283&idLegislatura=10,,10,,,"","","","","",Ourense,"",10_283
,José López Garrido,"López Garrido, José",José,López Garrido,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=284&idLegislatura=10,,10,,,"","","","","",Alicante,"",10_284
,José Martínez Olmos,"Martínez Olmos, José",José,Martínez Olmos,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=285&idLegislatura=10,,10,,,"","","","","",Granada,"",10_285
,Rubén Moreno Palanques,"Moreno Palanques, Rubén",Rubén,Moreno Palanques,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=288,,10,,,"","","","","",Valencia,"",10_288
,Isabel Rodríguez García,"Rodríguez García, Isabel",Isabel,Rodríguez García,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=292,,10,,,"","","","","",Ciudad Real,"",10_292
,José María Barreda Fontes,"Barreda Fontes, José María",José María,Barreda Fontes,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=293,,10,,,"","","","","",Ciudad Real,"",10_293
,Teresa Jordà i Roura,"Jordà i Roura, Teresa",Teresa,Jordà i Roura,female,ERC-RI.cat,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=294,,10,,,"","","","","",Girona,"",10_294
,Alfred Bosch i Pascual,"Bosch i Pascual, Alfred",Alfred,Bosch i Pascual,male,ERC-RI.cat,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=296&idLegislatura=10,,10,,,"","","","","",Barcelona,"",10_296
,Mª Ángeles Esteller Ruedas,"Esteller Ruedas, Mª Ángeles",Mª Ángeles,Esteller Ruedas,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=297&idLegislatura=10,,10,,,"","","","","",Barcelona,"",10_297
,Eduardo Fernández García,"Fernández García, Eduardo",Eduardo,Fernández García,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=298,,10,,,"","","","","",León,"",10_298
,Antonio Camacho Vizcaíno,"Camacho Vizcaíno, Antonio",Antonio,Camacho Vizcaíno,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=299&idLegislatura=10,,10,,,"","","","","",Zamora,"",10_299
,Miquel Ramis Socias,"Ramis Socias, Miquel",Miquel,Ramis Socias,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=3&idLegislatura=10,,10,,,"","","","","",Illes Balears,"",10_3
,José Ignacio Sánchez Amor,"Sánchez Amor, José Ignacio",José Ignacio,Sánchez Amor,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=306,,10,,,"","","","","",Badajoz,"",10_306
,Manuel Cervera Taulet,"Cervera Taulet, Manuel",Manuel,Cervera Taulet,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=314&idLegislatura=10,,10,,,"","","","","",Castellón,"",10_314
,María Belén Juste Picón,"Juste Picón, María Belén",María Belén,Juste Picón,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=316&idLegislatura=10,,10,,,"","","","","",Valencia,"",10_316
,Eloy Suárez Lamata,"Suárez Lamata, Eloy",Eloy,Suárez Lamata,male,PP-PAR,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=32,,10,,,"","","","","",Zaragoza,"",10_32
,Ovidio Sánchez Díaz,"Sánchez Díaz, Ovidio",Ovidio,Sánchez Díaz,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=320&idLegislatura=10,,10,,,"","","","","",Asturias,"",10_320
,Mario Francisco José Flores Lanuza,"Flores Lanuza, Mario Francisco José",Mario Francisco José,Flores Lanuza,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=321&idLegislatura=10,,10,,,"","","","","",Alicante,"",10_321
,Antonio Ramón María Trevín Lombán,"Trevín Lombán, Antonio Ramón María",Antonio Ramón María,Trevín Lombán,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=323,,10,,,"","","","","",Asturias,"",10_323
,José Enrique Serrano Martínez,"Serrano Martínez, José Enrique",José Enrique,Serrano Martínez,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=324&idLegislatura=10,,10,,,"","","","","",Madrid,"",10_324
,María Arenales Serrano Argüello,"Serrano Argüello, María Arenales",María Arenales,Serrano Argüello,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=327&idLegislatura=10,,10,,,"","","","","",Valladolid,"",10_327
,Albert Soler Sicilia,"Soler Sicilia, Albert",Albert,Soler Sicilia,male,PSC-PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=331&idLegislatura=10,,10,,,"","","","","",Barcelona,"",10_331
,Odón Elorza González,"Elorza González, Odón",Odón,Elorza González,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=334,,10,,,"","","","","",Gipuzkoa,"",10_334
,Pedro Quevedo Iturbe,"Quevedo Iturbe, Pedro",Pedro,Quevedo Iturbe,male,CC-NC-PNC,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=335,,10,,,"","","","","",Las Palmas,"",10_335
,Rafael Larreina Valderrama,"Larreina Valderrama, Rafael",Rafael,Larreina Valderrama,male,AMAIUR,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=336&idLegislatura=10,,10,,,"","","","","",Gipuzkoa,"",10_336
,Iker Urbina Fernández,"Urbina Fernández, Iker",Iker,Urbina Fernández,male,AMAIUR,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=337&idLegislatura=10,,10,,,"","","","","",Araba/Álava,"",10_337
,Jon Iñarritu García,"Iñarritu García, Jon",Jon,Iñarritu García,male,AMAIUR,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=338&idLegislatura=10,,10,,,"","","","","",Bizkaia,"",10_338
,Sabino Cuadra Lasarte,"Cuadra Lasarte, Sabino",Sabino,Cuadra Lasarte,male,AMAIUR,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=339&idLegislatura=10,,10,,,"","","","","",Navarra,"",10_339
,María Jesús Moro Almaraz,"Moro Almaraz, María Jesús",María Jesús,Moro Almaraz,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=34,,10,,,"","","","","",Salamanca,"",10_34
,Maite Ariztegui Larrañaga,"Ariztegui Larrañaga, Maite",Maite,Ariztegui Larrañaga,female,AMAIUR,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=340&idLegislatura=10,,10,,,"","","","","",Gipuzkoa,"",10_340
,Xabier Mikel Errekondo Saltsamendi,"Errekondo Saltsamendi, Xabier Mikel",Xabier Mikel,Errekondo Saltsamendi,male,AMAIUR,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=341&idLegislatura=10,,10,,,"","","","","",Gipuzkoa,"",10_341
,Iñaki Antigüedad Auzmendi,"Antigüedad Auzmendi, Iñaki",Iñaki,Antigüedad Auzmendi,male,AMAIUR,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=342&idLegislatura=10,,10,,,"","","","","",Bizkaia,"",10_342
,Laia Ortiz Castellví,"Ortiz Castellví, Laia",Laia,Ortiz Castellví,female,ICV,GIP,G.P. La Izquierda Plural,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=345&idLegislatura=10,,10,,,"","","","","",Barcelona,"",10_345
,Santiago Martínez Rodríguez,"Martínez Rodríguez, Santiago",Santiago,Martínez Rodríguez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=347&idLegislatura=10,,10,,,"","","","","",Alicante,"",10_347
,Antonio Pérez Insua,"Pérez Insua, Antonio",Antonio,Pérez Insua,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=352&idLegislatura=10,,10,,,"","","","","",A Coruña,"",10_352
,María Piedra Escrita Jiménez Díaz,"Jiménez Díaz, María Piedra Escrita",María Piedra Escrita,Jiménez Díaz,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=353&idLegislatura=10,,10,,,"","","","","",Badajoz,"",10_353
,María Teresa Martín Pozo,"Martín Pozo, María Teresa",María Teresa,Martín Pozo,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=354&idLegislatura=10,,10,,,"","","","","",Zamora,"",10_354
,Rogelio Araújo Gil,"Araújo Gil, Rogelio",Rogelio,Araújo Gil,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=355&idLegislatura=10,,10,,,"","","","","",Illes Balears,"",10_355
,Irene Moreno Felipe,"Moreno Felipe, Irene",Irene,Moreno Felipe,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=356&idLegislatura=10,,10,,,"","","","","",Albacete,"",10_356
,Paloma García Gálvez,"García Gálvez, Paloma",Paloma,García Gálvez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=357&idLegislatura=10,,10,,,"","","","","",Málaga,"",10_357
,Ildefonso R. Pastor González,"Pastor González, Ildefonso R.",Ildefonso R.,Pastor González,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=358&idLegislatura=10,,10,,,"","","","","",Valladolid,"",10_358
,Javier Puente Redondo,"Puente Redondo, Javier",Javier,Puente Redondo,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=359&idLegislatura=10,,10,,,"","","","","",Cantabria,"",10_359
,Teodoro García Egea,"García Egea, Teodoro",Teodoro,García Egea,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=360,,10,,,"","","","","",Murcia,"",10_360
,Enrique Luis Martín Rodríguez,"Martín Rodríguez, Enrique Luis",Enrique Luis,Martín Rodríguez,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=361&idLegislatura=10,,10,,,"","","","","",Palencia,"",10_361
,María Teresa Cobaleda Hernández,"Cobaleda Hernández, María Teresa",María Teresa,Cobaleda Hernández,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=362&idLegislatura=10,,10,,,"","","","","",Salamanca,"",10_362
,Encarnación Jiménez Mínguez,"Jiménez Mínguez, Encarnación",Encarnación,Jiménez Mínguez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=363&idLegislatura=10,,10,,,"","","","","",Guadalajara,"",10_363
,Sara Cobos Trallero,"Cobos Trallero, Sara",Sara,Cobos Trallero,female,PP-PAR,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=364&idLegislatura=10,,10,,,"","","","","",Zaragoza,"",10_364
,Gracia Fernández Moya,"Fernández Moya, Gracia",Gracia,Fernández Moya,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=365&idLegislatura=10,,10,,,"","","","","",Almería,"",10_365
,María de los Ángeles Fernández-Ahuja García,"Fernández-Ahuja García, María de los Ángeles",María de los Ángeles,Fernández-Ahuja García,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=367&idLegislatura=10,,10,,,"","","","","",Asturias,"",10_367
,María Cristina Suárez-Bárcena Blasco,"Suárez-Bárcena Blasco, María Cristina",María Cristina,Suárez-Bárcena Blasco,female,PP-EU,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=368&idLegislatura=10,,10,,,"","","","","",Badajoz,"",10_368
,Julia de Micheo Carrillo-Albornoz,"Micheo Carrillo-Albornoz, Julia de",Julia de,Micheo Carrillo-Albornoz,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=369&idLegislatura=10,,10,,,"","","","","",Alicante,"",10_369
,Onintza Enbeita Maguregi,"Enbeita Maguregi, Onintza",Onintza,Enbeita Maguregi,female,AMAIUR,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=370,,10,,,"","","","","",Bizkaia,"",10_370
,María del Mar Baena Azuaga,"Baena Azuaga, María del Mar",María del Mar,Baena Azuaga,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=371&idLegislatura=10,,10,,,"","","","","",Málaga,"",10_371
,Patricia Blanquer Alcaraz,"Blanquer Alcaraz, Patricia",Patricia,Blanquer Alcaraz,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=372,,10,,,"","","","","",Alicante,"",10_372
,José Juan Sánchez Barrera,"Sánchez Barrera, José Juan",José Juan,Sánchez Barrera,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=373&idLegislatura=10,,10,,,"","","","","",Jaén,"",10_373
,María Carmen Rodríguez Flores,"Rodríguez Flores, María Carmen",María Carmen,Rodríguez Flores,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=374&idLegislatura=10,,10,,,"","","","","",Madrid,"",10_374
,Rosana Pérez Fernández,"Pérez Fernández, Rosana",Rosana,Pérez Fernández,female,BNG,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=375&idLegislatura=10,,10,,,"","","","","",A Coruña,"",10_375
,María Paloma Rodríguez Vázquez,"Rodríguez Vázquez, María Paloma",María Paloma,Rodríguez Vázquez,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=376&idLegislatura=10,,10,,,"","","","","",A Coruña,"",10_376
,Pilar Marcos Domínguez,"Marcos Domínguez, Pilar",Pilar,Marcos Domínguez,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=377&idLegislatura=10,,10,,,"","","","","",Madrid,"",10_377
,Germán Rodríguez Sánchez,"Rodríguez Sánchez, Germán",Germán,Rodríguez Sánchez,male,PSC-PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=378,,10,,,"","","","","",Barcelona,"",10_378
,Isabel Sánchez Robles,"Sánchez Robles, Isabel",Isabel,Sánchez Robles,female,EAJ-PNV,EAJ-PNV,G.P. Vasco,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=379&idLegislatura=10,,10,,,"","","","","",Bizkaia,"",10_379
,María Luisa González Santín,"González Santín, María Luisa",María Luisa,González Santín,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=382&idLegislatura=10,,10,,,"","","","","",León,"",10_382
,Manuel Ibáñez Gimeno,"Ibáñez Gimeno, Manuel",Manuel,Ibáñez Gimeno,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=384&idLegislatura=10,,10,,,"","","","","",Castellón,"",10_384
,José Máximo López Vilaboa,"López Vilaboa, José Máximo",José Máximo,López Vilaboa,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=385&idLegislatura=10,,10,,,"","","","","",Burgos,"",10_385
,Maria Carme Sayós i Motilla,"Sayós i Motilla, Maria Carme",Maria Carme,Sayós i Motilla,female,CiU,CiU,G.P. Catalán,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=386&idLegislatura=10,,10,,,"","","","","",Barcelona,"",10_386
,José Ramón García Hernández,"García Hernández, José Ramón",José Ramón,García Hernández,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=388,,10,,,"","","","","",Madrid,"",10_388
,Álvaro Sanz Remón,"Sanz Remón, Álvaro",Álvaro,Sanz Remón,male,IZQ-PLU,GIP,G.P. La Izquierda Plural,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=392&idLegislatura=10,,10,,,"","","","","",Zaragoza,"",10_392
,Antoni Such Botella,"Such Botella, Antoni",Antoni,Such Botella,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=394&idLegislatura=10,,10,,,"","","","","",Valencia,"",10_394
,José Manuel Girela de la Fuente,"Girela de la Fuente, José Manuel",José Manuel,Girela de la Fuente,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=397,,10,,,"","","","","",Sevilla,"",10_397
,José Alberto Herrero Bono,"Herrero Bono, José Alberto",José Alberto,Herrero Bono,male,PP-PAR,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=398,,10,,,"","","","","",Teruel,"",10_398
,María del Mar Rominguera Salazar,"Rominguera Salazar, María del Mar",María del Mar,Rominguera Salazar,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=399,,10,,,"","","","","",Zamora,"",10_399
,María de la O Ares Martínez-Fortún,"Ares Martínez-Fortún, María de la O",María de la O,Ares Martínez-Fortún,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=4&idLegislatura=10,,10,,,"","","","","",Illes Balears,"",10_4
,Miguel Sánchez de Alcázar Ocaña,"Sánchez de Alcázar Ocaña, Miguel",Miguel,Sánchez de Alcázar Ocaña,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=40&idLegislatura=10,,10,,,"","","","","",Jaén,"",10_40
,Gonzalo José Ordóñez Puime,"Ordóñez Puime, Gonzalo José",Gonzalo José,Ordóñez Puime,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=400&idLegislatura=10,,10,,,"","","","","",Pontevedra,"",10_400
,Valentina Martínez Ferro,"Martínez Ferro, Valentina",Valentina,Martínez Ferro,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=402&idLegislatura=10,,10,,,"","","","","",Madrid,"",10_402
,Margarita Varela Lema,"Varela Lema, Margarita",Margarita,Varela Lema,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=403&idLegislatura=10,,10,,,"","","","","",A Coruña,"",10_403
,Jesús Ignacio Vázquez García,"Vázquez García, Jesús Ignacio",Jesús Ignacio,Vázquez García,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=404&idLegislatura=10,,10,,,"","","","","",Málaga,"",10_404
,María del Carmen Fortea Millán,"Fortea Millán, María del Carmen",María del Carmen,Fortea Millán,female,PP-PAR,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=405&idLegislatura=10,,10,,,"","","","","",Teruel,"",10_405
,María Martín Revuelta,"Martín Revuelta, María",María,Martín Revuelta,female,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=406&idLegislatura=10,,10,,,"","","","","",Valencia,"",10_406
,Juan Vicente Pérez Aras,"Pérez Aras, Juan Vicente",Juan Vicente,Pérez Aras,male,PP,GP,G.P. Popular,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idLegislatura=10&idDiputado=407,,10,,,"","","","","",Valencia,"",10_407
,Silvia Oñate Moya,"Oñate Moya, Silvia",Silvia,Oñate Moya,female,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=409&idLegislatura=10,,10,,,"","","","","",Sevilla,"",10_409
,Josep Pérez Moya,"Pérez Moya, Josep",Josep,Pérez Moya,male,IZQ-PLU,GIP,G.P. La Izquierda Plural,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=411&idLegislatura=10,,10,,,"","","","","",Barcelona,"",10_411
,Julio Lleonart Crespo,"Lleonart Crespo, Julio",Julio,Lleonart Crespo,male,UPyD,GUPyD,G.P. Unión Progreso y Democracia,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=412&idLegislatura=10,,10,,,"","","","","",Valencia,"",10_412
,Rafael Calduch Cervera,"Calduch Cervera, Rafael",Rafael,Calduch Cervera,male,UPyD,GUPyD,G.P. Unión Progreso y Democracia,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=413&idLegislatura=10,,10,,,"","","","","",Madrid,"",10_413
,Bizente Serrano Izko,"Serrano Izko, Bizente",Bizente,Serrano Izko,male,GB,GMx,G.P. Mixto,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=414&idLegislatura=10,,10,,,"","","","","",Navarra,"",10_414
,Josep Lluís Grau Valles,"Grau Valles, Josep Lluís",Josep Lluís,Grau Valles,male,PSOE,GS,G.P. Socialista,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=415&idLegislatura=10,,10,,,"","","","","",Castellón,"",10_415
,Ana María Castaño Rey,"Castaño Rey, Ana María",Ana María,Castaño Rey,female,IU-IX,GIP,G.P. La Izquierda Plural,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?next_page=/wc/fichaDiputado&idDiputado=416&idLegislatura=10,,10,,,"","","","","",Asturias,"",10_416
