id,name,identifier__historichansard,area,group,group_id,start_date,start_reason,end_date,end_reason,term,name__en,image,gender,identifier__viaf,identifier__gnd,identifier__lcauth,birth_date,identifier__freebase,given_name,website,identifier__muzinger,identifier__journalisted,identifier__europarlmep,family_name,death_date,identifier__isni,identifier__bnf,identifier__sudoc,identifier__imdb,identifier__nta,identifier__nla,identifier__npg,identifier__musicbrainz,identifier__selibr,identifier__nndb,identifier__oxforddnb,identifier__gtaa,honorific_prefix,identifier__hansard,wikipedia__en,identifier__munzinger,identifier__discogs
13745,Alex Attwood,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3,Alex Attwood,"https://upload.wikimedia.org/wikipedia/commons/c/cc/May_Day,_Belfast,_April_2011_(056).JPG",male,,,,1959-04-26,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Attwood,,
13745,Alex Attwood,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4,Alex Attwood,"https://upload.wikimedia.org/wikipedia/commons/c/cc/May_Day,_Belfast,_April_2011_(056).JPG",male,,,,1959-04-26,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Attwood,,
13746,Norah Beare,,Lagan Valley,UUP,uup,2003-11-26,general_election,2003-12-18,changed_party,2,Norah Beare,,female,,,,1946-05-25,,Norah,,,,,,,,,,,,,,,,,,,,,Norah Beare,,
13746,Norah Beare,,Lagan Valley,Independent Unionist,independent-unionist,2003-12-18,changed_party,2004-01-15,changed_party,2,Norah Beare,,female,,,,1946-05-25,,Norah,,,,,,,,,,,,,,,,,,,,,Norah Beare,,
13746,Norah Beare,,Lagan Valley,DUP,dup,2004-01-15,changed_party,2007-01-30,dissolution,2,Norah Beare,,female,,,,1946-05-25,,Norah,,,,,,,,,,,,,,,,,,,,,Norah Beare,,
13748,Eileen Bell,,North Down,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1,Eileen Bell,,female,,,,1943-08-15,,Eileen,,,,,,,,,,,,,,,,,,,,,Eileen Bell,,
13748,Eileen Bell,,North Down,Alliance,alliance,2003-11-26,general_election,2006-05-09,changed_party,2,Eileen Bell,,female,,,,1943-08-15,,Eileen,,,,,,,,,,,,,,,,,,,,,Eileen Bell,,
13748,Eileen Bell,,North Down,Speaker,speaker,2006-05-09,changed_party,2007-05-08,dissolution,2,Eileen Bell,,female,,,,1943-08-15,,Eileen,,,,,,,,,,,,,,,,,,,,,Eileen Bell,,
13749,Billy Bell,,Lagan Valley,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Billy Bell,https://upload.wikimedia.org/wikipedia/commons/6/6a/Billy_Bell.jpg,male,,,,1935-10-09,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Bell (politician),,
13749,Billy Bell,,Lagan Valley,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Billy Bell,https://upload.wikimedia.org/wikipedia/commons/6/6a/Billy_Bell.jpg,male,,,,1935-10-09,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Bell (politician),,
13750,Tom Benson,,Strangford,UUP,uup,1998-06-25,general_election,2000-12-24,died,1,Tom Benson,,male,68433764,,,1929-08-26,,Tom,,,,,,2000-12-24,,,,,,,,,,,,,,,Tom Benson (politician),,
13751,Paul Berry,,Newry and Armagh,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1,Paul Berry,,male,,,,1976-06-03,,Paul,,,,,,,,,,,,,,,,,,,,,Paul Berry (politician),,
13751,Paul Berry,,Newry and Armagh,DUP,dup,2003-11-26,general_election,2006-02-20,changed_party,2,Paul Berry,,male,,,,1976-06-03,,Paul,,,,,,,,,,,,,,,,,,,,,Paul Berry (politician),,
13751,Paul Berry,,Newry and Armagh,Independent,independent,2006-02-21,changed_party,2007-01-30,dissolution,2,Paul Berry,,male,,,,1976-06-03,,Paul,,,,,,,,,,,,,,,,,,,,,Paul Berry (politician),,
13752,Esmond Birnie,,Belfast South,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Esmond Birnie,,male,111424398,,,1965-01-06,,,,,,,,,0000 0000 8177 9386,12322574s,,,,,,,,,,,,,Esmond Birnie,,
13752,Esmond Birnie,,Belfast South,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Esmond Birnie,,male,111424398,,,1965-01-06,,,,,,,,,0000 0000 8177 9386,12322574s,,,,,,,,,,,,,Esmond Birnie,,
13753,Norman Boyd,,South Antrim,UKUP,ukup,1998-06-25,general_election,1999-01-15,changed_party,1,Norman Boyd,,male,63518824,,,1961-10-16,,Norman,,,,,,,,,,,,,,,,,,,,,Norman Boyd,,
13753,Norman Boyd,,South Antrim,NIUP,niup,1999-01-15,changed_party,2003-04-28,general_election,1,Norman Boyd,,male,63518824,,,1961-10-16,,Norman,,,,,,,,,,,,,,,,,,,,,Norman Boyd,,
13754,P J Bradley,,South Down,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,P. J. Bradley,,male,,,,1940-04-28,,P.,,,,,,,,,,,,,,,,,,,,,P. J. Bradley,,
13754,P J Bradley,,South Down,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,P. J. Bradley,,male,,,,1940-04-28,,P.,,,,,,,,,,,,,,,,,,,,,P. J. Bradley,,
13754,P J Bradley,,South Down,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3,P. J. Bradley,,male,,,,1940-04-28,,P.,,,,,,,,,,,,,,,,,,,,,P. J. Bradley,,
13755,Dominic Bradley,,Newry and Armagh,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Dominic Bradley,,male,,,,1960-08-29,,Dominic,,,,,,,,,,,,,,,,,,,,,Dominic Bradley,,
13755,Dominic Bradley,,Newry and Armagh,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3,Dominic Bradley,,male,,,,1960-08-29,,Dominic,,,,,,,,,,,,,,,,,,,,,Dominic Bradley,,
13755,Dominic Bradley,,Newry and Armagh,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4,Dominic Bradley,,male,,,,1960-08-29,,Dominic,,,,,,,,,,,,,,,,,,,,,Dominic Bradley,,
13756,Mary Bradley,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Mary Bradley,,female,,,,1942-05-10,,Mary,,,,,,,,,,,,,,,,,,,,,Mary Bradley,,
13756,Mary Bradley,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3,Mary Bradley,,female,,,,1942-05-10,,Mary,,,,,,,,,,,,,,,,,,,,,Mary Bradley,,
13758,Thomas Buchanan,,West Tyrone,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,Thomas Buchanan,,male,,,,1963-06-30,,Thomas,,,,,,,,,,,,,,,,,,,,,Thomas Buchanan (Unionist politician),,
13758,Thomas Buchanan,,West Tyrone,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,Thomas Buchanan,,male,,,,1963-06-30,,Thomas,,,,,,,,,,,,,,,,,,,,,Thomas Buchanan (Unionist politician),,
13758,Thomas Buchanan,,West Tyrone,DUP,dup,2011-05-06,election,,,4,Thomas Buchanan,,male,,,,1963-06-30,,Thomas,,,,,,,,,,,,,,,,,,,,,Thomas Buchanan (Unionist politician),,
13759,Thomas Burns,,South Antrim,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Thomas Burns,,male,,,,1960-08-29,,Thomas,,,,,,,,,,,,,,,,,,,,,Thomas Burns (politician),,
13759,Thomas Burns,,South Antrim,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3,Thomas Burns,,male,,,,1960-08-29,,Thomas,,,,,,,,,,,,,,,,,,,,,Thomas Burns (politician),,
13760,Joe Byrne,,West Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Joe Byrne,,male,,,,1953-11-29,,Joe,,,,,,,,,,,,,,,,,,,,,Joe Byrne (politician),,
13760,Joe Byrne,,West Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4,Joe Byrne,,male,,,,1953-11-29,,Joe,,,,,,,,,,,,,,,,,,,,,Joe Byrne (politician),,
13761,Mervyn Carrick,,Upper Bann,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1,Mervyn Carrick,,male,,,,1946-02-13,,Mervyn,,,,,,,,,,,,,,,,,,,,,Mervyn Carrick,,
13762,Joan Carson,,Fermanagh and South Tyrone,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Joan Carson,,female,,,,,,Joan,,,,,Carson,,,,,,,,,,,,,,,,Joan Carson,,
13763,Willie Clarke,,South Down,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2,Willie Clarke,,male,,,,,,Willie,,,,,,,,,,,,,,,,,,,,,Willie Clarke (politician),,
13763,Willie Clarke,,South Down,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Willie Clarke,,male,,,,,,Willie,,,,,,,,,,,,,,,,,,,,,Willie Clarke (politician),,
13763,Willie Clarke,,South Down,Sinn Féin,sinn-fein,2011-05-06,election,2012-04-12,resigned,4,Willie Clarke,,male,,,,,,Willie,,,,,,,,,,,,,,,,,,,,,Willie Clarke (politician),,
13764,Seamus Close,,Lagan Valley,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1,Seamus Close,,male,,,,1947-08-12,,Seamus,,,,,,,,,,,,,,,,,,,,,Seamus Close,,
13764,Seamus Close,,Lagan Valley,Alliance,alliance,2003-11-26,general_election,2007-01-30,dissolution,2,Seamus Close,,male,,,,1947-08-12,,Seamus,,,,,,,,,,,,,,,,,,,,,Seamus Close,,
13765,Wilson Clyde,,South Antrim,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1,Wilson Clyde,,male,,,,1934-04-08,,Wilson,,,,,,,,,,,,,,,,,,,,,Wilson Clyde,,
13765,Wilson Clyde,,South Antrim,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,Wilson Clyde,,male,,,,1934-04-08,,Wilson,,,,,,,,,,,,,,,,,,,,,Wilson Clyde,,
13766,Fred Cobain,,Belfast North,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Fred Cobain,,male,,,,1946-04-30,,Fred,,,,,,,,,,,,,,,,,,,,,Fred Cobain,,
13766,Fred Cobain,,Belfast North,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Fred Cobain,,male,,,,1946-04-30,,Fred,,,,,,,,,,,,,,,,,,,,,Fred Cobain,,
13766,Fred Cobain,,Belfast North,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,Fred Cobain,,male,,,,1946-04-30,,Fred,,,,,,,,,,,,,,,,,,,,,Fred Cobain,,
13767,Michael Copeland,,Belfast East,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Michael Copeland,https://upload.wikimedia.org/wikipedia/commons/e/eb/MichaelCopelandMLA.jpg,male,,,,1954-06-23,,Michael,,,,,,,,,,,,,,,,,,,,,Michael Copeland,,
13767,Michael Copeland,,Belfast East,UUP,uup,2011-05-06,election,,,4,Michael Copeland,https://upload.wikimedia.org/wikipedia/commons/e/eb/MichaelCopelandMLA.jpg,male,,,,1954-06-23,,Michael,,,,,,,,,,,,,,,,,,,,,Michael Copeland,,
13768,Robert Coulter,,North Antrim,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Robert Coulter,,male,,,,1929-01-01,,Robert,,,,,,,,,,,,,,,,,,,,,Robert Coulter,,
13768,Robert Coulter,,North Antrim,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Robert Coulter,,male,,,,1929-01-01,,Robert,,,,,,,,,,,,,,,,,,,,,Robert Coulter,,
13768,Robert Coulter,,North Antrim,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,Robert Coulter,,male,,,,1929-01-01,,Robert,,,,,,,,,,,,,,,,,,,,,Robert Coulter,,
13769,Annie Courtney,,Foyle,Social Democratic and Labour Party,social-democratic-and-labour-party,2000-12-05,appointed,2003-04-01,changed_party,1,Annie Courtney,,female,,,,,,Annie,,,,,Courtney,,,,,,,,,,,,,,,,Annie Courtney,,
13769,Annie Courtney,,Foyle,Independent,independent,2003-04-01,changed_party,2003-04-28,general_election,1,Annie Courtney,,female,,,,,,Annie,,,,,Courtney,,,,,,,,,,,,,,,,Annie Courtney,,
13770,Michael Coyle,,East Londonderry,Social Democratic and Labour Party,social-democratic-and-labour-party,2002-09-01,appointed,2003-04-28,general_election,1,Michael Coyle,,male,,,,1948-08-05,,Michael,,,,,,,,,,,,,,,,,,,,,Michael Coyle (politician),,
13771,Leslie Cree,,North Down,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Leslie Cree,,male,,,,1941-07-15,,Leslie,,,,,,,,,,,,,,,,,,,,,Leslie Cree,,
13771,Leslie Cree,,North Down,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,Leslie Cree,,male,,,,1941-07-15,,Leslie,,,,,,,,,,,,,,,,,,,,,Leslie Cree,,
13771,Leslie Cree,,North Down,UUP,uup,2011-05-06,election,,,4,Leslie Cree,,male,,,,1941-07-15,,Leslie,,,,,,,,,,,,,,,,,,,,,Leslie Cree,,
13772,John Dallat,,East Londonderry,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,John Dallat,,male,,,,1947-03-24,,John,,,,,,,,,,,,,,,,,,,,,John Dallat,,
13772,John Dallat,,East Londonderry,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,John Dallat,,male,,,,1947-03-24,,John,,,,,,,,,,,,,,,,,,,,,John Dallat,,
13772,John Dallat,,East Londonderry,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3,John Dallat,,male,,,,1947-03-24,,John,,,,,,,,,,,,,,,,,,,,,John Dallat,,
13772,John Dallat,,East Londonderry,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4,John Dallat,,male,,,,1947-03-24,,John,,,,,,,,,,,,,,,,,,,,,John Dallat,,
13773,Ivan Davis,,Lagan Valley,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Ivan Davis,,male,,,,1937-04-16,,Ivan,,,,,,,,,,,,,,,,,,,,,Ivan Davis (politician),,
13774,George Dawson,,East Antrim,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,George Dawson,,male,,,,1961-05-10,,George,,,,,,2007-05-07,,,,,,,,,,,,,,,George Dawson (politician),,
13774,George Dawson,,East Antrim,DUP,dup,2007-03-09,election,2007-05-07,died,3,George Dawson,,male,,,,1961-05-10,,George,,,,,,2007-05-07,,,,,,,,,,,,,,,George Dawson (politician),,
13775,Kieran Deeny,,West Tyrone,Independent,independent,2003-11-26,general_election,2007-01-30,dissolution,2,Kieran Deeny,,male,,,,1954-10-12,,Kieran,,,,,,,,,,,,,,,,,,,,,Kieran Deeny,,
13775,Kieran Deeny,,West Tyrone,Independent,independent,2007-03-09,election,2011-03-24,dissolution,3,Kieran Deeny,,male,,,,1954-10-12,,Kieran,,,,,,,,,,,,,,,,,,,,,Kieran Deeny,,
13776,Diane Dodds,,Belfast West,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,Diane Dodds,"https://upload.wikimedia.org/wikipedia/commons/7/76/Diane_Dodds_MEP,_Strasbourg_-_Diliff.jpg",female,,,,1958-08-16,/m/026jxn9,Diane,,,,96951,,,,,,,,,,,,,,,,,Diane Dodds,,
13777,Arthur Doherty,,East Londonderry,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2002-09-01,resigned,1,Arthur Doherty,,male,,,,1932-01-19,,Arthur,,,,,,2003-02-06,,,,,,,,,,,,,,,Arthur Doherty,,
13778,Geraldine Dougan,,Mid Ulster,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-14,changed_party,2,Geraldine Dougan,,female,,,,1973-01-01,,Geraldine,,,,,,,,,,,,,,,,,,,,,Geraldine Dougan,,
13778,Geraldine Dougan,,Mid Ulster,Independent,independent,2007-01-15,changed_party,2007-01-30,dissolution,2,Geraldine Dougan,,female,,,,1973-01-01,,Geraldine,,,,,,,,,,,,,,,,,,,,,Geraldine Dougan,,
13779,Boyd Douglas,,East Londonderry,Independent,independent,1998-06-25,general_election,1998-09-21,changed_party,1,Boyd Douglas,,male,,,,1950-07-13,,Boyd,,,,,,,,,,,,,,,,,,,,,Boyd Douglas,,
13779,Boyd Douglas,,East Londonderry,UUAP,uuap,1998-09-21,changed_party,2003-04-28,general_election,1,Boyd Douglas,,male,,,,1950-07-13,,Boyd,,,,,,,,,,,,,,,,,,,,,Boyd Douglas,,
13780,Alex Easton,,North Down,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,Alex Easton,https://upload.wikimedia.org/wikipedia/commons/5/5b/Alex_Easton.jpg,male,,,,1969-05-19,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Easton,,
13780,Alex Easton,,North Down,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,Alex Easton,https://upload.wikimedia.org/wikipedia/commons/5/5b/Alex_Easton.jpg,male,,,,1969-05-19,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Easton,,
13780,Alex Easton,,North Down,DUP,dup,2011-05-06,election,,,4,Alex Easton,https://upload.wikimedia.org/wikipedia/commons/5/5b/Alex_Easton.jpg,male,,,,1969-05-19,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Easton,,
13781,Tom Elliott,,Fermanagh and South Tyrone,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Tom Elliott,,male,,,,1963-12-11,,Tom,,,,,,,,,,,,,,,,,,,,,Tom Elliott (politician),,
13781,Tom Elliott,,Fermanagh and South Tyrone,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,Tom Elliott,,male,,,,1963-12-11,,Tom,,,,,,,,,,,,,,,,,,,,,Tom Elliott (politician),,
13781,Tom Elliott,,Fermanagh and South Tyrone,UUP,uup,2011-05-06,election,2015-06-29,resigned,4,Tom Elliott,,male,,,,1963-12-11,,Tom,,,,,,,,,,,,,,,,,,,,,Tom Elliott (politician),,
13782,Reg Empey,,Belfast East,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Reg Empey,"https://upload.wikimedia.org/wikipedia/commons/a/a9/John_White,_Reg_Empey,_Roy_Beggs_(cropped_Empey).JPG",male,,,,1947-10-26,/m/05nkkx,Reg,,,,,,,,,,,,,,,,,,,,,Reg Empey,,
13782,Reg Empey,,Belfast East,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Reg Empey,"https://upload.wikimedia.org/wikipedia/commons/a/a9/John_White,_Reg_Empey,_Roy_Beggs_(cropped_Empey).JPG",male,,,,1947-10-26,/m/05nkkx,Reg,,,,,,,,,,,,,,,,,,,,,Reg Empey,,
13782,Reg Empey,,Belfast East,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,Reg Empey,"https://upload.wikimedia.org/wikipedia/commons/a/a9/John_White,_Reg_Empey,_Roy_Beggs_(cropped_Empey).JPG",male,,,,1947-10-26,/m/05nkkx,Reg,,,,,,,,,,,,,,,,,,,,,Reg Empey,,
13783,George Ennis,,Strangford,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,George Ennis,,male,,,,1953-02-09,,George,,,,,,,,,,,,,,,,,,,,,George Ennis,,
13784,David Ervine,,Belfast East,PUP,pup,1998-06-25,general_election,2003-04-28,general_election,1,David Ervine,https://upload.wikimedia.org/wikipedia/commons/d/dd/David_Ervine.png,male,22344481,128961872,nb2001077710,1953-07-21,/m/029dwg,David,,,,,,2007-01-08,0000 0001 1488 6461,14049454r,,,,,,,,,101098537,,,,David Ervine,,
13784,David Ervine,,Belfast East,PUP,pup,2003-11-26,general_election,2007-01-08,died,2,David Ervine,https://upload.wikimedia.org/wikipedia/commons/d/dd/David_Ervine.png,male,22344481,128961872,nb2001077710,1953-07-21,/m/029dwg,David,,,,,,2007-01-08,0000 0001 1488 6461,14049454r,,,,,,,,,101098537,,,,David Ervine,,
13785,Sean Farren,,North Antrim,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Sean Farren,,male,,,,1939-09-06,,Sean,,,,,,,,,,,,,,,,,,,,,Sean Farren,,
13785,Sean Farren,,North Antrim,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Sean Farren,,male,,,,1939-09-06,,Sean,,,,,,,,,,,,,,,,,,,,,Sean Farren,,
13786,John Fee,,Newry and Armagh,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,John Fee,,male,,,,1963-12-07,,John,,,,,,2007-11-10,,,,,,,,,,,,,,,John Fee,,
13787,Michael Ferguson,,Belfast West,Sinn Féin,sinn-fein,2003-11-26,general_election,2006-09-25,died,2,Michael Ferguson,,male,,,,,,Michael,,,,,,2006-09-24,,,,,,,,,,,,,,,Michael Ferguson (Irish politician),,
13788,David Ford,,South Antrim,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1,David Ford,,male,,,,1951-02-24,,David,,,,,Ford,,,,,,,,,,,,,,,,David Ford,,
13788,David Ford,,South Antrim,Alliance,alliance,2003-11-26,general_election,2007-01-30,dissolution,2,David Ford,,male,,,,1951-02-24,,David,,,,,Ford,,,,,,,,,,,,,,,,David Ford,,
13788,David Ford,,South Antrim,Alliance,alliance,2007-03-09,election,2011-03-24,dissolution,3,David Ford,,male,,,,1951-02-24,,David,,,,,Ford,,,,,,,,,,,,,,,,David Ford,,
13788,David Ford,,South Antrim,Alliance,alliance,2011-05-06,election,,,4,David Ford,,male,,,,1951-02-24,,David,,,,,Ford,,,,,,,,,,,,,,,,David Ford,,
13789,Sam Foster,,Fermanagh and South Tyrone,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Sam Foster,,male,,,,1931-12-07,,Sam,,,,,,2014-08-19,,,,,,,,,,,,,,,Sam Foster (politician),,
13790,Arlene Foster,,Fermanagh and South Tyrone,UUP,uup,2003-11-26,general_election,2003-12-18,changed_party,2,Arlene Foster,https://upload.wikimedia.org/wikipedia/commons/4/4c/ArleneFoster.jpg,female,,,,1970-07-03,,Arlene,,,,,,,,,,,,,,,,,,,,,Arlene Foster,,
13790,Arlene Foster,,Fermanagh and South Tyrone,Independent Unionist,independent-unionist,2003-12-18,changed_party,2004-01-15,changed_party,2,Arlene Foster,https://upload.wikimedia.org/wikipedia/commons/4/4c/ArleneFoster.jpg,female,,,,1970-07-03,,Arlene,,,,,,,,,,,,,,,,,,,,,Arlene Foster,,
13790,Arlene Foster,,Fermanagh and South Tyrone,DUP,dup,2004-01-15,changed_party,2007-01-30,dissolution,2,Arlene Foster,https://upload.wikimedia.org/wikipedia/commons/4/4c/ArleneFoster.jpg,female,,,,1970-07-03,,Arlene,,,,,,,,,,,,,,,,,,,,,Arlene Foster,,
13790,Arlene Foster,,Fermanagh and South Tyrone,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,Arlene Foster,https://upload.wikimedia.org/wikipedia/commons/4/4c/ArleneFoster.jpg,female,,,,1970-07-03,,Arlene,,,,,,,,,,,,,,,,,,,,,Arlene Foster,,
13790,Arlene Foster,,Fermanagh and South Tyrone,DUP,dup,2011-05-06,election,,,4,Arlene Foster,https://upload.wikimedia.org/wikipedia/commons/4/4c/ArleneFoster.jpg,female,,,,1970-07-03,,Arlene,,,,,,,,,,,,,,,,,,,,,Arlene Foster,,
13791,Tommy Gallagher,,Fermanagh and South Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Tommy Gallagher,,male,,,,1942-08-17,,Tommy,,,,,,,,,,,,,,,,,,,,,Tommy Gallagher (politician),,
13791,Tommy Gallagher,,Fermanagh and South Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Tommy Gallagher,,male,,,,1942-08-17,,Tommy,,,,,,,,,,,,,,,,,,,,,Tommy Gallagher (politician),,
13791,Tommy Gallagher,,Fermanagh and South Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3,Tommy Gallagher,,male,,,,1942-08-17,,Tommy,,,,,,,,,,,,,,,,,,,,,Tommy Gallagher (politician),,
13792,Samuel Gardiner,,Upper Bann,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Sam Gardiner,https://upload.wikimedia.org/wikipedia/commons/a/ab/Sam_Gardiner.jpg,male,,,,1940-03-24,,Sam,,,,,,,,,,,,,,,,,,,,,Sam Gardiner,,
13792,Samuel Gardiner,,Upper Bann,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,Sam Gardiner,https://upload.wikimedia.org/wikipedia/commons/a/ab/Sam_Gardiner.jpg,male,,,,1940-03-24,,Sam,,,,,,,,,,,,,,,,,,,,,Sam Gardiner,,
13792,Samuel Gardiner,,Upper Bann,UUP,uup,2011-05-06,election,,,4,Sam Gardiner,https://upload.wikimedia.org/wikipedia/commons/a/ab/Sam_Gardiner.jpg,male,,,,1940-03-24,,Sam,,,,,,,,,,,,,,,,,,,,,Sam Gardiner,,
13793,Oliver Gibson,,West Tyrone,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1,Oliver Gibson,,male,,,,1934-06-28,,Oliver,,,,,,,,,,,,,,,,,,,,,Oliver Gibson,,
13794,Paul Girvan,,South Antrim,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,Paul Girvan,,male,,,,1963-07-06,,Paul,,,,,,,,,,,,,,,,,,,,,Paul Girvan,,
13794,Paul Girvan,,South Antrim,DUP,dup,2010-07-01,appointed,2011-03-24,dissolution,3,Paul Girvan,,male,,,,1963-07-06,,Paul,,,,,,,,,,,,,,,,,,,,,Paul Girvan,,
13794,Paul Girvan,,South Antrim,DUP,dup,2011-05-06,election,,,4,Paul Girvan,,male,,,,1963-07-06,,Paul,,,,,,,,,,,,,,,,,,,,,Paul Girvan,,
13795,John Gorman,,North Down,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,John Gorman,,male,7076437,,,1923-02-01,,John,,,,,,2014-05-26,,,,,,,,,,,,,,,John Gorman (politician),,
13796,Tom Hamilton,,Strangford,UUP,uup,2001-01-17,appointed,2003-04-28,general_election,1,Tom Hamilton,,male,,,,1954-07-08,,Tom,,,,,,,,,,,,,,,,,,,,,Tom Hamilton (politician),,
13797,Carmel Hanna,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Carmel Hanna,,female,,,,1946-03-26,,Carmel,,,,,,,,,,,,,,,,,,,,,Carmel Hanna,,
13797,Carmel Hanna,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Carmel Hanna,,female,,,,1946-03-26,,Carmel,,,,,,,,,,,,,,,,,,,,,Carmel Hanna,,
13797,Carmel Hanna,,Belfast South,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2010-01-18,resigned,3,Carmel Hanna,,female,,,,1946-03-26,,Carmel,,,,,,,,,,,,,,,,,,,,,Carmel Hanna,,
