id,name,image,given_name,family_name,sort_name,birth_date,gender,chamber,start_date,state,area,group,website,address,phone,fax,term,area_id,identifier__bioguide,identifier__thomas,identifier__lis,identifier__govtrack,identifier__opensecrets,identifier__votesmart,identifier__fec,identifier__cspan,identifier__wikipedia,identifier__house_history,identifier__ballotpedia,identifier__maplight,identifier__washington_post,identifier__icpsr,twitter,facebook,facebook_id,youtube_id,twitter_id,youtube,instagram,instagram_id,sameas,sameasnote,validthrough,census_geoid,census_geoid_12,census_geoid_14,openstates_district,placeholder_id,sch_dist_stateid,state_id
G000546,Sam Graves,https://theunitedstates.io/images/congress/original/G000546.jpg,Sam,Graves,"Graves, Sam",1963-11-07,male,rep,2015-01-06,MO,Missouri's 6th congressional district,Republican,https://graves.house.gov,1415 Longworth HOB; Washington DC 20515-2506,202-225-7041,202-225-8221,114,ocd-division/country:us/state:mo/cd:6,G000546,01656,,400158,N00013323,9425,H0MO06073,89873,Sam Graves,14251,,265,gIQAEvXIAP,20124,RepSamGraves,118514606128,118514606128,,29766367,,,,,,,,,,,,,
G000560,Tom Graves,https://theunitedstates.io/images/congress/original/G000560.jpg,Tom,Graves,"Graves, Tom",1970-02-03,male,rep,2015-01-06,GA,Georgia's 14th congressional district,Republican,http://tomgraves.house.gov,2442 Rayburn HOB; Washington DC 20515-1014,202-225-5211,202-225-8272,114,ocd-division/country:us/state:ga/cd:14,G000560,01979,,412388,N00030788,31969,H0GA09030,11519,Tom Graves,14278,Tom Graves,1369,gIQA82YuKP,20962,RepTomGraves,reptomgraves,104548906262119,UCBxeA4MWCmfUox57bUTEH0g,190328374,CongressmanGraves,reptomgraves,241591770,,,,,,,,,,
G000553,Al Green,https://theunitedstates.io/images/congress/original/G000553.jpg,Al,Green,"Green, Al",1947-09-01,male,rep,2015-01-06,TX,Texas's 9th congressional district,Democrat,http://algreen.house.gov,2347 Rayburn HOB; Washington DC 20515-4309,202-225-7508,202-225-2947,114,ocd-division/country:us/state:tx/cd:9,G000553,01803,,400653,N00026686,49680,H4TX09095,1012969,Al Green (politician),14265,Al Green,658,gIQA7bXzDP,20529,RepAlGreen,repalgreen,136237609724391,UCFtgMZm1YUXaZ8OtOj-GDjA,156333623,RepAlGreen,,,,,,,,,,,,
G000410,Gene Green,https://theunitedstates.io/images/congress/original/G000410.jpg,Gene,Green,"Green, Gene",1947-10-17,male,rep,2015-01-06,TX,Texas's 29th congressional district,Democrat,https://green.house.gov,2470 Rayburn HOB; Washington DC 20515-4329,202-225-1688,202-225-9903,114,ocd-division/country:us/state:tx/cd:29,G000410,00462,,400160,N00005870,27100,H2TX29030,26156,Gene Green,14085,,266,gIQAYwnpAP,39304,RepGeneGreen,RepGeneGreen,128735131872,UCc6B7e8ontd_yKsPt_6w2oA,111635527,RepGeneGreen,,,,,,,,,,,,
G000568,H. Morgan Griffith,https://theunitedstates.io/images/congress/original/G000568.jpg,H.,Griffith,"Griffith, H.",1958-03-15,male,rep,2015-01-06,VA,Virginia's 9th congressional district,Republican,http://morgangriffith.house.gov,1108 Longworth HOB; Washington DC 20515-4609,202-225-3861,202- 225-0076,114,ocd-division/country:us/state:va/cd:9,G000568,02070,,412485,N00032029,5148,H0VA09055,62766,Morgan Griffith,14288,Morgan Griffith,1490,gIQA8LqZKP,21191,RepMGriffith,RepMorganGriffith,141893975868919,UCzxqD7EY_Rdvbc0spbaYkJA,234057152,RepMorganGriffith,,,,,,,,,,,,
G000551,Raúl M. Grijalva,https://theunitedstates.io/images/congress/original/G000551.jpg,Raúl,Grijalva,"Grijalva, Raúl",1948-02-19,male,rep,2015-01-06,AZ,Arizona's 3rd congressional district,Democrat,http://grijalva.house.gov,1511 Longworth HOB; Washington DC 20515-0303,202-225-2435,202-225-1541,114,ocd-division/country:us/state:az/cd:3,G000551,01708,,400162,N00025284,28253,H2AZ07070,1003551,Raúl Grijalva,14261,Raul M. Grijalva,268,gIQATZnOAP,20305,RepraulGrijalva,Rep.Grijalva,73539896233,UC8JZLnXS21bhNbcvpoM8O7g,28602948,raulgrijalvaaz07,,,,,,,,,,,,
G000558,Brett Guthrie,https://theunitedstates.io/images/congress/original/G000558.jpg,Brett,Guthrie,"Guthrie, Brett",1964-02-18,male,rep,2015-01-06,KY,Kentucky's 2nd congressional district,Republican,http://guthrie.house.gov,2434 Rayburn HOB; Washington DC 20515-1702,202-225-3501,202-226-2019,114,ocd-division/country:us/state:ky/cd:2,G000558,01922,,412278,N00029675,18829,H8KY02031,1031343,Brett Guthrie,14275,Brett Guthrie,760,gIQAh9rq6O,20916,RepGuthrie,,,UCdJhDw-YbdH0RHfWK0sIfiw,1908143071,BrettGuthrie,,,,,,,,,,,,
G000535,Luis V. Gutiérrez,https://theunitedstates.io/images/congress/original/G000535.jpg,Luis,Gutiérrez,"Gutiérrez, Luis",1953-12-10,male,rep,2015-01-06,IL,Illinois's 4th congressional district,Democrat,http://gutierrez.house.gov,2408 Rayburn HOB; Washington DC 20515-1304,202-225-8203,202-225-7810,114,ocd-division/country:us/state:il/cd:4,G000535,00478,,400163,N00004874,26841,H2IL08039,23476,Luis Gutiérrez,14235,Luis V. Gutierrez,269,gIQADVuzDP,29348,LuisGutierrez,RepGutierrez,91052833204,UCLooufcInrRP1FQn_WY9yDA,322013313,repluisgutierrez,,,,,,,,,,,,
H001051,Richard L. Hanna,https://theunitedstates.io/images/congress/original/H001051.jpg,Richard,Hanna,"Hanna, Richard",1951-01-25,male,rep,2015-01-06,NY,New York's 22nd congressional district,Republican,http://hanna.house.gov,319 Cannon HOB; Washington DC 20515-3222,202-225-3665,202-225-1891,114,ocd-division/country:us/state:ny/cd:22,H001051,02044,,412454,N00030197,110344,H8NY24066,61702,Richard L. Hanna,15598,,1462,gIQAQdiXKP,21157,RepRichardHanna,reprichardhanna,172284859480630,UCgfFot8WPIupNxdo8psDbdQ,236899846,reprichardhanna,,,,,,,,,,,,
H001045,Gregg Harper,https://theunitedstates.io/images/congress/original/H001045.jpg,Gregg,Harper,"Harper, Gregg",1956-06-01,male,rep,2015-01-06,MS,Mississippi's 3rd congressional district,Republican,http://harper.house.gov,307 Cannon HOB; Washington DC 20515-2403,202-225-5031,202-225-5797,114,ocd-division/country:us/state:ms/cd:3,H001045,01933,,412280,N00029632,101985,H8MS03067,1031347,Gregg Harper,15586,,762,gIQAg8GpAP,20925,GreggHarper,GreggHarper,48248435938,UC9UIowW9bhstVTiMX8znppQ,23712174,congressmanharper,,,,,,,,,,,,
H001052,Andy Harris,https://theunitedstates.io/images/congress/original/H001052.jpg,Andy,Harris,"Harris, Andy",1957-01-25,male,rep,2015-01-06,MD,Maryland's 1st congressional district,Republican,http://harris.house.gov,1533 Longworth HOB; Washington DC 20515-2001,202-225-5311,202-225-0254,114,ocd-division/country:us/state:md/cd:1,H001052,02026,,412434,N00029147,19157,H8MD01094,1033464,Andrew P. Harris,15599,,1445,gIQAN7ZTAP,21139,RepAndyHarrisMD,AndyHarrisMD,508912729153334,UCvUuV7FiJfJi1yux4qozgMg,960962340,RepAndyHarris,,,,,,,,,,,,
H001053,Vicky Hartzler,https://theunitedstates.io/images/congress/original/H001053.jpg,Vicky,Hartzler,"Hartzler, Vicky",1960-10-13,female,rep,2015-01-06,MO,Missouri's 4th congressional district,Republican,http://hartzler.house.gov,2235 Rayburn HOB; Washington DC 20515-2504,202-225-2876,202-225-0148,114,ocd-division/country:us/state:mo/cd:4,H001053,02032,,412444,N00031005,8783,H0MO04086,95050,Vicky Hartzler,15601,Vicky Hartzler,1454,gIQApt5WKP,21149,RepHartzler,Congresswoman.Hartzler,183580061667324,UCAvttUz6qBVEJiFt7p_MZxw,237763317,repvickyhartzler,rephartzler,787899303,,,,,,,,,,
H000324,Alcee L. Hastings,https://theunitedstates.io/images/congress/original/H000324.jpg,Alcee,Hastings,"Hastings, Alcee",1936-09-05,male,rep,2015-01-06,FL,Florida's 20th congressional district,Democrat,http://alceehastings.house.gov,2353 Rayburn HOB; Washington DC 20515-0920,202-225-1313,202-225-1171,114,ocd-division/country:us/state:fl/cd:20,H000324,00511,,400170,N00002884,26798,H2FL23021,1858,Alcee Hastings,14683,Alcee L. Hastings,276,gIQAz5GpAP,29337,RepHastingsFL,95696782238,95696782238,UCaXXiR3YjMuPIlIGRGNnm8A,2433737761,RepAlceeHastings,,,,,,,,,,,,
H001055,Joseph J. Heck,https://theunitedstates.io/images/congress/original/H001055.jpg,Joseph,Heck,"Heck, Joseph",1961-10-30,male,rep,2015-01-06,NV,Nevada's 3rd congressional district,Republican,https://heck.house.gov,132 Cannon HOB; Washington DC 20515-2803,202-225-3252,202- 225-2185,114,ocd-division/country:us/state:nv/cd:3,H001055,02040,,412446,N00031244,44082,H0NV03058,62662,Joe Heck,15604,Joe Heck,1456,gIQAviVUKP,21151,RepJoeHeck,RepJoeHeck,155211751194624,UC0VvLD0dio-Z8OH_bniqsJA,222286905,repjoeheck,,,,,,,,,,,,
H001036,Jeb Hensarling,https://theunitedstates.io/images/congress/original/H001036.jpg,Jeb,Hensarling,"Hensarling, Jeb",1957-05-29,male,rep,2015-01-06,TX,Texas's 5th congressional district,Republican,http://hensarling.house.gov,2228 Rayburn HOB; Washington DC 20515-4305,202-225-3484,202-226-4888,114,ocd-division/country:us/state:tx/cd:5,H001036,01749,,400175,N00024922,49827,H2TX05121,1003619,Jeb Hensarling,15568,Jeb Hensarling,281,gIQANKaU9O,20352,RepHensarling,RepHensarling,7875604788,UCjZWXpz6wypzbL8nK0JNEvg,18566912,repjebhensarling,,,,,,,,,,,,
H001056,Jaime Herrera Beutler,https://theunitedstates.io/images/congress/original/H001056.jpg,Jaime,Herrera Beutler,"Herrera Beutler, Jaime",1978-11-03,female,rep,2015-01-06,WA,Washington's 3rd congressional district,Republican,http://herrerabeutler.house.gov,1130 Longworth HOB; Washington DC 20515-4703,202-225-3536,202-225-3478,114,ocd-division/country:us/state:wa/cd:3,H001056,02071,,412486,N00031559,101907,H0WA03187,95198,Jaime Herrera Beutler,15606,,1491,gIQAHQfVKP,21187,HerreraBeutler,herrerabeutler,177551525610164,UCJEgiA9clfx0amrQUj0aBTQ,242926427,RepHerreraBeutler,,,,,,,,,,,,
H001038,Brian Higgins,https://theunitedstates.io/images/congress/original/H001038.jpg,Brian,Higgins,"Higgins, Brian",1959-10-06,male,rep,2015-01-06,NY,New York's 26th congressional district,Democrat,http://higgins.house.gov,2459 Rayburn HOB; Washington DC 20515-3226,202-225-3306,202-226-0347,114,ocd-division/country:us/state:ny/cd:26,H001038,01794,,400641,N00027060,23127,H4NY27076,1013050,Brian Higgins,15572,Brian Higgins,647,gIQAnP7UAP,20519,RepBrianHiggins,RepBrianHiggins,88144056440,UCSGbv85HaaYYOrPGePtxwag,33576489,CongressmanHiggins,,,,,,,,,,,,
H001047,James A. Himes,https://theunitedstates.io/images/congress/original/H001047.jpg,James,Himes,"Himes, James",1966-07-05,male,rep,2015-01-06,CT,Connecticut's 4th congressional district,Democrat,http://himes.house.gov,1227 Longworth HOB; Washington DC 20515-0704,202-225-5541,202-225-9629,114,ocd-division/country:us/state:ct/cd:4,H001047,01913,,412282,N00029070,106744,H8CT04172,1031341,Jim Himes,15590,Jim Himes,764,gIQAtLEM9O,20907,JAHimes,CongressmanJimHimes,85767418619,UCCeB6czh6nhCHxOMCk_V4yA,31611298,congressmanhimes,,,,,,,,,,,,
H000636,Rubén Hinojosa,https://theunitedstates.io/images/congress/original/H000636.jpg,Rubén,Hinojosa,"Hinojosa, Rubén",1940-08-20,male,rep,2015-01-06,TX,Texas's 15th congressional district,Democrat,http://hinojosa.house.gov,2262 Rayburn HOB; Washington DC 20515-4315,202-225-2531,202-225-5688,114,ocd-division/country:us/state:tx/cd:15,H000636,01490,,400179,N00006008,291,H6TX15055,45743,Rubén Hinojosa,15071,Ruben Hinojosa,285,gIQAvN7UAP,29763,USRepRHinojosa,CongressmanRubenHinojosa,402891225161,UCUsbGRi-OlpTxoucZiQ2xCg,239905257,RepRubenHinojosa,,,,,,,,,,,,
H001034,Michael M. Honda,https://theunitedstates.io/images/congress/original/H001034.jpg,Michael,Honda,"Honda, Michael",1941-06-27,male,rep,2015-01-06,CA,California's 17th congressional district,Democrat,https://honda.house.gov,1713 Longworth HOB; Washington DC 20515-0517,202-225-2631,202-225-2699,114,ocd-division/country:us/state:ca/cd:17,H001034,01634,,400185,N00012611,9674,H0CA15148,85565,Mike Honda,15564,,290,gIQA8Id2DP,20103,RepMikeHonda,RepMikeHonda,15675385380,UC_WqGAzksPJbvjkhlK08xcw,16583468,RepMikeHonda,repmikehonda,1243895733,,,,,,,,,,
H000874,Steny H. Hoyer,https://theunitedstates.io/images/congress/original/H000874.jpg,Steny,Hoyer,"Hoyer, Steny",1939-06-14,male,rep,2015-01-06,MD,Maryland's 5th congressional district,Democrat,http://hoyer.house.gov,1705 Longworth HOB; Washington DC 20515-2005,202-225-4131,202-225-4300,114,ocd-division/country:us/state:md/cd:5,H000874,00566,,400189,N00001821,26890,H2MD05155,1919,Steny Hoyer,15365,Steny Hoyer,293,gIQA9KQN9O,14873,WhipHoyer,WhipHoyer,282861997886,UCvxgqX65cdhHNjJn64cgY9g,22012091,LeaderHoyer,repstenyhoyer,51616645,,,,,,,,,,
H001057,Tim Huelskamp,https://theunitedstates.io/images/congress/original/H001057.jpg,Tim,Huelskamp,"Huelskamp, Tim",1968-11-11,male,rep,2015-01-06,KS,Kansas's 1st congressional district,Republican,http://huelskamp.house.gov,1110 Longworth HOB; Washington DC 20515-1601,202-225-2715,202- 225-5124,114,ocd-division/country:us/state:ks/cd:1,H001057,02020,,412429,N00027649,12571,H6KS01146,86444,Tim Huelskamp,15608,Tim Huelskamp,1440,gIQABtpVK,21134,CongHuelskamp,congressmanhuelskamp,,UCMMv3kTB9MRVHg8BfgKx6KQ,233761277,congressmanhuelskamp,,,,,,,,,,,,
H001058,Bill Huizenga,https://theunitedstates.io/images/congress/original/H001058.jpg,Bill,Huizenga,"Huizenga, Bill",1969-01-31,male,rep,2015-01-06,MI,Michigan's 2nd congressional district,Republican,http://huizenga.house.gov,1217 Longworth HOB; Washington DC 20515-2202,202-225-4401,202- 226-0779,114,ocd-division/country:us/state:mi/cd:2,H001058,02028,,412437,N00030673,38351,H0MI02094,1033765,Bill Huizenga,15610,Bill Huizenga,1448,gIQAOyHaKP,21142,RepHuizenga,RepHuizenga,145764842143763,UCQPlLLiMnysMmeJ5qUSSjQg,233949261,RepHuizenga,,,,,,,,,,,,
H001059,Randy Hultgren,https://theunitedstates.io/images/congress/original/H001059.jpg,Randy,Hultgren,"Hultgren, Randy",1966-03-01,male,rep,2015-01-06,IL,Illinois's 14th congressional district,Republican,http://hultgren.house.gov,2455 Rayburn HOB; Washington DC 20515-1314,202-225-2976,202- 225-0697,114,ocd-division/country:us/state:il/cd:14,H001059,02015,,412422,N00031104,18199,H0IL14080,62575,Randy Hultgren,15612,Randy Hultgren,1434,gIQAHoGVKP,21129,RepHultgren,RepHultgren,186221644739359,UCJ6Gvza8hdNmUfoaJEN8dbg,237814920,rephultgren,,,,,,,,,,,,
H001048,Duncan Hunter,https://theunitedstates.io/images/congress/original/H001048.jpg,Duncan,Hunter,"Hunter, Duncan",1976-12-07,male,rep,2015-01-06,CA,California's 50th congressional district,Republican,http://hunter.house.gov,2429 Rayburn HOB; Washington DC 20515-0550,202-225-5672,202-225-0235,114,ocd-division/country:us/state:ca/cd:50,H001048,01909,,412283,N00029258,104308,H8CA52052,1032398,Duncan D. Hunter,15592,,765,gIQAFspUAP,20963,Rep_Hunter,DuncanHunter,79072979038,UCV9GfB1e4RILcqb_zXYCDSA,1305596696,CongressmanHunter,,,,,,,,,,,,
H001060,Robert Hurt,https://theunitedstates.io/images/congress/original/H001060.jpg,Robert,Hurt,"Hurt, Robert",1969-06-16,male,rep,2015-01-06,VA,Virginia's 5th congressional district,Republican,https://hurt.house.gov,125 Cannon HOB; Washington DC 20515-4605,202-225-4711,202-225-5681,114,ocd-division/country:us/state:va/cd:5,H001060,02069,,412484,N00031265,50895,H0VA05095,623558,Robert Hurt (politician),15614,Robert Hurt,1489,gIQAfrpVKP,21186,RepRobertHurt,RepRobertHurt,120068161395562,UCPk3cMrcjfgR9LgQkEuCo7Q,234837632,RepRobertHurt,,,,,,,,,,,,
I000057,Steve Israel,https://theunitedstates.io/images/congress/original/I000057.jpg,Steve,Israel,"Israel, Steve",1958-05-30,male,rep,2015-01-06,NY,New York's 3rd congressional district,Democrat,http://israel.house.gov,2457 Rayburn HOB; Washington DC 20515-3203,202-225-3335,202-225-4669,114,ocd-division/country:us/state:ny/cd:3,I000057,01663,,400195,N00013345,55440,H0NY02085,87911,Steve Israel,15691,Steve Israel,299,gIQAt0jCAP,20129,RepSteveIsrael,RepSteveIsrael,,UCmhEExgsUcylb_QjqEYfsHg,20002401,repsteveisrael,,,,,,,,,,,,
I000056,Darrell E. Issa,https://theunitedstates.io/images/congress/original/I000056.jpg,Darrell,Issa,"Issa, Darrell",1953-11-01,male,rep,2015-01-06,CA,California's 49th congressional district,Republican,http://issa.house.gov,2269 Rayburn HOB; Washington DC 20515-0549,202-225-3906,202-225-3303,114,ocd-division/country:us/state:ca/cd:49,I000056,01640,,400196,N00007017,16553,H0CA48024,90066,Darrell Issa,15689,Darrell Issa,300,gIQAaSzFAP,20107,DarrellIssa,darrellissa,19463427992,UCIGKQn89GEpNJ6fDhXGauyw,22509548,repdarrellissa,,,,,,,,,,,,
J000032,Sheila Jackson Lee,https://theunitedstates.io/images/congress/original/J000032.jpg,Sheila,Jackson Lee,"Jackson Lee, Sheila",1950-01-12,female,rep,2015-01-06,TX,Texas's 18th congressional district,Democrat,http://jacksonlee.house.gov,2252 Rayburn HOB; Washington DC 20515-4318,202-225-3816,202-225-3317,114,ocd-division/country:us/state:tx/cd:18,J000032,00588,,400199,N00005818,21692,H4TX18054,36819,Sheila Jackson Lee,15730,,338,gIQAenpUAP,29573,JacksonLeeTX18,169479190984,169479190984,UCi_S-mOZaEco2Zb9guf_8Iw,80612021,TX18SJL,,,,,,,,,,,,
J000290,Lynn Jenkins,https://theunitedstates.io/images/congress/original/J000290.jpg,Lynn,Jenkins,"Jenkins, Lynn",1963-06-10,female,rep,2015-01-06,KS,Kansas's 2nd congressional district,Republican,http://lynnjenkins.house.gov,1526 Longworth HOB; Washington DC 20515-1602,202-225-6601,202-225-7986,114,ocd-division/country:us/state:ks/cd:2,J000290,01921,,412284,N00029077,18594,H8KS02090,1030550,Lynn Jenkins,16069,Lynn Jenkins,766,gIQA8hpUAP,20915,RepLynnJenkins,replynnjenkins,6974973662,UCBW06VosGJtZ_wCyGKET5KQ,19658173,RepLynnJenkins,,,,,,,,,,,,
J000292,Bill Johnson,https://theunitedstates.io/images/congress/original/J000292.jpg,Bill,Johnson,"Johnson, Bill",1954-11-10,male,rep,2015-01-06,OH,Ohio's 6th congressional district,Republican,http://billjohnson.house.gov,1710 Longworth HOB; Washington DC 20515-3506,202-225-5705,202-225-5907,114,ocd-division/country:us/state:oh/cd:6,J000292,02046,,412460,N00032088,120649,H0OH06189,623472,Bill Johnson (Ohio politician),16071,Bill Johnson (Ohio),1466,gIQAHF5YKP,21162,RepBillJohnson,RepBillJohnson,170477096312258,UCtF08Ay71haDRoJosRN2P_Q,211530910,RepBillJohnson,repbilljohnson,763495818,,,,,,,,,,
J000126,Eddie Bernice Johnson,https://theunitedstates.io/images/congress/original/J000126.jpg,Eddie,Johnson,"Johnson, Eddie",1935-12-03,female,rep,2015-01-06,TX,Texas's 30th congressional district,Democrat,http://ebjohnson.house.gov,2468 Rayburn HOB; Washington DC 20515-4330,202-225-8885,202-226-1477,114,ocd-division/country:us/state:tx/cd:30,J000126,00599,,400204,N00008122,27098,H2TX00015,23352,Eddie Bernice Johnson,15852,,308,gIQAutVSAP,39305,RepEBJ,CongresswomanEBJtx30,84096022067,UCVKp8BtjW708H4eXJJQgUYw,168502762,RepEddieBJohnson,,,,,,,,,,,,
J000288,"Henry C. ""Hank"" Johnson Jr.",https://theunitedstates.io/images/congress/original/J000288.jpg,Henry,Johnson,"Johnson, Henry",1954-10-02,male,rep,2015-01-06,GA,Georgia's 4th congressional district,Democrat,http://hankjohnson.house.gov,2240 Rayburn HOB; Washington DC 20515-1004,202-225-1605,202-226-0691,114,ocd-division/country:us/state:ga/cd:4,J000288,01843,,412199,N00027848,68070,H6GA04129,1020576,Hank Johnson,16065,"Henry C. Johnson, Jr.",686,gIQAC8oUAP,20712,RepHankJohnson,115356957005,115356957005,UCqMici9I7nz_i-PN7eSYjwQ,24745957,RepHankJohnson,,,,,,,,,,,,
J000174,Sam Johnson,https://theunitedstates.io/images/congress/original/J000174.jpg,Sam,Johnson,"Johnson, Sam",1930-10-11,male,rep,2015-01-06,TX,Texas's 3rd congressional district,Republican,http://samjohnson.house.gov,2304 Rayburn HOB; Washington DC 20515-4303,202-225-4201,202-225-1485,114,ocd-division/country:us/state:tx/cd:3,J000174,00603,,400206,N00008028,27079,H2TX03118,18711,Sam Johnson,15916,,307,gIQAltpUAP,29143,SamsPressShop,RepSamJohnson,52454091867,UCmzL7gzMX6-bgS9HNt8a8TA,249288197,RepSamJohnson,,,,,,,,,,,,
J000255,Walter B. Jones,https://theunitedstates.io/images/congress/original/J000255.jpg,Walter,Jones,"Jones, Walter",1943-02-10,male,rep,2015-01-06,NC,North Carolina's 3rd congressional district,Republican,http://jones.house.gov,2333 Rayburn HOB; Washington DC 20515-3303,202-225-3415,202-225-3286,114,ocd-division/country:us/state:nc/cd:3,J000255,00612,,400209,N00002299,21785,H2NC01081,36693,"Walter B. Jones, Jr.",16015,Walter B. Jones,309,gIQALhiUAP,29546,RepWalterJones,15083070102,15083070102,UCZdvBD1F5FXAQyJFD2aTiWA,26778110,RepWalterJones,,,,,,,,,,,,
J000289,Jim Jordan,https://theunitedstates.io/images/congress/original/J000289.jpg,Jim,Jordan,"Jordan, Jim",1964-02-17,male,rep,2015-01-06,OH,Ohio's 4th congressional district,Republican,http://jordan.house.gov,1524 Longworth HOB; Washington DC 20515-3504,202-225-2676,202-226-0577,114,ocd-division/country:us/state:oh/cd:4,J000289,01868,,412226,N00027894,8158,H6OH04082,1022879,Jim Jordan (Ohio politician),16067,Jim Jordan,711,gIQAjcfUAP,20738,Jim_Jordan,repjimjordan,35499336459,UCPFBhS00ivPV585GlnNlyqA,18166778,RepJimJordan,,,,,,,,,,,,
K000009,Marcy Kaptur,https://theunitedstates.io/images/congress/original/K000009.jpg,Marcy,Kaptur,"Kaptur, Marcy",1946-06-17,female,rep,2015-01-06,OH,Ohio's 9th congressional district,Democrat,http://kaptur.house.gov,2186 Rayburn HOB; Washington DC 20515-3509,202-225-4146,202-225-7711,114,ocd-division/country:us/state:oh/cd:9,K000009,00616,,400211,N00003522,27016,H2OH09031,1458,Marcy Kaptur,16086,,312,gIQApw7AAP,15029,RepMarcyKaptur,RepresentativeMarcyKaptur,173753129419169,UCIJUNf22o09nO02oQPLKQ6w,581141508,USRepMarcyKaptur,,,,,,,,,,,,
K000375,William R. Keating,https://theunitedstates.io/images/congress/original/K000375.jpg,William,Keating,"Keating, William",1952-09-06,male,rep,2015-01-06,MA,Massachusetts's 9th congressional district,Democrat,http://keating.house.gov,315 Cannon HOB; Washington DC 20515-2109,202-225-3111,202- 225-5658,114,ocd-division/country:us/state:ma/cd:9,K000375,02025,,412435,N00031933,4743,H0MA10082,61856,William R. Keating,16570,,1446,gIQA23JXKP,21140,USRepKeating,Congressman.Keating,183092598372008,UC7KPV4xdxO2dms9vl6tETmg,232992031,RepBillKeating,,,,,,,,,,,,
K000376,Mike Kelly,https://theunitedstates.io/images/congress/original/K000376.jpg,Mike,Kelly,"Kelly, Mike",1948-05-10,male,rep,2015-01-06,PA,Pennsylvania's 3rd congressional district,Republican,http://kelly.house.gov,1519 Longworth HOB; Washington DC 20515-3803,202-225-5406,202-225-3103,114,ocd-division/country:us/state:pa/cd:3,K000376,02051,,412465,N00031647,119463,H0PA03271,62696,Mike Kelly (Pennsylvania),16572,Mike Kelly,1471,gIQAXuVWKP,21167,MikeKellyPA,191056827594903,191056827594903,UCoz6u3ooQxoijsWvhoQ0D-A,935368364,repmikekelly,,,,,,,,,,,,
K000188,Ron Kind,https://theunitedstates.io/images/congress/original/K000188.jpg,Ron,Kind,"Kind, Ron",1963-03-16,male,rep,2015-01-06,WI,Wisconsin's 3rd congressional district,Democrat,http://kind.house.gov,1502 Longworth HOB; Washington DC 20515-4903,202-225-5506,202-225-5739,114,ocd-division/country:us/state:wi/cd:3,K000188,01498,,400218,N00004403,630,H6WI03099,45870,Ron Kind,16313,Ron Kind,319,gIQA0kXHAP,29769,RepRonKind,repronkind,89152017954,UC0_BilariURHwSHf9baGykg,112740986,RepRonKind,,,,,,,,,,,,
K000210,Peter T. King,https://theunitedstates.io/images/congress/original/K000210.jpg,Peter,King,"King, Peter",1944-04-05,male,rep,2015-01-06,NY,New York's 2nd congressional district,Republican,http://peteking.house.gov,339 Cannon HOB; Washington DC 20515-3202,202-225-7896,202-226-2279,114,ocd-division/country:us/state:ny/cd:2,K000210,00635,,400219,N00001193,26968,H2NY03089,26487,Peter T. King,16338,Peter T. King,321,gIQAr6fAAP,29375,RepPeteKing,,,UCbyQC19DsAq01oDBfZn_diw,18277655,RepPeterKing,,,,,,,,,,,,
K000362,Steve King,https://theunitedstates.io/images/congress/original/K000362.jpg,Steve,King,"King, Steve",1949-05-28,male,rep,2015-01-06,IA,Iowa's 4th congressional district,Republican,https://steveking.house.gov,2210 Rayburn HOB; Washington DC 20515-1504,202-225-4426,202-225-3193,114,ocd-division/country:us/state:ia/cd:4,K000362,01724,,400220,N00025237,10853,H2IA05072,1003590,Steve King,16548,Steve King,320,gIQA958MAP,20325,SteveKingIA,stevekingia,134325379926458,UCvdJ--cxsVyght3ZDise0mw,48117116,stevekingia,,,,,,,,,,,,
K000378,Adam Kinzinger,https://theunitedstates.io/images/congress/original/K000378.jpg,Adam,Kinzinger,"Kinzinger, Adam",1978-02-27,male,rep,2015-01-06,IL,Illinois's 16th congressional district,Republican,http://kinzinger.house.gov,1221 Longworth HOB; Washington DC 20515-1316,202-225-3635,202- 225-3521,114,ocd-division/country:us/state:il/cd:16,K000378,02014,,412421,N00030667,116559,H0IL11052,62573,Adam Kinzinger,16573,Adam Kinzinger,1433,gIQARqVWKP,21128,RepKinzinger,RepKinzinger,187811174579106,UCjDHxyjndxxhjuPWyEBc7UA,219429281,RepAdamKinzinger,,,,,,,,,,,,
K000363,John Kline,https://theunitedstates.io/images/congress/original/K000363.jpg,John,Kline,"Kline, John",1947-09-06,male,rep,2015-01-06,MN,Minnesota's 2nd congressional district,Republican,http://kline.house.gov,2439 Rayburn HOB; Washington DC 20515-2302,202-225-2271,202-225-2595,114,ocd-division/country:us/state:mn/cd:2,K000363,01733,,400224,N00004436,20311,H8MN06047,1003596,John Kline (politician),16550,John Kline,324,gIQAW0U3DP,20333,RepJohnKline,repjohnkline,770135879667732,UCq-OxgMJUAZEGBT8q2JT9NQ,76350004,repjohnkline,,,,,,,,,,,,
L000573,Raúl R. Labrador,https://theunitedstates.io/images/congress/original/L000573.jpg,Raúl,Labrador,"Labrador, Raúl",1967-12-08,male,rep,2015-01-06,ID,Idaho's 1st congressional district,Republican,http://labrador.house.gov,1523 Longworth HOB; Washington DC 20515-1201,202-225-6611,202-225-3029,114,ocd-division/country:us/state:id/cd:1,L000573,02011,,412419,N00031377,57391,H0ID01253,94987,Raúl Labrador,17322,Raul Labrador,1431,gIQAfl8vKP,21125,Raul_Labrador,raul.r.labrador,180970951936493,UC1KKgNc0j8CoAGnWEJfhxJA,246341769,RepLabrador,,,,,,,,,,,,
