id,name,name__fr,name__en,name__en_ca,name__en_gb,name__de,name__nl,wikipedia__en,wikipedia__fr,birth_date,gender,given_name,occupation,original_wikiname,name__nb,name__da,name__nn,name__sv,name__it,name__eu,wikipedia__eu,image,identifier__VIAF,name__ru,wikipedia__ru,name__sr,name__es,name__hu,name__zh,wikipedia__de,wikipedia__sr,identifier__LCAuth,identifier__freebase,website,identifier__ISNI,identifier__BNF,identifier__SUDOC,name__ko,wikipedia__ko,family_name,identifier__PACE,identifier__NNDB,name__ar,wikipedia__ar,name__ja,name__cs,wikipedia__cs,wikipedia__it,wikipedia__ja,identifier__IIAF,name__fa,wikipedia__fa,name__nds,name__tr,wikipedia__nl,name__uk,wikipedia__commons,wikipedia__uk,identifier__GND,name__sl,wikipedia__sl,name__pt,name__pl,name__sr_el,name__sr_ec,name__ca,name__fi,name__sh,wikipedia__ca,wikipedia__es,wikipedia__fi,wikipedia__nn,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__sh,wikipedia__sv,identifier__GTAA,identifier__FAST,identifier__snac,name__vi,wikipedia__vi,identifier__ioc_athlete,name__el,identifier__NTA,identifier__wikitree,identifier__nlg,identifier__NLAtrove,identifier__Britannica,identifier__BIBSYS,name__id,name__ace,identifier__SELIBR,twitter,name__he,wikipedia__he,facebook,wikipedia__zh,wikipedia__simple,death_date,name__cy,wikipedia__enwikiquote,wikipedia__tr,honorific_suffix,name__bn,identifier__LAC,identifier__NKC
Q3383128,Pierre-Hugues Boisvenu,Pierre-Hugues Boisvenu,Pierre-Hugues Boisvenu,,,,Pierre-Hugues Boisvenu,Pierre-Hugues Boisvenu,Pierre-Hugues Boisvenu,1949-02-12,male,Pierre,politician,Pierre-Hugues Boisvenu,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/20/BoisvenuSen.jpg,,,,,,,,,,,,,,,,,,Boisvenu,,,,,,,,,,,,,,,,,,,,Pierre-Hugues Boisvenu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senatboisvenu,,,PHBoisvenu,,,,,,,,,,
Q3442344,Rose-May Poirier,Rose-May Poirier,Rose-May Poirier,Rose-May Poirier,Rose-May Poirier,Rose-May Poirier,Rose-May Poirier,Rose-May Poirier,Rose-May Poirier,1954-03-02,female,Rose-May,politician,Rose-May Poirier,,,,,,,,,,,,,Rose-May Poirier,Rose-May Poirier,,,,,,,,,,,,Poirier,,,,,,,,,,,,,Rose-May Poirier,Rose-May Poirier,,,,,,Rose-May Poirier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3471928,Sandra Lovelace Nicholas,Sandra Lovelace Nicholas,Sandra Lovelace Nicholas,,,,Sandra Lovelace Nicholas,Sandra Lovelace Nicholas,Sandra Lovelace Nicholas,1948-04-15,female,Sandra,politician,Sandra Lovelace Nicholas,Sandra Lovelace Nicholas,Sandra Lovelace Nicholas,Sandra Lovelace Nicholas,Sandra Lovelace Nicholas,,,,,,,,,Sandra Lovelace Nicholas,Sandra Lovelace Nicholas,,,,,,,,,,,,Nicholas,,,,,,,,,,,,,,,,,,,,Sandra Lovelace Nicholas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q386676,Paul Massicotte,Paul J. Massicotte,Paul Massicotte,,,Paul Massicotte,Paul Massicotte,Paul Massicotte,Paul J. Massicotte,1951-09-10,male,Paul,politician,Paul Massicotte,Paul Massicotte,Paul Massicotte,Paul Massicotte,Paul Massicotte,,,,,313282817,,,,Paul Massicotte,Paul Massicotte,,,,,/m/06q7kj,,,,,,,Massicotte,,,,,,,,,,,,,,,,,,,,Paul Massicotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44610760,Mary Jane McCallum,,Mary Jane McCallum,,,,Mary Jane McCallum,Mary Jane McCallum,,1952-05-01,female,Mary,politician,Mary Jane McCallum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Jane McCallum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q44610775,Mary Coyle,Mary Coyle,Mary Coyle,,,,Mary Coyle,Mary Coyle,Mary Coyle,1954-11-05,female,Mary,politician,Mary Coyle,,,,,,,,,60704178,,,,,,,,,n90649232,,,0000 0000 7403 0211,,,,,,,,,,,,,,,,,,,,,,,,,Mary Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q457113,Chantal Petitclerc,Chantal Petitclerc,Chantal Petitclerc,,,Chantal Petitclerc,Chantal Petitclerc,Chantal Petitclerc,Chantal Petitclerc,1969-12-15,female,Chantal,athletics competitor,Chantal Petitclerc,Chantal Petitclerc,Chantal Petitclerc,Chantal Petitclerc,Chantal Petitclerc,Chantal Petitclerc,,,https://upload.wikimedia.org/wikipedia/commons/2/22/Chantal_Petitclerc_2017.jpg,106553009,,,,Chantal Petitclerc,,,Chantal Petitclerc,,,/m/03q52q,http://chantalpetitclerc.com/,0000 0000 7583 9282,,,,,Petitclerc,,,,,シャンタル・プチクレール,Chantal Petitclercová,Chantal Petitclercová,Chantal Petitclerc,シャンタル・プチクレール,179537,,,,Chantal Petitclerc,Chantal Petitclerc,,Category:Chantal Petitclerc,,,Chantal Petitclerc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPetitclerc,,,,,,,,,Chantal Petitclerc,,,,
Q48831368,Martha Deacon,,Martha Deacon,,,,Martha Deacon,Martha Deacon,,1958-04-23,female,Martha,politician,Martha Deacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martha Deacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4898995,Betty Unger,Betty Unger,Betty Unger,,,Betty Unger,Betty Unger,Betty Unger,,1943-08-21,female,Betty,politician,,Betty Unger,Betty Unger,Betty Unger,Betty Unger,,,,,,,,,Betty Unger,Betty Unger,,,,,,,,,,,,Unger,,,بيتي أنجر,,,,,,,,,,,,,,,,,Betty Unger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BettyUngerAB,,,,,,,,,,,,,
Q48990176,Robert Black,Robert Black,Robert Black,,,,Robert Black,Robert Black (Canadian senator),,1962-03-27,male,Robert,politician,Robert Black (Canadian senator),,,,,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,Robert Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4899396,Beverley Busson,Beverley Busson,Beverley Busson,,,,Beverley Busson,Bev Busson,,1951-08-23,female,Beverley,police officer,Bev Busson,,,,,,,,,,,,,,,,,,,,,,,,,,Busson,,,,,,,,,,,,,,,,,,,,Beverley Busson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5045471,Carolyn Stewart-Olsen,Carolyn Stewart Olsen,Carolyn Stewart-Olsen,,,,Carolyn Stewart-Olsen,Carolyn Stewart-Olsen,Carolyn Stewart Olsen,1946-07-27,female,Carolyn,nurse,Carolyn Stewart-Olsen,Carolyn Stewart-Olsen,Carolyn Stewart-Olsen,Carolyn Stewart-Olsen,Carolyn Stewart-Olsen,,,,https://upload.wikimedia.org/wikipedia/commons/7/72/Carolyn_Stewart_Olsen.jpg,317096176,,,,Carolyn Stewart-Olsen,Carolyn Stewart-Olsen,,,,,,,,,,,,Stewart-Olsen,,,,,,,,,,,,,,,,,,,,Carolyn Stewart-Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50754824,Yvonne Boyer,,Yvonne Boyer,,,,Yvonne Boyer,Yvonne Boyer,,1953-10-25,female,Yvonne,politician,Yvonne Boyer,,,,,,,,,,,,,,,,,,,,,,,,,,Boyer,,,,,,,,,,,,,,,,,,,,Yvonne Boyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5217873,Daniel Lang,Daniel Lang,Daniel Lang,,,Daniel Lang,Daniel Lang,Daniel Lang (Yukon politician),,1948-04-03,male,Daniel,politician,,Daniel Lang,Daniel Lang,Daniel Lang,Daniel Lang,,,,,305192839,Дэниэл Лэнг,,,,,,,,n2015019188,,,,,,,,Lang,,,,,,,,,,,,,,,,,,,,Daniel Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5240957,David Wells,David Wells,David Wells,,,David Wells,David Wells,David Wells (politician),,1962-02-28,male,David,politician,David Wells (politician),David Wells,David Wells,David Wells,David Wells,David Wells,,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Senator_David_Wells.jpg,,Дэвид Уэллс,,,David Wells,David Wells,,,,,,,,,,,,Wells,,,,,,,,,,,,,,,,,,,,David Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wellsdavid,,,,,,,,,,,,,
Q5257618,Denise Batters,Denise Batters,Denise Batters,,,Denise Batters,Denise Batters,Denise Batters,,1970-06-18,female,Denise,politician,Denise Batters,Denise Batters,Denise Batters,Denise Batters,Denise Batters,Denise Batters,,,https://upload.wikimedia.org/wikipedia/commons/2/28/SenatorBatters.jpg,,,,,,,,,,,,,,,,,,Batters,,,,,,,,,,,,,,,,,,,,Denise Batters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,denisebatters,,,,,,,,,,,,,
Q5258849,Dennis Patterson,Dennis Patterson,Dennis Patterson,,,Dennis Patterson,Dennis Patterson,Dennis Patterson,Dennis Patterson,1948-12-30,male,Dennis,politician,Dennis Patterson,Dennis Patterson,Dennis Patterson,Dennis Patterson,Dennis Patterson,Dennis Patterson,,,,315171604,,,,Dennis Patterson,Dennis Patterson,,,,n88603153,,,,,,,,Patterson,,,,,,,,,,,دنیس پترسون,دنیس پترسون,,,,,,,,Dennis Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,Patterson-4992,,,,,,,,,,,,,,,,,,,,,
Q5271402,Diane Bellemare,Diane Bellemare,Diane Bellemare,,,Diane Bellemare,Diane Bellemare,Diane Bellemare,Diane Bellemare,1949-10-13,female,Diane,economist,Diane Bellemare,,,,,,,,,61718203,,,,Diane Bellemare,Diane Bellemare,,,,n83204058,,,0000 0000 7366 4220,135989659,,,,Bellemare,,,,,,,,,,,,,,,,,,,,Diane Bellemare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sendbellemare,,,,,,,Diane Bellemare,,,,,,
Q5293328,Don Plett,Don Plett,Don Plett,,,Don Plett,Don Plett,Don Plett,,1950-05-14,male,Don,politician,Don Plett,Don Plett,Don Plett,Don Plett,Don Plett,Don Plett,,,https://upload.wikimedia.org/wikipedia/commons/5/57/Don_Plett_2009.jpg,,,,,Don Plett,Don Plett,,,,,,,,,,,,Plett,,,,,,,,,,,,,,,,,Category:Don Plett,,,Don Plett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DonPlett,,,,,,,,,,,,,
Q5300309,Doug Black,Doug Black,Doug Black,,,Doug Black,Doug Black,Doug Black,,1952-05-10,male,Doug,politician,Doug Black,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Doug_Black_2013_Calgary_Stampede.jpg,,,,,,,,,,,,http://dougblack.ca/,,,,,,Black,,,,,,,,,,,,,,,,,Category:Doug Black,,,Doug Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DougBlackAB,,,,,,,,,,,,,
Q5353253,Elaine McCoy,Elaine McCoy,Elaine McCoy,,,Elaine McCoy,Elaine McCoy,Elaine McCoy,,1946-03-07,female,Elaine,lawyer,Elaine McCoy,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c0/SenatorElaineMcCoysitting.jpg,,,,,Elaine McCoy,Elaine McCoy,,,,,,http://www.albertasenator.ca,,,,,,McCoy,,,,,,,,,,,,,,,,,Category:Elaine McCoy,,,Elaine McCoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SenElaineMcCoy,,,,,,,,,,,,,
Q5478789,Frances Lankin,Frances Lankin,Frances Lankin,,,Frances Lankin,Frances Lankin,Frances Lankin,,1954-04-16,female,Frances,politician,Frances Lankin,,,,,,,,,,,,,Frances Lankin,Frances Lankin,,,,,,,,,,,,Lankin,,,,,,,,,,,,,,,,,,,,Frances Lankin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54861079,Mohamed-Iqbal Ravalia,,Mohamed-Iqbal Ravalia,,,,Mohamed-Iqbal Ravalia,Mohamed-Iqbal Ravalia,,1957-08-15,,,politician,Mohamed-Iqbal Ravalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed-Iqbal Ravalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q54861703,Donna Dasko,,Donna Dasko,,,,Donna Dasko,Donna Dasko,,1951-08-19,female,Donna,pollster,Donna Dasko,,,,,,,,,104444911,,,,,,,,,n82115768,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donna Dasko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0024K8666,
Q54861705,Pierre Dalphond,,Pierre Dalphond,,,,Pierre Dalphond,Pierre Dalphond,,1954-05-01,,,politician,Pierre Dalphond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierre Dalphond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55081560,Colin Deacon,,Colin Deacon,,,,,Colin Deacon,,1959-11-01,,Colin,politician,Colin Deacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colin Deacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5536629,George Baker,George Baker,George Baker,,,George Baker,George Baker,George Baker (Canadian politician),George Baker (homme politique),1942-09-04,male,George,politician,,George Baker,George Baker,George Baker,George Baker,,,,,,,,,George Baker,George Baker,,,,,,,,,,,,Baker,,,,,,,,,,,,,,,,,,,,George Baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5539530,George Furey,George Furey,George Furey,,,George Furey,George Furey,George Furey,George Furey,1948-05-12,male,George,politician,George Furey,George Furey,George Furey,George Furey,George Furey,,,,https://upload.wikimedia.org/wikipedia/commons/0/00/George_J._Furey.jpg,,,,,George Furey,George Furey,,,,,,,,,,,,Furey,,,,,,,,,,,,,,,,,Category:George Furey,,,George Furey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,georgefureynl,,,,,,,,,,,,,
Q5556749,Ghislain Maltais,Ghislain Maltais,Ghislain Maltais,,,Ghislain Maltais,Ghislain Maltais,Ghislain Maltais,Ghislain Maltais,1944-04-22,male,Ghislain,politician,Ghislain Maltais,Ghislain Maltais,Ghislain Maltais,Ghislain Maltais,Ghislain Maltais,,,,https://upload.wikimedia.org/wikipedia/commons/b/ba/Ghislain_Maltais_-_February_2017_(cropped).jpg,,,,,,,,,,,,,0000 0000 7654 3459,,,,,Maltais,,,,,,,,,,,,,,,,,Category:Ghislain Maltais,,,Ghislain Maltais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5596353,Grant Mitchell,Grant Mitchell,Grant Mitchell,,,Grant Mitchell,Grant Mitchell,Grant Mitchell (politician),,1951-07-19,male,Grant,politician,Grant Mitchell (politician),Grant Mitchell,Grant Mitchell,Grant Mitchell,Grant Mitchell,,,,,272769611,Грант Митчелл,,,Grant Mitchell,Grant Mitchell,,,,,,,,,,,,Mitchell,,,غرانت ميتشيل,,,,,,,,,,,,,,,,,Grant Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senmitchell,,,SenGrantMitchell,,,,,,,,,,
Q5623403,Gwen Boniface,,Gwen Boniface,,,Gwen Boniface,Gwen Boniface,Gwen Boniface,,1955-08-05,female,Gwen,jurist,Gwen Boniface,,,,,,,,,,,,,Gwen Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gwen Boniface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56755277,Martin Klyne,,Martin Klyne,,,,Martin Klyne,,,1957-03-06,male,Martin,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,Klyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56879414,Patti LaBoucane-Benson,,Patti LaBoucane-Benson,,,,Patti LaBoucane-Benson,Patti LaBoucane-Benson,,1969-02-20,female,Patti,novelist,Patti LaBoucane-Benson,,,,,,,,,,,,,,,,,,,,,,,,,,LaBoucane-Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56879415,Paula Simons,,Paula Simons,,,,Paula Simons,Paula Simons,,1964-09-07,female,Paula,journalist,Paula Simons,,,,,,,,,,,,,,,,,,,,,,,,,,Simons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57313609,Josée Forest-Niesing,,Josée Forest-Niesing,,,,Josée Forest-Niesing,Josée Forest-Niesing,,1964-12-18,female,Josée,politician,Josée Forest-Niesing,,,,,,,,,,,,,,,,,,,,,,,,,,Forest-Niesing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57419107,Brian Francis,,Brian Francis,,,,Brian Francis,Brian Francis (politician),,1957-09-28,male,Brian,politician,Brian Francis (politician),,,,,,,,,,,,,,,,,,,,,,,,,,Francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrianFrancisPEI,,,,,,,,,,,,,
Q58099825,Marty Klyne,,Marty Klyne,,,,Marty Klyne,Marty Klyne,,1957-03-06,male,Marty,politician,Marty Klyne,,,,,,,,,,,,,,,,,,,,,,,,,,Klyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q581686,Pierrette Ringuette,Pierrette Ringuette,Pierrette Ringuette,,,Pierrette Ringuette,Pierrette Ringuette,Pierrette Ringuette,Pierrette Ringuette,1955-12-31,female,Pierrette,politician,Pierrette Ringuette,Pierrette Ringuette,Pierrette Ringuette,Pierrette Ringuette,Pierrette Ringuette,,,,,,,,,Pierrette Ringuette,Pierrette Ringuette,,,,,/m/05fl8r,,,,,,,Ringuette,5419,,,,,,,,,,,,,,,,,,,Pierrette Ringuette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5921234,Howard Wetston,,Howard Wetston,,,Howard Wetston,Howard Wetston,Howard Wetston,,1947-06-03,male,Howard,lawyer,Howard Wetston,,,,,,,,,,,,,,,,,,,/m/0j26vyj,,,,,,,,,,,,,,,,,,,,,,,,,,,Howard Wetston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59661511,Margaret Dawn Anderson,,Margaret Dawn Anderson,,,,Margaret Dawn Anderson,Margaret Dawn Anderson,,,female,,politician,Margaret Dawn Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59661516,Rosemary Moodie,,Rosemary Moodie,,,,Rosemary Moodie,Rosemary Moodie,,,female,,politician,Rosemary Moodie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q59726113,Stanley Kutcher,,Stanley Kutcher,,,,Stanley Kutcher,Stanley Kutcher,,,,,politician,Stanley Kutcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6151275,Jane Cordy,Jane Cordy,Jane Cordy,,,Jane Cordy,Jane Cordy,Jane Cordy,,1950-07-02,female,Jane,politician,Jane Cordy,Jane Cordy,Jane Cordy,Jane Cordy,Jane Cordy,,,,,,,,,Jane Cordy,Jane Cordy,,,,,,,,,,,,Cordy,,,,,,,,,,,,,,,,,,,,Jane Cordy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senatorcordy,,,,,,,,,,,,,
Q6169316,Jean-Guy Dagenais,Jean-Guy Dagenais,Jean-Guy Dagenais,,,,Jean-Guy Dagenais,Jean-Guy Dagenais,Jean-Guy Dagenais,1950-02-02,male,Jean-Guy,politician,Jean-Guy Dagenais,Jean-Guy Dagenais,Jean-Guy Dagenais,Jean-Guy Dagenais,Jean-Guy Dagenais,,,,,,,,,,,,,,,/m/0hzrtnk,http://senateurdagenais.ca/,,,,,,Dagenais,,,,,,,,,,,,,,,,,,,,Jean-Guy Dagenais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senatdagenais,,,,,,,,,,,,,
Q6197083,Jim Munson,Jim Munson,Jim Munson,,,Jim Munson,Jim Munson,Jim Munson,,1946-07-14,male,Jim,journalist,Jim Munson,Jim Munson,Jim Munson,Jim Munson,Jim Munson,,,,https://upload.wikimedia.org/wikipedia/commons/d/da/Jim_Munson.jpg,7916148997614059870000,,,,Jim Munson,Jim Munson,,,,,,,,,,,,Munson,,,,,,,,,,,,,,,,,,,,Jim Munson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SenatorMunson,,,,,,,,,,,,,
Q6280781,Joseph A. Day,Joseph A. Day,Joseph A. Day,,,Joseph A. Day,Joseph A. Day,Joseph A. Day,Joseph A. Day,1945-01-24,male,Joseph,politician,Joseph A. Day,Joseph A. Day,Joseph A. Day,Joseph A. Day,Joseph A. Day,,,,,,,,,Joseph A. Day,Joseph A. Day,約瑟夫·戴,,,,,,,,,,,Day,,,,,,,,,,,,,,,,,,,,Joseph A. Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sendaynb,,,,約瑟夫·戴,,,,,,,,,
Q6386718,Kelvin Ogilvie,Kelvin Ogilvie,Kelvin Ogilvie,,,Kelvin Ogilvie,Kelvin Ogilvie,Kelvin Ogilvie,,1942-11-06,male,Kelvin,politician,,Kelvin Ogilvie,Kelvin Ogilvie,Kelvin Ogilvie,Kelvin Ogilvie,,Kelvin Ogilvie,Kelvin Ogilvie,https://upload.wikimedia.org/wikipedia/commons/3/32/Kelvin_Ogilvie.jpg,106646803,,,,,,,,,,,,,,,,,Ogilvie,,,,,,,,,,,,,,,,,,,,Kelvin Ogilvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KelvinKOgilvie,,,,,,,,,,,,,
Q6540386,Libbe Hubley,Libbe Hubley,Libbe Hubley,,,Libbe Hubley,Libbe Hubley,Libbe Hubley,,1942-09-08,female,Libbe,politician,,Libbe Hubley,Libbe Hubley,Libbe Hubley,Libbe Hubley,,,,,,,,,Libbe Hubley,Libbe Hubley,,,,,,,,,,,,Hubley,,,,,,,,,,,,,,,,,,,,Libbe Hubley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SenLibbeHubley,,,,,,,,,,,,,
Q6551575,Linda Frum,Linda Frum,Linda Frum,,,Linda Frum,Linda Frum,Linda Frum,,1963-01-13,female,Linda,politician,Linda Frum,Linda Frum,Linda Frum,Linda Frum,Linda Frum,Linda Frum,,,,105948833,,,,Linda Frum,Linda Frum,,,,,,https://web.archive.org/web/20151121092748/http://www.lindafrum.ca/Welcome.html,,,,,,Frum,,,,,,,,,,,,,,,,,,,,Linda Frum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lindafrum,לינדה פרום,לינדה פרום,,,,,,,,,,,
Q668271,Elizabeth Marshall,Elizabeth Marshall,Elizabeth Marshall,,,Elizabeth Marshall,Elizabeth Marshall,Elizabeth Marshall,Elizabeth Marshall,1951-09-07,female,Elizabeth,politician,Elizabeth Marshall,Elizabeth Marshall,Elizabeth Marshall,Elizabeth Marshall,Elizabeth Marshall,,,,,,Элизабет Маршалл,,,Elizabeth Marshall,Elizabeth Marshall,,,,,/m/03cd5yr,,,,,,,Marshall,,,,,,,,,,,,,,,,,,,,Elizabeth Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6708935,Lynn Beyak,Lynn Beyak,Lynn Beyak,,,Lynn Beyak,Lynn Beyak,Lynn Beyak,,1949-02-18,female,Lynn,politician,Lynn Beyak,Lynn Beyak,Lynn Beyak,Lynn Beyak,Lynn Beyak,,,,,,,,,,,,,,,,,,,,,,Beyak,,,,,,,,,,,,,,,,,,,,Lynn Beyak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6763480,Marilou McPhedran,,Marilou McPhedran,,,Marilou McPhedran,,Marilou McPhedran,,1951-07-22,female,Marilou,lawyer,Marilou McPhedran,,,,,Marilou McPhedran,,,,,,,,,,,,,,/m/0n48_0l,,,,,,,,,,,,,,,,,,,,,,,,,,,Marilou McPhedran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6832030,Michael L. MacDonald,Michael L. MacDonald,Michael L. MacDonald,,,,Michael L. MacDonald,Michael L. MacDonald,,1955-05-04,male,Michael,politician,Michael L. MacDonald,Michael L. MacDonald,Michael L. MacDonald,Michael L. MacDonald,Michael L. MacDonald,,,,,,,,,,,,,,,,,,,,,,MacDonald,,,,,,,,,,,,,,,,,,,,Michael L. MacDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6887337,Mobina Jaffer,Mobina Jaffer,Mobina Jaffer,,,Mobina Jaffer,Mobina Jaffer,Mobina Jaffer,,1949-08-20,female,Mobina,lawyer,Mobina Jaffer,Mobina Jaffer,Mobina Jaffer,Mobina Jaffer,Mobina Jaffer,,,,,,,,,Mobina Jaffer,Mobina Jaffer,,,,,,,,,,,,Jaffer,,,,,,,,,,,,,,,,,,,,Mobina Jaffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SenJaffer,,,SenatorJaffer,,,,,,,,,,
Q6939457,Murray Sinclair,Murray Sinclair,Murray Sinclair,,,Murray Sinclair,,Murray Sinclair,Murray Sinclair,1951,male,Murray,judge,Murray Sinclair,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/01/Murray_Sinclair_at_Shingwauk_2015_Gathering.jpg,,,,,,,,,,,/m/02wwm2n,,,,,,,Sinclair,,,,,,,,,,,,,,,,,,,,Murray Sinclair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SenSincmurr,,,,,,,,,,,,,
