id,given_name,family_name,party,party_id,source,name,constituency,email,homepage,image,memberships,term
dfmomj,Morten,Marinus,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfmomj.aspx,Morten Marinus,North Jutland,morten.marinus@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Morten%20Marinus/Morten_Marinus_133.jpg.ashx,Member of Parliament for the Danish People's Party in North Jutland greater constituency from September 15th 2011.+++Candidate for the Danish People's Party in Aalborg East nomination district  from 2014.+++Candidate for the Danish People's Party in Aalborg West nomination district  from 2010 to 2013.+++Candidate for the Danish People's Party in Hjørring nomination district  from 2004 to 2010.+++Candidate for the Danish People's Party in Aalborg West nomination district  from 2001 to 2004.,2015
dfpebe,Pernille,Bendixen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfpebe.aspx,Pernille Bendixen,Funen,pernille.bendixen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Pernille%20Bendixen/Pernille_Bendixen_133.jpg.ashx,Member of Parliament for the Danish People's Party in Funen greater constituency from June 18th 2015.+++Candidate for the Danish People's Party in Odense West nomination district  from 2015.,2015
dfpekp,Peter Kofod,Poulsen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfpekp.aspx,Peter Kofod Poulsen,South Jutland,peter.kofod.poulsen@ft.dk,http://www.facebook.com/peterifolketinget,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Peter%20Kofod%20Poulsen/Peter_Kofod_Poulsen_133.jpg.ashx,Member of Parliament for the Danish People's Party in South Jutland greater constituency from June 18th 2015.+++Candidate for the Danish People's Party in Aabenraa nomination district  from 2013.,2015
dfpesk,Peter,Skaarup,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfpesk.aspx,Peter Skaarup,Copenhagen,dfamgn@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Peter%20Skaarup/Peter_Skaarup_133.jpg.ashx,Member of Parliament for the Danish People's Party in Copenhagen greater constituency from November 13th 2007.+++Member of Parliament for the Danish People's Party in Eastern Copenhagen constituency  from March 11th 1998 to November 13th 2007.+++Candidate for the Danish People's Party in Utterslev nomination district  from 2007 to 2011.+++Candidate for the Danish People's Party in Brønshøj nomination district  from 1997.+++Candidate for the Danish People's Party in Husum nomination district  from 1997 to 2006.+++Candidate for the Danish People's Party in Østbane nomination district  from 1997 to 2006.,2015
dfpiad,Pia,Adelsteen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfpiad.aspx,Pia Adelsteen,North Zealand,pia.adelsteen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Pia%20Adelsteen/Pia_Adelsteen_133.jpg.ashx,Member of Parliament for the Danish People's Party in North Zealand greater constituency from November 13th 2007.+++Candidate for the Danish People's Party in Egedal nomination district  from 2007.,2015
dfpikj,Pia,Kjærsgaard,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfpikj.aspx,Pia Kjærsgaard,Greater Copenhagen,postformand@ft.dk ; dfpksekr@ft.dk,http://www.piadf.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Pia%20Kjaersgaard/Pia_Kjaersgaard_133.jpg.ashx,Member of Parliament for the Danish People's Party in Greater Copenhagen greater constituency from June 18th 2015.+++Member of Parliament for the Danish People's Party in Zealand greater constituency  from November 13th 2007 to June 18th 2015.+++Member of Parliament for the Danish People's Party in Copenhagen County constituency  from March 11th 1998 to November 13th 2007.+++Member of Parliament for the Danish People's Party in Funen County constituency  from October 6th 1995 to March 11th 1998.+++Member of Parliament for The Progress Party in Funen County constituency  from September 8th 1987 to October 5th 1995.+++Member of Parliament for The Progress Party in Copenhagen County constituency  from January 10th 1984 to September 8th 1987.+++Candidate for the Danish People's Party in Ballerup nomination district  from 2013.+++Candidate for the Danish People's Party in Kalundborg nomination district  from 2007 to 2013.+++Candidate for the Danish People's Party in Glostrup nomination district  from 1997 to 2006.+++Candidate for the Danish People's Party in Gentofte nomination district  from 1997 to 2000.+++Candidate for the Danish People's Party in Hellerup nomination district  from 1997 to 2000.+++Candidate for The Progress Party in Middelfart nomination district  from 1984 to 1995.+++Candidate for The Progress Party in Hvidovre nomination district  from 1983 to 1984.+++Candidate for The Progress Party in Ballerup nomination district  from 1981 to 1984.+++Candidate for The Progress Party in Gladsaxe nomination district  from 1981 to 1984.+++Candidate for The Progress Party in Ryvang nomination district  from 1979 to 1981.,2015
dfrech,René,Christensen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfrech.aspx,René Christensen,Zealand,rene.christensen@ft.dk,http://www.danskfolkeparti.dk/rene_christensen,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Rene%20Christensen/Rene_Christensen_133.jpg.ashx,Member of Parliament for the Danish People's Party in Zealand greater constituency from October 9th 2008.+++Temporary Member of Parliament for the Danish People's Party in Zealand greater constituency  from January 10th 2008 to October 8th 2008.+++Candidate for the Danish People's Party in Guldborgsund nomination district  from 2008.+++Candidate for the Danish People's Party in Vordingborg nomination district  from 2005 to 2008.,2015
dfsesp,Søren,Espersen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfsesp.aspx,Søren Espersen,Zealand,dfsesp@ft.dk,http://www.sorenespersen.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/DF/Soeren_Espersen/Soeren_Espersenx133.jpg.ashx,Member of Parliament for the Danish People's Party in Zealand greater constituency from June 18th 2015.+++Member of Parliament for the Danish People's Party in Greater Copenhagen greater constituency  from November 13th 2007 to June 18th 2015.+++Member of Parliament for the Danish People's Party in Copenhagen County constituency  from February 8th 2005 to November 13th 2007.+++Candidate for the Danish People's Party in Kalundborg nomination district  from 2013.+++Candidate for the Danish People's Party in Ballerup nomination district  from 2007 to 2013.+++Candidate for the Danish People's Party in Hvidovre nomination district  from 2004 to 2006.+++Candidate for the Danish People's Party in Sundby nomination district  from 1997 to 2004.+++Candidate for The Progress Party in Præstø nomination district  from 1992 to 1995.,2015
dfsuei,Susanne,Eilersen,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dfsuei.aspx,Susanne Eilersen,South Jutland,susanne.eilersen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Susanne%20Eilersen/Susanne_Eilersen_133.jpg.ashx,Member of Parliament for the Danish People's Party in South Jutland greater constituency from June 18th 2015.+++Temporary Member of Parliament for the Danish People's Party in South Jutland greater constituency  from March 10th 2015 to May 27th 2015 (substitute for Anita Christensen).+++Candidate for the Danish People's Party in Esbjerg nomination district  from 2014.+++Candidate for the Danish People's Party in Kolding nomination district  from 2010 to 2014.,2015
dftibo,Tilde,Bork,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,http://www.thedanishparliament.dk/Members/dftibo.aspx,Tilde Bork,East Jutland,tilde.bork@ft.dk,http://www.tildebork.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Tilde%20Bork/Tilde_Bork_133.jpg.ashx,Member of Parliament for the Danish People's Party in East Jutland greater constituency from June 18th 2015.+++Candidate for the Danish People's Party in Hedensted nomination district  from 2013.,2015
elchju,Christian,Juhl,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elchju.aspx,Christian Juhl,Zealand,christian.juhl@ft.dk,http://www.christianjuhl.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/EL/Christian_Juhl/Christian_Juhlx133.jpg.ashx,Member of Parliament for The Red-Green Alliance in Zealand greater constituency from September 15th 2011.+++Candidate for The Red-Green Alliance in Roskilde nomination district  from 2010.+++Candidate for The Red-Green Alliance in Aalborg East nomination district  from 2006 to 2010.,2015
elevfl,Eva,Flyvholm,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elevfl.aspx,Eva Flyvholm,Zealand,eva.flyvholm@ft.dk,http://www.evaflyvholm.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Eva%20Flyvholm/Eva_Flyvholm_133.jpg.ashx,Member of Parliament for The Red-Green Alliance in Zealand greater constituency from June 18th 2015.+++Candidate for The Red-Green Alliance in Holbæk nomination district  from 2012.,2015
elfins,Finn,Sørensen,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elfins.aspx,Finn Sørensen,Copenhagen,finn.s@ft.dk,http://www.finn-sorensen.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Finn%20Sorensen/Finn_Sorensen_133.jpg.ashx,Member of Parliament for The Red-Green Alliance in Copenhagen greater constituency from September 15th 2011.+++Candidate for The Red-Green Alliance in Sundbyvester nomination district  from 2015.+++Candidate for The Red-Green Alliance in Utterslev nomination district  from 2011.+++Candidate for The Red-Green Alliance in Kolding North nomination district  2007.+++Candidate for The Red-Green Alliance in Vejle South nomination district  2007.,2015
elhehy,Henning,Hyllested,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elhehy.aspx,Henning Hyllested,South Jutland,henning.hyllested@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Henning%20Hyllested/Henning_Hyllested_133.jpg.ashx,Member of Parliament for The Red-Green Alliance in South Jutland greater constituency from September 15th 2011.+++Candidate for The Red-Green Alliance in City of Esbjerg nomination district  from 2007.+++Candidate for The Red-Green Alliance in Esbjerg nomination district  from 1998 to 2006.,2015
eljaks,Jakob,Sølvhøj,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/eljaks.aspx,Jakob Sølvhøj,Western Jutland,jakob.solvhoj@ft.dk,http://jakobsolvhoj.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Jakob%20Solvhoj/Jakob_Solvhoj_133.jpg.ashx,Member of Parliament for The Red-Green Alliance in Western Jutland greater constituency from June 18th 2015.+++Candidate for The Red-Green Alliance in Viborg West nomination district  from 2013.+++Candidate for The Red-Green Alliance in Silkeborg South nomination district  from 2013.+++Candidate for The Red-Green Alliance in Rødovre nomination district  from 2003 to 2004.+++Candidate for The Red-Green Alliance in Ballerup nomination district  from 2001 to 2003.+++Candidate for The Red-Green Alliance in Frederiksværk nomination district  from 1993 to 1996.+++Candidate for The Red-Green Alliance in Copenhagen County constituency  from 1991 to 1993.,2015
eljosn,Johanne,Schmidt-Nielsen,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/eljosn.aspx,Johanne Schmidt-Nielsen,Copenhagen,johanne.schmidt-nielsen@ft.dk,http://www.johanneschmidt.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Johanne%20Schmidt-Nielsen/Johanne_Scmidt_Nielsen_133.jpg.ashx,Member of Parliament for The Red-Green Alliance in Copenhagen greater constituency from November 13th 2007.+++Candidate for The Red-Green Alliance in Nørrebro nomination district  from 2007.,2015
elmarg,Maria Reumert,Gjerding,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elmarg.aspx,Maria Reumert Gjerding,North Zealand,maria.gjerding@ft.dk,http://mariagjerding.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Maria%20Reumert%20Gjerding/Maria_Reumert_Gjerding_133.jpg.ashx,Member of Parliament for The Red-Green Alliance in North Zealand greater constituency from June 18th 2015.+++Candidate for The Red-Green Alliance in Hillerød nomination district  from 2013.+++Candidate for The Red-Green Alliance in Rudersdal nomination district  from 2010 to 2013.,2015
elnivi,Nikolaj,Villumsen,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elnivi.aspx,Nikolaj Villumsen,East Jutland,nikolaj.villumsen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/EL/Nikolaj_Villumsen/Nikolaj_Villumsenx133.jpg.ashx,Member of Parliament for The Red-Green Alliance in East Jutland greater constituency from June 18th 2015.+++Member of Parliament for The Red-Green Alliance in Zealand greater constituency  from September 15th 2011 to June 18th 2015.+++Candidate for The Red-Green Alliance in Århus East nomination district  from 2012.+++Candidate for The Red-Green Alliance in Holbæk nomination district  2011.,2015
elpedr,Pelle,Dragsted,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elpedr.aspx,Pelle Dragsted,Copenhagen,pelle.dragsted@ft.dk,http://www.pelledragsted.dkhttp://politiken.dk/debat/profiler/pelledragsted,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Pelle%20Dragsted/Pelle_Dragsted_133.jpg.ashx,Member of Parliament for The Red-Green Alliance in Copenhagen greater constituency from June 18th 2015.+++Candidate for The Red-Green Alliance in Falkoner nomination district  from 2014.,2015
elpehv,Peder,Hvelplund,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elpehv.aspx,Peder Hvelplund,North Jutland,peder.hvelplund@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Peder%20Hvelplund/Peder_Hvelplund_133.jpg.ashx,Temporary Member of Parliament for The Red-Green Alliance in North Jutland greater constituency  from March 29th 2016 (substitute for Stine Brix).,2015
elpesk,Pernille,Skipper,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elpesk.aspx,Pernille Skipper,Funen,pernille.skipper@ft.dk,http://www.pernilleskipper.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Pernille%20Skipper/Pernille_Skipper_133.jpg.ashx,Member of Parliament for The Red-Green Alliance in Funen greater constituency from September 15th 2011.+++Candidate for The Red-Green Alliance in Odense East nomination district  from 2009.,2015
elrulu,Rune,Lund,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elrulu.aspx,Rune Lund,Funen,rune.lund@ft.dk,http://www.runelund.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Rune%20Lund/Rune_Lund_133.jpg.ashx,Member of Parliament for The Red-Green Alliance in Funen greater constituency from June 18th 2015.+++Member of Parliament for The Red-Green Alliance in Funen County constituency  from February 8th 2005 to November 13th 2007.+++Candidate for The Red-Green Alliance in Middelfart nomination district  from 2014.+++Candidate for The Red-Green Alliance in Odense East nomination district  from 2003 to 2008.+++Candidate for The Red-Green Alliance in Otterup nomination district  from 2003 to 2008.,2015
elsera,Søren Egge,Rasmussen,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elsera.aspx,Søren Egge Rasmussen,East Jutland,soren.egge.rasmussen@ft.dk,http://www.enhedslisten.dk/soeren-egge-rasmussen,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Soren%20Egge%20Rasmussen/Soren_Egge_Rasmussen_133.jpg.ashx,Member of Parliament for The Red-Green Alliance in East Jutland greater constituency from June 18th 2015.+++Temporary Member of Parliament for The Red-Green Alliance in Århus County constituency  from March 21st 2006 to April 18th 2006.+++Temporary Member of Parliament for The Red-Green Alliance in Århus County constituency  from December 12th 2005 to December 18th 2005.+++Temporary Member of Parliament for The Red-Green Alliance in Århus County constituency  from May 23rd 2002 to May 30th 2002.+++Candidate for The Red-Green Alliance in Århus North nomination district  from 2001.,2015
elsobs,Søren,Søndergaard,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elsobs.aspx,Søren Søndergaard,Greater Copenhagen,soren.sondergaard@ft.dk,http://sørensøndergaard.dk/,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Soren%20Sondergaard/Soren_Sondergaard_133.jpg.ashx,Member of Parliament for The Red-Green Alliance in Greater Copenhagen greater constituency from June 18th 2015.+++Member of Parliament for The Red-Green Alliance in Copenhagen County constituency  from September 21st 1994 to February 8th 2005.+++Candidate for The Red-Green Alliance in Gladsaxe nomination district  from 2014.+++Candidate for The Red-Green Alliance in Gladsaxe nomination district  from 1993 to 2005.+++Candidate for The Red-Green Alliance in Bornholm County constituency  from 1990 to 1993.,2015
elstmb,Stine,Brix,The Red-Green Alliance,782DE1D5-0990-43C4-94E7-43FC6C381D8F,http://www.thedanishparliament.dk/Members/elstmb.aspx,Stine Brix,North Jutland,stine.brix@ft.dk,http://www.stinebrix.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/EL/Stine%20Brix/Stine_Brix_133.jpg.ashx,Member of Parliament for The Red-Green Alliance in North Jutland greater constituency from September 15th 2011.+++Candidate for The Red-Green Alliance in Aalborg East nomination district  from 2010.+++Candidate for The Red-Green Alliance in Aabenraa nomination district  from 2009 to 2010.,2015
inaacl,Aaja Chemnitz,Larsen,Inuit Ataqatigiit,59CDEC8C-2602-4AA8-9E55-B56F54DC8F20,http://www.thedanishparliament.dk/Members/inaacl.aspx,Aaja Chemnitz Larsen,Greenland,aaja.larsen@ft.dk,http://www.facebook.com/aaja2014,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/NA/Aaja%20Chemnitz%20Larsen/Aaja_Chemnitz_Larsen_133.jpg.ashx,Member of Parliament for Inuit Ataqatigiit in Greenland from June 18th 2015.+++Candidate for Inuit Ataqatigiit in Greenland nomination district  from 2014.,2015
kfanjo,Anders,Johansson,The Conservative Party,AF65F1D8-0AFE-47DB-ADB1-7CA3C4550EC5,http://www.thedanishparliament.dk/Members/kfanjo.aspx,Anders Johansson,Funen,Anders.Johansson@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/KF/Anders%20Johansson/Anders_Johansson_133.jpg.ashx,Temporary Member of Parliament for the Conservative Party in Funen greater constituency  from December 15th 2016 (substitute for Mai Mercado).+++Temporary Member of Parliament for the Conservative Party in Funen greater constituency  from April 26th 2016 to November 27th 2016 (substitute for Mai Mercado).+++Temporary Member of Parliament for the Conservative Party in Funen greater constituency  from December 4th 2015 to January 19th 2016 (substitute for Mai Mercado).,2015
kfbrmi,Brian,Mikkelsen,The Conservative Party,AF65F1D8-0AFE-47DB-ADB1-7CA3C4550EC5,http://www.thedanishparliament.dk/Members/kfbrmi.aspx,Brian Mikkelsen,Zealand,min@evm.dk,http://www.evm.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/KF/Brian%20Mikkelsen/Brian_Mikkelsen_133.jpg.ashx,Member of Parliament for the Conservative Party in Zealand greater constituency from November 13th 2007.+++Member of Parliament for the Conservative Party in West Zealand County constituency  from September 21st 1994 to November 13th 2007.+++Temporary Member of Parliament for the Conservative Party in West Zealand County constituency  from March 11th 1993 to April 18th 1993.+++Candidate for the Conservative Party in Holbæk nomination district  from 1990.,2015
kfmahe,Mai,Mercado,The Conservative Party,AF65F1D8-0AFE-47DB-ADB1-7CA3C4550EC5,http://www.thedanishparliament.dk/Members/kfmahe.aspx,Mai Mercado,Funen,min@sim.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/KF/Mai%20Mercado/Mai_Mercado_133.jpg.ashx,Member of Parliament for the Conservative Party in Funen greater constituency from September 15th 2011.+++Candidate for the Conservative Party in all nomination districts in the constituency  from 2013.+++Candidate for the Conservative Party in Faaborg nomination district  from 2010 to 2013.,2015
kfmeab,Mette,Abildgaard,The Conservative Party,AF65F1D8-0AFE-47DB-ADB1-7CA3C4550EC5,http://www.thedanishparliament.dk/Members/kfmeab.aspx,Mette Abildgaard,North Zealand,mette.abildgaard@ft.dk,http://www.metteabildgaard.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/KF/Mette%20Abildgaard/Mette_Abildgaard_133.jpg.ashx,Member of Parliament for the Conservative Party in North Zealand greater constituency from June 18th 2015.+++Candidate for the Conservative Party in Frederikssund nomination district  from 2015.+++Candidate for the Conservative Party in Egedal nomination district  from 2015.+++Candidate for the Conservative Party in Rudersdal nomination district  from 2010.,2015
kfnakh,Naser,Khader,The Conservative Party,AF65F1D8-0AFE-47DB-ADB1-7CA3C4550EC5,http://www.thedanishparliament.dk/Members/kfnakh.aspx,Naser Khader,East Jutland,naser.khader@ft.dk,http://www.khader.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/KF/Naser%20Khader/Naser_Khader_133.jpg.ashx,Member of Parliament for the Conservative Party in East Jutland greater constituency from June 18th 2015.+++Member of Parliament for the Conservative Party in Copenhagen greater constituency  from March 18th 2009 to September 15th 2011.+++Member of Parliament for Outside the parliamentary groups in Copenhagen greater constituency  from January 5th 2009 to March 17th 2009.+++Member of Parliament for Liberal Alliance in Copenhagen greater constituency  from August 28th 2008 to January 4th 2009.+++Member of Parliament for New Alliance in Copenhagen greater constituency  from November 13th 2007 to August 27th 2008.+++Member of Parliament for New Alliance in Eastern Copenhagen constituency  from July 10th 2007 to November 13th 2007.+++Member of Parliament for Outside the parliamentary groups in Eastern Copenhagen constituency  from May 9th 2007 to July 9th 2007.+++Member of Parliament for the Social Liberal Party in Eastern Copenhagen constituency  from November 20th 2001 to May 8th 2007.+++Candidate for the Conservative Party in Århus South nomination district  from 2015.+++Candidate for the Conservative Party in Rødovre nomination district  from 2010 to 2011.+++Candidate for New Alliance in all nomination districts in the constituency  from 2007 to 2009.+++Candidate for the Social Liberal Party in Brønshøj nomination district  from 2000 to 2006.+++Candidate for the Social Liberal Party in Western Copenhagen constituency  from 1994 to 1999.+++Candidate for the Conservative Party in Skanderborg nomination district .,2015
kfraja,Rasmus,Jarlov,The Conservative Party,AF65F1D8-0AFE-47DB-ADB1-7CA3C4550EC5,http://www.thedanishparliament.dk/Members/kfraja.aspx,Rasmus Jarlov,Greater Copenhagen,rasmus.jarlov@ft.dk,http://www.jarlov.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/KF/Rasmus%20Jarlov/Rasmus_Jarlov_133.jpg.ashx,Member of Parliament for the Conservative Party in Greater Copenhagen greater constituency from June 18th 2015.+++Member of Parliament for the Conservative Party in Copenhagen greater constituency  from September 1st 2010 to September 15th 2011.+++Temporary Member of Parliament for the Conservative Party in Greater Copenhagen greater constituency  from January 12th 2010 to August 31st 2010 (substitute for Charlotte Dyremose).+++Candidate for the Conservative Party in Lyngby nomination district  from 2014.+++Candidate for the Conservative Party in Rødovre nomination district  from 2014.+++Candidate for the Conservative Party in Inner city nomination district  from 2010 to 2014.+++Candidate for the Conservative Party in Rødovre nomination district  from 2007 to 2010.,2015
kfspp,Søren Pape,Poulsen,The Conservative Party,AF65F1D8-0AFE-47DB-ADB1-7CA3C4550EC5,http://www.thedanishparliament.dk/Members/kfspp.aspx,Søren Pape Poulsen,Western Jutland,jm@jm.dk,http://www.justitsministeriet.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/KF/Soren%20Pape/Soren_Pape_133.jpg.ashx,Member of Parliament for the Conservative Party in Western Jutland greater constituency from June 18th 2015.+++Candidate for the Conservative Party in all nomination districts in the constituency  from 2014.,2015
laansa,Anders,Samuelsen,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/laansa.aspx,Anders Samuelsen,North Zealand,udenrigsministeren@um.dk,http://um.dk/,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Anders%20Samuelsen/Anders_Samuelsen_133.jpg.ashx,Member of Parliament for Liberal Alliance in North Zealand greater constituency from September 15th 2011.+++Member of Parliament for Liberal Alliance in East Jutland greater constituency  from August 28th 2008 to September 15th 2011.+++Member of Parliament for New Alliance in East Jutland greater constituency  from November 13th 2007 to August 27th 2008.+++Member of Parliament for the Social Liberal Party in West Zealand County constituency  from November 20th 2001 to July 15th 2004.+++Temporary Member of Parliament for the Social Liberal Party in Vejle County constituency  from March 31st 1998 to November 19th 2001.+++Temporary Member of Parliament for the Social Liberal Party in Vejle County constituency  from December 5th 1997 to December 11th 1997.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2010.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2008 to 2010.+++Candidate for New Alliance in all nomination districts in the constituency  from 2007 to 2008.+++Candidate for the Social Liberal Party in Holbæk nomination district  from 1998 to 2004.+++Candidate for the Social Liberal Party in Horsens nomination district  from 1994 to 1998.,2015
lacaba,Carsten,Bach,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/lacaba.aspx,Carsten Bach,East Jutland,carsten.bach@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Carsten%20Bach/Carsten_Bach_133.jpg.ashx,Member of Parliament for Liberal Alliance in East Jutland greater constituency from June 18th 2015.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2014.,2015
lacheg,Christina,Egelund,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/lacheg.aspx,Christina Egelund,North Jutland,christina.egelund@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Christina%20Egelund/Christina_Egelund_133.jpg.ashx,Member of Parliament for Liberal Alliance in North Jutland greater constituency from June 18th 2015.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2014.,2015
ladama,Danny K.,Malkowski,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/ladama.aspx,Danny K.  Malkowski,Copenhagen,danny.malkowski@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Danny%20K%20Malkowski/Danny_K_Malkowski_133.jpg.ashx,Temporary Member of Parliament for Liberal Alliance in Copenhagen greater constituency  from October 1st 2016 (substitute for Laura Lindahl).,2015
laheda,Henrik,Dahl,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/laheda.aspx,Henrik Dahl,South Jutland,henrik.dahl@ft.dk,https://da-dk.facebook.com/henrikdahlla,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Henrik%20Dahl/Henrik_Dahl_133.jpg.ashx,Member of Parliament for Liberal Alliance in South Jutland greater constituency from June 18th 2015.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2014.,2015
lajobo,Joachim B.,Olsen,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/lajobo.aspx,Joachim B. Olsen,Greater Copenhagen,joachim.olsen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Joachim%20B%20Olsen/Joachim_B_Olsen_133.jpg.ashx,Member of Parliament for Liberal Alliance in Greater Copenhagen greater constituency from September 15th 2011.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2010.,2015
