id,name__en,name__es,name__de,name__nb,name__da,name__nn,name__sv,name__fr,name__ru,name__gl,name__it,name__pt,name__ca,name__nl,name__hu,name,wikipedia__en,wikipedia__es,image,gender,birth_date,given_name,twitter,original_wikiname,name__zh,wikipedia__de,identifier__freebase,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__eu,name__he,name__ko,name__oc,name__yo,name__ms,name__et,name__id,name__ja,name__sh,name__ar,name__gn,name__sk,name__tr,name__ro,name__fi,name__uk,name__la,name__io,name__fa,name__mr,name__bg,name__ka,name__hr,name__lt,name__jv,name__cs,name__eo,name__qu,wikipedia__ar,wikipedia__bg,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eswikinews,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gl,wikipedia__gn,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ptwikiquote,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__BNE,identifier__NNDB,identifier__Munzinger,identifier__FAST,identifier__BVMC,name__mg,wikipedia__mg,name__sl,name__vi,name__be,wikipedia__be,wikipedia__sl,wikipedia__vi,name__en_ca,name__en_gb,name__br,wikipedia__br,pseudonym,name__sr_el,name__sr_ec,name__sr,name__el,wikipedia__sr,identifier__MusicBrainz,website,identifier__AlloCine,identifier__GNC,identifier__moviemeter,identifier__senate_nl,identifier__allmovie,identifier__SFDb,identifier__elonet,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__filmportal_de,name__de_ch,name__pt_br,identifier__discogs,family_name,wikipedia__eswikisource,occupation,facebook,death_date,wikipedia__lv,identifier__snac,name__lv,identifier__Britannica,identifier__bna,name__cy,instagram,name__lb,name__bs,name__uz,name__ta,name__af,name__is,name__sco,name__mzn,name__kk,name__an,name__pms,name__nah,name__ay,name__yue,name__hi,name__hy,name__th,name__vep,name__sgs,name__gv,name__ckb,name__ml,name__sq,name__tl,name__war,name__bn,name__co,name__ast,name__be_tarask,name__pa,name__ky,name__cbk_zam,name__xmf,name__bi,wikipedia__af,wikipedia__an,wikipedia__arwikinews,wikipedia__ast,wikipedia__ay,wikipedia__bat_smg,wikipedia__be_x_old,wikipedia__bi,wikipedia__bn,wikipedia__bs,wikipedia__cbk_zam,wikipedia__ckb,wikipedia__co,wikipedia__cswikiquote,wikipedia__cy,wikipedia__el,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__gv,wikipedia__hi,wikipedia__hy,wikipedia__is,wikipedia__kk,wikipedia__ky,wikipedia__lb,wikipedia__ml,wikipedia__mzn,wikipedia__nah,wikipedia__nn,wikipedia__pa,wikipedia__pms,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sq,wikipedia__srwikinews,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__trwikinews,wikipedia__uz,wikipedia__vep,wikipedia__war,wikipedia__xmf,wikipedia__zh_yue,identifier__CANTIC,electoral_district,identifier__NTA,identifier__NKC,identifier__nyt_topic,identifier__quora,identifier__argentine_senate,identifier__bigenc_ru,identifier__GTAA,name__bat_smg,wikipedia__ie,wikipedia__sc,name__nds,name__ty,name__sc,name__ie,wikipedia__itwikinews,identifier__flickr
Q40649,Cristina Kirchner,Cristina Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Кристина Фернандес де Киршнер,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Kirchner,Cristina Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,https://upload.wikimedia.org/wikipedia/commons/2/22/Cristinakirchnermensaje2010.jpg,female,1953-02-19,Cristina,CFKArgentina,Cristina Fernández de Kirchner,克里斯蒂娜·费尔南德斯·德基什内尔,Cristina Fernández de Kirchner,/m/05k5_1,,,,,,,Cristina Fernández de Kirchner,Cristina Fernández,כריסטינה פרננדס דה קירשנר,크리스티나 페르난데스 데 키르치네르,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,クリスティーナ・フェルナンデス・デ・キルチネル,Cristina Fernández de Kirchner,كريستينا فرنانديز دي كيرشنر,Cristina Fernández de Kirchner,Cristina Fernándezová de Kirchnerová,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Крістіна Фернандес де Кіршнер,Christina Fernández de Kirchner,Cristina Fernández de Kirchner,کریستینا فرناندز د کیرشنر,क्रिस्तिना फर्नांदेझ दे कर्शनर,Кристина Фернандес де Киршнер,კრისტინა ფერნანდესი,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernándezová,Cristina Fernández de Kirchner,,كريستينا فرنانديز دي كيرشنر,Кристина Фернандес де Киршнер,Cristina Fernández,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Categoría:Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández,کریستینا فرناندس,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,כריסטינה פרננדס דה קירשנר,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,クリスティーナ・フェルナンデス・デ・キルチネル,Cristina Fernández de Kirchner,კრისტინა ფერნანდესი,크리스티나 페르난데스,Christina Fernández de Kirchner,Cristina Fernández de Kirchner,क्रिस्तिना फर्नांदेझ दे कर्शनर,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Kirchner,,,Cristina Fernández de Kirchner,"Фернандес де Киршнер, Кристина",Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernándezová Kirchnerová,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Крістіна Фернандес де Кіршнер,Cristina Fernández de Kirchner,克里斯蒂娜·费尔南德斯·德基什内尔,0000 0003 7431 2755,84263748,133818780,no2005003172,16671609g,092178618,,XX5236896,789/000164297,00000026231,1729007,,,,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Крысціна Фернандэс дэ Кіршнер,Крысціна Фернандэс дэ Кіршнер,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,,,,Кристина Киршнер,Κριστίνα Φερνάντες ντε Κίρχνερ,Кристина Киршнер,,http://www.cristina.com.ar/,,0283845,,,,,,,,,,,,Cristina Fernández de Kirchner,Cristina Kirchner,,Fernández,Autor:Cristina Fernández de Kirchner,politician,,,Kristina Fernandesa de Kiršnere,,Kristina Fernandesa de Kiršnere,biography/Cristina-Fernandez-de-Kirchner,000027925,Cristina Fernández de Kirchner,,Cristina Fernández de Kirchner,Cristina Fernández,Cristina Fernández de Kirchner,கிறிஸ்டினா ஃபெர்னாண்டஸ் தெ கிர்ச்னர்,Cristina Fernández de Kirchner,Cristina Fernandez de Kirchner,Cristina Fernández de Kirchner,کریستینا فرناندز,Фернандес де Киршнер,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández,Cristina Fernández de Kirchner,克里斯蒂娜,क्रिस्टीना फर्नांडीज डी किर्चनेर,Քրիստինա Ֆերնանդես դե Քիրշներ,กริสตินา เฟร์นันเดซ เด กีร์ชเนร์,Kiršner Kristina,Cristina Fernández,Cristina Fernández de Kirchner,کریستینا فێرناندێز,ക്രിസ്തീനാ ഫെർനാണ്ടെസ് ഡി ക്രിച്ച്നർ,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,ক্রিস্টিনা ফার্নান্দেজ ডি কির্চনার,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Крыстына Фэрнандэс дэ Кіршнэр,ਕਰਿਸਟੀਨਾ ਫਰਨਾਂਡੀਜ ਡੀ ਕਿਰਚਨੇਰ,Кристина Фернандез,Cristina Fernández de Kirchner,კრისტინა ფერნანდესი,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,تصنيف:كريستينا فرنانديز دي كيرشنر,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Крыстына Фэрнандэс дэ Кіршнэр,Cristina Fernández de Kirchner,ক্রিস্তিনা ফের্নান্দেস দে কির্শনার,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,کریستینا فێرناندێز دێ کیرشنێر,Cristina Fernández de Kirchner,Cristina Fernándezová,Cristina Fernández de Kirchner,Κριστίνα Φερνάντες ντε Κίρχνερ,Cristina Fernández de Kirchner,Catégorie:Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,क्रिस्टीना फर्नांडीज डी किर्चनेर,Քրիստինա Ֆերնանդես դե Կիրչներ,Cristina Fernandez de Kirchner,Кристина Фернандес де Киршнер,Кристина Фернандез,Cristina Fernández de Kirchner,ക്രിസ്തീനാ ഫെർനാണ്ടെസ് ഡി ക്രിച്ച്നർ,کریستینا فرناندز,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,ਕਰਿਸਟੀਨਾ ਫਰਨਾਂਡੀਜ ਡੀ ਕਿਰਚਨੇਰ,Cristina Fernández de Kirchner,Категория:Кристина Фернандес де Киршнер,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Категорија:Кристина Кирхнер,கிறிஸ்டினா ஃபெர்னாண்டஸ் தெ கிர்ச்னர்,กริสตินา เฟร์นันเดซ เด กีร์ชเนร์,Cristina Fernández de Kirchner,Kategori:Cristina Kirchner,Cristina Fernández de Kirchner,Kiršner Kristina,Cristina Fernández de Kirchner,კრისტინა ფერნანდესი,克里斯蒂娜,a11462097,,315008865,js20070907004,person/cristina-fernandez-de-kirchner,Cristina-Fernández-de-Kirchner,212,3959381,95776,,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,,,Cristina Fernández de Kirchner,Cristina Fernández de Kirchner,Categoria:Cristina Kirchner,cristinafernandez
Q4122225,José Alperovich,José Alperovich,José Alperovich,José Alperovich,José Alperovich,José Alperovich,José Alperovich,José Alperovich,,,José Alperovich,,,José Alperovich,José Alperovich,José Alperovich,José Alperovich,José Alperovich,https://upload.wikimedia.org/wikipedia/commons/7/79/José_Alperovich.jpg,male,1955-04-14,José Jorge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Alperovich,,,,,,José Alperovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311119644,,,,,,,,,,,,,José Alperovich,,,,,,José Alperovich,José Alperovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,,,,,,,,,,
Q41587390,Carlos Alberto Caserio,Carlos Alberto Caserio,,,,,,,,,,,,,,Carlos Alberto Caserio,,,,male,,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Alberto Caserio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,
Q41587454,Mario Raymundo Fiad,Mario Raymundo Fiad,,,,,,,,,,,,,,Mario Raymundo Fiad,,,,male,,Mario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Raymundo Fiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,,,,,
Q41658526,Ana Claudia Almirón,Ana Claudia Almirón,,,,,,,,,,,,,,Ana Claudia Almirón,,,,female,,Ana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana Claudia Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,,,,,,,,,,,
Q41658530,Anabel Fernández Sagasti,Anabel Fernández Sagasti,,,,,,,,,,,,,,Anabel Fernández Sagasti,,Anabel Fernández Sagasti,https://upload.wikimedia.org/wikipedia/commons/2/27/Anabel_Fernández_Sagasti.png,female,1984-04-03,,afernandezk,Anabel Fernández Sagasti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anabel Fernández Sagasti,,,,,,,,,,,,,,,,,http://www.anabelfsagasti.com/home.html,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,,,,,,,,,,,
Q41658534,Beatriz Graciela Mirkin,Beatriz Graciela Mirkin,,,,,,,,,,,,,,Beatriz Graciela Mirkin,,,,female,,Beatriz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beatriz Graciela Mirkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,,,,,,,,,,,
Q41658537,Dalmacio Mera,Dalmacio Mera,,,,,,,,,,,,,,Dalmacio Mera,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dalmacio Mera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,,
Q41658542,Daniel Aníbal Lovera,Daniel Aníbal Lovera,,,,,,,,,,,,,,Daniel Aníbal Lovera,,Daniel Aníbal Lovera,https://upload.wikimedia.org/wikipedia/commons/8/80/Daniel_Lovera.png,male,,,,Daniel Aníbal Lovera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Aníbal Lovera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,,,,,,,,,,,
Q41658546,José Anatolio Ojeda,José Anatolio Ojeda,,,,,,,,,,,,,,José Anatolio Ojeda,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Anatolio Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,,,,,,,,,,,
Q41658550,Juan Mario Pais,Juan Mario Pais,,,,,,,,,,,,,,Juan Mario Pais,,,,male,,Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Mario Pais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,,,,,,,,,,,
Q41658555,María Graciela de la Rosa,María Graciela de la Rosa,,,,,,,,,,,,,,María Graciela de la Rosa,,,https://upload.wikimedia.org/wikipedia/commons/9/99/María_Graciela_de_la_Rosa.png,female,,María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Graciela de la Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41658558,María Teresa Margarita González,María Teresa Margarita González,,,,,,María Teresa Margarita González,,,,,,,,María Teresa Margarita González,,,,female,,María Teresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Teresa Margarita González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,,,,,,,,,,,
Q41658560,Nancy Susana González,Nancy Susana González,,,,,,,,,,,,,,Nancy Susana González,,,,female,,Nancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nancy Susana González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,,,,,,,,,,,
Q41658565,Norma Haydée Durango,Norma Haydée Durango,,,,,,,,,,,,,,Norma Haydée Durango,,Norma Haydée Durango,https://upload.wikimedia.org/wikipedia/commons/f/ff/Norma_Durango.png,female,,Norma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norma Haydée Durango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,,,,,,,,,,,
Q41658568,Virginia María García,Virginia María García,,,,,,,,,,,,,,Virginia María García,Virginia María García,,,female,,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virginia María García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q41658575,Silvia del Rosario Giacoppo,Silvia del Rosario Giacoppo,,,,,,,,,,,,,,Silvia del Rosario Giacoppo,,,,female,,Silvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvia del Rosario Giacoppo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,,,,,,,,,,,
Q41658580,Pamela Fernanda Verasay,Pamela Fernanda Verasay,,,,,,,,,,,,,,Pamela Fernanda Verasay,,Pamela Fernanda Verasay,https://upload.wikimedia.org/wikipedia/commons/a/ac/Verasay.png,female,,Pamela,,Pamela Fernanda Verasay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pamela Fernanda Verasay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,,,,,,,,,,,
Q41658584,Alfredo Héctor Luenzo,Alfredo Héctor Luenzo,,,,,,,,,,,,,,Alfredo Héctor Luenzo,,,,male,"",Alfredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfredo Héctor Luenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,,,,,,,,,,,
Q41658592,Miriam Ruth Boyadjian,Miriam Ruth Boyadjian,,,,,,,,,,,,,,Miriam Ruth Boyadjian,,,,female,,Miriam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miriam Ruth Boyadjian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,,,,,,,,,,,
Q456351,Julio Cobos,Julio Cobos,Julio Cobos,Julio Cobos,Julio Cobos,Julio Cobos,Julio Cobos,Julio Cobos,,,Julio Cobos,Julio Cobos,,Julio Cobos,Julio Cobos,Julio Cobos,Julio Cobos,Julio Cobos,https://upload.wikimedia.org/wikipedia/commons/d/d1/Julio_Cobos.jpg,male,1955-04-30,Julio,,,胡里奥·科沃斯,Julio Cobos,/m/0fgr9s,胡里奥·科沃斯,胡里奧·科沃斯,胡里奧·科沃斯,胡里奥·科沃斯,胡里奥·科沃斯,胡里奧·科沃斯,Julio Cobos,,חוליו קובוס,훌리오 코보스,,,,,,,,خوليو كوبوس,,,Julio Cobos,,,,,,,,,,,,,Julio Cobos,Julio Cobos,,خوليو كوبوس,,,Category:Julio Cobos,Julio Cobos,,,Julio Cobos,Categoría:Julio Cobos,Julio Cobos,,,,,Julio Cobos,,,חוליו קובוס,,,,,Julio Cobos,,,,훌리오 코보스,,,,,,,,Julio Cobos,,Julio Cobos,,,,,,Julio Cobos,,,Julio Cobos,,,胡里奥·科沃斯,,230700772,1018433929,,,,,,,,,,Julio Cobos,Julio Cobos,Julio Cobos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cobos,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julio Cobos,,,,,,,,,,Julio Cobos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,,,,,,,,,,,
Q4678262,Ada Itúrrez de Cappellini,Ada Itúrrez de Cappellini,Ada Itúrrez de Cappellini,,,,,Ada Itúrrez de Cappellini,,,,Ada Rosa del Valle Itúrrez de Cappellini,,Ada Itúrrez de Cappellini,Ada Itúrrez de Cappellini,Ada Itúrrez de Cappellini,Ada Itúrrez de Cappellini,Ada Rosa del Valle Itúrrez de Cappellini,https://upload.wikimedia.org/wikipedia/commons/c/c5/Itúrrez_de_Cappellini.png,female,1959-06-02,Ada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ada Rosa del Valle Itúrrez de Cappellini,,,,,,,,,,,,,,,,,,,,,,,,,,,Ada Itúrrez de Cappellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ada Rosa del Valle Itúrrez de Cappellini,,,,,,,,,,Ada Rosa del Valle Itúrrez de Cappellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,,,,,,,,,,,
