start_date,end_date,name,sort_name,given_name,family_name,area,party,source,identifier__aph,email,website,facebook,twitter,term,id,wikipedia,wikipedia_name,identifier__openaustralia,party_id
1993-03-13,1996-03-02,Noel Crichton-Browne,"Crichton-Browne, Noel",Noel,Crichton-Browne,WA,Independent Liberal,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10159,independent_liberal
1996-03-02,1996-06-30,Noel Crichton-Browne,"Crichton-Browne, Noel",Noel,Crichton-Browne,WA,Independent Liberal,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10159,independent_liberal
1998-06-16,1998-10-03,Trish Crossin,"Crossin, Trish",Trish,Crossin,NT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10161,australian_labor_party
1998-10-03,2001-11-10,Trish Crossin,"Crossin, Trish",Trish,Crossin,NT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10161,australian_labor_party
2001-11-10,2004-10-09,Trish Crossin,"Crossin, Trish",Trish,Crossin,NT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10161,australian_labor_party
2004-10-09,2007-11-24,Trish Crossin,"Crossin, Trish",Trish,Crossin,NT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10161,australian_labor_party
2007-11-24,2010-08-21,Trish Crossin,"Crossin, Trish",Trish,Crossin,NT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10161,australian_labor_party
2010-08-21,2013-09-06,Trish Crossin,"Crossin, Trish",Trish,Crossin,NT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10161,australian_labor_party
1987-07-11,1990-03-24,Rosemary Crowley,"Crowley, Rosemary",Rosemary,Crowley,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10162,australian_labor_party
1990-03-24,1993-03-13,Rosemary Crowley,"Crowley, Rosemary",Rosemary,Crowley,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10162,australian_labor_party
1993-03-13,1996-03-02,Rosemary Crowley,"Crowley, Rosemary",Rosemary,Crowley,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10162,australian_labor_party
1996-03-02,1998-10-03,Rosemary Crowley,"Crowley, Rosemary",Rosemary,Crowley,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10162,australian_labor_party
1998-10-03,2001-11-10,Rosemary Crowley,"Crowley, Rosemary",Rosemary,Crowley,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10162,australian_labor_party
2001-11-10,2002-06-30,Rosemary Crowley,"Crowley, Rosemary",Rosemary,Crowley,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10162,australian_labor_party
1993-08-24,1996-03-02,Kay Denman,"Denman, Kay",Kay,Denman,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10172,australian_labor_party
1996-03-02,1998-10-03,Kay Denman,"Denman, Kay",Kay,Denman,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10172,australian_labor_party
1998-10-03,2001-11-10,Kay Denman,"Denman, Kay",Kay,Denman,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10172,australian_labor_party
2001-11-10,2004-10-09,Kay Denman,"Denman, Kay",Kay,Denman,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10172,australian_labor_party
2004-10-09,2005-06-30,Kay Denman,"Denman, Kay",Kay,Denman,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10172,australian_labor_party
1987-07-11,1990-03-24,John Devereux,"Devereux, John",John,Devereux,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10173,independent
1990-03-24,1993-03-13,John Devereux,"Devereux, John",John,Devereux,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10173,independent
1993-03-13,1996-02-07,John Devereux,"Devereux, John",John,Devereux,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10173,independent
1987-07-11,1990-03-24,Arthur Devlin,"Devlin, Arthur",Arthur,Devlin,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10174,australian_labor_party
1990-03-24,1990-06-30,Arthur Devlin,"Devlin, Arthur",Arthur,Devlin,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10174,australian_labor_party
1988-07-21,1990-03-24,Patricia Dunn,"Dunn, Patricia",Patricia,Dunn,NSW,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10186,independent
1990-03-24,1990-06-30,Patricia Dunn,"Dunn, Patricia",Patricia,Dunn,NSW,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10186,independent
1987-07-11,1990-03-24,Peter Durack,"Durack, Peter",Peter,Durack,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10187,liberal_party
1990-03-24,1993-03-13,Peter Durack,"Durack, Peter",Peter,Durack,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10187,liberal_party
1993-03-13,1993-06-30,Peter Durack,"Durack, Peter",Peter,Durack,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10187,liberal_party
1996-07-01,1998-10-03,Alan Eggleston,"Eggleston, Alan",Alan,Eggleston,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,4L6,senator.eggleston@aph.gov.au,http://www.senatoralaneggleston.com/,"","",38,4L6,,,10193,liberal_party
1998-10-03,2001-11-10,Alan Eggleston,"Eggleston, Alan",Alan,Eggleston,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,4L6,senator.eggleston@aph.gov.au,http://www.senatoralaneggleston.com/,"","",39,4L6,,,10193,liberal_party
2001-11-10,2004-10-09,Alan Eggleston,"Eggleston, Alan",Alan,Eggleston,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,4L6,senator.eggleston@aph.gov.au,http://www.senatoralaneggleston.com/,"","",40,4L6,,,10193,liberal_party
2004-10-09,2007-11-24,Alan Eggleston,"Eggleston, Alan",Alan,Eggleston,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,4L6,senator.eggleston@aph.gov.au,http://www.senatoralaneggleston.com/,"","",41,4L6,,,10193,liberal_party
2007-11-24,2010-08-21,Alan Eggleston,"Eggleston, Alan",Alan,Eggleston,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,4L6,senator.eggleston@aph.gov.au,http://www.senatoralaneggleston.com/,"","",42,4L6,,,10193,liberal_party
2010-08-21,2013-09-07,Alan Eggleston,"Eggleston, Alan",Alan,Eggleston,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,4L6,senator.eggleston@aph.gov.au,http://www.senatoralaneggleston.com/,"","",43,4L6,,,10193,liberal_party
2013-09-07,2014-06-30,Alan Eggleston,"Eggleston, Alan",Alan,Eggleston,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,4L6,senator.eggleston@aph.gov.au,http://www.senatoralaneggleston.com/,"","",44,4L6,,,10193,liberal_party
1993-07-01,1996-03-02,Chris Ellison,"Ellison, Chris",Chris,Ellison,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10199,liberal_party
1996-03-02,1998-10-03,Chris Ellison,"Ellison, Chris",Chris,Ellison,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10199,liberal_party
1998-10-03,2001-11-10,Chris Ellison,"Ellison, Chris",Chris,Ellison,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10199,liberal_party
2001-11-10,2004-10-09,Chris Ellison,"Ellison, Chris",Chris,Ellison,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10199,liberal_party
2004-10-09,2007-11-24,Chris Ellison,"Ellison, Chris",Chris,Ellison,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10199,liberal_party
2007-11-24,2009-01-30,Chris Ellison,"Ellison, Chris",Chris,Ellison,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10199,liberal_party
1993-07-01,1996-03-02,Chris Evans,"Evans, Chris",Chris,Evans,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10204,australian_labor_party
1996-03-02,1998-10-03,Chris Evans,"Evans, Chris",Chris,Evans,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10204,australian_labor_party
1998-10-03,2001-11-10,Chris Evans,"Evans, Chris",Chris,Evans,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10204,australian_labor_party
2001-11-10,2004-10-09,Chris Evans,"Evans, Chris",Chris,Evans,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10204,australian_labor_party
2004-10-09,2007-11-24,Chris Evans,"Evans, Chris",Chris,Evans,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10204,australian_labor_party
2007-11-24,2010-08-21,Chris Evans,"Evans, Chris",Chris,Evans,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10204,australian_labor_party
2010-08-21,2013-04-12,Chris Evans,"Evans, Chris",Chris,Evans,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10204,australian_labor_party
1987-07-11,1990-03-24,Gareth Evans,"Evans, Gareth",Gareth,Evans,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10205,australian_labor_party
1990-03-24,1993-03-13,Gareth Evans,"Evans, Gareth",Gareth,Evans,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10205,australian_labor_party
1993-03-13,1996-02-06,Gareth Evans,"Evans, Gareth",Gareth,Evans,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10205,australian_labor_party
1989-04-04,1990-03-24,John Faulkner,"Faulkner, John",John,Faulkner,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,5K4,senator.faulkner@aph.gov.au,http://www.senatorjohnfaulkner.com.au,"","",35,5K4,,,10214,australian_labor_party
1990-03-24,1993-03-13,John Faulkner,"Faulkner, John",John,Faulkner,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,5K4,senator.faulkner@aph.gov.au,http://www.senatorjohnfaulkner.com.au,"","",36,5K4,,,10214,australian_labor_party
1993-03-13,1996-03-02,John Faulkner,"Faulkner, John",John,Faulkner,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,5K4,senator.faulkner@aph.gov.au,http://www.senatorjohnfaulkner.com.au,"","",37,5K4,,,10214,australian_labor_party
1996-03-02,1998-10-03,John Faulkner,"Faulkner, John",John,Faulkner,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,5K4,senator.faulkner@aph.gov.au,http://www.senatorjohnfaulkner.com.au,"","",38,5K4,,,10214,australian_labor_party
1998-10-03,2001-11-10,John Faulkner,"Faulkner, John",John,Faulkner,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,5K4,senator.faulkner@aph.gov.au,http://www.senatorjohnfaulkner.com.au,"","",39,5K4,,,10214,australian_labor_party
2001-11-10,2004-10-09,John Faulkner,"Faulkner, John",John,Faulkner,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,5K4,senator.faulkner@aph.gov.au,http://www.senatorjohnfaulkner.com.au,"","",40,5K4,,,10214,australian_labor_party
2004-10-09,2007-11-24,John Faulkner,"Faulkner, John",John,Faulkner,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,5K4,senator.faulkner@aph.gov.au,http://www.senatorjohnfaulkner.com.au,"","",41,5K4,,,10214,australian_labor_party
2007-11-24,2010-08-21,John Faulkner,"Faulkner, John",John,Faulkner,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,5K4,senator.faulkner@aph.gov.au,http://www.senatorjohnfaulkner.com.au,"","",42,5K4,,,10214,australian_labor_party
2010-08-21,2013-09-07,John Faulkner,"Faulkner, John",John,Faulkner,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,5K4,senator.faulkner@aph.gov.au,http://www.senatorjohnfaulkner.com.au,"","",43,5K4,,,10214,australian_labor_party
2013-09-07,2015-02-06,John Faulkner,"Faulkner, John",John,Faulkner,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,5K4,senator.faulkner@aph.gov.au,http://www.senatorjohnfaulkner.com.au,"","",44,5K4,,,10214,australian_labor_party
2011-07-01,2013-09-07,David Fawcett,"Fawcett, David",David,Fawcett,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,DYU,senator.fawcett@aph.gov.au,http://www.senatorfawcett.com.au,https://www.facebook.com/senatorfawcett,"",43,DYU,http://en.wikipedia.org/wiki/David_Fawcett,David Fawcett,10215,liberal_party
2013-09-07,2016-05-09,David Fawcett,"Fawcett, David",David,Fawcett,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,DYU,senator.fawcett@aph.gov.au,http://www.senatorfawcett.com.au,https://www.facebook.com/senatorfawcett,"",44,DYU,http://en.wikipedia.org/wiki/David_Fawcett,David Fawcett,10215,liberal_party
2016-07-02,,David Fawcett,"Fawcett, David",David,Fawcett,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,DYU,senator.fawcett@aph.gov.au,http://www.senatorfawcett.com.au,https://www.facebook.com/senatorfawcett,"",45,DYU,http://en.wikipedia.org/wiki/David_Fawcett,David Fawcett,10215,liberal_party
1992-05-26,1993-03-13,Alan Ferguson,"Ferguson, Alan",Alan,Ferguson,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10216,liberal_party
1993-03-13,1996-03-02,Alan Ferguson,"Ferguson, Alan",Alan,Ferguson,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10216,liberal_party
1996-03-02,1998-10-03,Alan Ferguson,"Ferguson, Alan",Alan,Ferguson,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10216,liberal_party
1998-10-03,2001-11-10,Alan Ferguson,"Ferguson, Alan",Alan,Ferguson,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10216,liberal_party
2001-11-10,2004-10-09,Alan Ferguson,"Ferguson, Alan",Alan,Ferguson,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10216,liberal_party
2004-10-09,2007-08-14,Alan Ferguson,"Ferguson, Alan",Alan,Ferguson,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10216,liberal_party
2007-08-15,2007-11-24,Alan Ferguson,"Ferguson, Alan",Alan,Ferguson,SA,PRES,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10216,pres
2007-11-24,2008-08-25,Alan Ferguson,"Ferguson, Alan",Alan,Ferguson,SA,PRES,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10216,pres
2008-08-26,2010-08-21,Alan Ferguson,"Ferguson, Alan",Alan,Ferguson,SA,DPRES,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10216,dpres
2010-08-21,2011-06-30,Alan Ferguson,"Ferguson, Alan",Alan,Ferguson,SA,DPRES,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10216,dpres
1996-07-01,1996-07-12,Jeannie Ferris,"Ferris, Jeannie",Jeannie,Ferris,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10220,liberal_party
1996-07-24,1998-10-03,Jeannie Ferris,"Ferris, Jeannie",Jeannie,Ferris,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10220,liberal_party
1998-10-03,2001-11-10,Jeannie Ferris,"Ferris, Jeannie",Jeannie,Ferris,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10220,liberal_party
2001-11-10,2004-10-09,Jeannie Ferris,"Ferris, Jeannie",Jeannie,Ferris,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10220,liberal_party
2004-10-09,2007-04-02,Jeannie Ferris,"Ferris, Jeannie",Jeannie,Ferris,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10220,liberal_party
2005-07-01,2007-11-24,Steve Fielding,"Fielding, Steve",Steve,Fielding,Victoria,Family First Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10221,family_first_party
2007-11-24,2010-08-21,Steve Fielding,"Fielding, Steve",Steve,Fielding,Victoria,Family First Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10221,family_first_party
2010-08-21,2011-06-30,Steve Fielding,"Fielding, Steve",Steve,Fielding,Victoria,Family First Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10221,family_first_party
2005-05-05,2007-11-24,Concetta Fierravanti-Wells,"Fierravanti-Wells, Concetta",Concetta,Fierravanti-Wells,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,e4t,Concetta.Fierravanti-Wells@dfat.gov.au,"","","",41,e4t,,,10222,liberal_party
2007-11-24,2010-08-21,Concetta Fierravanti-Wells,"Fierravanti-Wells, Concetta",Concetta,Fierravanti-Wells,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,e4t,Concetta.Fierravanti-Wells@dfat.gov.au,"","","",42,e4t,,,10222,liberal_party
2010-08-21,2013-09-07,Concetta Fierravanti-Wells,"Fierravanti-Wells, Concetta",Concetta,Fierravanti-Wells,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,e4t,Concetta.Fierravanti-Wells@dfat.gov.au,"","","",43,e4t,,,10222,liberal_party
2013-09-07,2016-05-09,Concetta Fierravanti-Wells,"Fierravanti-Wells, Concetta",Concetta,Fierravanti-Wells,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,e4t,Concetta.Fierravanti-Wells@dfat.gov.au,"","","",44,e4t,,,10222,liberal_party
2016-07-02,,Concetta Fierravanti-Wells,"Fierravanti-Wells, Concetta",Concetta,Fierravanti-Wells,NSW,Liberal Party,http://data.openaustralia.org/members/senators.xml,e4t,Concetta.Fierravanti-Wells@dfat.gov.au,"","","",45,e4t,,,10222,liberal_party
2004-03-31,2004-10-09,Mitch Fifield,"Fifield, Mitch",Mitch,Fifield,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,D2I,"",http://www.mitchfifield.com/,https://www.facebook.com/SenatorFifield,https://twitter.com/SenatorFifield,40,D2I,,,10224,liberal_party
2004-10-09,2007-11-24,Mitch Fifield,"Fifield, Mitch",Mitch,Fifield,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,D2I,"",http://www.mitchfifield.com/,https://www.facebook.com/SenatorFifield,https://twitter.com/SenatorFifield,41,D2I,,,10224,liberal_party
2007-11-24,2010-08-21,Mitch Fifield,"Fifield, Mitch",Mitch,Fifield,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,D2I,"",http://www.mitchfifield.com/,https://www.facebook.com/SenatorFifield,https://twitter.com/SenatorFifield,42,D2I,,,10224,liberal_party
2010-08-21,2013-09-07,Mitch Fifield,"Fifield, Mitch",Mitch,Fifield,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,D2I,"",http://www.mitchfifield.com/,https://www.facebook.com/SenatorFifield,https://twitter.com/SenatorFifield,43,D2I,,,10224,liberal_party
2013-09-07,2016-05-09,Mitch Fifield,"Fifield, Mitch",Mitch,Fifield,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,D2I,"",http://www.mitchfifield.com/,https://www.facebook.com/SenatorFifield,https://twitter.com/SenatorFifield,44,D2I,,,10224,liberal_party
2016-07-02,,Mitch Fifield,"Fifield, Mitch",Mitch,Fifield,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,D2I,"",http://www.mitchfifield.com/,https://www.facebook.com/SenatorFifield,https://twitter.com/SenatorFifield,45,D2I,,,10224,liberal_party
2007-06-06,2007-11-24,Mary Fisher,"Fisher, Mary",Mary,Fisher,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10227,liberal_party
2007-11-24,2010-08-21,Mary Fisher,"Fisher, Mary",Mary,Fisher,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10227,liberal_party
2010-08-21,2012-08-14,Mary Fisher,"Fisher, Mary",Mary,Fisher,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10227,liberal_party
1987-07-11,1990-03-24,Dominic Foreman,"Foreman, Dominic",Dominic,Foreman,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10233,australian_labor_party
1990-03-24,1993-03-13,Dominic Foreman,"Foreman, Dominic",Dominic,Foreman,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10233,australian_labor_party
1993-03-13,1996-03-02,Dominic Foreman,"Foreman, Dominic",Dominic,Foreman,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10233,australian_labor_party
1996-03-02,1997-09-15,Dominic Foreman,"Foreman, Dominic",Dominic,Foreman,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10233,australian_labor_party
1994-05-10,1996-03-02,Michael Forshaw,"Forshaw, Michael",Michael,Forshaw,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10235,australian_labor_party
1996-03-02,1998-10-03,Michael Forshaw,"Forshaw, Michael",Michael,Forshaw,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10235,australian_labor_party
1998-10-03,2001-11-10,Michael Forshaw,"Forshaw, Michael",Michael,Forshaw,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10235,australian_labor_party
2001-11-10,2004-10-09,Michael Forshaw,"Forshaw, Michael",Michael,Forshaw,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10235,australian_labor_party
2004-10-09,2007-11-24,Michael Forshaw,"Forshaw, Michael",Michael,Forshaw,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10235,australian_labor_party
2007-11-24,2010-08-21,Michael Forshaw,"Forshaw, Michael",Michael,Forshaw,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10235,australian_labor_party
2010-08-21,2011-06-30,Michael Forshaw,"Forshaw, Michael",Michael,Forshaw,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10235,australian_labor_party
1996-07-01,1998-10-03,Brenda Gibbs,"Gibbs, Brenda",Brenda,Gibbs,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10251,australian_labor_party
1998-10-03,2001-11-10,Brenda Gibbs,"Gibbs, Brenda",Brenda,Gibbs,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10251,australian_labor_party
2001-11-10,2002-06-30,Brenda Gibbs,"Gibbs, Brenda",Brenda,Gibbs,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10251,australian_labor_party
1993-07-01,1996-03-02,Brian Gibson,"Gibson, Brian",Brian,Gibson,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10252,liberal_party
1996-03-02,1998-10-03,Brian Gibson,"Gibson, Brian",Brian,Gibson,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10252,liberal_party
1998-10-03,2001-11-10,Brian Gibson,"Gibson, Brian",Brian,Gibson,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10252,liberal_party
2001-11-10,2002-02-22,Brian Gibson,"Gibson, Brian",Brian,Gibson,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10252,liberal_party
1987-07-11,1989-02-27,Arthur Gietzelt,"Gietzelt, Arthur",Arthur,Gietzelt,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10254,australian_labor_party
1987-07-11,1990-03-24,Patricia Giles,"Giles, Patricia",Patricia,Giles,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10256,australian_labor_party
1990-03-24,1993-03-13,Patricia Giles,"Giles, Patricia",Patricia,Giles,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10256,australian_labor_party
1993-03-13,1993-06-30,Patricia Giles,"Giles, Patricia",Patricia,Giles,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10256,australian_labor_party
1999-07-01,2001-11-10,Brian Greig,"Greig, Brian",Brian,Greig,WA,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10265,australian_democrats
2001-11-10,2004-10-09,Brian Greig,"Greig, Brian",Brian,Greig,WA,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10265,australian_democrats
2004-10-09,2005-05-30,Brian Greig,"Greig, Brian",Brian,Greig,WA,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10265,australian_democrats
1987-07-11,1990-03-01,Janine Haines,"Haines, Janine",Janine,Haines,SA,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10273,australian_democrats
1987-07-11,1990-03-24,David Hamer,"Hamer, David",David,Hamer,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10278,liberal_party
1990-03-24,1990-06-30,David Hamer,"Hamer, David",David,Hamer,Victoria,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10278,liberal_party
2016-07-02,,Pauline Hanson,"Hanson, Pauline",Pauline,Hanson,Queensland,Pauline Hanson's One Nation Party,http://data.openaustralia.org/members/senators.xml,BK6,senator.hanson@aph.gov.au,"","","",45,BK6,,,10280,pauline_hanson's_one_nation_party
1987-07-11,1990-03-24,Brian Harradine,"Harradine, Brian",Brian,Harradine,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10282,independent
1990-03-24,1993-03-13,Brian Harradine,"Harradine, Brian",Brian,Harradine,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10282,independent
1993-03-13,1996-03-02,Brian Harradine,"Harradine, Brian",Brian,Harradine,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10282,independent
1996-03-02,1998-10-03,Brian Harradine,"Harradine, Brian",Brian,Harradine,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10282,independent
1998-10-03,2001-11-10,Brian Harradine,"Harradine, Brian",Brian,Harradine,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10282,independent
2001-11-10,2004-10-09,Brian Harradine,"Harradine, Brian",Brian,Harradine,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10282,independent
2004-10-09,2005-06-30,Brian Harradine,"Harradine, Brian",Brian,Harradine,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10282,independent
