id,name__en,name__zh,name__ms,name__es,name__id,name__de,name__nb,name__da,name__nn,name__sv,name__nl,name__hu,name,wikipedia__en,wikipedia__id,wikipedia__ms,wikipedia__zh,gender,birth_date,identifier__freebase,original_wikiname,name__fr,image,given_name,name__cy,wikipedia__de,identifier__VIAF,identifier__GND,identifier__LCAuth,death_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__jv,name__pl,name__eu,name__qu,name__ta,name__et,name__my,name__pt,name__eo,name__is,name__ru,name__tr,name__hak,name__mk,name__fi,name__uk,name__be_tarask,name__ne,name__az,name__tl,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__nan,name__be,name__ko,name__he,name__lv,name__it,name__li,name__ja,name__vi,name__yue,name__sh,name__sa,name__hi,name__ro,name__th,name__ca,name__war,name__cs,name__bg,name__fa,name__mr,name__km,name__kk,name__sr,name__ar,name__ky,name__new,name__sco,name__si,name__la,name__mg,name__bcl,name__lzh,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__ka,name__ml,name__sd,name__tt,name__vo,name__hy,name__io,name__lb,name__lo,name__mn,name__te,name__gu,name__bn,name__gl,name__ast,name__el,wikipedia__ar,wikipedia__arwikiquote,wikipedia__ast,wikipedia__az,wikipedia__ba,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gu,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__ko,wikipedia__ky,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__lv,wikipedia__mg,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__ne,wikipedia__new,wikipedia__nl,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__no,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sco,wikipedia__sd,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vi,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikiquote,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NDL,family_name,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__FAST,identifier__CSPAN,identifier__wikitree,identifier__NLA,identifier__NTA,identifier__NLAtrove,name__nds,name__vmf,name__en_ca,name__en_gb,twitter,facebook,name__min,wikipedia__min,website,name__so,name__ckb,name__bs,name__ace,wikipedia__ace,wikipedia__bswikiquote,wikipedia__ckb,wikipedia__itwikiquote,wikipedia__so,wikipedia__trwikiquote,identifier__MusicBrainz,identifier__GTAA,name__yo,name__lt,name__oc,wikipedia__eowikinews,wikipedia__lt,wikipedia__yo,name__de_ch,name__pt_br,wikipedia__oc,identifier__Oxforddnb,identifier__bigenc_ru,name__br,name__co,name__ty,identifier__OLID,wikipedia__gl,name__zh_mo,name__lmo,name__pa,wikipedia__pa,name__sk,name__zh_my,identifier__NLI,identifier__britishmuseum,identifier__NPG,occupation,identifier__google_knowledge,identifier__nyt_topic,wikipedia__kn,name__kn,identifier__snac,identifier__Britannica,identifier__quora,wikipedia__si,name__fo,name__kl,wikipedia__uz,identifier__ioc_athlete,name__uz,instagram
Q5320031,Dzulkefly Ahmad,祖基菲利,Dzulkefly Ahmad,,Dzulkefly Ahmad,Dzulkefly Ahmad,Dzulkefly Ahmad,Dzulkefly Ahmad,Dzulkefly Ahmad,Dzulkefly Ahmad,Dzulkefly Ahmad,,Dzulkefly Ahmad,Dzulkefly Ahmad,Dzulkefly Ahmad,Dzulkefly Ahmad,祖基菲利,male,1956-01-01,,Dzulkefly Ahmad,Dzulkefly Ahmad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5339383,Edmund Chong Ket Wah,蒋国华,Edmund Chong Ket Wah,,,Edmund Chong Ket Wah,Edmund Chong Ket Wah,Edmund Chong Ket Wah,Edmund Chong Ket Wah,Edmund Chong Ket Wah,Edmund Chong Ket Wah,,Edmund Chong Ket Wah,Edmund Chong Ket Wah,,Edmund Chong Ket Wah,蒋国华,male,1956-04-09,,Edmund Chong Ket Wah,Edmund Chong Ket Wah,,Edmund,,,,,,2010-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5339888,Edmund W. Barker,埃德蒙·W·巴克,,Edmund W. Barker,,,,,,,Edmund W. Barker,Edmund W. Barker,Edmund W. Barker,Edmund W. Barker,,,,male,1920-12-01,,Edmund W. Barker,,,Edmund,,,294256691,,,2001-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,エドモンド・W・バーカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5384760,Er Teck Hwa,余德华,Er Teck Hwa,Er Teck Hwa,Er Teck Hwa,Er Teck Hwa,Er Teck Hwa,Er Teck Hwa,Er Teck Hwa,Er Teck Hwa,Er Teck Hwa,Er Teck Hwa,Er Teck Hwa,Er Teck Hwa,Er Teck Hwa,Er Teck Hwa,余德华,male,1972-12-17,/m/0b6d4rb,Er Teck Hwa,Er Teck Hwa,https://upload.wikimedia.org/wikipedia/commons/f/fe/Er_Teck_Hwa.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5387028,Eric Majimbun,依力马贞文,Eric Enchin Majimbun,,Eric Majimbun,Eric Majimbun,Eric Enchin Majimbun,Eric Enchin Majimbun,Eric Enchin Majimbun,Eric Enchin Majimbun,Eric Majimbun,,Eric Majimbun,Eric Majimbun,Eric Majimbun,Eric Enchin Majimbun,依力马贞文,male,1950-02-07,,Eric Majimbun,,,Eric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5429257,Fadillah Yusof,法迪拉尤索,Fadillah Yusof,Fadillah Yusof,Fadillah Yusof,Fadillah Yusof,Fadillah Yusof,Fadillah Yusof,Fadillah Yusof,Fadillah Yusof,Fadillah Yusof,Fadillah Yusof,Fadillah Yusof,Fadillah Yusof,Fadillah Yusof,Fadillah Yusof,法迪拉尤索,male,1962-04-17,,Fadillah Yusof,Fadillah Yusof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5429297,Fadzil Noor,,Fadzil Mohd Noor,Fadzil Noor,,Fadzil Noor,Fadzil Mohd Noor,Fadzil Mohd Noor,Fadzil Mohd Noor,Fadzil Mohd Noor,Fadzil Noor,Fadzil Noor,Fadzil Noor,Fadzil Noor,,Fadzil Mohd Noor,,male,1937-03-13,,Fadzil Noor,Fadzil Noor,,,,,23728653,,n89119622,2002-07-23,,法茲諾,,法兹诺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5465028,Fong Kui Lun,方贵伦,Fong Kui Lun,Fong Kui Lun,Fong Kui Lun,Fong Kui Lun,Fong Kui Lun,Fong Kui Lun,Fong Kui Lun,Fong Kui Lun,Fong Kui Lun,Fong Kui Lun,Fong Kui Lun,Fong Kui Lun,Fong Kui Lun,Fong Kui Lun,方贵伦,male,1946-09-28,,Fong Kui Lun,Fong Kui Lun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5465029,Fong Chan Onn,冯镇安,Fong Chan Onn,Fong Chan Onn,Fong Chan Onn,Fong Chan Onn,Fong Chan Onn,Fong Chan Onn,Fong Chan Onn,Fong Chan Onn,Fong Chan Onn,Fong Chan Onn,Fong Chan Onn,Fong Chan Onn,Fong Chan Onn,Fong Chan Onn,冯镇安,male,1944,/m/0ghtk8,Fong Chan Onn,Fong Chan Onn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,
Q5465031,Fong Po Kuan,馮寶君,Fong Po Kuan,Fong Po Kuan,Fong Po Kuan,Fong Po Kuan,Fong Po Kuan,Fong Po Kuan,Fong Po Kuan,Fong Po Kuan,Fong Po Kuan,Fong Po Kuan,Fong Po Kuan,Fong Po Kuan,Fong Po Kuan,Fong Po Kuan,馮寶君,female,1973-09-15,/m/05z1x0,Fong Po Kuan,Fong Po Kuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5511027,Fuziah Salleh,傅芝雅,Fuziah Salleh,Fuziah Salleh,Fuziah Salleh,Fuziah Salleh,Fuziah Salleh,Fuziah Salleh,Fuziah Salleh,Fuziah Salleh,Fuziah Salleh,Fuziah Salleh,Fuziah Salleh,Fuziah Salleh,Fuziah Salleh,Fuziah Salleh,傅芝雅,female,1959-07-13,,Fuziah Salleh,Fuziah Salleh,https://upload.wikimedia.org/wikipedia/commons/1/1a/YB_Fuziah_Salleh_-_Kuantan_MP_&_PKR_Vice_President.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q551372,Joseph Pairin Kitingan,百林吉丁岸,Joseph Pairin Kitingan,Joseph Pairin Kitingan,Joseph Pairin Kitingan,Joseph Pairin Kitingan,Joseph Pairin Kitingan,Joseph Pairin Kitingan,Joseph Pairin Kitingan,Joseph Pairin Kitingan,Joseph Pairin Kitingan,Joseph Pairin Kitingan,Joseph Pairin Kitingan,Joseph Pairin Kitingan,Joseph Pairin Kitingan,Joseph Pairin Kitingan,百林吉丁岸,male,1940-08-17,/m/09c_n7,Joseph Pairin Kitingan,Joseph Pairin Kitingan,https://upload.wikimedia.org/wikipedia/commons/2/20/Penampang_Sabah_Joseph-Pairin-Kitingan-02.jpg,Joseph,,Joseph Pairin Kitingan,119411995,1053748981,n89214890,,百林吉丁岸,百林吉丁岸,百林吉丁岸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パイリン・キティガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q551394,Bernard Giluk Dompok,柏纳东博,Bernard Giluk Dompok,Bernard Giluk Dompok,Bernard Giluk Dompok,Bernard Giluk Dompok,Bernard Giluk Dompok,Bernard Giluk Dompok,Bernard Giluk Dompok,Bernard Giluk Dompok,Bernard Giluk Dompok,Bernard Giluk Dompok,Bernard Giluk Dompok,Bernard Giluk Dompok,Bernard Giluk Dompok,Bernard Giluk Dompok,柏纳东博,male,1949-10-07,/m/03wb1cr,Bernard Giluk Dompok,Bernard Giluk Dompok,,Bernard,,Bernard Giluk Dompok,,,,,柏纳东博,柏納東博,柏納東博,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,バーナード・ドンポク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5537807,George Chan Hong Nam,陈康南,George Chan Hong Nam,,George Chan Hong Nam,George Chan Hong Nam,George Chan Hong Nam,George Chan Hong Nam,George Chan Hong Nam,George Chan Hong Nam,George Chan Hong Nam,,George Chan Hong Nam,George Chan Hong Nam,George Chan Hong Nam,George Chan Hong Nam,陈康南,male,1936-09-24,,George Chan Hong Nam,George Chan Hong Nam,https://upload.wikimedia.org/wikipedia/commons/1/10/Africanconvention8.jpg,George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Chen,,,,,,,,,,,,,,,,,,,جورج تشن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,
Q5575520,Gobind Singh Deo,哥宾星,Gobind Singh Deo,Gobind Singh Deo,Gobind Singh Deo,Gobind Singh Deo,Gobind Singh Deo,Gobind Singh Deo,Gobind Singh Deo,Gobind Singh Deo,Gobind Singh Deo,Gobind Singh Deo,Gobind Singh Deo,Gobind Singh Deo,Gobind Singh Deo,Gobind Singh Deo,哥宾星,male,1973-06-19,,Gobind Singh Deo,Gobind Singh Deo,,,,,,,,,,,,,,,,,,,கோவிந்த் சிங் தியோ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,கோவிந்த் சிங் தியோ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gobind Singh Deo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q561704,Mohamed Rahmat,,Mohamed bin Rahmat,Mohamed Rahmat,Mohamed Rahmat,Mohamed Rahmat,Mohamed Rahmat,,,Mohamed Rahmat,Tan Sri Mohamed Rahmat,Mohamed Rahmat,Mohamed Rahmat,Mohamed Rahmat,Mohamed Rahmat,Mohamed Rahmat,,male,1938-01-04,/m/09v22sb,Mohamed Rahmat,Mohamed Rahmat,,Tan,Mohamed Rahmat,Mohamed Rahmat,107316958,,,2010-01-01,,,,,,,,Mohamed Rahmat,,,,,,Mohamed Rahmat,,,"Рахмат, Мохамед",,,,,Мохамед Рахмат,,,,,,,,,,,,,,,,,,モハメド・ラフマト,,,,,,,,,,,,,,,,,,Рахмат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,モハメド・ラフマト,,,,,,"Рахмат, Мохамед",,,,,,,,,,,,,,,,,Mohamed Rahmat,Mohamed Rahmat,,,Mohamed Rahmat,,,"Рахмат, Мохамед",,,,,,,,,Mohamed Rahmat,,,,,,,,Мохамед Рахмат,,,,,,,,,,,,,,,,,,,,,,,,,,1529279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5642346,Halimah Mohd Sadique,哈里玛莫哈末萨蒂,Halimah Binti Mohd Sadique,,Halimah Mohd Sadique,Halimah Mohd Sadique,Halimah Binti Mohd Sadique,Halimah Binti Mohd Sadique,Halimah Binti Mohd Sadique,Halimah Binti Mohd Sadique,Halimah Mohd Sadique,,Halimah Mohd Sadique,Halimah Mohamed Sadique,Halimah Mohd Sadique,Halimah Mohd Sadique,哈里玛莫哈末萨蒂,female,1962-02-02,,Halimah Mohamed Sadique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5645310,Hamim Samuri,哈敏沙慕里,Hamim Samuri,,Hamim Samuri,Hamim Samuri,Hamim Samuri,Hamim Samuri,Hamim Samuri,Hamim Samuri,Hamim Samuri,,Hamim Samuri,Hamim Samuri,Hamim Samuri,Hamim Samuri,哈敏沙慕里,male,1958-06-13,,Hamim Samuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5646531,Hamzah Zainuddin,韩沙再努丁,Hamzah Zainudin,,Hamzah Zainuddin,Hamzah Zainuddin,Hamzah Zainudin,Hamzah Zainudin,Hamzah Zainudin,Hamzah Zainudin,Hamzah Zainuddin,,Hamzah Zainuddin,Hamzah Zainudin,Hamzah Zainuddin,Hamzah Zainudin,韩沙再努丁,male,1957-03-12,,Hamzah Zainudin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5665771,Harrison Ngau Laing,,,,,Harrison Ngau Laing,,,,,Harrison Ngau Laing,,Harrison Ngau Laing,Harrison Ngau Laing,,,,male,,,Harrison Ngau Laing,Harrison Ngau Laing,,Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harrison Ngau Laing,,,Harrison Ngau Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harrison Ngau Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harrison Ngau Laing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5678682,Hasbi Habibollah,哈士必哈比波拉,Hasbi Bin Habibollah,,Hasbi Habibollah,Hasbi Habibollah,Hasbi Bin Habibollah,Hasbi Bin Habibollah,Hasbi Bin Habibollah,Hasbi Bin Habibollah,Hasbi Habibollah,,Hasbi Habibollah,Hasbi Habibollah,Hasbi Habibollah,Hasbi Bin Habibollah,哈士必哈比波拉,male,1963-01-02,/m/0bs1q9x,Hasbi Habibollah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5679746,Hassan Malek,哈山马烈,Hassan Malek,,Hassan Malek,Hassan Malek,Hassan Malek,Hassan Malek,Hassan Malek,Hassan Malek,Hassan Malek,,Hassan Malek,Hasan Malek,Hassan Malek,Hasan Malek,哈山马烈,male,1946-04-24,/m/0b6g32z,Hasan Malek,,,Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5697888,Hee Loy Sian,许来贤,Hee Loy Sian,,Hee Loy Sian,Hee Loy Sian,Hee Loy Sian,Hee Loy Sian,Hee Loy Sian,Hee Loy Sian,Hee Loy Sian,,Hee Loy Sian,Hee Loy Sian,Hee Loy Sian,Hee Loy Sian,许来贤,male,1970,/m/09v80qd,Hee Loy Sian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q5728886,Henry Sum Agong,亨利逊阿贡,Henry Sum Agong,,Henry Sum Agong,Henry Sum Agong,Henry Sum Agong,Henry Sum Agong,Henry Sum Agong,Henry Sum Agong,Henry Sum Agong,,Henry Sum Agong,Henry Sum Agong,Henry Sum Agong,Henry Sum Agong,亨利逊阿贡,male,1946-02-18,,Henry Sum Agong,,,Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
