id,name__de,name__pl,name__el,name__ru,name__fr,name__en,name__it,name__nl,name__es,name__nb,name__da,name__nn,name__sv,name,wikipedia__de,wikipedia__el,wikipedia__en,wikipedia__fr,wikipedia__it,wikipedia__pl,wikipedia__ru,image,gender,birth_date,identifier__freebase,given_name,original_wikiname,name__be,name__sr,name__be_tarask,wikipedia__be_x_old,wikipedia__be,wikipedia__sr,name__et,wikipedia__es,wikipedia__et,name__pt_br,name__ca,name__oc,wikipedia__nn,name__gl,name__ba,name__yo,wikipedia__ba,wikipedia__gl,wikipedia__yo,name__cy,death_date,name__tr,name__uk,wikipedia__tr,wikipedia__uk,name__sh,wikipedia__sh,wikipedia__oc,family_name,name__hu,identifier__VIAF,identifier__SUDOC,name__pt,wikipedia__pt,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SBN_it,identifier__NLA,identifier__BAV,identifier__NUKAT,wikipedia__nl,name__id,wikipedia__id,name__lt,name__fi,wikipedia__lt,name__sr_el,name__sr_ec,name__nds,name__zh,name__ar,wikipedia__ar,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__mg,wikipedia__mg,name__eo,wikipedia__eo,wikipedia__commons,identifier__OLID,last_seen,identifier__treccani,name__zh_cn,name__ja,identifier__PACE,name__ro,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__sco,occupation,name__la,wikipedia__la,identifier__snac,name__ty,wikipedia__lmo,name__lmo,name__dsb,name__hsb,name__is,name__jv,name__pdc,name__stq,name__tl,name__war,name__fit,name__fo,name__kl,name__ky,wikipedia__ky,identifier__google_knowledge,name__ceb,name__ko,wikipedia__ko,wikipedia__ast,name__he,wikipedia__he,name__fy,wikipedia__fy,wikipedia__no,wikipedia__ga,name__sl,identifier__GNC,identifier__ioc_athlete,name__lfn,wikipedia__th,name__th,website,wikipedia__simple,identifier__italian_cod,identifier__CiNii,identifier__NLAtrove,identifier__dialnet,identifier__NLI
Q21035139,Lorella Stefanelli,Lorella Stefanelli,Λορέλα Στεφανέλι,"Стефанелли, Лорелла",Lorella Stefanelli,Lorella Stefanelli,Lorella Stefanelli,Lorella Stefanelli,Lorella Stefanelli,,,,Lorella Stefanelli,Lorella Stefanelli,Lorella Stefanelli,Λορέλα Στεφανέλι,Lorella Stefanelli,Lorella Stefanelli,Lorella Stefanelli,Lorella Stefanelli,"Стефанелли, Лорелла",,female,1959-02-20,,Lorella,Lorella Stefanelli,,,,,,,,Lorella Stefanelli,,,,Lorella Stefanelli,,,,,,,,,,Lorella Stefanelli,Лорелла Стефанеллі,Lorella Stefanelli,Лорелла Стефанеллі,,,Lorella Stefanelli,,,,,,,,,,,,,,,,,,,,,,,,洛雷拉·史蒂芬利,لوريلا ستيفانيلي,لوريلا ستيفانيلي,洛雷拉·斯特凡内利,,,,,,,,,,,,,ロレッラ・ステファネッリ,,,,,,,,,,,,,Lorella Stefanelli,Lorella Stefanelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lorella Stefanelli,,,,,,,,,,,Lorella Stefanelli,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lorella Stefanelli,,,,,,,,,,,,
Q21196994,Massimo Roberto Rossini,,,,Massimo Roberto Rossini,Massimo Roberto Rossini,,Massimo Roberto Rossini,,,,,,Massimo Roberto Rossini,Massimo Roberto Rossini,,,,,,,,male,1945,,Massimo,Massimo Roberto Rossini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,member of parliament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massimo Roberto Rossini,,,,,,,,,,,,
Q21403198,Clara Boscaglia,,,,,Clara Boscaglia,,Clara Boscaglia,,,,,,Clara Boscaglia,Clara Boscaglia,,Clara Boscaglia,,,,,,female,1930,,Clara,Clara Boscaglia,,,,,,,,,,,,,,,,,,,,,1990-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كلارا بوسكاجليا,كلارا بوسكاجليا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clara Boscaglia,,,,,,,,,,,,
Q21525768,Clelio Galassi,,,,,Clelio Galassi,,Clelio Galassi,,,,,,Clelio Galassi,Clelio Galassi,,,,,,,,male,1950-03-02,,Clelio,Clelio Galassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clelio Galassi,,,,,,,,,,,,
Q21589792,Fernando Bindi,,,,,Fernando Bindi,,Fernando Bindi,,,,,,Fernando Bindi,Fernando Bindi,,,,,,,,male,1938,,Fernando,Fernando Bindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Bindi,,,,,,,,,,,,
Q2247250,Cesare Gasperoni,Cesare Gasperoni,,,Cesare Gasperoni,Cesare Gasperoni,Cesare Gasperoni,Cesare Gasperoni,Cesare Gasperoni,Cesare Gasperoni,Cesare Gasperoni,Cesare Gasperoni,Cesare Gasperoni,Cesare Gasperoni,,,Cesare Gasperoni,Cesare Gasperoni,Cesare Gasperoni,Cesare Gasperoni,,,male,1944,/m/05mv74,Cesare,Cesare Gasperoni,,,,,,,,,,,,,Cesare Gasperoni,,,,,,,,,,,,,,,,,Cesare Gasperoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,Cesare Gasperoni,Cesare Gasperoni,Cesare Gasperoni,,Cesare Gasperoni,,,,,,,,,,,,
Q2252615,Fabio Berardi,Fabio Berardi,Φάμπιο Μπεράρντι,"Берарди, Фабио",Fabio Berardi,Fabio Berardi,Fabio Berardi,Fabio Berardi,Fabio Berardi,Fabio Berardi,Fabio Berardi,Fabio Berardi,Fabio Berardi,Fabio Berardi,Fabio Berardi,Φάμπιο Μπεράρντι,Fabio Berardi,Fabio Berardi,Fabio Berardi,Fabio Berardi,"Берарди, Фабио",,male,1959-05-26,/m/0400f1,Fabio,Fabio Berardi,,,,,,,,Fabio Berardi,,,,Fabio Berardi,,,,,,,,,,,Фабіо Берарді,,Фабіо Берарді,,,Fabio Berardi,,Fabio Berardi,,,,,,,,,,,,,,,,,,,,,,法比奧·貝拉爾迪,,,法比奧·貝拉爾迪,,,,,,,,,,,,,ファビオ・ベラルディ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabio Berardi,,,,,,,,,,,,
Q2259726,Maria Domenica Michelotti,,,,Maria Domenica Michelotti,Maria Domenica Michelotti,Maria Domenica Michelotti,Maria Domenica Michelotti,Maria Domenica Michelotti,Maria Domenica Michelotti,Maria Domenica Michelotti,Maria Domenica Michelotti,Maria Domenica Michelotti,Maria Domenica Michelotti,Maria Domenica Michelotti,,Maria Domenica Michelotti,Maria Domenica Michelotti,Maria Domenica Michelotti,,,,female,1952-10-08,/m/0gtv85,Maria,Maria Domenica Michelotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Domenica Michelotti,,,Maria Domenica Michelotti,Maria Domenica Michelotti,,,,,,,,,,,,,,,,,,瑪麗亞·多梅尼卡·米凱洛蒂,,,瑪麗亞·多梅尼卡·米凱洛蒂,玛丽亚·多梅尼卡·米凯洛蒂,瑪麗亞·多梅尼卡·米凱洛蒂,瑪麗亞·多梅尼卡·米凱洛蒂,,,,,,,,,,マリア・ドメーニカ・ミケロッティ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Domenica Michelotti,,,,,,,,,,,,
Q23008489,Gian Luigi Berti,,,,Gian Luigi Berti,Gian Luigi Berti,,Gian Luigi Berti,,,,,,Gian Luigi Berti,Gian Luigi Berti,,Gian Luigi Berti,Gian Luigi Berti,,,,,male,1930-05-16,,Gian,Gian Luigi Berti,,,,,,,,,,,,,,,,,,,,,2014-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gian Luigi Berti,,,,,,,,,,,,
Q23639060,Cesare Antonio Gasperoni,,,,,Cesare Antonio Gasperoni,,Cesare Antonio Gasperoni,,,,,,Cesare Antonio Gasperoni,Cesare Antonio Gasperoni,,,,,,,,male,1944-10-17,,,Cesare Antonio Gasperoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23681818,Massimo Andrea Ugolini,Massimo Ugolini,,"Уголини, Массимо Андреа",Massimo Andrea Ugolini,Massimo Andrea Ugolini,Massimo Andrea Ugolini,Massimo Andrea Ugolini,Massimo Andrea Ugolini,,,,,Massimo Andrea Ugolini,Massimo Andrea Ugolini,,Massimo Andrea Ugolini,Massimo Andrea Ugolini,Massimo Andrea Ugolini,Massimo Ugolini,"Уголини, Массимо Андреа",,male,1978-07-26,,Massimo,Massimo Andrea Ugolini,,,,,,,,Massimo Andrea Ugolini,,,,,,,,,,,,,,Massimo Andrea Ugolini,Массимо Андреа Уголіні,Massimo Andrea Ugolini,Массимо Андреа Уголіні,,,,,,,,,,,,,,,,,,,,,,,,,,,馬西莫·安德烈·烏戈利尼,,,馬西莫·安德烈·烏戈利尼,,,,,,,,,,,,,マッシモ・アンドレア・ウゴリーニ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massimo Andrea Ugolini,,,,,,,,,,,,
Q25850795,,,,"Майани, Джузеппе",Giuseppe Maiani,Giuseppe Maiani,Giuseppe Maiani,Giuseppe Maiani,,,,,,Giuseppe Maiani,,,Giuseppe Maiani,,Giuseppe Maiani,,"Майани, Джузеппе",,male,1924-11-05,,Giuseppe,Giuseppe Maiani,,,,,,,,,,,,,,,,,,,,,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giuseppe Maiani,,,,,,,,,,,,
Q27467941,,,,"Суцци Валли, Леонида",Leonida Suzzi Valli,Leonida Suzzi Valli,Leonida Suzzi Valli,Leonida Suzzi Valli,,,,,,Leonida Suzzi Valli,,,,,Leonida Suzzi Valli,,"Суцци Валли, Леонида",https://upload.wikimedia.org/wikipedia/commons/a/a6/Leonida_Reggente.jpg,male,1912-09-30,,,Leonida Suzzi Valli,,,,,,,,,,,,,,,,,,,,,1982-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28058679,,,,,,Gastone Pasolini,Gastone Pasolini,Gastone Pasolini,,,,,,Gastone Pasolini,,,,,Gastone Pasolini,,,,male,1932-01-23,,,Gastone Pasolini,,,,,,,,,,,,,,,,,,,,,2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Gastone Pasolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28114206,Augusto Michelotti,,,,,,,Augusto Michelotti,,,,,,Augusto Michelotti,Augusto Michelotti,,,,,,,,male,1950-10-14,,,Augusto Michelotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augusto Michelotti,,,,,,,,,,,,
Q28147133,Marco Podeschi,,,,,Marco Podeschi,Marco Podeschi,,,,,,,Marco Podeschi,Marco Podeschi,,,,Marco Podeschi,,,https://upload.wikimedia.org/wikipedia/commons/3/30/Marco-podeschi.jpg,male,1969-02-05,,Marco,Marco Podeschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Marco Podeschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marco Podeschi,,,,,,,,,,,,
Q28335744,Ferruccio Piva,,,,,Ferruccio Piva,,Ferruccio Piva,,,,,,Ferruccio Piva,Ferruccio Piva,,,,,,,,male,1924,,Ferruccio,Ferruccio Piva,,,,,,,,,,,,,,,,,,,,,2008-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferruccio Piva,,,,,,,,,,,,
Q28668588,,,,,,Vincenzo Lorenzoni,Vincenzo Lorenzoni,,,,,,,Vincenzo Lorenzoni,,,,,Vincenzo Lorenzoni,,,,male,1583-11-11,,Vincenzo,Vincenzo Lorenzoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28859148,Federico Bigi,,,,Federico Bigi,Federico Bigi,Federico Bigi,Federico Bigi,,,,,,Federico Bigi,Federico Bigi,,,,Federico Bigi,,,,male,1920-03-20,,Federico,Federico Bigi,,,,,,,,,,,,,,,,,,,,,1996-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federico Bigi,,,,,,,,,,,,
Q28870189,Simone Celli,,,,,Simone Celli,,Simone Celli,,,,,,Simone Celli,Simone Celli,,,,,,,,male,1982-09-10,,Simone,Simone Celli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simone Celli,,,,,,,,,,,,
Q28934165,Franco Santi,,,,,Franco Santi,,Franco Santi,,,,,,Franco Santi,Franco Santi,,,,,,,,male,1967-12-28,,Franco,Franco Santi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franco Santi,,,,,,,,,,,,
Q289413,Maria Luisa Berti,Maria Luisa Berti,,Мария Луиза Берти,Maria Luisa Berti,Maria Luisa Berti,Maria Luisa Berti,Maria Luisa Berti,Maria Luisa Berti,Maria Luisa Berti,Maria Luisa Berti,Maria Luisa Berti,Maria Luisa Berti,Maria Luisa Berti,Maria Luisa Berti,,Maria Luisa Berti,Maria Luisa Berti,Maria Luisa Berti,Maria Luisa Berti,"Берти, Мария Луиза",,female,1971-10-06,/m/0gkz5d1,Maria,Maria Luisa Berti,,,,,,,,Maria Luisa Berti,,,,,,,,Maria Luisa Berti,,,Maria Luisa Berti,,,,Марія-Луїза Берті,,Марія-Луїза Берті,,,,,Maria Luisa Berti,,,Maria Luisa Berti,Maria Luisa Berti,,,,,,,,,,,,,,,,,,,,,,,瑪麗婭·路易莎·貝爾蒂,,,,,,,,,,玛丽娅·路易莎·贝尔蒂,マリア・ルイーザ・ベルティ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Luisa Berti,,,,,,,,,,,,
Q28968159,Mimma Zavoli,Mimma Zavoli,,Мимма Заволи,Mimma Zavoli,Mimma Zavoli,Mimma Zavoli,Mimma Zavoli,Mimma Zavoli,,Mimma Zavoli,,Mimma Zavoli,Mimma Zavoli,Mimma Zavoli,,Mimma Zavoli,Mimma Zavoli,Mimma Zavoli,Mimma Zavoli,"Дзаволи, Мимма",,female,1963-02-13,,Mimma,Mimma Zavoli,,,,,,,,Mimma Zavoli,,,,Mimma Zavoli,,,,,,,,,,,,,,,,Mimma Zavoli,,,,,Mimma Zavoli,,,,,,,,,,,Mimma Zavoli,,,,,,,Mimma Zavoli,敏馬·扎沃利,,,敏馬·扎沃利,,,,,,,,,,,,,ミマ・ザヴォリ,,Mimma Zavoli,,,Mimma Zavoli,,,Mimma Zavoli,Mimma Zavoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,Mimma Zavoli,Mimma Zavoli,Mimma Zavoli,,,,,,,,,,,,,,,,밈마 차볼리,밈마 차볼리,Mimma Zavoli,,,,,,,Mimma Zavoli,,,,,,,,,,,,
Q28968160,Vanessa D'Ambrosio,Vanessa D’Ambrosio,,Ванесса Д'Амбросио,Vanessa D'Ambrosio,Vanessa D'Ambrosio,Vanessa D'Ambrosio,Vanessa D'Ambrosio,Vanessa D'Ambrosio,Vanessa D'Ambrosio,Vanessa D'Ambrosio,Vanessa D'Ambrosio,Vanessa D'Ambrosio,Vanessa D'Ambrosio,Vanessa D’Ambrosio,,Vanessa D'Ambrosio,Vanessa D'Ambrosio,Vanessa D'Ambrosio,Vanessa D’Ambrosio,"Д’Амброзио, Ванесса",,female,1988-04-26,,Vanessa,Vanessa D’Ambrosio,,,,,,,Vanessa D'Ambrosio,Vanessa D'Ambrosio,,,,Vanessa d'Ambrosio,,,,,,,,,,,Ванесса Д'Амброзіо,,Ванесса Д'Амброзіо,,,Vanessa d'Ambrosio,,,,,,,,,,,,,,,,,,,,,,,,凡妮莎·德安布羅西奧,,,凡妮莎·德安布罗西奥,,,,,,,,,,,,,ヴァネッサ・ダンブロシオ,7670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Vanessa D'Ambrosio,Vanessa D'Ambrosio,,,,,,,,,,Vanessa D'Ambrosio,Vanessa D'Ambrosio,,,,,,,,,,,,,,Vanessa D'Ambrosio,,,,วาเนสซา ดิอัมโบรซิโอ,วาเนสซา ดิอัมโบรซิโอ,,,,,,,
Q30088645,Giordano Bruno Reffi,,,,Giordano Bruno Reffi,,,Giordano Bruno Reffi,,,,,,Giordano Bruno Reffi,Giordano Bruno Reffi,,,,,,,,male,1921,,Giordano,Giordano Bruno Reffi,,,,,,,,,,,,,,,,,,,,,1998-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giordano Bruno Reffi,,,,,,,,,,,,
Q301069,Giuseppe Arzilli,Giuseppe Arzilli,,,Giuseppe Arzilli,Giuseppe Arzilli,Giuseppe Arzilli,Giuseppe Arzilli,Giuseppe Arzilli,Giuseppe Arzilli,Giuseppe Arzilli,Giuseppe Arzilli,Giuseppe Arzilli,Giuseppe Arzilli,"Giuseppe Arzilli (Politiker, 1941)",,Giuseppe Arzilli,Giuseppe Arzilli,Giuseppe Arzilli,Giuseppe Arzilli,,,male,1941-02-20,/m/0400cy,Giuseppe,"Giuseppe Arzilli (Politiker, 1941)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giuseppe Arzilli,,,,,,,,,,,,,,,,,,,,,,朱塞佩·阿爾齊利,,,,,,,,,,,,,,,,,3977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giuseppe Arzilli,,,,,,,,,,,,
Q3055535,Enzo Colombini,,,,Enzo Colombini,Enzo Colombini,Enzo Colombini,Enzo Colombini,Enzo Colombini,Enzo Colombini,Enzo Colombini,Enzo Colombini,Enzo Colombini,Enzo Colombini,Enzo Colombini,,,Enzo Colombini,Enzo Colombini,,,,male,1958-06-10,,Enzo,Enzo Colombini,,,,,,,,Enzo Colombini,,,,,,,,,,,,,,,,,,,,,Colombini,Enzo Colombini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enzo Colombini,,,,,,,,,,,,
Q3266465,Luigi Lonfernini,,,,Luigi Lonfernini,Luigi Lonfernini,Luigi Lonfernini,Luigi Lonfernini,Luigi Lonfernini,Luigi Lonfernini,Luigi Lonfernini,Luigi Lonfernini,Luigi Lonfernini,Luigi Lonfernini,"Luigi Lonfernini (Politiker, 1938)",,Luigi Lonfernini,Luigi Lonfernini,Luigi Lonfernini,,,,male,1938-08-31,/m/03d4wfw,Luigi,"Luigi Lonfernini (Politiker, 1938)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lonfernini,Luigi Lonfernini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jurist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luigi Lonfernini,,,,,,,,,,,,
Q3293300,Marino Bollini,,,,Marino Bollini,Marino Bollini,Marino Bollini,Marino Bollini,,Marino Bollini,Marino Bollini,Marino Bollini,Marino Bollini,Marino Bollini,Marino Bollini,,,Marino Bollini,Marino Bollini,,,,male,1933,,Marino,Marino Bollini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marino Bollini,,,,,,,,,,,,
Q3547611,Ubaldo Biordi,,,,Ubaldo Biordi,Ubaldo Biordi,Ubaldo Biordi,Ubaldo Biordi,,Ubaldo Biordi,Ubaldo Biordi,Ubaldo Biordi,Ubaldo Biordi,Ubaldo Biordi,,,,Ubaldo Biordi,Ubaldo Biordi,,,,male,1938,,Ubaldo,Ubaldo Biordi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ubaldo Biordi,,,,,,,,,,,,
Q3604961,Adalmiro Bartolini,,,,,Adalmiro Bartolini,Adalmiro Bartolini,Adalmiro Bartolini,,Adalmiro Bartolini,Adalmiro Bartolini,Adalmiro Bartolini,Adalmiro Bartolini,Adalmiro Bartolini,,,,,Adalmiro Bartolini,,,,male,,,Adalmiro,Adalmiro Bartolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adalmiro Bartolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adalmiro Bartolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adalmiro Bartolini,,,,,,,,,,,,
Q3608224,Alberto Cecchetti,Alberto Cecchetti,,,Alberto Cecchetti,Alberto Cecchetti,Alberto Cecchetti,Alberto Cecchetti,,Alberto Cecchetti,Alberto Cecchetti,Alberto Cecchetti,Alberto Cecchetti,Alberto Cecchetti,Alberto Cecchetti,,,,Alberto Cecchetti,Alberto Cecchetti,,,male,1944-01-09,,Alberto,Alberto Cecchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cecchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Cecchetti,,,,,,,,,,,,
Q3609898,,,,,Alessandro Cardelli,Alessandro Cardelli,Alessandro Cardelli,Alessandro Cardelli,,Alessandro Cardelli,Alessandro Cardelli,Alessandro Cardelli,Alessandro Cardelli,Alessandro Cardelli,,,,,Alessandro Cardelli,,,https://upload.wikimedia.org/wikipedia/commons/a/aa/Alessandro_Cardelli.jpg,male,1991-05-07,,Alessandro,Alessandro Cardelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alessandro Cardelli,,,,,,,,,,,,
