id,name__ru,name__fr,name__en,name__uk,name__hr,name__de,name__nl,name__sh,name__nb,name__da,name__nn,name__sv,name,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__hr,wikipedia__ru,wikipedia__sh,wikipedia__uk,image,gender,birth_date,identifier__freebase,given_name,name__pl,name__pt,name__sr,name__es,wikipedia__es,wikipedia__pl,wikipedia__pt,wikipedia__sr,death_date,name__sl,name__zh,wikipedia__sl,wikipedia__zh,wikipedia__enwikiquote,wikipedia__hrwikiquote,identifier__EuroparlMEP,name__fi,wikipedia__fi,wikipedia__sv,name__sr_el,name__sr_ec,identifier__VIAF,name__bs,wikipedia__bs,wikipedia__nl,name__nan,name__lb,name__ko,name__be,name__oc,name__yo,name__ie,name__it,name__gl,name__et,name__ja,name__sq,name__el,name__ar,name__eo,name__sk,name__mn,name__tr,name__ca,name__be_tarask,name__la,name__cs,name__io,name__bg,name__ka,name__eu,name__fa,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__gl,wikipedia__ie,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__mn,wikipedia__no,wikipedia__oc,wikipedia__sk,wikipedia__sq,wikipedia__tr,wikipedia__yo,wikipedia__zh_min_nan,family_name,wikipedia__srwikiquote,identifier__ISNI,identifier__LCAuth,identifier__SUDOC,identifier__NUKAT,identifier__GND,website,name__tw,wikipedia__commons,wikipedia__tw,wikipedia__bswikiquote,name__af,name__an,name__ast,name__bar,name__br,name__co,name__cy,name__fur,name__ga,name__gd,name__gsw,name__hu,name__is,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__vec,name__vls,name__wa,name__pt_br,name__he,name__vi,name__hy,name__id,wikipedia__cswikiquote,wikipedia__he,wikipedia__hy,wikipedia__id,wikipedia__lmo,wikipedia__simple,wikipedia__vi,identifier__Munzinger,wikipedia__hrwikisource,identifier__parlement,wikipedia__hu,original_wikiname,identifier__FAST,name__zh_hans,identifier__Britannica,name__ku,wikipedia__ku,name__en_ca,name__en_gb,name__bn,name__lv,wikipedia__bn,wikipedia__lt,wikipedia__lv,wikipedia__nn,identifier__IIAF,twitter,facebook,last_seen,name__zh_hant,name__zh_cn,identifier__PACE,wikipedia__mk,name__mk,identifier__IMDB,name__bm,name__de_at,name__de_ch,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__vo,name__wo,name__zu,occupation,identifier__BNF,identifier__NKC,identifier__NLP,name__uz,wikipedia__hsb,name__hsb,identifier__google_knowledge,wikipedia__srwikinews,identifier__NSK,identifier__goodreads,identifier__CONOR,identifier__quora,name__te,name__ext,identifier__ioc_athlete,identifier__GTAA,identifier__ne_se,wikipedia__ast,identifier__BIBSYS,wikipedia__tl,name__aa,name__ace,name__ang,name__ay,name__bcl,name__bi,name__cdo,name__ceb,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__cu,name__diq,name__dsb,name__eml,name__ff,name__fj,name__fo,name__frr,name__fy,name__gn,name__got,name__gv,name__hak,name__haw,name__hif,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kl,name__kr,name__ksh,name__ku_latn,name__kw,name__lad,name__lg,name__ln,name__lo,name__ltg,name__map_bms,name__mh,name__mi,name__mo,name__mt,name__mus,name__mwl,name__my,name__na,name__nah,name__nov,name__nso,name__nv,name__om,name__pag,name__pam,name__pdc,name__pih,name__qu,name__rmy,name__rn,name__ruq_latn,name__rw,name__se,name__sg,name__shi_latn,name__sm,name__sn,name__so,name__srn,name__ss,name__st,name__stq,name__su,name__szl,name__tet,name__tg_latn,name__tk,name__tl,name__tn,name__to,name__tpi,name__ts,name__tt,name__tt_latn,name__tum,name__ty,name__ug_latn,name__ve,name__vep,name__war,name__xh,name__za,name__zea,wikipedia__itwikiquote,identifier__youtube,identifier__flickr,identifier__NTA,wikipedia__af
Q13566355,,Vojislav Stanimirović,Vojislav Stanimirović,,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,,Vojislav Stanimirović (politician),,Vojislav Stanimirović,,,,https://upload.wikimedia.org/wikipedia/commons/6/67/Stanimirovic.jpg,male,1953-08-19,,Vojislav,Vojislav Stanimirović,Vojislav Stanimirović,Војислав Станимировић,Vojislav Stanimirović,,,,Војислав Станимировић,,Vojislav Stanimirović,,,,,,,Vojislav Stanimirović,,,,,,Vojislav Stanimirović,,,,Vojislav Stanimirović,,,,,,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,ヴォイスラヴ・スタニミロヴィッチ,Vojislav Stanimirović,,,Vojislav Stanimirović,Vojislav Stanimirović,,Vojislav Stanimirović,Vojislav Stanimirović,,,Vojislav Stanimirović,,,,Vojislav Stanimirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,Vojislav Stanimirović,,,,,,,,,,,,,,,,,Војислав Станимировић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1560823,,Božidar Kalmeta,Božidar Kalmeta,Божидар Калмета,Božidar Kalmeta,Božidar Kalmeta,Božidar Kalmeta,Božidar Kalmeta,,,,,Božidar Kalmeta,,Božidar Kalmeta,,Božidar Kalmeta,,Božidar Kalmeta,Божидар Калмета,https://upload.wikimedia.org/wikipedia/commons/d/d8/Božidar_Kalmeta.jpg,male,1958-01-15,,Božidar,,,,,,,,,,Božidar Kalmeta,,,,,,,,,,,,,,,,,,,,,,,,,,,Bozhidar Kallmeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bozhidar Kallmeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Božidar Kalmeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1565019,,Krešimir Bubalo,Krešimir Bubalo,,Krešimir Bubalo,Krešimir Bubalo,Krešimir Bubalo,Krešimir Bubalo,,,,,Krešimir Bubalo,,Krešimir Bubalo,,Krešimir Bubalo,,Krešimir Bubalo,,,male,1973-11-05,,Krešimir,,,,,,,,,,Krešimir Bubalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krešimir Bubalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16111501,,Anka Mrak Taritaš,Anka Mrak Taritaš,Анка Мрак-Таріташ,Anka Mrak Taritaš,Anka Mrak Taritaš,,Anka Mrak Taritaš,,,,,Anka Mrak Taritaš,,Anka Mrak-Taritaš,,Anka Mrak Taritaš,,Anka Mrak Taritaš,Анка Мрак-Таріташ,https://upload.wikimedia.org/wikipedia/commons/0/0d/Anka_Mrak_Taritaš_(cropped).jpg,female,1959-11-24,,Anka,Anka Mrak-Taritaš,,,,,Anka Mrak-Taritaš,,,,Anka Mrak Taritaš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anka Mrak Taritaš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architect,,,,Anka Mrak Taritaš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16114858,Божо Петров,Božo Petrov,Božo Petrov,Божо Петров,Božo Petrov,Božo Petrov,Božo Petrov,Božo Petrov,,,,Božo Petrov,Božo Petrov,,Božo Petrov,Božo Petrov,Božo Petrov,,Božo Petrov,Божо Петров,https://upload.wikimedia.org/wikipedia/commons/6/66/PetrovBožo.png,male,1979-10-16,,Božo,Božo Petrov,,,,,Božo Petrov,,,,Božo Petrov,波佐·佩特羅夫,,波佐·佩特羅夫,,,,,,Božo Petrov,,,,,,,,,,,,,Božo Petrov,Božo Petrov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Božo Petrov,,Božo Petrov,,,,,,,,,,,,,,Petrov,,,,,,,,,Category:Božo Petrov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Božo Petrov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16115028,,,Ingrid Antičević-Marinović,,Ingrid Antičević-Marinović,,,Ingrid Antičević-Marinović,,,,,Ingrid Antičević-Marinović,,Ingrid Antičević-Marinović,,Ingrid Antičević-Marinović,,Ingrid Antičević-Marinović,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Ingrid_Antičević_Marinović.jpg,female,1957-10-04,,Ingrid,,,,,,,,,,Ingrid Antičević-Marinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingrid Antičević-Marinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16115922,,,Krešo Beljak,,Krešo Beljak,,,Krešo Beljak,,,,,Krešo Beljak,,Krešo Beljak,,Krešo Beljak,,Krešo Beljak,,https://upload.wikimedia.org/wikipedia/commons/a/a0/Krešo_Beljak.jpg,male,1971-08-22,,Krešo,Krešo Beljak,,,,,Krešo Beljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krešo Beljak,,,,,,,,,,,,,,,KBeljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16186424,,Stipe Petrina,Stipe Petrina,,,Stipe Petrina,,Stipe Petrina,,,,,Stipe Petrina,,Stipe Petrina,,,,Stipe Petrina,,,male,1954-10-05,,Stipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stipe Petrina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stipe Petrina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16231604,,Marko Vučetić,Marko Vučetić,,,Marko Vučetić,Marko Vučetić,,,,,,Marko Vučetić,Marko Vučetić,Marko Vučetić,,,,,,,male,1986-06-24,,Marko,,,,,,,,,,Marko Vučetić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marko Vučetić,,,,,,,,,Marko Vučetić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association football player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16324522,,Ivan Vrdoljak,Ivan Vrdoljak,Іван Врдоляк,Ivan Vrdoljak,Ivan Vrdoljak,Ivan Vrdoljak,Ivan Vrdoljak,,,,,Ivan Vrdoljak,,Ivan Vrdoljak,Ivan Vrdoljak,Ivan Vrdoljak,,Ivan Vrdoljak,Іван Врдоляк,https://upload.wikimedia.org/wikipedia/commons/e/ee/I_vrdoljak.jpg,male,1972-06-22,,Ivan,Ivan Vrdoljak,,,,,Ivan Vrdoljak,,,,Ivan Vrdoljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vrdoljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Vrdoljak,,Ivan Vrdoljak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q165463,,Branko Grčić,Branko Grčić,Бранко Грчич,Branko Grčić,Branko Grčić,Branko Grčić,Branko Grčić,,,,,Branko Grčić,Branko Grčić,Branko Grčić,Branko Grčić,Branko Grčić,,Branko Grčić,Бранко Грчич,https://upload.wikimedia.org/wikipedia/commons/0/0d/B_grcic.jpg,male,1964-04-16,/m/0hr1g4t,Branko,Branko Grčić,,Бранко Грчић,Branko Grčić,,Branko Grčić,,Бранко Грчић,,Branko Grčić,,,,,,,,,,,,197294679,,,,,,,,,,,,,,,,,,,,,Branko Grčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171608119,,,,,,,,,,,,,,,,,Branko Grčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Бранко Грчић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16633707,,,Nevenka Bečić,,,,,Nevenka Bečić,,,,,Nevenka Bečić,,Nevenka Bečić,,,,Nevenka Bečić,,,female,1958-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nevenka Bečić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16676927,,Siniša Hajdaš Dončić,Siniša Hajdaš Dončić,,Siniša Hajdaš Dončić,Siniša Hajdaš Dončić,Siniša Hajdaš Dončić,,,,,,Siniša Hajdaš Dončić,,Siniša Hajdaš Dončić,Siniša Hajdaš Dončić,Siniša Hajdaš Dončić,,,,,male,1974-06-29,,Siniša,Siniša Hajdaš Dončić,,,,,Siniša Hajdaš Dončić,,,,Siniša Hajdaš Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siniša Hajdaš Dončić,,,,,,,,,,,,Siniša Hajdaš Dončić,,,,,,,,,,,,,,,,,,,,,,,Siniša Hajdaš Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16855236,,Veljko Kajtazi,Veljko Kajtazi,,,,Veljko Kajtazi,,,,,,Veljko Kajtazi,,,Veljko Kajtazi,,,,,,male,1960-02-14,,Veljko,,,,,,,,,,Veljko Kajtazi,,,,,,,,,,,,81430842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 2141 4745,n2009044117,145157784,,13720728X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17275529,,,Silvano Hrelja,,Silvano Hrelja,,,Silvano Hrelja,,,,,Silvano Hrelja,,Silvano Hrelja,,Silvano Hrelja,,Silvano Hrelja,,https://upload.wikimedia.org/wikipedia/commons/0/03/Silvano_Hrelja_20130325.jpg,male,1958-03-14,,Silvano,Silvano Hrelja,,,,,Silvano Hrelja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvano Hrelja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18668688,Иван Вилибор Синчич,Ivan Vilibor Sinčić,Ivan Vilibor Sinčić,,Ivan Vilibor Sinčić,Ivan Vilibor Sinčić,Ivan Vilibor Sinčić,Ivan Vilibor Sinčić,,,,,Ivan Vilibor Sinčić,Ivan Vilibor Sinčić,Ivan Vilibor Sinčić,Ivan Vilibor Sinčić,Ivan Vilibor Sinčić,,Ivan Vilibor Sinčić,,https://upload.wikimedia.org/wikipedia/commons/7/75/Sinčić.jpg,male,1990-08-28,,Ivan,Ivan Vilibor Sinčić,,,,,Ivan Vilibor Sinčić,,,,Ivan Vilibor Sinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Vilibor Sinčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political activist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19973739,,,Predrag Matić,,Predrag Matić,Predrag Matić,Predrag Matić,Predrag Matić,,,,,Predrag Matić,,,,Predrag Matić,,Predrag Matić,,https://upload.wikimedia.org/wikipedia/commons/3/38/P_matic.jpg,male,1962-06-02,,Predrag,Predrag Matić,,,,,Predrag Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,Predrag Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20525090,,,Drago Prgomet,,Drago Prgomet,,Drago Prgomet,Drago Prgomet,,,,,Drago Prgomet,,Drago Prgomet,,Drago Prgomet,,Drago Prgomet,,,male,1965-05-23,,Drago,Drago Prgomet,,Драго Пргомет,,,Drago Prgomet,,Драго Пргомет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drago Prgomet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20525506,,Siniša Varga,Siniša Varga,,Siniša Varga,Siniša Varga,Siniša Varga,,,,,,Siniša Varga,,Siniša Varga,Siniša Varga,Siniša Varga,,,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Siniša_Varga.jpg,male,1965-08-24,,Siniša,Siniša Varga,,,,,Siniša Varga,,,,Siniša Varga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سينسيا فارجا,,,,,,,,,,,,,,سينسيا فارجا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Varga,,,,,,,,,,,,,,,,,,,,,,,Siniša Varga,,,,,,,,,,,,Siniša Varga,,,,,,,,,,,,,,,,,,,,,,,Siniša Varga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20525725,"Хасанбегович, Златко",Zlatko Hasanbegović,Zlatko Hasanbegović,Златко Гасанбегович,Zlatko Hasanbegović,Zlatko Hasanbegović,Zlatko Hasanbegović,Zlatko Hasanbegović,,,,,Zlatko Hasanbegović,Zlatko Hasanbegović,Zlatko Hasanbegović,Zlatko Hasanbegović,Zlatko Hasanbegović,"Хасанбегович, Златко",Zlatko Hasanbegović,Златко Гасанбегович,https://upload.wikimedia.org/wikipedia/commons/7/7b/ZlatkoHasanbegovic_final.jpg,male,1973-06-14,,Zlatko,Zlatko Hasanbegović,,Златко Хасанбеговић,,,Zlatko Hasanbegović,,Златко Хасанбеговић,,Zlatko Hasanbegović,,,,,Zlatko Hasanbegović,,,,,,,7162442,,,,,,,,,,Zlatko Hasanbegović,,,,,,,,,Zlatko Hasanbegović,,,,,,Zlatko Hasanbegović,Zlatko Hasanbegović,,,,,,,,,,,,,,,,,,Zlatko Hasanbegović,Zlatko Hasanbegović,,,,,,,,,,,,,,,,,0000 0000 6665 1958,no2007023300,120276593,,,,,Category:Zlatko Hasanbegović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zlatko Hasanbegović,,,,Zlatko Hasanbegović,Zlatko Hasanbegović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,historian,159215651,js2015884894,A3235762X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21064401,,,Nansi Tireli,,,,Nansi Tireli,,,,,,Nansi Tireli,,Nansi Tireli,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/80/Nansi_Tireli.jpg,female,1965-02-26,,,Nansi Tireli,,,,,Nansi Tireli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nansi Tireli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
