id,name__zh,name,wikipedia__zh,image,gender,family_name,name__zh_tw,wikipedia__commons,birth_date,name__en,name__es,wikipedia__en,name__de,name__fr,name__nan,wikipedia__zh_min_nan,identifier__VIAF,name__ja,wikipedia__ja,name__zh_hant,name__ko,wikipedia__de,wikipedia__enwikiquote,wikipedia__fr,name__zh_hans,name__zh_hk,name__id,name__vi,name__nds,name__vmf,name__en_ca,name__en_gb,name__nl,wikipedia__id,wikipedia__vi,identifier__freebase,identifier__LCAuth,name__it,name__pl,name__ru,name__ca,name__pt,wikipedia__ca,wikipedia__es,wikipedia__pl,wikipedia__pt,wikipedia__ru,name__yue,wikipedia__zh_yue,identifier__ISNI,identifier__NLA,wikipedia__it,wikipedia__ko,given_name,name__cdo,wikipedia__cdo,wikipedia__no,name__nb,wikipedia__wuu,name__wuu,original_wikiname,electoral_district,name__oc,identifier__SUDOC,name__gan_hans,name__gan_hant,name__gan,wikipedia__gan,name__tr,identifier__BNF,identifier__IMDB,identifier__MusicBrainz,name__hu,identifier__NCL,last_seen,wikipedia__zhwikiquote,facebook,name__zh_cn,name__zh_mo,name__zh_my,name__zh_sg,name__sv,name__et,wikipedia__et,wikipedia__sv,wikipedia__tr,identifier__FAST,identifier__wikitree,occupation,website,name__ar,identifier__discogs,identifier__GND,identifier__NTA,wikipedia__hak,name__hak,name__ace,name__jv,name__su,identifier__BIBSYS,twitter,death_date,name__cy,identifier__OLID,wikipedia__simple,wikipedia__nl,identifier__NNDB,name__de_ch,name__lzh,wikipedia__zh_classical,identifier__NDL,identifier__Britannica,name__kana,wikipedia__ar,name__tl,identifier__Munzinger,name__ta,name__af,name__ms,name__gl,name__sh,name__fi,name__war,name__io,name__ka,name__th,name__mk,name__la,name__da,name__azb,name__he,name__lb,name__pt_br,name__sco,name__ilo,name__bcl,name__cs,name__fa,name__mai,name__ne,name__ro,name__uk,name__ur,name__eo,name__hi,name__mr,name__xmf,name__za,name__co,name__el,name__or,name__pa,name__is,name__lv,name__uz,name__eu,name__ast,wikipedia__af,wikipedia__ast,wikipedia__azb,wikipedia__bcl,wikipedia__cawikiquote,wikipedia__co,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__ilo,wikipedia__io,wikipedia__is,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mai,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__oc,wikipedia__pa,wikipedia__ro,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__uk,wikipedia__ur,wikipedia__uz,wikipedia__war,wikipedia__xmf,wikipedia__za,wikipedia__zhwikinews,identifier__quora,identifier__NLI,identifier__NKC,wikipedia__plwikiquote,name__az,name__my,name__mg,name__an,name__ext,wikipedia__az,wikipedia__mg,wikipedia__my,wikipedia__zhwikisource,identifier__NLC,identifier__NUKAT,identifier__CANTIC,identifier__GTAA,name__yo,wikipedia__yo,name__bn,wikipedia__bn,name__sl,wikipedia__sl,identifier__IIAF,identifier__ioc_athlete,name__hy,name__nn,wikipedia__nn,wikipedia__te,name__te,identifier__NLAtrove
Q19825797,賴瑞隆,賴瑞隆,賴瑞隆,https://upload.wikimedia.org/wikipedia/commons/f/f4/民進黨新科立委賴瑞隆.JPG,male,Lai,賴瑞隆,Category:Lai Jui-lung,1973-11-15,,,,,,,,,,,賴瑞隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,賴瑞隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19849340,洪宗熠,洪宗熠,洪宗熠,https://upload.wikimedia.org/wikipedia/commons/f/fc/Hung_Chun-Yi_-_by_Huang_Kuan-Ju_(cropped).JPG,male,Hong,洪宗熠,Category:Hung Tsung-yi,1969-01-27,Hung Tsung-yi,,,,Hung Tsung-yi,Âng Chong-iap,Âng Chong-iap,,,,洪宗熠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,洪宗熠,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19849402,洪慈庸,洪慈庸,洪慈庸,https://upload.wikimedia.org/wikipedia/commons/8/80/Hung-Tzu-yung.jpg,female,Hong,洪慈庸,Category:Hung Tzu-yung,1982-12-20,Hung Tzu-yung,,Hung Tzu-yung,,,Âng Chû-iông,Âng Chû-iông,,洪慈庸,洪慈庸,洪慈庸,,,,,,,,,,,,,Hung Tzu-yung,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hung Tzu-yung,,,,,,,,,,,,,,,,newpowerhung,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19849414,吳琪銘,吳琪銘,吳琪銘,https://upload.wikimedia.org/wikipedia/commons/1/18/Wu_Chi-Ming_-_by_Huang_Kuan-Ju_02_(cropped).JPG,male,Wu,吳琪銘,Category:Wu Chi-ming,1969-01-27,Wu Chi-ming,,Wu Chi-ming,,,,,13159268,,,吳琪銘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wu Chi-ming,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,121262480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20063502,李彥秀,李彥秀,李彥秀,https://upload.wikimedia.org/wikipedia/commons/b/bb/台灣在野黨國民黨立委李彥秀.jpg,female,Li,李彥秀,Category:Lee Yen-hsiu,1971-12-18,,,,,,,,,,,李彥秀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李彥秀,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21652173,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,高潞·以用·巴魕剌,https://upload.wikimedia.org/wikipedia/commons/c/c6/Kalow.jpg,female,,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,Category:Kawlo Iyun Pacidal,1977-04-09,Kawlo Iyun Pacidal,,Kawlo Iyun Pacidal,,,Kawlo Iyun Pacidal,Kawlo Iyun Pacidal,,高潞・以用・巴魕剌,カウロ・イユン・パチダル,高潞‧以用‧巴魕剌Kawlo‧Iyun‧Pacidal,,,,,,,,,,,,,Kawlo Iyun Pacidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kawlo Iyun Pacidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22093639,林麗蟬,林麗蟬,林麗蟬,https://upload.wikimedia.org/wikipedia/commons/a/a9/Lin_Li-Chan_-_by_Liao_Chen-Tao_02_(cropped).jpg,female,Hayashi,林麗蟬,Category:Lin Li-chan,1977-10-02,Lin Li-chan,,Lin Li-chan,,,,,,林麗蝉,林麗蝉,林麗蟬,,,,,,,,,,,,,Lin Li-chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lin Li-chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22099954,谷辣斯‧尤達卡,谷辣斯‧尤達卡,谷辣斯·尤達卡,https://upload.wikimedia.org/wikipedia/commons/1/19/Kolas_Yotaka_-_by_Huang_Kuan-Ju.JPG,female,,谷辣斯‧尤達卡,Category:Kolas Yotaka,1974-03-17,Kolas Yotaka,,,,,Kolas Yotaka,Kolas Yotaka,,,,谷辣斯‧尤達卡,,,Kolas Yotaka,,,,,,,,,,Kolas Yotaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,谷辣斯·尤達卡,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22100240,趙正宇,趙正宇,趙正宇,,male,,趙正宇,,1966-03-29,Chao Cheng-yu,,Chao Cheng-yu,,,,,,,,趙正宇,,,,,,,,,,,,,Zhao Jheng-yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chao Cheng-yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22368,陳水扁,陳水扁,陳水扁,https://upload.wikimedia.org/wikipedia/commons/0/08/Chen_Shui_Bian_MOD.jpg,male,Chen,陳水扁,Chen Shui-bian,1950-10-12,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,Tân Chúi-píⁿ,Tân Chúi-píⁿ,52616952,陳水扁,陳水扁,陳水扁,천수이볜,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,陈水扁,陳水扁,Chen Shui-bian,Trần Thủy Biển,,,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,Trần Thủy Biển,/m/0fbn3,n86020117,Chen Shui-bian,Chen Shui-bian,Чэнь Шуйбянь,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,Чэнь Шуйбянь,陳水扁,陳水扁,0000 0001 1444 1016,36644606,Chen Shui-bian,천수이볜,,Dìng Cūi-biēng,Dìng Cūi-biēng,Chen Shui-bian,Chen Shui-bian,陈水扁,陈水扁,,,Chen Shui-bian,067353908,,,陳水扁,陳水扁,Chen Shui-bian,17126176p,,,Chen Shui-bian,,,陳水扁,,陈水扁,,,,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,193371,,politician,,تشن شوي بيان,,124209947,245995714,Chhṳ̀n Súi-pién,Chhṳ̀n Súi-pién,,,,,,,,,Chen Shui-bian,Chen Shui-bian,618/000039501,,,,,biography/Chen-Shui-bian,,تشن شوي بيان,Chen Shui-bian,00000023324,சென் சூயி-பியான்,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,,เฉิน ฉุ่ยเปี่ยน,Чен Шуејбјен,,Chen Shui-bian,,צ'ן שואי-ביאן,,,Chen Shui-bian,,,Čchen Šuej-pien,چن شوی بیان,,,,Чень Шуйбянь,,,,,,Cinz Suijbenj,,Τσεν Σουί Μπιαν,,,,,,,Chen Shui-bian,Chen Shui-bian,,,,,,,Chen Shui-bian,Τσεν Σουί Μπιαν,,,چن شویی بیان,Chen Shui-bian,Chen Shui-bian,צ'ן שואי-ביאן,,,,Chen Shui-bian,,,,,,,,Chen Shui-bian,,Chen Shui-bian,,,,Chen Shui-bian,,சென் சூயி-பியான்,เฉิน ฉุ่ยเปี่ยน,,Chen Shui-bian,Чень Шуйбянь,,,Chen Shui-bian,,Cinz Suijbenj,Category:陳水扁,Chen-Shui-bian,,jn20010525297,,Çen Şuybyan,ချင်ရွှေဗြန်း,Chen Shui-bian,Chen Shui-bian,Chen Shui-bian,Çen Şuybyan,Chen Shui-bian,ချင်ရွှေဗြန်း,Author:陳水扁,771609,n01028724,a11216220,89207,,,,,,,,,,,,,,
Q22773998,余宛如,余宛如,余宛如,https://upload.wikimedia.org/wikipedia/commons/8/80/立法委員余宛如.jpg,female,Yu,余宛如,Category:Yu Wan-ju,1980-06-11,Karen Yu,,Karen Yu,,,,,91053488,,,余宛如,,,,,,,,,,,,,Karen Yu,,,,n2009045000,,,Карен Юй,,,,,,,,,,,,,,Karen,,,,,,,Karen Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,كارين يو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22774114,吳玉琴,吳玉琴,吳玉琴,,female,Wu,吳玉琴,,1964-08-15,,,,,,,,,,,吳玉琴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吳玉琴,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22774121,周春米,周春米,周春米,https://upload.wikimedia.org/wikipedia/commons/1/11/周春米.jpg,female,Zhou,周春米,Category:Chou Chung-mi,1966-11-01,"Chou,Chun-Mi",,,,,,,,,,周春米,,,,,,,,,,,,,"Chou,Chun-Mi",,,,,,,,,,,,,,,,,,,,,,,,,,,,周春米,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22774129,林靜儀,林靜儀,林靜儀,https://upload.wikimedia.org/wikipedia/commons/6/67/Lin_Ching-Yi_-_by_KeroroTW_2_(cropped).jpg,female,Hayashi,林靜儀,Category:Lin Ching-yi,1974-02-12,Lin Ching-yi,Lin Ching-yi,Lin Ching-yi,,,,,,,,林靜儀,,,,,,,,,,,,,Jing-Yi Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,林靜儀,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22774142,鍾孔炤,鍾孔炤,鍾孔炤,https://upload.wikimedia.org/wikipedia/commons/1/1b/Chung_Kung-Chao-1-by_Ring_Chang_(cropped).JPG,male,,鍾孔炤,Category:Chung Kong-chao,1956-11-14,,,,,,,,,鍾孔ショウ,,鍾孔炤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鍾孔炤,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,Chung Khûng-chàu,Chung Khûng-chàu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22774153,陳曼麗,陳曼麗,陳曼麗,https://upload.wikimedia.org/wikipedia/commons/6/6d/Chen_Man-Li-04_-_by_Zil_Chang_(cropped).jpg,female,Chen,陳曼麗,Category:Chen Man-li,1955-02-05,Chen Man-li,,Mary Chen,,,,,,,,陳曼麗,,,,,,,,,,,,,Chen Man-li,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22774355,楊鎮浯,楊鎮浯,楊鎮浯,https://upload.wikimedia.org/wikipedia/commons/4/4e/Yang_Cheng-Wu_By_Arvin_0002_(cropped).jpg,male,Yang,楊鎮浯,Category:Yang Cheng-wu,1972-06-26,,,,,,,,,,,楊鎮浯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,楊鎮浯,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q233984,蔡英文,蔡英文,蔡英文,https://upload.wikimedia.org/wikipedia/commons/c/cd/Tsai_Ying-wen.png,female,Cai,蔡英文,蔡英文,1956-08-31,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Chhoà Eng-bûn,Chhòa Eng-bûn,2176624,蔡英文,蔡英文,蔡英文,차이잉원,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,蔡英文,蔡英文,Tsai Ing-wen,Thái Anh Văn,,,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Thái Anh Văn,/m/0bhd24,no2004043185,Tsai Ing-wen,Tsai Ing-wen,Цай Инвэнь,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Цай Инвэнь,蔡英文,蔡英文,0000 0000 5342 0384,,Tsai Ing-wen,차이잉원,,Chái Ĭng-ùng,Chái Ĭng-ùng,Tsai Ing-wen,Tsai Ing-wen,蔡英文,蔡英文,,,Tsai Ing-wen,,,,蔡英文,蔡英文,Tsai Ing-wen,,,,Caj Jing-ven,,,蔡英文,tsaiingwen,蔡英文,蔡英文,蔡英文,蔡英文,Tsai Ing-wen,Cai Yingwen,Cai Yingwen,Tsai Ing-wen,Tsai Ing-wen,,,politician,http://iing.tw/,تساي إنغ ون,,171629957,,Chhai Yîn-vùn,Tshài Yîn-vùn,,,,,iingwen,,,,Tsai Ing-wen,Tsai Ing-wen,,Tsai Ing-wen,,,,,,تساي إنغ ون,Tsai Ing-wen,,சாய் இங்-வென்,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,ცაი ინ-ვენი,ไช่ อิงเหวิน,Цај Јингвен,Tsai Ing-wen,Tsai Ing-wen,سای اینگ ون,צאי אינג-ון,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Cchaj Jing-wen,تسای اینگ-ون,साइ इङ वेन,साइ इङ वेन,Tsai Ing-wen,Цай Інвень,تسائی انگ ون,Cai Yingwen,साई इंग वेन,त्साय इंग-वेन,ცაი ინ-ვენი,Cai Yinghvwnz,Tsai Ing-wen,Τσάι Ινγκ Γουέν,ସାଇ ଇଙ୍ଗ ୱେନ୍,ਸਾਈ ਇੰਗ ਵੇਨ,Tsai Ing-wen,Cai Inveņa,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,تسای اینگ ون,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,Cchaj Jing-wen,Tsai Ing-wen,Τσάι Ινγκ Γουέν,Cai Yingwen,Tsai Ing-wen,تسای اینگ-ون,Tsai Ing-wen,Tsai Ing-wen,צאי אינג-ון,साई इंग वेन,Caj Jing-ven,Tsai Ing-wen,Tsai Ing-wen,Tsai Ing-wen,ცაი ინ-ვენი,Tsai Ing-wen,Tsai Ing-wen,Cai Inveņa,साइ इङ वेन,त्साय इंग-वेन,Tsai Ing-wen,साइ इङ वेन,Tsai Ing-wen,ਸਾਈ ਇੰਗ ਵੇਨ,Tsai Ing-wen,Категория:Цай Инвэнь,Tsai Ing-wen,Tsai Ing-wen,சாய் இங்-வென்,ไช่ อิงเหวิน,ไช่ อิงเหวิน,Tsai Ing-wen,Цай Інвень,تسائی انگ ون,Tsai Ing-wen,Tsai Ing-wen,ცაი ინ-ვენი,Cai Yinghvwnz,Category:蔡英文,Tsai-Ing-Wen,,,,,,,,,,,,,,,,,,,,,,,,,,,,సాయ్ ఇంగ్-వెన్,సాయ్ ఇంగ్-వెన్,
Q23927581,許毓仁,許毓仁,許毓仁,https://upload.wikimedia.org/wikipedia/commons/6/6f/Hsu_Yu-Jen_-_by_Huang_Kuan-Ju_02_(cropped).JPG,male,Xu,許毓仁,Category:Hsu Yu-jen,1978-07-19,Hsu Yu-jen,,Hsu Yu-Jen,,,,,,,,許毓仁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hsu Yu-Jen,,,,,,,,,,,,,,,許毓仁,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24839448,陳宜民,陳宜民,陳宜民,https://upload.wikimedia.org/wikipedia/commons/e/e5/Chen_Yi-Ming_-_by_Liao_Chen-Tao_01_(cropped).jpg,male,,陳宜民,Category:Chen Yi-ming,1956-12-28,Chen Yi-ming,,,,,,,,,,陳宜民,,,,,,,,,,,,,Chen Yi-Ming,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳宜民,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24840132,李麗芬,李麗芬,李麗芬 (社運人士),https://upload.wikimedia.org/wikipedia/commons/0/0d/立法委員李麗芬.jpg,female,Li,李麗芬,Category:Lee Li-feng,1968-12-20,,,,,,,,,,,李麗芬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李麗芬 (社運人士),,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q256274,陳定南,陳定南,陳定南,"https://upload.wikimedia.org/wikipedia/commons/a/a7/Picture_of_陳定南_(Chen_Ding-nan,_sometimes_Chen_Ting-nan)_from_the_website_of_The_Legislative_Yuan_Republic_of_China_(中華民國立法院).jpg",male,Chen,,Category:Chen Ding-nan,1943-09-29,Chen Ding-nan,Chen Ding-nan,Chen Ding-nan,Chen Ding-nan,Chen Ding-nan,Tân Tēng-lâm,Tân Tēng-lâm,75559236,,,,,Chen Ding-nan,,,,,,,,,,,Chen Ding-nan,,,/m/0ch07_,n95033782,,,,,,,,,,,,,0000 0000 6393 9999,36669277,,,,,,,,,,,,,,,,,,,,,,,,,陳定南,,,,,,,,,,,354066,,magistrate,http://www.mr-clean.org.tw,,,,,,,,,,,,2006-11-05,Chen Ding-nan,,,,,,,,,,,,,,,,,Chen Ding-nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q281540,陳沖,陳沖,陳冲 (臺灣),https://upload.wikimedia.org/wikipedia/commons/a/a6/Sean_Chen_Chun.jpg,male,Chen,陳沖,Category:Sean Chen (politician),1949-10-03,Sean Chen,Sean Chen,Sean Chen (politician),Sean Chen,Sean Chen,,,62725379,陳冲,陳冲 (政治家),陳沖,,Sean Chen,Sean Chen,Sean Chen,陈冲,陳沖,,Trần Xung,,,,,Sean Chen,,Trần Xung,/m/0j29r0n,nr2001025205,Sean Chen,Sean Chen,Чэнь Чун,,,,Sean Chen,Sean Chen,,Чэнь Чун,,,,,,,Sean,,,,,,,Sean Chen (politician),,,,,,,,Sean Chen,,,,Sean Chen,,,,,陈冲,陳沖,陈冲,陈冲,Sean Chen,Sean Chen,Sean Chen,Sean Chen,Sean Chen,1773326,,politician,,شون تشن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28413232,邱泰源,邱泰源,邱泰源,,male,Qiu,邱泰源,,1956-10-30,Tai-Yuan Chiu,,,,,,,,,,邱泰源,,,,,,,,,,,,,Tai-Yuan Chiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,邱泰源,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28416376,柯志恩,柯志恩,柯志恩,https://upload.wikimedia.org/wikipedia/commons/d/d1/柯志恩立委照片2.png,female,Ke,柯志恩,Category:Ko Chih-en,1962-04-29,Chih-En Ko,,Ko Chih-en,,,,,,,,柯志恩,,,,,,,,,,,,,Chih-En Ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ko Chih-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
