id,name,party,area,circ,email,image,gender,term,source
685,Manuel Elpidio Báez Mejía,PLD,Distrito Nacional,3,mailto:m.baez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=685&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2016,Manuel Orlando Espinosa Medina,PLD,San Cristóbal,2,mailto:m.espinosa@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2016&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
3224,Marcos Genaro Cross Sánchez,PLD,De dominicanos en el exterior,3,mailto:m.cross@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=3224&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2034,Mariano Montero Vallejo,PLD,Barahona,"",mailto:m.montero@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2034&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2023,Marino Hernández Alberto,PLD,Sánchez Ramírez,"",mailto:m.hernandez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2023&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2025,Mario José Hidalgo Beato,PLD,La Vega,1,mailto:m.hidalgo@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2025&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
787,Máximo Castro Silverio,PRSC,Santiago,1,mailto:m.castro@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=787&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2026,Miguel Ángel Jazmín de la Cruz,PLD,Samaná,"",mailto:m.jazmin@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2026&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2036,Miguel Ángel Peguero Méndez,PPC,Independencia,"",mailto:m.peguero@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2036&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2062,Miguel David Collado Morales,PRD,Distrito Nacional,1,mailto:m.collado@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2062&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2015,Miguel Eduardo Espinal Muñóz,PLD,Santo Domingo,4,mailto:m.espinal@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2015&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
750,Milcíades Marino Franjul Pimentel,PLD,Peravia,"",mailto:m.franjul@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=750&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
781,Nelson de Jesús Arroyo Perdomo,PRD,San Pedro de Macorís,1,mailto:n.arroyo@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=781&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
812,Néstor Julio Cruz Pichardo,PRD,Santo Domingo,1,mailto:n.cruz@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=812&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
8307,Nidio Encarnación,PRD,San Juan de la Maguana,2,"","",male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2057,Olmedo Caba Romano,PRD,Duarte,1,mailto:o.caba@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2057&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2012,Omar Eugenio De Marchena González,PRSC,Santo Domingo,5,mailto:o.marchena@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2012&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
721,Pablo Inocencio Santana Díaz,PLD,Independencia,"",mailto:p.santana@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=721&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
757,Pedro Alejandro Aguirre Hernández,PRD,Puerto Plata,2,mailto:p.aguirre@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=757&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2005,Pedro Billilo Mota,PLD,Santo Domingo,6,mailto:p.billilo@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2005&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2059,Pedro Carreras Santana,PRD,San Cristóbal,3,mailto:p.carreras@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2059&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2013,Pedro Enrique De Óleo Veras,PLD,María Trinidad Sánchez,"",mailto:p.deoleo@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2013&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2041,Pedro Juan Rodríguez Meléndez,PLD,Distrito Nacional,3,mailto:p.rodriguez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2041&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2092,Pedro Tomás Botello  Solimán,PRSC,La Romana,"",mailto:p.botello@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2092&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
724,Plutarco Pérez,PLD,La Romana,"",mailto:p.perez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=724&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2007,Radhamés Camacho Cuevas,PLD,Nacional,"",mailto:ra.camacho@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2007&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
814,Radhamés Fortuna Sánchez,PLD,Santo Domingo,1,mailto:r.fortuna@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=814&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2000,Rafael Antonio Abel Lora,PLD,Montecristi,"",mailto:r.abel@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2000&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
686,Rafael Francisco Vásquez Paulino,PRD,Distrito Nacional,3,mailto:r.vasquez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=686&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
768,Rafael Leonidas Abréu Valdéz,PRD,San Cristóbal,2,mailto:r.abreu@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=768&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2032,Rafael Méndez,PLD,Bahoruco,"",mailto:r.mendez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2032&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2011,Rafael Tobías Crespo Pérez,PLD,Distrito Nacional,2,mailto:r.crespo@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2011&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
682,Ramón Antonio Bueno Patiño,PRD,Distrito Nacional,3,mailto:r.bueno@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=682&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
815,Ramón Antonio Cabrera Cabrera,PLD,Santo Domingo,2,mailto:r.cabrera@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=815&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2068,Ramón Antonio Fernández Martínez,PRD,Santiago Rodríguez,"",mailto:r.fernandez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2068&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2093,Ramón Arcángel Santana Ramírez,PRD,Azua,"",mailto:R.SANTANA@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2093&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
790,Ramón Dilepcio Núñez Pérez,PLD,Santiago,1,mailto:r.nunez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=790&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2064,Ramón Durán Paredes,PRD,Santo Domingo,6,mailto:r.duran@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2064&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
714,Ramón Noé Camacho Santos,PLD,Espaillat,"",mailto:r.camacho@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=714&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
687,Ramón Ricardo Sánchez De la Rosa,PRSC,La Altagracia,"",mailto:r.sanchez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=687&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
733,Ramón Rogelio Genao Durán,PRSC,La Vega,2,mailto:r.genao@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=733&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
841,René Polanco Vidal,PLD,Santo Domingo,6,mailto:r.polanco@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=841&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2009,Ricardo De Jesús Contreras Medina,PLD,Monte Plata,"",mailto:r.contreras@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2009&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2037,Roberto Pérez Lebrón,PLD,San Juan de la Maguana,2,mailto:r.perez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2037&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2056,Rosendo Arsenio Borges Rodríguez,PRD,Distrito Nacional,2,mailto:r.borges@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2056&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
3225,Rubén Darío Luna Martínez,PRD,De dominicanos en el exterior,1,mailto:r.luna@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=3225&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
837,Rubén Darío Maldonado Díaz,PLD,Santo Domingo,6,mailto:r.maldonado@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=837&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
691,Ruddy González,PRD,Azua,"",mailto:r.gonzalez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=691&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
736,Salomón García Ureña,PRD,María Trinidad Sánchez,"",mailto:s.garcia@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=736&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
749,Santo Ynilcio Ramírez Bethancourt,PRD,Peravia,"",mailto:s.ramirez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=749&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2094,Sergio Julio Muñoz Morales,PRD,San Pedro de Macorís,2,mailto:s.muños@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2094&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
723,Teodoro Ursino Reyes,PLD,La Romana,"",mailto:t.reyes@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=723&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
770,Tulio Jiménez Díaz,PLD,San Cristóbal,3,mailto:t.jimenez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=770&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2031,Víctor E. Mencía García,PLD,Santiago,3,mailto:v.mencia@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2031&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2043,Víctor Hipólito Sánchez Féliz,PLD,Azua,"",mailto:v.sanchez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2043&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
716,Victor Luis Lasosé Figueroa,PRD,Espaillat,"",mailto:v.lasose@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=716&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
681,Víctor Orlando Bisonó Haza,PRSC,Distrito Nacional,2,mailto:v.bisono@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=681&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2071,Victor Osvaldo Gómez Casanova,PRD,Distrito Nacional,2,mailto:v.gomez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2071&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
788,Víctor Valdemar Suarez Díaz,PLD,Santiago,1,mailto:v.suarez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=788&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
673,Vinicio Aristeo Castillo Semán,FNP,Distrito Nacional,1,"","",male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2072,Virgilio Manuel González Vásquez,PRD,Duarte,1,mailto:v.gonzalez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2072&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2095,Virgilio Merán Valenzuela,PRD,Santo Domingo,6,mailto:v.meran@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2095&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2054,Wellington Amín Arnaud Bisonó,PRD,Distrito Nacional,1,mailto:w.arnaud@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2054&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
793,Wilson Manuel Marte Estévez,PRSC,Santiago,2,mailto:w.marte@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=793&f=lists_images,male,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Masculino
2038,Adalgisa Fátima Pujols,PLD,Santo Domingo,3,mailto:a.pujols@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2038&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
3219,Adelis de Jesús Olivares Ortega,PRD,De dominicanos en el exterior,2,mailto:a.olivares@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=3219&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
745,Altagracia Herrera de Brito,PRD,Monte Plata,"",mailto:a.herrera@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=745&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2019,Altagracia Mercedes Gonzalez Gonzalez,PLD,Santiago,1,mailto:a.gonzalez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2019&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2063,Ana Miledy Cuevas,PRD,San Cristóbal,1,mailto:a.cuevas@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2063&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
804,Ángela Pozo,PLD,Valverde,"",mailto:a.pozo@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=804&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2001,Bárbara Yvelice Abréu Grullón,PLD,La Vega,2,mailto:b.abreu@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2001&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2035,Catalina Paredes Pinales,PLD,San Cristóbal,3,mailto:ca.paredes@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2035&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2077,Esther Mirelys Minyeti,PRD,San Jose de Ocoa,"",mailto:e.minyeti@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2077&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2080,Evangelina Baciliza Sosa Vásquez,PRD,Monseñor Nouel,"",mailto:e.sosa@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2080&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2003,Evelin Andújar Matos,PLD,San Cristóbal,2,mailto:e.andujar@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2003&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2039,Getrude Ramírez Cabral,PLD,Santo Domingo,5,mailto:g.ramirez@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2039&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
728,Gilda Mercedes Moronta Guzmán,PLD,La Vega,1,mailto:g.moronta@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=728&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2067,Graciela Fermín Nuesi,PRD,Puerto Plata,1,mailto:g.fermin@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2067&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2048,Guadalupe Valdéz San Pedro,APD,Nacional,"",mailto:g.valdez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2048&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2022,Johanny Mercedes Guzmán Rodríguez,PLD,Valverde,"",mailto:j.guzman@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2022&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
822,Josefa Aquilina Castillo Rodríguez,PRD,Santo Domingo,3,mailto:j.castillo@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=822&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2047,Josefina Tamarez,PLD,San Cristóbal,1,mailto:j.tamarez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2047&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
780,Juana Mercedes Vicente Moronta,PLD,San Pedro de Macorís,1,mailto:j.vicente@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=780&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
809,Karen Lisbeth Ricardo Corniel,PLD,Santo Domingo,1,mailto:k.ricardo@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=809&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
709,Kenia Milagros Mejía Mercedes,PLD,El Seibo,"",mailto:k.mejia@camaradediputados.gob.do,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=709&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
2052,Lucía Argentina Alba López De Alba,PRD,Santiago,3,mailto:l.alba@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=2052&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
537,Lucía Medina Sánchez,PLD,San Juan de la Maguana,1,mailto:l.medina@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=537&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
796,Magda Alina Altagracia Rodríguez Azcona,PLD,Santiago,3,mailto:m.rodriguez@camaradediputados.gob.do ,http://www.camaradediputados.gob.do/serve/renderimage.aspx?x=80&y=90&cz=5&m=0&i=796&f=lists_images,female,2010,http://www.camaradediputados.gob.do/app/app_2011/cd_diputados_new.aspx?gen=Femenino
