id,name,birth_date,contact_form,constituency,party,party_id,twitter,facebook,image,term,source
274,Dr. Jasna Murgel,1970-06-22,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P274,VII Maribor V 9,Party of Modern Centre,SMC,https://twitter.com/JasnaMurgel,https://www.facebook.com/jasna.murgel,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P274,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P274
275,Mag. Bojana Muršič,1971-09-20,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P275,VII Ruše 4,Social Democrats,SD,https://twitter.com/BMursic,https://www.facebook.com/bojana.mursic.5https://www.facebook.com/pages/Socialni-demokrati-Ru%C5%A1e-SD-Ru%C5%A1e/654610807931790?ref_type=bookmark,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P275,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P275
276,Matjaž Nemec,1980-04-10,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P276,II Nova Gorica I 9,Social Democrats,SD,https://twitter.com/matjanemec,https://www.facebook.com/matjaz.nemechttps://sl-si.facebook.com/MatjazNemecSD,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P276,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P276
193,Ljudmila Novak,1959-08-01,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P193,IV Ribnica 2,New Slovenia - Christian Democrats,NSi,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P193,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P193
277,Bojan Podkrajšek,1968-01-08,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P277,VII Slovenske Konjice 3,Slovenian Democratic Party,SDS,https://twitter.com/b_podkrajsek,"",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P277,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P277
196,Mag. Marko Pogačnik,1972-01-30,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P196,I Škofja Loka I 8,Slovenian Democratic Party,SDS,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P196,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P196
098,Marijan Pojbič,1961-02-06,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P098,VIII Pesnica 8,Slovenian Democratic Party,SDS,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P098,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P098
278,Andreja Potočnik,1982-02-10,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P278,I Tržič 7,Party of Modern Centre,SMC,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P278,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P278
279,Ivan Prelog,1946-10-04,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P279,VII Maribor I 5,Party of Modern Centre,SMC,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P279,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P279
280,Uroš Prikl,1972-09-18,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P280,VII Maribor VII 11,Democratic Party of Pensioners of Slovenia,DeSUS,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P280,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P280
300,Dušan Radič,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P300,VIII Murska Sobota II 5,Party of Modern Centre,SMC,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P300,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P300
281,Mag. Branislav Rajić,1962-05-09,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P281,VII Maribor VII 11,Party of Modern Centre,SMC,"",https://www.facebook.com/branislav.r.bane.5,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P281,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P281
282,Danilo Anton Ranc,1957-08-18,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P282,V Ravne na Koroškem 10,Party of Modern Centre,SMC,"",https://www.facebook.com/pages/Danilo-Anton-Ranc/647966008626858,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P282,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P282
283,Kamal Izidor Shaker,1982-10-05,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P283,IV Domžale II 11,Party of Modern Centre,SMC,https://twitter.com/kizidor,https://www.facebook.com/kamalizidorshaker82,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P283,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P283
284,Janja Sluga,1974-05-15,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P284,V Celje II 3,Party of Modern Centre,SMC,https://twitter.com/SMC_JanjaSluga,https://www.facebook.com/SMCJanjaSluga,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P284,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P284
285,Vojka Šergan,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P285,VI Hrastnik 9,Party of Modern Centre,SMC,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P285,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P285
201,Mag. Andrej Šircelj,1959-02-28,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P201,III Cerknica in Logatec 1,Slovenian Democratic Party,SDS,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P201,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P201
301,Jan Škoberne,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P301,V Velenje II 8,Social Democrats,SD,https://twitter.com/jan_skoberne,https://sl-si.facebook.com/skoberne.jan,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P301,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P301
286,Ivan Škodnik,1955-11-21,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P286,V Dravograd - Radlje 11,Party of Modern Centre,SMC,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P286,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P286
287,Maruša Škopac,1971-11-30,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P287,I Jesenice 1,Party of Modern Centre,SMC,"",http://www.facebook.com/marusa.skopac,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P287,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P287
302,Saša Tabaković,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P302,V Velenje I 7,Party of Modern Centre,SMC,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P302,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P302
077,Jože Tanko,1956-04-16,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P077,IV Ribnica 2,Slovenian Democratic Party,SDS,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P077,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P077
288,Dr. Matej Tašner Vatovec,1983-02-06,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P288,II Koper I 4,United Left,ZL,https://twitter.com/Matej_T_Vatovec,https://www.facebook.com/matej.t.vatovec,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P288,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P288
289,Violeta Tomić,1963-01-22,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P289,III Ljubljana - Center 7,United Left,ZL,"",https://www.facebook.com/public/Violeta-Tomic,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P289,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P289
204,Mag. Matej Tonin,1983-07-30,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P204,I Kamnik 10,New Slovenia - Christian Democrats,NSi,"",https://www.facebook.com/people/Matej-Tonin/754272830,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P204,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P204
290,Dr. Franc Trček,1969-01-03,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P290,VII Maribor IV 8,United Left,ZL,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P290,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P290
081,Janko Veber,1960-07-30,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P081,IV Kočevje 1,Social Democrats,SD,https://twitter.com/JankoVeber,https://sl-si.facebook.com/janko.veber,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P081,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P081
296,mag. Dušan Verbič,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P296,III Ljubljana Šiška IV 11,Party of Modern Centre,SMC,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P296,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P296
291,Vesna Vervega,1965-07-02,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P291,VIII Pesnica 8,Party of Modern Centre,SMC,"",https://www.facebook.com/vesna.vervega,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P291,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P291
207,Peter Vilfan,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P207,III Ljubljana - Šiška II 9,Alliance of Alenka Bratušek,ZaAB,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P207,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P207
292,Jernej Vrtovec,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P292,II Ajdovščina 11,New Slovenia - Christian Democrats,NSi,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P292,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P292
293,Simon Zajc,1980-06-25,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P293,III Ljubljana - Šiška III 10,Party of Modern Centre,SMC,"",https://www.facebook.com/simonzajcSMC?ref=hl,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P293,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P293
294,Igor Zorčič,,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P294,VI Brežice 5,Party of Modern Centre,SMC,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P294,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P294
295,Branko Zorman,1970-09-25,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P295,I Kranj I 4,Party of Modern Centre,SMC,"",http://www.facebook.com/branko.zorman,http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P295,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P295
212,Ljubo Žnidar,1960-12-22,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P212,V Žalec I 4,Slovenian Democratic Party,SDS,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P212,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P212
243,"",,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/pisitePoslancu?idOseba=P243,IV Ljubljana - Bežigrad II 9,Party of Modern Centre,SMC,"","",http://www.dz-rs.si/wps/PA_DZ-LN-Osebe/CommonRes?idOseba=P243,7,http://www.dz-rs.si/wps/portal/en/Home/ODrzavnemZboru/KdoJeKdo/PoslankeInPoslanci/poslanec?idOseba=P243
