id,name__en,name__ja,name__sco,name__fr,name__de,name,wikipedia__en,wikipedia__ja,gender,birth_date,given_name,original_wikiname,name__en_ca,name__en_gb,name__ca,name__oc,name__nl,name__zh,wikipedia__commons,wikipedia__de,wikipedia__fr,wikipedia__zh,image,twitter,family_name,identifier__VIAF,identifier__freebase,identifier__IMDB,name__es,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ko,name__th,name__vi,name__sh,name__ar,name__nb,name__id,name__cs,wikipedia__ar,wikipedia__es,wikipedia__id,wikipedia__jawikiquote,wikipedia__ko,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__sh,wikipedia__th,wikipedia__vi,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__NDL,website,name__ru,name__uk,name__yue,wikipedia__cs,wikipedia__ru,wikipedia__ruwikinews,wikipedia__uk,wikipedia__zh_yue,name__eo,name__he,wikipedia__eo,wikipedia__he,name__zh_mo,name__zh_my,name__et,wikipedia__et,name__sv,wikipedia__sv,name__fi,name__cy,wikipedia__fi,wikipedia__simple,death_date,name__it,identifier__CiNii,name__nan,name__ka,wikipedia__it,wikipedia__ka,wikipedia__zh_min_nan,identifier__MusicBrainz,name__pt,name__ms,name__fa,name__tl,wikipedia__ca,wikipedia__fa,wikipedia__ms,wikipedia__pt,wikipedia__tl,identifier__BNF,name__lb,name__jv,name__ta,name__hu,name__bn,name__el,name__my,name__sr,name__tr,name__si,name__io,name__az,name__hr,name__be,name__arz,name__yo,name__lv,name__gl,name__ro,name__la,name__bg,name__mr,name__lt,name__war,name__qu,name__ast,name__cdo,name__mg,wikipedia__arz,wikipedia__ast,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__cdo,wikipedia__cy,wikipedia__el,wikipedia__gl,wikipedia__hr,wikipedia__hu,wikipedia__io,wikipedia__jv,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__mr,wikipedia__my,wikipedia__oc,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__si,wikipedia__sr,wikipedia__ta,wikipedia__thwikiquote,wikipedia__tr,wikipedia__war,wikipedia__yo,wikipedia__zhwikiquote,name__bs,name__sq,name__bcl,name__mk,name__sah,name__nn,name__kk,name__da,name__ml,name__tt,name__nds,name__pih,name__su,wikipedia__bcl,wikipedia__da,wikipedia__kk,wikipedia__kowikiquote,wikipedia__mk,wikipedia__ml,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sah,wikipedia__sq,wikipedia__su,wikipedia__tt,identifier__NNDB,identifier__Munzinger,name__pam,name__bxr,wikipedia__bxr,wikipedia__pam,identifier__NLA,identifier__NKC,identifier__BNE,identifier__PTBNP,identifier__NTA,identifier__NUKAT,identifier__CANTIC,identifier__SFDb,name__sr_el,name__sr_ec,name__nov,name__hy,name__is,name__scn,name__lzh,name__mn,name__pt_br,name__simple,name__ga,name__hi,name__hak,name__eu,name__yi,name__tg,name__ba,name__pa,wikipedia__ba,wikipedia__cswikiquote,wikipedia__dewikinews,wikipedia__enwikinews,wikipedia__eowikinews,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__hi,wikipedia__hy,wikipedia__is,wikipedia__kowikinews,wikipedia__mn,wikipedia__pa,wikipedia__scn,wikipedia__tg,wikipedia__yi,name__bo,name__wuu,name__sgs,name__ksh,name__de_ch,wikipedia__bat_smg,wikipedia__bo,wikipedia__bs,wikipedia__ksh,wikipedia__ltwikiquote,wikipedia__wuu,name__rw,wikipedia__rw,identifier__AlloCine,identifier__allmovie,identifier__discogs,name__bar,wikipedia__bar,wikipedia__zu,identifier__Britannica,name__zu,wikipedia__enwikiquote,identifier__FAST,facebook,wikipedia__vo,name__vo,name__kana,identifier__moviemeter,last_seen,identifier__NLAtrove,identifier__kinopoisk,name__af,name__an,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sk,name__sw,name__vec,name__vls,name__vmf,name__wa,name__wo,identifier__CSFD,identifier__DNF,identifier__filmportal_de,identifier__anime_news,weblog,political_alignment,identifier__senate_nl,identifier__elonet,identifier__PORT,identifier__SCOPE,wikipedia__ptwikiquote,wikipedia__uz,name__uz,wikipedia__fawikiquote,identifier__wikitree,identifier__google_knowledge,occupation,wikipedia__bi,name__bi,wikipedia__ne,name__ne,identifier__nyt_topic,identifier__snac,wikipedia__srwikinews,wikipedia__zhwikinews,identifier__quora,wikipedia__ptwikinews,identifier__youtube,name__ext,wikipedia__ie,wikipedia__vep,name__vep,wikipedia__azb,name__azb,identifier__ioc_athlete,instagram,email,wikipedia__sl,wikipedia__an,name__ace,name__sl,identifier__GTAA,identifier__google_plus,name__kl,wikipedia__enwikisource,identifier__GNC,name__map_bms,name__bjn,name__bug,name__gor,name__tet,identifier__BIBSYS,identifier__NLI,wikipedia__frwikisource,name__ur,wikipedia__ur,wikipedia__jawikisource,wikipedia__sk,wikipedia__kn,name__kn,wikipedia__ha,identifier__LNB,identifier__NSK,name__ha
Q3546202,Akiko Santō,山東昭子,,Akiko Santo,Akiko Santō,Akiko Santō,Akiko Santō,山東昭子,female,1942-05-11,Akiko,,,,,,Akiko Santo,山東昭子,,Akiko Santō,Akiko Santo,山東昭子,,,,253758443,/m/03cxm4n,,Akiko Santo,,山東昭子,,,,,,,,,,,,Akiko Santō,Akiko Santóová,,,,,,,,,,,,,,,,,http://www.santo-akiko.com/,"Санто, Акико",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akiko Santō,,Akiko Santo,,,,,,,,Akiko Santō,,Szantō Akiko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akiko Santō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,さんとう あきこ,,,,,,,,,,,,,,,,,,,,,,,Akiko Santō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,Akiko Santō,,,,,,,Akiko Santō,Akiko Santō,Akiko Santō,Akiko Santō,Akiko Santō,,,,,,,,,,,,,
Q3547232,Katsuhiko Yokomitsu,横光克彦,,Katsuhiko Yokomitsu,Katsuhiko Yokomitsu,Katsuhiko Yokomitsu,Katsuhiko Yokomitsu,横光克彦,male,1943-11-04,Katsuhiko,,,,,,Katsuhiko Yokomitsu,,Category:Katsuhiko Yokomitsu,,,,https://upload.wikimedia.org/wikipedia/commons/5/51/Yokomitsu_katsuhiko.JPG,yokomitsu_oita3,,260899004,/m/03chr10,,Katsuhiko Yokomitsu,,,,,,,,,,,,,,Katsuhiko Yokomitsu,Kacuhiko Jokomicu,,,,,,,,,,,,0000 0003 8117 9358,,,,,,"Ёкомицу, Кацухико",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katsuhiko Yokomitsu,,Katsuhiko Yokomitsu,,,,,,,,Katsuhiko Yokomitsu,,,,,,,,,,,,,,,,,,,,,,,,Katsuhiko Yokomitsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katsuhiko Yokomitsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yokomitu10.22,,,よこみつ かつひこ,,,,,,,,,,,,,,,,,,,,,,,Katsuhiko Yokomitsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,Katsuhiko Yokomitsu,,,,,,,Katsuhiko Yokomitsu,Katsuhiko Yokomitsu,Katsuhiko Yokomitsu,Katsuhiko Yokomitsu,Katsuhiko Yokomitsu,,,,,,,,,,,,,
Q359480,Fumio Kishida,岸田文雄,Fumio Kishida,Fumio Kishida,Fumio Kishida,Fumio Kishida,Fumio Kishida,岸田文雄,male,1957-07-29,Fumio,,,,,,Fumio Kishida,岸田文雄,Category:Fumio Kishida,Fumio Kishida,Fumio Kishida,岸田文雄,https://upload.wikimedia.org/wikipedia/commons/b/b0/Fumio_Kishida_Minister.jpg,,Kishida,256339305,/m/03c7pxm,,Fumio Kishida,,,,,,,Fumio Kishida,기시다 후미오,,Kishida Fumio,,فوميو كيشيدا,,Fumio Kishida,Fumio Kišida,فوميو كيشيدا,Fumio Kishida,Fumio Kishida,,기시다 후미오,,,Fumio Kishida,,,Kishida Fumio,,,,,,http://www.kishida.gr.jp/,Фумио Кисида,Кисида Фуміо,,,"Кисида, Фумио",Категория:Фумио Кисида,Кисида Фуміо,,,,,,,,Fumio Kishida,Fumio Kishida,,,,,,Fumio Kishida,,,,,,,,,,,,فومیو کیشیدا,,,فومیو کیشیدا,,,,,,,,Fumio Kishida,,,,,Fumio Kishida,,,,,,,,,,,Fumio Kishida,,,,,,Fumio Kishida,,,,,,,,,,,,,,,,,Fumio Kishida,,,,,,,,,,,,,,,Fumio Kishida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fkishida,,,きしだ ふみお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岸田-2,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q359620,Yukihisa Fujita,藤田幸久,,Yukihisa Fujita,Yukihisa Fujita,Yukihisa Fujita,Yukihisa Fujita,藤田幸久,male,1950-04-19,,,,,,,Yukihisa Fujita,,,Yukihisa Fujita,Yukihisa Fujita,,,yfujitaDPJ,Fujita,252879635,/m/03c_73b,,Yukihisa Fujita,,,,,,,,,,,,,,,Jukihisa Fudžita,,,,,,,,,,,,,,,,,,"Фудзита, Юкихиса",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yukihisa Fujita,,,,,,,,,,,,,,,,,,,,,,Yukihisa Fujita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ふじた ゆきひさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q360249,Yoshio Hachiro,鉢呂吉雄,Yoshio Hachiro,Yoshio Hachiro,Yoshio Hachiro,Yoshio Hachiro,Yoshio Hachiro,鉢呂吉雄,male,1948-01-25,Yoshio,,,,,,Yoshio Hachiro,,Category:Yoshio Hachiro,Yoshio Hachiro,Yoshio Hachiro,,https://upload.wikimedia.org/wikipedia/commons/a/a7/Yoshio_Hachiro_20110907_1.jpg,hachiroyoshio,,,/m/03cdssj,,Yoshio Hachiro,,,,,,,,,,,,,,,Jošio Hačiro,,,,,,,,,,,,,,,,,,"Хатиро, Ёсио",,,,"Хатиро, Ёсио",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yoshio Hachiro,,,,,,,,,,,,,,,,,,,,,,Yoshio Hachiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hachiroyoshio,,,はちろ よしお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q360395,Yasuhisa Shiozaki,塩崎恭久,Yasuhisa Shiozaki,Yasuhisa Shiozaki,Yasuhisa Shiozaki,Yasuhisa Shiozaki,Yasuhisa Shiozaki,塩崎恭久,male,1950-11-07,Yasuhisa,,,,,,Yasuhisa Shiozaki,盐崎恭久,Category:Yasuhisa Shiozaki,Yasuhisa Shiozaki,Yasuhisa Shiozaki,盐崎恭久,https://upload.wikimedia.org/wikipedia/commons/6/69/Shiozaki_Yasuhisa_1-1.jpg,yasu_shio,Shiozaki,258824092,/m/0h7lgs,,Yasuhisa Shiozaki,盐崎恭久,鹽崎恭久,鹽崎恭久,盐崎恭久,盐崎恭久,鹽崎恭久,,시오자키 야스히사,,,,,,,Jasuhisa Šiozaki,,Yasuhisa Shiozaki,,,시오자키 야스히사,,,,,,,,,,,,http://www.y-shiozaki.or.jp/,"Сиодзаки, Ясухиса",Ясухіса Сіодзакі,,,"Сиодзаки, Ясухиса",,Ясухіса Сіодзакі,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yasuhisa Shiozaki,,,,,,,,,,,,,,,,,,,,,,Yasuhisa Shiozaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shiozakiyasuhisa,,,しおざき やすひさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q361715,Yoshimi Watanabe,渡辺喜美,Yoshimi Watanabe,Yoshimi Watanabe,Yoshimi Watanabe,Yoshimi Watanabe,Yoshimi Watanabe,渡辺喜美,male,1952-03-17,Yoshimi,,,,,,Yoshimi Watanabe,渡邊喜美,Category:Yoshimi Watanabe,Yoshimi Watanabe,Yoshimi Watanabe,渡邊喜美,https://upload.wikimedia.org/wikipedia/commons/8/80/Yoshimi_Watanabe_cropped_1_YoshimiWatanabeJI1.jpg,YWatanabeOffice,Watanabe,258210408,/m/03byy96,,Yoshimi Watanabe,,,,渡边喜美,,,,,,,,,,Yoshimi Watanabe,Jošimi Watanabe,,,Yoshimi Watanabe,,,,,,,,,,,no2013131529,,,https://web.archive.org/web/20140109105122/http://www.nasu-net.or.jp/~yoshimi/profile.html,"Ватанабэ, Ёсими",,,,,,,,,,,,,,,,,,,,,,,Yoshimi Watanabe,,,,,,,,,,,,,,,,,,,,,Yoshimi Watanabe,,,,,,,,,,,,,,,,,,,,,,Yoshimi Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,watanabe.yoshimi.office,,,わたなべ よしみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q382089,Nariaki Nakayama,中山成彬,Nariaki Nakayama,Nariaki Nakayama,Nariaki Nakayama,Nariaki Nakayama,Nariaki Nakayama,中山成彬,male,1943-06-07,,,,,,,Nariaki Nakayama,中山成彬,Category:Nariaki Nakayama,Nariaki Nakayama,Nariaki Nakayama,中山成彬,https://upload.wikimedia.org/wikipedia/commons/e/e3/Nariaki_Nakayama_20090825.JPG,nakayamanariaki,Nakayama,252486118,/m/067v4c,,Nariaki Nakayama,,,,,,,,나카야마 나리아키,,,,,,Nariaki Nakayama,Nariaki Nakajama,,,Nariaki Nakayama,,나카야마 나리아키,,,,,,,,,,,,http://nakayamanariaki.com/,"Накаяма, Нариаки",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nariaki Nakayama,,,,,,,,,,,,,,,,,,,,,,Nariaki Nakayama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nariaki.nakayama,,,なかやま なりあき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q382231,Kazuyoshi Kaneko,金子一義,Kazuyoshi Kaneko,Kazuyoshi Kaneko,Kazuyoshi Kaneko,Kazuyoshi Kaneko,Kazuyoshi Kaneko,金子一義,male,1942-12-20,Kazuyoshi,,,,,,Kazuyoshi Kaneko,,,Kazuyoshi Kaneko,Kazuyoshi Kaneko,,https://upload.wikimedia.org/wikipedia/commons/6/63/Kaneko-Kazuyoshi_2003.jpg,,Kaneko,,/m/03ck5xg,,Kazuyoshi Kaneko,,,,,,,,,,,,,,,Kazujoši Kaneko,,,,,,,,,,,,,,,,,,"Канэко, Кадзуёси",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaneko Kazujosi,,,,,,,,,,,,,,,,,,,,,,Kazuyoshi Kaneko,,,,,,,,,,,,,,Kaneko Kazujosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,かねこ かずよし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q382311,Takeo Kawamura,河村建夫,Takeo Kawamura,Takeo Kawamura,Takeo Kawamura,Takeo Kawamura,Takeo Kawamura (politician),河村建夫,male,1942-11-10,Takeo,,,,,,Takeo Kawamura,"川村赳夫,",Category:Takeo Kawamura (politician),Takeo Kawamura,Takeo Kawamura (politicien),河村建夫,https://upload.wikimedia.org/wikipedia/commons/e/e9/Takeo_Kawamura.jpg,takeokawamura,Kawamura,4842603,/m/03ck69v,,Takeo Kawamura,河村建夫,河村建夫,河村建夫,河村建夫,河村建夫,河村建夫,,가와무라 다케오,,,,,,,Takeo Kawamura,,,,,가와무라 다케오,,,,,,,0000 0000 5444 0205,,nr98017577,,,http://www.tspark.net/,"Кавамура, Такэо",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takeo Kawamura,,,,,,,,,,,,,,,,,,,,,,Takeo Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,かわむら たけお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q382368,Kosuke Hori,保利耕輔,Kosuke Hori,Kosuke Hori,Kōsuke Hori,Kosuke Hori,Kosuke Hori,保利耕輔,male,1934-09-23,Kōsuke,,,,,,Kosuke Hori,,,Kōsuke Hori,,,,,Hori,,/m/03cltj_,,Kosuke Hori,,,,,,,,호리 고스케,,,,كوسوكي هوري,,,Kósuke Hori,,,,,호리 고스케,,,,,,,,,,,,,"Хори, Косукэ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kosuke Hori,,,,,,,,,,,,,,,,,,,,,,Kosuke Hori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ほり こうすけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q38849,Shintarō Ishihara,石原慎太郎,Shintaro Ishihara,Shintarō Ishihara,Shintarō Ishihara,Shintarō Ishihara,Shintaro Ishihara,石原慎太郎,male,1932-09-30,Shintarō,,,,Shintaro Ishihara,Shintaro Ishihara,Shintaro Ishihara,石原慎太郎,,Shintarō Ishihara,Shintarō Ishihara,石原慎太郎,"https://upload.wikimedia.org/wikipedia/commons/a/aa/Shintaro_Ishihara,_2006-Sep-1_Rev.jpg",i_shintaro,Ishihara,5132067,/m/01v3wt,,Shintarō Ishihara,石原慎太郎,石原慎太郎,石原慎太郎,石原慎太郎,石原慎太郎,石原慎太郎,Shintarō Ishihara,이시하라 신타로,,Ishihara Shintarō,,إيشيهارا شنتارو,,Shintarō Ishihara,Šintaró Išihara,إيشيهارا شنتارو,Shintarō Ishihara,Shintaro Ishihara,石原慎太郎,이시하라 신타로,Shintaro Ishihara,,Shintarō Ishihara,,,Ishihara Shintarō,0000 0003 7442 1644,119013223,n83018896,,,http://www.sensenfukoku.net/,Синтаро Исихара,Сінтаро Ісіхара,石原慎太郎,,"Исихара, Синтаро",,Сінтаро Ісіхара,,,שינטרו אישיהארה,,שינטרו אישיהארה,石原慎太郎,石原慎太郎,Shintarō Ishihara,Shintarō Ishihara,,,Shintarō Ishihara,,Shintarō Ishihara,,,Shintarō Ishihara,,Isihara Sintarô,,Shintarō Ishihara,,Isihara Sintarô,,Shintarō Ishihara,Shintarō Ishihara,شینتارو ایشیهارا,,Shintaro Ishihara,شینتارو ایشیهارا,,Shintarō Ishihara,,,,Shintarō Ishihara,,Isihara Sintaró,,Σιντάρο Ισιχάρα,,,Shintarō Ishihara,,,,,,,,,,,,,,Shintaro Ishihara,,,,,Shintarō Ishihara,,,,,,,,,,,,Isihara Sintaró,,,,,Shintaro Ishihara,,Shintarō Ishihara,,,,,,,,,,,Shintarō Ishihara,,,石原慎太郎,,,,,,,,,,,,,Shintarō Ishihara,,,,이시하라 신타로,,,,,,,,Shintaro Ishihara,,,,Shintarō Ishihara,Ишихара Шинтаро,Ишихара Шинтаро,Shintarō Ishihara,,,,1259091,088858065,n2006092451,,151382,,,,,,,,,Shintarō Ishihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p317007,,,,,biography/Ishihara-Shintaro,,,108685,,,,いしはら しんたろう,,,,,,,,,,,,,,,,,,,,,,,Shintarō Ishihara,,,,,,,,,,,,,,,,,,22492,125710,,,,far-right,,,,,,,,,石原-4,,politician,,,,,,w6283wc1,,,,,,,,,,,,,,,,,Shintarō Ishihara,,,,,,,Shintarō Ishihara,Shintarō Ishihara,Shintarō Ishihara,Shintarō Ishihara,Shintarō Ishihara,90688271,,,,,,,,,,,,
Q388496,Sumio Mabuchi,馬淵澄夫,Sumio Mabuchi,Sumio Mabuchi,Sumio Mabuchi,Sumio Mabuchi,Sumio Mabuchi,馬淵澄夫,male,1960-08-23,Sumio,,,,,,Sumio Mabuchi,馬淵澄夫,Category:Sumio Mabuchi,Sumio Mabuchi,Sumio Mabuchi,馬淵澄夫,https://upload.wikimedia.org/wikipedia/commons/3/3c/Sumio.Mabuchi2.jpg,mabuchi_sumio,Mabuchi,296521658,/m/03cg53_,,Sumio Mabuchi,,,,,,,,마부치 스미오,,,,,,Sumio Mabuchi,Sumio Mabuči,,,Sumio Mabuchi,,마부치 스미오,,,,,,,0000 0004 0155 3854,,no2013063762,,,http://www.mabuti.net/,"Мабути, Сумио",,馬淵澄夫,,,,,馬淵澄夫,,סומיאו מאבוצ'י,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sumio Mabuchi,,Sumio Mabuchi,,,,,,,,,,,,,,,,,,,Sumio Mabuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,まぶち すみお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civil engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q405085,Takeo Hiranuma,平沼赳夫,Takeo Hiranuma,Takeo Hiranuma,Takeo Hiranuma,Takeo Hiranuma,Takeo Hiranuma,平沼赳夫,male,1939-08-03,Takeo,,,,,,Takeo Hiranuma,"平沼赳夫,",Category:Takeo Hiranuma,Takeo Hiranuma,Takeo Hiranuma,平沼赳夫,https://upload.wikimedia.org/wikipedia/commons/6/61/Takeo_Hiranuma0624_cropped.jpg,,Hiranuma,28617104,/m/07wbzj,,Takeo Hiranuma,平沼赳夫,平沼赳夫,平沼赳夫,平沼赳夫,平沼赳夫,平沼赳夫,,히라누마 다케오,,,,,,Takeo Hiranuma,Takeo Hiranuma,,,Takeo Hiranuma,,,,,,,,,0000 0000 8212 7566,,n88070472,,,http://www.hiranuma.org/,"Хиранума, Такэо",,,,,,,,,טקאו הירנומה,,,,,,,,,,,,,,Takeo Hiranuma,,,,,,,,,,,,,,,,,,,,,Takeo Hiranuma,,,,,,,,,,,,,,,,,,,,,,Takeo Hiranuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ひらぬま たけお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14022611,,,,,,,,,,,,
Q405527,Seishiro Etō,衛藤征士郎,Seishiro Etō,Seishirō Etō,Seishirō Etō,Seishiro Etō,Seishirō Etō,衛藤征士郎,male,1941-04-29,Seishirō,,,,,,Seishiro Etō,"衛藤征士郎,",Category:Seishirō Etō,Seishirō Etō,,衛藤征士郎,https://upload.wikimedia.org/wikipedia/commons/a/ae/Seishirō_Etō.jpg,etoseishiro,,57999538,,,,,,,,,,,,,,,,,,Seiširó Etó,,,,,,,,,,,,0000 0000 8240 9045,,n83202959,,,http://www.seishiro.jp,"Это, Сэисиро",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120173,SeishiroEto,,,えとう せいしろう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
