name,gender,faction,image,area,term,source,id,name__jp,name__jp_hiragana,faction__jp,area__jp,name__ja,name__ja_hira,faction__ja,area__ja
MAKISHIMA Karen,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/396.jpg/%24File/396.jpg,Kanagawa 17th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/396.html,,,,,,,,自民,神奈川17
MARUYAMA Hodaka,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/411.jpg/%24File/411.jpg,Osaka 19th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/411.html,,,,,,,,維新,大阪19
MASUTA Sekio,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/398.jpg/%24File/398.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/398.html,,,,,,,,民進,（比）東北
MASUYA Keigo,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/399.jpg/%24File/399.jpg,Chugoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/399.html,,,,,,,,公明,（比）中国
MATSUBARA Jin,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/406.jpg/%24File/406.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/406.html,,,,,,,,民進,（比）東京都
MATSUDA Naohisa,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/402.jpg/%24File/402.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/402.html,,,,,,,,民進,（比）東海
MATSUKI Kenko,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/400.jpg/%24File/400.jpg,Hokkaido Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/400.html,,,,,,,,民進,（比）北海道
MATSUMOTO Fumiaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/409.jpg/%24File/409.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/409.html,,,,,,,,自民,（比）東京都
MATSUMOTO Jun,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/407.jpg/%24File/407.jpg,Kanagawa 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/407.html,,,,,,,,自民,神奈川1
MATSUMOTO Takeaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/408.jpg/%24File/408.jpg,Hyogo 11th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/408.html,,,,,,,,自民,兵庫11
MATSUMOTO Yohei,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/410.jpg/%24File/410.jpg,Tokyo 19th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/410.html,,,,,,,,自民,東京19
MATSUNAMI Kenta,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/403.jpg/%24File/403.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/403.html,,,,,,,,維新,（比）近畿
MATSUNO Hirokazu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/404.jpg/%24File/404.jpg,Chiba 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/404.html,,,,,,,,自民,千葉3
MATSUNO Yorihisa,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/405.jpg/%24File/405.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/405.html,,,,,,,,民進,（比）九州
MATSUSHIMA Midori,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/401.jpg/%24File/401.jpg,Tokyo 14th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/401.html,,,,,,,,自民,東京14
MAYAMA Yuichi,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/390.jpg/%24File/390.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/390.html,,,,,,,,公明,（比）東北
MIHARA Asahiko,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/414.jpg/%24File/414.jpg,Fukuoka 9th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/414.html,,,,,,,,自民,福岡9
MINORIKAWA Nobuhide,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/416.jpg/%24File/416.jpg,Akita 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/416.html,,,,,,,,自民,秋田3
MITO Masashi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/415.jpg/%24File/415.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/415.html,,,,,,,,民進,（比）南関東
MITSUBAYASHI Hiromi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/412.jpg/%24File/412.jpg,Saitama 14th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/412.html,,,,,,,,自民,埼玉14
MITSUYA Norio,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/413.jpg/%24File/413.jpg,Mie 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/413.html,,,,,,,,自民,三重5
MIYAGAWA Noriko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/418.jpg/%24File/418.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/418.html,,,,,,,,自民,（比）南関東
MIYAJI Takuma,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/424.jpg/%24File/424.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/424.html,,,,,,,,自民,（比）九州
MIYAKOSHI Mitsuhiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/419.jpg/%24File/419.jpg,Toyama 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/419.html,,,,,,,,自民,富山2
MIYAMOTO Takeshi,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/426.jpg/%24File/426.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/426.html,,,,,,,,共産,（比）近畿
MIYAMOTO Toru,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/427.jpg/%24File/427.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/427.html,,,,,,,,共産,（比）東京都
MIYASHITA Ichiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/425.jpg/%24File/425.jpg,Nagano 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/425.html,,,,,,,,自民,長野5
MIYAUCHI Hideki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/417.jpg/%24File/417.jpg,Fukuoka 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/417.html,,,,,,,,自民,福岡4
MIYAZAKI Masahisa,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/422.jpg/%24File/422.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/422.html,,,,,,,,自民,（比）九州
MIYAZAKI Takeshi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/421.jpg/%24File/421.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/421.html,,,,,,,,民進,（比）北関東
MIYAZAWA Hiroyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/423.jpg/%24File/423.jpg,Shizuoka 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/423.html,,,,,,,,自民,静岡3
MOCHIZUKI Yoshio,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/435.jpg/%24File/435.jpg,Shizuoka 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/435.html,,,,,,,,自民,静岡4
MORI Eisuke,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/440.jpg/%24File/440.jpg,Chiba 11th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/440.html,,,,,,,,自民,千葉11
MORIYAMA Hiroshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/441.jpg/%24File/441.jpg,Kagoshima 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/441.html,,,,,,,,自民,鹿児島5
MORIYAMA Masahito,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/439.jpg/%24File/439.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/439.html,,,,,,,,自民,（比）近畿
MOTEGI Toshimitsu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/436.jpg/%24File/436.jpg,Tochigi 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/436.html,,,,,,,,自民,栃木5
MOTOMURA Kentaro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/437.jpg/%24File/437.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/437.html,,,,,,,,民進,（比）南関東
MOTOMURA Nobuko,female,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/438.jpg/%24File/438.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/438.html,,,,,,,,共産,（比）東海
MUNEKIYO Koichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/431.jpg/%24File/431.jpg,Osaka 13th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/431.html,,,,,,,,自民,大阪13
MURAI Hideki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/432.jpg/%24File/432.jpg,Saitama 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/432.html,,,,,,,,自民,埼玉1
MURAKAMI Seiichiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/434.jpg/%24File/434.jpg,Ehime 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/434.html,,,,,,,,自民,愛媛2
MURAOKA Toshihide,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/433.jpg/%24File/433.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/433.html,,,,,,,,民進,（比）東北
MUTAI Shunsuke,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/430.jpg/%24File/430.jpg,Nagano 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/430.html,,,,,,,,自民,長野2
MUTO Takaya,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/428.jpg/%24File/428.jpg,Shiga 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/428.html,,,,,,,,無,滋賀4
MUTO Yoji,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/429.jpg/%24File/429.jpg,Gifu 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/429.html,,,,,,,,自民,岐阜3
NAGAO Takashi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/317.jpg/%24File/317.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/317.html,,,,,,,,自民,（比）近畿
NAGAOKA Keiko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/316.jpg/%24File/316.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/316.html,,,,,,,,自民,（比）北関東
NAGASAKA Yasumasa,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/318.jpg/%24File/318.jpg,Aichi 9th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/318.html,,,,,,,,自民,愛知9
NAGASAKI Kotaro,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/319.jpg/%24File/319.jpg,Yamanashi 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/319.html,,,,,,,,無,山梨2
NAGASHIMA Akihisa,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/320.jpg/%24File/320.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/320.html,,,,,,,,民進,（比）東京都
NAGASHIMA Tadayoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/321.jpg/%24File/321.jpg,Niigata 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/321.html,,,,,,,,自民,新潟5
NAGATSUMA Akira,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/322.jpg/%24File/322.jpg,Tokyo 7th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/322.html,,,,,,,,民進,東京7
NAKAGAWA Masaharu,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/302.jpg/%24File/302.jpg,Mie 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/302.html,,,,,,,,民進,三重2
NAKAGAWA Toshinao,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/301.jpg/%24File/301.jpg,Hiroshima 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/301.html,,,,,,,,自民,広島4
NAKAGAWA Yasuhiro,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/303.jpg/%24File/303.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/303.html,,,,,,,,公明,（比）東海
NAKAGAWA Yuko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/304.jpg/%24File/304.jpg,Hokkaido 11th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/304.html,,,,,,,,自民,北海道11
NAKAJIMA Katsuhito,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/305.jpg/%24File/305.jpg,Yamanashi 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/305.html,,,,,,,,民進,山梨1
NAKAMURA Hiroyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/312.jpg/%24File/312.jpg,Hokkaido 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/312.html,,,,,,,,自民,北海道4
NAKAMURA Kishiro,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/311.jpg/%24File/311.jpg,Ibaraki 7th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/311.html,,,,,,,,無,茨城7
NAKANE Kazuyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/308.jpg/%24File/308.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/308.html,,,,,,,,自民,（比）北関東
NAKANE Yasuhiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/309.jpg/%24File/309.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/309.html,,,,,,,,民進,（比）東海
NAKANO Hiromasa,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/310.jpg/%24File/310.jpg,Hyogo 8th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/310.html,,,,,,,,公明,兵庫8
NAKATANI Gen,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/306.jpg/%24File/306.jpg,Kochi 1st district,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/306.html,,,,,,,,自民,高知1
NAKATANI Shinichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/307.jpg/%24File/307.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/307.html,,,,,,,,自民,（比）南関東
NAKAYAMA Norihiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/313.jpg/%24File/313.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/313.html,,,,,,,,自民,（比）南関東
NAKAYAMA Yasuhide,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/314.jpg/%24File/314.jpg,Osaka 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/314.html,,,,,,,,自民,大阪4
NAKAZATO Toshinobu,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/315.jpg/%24File/315.jpg,Okinawa 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/315.html,,,,,,,,無,沖縄4
NEMOTO Takumi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/332.jpg/%24File/332.jpg,Fukushima 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/332.html,,,,,,,,自民,福島2
NEMOTO Yukinori,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/333.jpg/%24File/333.jpg,Aichi 15th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/333.html,,,,,,,,自民,愛知15
NIKAI Toshihiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/323.jpg/%24File/323.jpg,Wakayama 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/323.html,,,,,,,,自民,和歌山3
NISHIKAWA Koya,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/326.jpg/%24File/326.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/326.html,,,,,,,,自民,（比）北関東
NISHIME Kosaburo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/330.jpg/%24File/330.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/330.html,,,,,,,,自民,（比）九州
NISHIMURA Akihiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/327.jpg/%24File/327.jpg,Miyagi 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/327.html,,,,,,,,自民,宮城3
NISHIMURA Chinami,female,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/328.jpg/%24File/328.jpg,Hokuriku-Shinetsu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/328.html,,,,,,,,民進,（比）北陸信越
NISHIMURA Yasutoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/329.jpg/%24File/329.jpg,Hyogo 9th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/329.html,,,,,,,,自民,兵庫9
NIWA Hideki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/324.jpg/%24File/324.jpg,Aichi 6th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/324.html,,,,,,,,自民,愛知6
NIWA Yuya,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/325.jpg/%24File/325.jpg,Ibaraki 6th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/325.html,,,,,,,,自民,茨城6
NODA Seiko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/334.jpg/%24File/334.jpg,Gifu 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/334.html,,,,,,,,自民,岐阜1
NODA Takeshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/335.jpg/%24File/335.jpg,Kumamoto 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/335.html,,,,,,,,自民,熊本2
NODA Yoshihiko,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/336.jpg/%24File/336.jpg,Chiba 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/336.html,,,,,,,,民進,千葉4
NOMA Takeshi,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/338.jpg/%24File/338.jpg,Kagoshima 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/338.html,,,,,,,,無,鹿児島3
NONAKA Atsushi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/337.jpg/%24File/337.jpg,Saitama 12th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/337.html,,,,,,,,自民,埼玉12
NUKAGA Fukushiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/331.jpg/%24File/331.jpg,Ibaraki 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/331.html,,,,,,,,自民,茨城2
OBUCHI Yuko,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/088.jpg/%24File/088.jpg,Gumma 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/088.html,,,,,,,,自民,群馬5
OCHI Takao,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/090.jpg/%24File/090.jpg,Tokyo 6th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/090.html,,,,,,,,自民,東京6
OCHIAI Takayuki,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/117.jpg/%24File/117.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/117.html,,,,,,,,民進,（比）東京都
ODAWARA Kiyoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/086.jpg/%24File/086.jpg,Tokyo 21st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/086.html,,,,,,,,自民,東京21
OGATA Rintaro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/091.jpg/%24File/091.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/091.html,,,,,,,,民進,（比）九州
OGAWA Junya,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/079.jpg/%24File/079.jpg,Shikoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/079.html,,,,,,,,民進,（比）四国
OGUCHI Yoshinori,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/095.jpg/%24File/095.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/095.html,,,,,,,,公明,（比）東海
OGUMA Shinji,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/080.jpg/%24File/080.jpg,Fukushima 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/080.html,,,,,,,,民進,福島4
OGURA Masanobu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/081.jpg/%24File/081.jpg,Tokyo 23rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/081.html,,,,,,,,自民,東京23
OGUSHI Hiroshi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/093.jpg/%24File/093.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/093.html,,,,,,,,民進,（比）九州
OGUSHI Masaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/094.jpg/%24File/094.jpg,Hyogo 6th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/094.html,,,,,,,,自民,兵庫6
OHATA Akihiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/105.jpg/%24File/105.jpg,Ibaraki 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/105.html,,,,,,,,民進,茨城5
OHIRA Yoshinobu,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/106.jpg/%24File/106.jpg,Chugoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/106.html,,,,,,,,共産,（比）中国
OKADA Katsuya,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/112.jpg/%24File/112.jpg,Mie 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/112.html,,,,,,,,民進,三重3
OKAMOTO Mitsunari,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/113.jpg/%24File/113.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/113.html,,,,,,,,公明,（比）北関東
OKAMOTO Mitsunori,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/114.jpg/%24File/114.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/114.html,,,,,,,,民進,（比）東海
OKASHITA Shohei,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/111.jpg/%24File/111.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/111.html,,,,,,,,自民,（比）近畿
OKONOGI Hachiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/082.jpg/%24File/082.jpg,Kanagawa 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/082.html,,,,,,,,自民,神奈川3
OKUMA Kazuhide,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/096.jpg/%24File/096.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/096.html,,,,,,,,自民,（比）近畿
