id,name__en,name__it,name,wikipedia__en,gender,original_wikiname,name__de,name__es,name__nl,wikipedia__de,birth_date,given_name,name__fr,name__ie,name__ru,wikipedia__commons,wikipedia__ie,image,death_date,name__cy,name__hu,last_seen,name__ja,occupation,wikipedia__fr,identifier__freebase,name__la,wikipedia__la,name__zh,name__sl,family_name,wikipedia__es,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__ISNI,name__sq,wikipedia__sq,twitter,name__en_gb,name__en_ca,name__pt,name__ca,name__ast,name__ar,wikipedia__ar,name__ak,name__ee
Q35563257,Kingsley Aboagye Gyedu,,Kingsley Aboagye Gyedu,Kingsley Aboagye Gyedu,male,,,Kingsley Aboagye Gyedu,,,1968-11-29,Kingsley,Kingsley Aboagye Gyedu,,,,,,,,,,,politician,,,,,,Kingsley Aboagye Gyedu,,,,,,,,,,,,,,Kingsley Aboagye Gyedu,,,,
Q38803881,Alex Adomako-Mensah,,Alex Adomako-Mensah,Alex Adomako-Mensah,male,,,Alex Adomako-Mensah,,,1962-11-05,Alex,Alex Adomako-Mensah,,,,,https://upload.wikimedia.org/wikipedia/commons/8/80/Alex_Adomako_-_Mensah.jpg,,,,,,politician,,,,,,Alex Adomako-Mensah,,,,,,,,,,,,,,Alex Adomako-Mensah,,,,
Q42304491,Emmanuel Aboagye Didieye,,Emmanuel Aboagye Didieye,Emmanuel Aboagye Didieye,male,Emmanuel Aboagye Didieye,,Emmanuel Aboagye Didieye,Emmanuel Aboagye Didieye,,1976-11-23,Emmanuel,Emmanuel Aboagye Didieye,,,,,,2017-10-14,,,,,politician,,,,,,Emmanuel Aboagye Didieye,,,,,,,,,,,,,,Emmanuel Aboagye Didieye,,,,
Q43182802,Kwaku Kwarteng,,Kwaku Kwarteng,Kwaku Kwarteng,male,,,Kwaku Kwarteng,Kwaku Kwarteng,,1969-02-12,,Kwaku Kwarteng,,,,,,,,,,,politician,,,,,,Kwaku Kwarteng,,,,,,,,,,,,,,Kwaku Kwarteng,,,,
Q43388748,Frank Fuseini Adongo,,Frank Fuseini Adongo,Frank Fuseini Adongo,male,,,Frank Fuseini Adongo,Frank Fuseini Adongo,,1960-09-23,Frank,Frank Fuseini Adongo,,,,,,,,,,,politician,,,,,,Frank Fuseini Adongo,,,,,,,,,,,,,,Frank Fuseini Adongo,,,,
Q43388749,Solomon Namliit Boar,,Solomon Namliit Boar,Solomon Namliit Boar,male,,,Solomon Namliit Boar,Solomon Namliit Boar,,1968-07-15,,Solomon Namliit Boar,,,,,,,,,,,politician,,,,,,Solomon Namliit Boar,,,,,,,,,,,,,,Solomon Namliit Boar,,,,
Q43388751,Joseph Tetteh,,Joseph Tetteh,Joseph Tetteh,male,,,Joseph Tetteh,Joseph Tetteh,,1966-05-14,,Joseph Tetteh,,,,,,,,,,,politician,,,,,,Joseph Tetteh,,,,,,,,,,,,,,Joseph Tetteh,,,,
Q459187,Ambrose Dery,Ambrose Derry,Ambrose Dery,Ambrose Dery,male,,Ambrose Derry,Ambrose Dery,Ambrose Derry,Ambrose Derry,1956-08-23,,Ambrose Derry,,,,,,,,,,,politician,,,,,,Ambrose Derry,,,,,,,,,,,,,,,,,,
Q4665233,Abdul-Rashid Pelpuo,Abdul-Rashid Pelpuo,Abdul-Rashid Pelpuo,Abdul-Rashid Pelpuo,male,Abdul-Rashid Pelpuo,,Abdul-Rashid Pelpuo,Abdul-Rashid Pelpuo,,1964-05-05,,Abdul-Rashid Pelpuo,,,,,,,,,,,politician,,,,,,Abdul-Rashid Pelpuo,,,,,,,,,,,,,,Abdul-Rashid Pelpuo,,,,
Q4723552,Alfred Oko Vanderpuije,,Alfred Oko Vanderpuije,Alfred Oko Vanderpuije,male,,Alfred Vanderpuije,Alfred Vanderpuije,Alfred Vanderpuije,,1955-11-04,Alfred,Alfred Vanderpuije,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cc/Alfred_Oko_Vanderpuije.jpg,,,Alfred Vanderpuije,,,politician,,,,,,Alfred Vanderpuije,,Alfred Vanderpuije,,,,,,,,,,,,,,,,
Q4724464,Alhassan Azong,Alhassan Azong,Alhassan Azong,Alhassan Azong,male,Alhassan Azong,Alhassan Azong,Alhassan Azong,Alhassan Azong,,1965-12-18,,Alhassan Azong,,,,,,,,,,,politician,,,,,,Alhassan Azong,,,,,,,,,,,,,,Alhassan Azong,,,,
Q48772825,Kwaku Afriyie,,Kwaku Afriyie,Kwaku Afriyie,male,,,Kwaku Afriyie,,,1954-07-07,,Kwaku Afriyie,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwaku Afriyie,,,,
Q4888931,Benjamin Kunbuor,,Benjamin Kunbuor,Benjamin Kunbuor,male,Benjamin Kunbuor,Benjamin Kunbuor,Benjamin Kunbuor,Benjamin Kunbuor,,,Benjamin,Benjamin Kunbuor,,,,,,,,,,,politician,,,,,,Benjamin Kunbuor,,,,,,,,,,,,,,Benjamin Kunbuor,,,,
Q5131356,Clement Kofi Humado,,Clement Kofi Humado,Clement Kofi Humado,male,Clement Kofi Humado,Clement Kofi Humado,Clement Kofi Humado,,,1953-12-18,Clement,Clement Kofi Humado,,,,,,,,,,,politician,,,,,,Clement Kofi Humado,,,,,,,,,,,,,,Clement Kofi Humado,,,,
Q5131978,Cletus Avoka,,Cletus Avoka,Cletus Avoka,male,Cletus Avoka,Cletus Avoka,Cletus Avoka,Cletus Avoka,,,,Cletus Avoka,,,,,,,,,,,politician,,,,,,Cletus Avoka,,,,,,,,,,,,,,Cletus Avoka,,,,
Q5147367,Collins Dauda,Collins Dauda,Collins Dauda,Collins Dauda,male,Collins Dauda,Collins Dauda,Collins Dauda,Collins Dauda,,1957-02-13,,Collins Dauda,,,,,,,,,,,politician,,,,,,Collins Dauda,,,,,,,,,,,,,,Collins Dauda,,,,
Q52707322,Mercy Adu Gyamfi,,Mercy Adu Gyamfi,Mercy Adu-Gyamfi,female,,Mercy Adu Gyamfi,Mercy Adu Gyamfi,Mercy Adu Gyamfi,,1971-05-01,,Mercy Adu Gyamfi,,,,,,,,,,,politician,,,,,,Mercy Adu Gyamfi,,,,,,,,,,,,,,Mercy Adu Gyamfi,,,,
Q5341508,Edward Adjaho,,Edward Adjaho,Edward Adjaho,male,Edward Adjaho,Edward Adjaho,Edward Adjaho,Edward Adjaho,,1957-01-03,Edward,Edward Adjaho,,,Category:Edward Adjaho,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Edward_Doe_Adjaho.JPG,,,,,,politician,,,,,,Edward Adjaho,,,,,,,,,,,,,,Edward Adjaho,,,,
Q5373131,Emmanuel Armah Kofi Buah,,Emmanuel Armah Kofi Buah,Emmanuel Armah Kofi Buah,male,,Emmanuel Armah Kofi Buah,Emmanuel Armah Kofi Buah,Emmanuel Armah Kofi Buah,,1966-05-10,Emmanuel,Emmanuel Armah Kofi Buah,,,,,,,,,,,politician,,,,,,Emmanuel Armah Kofi Buah,,,,,,,,,,,,,,Emmanuel Armah Kofi Buah,,,,
Q5379334,Enoch Teye Mensah,,Enoch Teye Mensah,Enoch Teye Mensah,male,Enoch Teye Mensah,Enoch Teye Mensah,Enoch Teye Mensah,Enoch Teye Mensah,,1956-05-17,Enoch,Enoch Teye Mensah,,,,,,,,,,,politician,,,,,,Enoch Teye Mensah,,,,,,,,,,,,,,Enoch Teye Mensah,,,,
Q5504853,Fritz Baffour,Fritz Baffour,Fritz Baffour,Fritz Baffour,male,Fritz Baffour,Fritz Baffour,Fritz Baffour,Fritz Baffour,,1952-03-11,Fritz,Fritz Baffour,,,,,,,,,,,journalist,,,,,,Fritz Baffour,Baffour,,,,,,,,,,,,,Fritz Baffour,,,,
Q55583739,Mohammed Abdul Aziz,,Mohammed Abdul Aziz,Mohammed Abdul Aziz,male,,,Mohammed Abdul Aziz,Mohammed Abdul Aziz,,1975-10-27,Mohammed,Mohammed Abdul Aziz,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Mohammed Abdul Aziz,محمد عبدال عزيز,محمد عبدال عزيز,,
Q5648740,Hanna Tetteh,Hanna Tetteh,Hanna Tetteh,Hanna Tetteh,female,Hanna Tetteh,Hanna Tetteh,Hanna Tetteh,Hanna Tetteh,,1967-05-31,Hanna,Hanna Tetteh,Hanna Tetteh,Ханна Тетте,Category:Hannah Tetteh,Hanna Tetteh,https://upload.wikimedia.org/wikipedia/commons/b/b6/Ghana_women_leader.jpg,,,,,ハンナ・テス,diplomat,Hanna Tetteh,,Hanna Tetteh,Hanna Tetteh,,Hanna Tetteh,,,,,,,,,,,,,,Hanna Tetteh,,,,
Q5721427,Henry Ford Kamel,,Henry Ford Kamel,Henry Ford Kamel,male,Henry Ford Kamel,Henry Ford Kamel,Henry Ford Kamel,Henry Ford Kamel,,1961-12-21,Henry,Henry Ford Kamel,,,,,,2012-12-25,Henry Ford Kamel,,,,economist,,,,,,Henry Ford Kamel,,,,,,,,,,,,,,Henry Ford Kamel,هنري فورد كمال,هنري فورد كمال,,
Q572683,Anthony Akoto Osei,,Anthony Akoto Osei,Anthony Akoto Osei,male,,Anthony Akoto Osei,Anthony Akoto Osei,Anthony Akoto Osei,Anthony Akoto Osei,1953-04-18,Anthony,Anthony Akoto Osei,,,,,,,,,,,economist,,,,,,Anthony Akoto Osei,,,28857025,171853768,n98901313,0000 0000 3795 0975,,,,,,,,Anthony Akoto Osei,,,,
Q57915355,Betty Crosby Mensah,,Betty Crosby Mensah,Betty Crosby Mensah,female,,,Betty Crosby Mensah,Betty Crosby Mensah,,1980-08-29,,Betty Crosby Mensah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Betty Crosby Mensah,,,,
Q57915590,Felicia Adjei,,Felicia Adjei,Felicia Adjei,female,,,Felicia Adjei,Felicia Adjei,,1974-03-03,,Felicia Adjei,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Felicia Adjei,,,,
Q57915843,Joycelyn Tetteh,,Joycelyn Tetteh,Joycelyn Tetteh,female,,,Joycelyn Tetteh,Joycelyn Tetteh,,1988-01-10,,Joycelyn Tetteh,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Joycelyn Tetteh,,,,
Q57915895,Mavis Nkansah Boadu,,Mavis Nkansah Boadu,Mavis Nkansah Boadu,female,,,Mavis Nkansah Boadu,Mavis Nkansah Boadu,,1989-05-17,,Mavis Nkansah Boadu,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Mavis Nkansah Boadu,,,,
Q57915909,Nana Ama Dokua Asiamah Adjei,,Nana Ama Dokua Asiamah Adjei,Nana Ama Dokua Asiamah Adjei,female,,,,Nana Ama Dokua Asiamah Adjei,,1982-07-24,,Nana Ama Dokua Asiamah Adjei,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Nana Ama Dokua Asiamah Adjei,,,,
Q58010409,Tina Gifty Naa Ayele Mensah,,Tina Gifty Naa Ayele Mensah,Tina Gifty Naa Ayele Mensah,female,,,,Tina Gifty Naa Ayele Mensah,,1964-01-23,,Tina Gifty Naa Ayele Mensah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Tina Gifty Naa Ayele Mensah,,,,
Q58100498,Joyce Adwoa Akoh Dei,,Joyce Adwoa Akoh Dei,Joyce Adwoa Akoh Dei,female,,,Joyce Adwoa Akoh Dei,Joyce Adwoa Akoh Dei,,1964-10-12,Adwoa,Joyce Adwoa Akoh Dei,,,,,,,,,,,politician,,,,,,,,,,,,,,,,Joyce Adwoa Akoh Dei,,,,Joyce Adwoa Akoh Dei,,,Joyce Adwoa Akoh Dei,Joyce Adwoa Akoh Dei
Q58174790,Cynthia Mamle Morrison,,Cynthia Mamle Morrison,Cynthia Mamle Morrison,female,,,Cynthia Mamle Morrison,Cynthia Mamle Morrison,,1964-01-17,,Cynthia Mamle Morrison,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Cynthia Mamle Morrison,,,,
Q58175272,Abena Durowaa Mensah,,Abena Durowaa Mensah,Abena Durowaa Mensah,female,,,Abena Durowaa Mensah,Abena Durowaa Mensah,,1977-06-21,,Abena Durowaa Mensah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Abena Durowaa Mensah,,,,
Q58175406,Naana Eyiah Quansah,,Naana Eyiah Quansah,Naana Eyiah Quansah,female,,,Naana Eyiah Quansah,Naana Eyiah Quansah,,1963-02-14,,Naana Eyiah Quansah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Naana Eyiah Quansah,,,,
Q58176074,Nana Akua Owusu Afriyie,,Nana Akua Owusu Afriyie,Nana Akua Owusu Afriyie,female,,,Nana Akua Owusu Afriyie,Nana Akua Owusu Afriyie,,1969-09-03,,Nana Akua Owusu Afriyie,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Nana Akua Owusu Afriyie,,,,
Q58494534,Kwabena Twum-Nuamah,,Kwabena Twum-Nuamah,Kwabena Twum-Nuamah,male,,,Kwabena Twum-Nuamah,Kwabena Twum-Nuamah,,1978-01-17,,Kwabena Twum-Nuamah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwabena Twum-Nuamah,,,,
Q58494542,Frank Annoh Dompreh,,Frank Annoh Dompreh,Frank Annoh Dompreh,male,,,Frank Annoh Dompreh,Frank Annoh Dompreh,,1977-10-25,,Frank Annoh Dompreh,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Frank Annoh Dompreh,,,,
Q59132463,Emmanuel Kwabena Kyeremateng Agyarko,,Emmanuel Kwabena Kyeremateng Agyarko,Emmanuel Kwabena Kyeremateng Agyarko,male,,,Emmanuel Kwabena Kyeremateng Agyarko,Emmanuel Kwabena Kyeremateng Agyarko,,1957-12-10,,Emmanuel Kwabena Kyeremateng Agyarko,,,,,,2018-11-21,,,,,politician,,,,,,Emmanuel Kwabena Kyeremateng Agyarko,,,,,,,,,,,,,,Emmanuel Kwabena Kyeremateng Agyarko,,,,
Q59180272,Kwame Anyimudu,,Kwame Anyimudu,Kwame Anyimadu-Antwi,male,,,Kwame Anyimudu,Kwame Anyimudu,,1962-04-12,,Kwame Anyimudu,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwame Anyimudu,,,,
Q61566688,William Quaitoo,,William Quaitoo,William Quaitoo,male,,,William Quaitoo,,,1966,,William Quaitoo,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,William Quaitoo,,,,
Q61679882,Richard Acheampong,,Richard Acheampong,Richard Acheampong,male,,,Richard Acheampong,,,1970-05-18,,Richard Acheampong,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Richard Acheampong,,,,
Q61679998,Eric Afful,,Eric Afful,Eric Afful,male,,,Eric Afful,,,1974-10-01,,Eric Afful,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Eric Afful,,,,
Q61686734,Andrew Asiamah Amoako,,Andrew Asiamah Amoako,Andrew Asiamah Amoako,male,,,Andrew Asiamah Amoako,,,1966-02-24,,Andrew Asiamah Amoako,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Andrew Asiamah Amoako,,,,
Q61694520,James Agalga,,James Agalga,James Agalga,male,,,James Agalga,,,1979-06-10,,James Agalga,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,James Agalga,,,,
Q61694535,Kennedy Kwasi Kankam,,Kennedy Kwasi Kankam,Kennedy Kwasi Kankam,male,,,Kennedy Kwasi Kankam,,,1978-01-22,,Kennedy Kwasi Kankam,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kennedy Kwasi Kankam,,,,
Q61694536,Ahmed Ibrahim,,Ahmed Ibrahim,Ahmed Ibrahim (Ghanaian politician),male,,,Ahmed Ibrahim,,,1974-05-06,,Ahmed Ibrahim,,,,,,,,,,,politician,,,,,,,,,,,nr2006006309,,,,,,,,,Ahmed Ibrahim,أحمد إبراهيم,أحمد إبراهيم (سياسي),,
Q61694537,Alex Kofi Agyekum,,Alex Kofi Agyekum,Alex Kofi Agyekum,male,,,Alex Kofi Agyekum,,,1962-08-18,,Alex Kofi Agyekum,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Alex Kofi Agyekum,,,,
Q61694538,Alex Tetteh Djornobuah,,Alex Tetteh Djornobuah,Alex Tetteh Djornobuah,male,,,Alex Tetteh Djornobuah,,,1972-04-27,,Alex Tetteh Djornobuah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Alex Tetteh Djornobuah,,,,
Q61694539,Alexander Kodwo Kom Abban,,Alexander Kodwo Kom Abban,Alexander Kodwo Kom Abban,male,,,Alexander Kodwo Kom Abban,,,1973-12-06,,Alexander Kodwo Kom Abban,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Alexander Kodwo Kom Abban,,,,
Q61694541,Alexander Roosevelt Hottordze,,Alexander Roosevelt Hottordze,Alexander R. Hottordze,male,,,Alexander Roosevelt Hottordze,,,1969-05-09,,Alexander Roosevelt Hottordze,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Alexander Roosevelt Hottordze,,,,
Q61694545,Andrew Dari Chiwitey,,Andrew Dari Chiwitey,Andrew Dari Chiwitey,male,,,Andrew Dari Chiwitey,,,1970-09-27,,Andrew Dari Chiwitey,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Andrew Dari Chiwitey,,,,
Q61694546,Andy Kwame Appiah-Kubi,,Andy Kwame Appiah-Kubi,Andy Kwame Appiah-Kubi,male,,,Andy Kwame Appiah-Kubi,,,1957-07-07,,Andy Kwame Appiah-Kubi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Andy Kwame Appiah-Kubi,,,,
Q61694547,Angela Oforiwa Alorwu-Tay,,Angela Oforiwa Alorwu-Tay,Angela Alorwu-Tay,female,,,Angela Oforiwa Alorwu-Tay,,,1971-04-16,,Angela Oforiwa Alorwu-Tay,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Angela Oforiwa Alorwu-Tay,,,,
Q61694548,Anthony Effah,,Anthony Effah,Anthony Effah,male,,,Anthony Effah,,,1959-01-24,,Anthony Effah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Anthony Effah,,,,
Q61694549,Arthur Ahmed,,Arthur Ahmed,Arthur Ahmed,male,,,Arthur Ahmed,,,1970-03-30,,Arthur Ahmed,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Arthur Ahmed,آرثر أحمد,آرثر أحمد,,
Q61694550,Ato Panford,,Ato Panford,Ato Panford,male,,,Ato Panford,,,1962-08-28,,Ato Panford,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Ato Panford,,,,
Q61694551,Augustine Tawiah,,Augustine Tawiah,Augustine Tawiah,male,,,Augustine Tawiah,,,1961-09-27,,Augustine Tawiah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Augustine Tawiah,,,,
Q61694553,Benhazin Joseph Dahah,,Benhazin Joseph Dahah,Benhazin Joseph Dahah,male,,,Benhazin Joseph Dahah,,,1969-02-08,,Benhazin Joseph Dahah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Benhazin Joseph Dahah,,,,
Q61694557,Benjamin Komla Kpodo,,Benjamin Komla Kpodo,Benjamin Komla Kpodo,male,,,Benjamin Komla Kpodo,,,1953-12-22,,Benjamin Komla Kpodo,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Benjamin Komla Kpodo,,,,
Q61694558,Benjamin Yeboah Sekyere,,Benjamin Yeboah Sekyere,Benjamin Yeboah Sekyere,male,,,Benjamin Yeboah Sekyere,,,1977-03-04,,Benjamin Yeboah Sekyere,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Benjamin Yeboah Sekyere,,,,
Q61694559,Benson Tongo Baba,,Benson Tongo Baba,Benson Tongo Baba,male,,,Benson Tongo Baba,,,1948-09-23,,Benson Tongo Baba,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Benson Tongo Baba,,,,
Q61694560,Bernard Ahiafor,,Bernard Ahiafor,Bernard Ahiafor,male,,,Bernard Ahiafor,,,1973-02-06,,Bernard Ahiafor,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Bernard Ahiafor,,,,
Q61694562,Bernard Okoe Boye,,Bernard Okoe Boye,Benard Oko-Boye,male,,,Bernard Okoe Boye,,,1982-01-25,,Bernard Okoe Boye,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Bernard Okoe Boye,,,,
Q61694563,Bright Wireko-Brobby,,Bright Wireko-Brobby,Bright Wireko-Brobby,male,,,Bright Wireko-Brobby,,,1972-01-06,,Bright Wireko-Brobby,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Bright Wireko-Brobby,,,,
Q61694564,Cassiel Ato Forson,,Cassiel Ato Forson,Cassiel Ato Forson,male,,,Cassiel Ato Forson,,,1978-08-05,,Cassiel Ato Forson,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Cassiel Ato Forson,,,,
Q61694566,Charles Agbeve,,Charles Agbeve,Charles Agbeve,male,,,Charles Agbeve,,,1970-07-21,,Charles Agbeve,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Charles Agbeve,,,,
Q61694567,Charles Binipom Bintin,,Charles Binipom Bintin,Charles Binipom Bintin,male,,,Charles Binipom Bintin,,,1964-08-22,,Charles Binipom Bintin,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Charles Binipom Bintin,,,,
Q61694568,Charles Konadu-Yiadom,,Charles Konadu-Yiadom,Charles Konadu-Yiadom,male,,,Charles Konadu-Yiadom,,,1968-05-24,,Charles Konadu-Yiadom,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Charles Konadu-Yiadom,,,,
Q61694569,Christian Corleytey Otuteye,,Christian Corleytey Otuteye,Christian Corleytey Otuteye,male,,,Christian Corleytey Otuteye,,,1973-10-23,,Christian Corleytey Otuteye,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Christian Corleytey Otuteye,,,,
Q61694570,Clement Abas Apaak,,Clement Abas Apaak,Clement Abas Apaak,male,,,Clement Abas Apaak,,,1970-06-11,,Clement Abas Apaak,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Clement Abas Apaak,,,,
Q61694572,Daniel Kwesi Ashiamah,,Daniel Kwesi Ashiamah,Daniel Kwesi Ashiamah,male,,,Daniel Kwesi Ashiamah,,,1968-12-03,,Daniel Kwesi Ashiamah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Daniel Kwesi Ashiamah,,,,
Q61694574,Daniel Okyem Aboagye,,Daniel Okyem Aboagye,Daniel Okyem Aboagye,male,,,Daniel Okyem Aboagye,,,1973-12-31,,Daniel Okyem Aboagye,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Daniel Okyem Aboagye,,,,
Q61694576,Dominic Napare,,Dominic Napare,Dominic Napare,male,,,Dominic Napare,,,1960-11-03,,Dominic Napare,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Dominic Napare,,,,
Q61694577,Dominic Akuritinga Ayine,,Dominic Akuritinga Ayine,Dominic Akuritinga Ayine,male,,,Dominic Akuritinga Ayine,,,1966-01-06,,Dominic Akuritinga Ayine,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Dominic Akuritinga Ayine,,,,
Q61694578,Ebenezer Gilbert Nii Narh Nartey,,Ebenezer Gilbert Nii Narh Nartey,Ebenezer Gilbert Nii Narh Nartey,male,,,,,,1979-07-16,,Ebenezer Gilbert Nii Narh Nartey,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Ebenezer Gilbert Nii Narh Nartey,,,,
Q61694579,Ebenezer Kojo Kum,,Ebenezer Kojo Kum,Ebenezer Kojo Kum,male,,,Ebenezer Kojo Kum,,,1967-04-17,,Ebenezer Kojo Kum,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Ebenezer Kojo Kum,,,,
Q61694581,Edward Abambire Bawa,,Edward Abambire Bawa,Edward Abambire Bawa,male,,,Edward Abambire Bawa,,,1973-09-01,,Edward Abambire Bawa,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Edward Abambire Bawa,,,,
Q61694584,Ekow Hayford,,Ekow Hayford,Ekow Hayford,male,,,Ekow Hayford,,,1970-12-24,,Ekow Hayford,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Ekow Hayford,,,,
Q61694586,Elvis Morris Donkoh,,Elvis Morris Donkoh,Elvis Morris Donkoh,male,,,Elvis Morris Donkoh,,,1983-02-25,,Elvis Morris Donkoh,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Elvis Morris Donkoh,,,,
Q61694590,Emmanuel Kwasi Bedzrah,,Emmanuel Kwasi Bedzrah,Emmanuel Kwasi Bedzrah,male,,,Emmanuel Kwasi Bedzrah,,,1967-05-28,,Emmanuel Kwasi Bedzrah,,,,,,,,,,,politician,,,,,,,,,,,,,,,ekbedzrah,,,,,Emmanuel Kwasi Bedzrah,,,,
Q61694591,Emmanuel Marfo,,Emmanuel Marfo,Emmanuel Marfo,male,,,Emmanuel Marfo,,,1973-07-27,,Emmanuel Marfo,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Emmanuel Marfo,,,,
Q61694592,Emmanuel Nii Okai Laryea,,Emmanuel Nii Okai Laryea,Emmanuel Nii Okai Laryea,male,,,Emmanuel Nii Okai Laryea,,,1983-08-16,,Emmanuel Nii Okai Laryea,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Emmanuel Nii Okai Laryea,,,,
Q61694594,Eric Osei-Owusu,,Eric Osei-Owusu,Eric Osei-Owusu,male,,,Eric Osei-Owusu,,,1963-09-11,,Eric Osei-Owusu,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Eric Osei-Owusu,,,,
Q61694595,Ernest Henry Norgbey,,Ernest Henry Norgbey,Ernest Henry Norgbey,male,,,Ernest Henry Norgbey,,,1980-12-28,,Ernest Henry Norgbey,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Ernest Henry Norgbey,,,,
Q61694597,Evans Bobie Opoku,,Evans Bobie Opoku,Evans Bobie Opoku,male,,,Evans Bobie Opoku,,,1974-12-01,,Evans Bobie Opoku,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Evans Bobie Opoku,,,,
Q61694599,Eyiah Kyei Baffour,,Eyiah Kyei Baffour,Eyiah Kyei Baffour,male,,,Eyiah Kyei Baffour,,,1968-02-01,,Eyiah Kyei Baffour,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Eyiah Kyei Baffour,,,,
Q61694601,Francis Bawaana Dakura,,Francis Bawaana Dakura,Francis Bawaana Dakura,male,,,Francis Bawaana Dakura,,,1961-10-17,,Francis Bawaana Dakura,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Francis Bawaana Dakura,,,,
Q61694602,Francis Kingsley Ato Codjoe,,Francis Kingsley Ato Codjoe,Francis Kingsley Ato Codjoe,male,,,Francis Kingsley Ato Codjoe,,,1971-07-31,,Francis Kingsley Ato Codjoe,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Francis Kingsley Ato Codjoe,,,,
Q61694603,Francis Manu-Adabor,,Francis Manu-Adabor,Francis Manu-Adabor,male,,,Francis Manu-Adabor,,,1960-09-24,,Francis Manu-Adabor,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Francis Manu-Adabor,,,,
