id,name,name__en,name__el,email,image,gender,birth_date,facebook,twitter,identifier__wikidata,source,identifier__parliament_cy,identifier__openpatata,term,start_date,end_date,area,area__el,faction_id,faction,faction__el,area_id,wikipedia
1226,Champoullas Evgenios,Champoullas Evgenios,Χαμπουλλάς Ευγένιος,ehamboullas@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Hamboullas-mikri.jpg,male,1969-01-12,,,,http://www.parliament.cy/easyconsole.cfm/id/1226,1226,mps,2011,2014-11-06,2016-04-14,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
420,Charalampidou Eirini,Charalampidou Eirini,Χαραλαμπίδου Ειρήνη,icharalambides@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Charalambidou Eirini a.jpg,female,1964-03-19,,,Q12876791,http://www.parliament.cy/easyconsole.cfm/id/420,420,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
421,Chatzigiannis Kyriakos,Chatzigiannis Kyriakos,Χατζηγιάννης Κυριάκος,khadjiyianni@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/HADJIGIANNIS Kiriakos.jpg,male,1963-08-22,,,,http://www.parliament.cy/easyconsole.cfm/id/421,421,mps,2011,2011-06-02,2016-04-14,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
422,Christoforou Lefteris,Christoforou Lefteris,Χριστοφόρου Λευτέρης,lchristoforou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/CHRISTOFOROU Lefteris.jpg,male,1963-08-31,https://www.facebook.com/ChristoforouLefteris,https://twitter.com/LefChristoforou,Q16571128,http://www.parliament.cy/easyconsole.cfm/id/422,422,mps,2011,2011-06-02,2014-10-31,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
360,Damianou Aristos,Damianou Aristos,Δαμιανού Άριστος,adamianou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Damianou Aristos a.jpg,male,1972-06-03,,https://twitter.com/AristosDamianou,Q12872352,http://www.parliament.cy/easyconsole.cfm/id/360,360,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
361,Dimitriou Misiaouli Stella,Dimitriou Misiaouli Stella,Δημητρίου Μισιαούλη Στέλλα,smisiaouli@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Dimitriou-Misiaouli Stella a.jpg,female,1954-10-18,,,Q16329024,http://www.parliament.cy/easyconsole.cfm/id/361,361,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
362,Diplaros Efthymios,Diplaros Efthymios,Δίπλαρος Ευθύμιος,ediplaros@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/DIPLAROS Efthymios.jpg,male,1980-03-18,,https://twitter.com/ediplaros,,http://www.parliament.cy/easyconsole.cfm/id/362,362,mps,2011,2011-06-02,2016-04-14,Lemesos,Λεμεσός,_IND,Independent,Independent,lemesos,
363,Evagorou Stavros,Evagorou Stavros,Ευαγόρου Σταύρος,sevagorou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Evagorou Stavros a.jpg,male,1959-09-23,,,Q15950881,http://www.parliament.cy/easyconsole.cfm/id/363,363,mps,2011,2011-06-02,2016-04-14,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
418,Fakontis Antreas,Fakontis Antreas,Φακοντής Αντρέας,afakontis@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Fakontis Andreas a.jpg,male,1964-10-22,,,Q12873769,http://www.parliament.cy/easyconsole.cfm/id/418,418,mps,2011,2011-06-02,2016-04-14,Pafos,Πάφος,_IND,Independent,Independent,pafos,
419,Fyttis Sofoklis,Fyttis Sofoklis,Φυττής Σοφοκλής,sfittis@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/FITTIS SOFOKLIS.jpg,male,1947-03-31,,,,http://www.parliament.cy/easyconsole.cfm/id/419,419,mps,2011,2011-06-02,2016-04-14,Keryneia,Κερύνεια,_IND,Independent,Independent,keryneia,
310,Gavriil Giannakis,Gavriil Giannakis,Γαβριήλ Γιαννάκης,ycavriel@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Gavriel Giannakis a.jpg,male,1961-07-17,,,Q12875278,http://www.parliament.cy/easyconsole.cfm/id/310,310,mps,2011,2011-06-02,2016-04-14,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
910,Georgiadis Charis,Georgiadis Charis,Γεωργιάδης Χάρης,,http://www.parliament.cy/assets/image/imageoriginal/GEORGIADES Harris.jpg,male,1972-04-09,,,,http://www.parliament.cy/easyconsole.cfm/id/910,910,mps,2011,2011-06-02,2013-02-28,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
312,Georgiou Georgios,Georgiou Georgios,Γεωργίου Γεώργιος,ggeorgiou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/GEORGIOU Georgios.jpg,male,1957-10-09,,https://twitter.com/GeorgeKGeorgiou,,http://www.parliament.cy/easyconsole.cfm/id/312,312,mps,2011,2011-06-02,2016-04-14,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
313,Georgiou Giorgos,Georgiou Giorgos,Γεωργίου Γιώργος,gegeorgiou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Georgiou Giwrgos a.jpg,male,1963-04-09,,,Q16329183,http://www.parliament.cy/easyconsole.cfm/id/313,313,mps,2011,2011-06-02,2016-04-14,Larnaka,Λάρνακα,_IND,Independent,Independent,larnaka,
367,Kafkalias Antreas,Kafkalias Antreas,Καυκαλιάς Αντρέας,akafkalias@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Kafkalias Andros a.jpg,male,1971-10-21,,,Q12873768,http://www.parliament.cy/easyconsole.cfm/id/367,367,mps,2011,2011-06-02,2016-04-14,Lemesos,Λεμεσός,_IND,Independent,Independent,lemesos,
365,Karogian Marios,Karogian Marios,Καρογιάν Μάριος,mgaroyan@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/GAROYIAN Marios.jpg,male,1961-05-31,,,Q2634360,http://www.parliament.cy/easyconsole.cfm/id/365,365,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
366,Katsouridis Nikos,Katsouridis Nikos,Κατσουρίδης Νίκος,nkatsourides@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Katsouridis Nicos a.jpg,male,1951-12-14,,,Q2568399,http://www.parliament.cy/easyconsole.cfm/id/366,366,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
386,Konstantinou Kostas,Konstantinou Kostas,Κωνσταντίνου Κώστας,cconstantinou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/KONSTANTINOU Kostas.jpg,male,1957-03-23,,,,http://www.parliament.cy/easyconsole.cfm/id/386,386,mps,2011,2011-06-02,2016-04-14,Pafos,Πάφος,_IND,Independent,Independent,pafos,
387,Konstantinou Neofytos,Konstantinou Neofytos,Κωνσταντίνου Νεόφυτος,nconstantinou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/KONSTANTINOU Fitos.jpg,male,1954-12-16,,,,http://www.parliament.cy/easyconsole.cfm/id/387,387,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
388,Kosta Kostas,Kosta Kostas,Κώστα Κώστας,ccosta@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Costa Costas a.jpg,male,1971-03-26,,,Q12879928,http://www.parliament.cy/easyconsole.cfm/id/388,388,mps,2011,2011-06-02,2016-04-14,Lemesos,Λεμεσός,_IND,Independent,Independent,lemesos,
368,Koukouma Koutra Skevi,Koukouma Koutra Skevi,Κουκουμά Κούτρα Σκεύη,skoukouma@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Koutra- Koukouma Skevi a.jpg,female,1954-07-18,,,Q12884514,http://www.parliament.cy/easyconsole.cfm/id/368,368,mps,2011,2011-06-02,2016-04-14,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
369,Koulias Zacharias,Koulias Zacharias,Κουλίας Ζαχαρίας,zkoulias@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/KOULIAS ZACHARIAS.jpg,male,1950-12-07,,,,http://www.parliament.cy/easyconsole.cfm/id/369,369,mps,2011,2011-06-02,2011-06-03,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
369,Koulias Zacharias,Koulias Zacharias,Κουλίας Ζαχαρίας,zkoulias@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/KOULIAS ZACHARIAS.jpg,male,1950-12-07,,,,http://www.parliament.cy/easyconsole.cfm/id/369,369,mps,2011,2011-06-03,2016-04-14,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
370,Koutsou Nikos,Koutsou Nikos,Κουτσού Νίκος,nkoutsou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/KOUTSOU Nikos.jpg,male,1946-11-09,,,,http://www.parliament.cy/easyconsole.cfm/id/370,370,mps,2011,2011-06-02,2013-06-05,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
370,Koutsou Nikos,Koutsou Nikos,Κουτσού Νίκος,nkoutsou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/KOUTSOU Nikos.jpg,male,1946-11-09,,,,http://www.parliament.cy/easyconsole.cfm/id/370,370,mps,2011,2013-06-06,2016-04-14,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
371,Kyprianou Andreas,Kyprianou Andreas,Κυπριανού Ανδρέας,andkyprianou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/KYPRIANOU Andreas.jpg,male,1962-04-30,,,,http://www.parliament.cy/easyconsole.cfm/id/371,371,mps,2011,2011-06-02,2016-04-14,Lemesos,Λεμεσός,_IND,Independent,Independent,lemesos,
372,Kyprianou Antros,Kyprianou Antros,Κυπριανού Άντρος,akyprianou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Kiprianou Andros a.jpg,male,1955-10-26,,,Q514075,http://www.parliament.cy/easyconsole.cfm/id/372,372,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
373,Kyriakidou Athina,Kyriakidou Athina,Κυριακίδου Αθηνά,akyriakidou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/KYRIAKIDOU Athina.jpg,female,,,,,http://www.parliament.cy/easyconsole.cfm/id/373,373,mps,2011,2011-06-02,2016-04-14,Lemesos,Λεμεσός,_IND,Independent,Independent,lemesos,
385,Kyriakidou Stella,Kyriakidou Stella,Κυριακίδου Στέλλα,skyriakidou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/KYRIAKIDOU Stella.jpg,female,1956-03-10,,,,http://www.parliament.cy/easyconsole.cfm/id/385,385,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
396,Kyriakou Maria,Kyriakou Maria,Κυριακού Μαρία,mkyriakou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/KYRIAKOU MARIA.JPG,female,1950-09-26,,,,http://www.parliament.cy/easyconsole.cfm/id/396,396,mps,2011,2013-03-07,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
389,Lamaris Giannos,Lamaris Giannos,Λαμάρης Γιάννος,ylamaris@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Lamaris Giannos a.jpg,male,1955-10-14,,,Q16329147,http://www.parliament.cy/easyconsole.cfm/id/389,389,mps,2011,2011-06-02,2016-04-14,Lemesos,Λεμεσός,_IND,Independent,Independent,lemesos,
390,Loukaidis Giorgos,Loukaidis Giorgos,Λουκαΐδης Γιώργος,gloukaides@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Loukaidis Giwrgos a.jpg,male,1968-12-05,,,Q12875354,http://www.parliament.cy/easyconsole.cfm/id/390,390,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
399,Mappouridis Rikkos,Mappouridis Rikkos,Μαππουρίδης Ρίκκος,amappourides@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/MAPPOURIDES Rikkos.jpg,male,1959-07-14,,,,http://www.parliament.cy/easyconsole.cfm/id/399,399,mps,2011,2013-03-07,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
391,Mavridis Marios,Mavridis Marios,Μαυρίδης Μάριος,mmavrides@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/MAVRIDES-Marios.jpg,male,1963-08-05,,,,http://www.parliament.cy/easyconsole.cfm/id/391,391,mps,2011,2011-06-02,2016-04-14,Keryneia,Κερύνεια,_IND,Independent,Independent,keryneia,
392,Mavronikola Roula,Mavronikola Roula,Μαυρονικόλα Ρούλα,rmavronikola@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/MAVRONIKOLA Roula.jpg,female,1957-07-16,,,Q12884190,http://www.parliament.cy/easyconsole.cfm/id/392,392,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
393,Mesis Christos,Mesis Christos,Μέσης Χρίστος,cmessis@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Mesis Christos a.jpg,male,1957-08-25,,,Q16332700,http://www.parliament.cy/easyconsole.cfm/id/393,393,mps,2011,2011-06-02,2016-04-14,Lemesos,Λεμεσός,_IND,Independent,Independent,lemesos,
401,Michailidis Andreas,Michailidis Andreas,Μιχαηλίδης Ανδρέας,amichaelides@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/MICHAELIDES Antreas.jpg,male,1952-12-29,,,Q4755548,http://www.parliament.cy/easyconsole.cfm/id/401,401,mps,2011,2011-06-02,2016-04-14,Lemesos,Λεμεσός,_IND,Independent,Independent,lemesos,
397,Misos Aristotelis,Misos Aristotelis,Μισός Αριστοτέλης,amisos@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/MISOS Aristotelis.jpg,male,1959-12-02,,,,http://www.parliament.cy/easyconsole.cfm/id/397,397,mps,2011,2013-03-07,2016-04-14,Larnaka,Λάρνακα,_IND,Independent,Independent,larnaka,
911,Mitsopoulos Tasos,Mitsopoulos Tasos,Μητσόπουλος Τάσος,,http://www.parliament.cy/assets/image/imageoriginal/MITSOPOULOS Tasos.jpg,male,1965-05-30,,,,http://www.parliament.cy/easyconsole.cfm/id/911,911,mps,2011,2011-06-02,2013-02-28,Larnaka,Λάρνακα,_IND,Independent,Independent,larnaka,
402,Neofytou Averof,Neofytou Averof,Νεοφύτου Αβέρωφ,aneofytou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/NEOFYTOU Averof.jpg,male,1961-07-31,https://www.facebook.com/AverofNeofytou,https://twitter.com/AverofCY,Q15951474,http://www.parliament.cy/easyconsole.cfm/id/402,402,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
403,Nikolaidis Nikos,Nikolaidis Nikos,Νικολαΐδης Νίκος,nnikolaides@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Nikos_Nikolaides.jpg,male,1953-11-02,,,Q12912924,http://www.parliament.cy/easyconsole.cfm/id/403,403,mps,2011,2011-06-02,2016-04-14,Lemesos,Λεμεσός,_IND,Independent,Independent,lemesos,
912,Nikolaou Ionas,Nikolaou Ionas,Νικολάου Ιωνάς,,http://www.parliament.cy/assets/image/imageoriginal/NIKOLAOU Ionas.jpg,male,1963-01-21,,,,http://www.parliament.cy/easyconsole.cfm/id/912,912,mps,2011,2011-06-02,2013-02-28,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
398,Nouris Nikos,Nouris Nikos,Νουρής Νίκος,nnouris@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/NOURIS Nikos.jpg,male,1960-11-14,,,,http://www.parliament.cy/easyconsole.cfm/id/398,398,mps,2011,2013-03-07,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
187,Omirou Giannakis,Omirou Giannakis,Ομήρου Γιαννάκης,yomirou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Yiannakis Omirou.jpg,male,1951-09-18,,,Q8053482,http://www.parliament.cy/easyconsole.cfm/id/187,187,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
406,Papadopoulos Nikolas,Papadopoulos Nikolas,Παπαδόπουλος Νικόλας,npapadopoulos@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/PAPADOPOULOS Nikolas.jpg,male,1973-04-22,,https://twitter.com/NicholasPapadop,Q3161181,http://www.parliament.cy/easyconsole.cfm/id/406,406,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
405,Papageorgiou Pampos,Papageorgiou Pampos,Παπαγεωργίου Πάμπος,cpapageorgiou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Papagewrgiou Pampos a.jpg,male,1963-06-15,,,Q12882425,http://www.parliament.cy/easyconsole.cfm/id/405,405,mps,2011,2011-06-02,2016-04-14,Keryneia,Κερύνεια,_IND,Independent,Independent,keryneia,
407,Perdikis Giorgos,Perdikis Giorgos,Περδίκης Γιώργος,gperdikes@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/PERDIKES George.jpg,male,1962-03-23,,,Q5543328,http://www.parliament.cy/easyconsole.cfm/id/407,407,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
913,Pitsillidis Andreas,Pitsillidis Andreas,Πιτσιλλίδης Ανδρέας,,http://www.parliament.cy/assets/image/imageoriginal/PITSILLIDES Andreas.jpg,male,1977-06-09,,,Q11685756,http://www.parliament.cy/easyconsole.cfm/id/913,913,mps,2011,2011-06-02,2013-02-28,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
400,Prodromou Prodromos,Prodromou Prodromos,Προδρόμου Πρόδρομος,pprodromou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/PRODROMOU Prodromos.jpg,male,1958-11-23,,https://twitter.com/pprodromou,,http://www.parliament.cy/easyconsole.cfm/id/400,400,mps,2011,2013-03-07,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
409,Prokopiou Georgios,Prokopiou Georgios,Προκοπίου Γεώργιος,giprokopiou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/PROKOPIOU Giorgos.jpg,male,1956-10-22,,,,http://www.parliament.cy/easyconsole.cfm/id/409,409,mps,2011,2011-06-02,2016-04-14,Larnaka,Λάρνακα,_IND,Independent,Independent,larnaka,
410,Sampson Sotiris,Sampson Sotiris,Σαμψών Σωτήρης,ssampson@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/SAMPSON Sotiris.jpg,male,1965-08-06,,,,http://www.parliament.cy/easyconsole.cfm/id/410,410,mps,2011,2011-06-02,2016-04-14,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
411,Sarikas Feidias,Sarikas Feidias,Σαρίκας Φειδίας,fsarikas@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/SARIKAS Fidias.jpg,male,1957-10-01,,,,http://www.parliament.cy/easyconsole.cfm/id/411,411,mps,2011,2011-06-02,2016-04-14,Pafos,Πάφος,_IND,Independent,Independent,pafos,
412,Stavrianos Panikkos,Stavrianos Panikkos,Σταυριανός Πανίκκος,pstavrianos@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Stavrianos Panikkos a.jpg,male,1964-02-07,,,Q12882663,http://www.parliament.cy/easyconsole.cfm/id/412,412,mps,2011,2011-06-02,2016-04-14,Larnaka,Λάρνακα,_IND,Independent,Independent,larnaka,
914,Stylianidis Christos,Stylianidis Christos,Στυλιανίδης Χρήστος,,http://www.parliament.cy/assets/image/imageoriginal/STYLIANIDES Christos.jpg,male,1958-06-26,,,,http://www.parliament.cy/easyconsole.cfm/id/914,914,mps,2011,2011-06-02,2013-02-28,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
414,Syllouris Dimitris,Syllouris Dimitris,Συλλούρης Δημήτρης,dsyllouris@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/SYLLOURIS Demetris.jpg,male,1953-07-27,,,Q12875947,http://www.parliament.cy/easyconsole.cfm/id/414,414,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
415,Tasou Georgios,Tasou Georgios,Τάσου Γεώργιος,gtasou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/TASOU Georgios.jpg,male,1953-10-01,,,,http://www.parliament.cy/easyconsole.cfm/id/415,415,mps,2011,2011-06-02,2016-04-14,Larnaka,Λάρνακα,_IND,Independent,Independent,larnaka,
395,Themistokleous Andreas,Themistokleous Andreas,Θεμιστοκλέους Ανδρέας,athemistocleous@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/themistocleous.jpg,male,1962-04-15,,,,http://www.parliament.cy/easyconsole.cfm/id/395,395,mps,2011,2013-03-07,2016-04-14,Lemesos,Λεμεσός,_IND,Independent,Independent,lemesos,
417,Tornaritis Nikos,Tornaritis Nikos,Τορναρίτης Νίκος,ntornaritis@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/TORNARITIS Nikos.jpg,male,1964-12-06,,https://twitter.com/nicostornaritis,Q12881566,http://www.parliament.cy/easyconsole.cfm/id/417,417,mps,2011,2011-06-02,2016-04-14,Lefkosia,Λευκωσία,_IND,Independent,Independent,lefkosia,
416,Tziovanis Christakis,Tziovanis Christakis,Τζιοβάνης Χριστάκης,ctziovanis@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/Giovanis Christakis a.jpg,male,1956-12-29,,,Q12886195,http://www.parliament.cy/easyconsole.cfm/id/416,416,mps,2011,2011-06-02,2016-04-14,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
308,Varnava Giorgos,Varnava Giorgos,Βαρνάβα Γιώργος,gvarnavas@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/VARNAVAS George.jpg,male,1968-09-13,,,,http://www.parliament.cy/easyconsole.cfm/id/308,308,mps,2011,2011-06-02,2016-04-14,Ammochostos,Αμμόχωστος,_IND,Independent,Independent,ammochostos,
309,Votsis Angelos,Votsis Angelos,Βότσης Άγγελος,avotsis@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/VOTSIS Aggelos.jpg,male,1963-10-01,,https://twitter.com/AngelosEmVotsis,,http://www.parliament.cy/easyconsole.cfm/id/309,309,mps,2011,2011-06-02,2016-04-14,Lemesos,Λεμεσός,_IND,Independent,Independent,lemesos,
364,Zachariou Zacharias,Zachariou Zacharias,Ζαχαρίου Ζαχαρίας,zzachariou@parliament.cy,http://www.parliament.cy/assets/image/imageoriginal/ZACHARIOU Zacharias.jpg,male,1963-12-13,,,,http://www.parliament.cy/easyconsole.cfm/id/364,364,mps,2011,2011-06-02,2016-04-14,Larnaka,Λάρνακα,_IND,Independent,Independent,larnaka,
