id,name,sort_name,family_name,given_name,source,start_date,end_date,faction_id,term,faction,image,birth_date
mp_BesaGaxherri,Besa Gaxherri,Gaxherri Besa,Gaxherri,Besa,"http://www.kuvendikosoves.org/?cid=1,102,1058",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BesaGaxherri/image.5.jpeg,
mp_BesimBeqaj,Besim Beqaj,Beqaj Besim,Beqaj,Besim,"http://www.kuvendikosoves.org/?cid=1,102,884",2014-07-17,2017-05-10,parliamentary_group_54,chamber_2014-07-17,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_BesimBeqaj/image.jpeg,
mp_BesnikBislimi,Besnik Bislimi,Bislimi Besnik,Bislimi,Besnik,"http://www.kuvendikosoves.org/?cid=1,102,885",2014-07-17,2017-05-10,parliamentary_group_56,chamber_2014-07-17,Lëvizja Vetëvendosje,http://files.parldata.eu/kv/kuvendi/people/mp_BesnikBislimi/image.jpeg,
mp_BiserkaKostiæ,Biserka Kostiæ,Kostiæ Biserka,Kostiæ,Biserka,"http://www.kuvendikosoves.org/?cid=1,158,733&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_47,chamber_2010-12-12,PG,http://files.parldata.eu/kv/kuvendi/people/mp_BiserkaKosti%C3%A6/image.jpeg,1986-07-29
mp_BislimHoti,Bislim Hoti,Hoti Bislim,Hoti,Bislim,"http://www.kuvendikosoves.org/?cid=1,158,496&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_9,chamber_2004-11-23,Grupi Parlamentar i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BislimHoti/image.2.jpeg,1959-05-27
mp_BislimHoti,Bislim Hoti,Hoti Bislim,Hoti,Bislim,"http://www.kuvendikosoves.org/?cid=1,158,496&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_3,chamber_2001-11-17,Grupi Parlamentar i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BislimHoti/image.2.jpeg,1959-05-27
mp_BlerimBaruti,Blerim Baruti,Baruti Blerim,Baruti,Blerim,"http://www.kuvendikosoves.org/?cid=1,158,154&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BlerimBaruti/image.jpeg,1960-08-05
mp_BlerimGrainca,Blerim Grainca,Grainca Blerim,Grainca,Blerim,"http://www.kuvendikosoves.org/?cid=1,102,833",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_BlerimGrainca/image.jpeg,
mp_BlerimShala,Blerim Shala,Shala Blerim,Shala,Blerim,"http://www.kuvendikosoves.org/?cid=1,102,845",2014-07-17,2017-05-10,parliamentary_group_60,chamber_2014-07-17,AAK,http://files.parldata.eu/kv/kuvendi/people/mp_BlerimShala/image.2.jpeg,
mp_BlerimShala,Blerim Shala,Shala Blerim,Shala,Blerim,"http://www.kuvendikosoves.org/?cid=1,102,845",2010-12-12,2014-05-07,parliamentary_group_45,chamber_2010-12-12,AAK,http://files.parldata.eu/kv/kuvendi/people/mp_BlerimShala/image.2.jpeg,
mp_BlertaDeliuKodra,Blerta Deliu - Kodra,Deliu-Kodra Blerta,Deliu-Kodra,Blerta,"http://www.kuvendikosoves.org/?cid=1,102,994",2014-07-17,2017-05-10,parliamentary_group_54,chamber_2014-07-17,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_BlertaDeliuKodra/image.3.jpeg,
mp_BlertaDeliuKodra,Blerta Deliu - Kodra,Deliu-Kodra Blerta,Deliu-Kodra,Blerta,"http://www.kuvendikosoves.org/?cid=1,102,994",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_BlertaDeliuKodra/image.3.jpeg,
mp_BobanTodoroviæ,Boban Todoroviæ,Todoroviæ Boban,Todoroviæ,Boban,"http://www.kuvendikosoves.org/?cid=1,158,760&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_47,chamber_2010-12-12,PG,http://files.parldata.eu/kv/kuvendi/people/mp_BobanTodorovi%C3%A6/image.jpeg,1981-07-26
mp_BogoljubMiloEviæ,Bogoljub Miloeviæ,Miloeviæ Bogoljub,Miloeviæ,Bogoljub,"http://www.kuvendikosoves.org/?cid=1,158,340&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_4,chamber_2001-11-17,Grupi Parlamentar i KP-së,http://files.parldata.eu/kv/kuvendi/people/mp_BogoljubMilo%C2%9AEvi%C3%A6/image.jpeg,1956-04-09
mp_BojanMitić,Bojan Mitić,Mitić Bojan,Mitić,Bojan,"http://www.kuvendikosoves.org/?cid=1,102,859",2014-07-17,2017-05-10,parliamentary_group_57,chamber_2014-07-17,Lista serbe,http://files.parldata.eu/kv/kuvendi/people/mp_BojanMiti%C4%87/image.jpeg,
mp_BranislavGrbiæ,Branislav Grbiæ,Grbiæ Branislav,Grbiæ,Branislav,"http://www.kuvendikosoves.org/?cid=1,158,631&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_38,chamber_2007-12-13,Grupi për Integrim,http://files.parldata.eu/kv/kuvendi/people/mp_BranislavGrbi%C3%A6/image.jpeg,1957-11-04
mp_BrikendaKryeziu,Brikenda Kryeziu,Kryeziu Brikenda,Kryeziu,Brikenda,"http://www.kuvendikosoves.org/?cid=1,158,416&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_7,chamber_2004-11-23,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BrikendaKryeziu/image.jpeg,1971-10-04
mp_BujarBukoshi,Bujar Bukoshi,Bukoshi Bujar,Bukoshi,Bujar,"http://www.kuvendikosoves.org/?cid=1,158,566&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_26,chamber_2007-12-13,Grupi i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BujarBukoshi/image.jpeg,
mp_BujarDugolli,Bujar Dugolli,Dugolli Bujar,Dugolli,Bujar,"http://www.kuvendikosoves.org/?cid=1,158,607&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_31,chamber_2007-12-13,Pa Grup,http://files.parldata.eu/kv/kuvendi/people/mp_BujarDugolli/image.2.jpeg,1969-10-30
mp_BujarDugolli,Bujar Dugolli,Dugolli Bujar,Dugolli,Bujar,"http://www.kuvendikosoves.org/?cid=1,158,607&secid=102&legid=3",2004-11-23,2007-12-12,parliamentary_group_9,chamber_2004-11-23,Grupi Parlamentar i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BujarDugolli/image.2.jpeg,1969-10-30
mp_BujarDugolli,Bujar Dugolli,Dugolli Bujar,Dugolli,Bujar,"http://www.kuvendikosoves.org/?cid=1,158,607&secid=102&legid=3",2001-11-17,2004-11-23,parliamentary_group_3,chamber_2001-11-17,Grupi Parlamentar i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_BujarDugolli/image.2.jpeg,1969-10-30
mp_BurimRamadani,Burim Ramadani,Ramadani Burim,Ramadani,Burim,"http://www.kuvendikosoves.org/?cid=1,158,763&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_45,chamber_2010-12-12,AAK,http://files.parldata.eu/kv/kuvendi/people/mp_BurimRamadani/image.jpeg,
mp_CvetaVujaèiæ,Cveta Vujaèiæ,Vujaèiæ Cveta,Vujaèiæ,Cveta,"http://www.kuvendikosoves.org/?cid=1,158,343&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_4,chamber_2001-11-17,Grupi Parlamentar i KP-së,http://files.parldata.eu/kv/kuvendi/people/mp_CvetaVuja%C3%A8i%C3%A6/image.jpeg,1951-03-26
mp_DanushAdemi,Danush Ademi,Ademi Danush,Ademi,Danush,"http://www.kuvendikosoves.org/?cid=1,102,1076",2014-07-17,2017-05-10,parliamentary_group_58,chamber_2014-07-17,6+,http://files.parldata.eu/kv/kuvendi/people/mp_DanushAdemi/image.4.jpeg,
mp_DanushAdemi,Danush Ademi,Ademi Danush,Ademi,Danush,"http://www.kuvendikosoves.org/?cid=1,102,1076",2010-12-12,2014-05-07,parliamentary_group_42,chamber_2010-12-12,KKR,http://files.parldata.eu/kv/kuvendi/people/mp_DanushAdemi/image.4.jpeg,
mp_DanushAdemi,Danush Ademi,Ademi Danush,Ademi,Danush,"http://www.kuvendikosoves.org/?cid=1,102,1076",2007-12-13,2010-11-03,parliamentary_group_38,chamber_2007-12-13,Grupi për Integrim,http://files.parldata.eu/kv/kuvendi/people/mp_DanushAdemi/image.4.jpeg,
mp_DautHaradinaj,Daut Haradinaj,Haradinaj Daut,Haradinaj,Daut,"http://www.kuvendikosoves.org/?cid=1,102,964",2014-07-17,2017-05-10,parliamentary_group_60,chamber_2014-07-17,AAK,http://files.parldata.eu/kv/kuvendi/people/mp_DautHaradinaj/image.3.jpeg,
mp_DautHaradinaj,Daut Haradinaj,Haradinaj Daut,Haradinaj,Daut,"http://www.kuvendikosoves.org/?cid=1,102,964",2010-12-12,2014-05-07,parliamentary_group_45,chamber_2010-12-12,AAK,http://files.parldata.eu/kv/kuvendi/people/mp_DautHaradinaj/image.3.jpeg,
mp_DejanMitiæ,Dejan Mitiæ,Mitiæ Dejan,Mitiæ,Dejan,"http://www.kuvendikosoves.org/?cid=1,158,345&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_4,chamber_2001-11-17,Grupi Parlamentar i KP-së,http://files.parldata.eu/kv/kuvendi/people/mp_DejanMiti%C3%A6/image.jpeg,1967-02-18
mp_DemirLima,Demir Lima,Lima Demir,Lima,Demir,"http://www.kuvendikosoves.org/?cid=1,158,456&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_DemirLima/image.jpeg,1973-10-14
mp_DonikaKadaj,Donika Kadaj,Kadaj Donika,Kadaj,Donika,"http://www.kuvendikosoves.org/?cid=1,158,610&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_29,chamber_2007-12-13,Grupi i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_DonikaKadaj/image.jpeg,1979-03-20
mp_DonikaKadajBujupi,Donika Kadaj - Bujupi,Kadaj-Bujupi Donika,Kadaj-Bujupi,Donika,"http://www.kuvendikosoves.org/?cid=1,102,1008",2014-07-17,2017-05-10,parliamentary_group_60,chamber_2014-07-17,AAK,http://files.parldata.eu/kv/kuvendi/people/mp_DonikaKadajBujupi/image.3.jpeg,
mp_DonikaKadajBujupi,Donika Kadaj - Bujupi,Kadaj-Bujupi Donika,Kadaj-Bujupi,Donika,"http://www.kuvendikosoves.org/?cid=1,102,1008",2010-12-12,2014-05-07,parliamentary_group_45,chamber_2010-12-12,AAK,http://files.parldata.eu/kv/kuvendi/people/mp_DonikaKadajBujupi/image.3.jpeg,
mp_DoruntinëMaloku,Doruntinë Maloku,Maloku Doruntinë,Maloku,Doruntinë,"http://www.kuvendikosoves.org/?cid=1,102,839",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_Doruntin%C3%ABMaloku/image.jpeg,
mp_DraganDimić,Dragan Dimić,Dimić Dragan,Dimić,Dragan,"http://www.kuvendikosoves.org/?cid=1,158,640&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_32,chamber_2007-12-13,Grupi i SLS-së,http://files.parldata.eu/kv/kuvendi/people/mp_DraganDimi%C4%87/image.jpeg,1961-03-04
mp_DragiAKrstoviæ,Dragia Krstoviæ,Krstoviæ Dragia,Krstoviæ,Dragia,"http://www.kuvendikosoves.org/?cid=1,158,350&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_4,chamber_2001-11-17,Grupi Parlamentar i KP-së,http://files.parldata.eu/kv/kuvendi/people/mp_Dragi%C2%9AAKrstovi%C3%A6/image.jpeg,
mp_DragiAKrstović,Dragia Krstović,Krstović Dragia,Krstović,Dragia,"http://www.kuvendikosoves.org/?cid=1,158,477&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_11,chamber_2004-11-23,Grupi Parlamentar SLKM,http://files.parldata.eu/kv/kuvendi/people/mp_Dragi%C2%9AAKrstovi%C4%87/image.jpeg,1947-02-11
mp_DragiAMirić,Dragia Mirić,Mirić Dragia,Mirić,Dragia,"http://www.kuvendikosoves.org/?cid=1,158,633&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_38,chamber_2007-12-13,Grupi për Integrim,http://files.parldata.eu/kv/kuvendi/people/mp_Dragi%C2%9AAMiri%C4%87/image.jpeg,1964-01-14
mp_DritaKadriu,Drita Kadriu,Kadriu Drita,Kadriu,Drita,"http://www.kuvendikosoves.org/?cid=1,158,551&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_DritaKadriu/image.jpeg,
mp_DritaMaliqi,Drita Maliqi,Maliqi Drita,Maliqi,Drita,"http://www.kuvendikosoves.org/?cid=1,158,600&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_28,chamber_2007-12-13,Grupi i LDD-së,http://files.parldata.eu/kv/kuvendi/people/mp_DritaMaliqi/image.jpeg,
mp_DritaStatovci,Drita Statovci,Statovci Drita,Statovci,Drita,"http://www.kuvendikosoves.org/?cid=1,158,448&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_DritaStatovci/image.2.jpeg,1945-04-14
mp_DritaStatovci,Drita Statovci,Statovci Drita,Statovci,Drita,"http://www.kuvendikosoves.org/?cid=1,158,448&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_DritaStatovci/image.2.jpeg,1945-04-14
mp_DritonLajçi,Driton Lajçi,Lajçi Driton,Lajçi,Driton,"http://www.kuvendikosoves.org/?cid=1,158,275&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_DritonLaj%C3%A7i/image.jpeg,1971-11-15
mp_DritonTali,Driton Tali,Tali Driton,Tali,Driton,"http://www.kuvendikosoves.org/?cid=1,158,583&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_31,chamber_2007-12-13,Pa Grup,http://files.parldata.eu/kv/kuvendi/people/mp_DritonTali/image.jpeg,
mp_DudaBalje,Duda Balje,Balje Duda,Balje,Duda,"http://www.kuvendikosoves.org/?cid=1,102,1073",2014-07-17,2017-05-10,parliamentary_group_58,chamber_2014-07-17,6+,http://files.parldata.eu/kv/kuvendi/people/mp_DudaBalje/image.3.jpeg,
mp_DudaBalje,Duda Balje,Balje Duda,Balje,Duda,"http://www.kuvendikosoves.org/?cid=1,102,1073",2010-12-12,2014-05-07,parliamentary_group_41,chamber_2010-12-12,Grupi 6+,http://files.parldata.eu/kv/kuvendi/people/mp_DudaBalje/image.3.jpeg,
mp_DEzairMurati,Dezair Murati,Murati Dezair,Murati,Dezair,"http://www.kuvendikosoves.org/?cid=1,158,619&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_30,chamber_2007-12-13,Grupi 7+,http://files.parldata.eu/kv/kuvendi/people/mp_D%C2%9EEzairMurati/image.3.jpeg,1948-06-02
mp_DEzairMurati,Dezair Murati,Murati Dezair,Murati,Dezair,"http://www.kuvendikosoves.org/?cid=1,158,619&secid=102&legid=3",2004-11-23,2007-12-12,parliamentary_group_12,chamber_2004-11-23,Grupi Parlamentar GP 6+,http://files.parldata.eu/kv/kuvendi/people/mp_D%C2%9EEzairMurati/image.3.jpeg,1948-06-02
mp_DEzairMurati,Dezair Murati,Murati Dezair,Murati,Dezair,"http://www.kuvendikosoves.org/?cid=1,158,619&secid=102&legid=3",2001-11-17,2004-11-23,parliamentary_group_5,chamber_2001-11-17,Grupi Parlamentar 'Komunitetet tjera',http://files.parldata.eu/kv/kuvendi/people/mp_D%C2%9EEzairMurati/image.3.jpeg,1948-06-02
mp_EdiShukriu,Edi Shukriu,Shukriu Edi,Shukriu,Edi,"http://www.kuvendikosoves.org/?cid=1,158,116&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_EdiShukriu/image.jpeg,
mp_EditaTahiri,Edita Tahiri,Tahiri Edita,Tahiri,Edita,"http://www.kuvendikosoves.org/?cid=1,158,525&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_EditaTahiri/image.2.jpeg,
mp_EditaTahiri,Edita Tahiri,Tahiri Edita,Tahiri,Edita,"http://www.kuvendikosoves.org/?cid=1,158,525&secid=102&legid=3",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_EditaTahiri/image.2.jpeg,
mp_ElhameHetemi,Elhame Hetemi,Hetemi Elhame,Hetemi,Elhame,"http://www.kuvendikosoves.org/?cid=1,158,552&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_ElhameHetemi/image.jpeg,
mp_ElmiReçica,Elmi Reçica,Reçica Elmi,Reçica,Elmi,"http://www.kuvendikosoves.org/?cid=1,102,889",2014-07-17,2017-05-10,parliamentary_group_54,chamber_2014-07-17,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_ElmiRe%C3%A7ica/image.2.jpeg,
mp_ElmiReçica,Elmi Reçica,Reçica Elmi,Reçica,Elmi,"http://www.kuvendikosoves.org/?cid=1,102,889",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_ElmiRe%C3%A7ica/image.2.jpeg,
mp_EmilijaRedEpi,Emilija Redepi,Redepi Emilija,Redepi,Emilija,"http://www.kuvendikosoves.org/?cid=1,158,778&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_42,chamber_2010-12-12,KKR,http://files.parldata.eu/kv/kuvendi/people/mp_EmilijaRed%C2%9EEpi/image.jpeg,
mp_EminGërbeshi,Emin Gërbeshi,Gërbeshi Emin,Gërbeshi,Emin,"http://www.kuvendikosoves.org/?cid=1,158,800&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_40,chamber_2010-12-12,Grupi i Vetëvendosjes,http://files.parldata.eu/kv/kuvendi/people/mp_EminG%C3%ABrbeshi/image.jpeg,
mp_EminKrasniqi,Emin Krasniqi,Krasniqi Emin,Krasniqi,Emin,"http://www.kuvendikosoves.org/?cid=1,158,459&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_EminKrasniqi/image.2.jpeg,1957-07-15
mp_EminKrasniqi,Emin Krasniqi,Krasniqi Emin,Krasniqi,Emin,"http://www.kuvendikosoves.org/?cid=1,158,459&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_EminKrasniqi/image.2.jpeg,1957-07-15
mp_EmrushXhemajli,Emrush Xhemajli,Xhemajli Emrush,Xhemajli,Emrush,"http://www.kuvendikosoves.org/?cid=1,158,535&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_31,chamber_2007-12-13,Pa Grup,http://files.parldata.eu/kv/kuvendi/people/mp_EmrushXhemajli/image.2.jpeg,1959-05-01
mp_EmrushXhemajli,Emrush Xhemajli,Xhemajli Emrush,Xhemajli,Emrush,"http://www.kuvendikosoves.org/?cid=1,158,535&secid=102&legid=3",2004-11-23,2007-12-12,parliamentary_group_20,chamber_2004-11-23,Pa Grup Parlamentar,http://files.parldata.eu/kv/kuvendi/people/mp_EmrushXhemajli/image.2.jpeg,1959-05-01
mp_EnisKervan,Enis Kervan,Kervan Enis,Kervan,Enis,"http://www.kuvendikosoves.org/?cid=1,158,660&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_41,chamber_2010-12-12,Grupi 6+,http://files.parldata.eu/kv/kuvendi/people/mp_EnisKervan/image.2.jpeg,
mp_EnisKervan,Enis Kervan,Kervan Enis,Kervan,Enis,"http://www.kuvendikosoves.org/?cid=1,158,660&secid=102&legid=4",2007-12-13,2010-11-03,parliamentary_group_30,chamber_2007-12-13,Grupi 7+,http://files.parldata.eu/kv/kuvendi/people/mp_EnisKervan/image.2.jpeg,
mp_EnverHoti,Enver Hoti,Hoti Enver,Hoti,Enver,"http://www.kuvendikosoves.org/?cid=1,102,943",2014-07-17,2017-05-10,parliamentary_group_59,chamber_2014-07-17,NISMA,http://files.parldata.eu/kv/kuvendi/people/mp_EnverHoti/image.jpeg,
mp_EnverHoxhaj,Enver Hoxhaj,Hoxhaj Enver,Hoxhaj,Enver,"http://www.kuvendikosoves.org/?cid=1,102,965",2014-07-17,2017-05-10,parliamentary_group_54,chamber_2014-07-17,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_EnverHoxhaj/image.4.jpeg,
mp_EnverHoxhaj,Enver Hoxhaj,Hoxhaj Enver,Hoxhaj,Enver,"http://www.kuvendikosoves.org/?cid=1,102,965",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_EnverHoxhaj/image.4.jpeg,
mp_EnverHoxhaj,Enver Hoxhaj,Hoxhaj Enver,Hoxhaj,Enver,"http://www.kuvendikosoves.org/?cid=1,102,965",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_EnverHoxhaj/image.4.jpeg,
mp_EqremKryeziu,Eqrem Kryeziu,Kryeziu Eqrem,Kryeziu,Eqrem,"http://www.kuvendikosoves.org/?cid=1,158,715&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_44,chamber_2010-12-12,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_EqremKryeziu/image.2.jpeg,
mp_EqremKryeziu,Eqrem Kryeziu,Kryeziu Eqrem,Kryeziu,Eqrem,"http://www.kuvendikosoves.org/?cid=1,158,715&secid=102&legid=4",2007-12-13,2010-11-03,parliamentary_group_26,chamber_2007-12-13,Grupi i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_EqremKryeziu/image.2.jpeg,
mp_EsadDauti,Esad Dauti,Dauti Esad,Dauti,Esad,"http://www.kuvendikosoves.org/?cid=1,158,153&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_EsadDauti/image.jpeg,1937-06-05
mp_EsatBrajshori,Esat Brajshori,Brajshori Esat,Brajshori,Esat,"http://www.kuvendikosoves.org/?cid=1,158,587&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_27,chamber_2007-12-13,Grupi i AKR-së,http://files.parldata.eu/kv/kuvendi/people/mp_EsatBrajshori/image.jpeg,
mp_Et'hemÇeku,Et'hem Çeku,Çeku Et'hem,Çeku,Et'hem,"http://www.kuvendikosoves.org/?cid=1,158,471&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_9,chamber_2004-11-23,Grupi Parlamentar i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_Et%27hem%C3%87eku/image.jpeg,1962-10-01
mp_EtemArifi,Etem Arifi,Arifi Etem,Arifi,Etem,"http://www.kuvendikosoves.org/?cid=1,102,1075",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_EtemArifi/image.4.jpeg,
mp_EtemArifi,Etem Arifi,Arifi Etem,Arifi,Etem,"http://www.kuvendikosoves.org/?cid=1,102,1075",2010-12-12,2014-05-07,parliamentary_group_46,chamber_2010-12-12,SLS,http://files.parldata.eu/kv/kuvendi/people/mp_EtemArifi/image.4.jpeg,
mp_EtemArifi,Etem Arifi,Arifi Etem,Arifi,Etem,"http://www.kuvendikosoves.org/?cid=1,102,1075",2007-12-13,2010-11-03,parliamentary_group_32,chamber_2007-12-13,Grupi i SLS-së,http://files.parldata.eu/kv/kuvendi/people/mp_EtemArifi/image.4.jpeg,
mp_EthemÇeku,Ethem Çeku,Çeku Ethem,Çeku,Ethem,"http://www.kuvendikosoves.org/?cid=1,158,602&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_29,chamber_2007-12-13,Grupi i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_Ethem%C3%87eku/image.jpeg,
mp_ExhlaleSalihu,Exhlale Salihu,Salihu Exhlale,Salihu,Exhlale,"http://www.kuvendikosoves.org/?cid=1,158,267&secid=102&legid=1",2014-07-17,2017-05-10,parliamentary_group_56,chamber_2014-07-17,Lëvizja Vetëvendosje,http://files.parldata.eu/kv/kuvendi/people/mp_ExhlaleSalihu/image.jpeg,1949-12-01
mp_ExhlaleSalihu,Exhlale Salihu,Salihu Exhlale,Salihu,Exhlale,"http://www.kuvendikosoves.org/?cid=1,158,267&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_ExhlaleSalihu/image.jpeg,1949-12-01
mp_FadilBeka,Fadil Beka,Beka Fadil,Beka,Fadil,"http://www.kuvendikosoves.org/?cid=1,102,892",2014-07-17,2017-05-10,parliamentary_group_54,chamber_2014-07-17,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_FadilBeka/image.jpeg,
mp_FadilDemaku,Fadil Demaku,Demaku Fadil,Demaku,Fadil,"http://www.kuvendikosoves.org/?cid=1,102,932",2014-07-17,2017-05-10,parliamentary_group_54,chamber_2014-07-17,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_FadilDemaku/image.2.png,
mp_FadilDemaku,Fadil Demaku,Demaku Fadil,Demaku,Fadil,"http://www.kuvendikosoves.org/?cid=1,102,932",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_FadilDemaku/image.2.png,
mp_FadilGashi,Fadil Gashi,Gashi Fadil,Gashi,Fadil,"http://www.kuvendikosoves.org/?cid=1,158,430&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_7,chamber_2004-11-23,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FadilGashi/image.jpeg,1968-06-10
mp_FadilGeci,Fadil Geci,Geci Fadil,Geci,Fadil,"http://www.kuvendikosoves.org/?cid=1,158,400&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_24,chamber_2004-11-23,Grupi Parlamentar i LDD-së,http://files.parldata.eu/kv/kuvendi/people/mp_FadilGeci/image.2.jpeg,1961-03-19
