id,honorific_prefix,name,email,image,identifier__peoples_assembly
dikeledi-rebecca-tsotetsi,Ms,Dikeledi Rebecca Tsotetsi,dtsotetsi@parliament.gov.za,https://www.pa.org.za/media_root/cache/cb/04/cb04e8ca2e4564fbb6c29605be776d58.jpg,983
dikeledi-rosemary-direko,"",Dikeledi Rosemary Direko,"",https://www.pa.org.za/static/images/person-210x210.jpg,13062
dikgang-mathews-stock,Mr,Dikgang Mathews Stock,dstock@parliament.gov.za,https://www.pa.org.za/media_root/cache/2b/57/2b57d497d3306ae1306a8bc5d70099a1.jpg,4584
diliza-lucky-twala,Mr,Diliza Lucky Twala,"",https://www.pa.org.za/media_root/cache/7b/be/7bbe4ddc4bc56bb2e5deeb3ebdb67a29.jpg,6897
dion-travers-george,Dr,Dion George,diontgeorge@gmail.com,https://www.pa.org.za/media_root/cache/7a/4e/7a4ec5b6c466dd30c4cdce8bad59391f.jpg,638
dion-travers-george,Dr,Dion George,diontgeorge@gmail.com,https://www.pa.org.za/media_root/cache/7a/4e/7a4ec5b6c466dd30c4cdce8bad59391f.jpg,638
dirk-jan-stubbe,Mr,Dirk Jan Stubbe,dstubbe@parliament.gov.za ; stubbedj@gmail.com,https://www.pa.org.za/media_root/cache/1d/54/1d54e552cec534ab96e81bae597087d0.jpg,958
donald-mlindwa-gumede,Mr,Donald Mlindwa Gumede,dgumede@parliament.gov.za,https://www.pa.org.za/media_root/cache/23/fe/23fe4fbe0297d50ec21f87369f1d4d91.jpg,648
dorries-eunice-dlakude,Ms,Dorries Eunice Dlakude,doris.dlakude@gmail.com,https://www.pa.org.za/media_root/cache/2f/48/2f48a5a308de74f694deda872efae372.jpg,602
dorries-eunice-dlakude,Ms,Dorries Eunice Dlakude,doris.dlakude@gmail.com,https://www.pa.org.za/media_root/cache/2f/48/2f48a5a308de74f694deda872efae372.jpg,602
dudu-hellen-mathebe,Ms,Dudu Hellen Mathebe,dmathebe@parliament.gov.za ; mathebedudu@gmail.com,https://www.pa.org.za/media_root/cache/71/d5/71d56d1cad66afc54467e0975b650115.jpg,756
duduzile-patricia-sibiya,"",Duduzile Patricia Sibiya,"",https://www.pa.org.za/static/images/person-210x210.jpg,4302
duduzile-promise-manana,Ms,Duduzile Promise Manana,dpmanana@gmail.com,https://www.pa.org.za/media_root/cache/94/62/9462d3516ec1549b055d6325e561b29c.jpg,4319
duma-moses-nkosi,"",Duma Moses Nkosi,"",https://www.pa.org.za/static/images/person-210x210.jpg,13277
dumisani-dennis-gamede,Mr,Dennis Dumisani Gamede,dumisanigamede313@gmail.com,https://www.pa.org.za/media_root/cache/20/4e/204e126624ae359290df9077a56fea53.jpg,1031
dumisani-fannie-mthenjane,"",Dumisani Fannie Mthenjane,"",https://www.pa.org.za/static/images/person-210x210.jpg,11303
ebrahim-ismail-ebrahim,Mr,Ebrahim Ismail Ebrahim,eebrahim@parliament.gov.za,https://www.pa.org.za/media_root/cache/c1/46/c146307dbe8251b4eb73072654c3c031.jpg,618
ebrahim-patel,Mr,Ebrahim Patel,"",https://www.pa.org.za/media_root/cache/53/30/5330bccad15dd5386a480913020046e8.jpg,540
ebrahim-patel,Mr,Ebrahim Patel,"",https://www.pa.org.za/media_root/cache/53/30/5330bccad15dd5386a480913020046e8.jpg,540
eleanore-rochelle-jacquelene-spies,"",Eleanore Rochelle Jacquelene Spies,eleanorebouw@gmail.com,https://www.pa.org.za/static/images/person-210x210.jpg,14993
elizabeth-dipuo-peters,Ms,Dipuo Peters,"",https://www.pa.org.za/media_root/cache/23/1f/231fed6850c35454e61a03072761be12.jpg,888
elizabeth-dipuo-peters,Ms,Dipuo Peters,"",https://www.pa.org.za/media_root/cache/23/1f/231fed6850c35454e61a03072761be12.jpg,888
elizabeth-koena-mmanoko-masehela,Ms,Elizabeth Koena Mmanoko Masehela,emasehela@parliament.gov.za,https://www.pa.org.za/media_root/cache/c6/39/c6392f23f8d26a47bce0bea66c9e2951.jpg,4310
elizabeth-thabethe,Ms,Elizabeth Thabethe,nsifanele@tourism.gov.za,https://www.pa.org.za/media_root/cache/ac/fb/acfbc4042f5efa3e7e34d6cafbc4ca5b.jpg,967
ellen-nnana-ntsitse-molekane,"",Ellen Molekane,GrettaL@ssa.gov.za,https://www.pa.org.za/media_root/cache/7d/e3/7de3600d0221722214b181c3a3b0461e.jpg,4205
elphas-mfakazeleni-buthelezi,"",Elphas Mfakazeleni Buthelezi,ebuthelezi@parliament.gov.za,https://www.pa.org.za/media_root/cache/8b/22/8b22e1b201753db78885a377d267d5e7.jpg,7457
elphas-mfakazeleni-buthelezi,"",Elphas Mfakazeleni Buthelezi,ebuthelezi@parliament.gov.za,https://www.pa.org.za/media_root/cache/8b/22/8b22e1b201753db78885a377d267d5e7.jpg,7457
elphus-fani-mathebula,"",Elphus Fani Mathebula,"",https://www.pa.org.za/static/images/person-210x210.jpg,14409
elsabe-natasha-louw,Ms,Elsabe Natasha Ntlangwini,elouw@parliament.gov.za ; tashalouw@gmail.com,https://www.pa.org.za/media_root/cache/c4/71/c471335c1002d8edd314184532af3468.jpg,6684
elsabe-natasha-louw,Ms,Elsabe Natasha Ntlangwini,elouw@parliament.gov.za ; tashalouw@gmail.com,https://www.pa.org.za/media_root/cache/c4/71/c471335c1002d8edd314184532af3468.jpg,6684
elsie-mmathulare-coleman,Ms,Elsie Mmathulare Coleman,ecoleman@parliament.gov.za,https://www.pa.org.za/media_root/cache/91/07/9107ca5968852abec8628a2d49696e7f.jpg,584
elvis-kholwana-siwela,Mr,Elvis Kholwana Siwela,esiwela@parliament.gov.za,https://www.pa.org.za/media_root/cache/c6/32/c632e8eb1c71cdef9b873f235e7b7b94.jpg,4322
elvis-kholwana-siwela,Mr,Elvis Kholwana Siwela,esiwela@parliament.gov.za,https://www.pa.org.za/media_root/cache/c6/32/c632e8eb1c71cdef9b873f235e7b7b94.jpg,4322
emma-louise-powell,"",Emma Louise Powell,powellemmalouise@gmail.com,https://www.pa.org.za/static/images/person-210x210.jpg,14996
emmanuel-nkosinathi-mthethwa,Mr,Nathi Mthethwa,leonahs@dac.gov.za,https://www.pa.org.za/media_root/cache/b2/d3/b2d3517251d1efcbc9c39b56b6f4c654.jpg,829
emmanuel-nkosinathi-mthethwa,Mr,Nathi Mthethwa,leonahs@dac.gov.za,https://www.pa.org.za/media_root/cache/b2/d3/b2d3517251d1efcbc9c39b56b6f4c654.jpg,829
emmanuel-ramaotoana-kebby-maphatsoe,Mr,Kebby Maphatsoe,"",https://www.pa.org.za/media_root/cache/42/6e/426e55dc450820252a0f77da164d94c1.jpg,4199
emmanuel-ramaotoana-kebby-maphatsoe,Mr,Kebby Maphatsoe,"",https://www.pa.org.za/media_root/cache/42/6e/426e55dc450820252a0f77da164d94c1.jpg,4199
enock-muzi-mthethwa,Mr,Enock Muzi Mthethwa,emthethwa@parliament.gov.za,https://www.pa.org.za/media_root/cache/50/2d/502d25d7e8109ad6aff89ded09ef47af.jpg,828
erik-johannes-marais,Mr,Erik Johannes Marais,emarais@parliament.gov.za,https://www.pa.org.za/media_root/cache/98/43/9843e47045e3fb0389e22cca7dba470f.jpg,743
erik-johannes-marais,Mr,Erik Johannes Marais,emarais@parliament.gov.za,https://www.pa.org.za/media_root/cache/98/43/9843e47045e3fb0389e22cca7dba470f.jpg,743
ernest-thokozani-myeni,"",Ernest Thokozani Myeni,"",https://www.pa.org.za/static/images/person-210x210.jpg,13746
es-mchunu,Mr,Edward Senzo Mchunu,"",https://www.pa.org.za/media_root/cache/89/41/894146e5b198fd59e55b73f1d98dc5d4.jpg,1882
evelyn-rayne-wilson,Ms,Evelyn Rayne Wilson,ewilson@parliament.gov.za ; wilsonworx@webmail.com,https://www.pa.org.za/media_root/cache/83/32/8332209d69a14c4cf32a898f34ae546e.jpg,6211
evelyn-rayne-wilson,Ms,Evelyn Rayne Wilson,ewilson@parliament.gov.za ; wilsonworx@webmail.com,https://www.pa.org.za/media_root/cache/83/32/8332209d69a14c4cf32a898f34ae546e.jpg,6211
ezekiel-kekana,Mr,Ezekiel Kekana,ekekana@parliament.gov.za ; saki@ekurhuleni.gov.za,https://www.pa.org.za/media_root/cache/1c/45/1c450e3278b582cb1d8de28e42eaf18a.jpg,4276
faiez-jacobs,"",Faiez Jacobs,"",https://www.pa.org.za/static/images/person-210x210.jpg,14861
fatima-ismail-chohan,Ms,Fatima Chohan,sunita.dalla@dha.gov.za,https://www.pa.org.za/media_root/cache/8c/74/8c740393cfad509c356cd61196ef31b9.jpg,581
fezeka-sister-loliwe,Ms,Fezeka Sister Loliwe,floliwe@parliament.gov.za,https://www.pa.org.za/media_root/cache/44/70/447069190d159579674cea32d5d48073.jpg,4259
fezile-bhengu,Mr,Fezile Bhengu,fbhengu@parliament.gov.za ; fezz@mweb.co.za,https://www.pa.org.za/media_root/cache/31/1a/311a663c381f25395a6b2dc00df0c96d.jpg,554
fikile-andiswa-masiko,"",Fikile Andiswa Masiko,"",https://www.pa.org.za/static/images/person-210x210.jpg,10280
fikile-april-mbalula,Mr,Fikile Mbalula,"",https://www.pa.org.za/media_root/cache/86/86/86864effb337205cba6de3944ab8a441.jpg,770
fikile-april-mbalula,Mr,Fikile Mbalula,"",https://www.pa.org.za/media_root/cache/86/86/86864effb337205cba6de3944ab8a441.jpg,770
fikile-xasa,"",Fikile Devilliers Xasa,ntombesine.ndabeni@eccogta.gov.za ; fikilexasa@gmail.com,https://www.pa.org.za/media_root/cache/31/3c/313c394a361677f142325a04b2d5b8ba.jpg,1386
fikile-zachariah-majola,Mr,Fikile Zachariah Majola,fmajola@parliament.gov.za,https://www.pa.org.za/media_root/cache/46/72/46722937aaeee026b1c3e1e9ce1af756.jpg,4189
fikile-zachariah-majola,Mr,Fikile Zachariah Majola,fmajola@parliament.gov.za,https://www.pa.org.za/media_root/cache/46/72/46722937aaeee026b1c3e1e9ce1af756.jpg,4189
francois-beukman,Mr,Francois Beukman,fbeukman@parliament.gov.za ; fbeukman@mweb.co.za,https://www.pa.org.za/media_root/cache/85/fe/85fe0ab655d2ce781c92fc89150edd7a.jpg,4340
freddie-adams,Mr,Freddie Adams,fadams@parliament.gov.za,https://www.pa.org.za/media_root/cache/7c/54/7c543854f894b00a9e6abc6872fc78ea.jpg,1019
frederik-mulder,"",Frederik Jacobus Mulder,fmulder@gpl.gov.za,https://www.pa.org.za/static/images/person-210x210.jpg,1388
gaolatlhe-godfrey-oliphant,Mr,Godfrey Oliphant,kefilwe.chibogo@dmr.gov.za,https://www.pa.org.za/media_root/cache/db/c1/dbc1d456cf54a6537ef73cb8f671bebb.jpg,881
gavin-richard-davis,Mr,Gavin Richard Davis,gavdavis@gmail.com,https://www.pa.org.za/media_root/cache/49/dc/49dc3c01478707ddd38b3ea1213c1ced.jpg,6205
geordin-gwyn-hill-lewis,Mr,Geordin Gwyn Hill-Lewis,geordinh@da.org.za,https://www.pa.org.za/media_root/cache/ea/7d/ea7d060857cc1068af613b03a80e0651.jpg,656
geordin-gwyn-hill-lewis,Mr,Geordin Gwyn Hill-Lewis,geordinh@da.org.za,https://www.pa.org.za/media_root/cache/ea/7d/ea7d060857cc1068af613b03a80e0651.jpg,656
gerhardus-cornelius-oosthuizen,Mr,Gerhardus Oosthuizen,ters@srsa.gov.za,https://www.pa.org.za/media_root/cache/b4/0e/b40ef7f4e97aec240fb70878a78b5aa4.jpg,883
gerhardus-willem-koornhof,Dr,Gerhardus Willem Koornhof,gkoornhof@parliament.gov.za ; gkoornho@mweb.co.za,https://www.pa.org.za/media_root/cache/75/dd/75dd08ef7276ff063cd4b9bf9ab0f2af.jpg,683
gerhardus-willem-koornhof,Dr,Gerhardus Willem Koornhof,gkoornhof@parliament.gov.za ; gkoornho@mweb.co.za,https://www.pa.org.za/media_root/cache/75/dd/75dd08ef7276ff063cd4b9bf9ab0f2af.jpg,683
ghaleb-cachalia,"",Ghaleb Cachalia,gcachalia@parliament.gov.za ; gkyc@icon.co.za,https://www.pa.org.za/media_root/cache/62/37/623703fdb1fb19ff6f98c7ef6c3f1946.jpg,9660
ghaleb-cachalia,"",Ghaleb Cachalia,gcachalia@parliament.gov.za ; gkyc@icon.co.za,https://www.pa.org.za/media_root/cache/62/37/623703fdb1fb19ff6f98c7ef6c3f1946.jpg,9660
gijimani-jim-skosana,Mr,Gijimani Jim Skosana,gskosana@parliament.gov.za,https://www.pa.org.za/media_root/cache/b4/78/b4788db9286be4d69708db5a04dad950.jpg,9667
gijimani-jim-skosana,Mr,Gijimani Jim Skosana,gskosana@parliament.gov.za,https://www.pa.org.za/media_root/cache/b4/78/b4788db9286be4d69708db5a04dad950.jpg,9667
girly-namhla-nobanda,Ms,Girly Namhla Nobanda,gnobanda@parliament.gov.za,https://www.pa.org.za/media_root/cache/8e/32/8e32788e6071dd96ec7d6f09ffe7e493.jpg,4329
gizella-opperman,"",Gizella Opperman,platinum4life@gmail.com,https://www.pa.org.za/static/images/person-210x210.jpg,6330
gloria-bukiwe-fanta,"",Gloria Bukiwe Fanta,"",https://www.pa.org.za/media_root/cache/e3/22/e3228ec8ab11bc5ead4501dc75d17957.jpg,4374
glynnis-breytenbach,Adv,Glynnis Breytenbach,gbreytenbach@parliament.gov.za ; glynis.breytenbach@gmail.com,https://www.pa.org.za/media_root/cache/67/08/67081644c9ae904cf370952f498826c9.jpg,6208
glynnis-breytenbach,Adv,Glynnis Breytenbach,gbreytenbach@parliament.gov.za ; glynis.breytenbach@gmail.com,https://www.pa.org.za/media_root/cache/67/08/67081644c9ae904cf370952f498826c9.jpg,6208
godrich-ahmed-gardee,Mr,Godrich Ahmed Gardee,ggardee@parliament.gov.za ; gardeeg@vodamail.co.za ; effmastermail@gmail.com,https://www.pa.org.za/media_root/cache/0a/84/0a849a9cd6640abc682ea8d0fe384ac2.jpg,6679
godrich-ahmed-gardee,Mr,Godrich Ahmed Gardee,ggardee@parliament.gov.za ; gardeeg@vodamail.co.za ; effmastermail@gmail.com,https://www.pa.org.za/media_root/cache/0a/84/0a849a9cd6640abc682ea8d0fe384ac2.jpg,6679
goodwill-sbusiso-radebe,Mr,Goodwill Sbusiso Radebe,"",https://www.pa.org.za/media_root/cache/c1/0b/c10b6bee947165e9bb77bdaca570ece8.jpg,900
gordon-gcinikhaya-mpumza,"",Gordon Gcinikhaya Mpumza,"",https://www.pa.org.za/static/images/person-210x210.jpg,4385
gordon-mackay,Mr,Gordon Mackay,gordon_mackay@outlook.com,https://www.pa.org.za/media_root/cache/c3/f2/c3f24edc1dbc088c15d506cec5736a87.jpg,6225
grace-kekulu-tseke,Ms,Grace Kekulu Tseke,gtseke@parliament.gov.za,https://www.pa.org.za/media_root/cache/12/27/1227ab5846dea646e9efb453bb680198.jpg,977
grace-kekulu-tseke,Ms,Grace Kekulu Tseke,gtseke@parliament.gov.za,https://www.pa.org.za/media_root/cache/12/27/1227ab5846dea646e9efb453bb680198.jpg,977
grace-naledi-mandisa-pandor,Dr,Naledi Pandor,Parl@foreign.gov.za ; Minister@dirco.gov.za,https://www.pa.org.za/media_root/cache/51/5b/515b39643c6c35d6ef013be04afe4b63.jpg,886
grace-naledi-mandisa-pandor,Dr,Naledi Pandor,Parl@foreign.gov.za ; Minister@dirco.gov.za,https://www.pa.org.za/media_root/cache/51/5b/515b39643c6c35d6ef013be04afe4b63.jpg,886
gratitude-magwanishe,Mr,Gratitude Magwanishe,NNdikandika@thedti.gov.za,https://www.pa.org.za/media_root/cache/8d/ae/8dae10551ef2cd11c1e296a5f535191c.jpg,724
gratitude-magwanishe,Mr,Gratitude Magwanishe,NNdikandika@thedti.gov.za,https://www.pa.org.za/media_root/cache/8d/ae/8dae10551ef2cd11c1e296a5f535191c.jpg,724
gregory-allen-grootboom,Mr,Gregory Allen Grootboom,advisior.gag@gmail.com,https://www.pa.org.za/media_root/cache/29/29/2929658ca496d5989b3c6b0ea0eeace5.jpg,6200
gregory-rudy-krumbock,Mr,Gregory Rudy Krumbock,gkrumbock@parliament.gov.za ; gregk@da.org.za,https://www.pa.org.za/media_root/cache/07/17/0717e234176ef6e80d7f9841a9ae153d.jpg,688
gregory-rudy-krumbock,Mr,Gregory Rudy Krumbock,gkrumbock@parliament.gov.za ; gregk@da.org.za,https://www.pa.org.za/media_root/cache/07/17/0717e234176ef6e80d7f9841a9ae153d.jpg,688
gugile-ernest-nkwinti,Mr,Gugile Nkwinti,PitsoC@dwa.gov.za,https://www.pa.org.za/media_root/cache/06/4f/064f4753fbb31930ca169f3f83564a18.jpg,862
gwede-mantashe,"",Gwede Mantashe,Mandisi.Mavata@dmr.gov.za,https://www.pa.org.za/media_root/cache/a8/df/a8dff2a06c83d98cc1d1f75aca2cdbd8.jpg,9672
gwede-mantashe,"",Gwede Mantashe,Mandisi.Mavata@dmr.gov.za,https://www.pa.org.za/media_root/cache/a8/df/a8dff2a06c83d98cc1d1f75aca2cdbd8.jpg,9672
hannah-shameema-winkler,"",Hannah Shameema Winkler,hannahwmp@gmail.com,https://www.pa.org.za/static/images/person-210x210.jpg,11148
haseena-ismail,"",Haseena Ismail,haseenabanu.ismail@ekurhuleni.gov.za,https://www.pa.org.za/static/images/person-210x210.jpg,11122
heinrich-cyril-volmink,Dr,Heinrich Cyril Volmink,"",https://www.pa.org.za/media_root/cache/2e/98/2e982998dd79e6d440de07b8abf49614.jpg,6223
heinrich-giovanni-april,"",Heinrich Giovanni April,"",https://www.pa.org.za/static/images/person-210x210.jpg,13281
hellen-boikhutso-kekana,Ms,Hellen Boikhutso Kekana,bkekana@parliament.gov.za,https://www.pa.org.za/media_root/cache/ff/15/ff1511c34822fe9a29c1b92160ac48e8.jpg,4330
helmar-bokkie-geyer,"",Helmar Philip Geyer,bokkiegeyer@gmail.com,https://www.pa.org.za/static/images/person-210x210.jpg,1399
heloise-jordaan,"",Heloise Jordaan,"",https://www.pa.org.za/static/images/person-210x210.jpg,12400
hendrietta-ipeleng-bogopane-zulu,Ms,Henrietta Bogopane-Zulu,HlangananiM@dsd.gov.za,https://www.pa.org.za/media_root/cache/0f/eb/0feb2cd2b158f1eb37befd4a852471cc.jpg,559
hendrietta-ipeleng-bogopane-zulu,Ms,Henrietta Bogopane-Zulu,HlangananiM@dsd.gov.za,https://www.pa.org.za/media_root/cache/0f/eb/0feb2cd2b158f1eb37befd4a852471cc.jpg,559
hendrik-christiaan-crafford-kruger,Mr,Hendrik Christiaan Crafford Krüger,smme@mweb.co.za,https://www.pa.org.za/media_root/cache/99/84/998487991504e8879efebae6e7d9ed3c.jpg,6219
hendrik-christiaan-crafford-kruger,Mr,Hendrik Christiaan Crafford Krüger,smme@mweb.co.za,https://www.pa.org.za/media_root/cache/99/84/998487991504e8879efebae6e7d9ed3c.jpg,6219
hendrik-cornelius-schmidt,Adv,Hendrik Cornelus Schmidt,hcschmidt@mweb.co.za,https://www.pa.org.za/media_root/cache/65/1e/651eb908b44a221b5a1fb3385b5ae02c.jpg,914
henry-andries-shembeni,"",Henry Andries Shembeni,"",https://www.pa.org.za/static/images/person-210x210.jpg,11306
hermanus-bernadus-groenewald,Mr,Hermanus Bernadus Groenewald,hgroenewald@parliament.gov.za ; hermangroenewald@telkomsa.net,https://www.pa.org.za/media_root/cache/6d/ff/6dffaf02c8041c045400e563e49f5294.jpg,1032
hildah-vangile-nyambi,"",Hildah Vangile Nyambi,hnyambi@parliament.gov.za,https://www.pa.org.za/media_root/cache/b8/67/b867befdf64ed08bbbf2ef3b8c9e5117.jpg,4208
hildegard-sonja-boshoff,Ms,Hildegard Sonja Boshoff,sonjahboshoff56@gmail.com,https://www.pa.org.za/media_root/cache/0f/ee/0fee0a4c26b068f196a65fa77ff9e308.jpg,6207
hisamodien-mohamed,"",Hisamodien Mohamed,"",https://www.pa.org.za/static/images/person-210x210.jpg,14860
hlakudi-frans-nkoana,Mr,Hlakudi Frans Nkoana,"",https://www.pa.org.za/media_root/cache/c3/73/c373c0c2d4ca4c72e3e5c735b73bfa92.jpg,4321
hlanganani-siphelele-gumbi,Mr,Hlanganani Siphelele Gumbi,siphelelegumbi@gmail.com,https://www.pa.org.za/media_root/cache/60/0a/600a17b22820c737908cd3fdac28f0c2.jpg,6507
hlayiseka-crucief-chewane,"",Hlayiseka Crucief Chewane,"",https://www.pa.org.za/media_root/cache/1f/69/1f691145c43616c62b6148a64dfebc02.jpg,6695
hlengiwe-buhle-mkhize,Prof,Hlengiwe Mkhize,behlem@mweb.co.za,https://www.pa.org.za/media_root/cache/ea/6b/ea6b0b832793e9800423956a06b8f111.jpg,788
hlengiwe-buhle-mkhize,Prof,Hlengiwe Mkhize,behlem@mweb.co.za,https://www.pa.org.za/media_root/cache/ea/6b/ea6b0b832793e9800423956a06b8f111.jpg,788
hlengiwe-octavia-hlophe,Ms,Hlengiwe Octavia Mkhaliphi,Hlengiwe44maxon@gmail.com ; effmastermail@gmail.com,https://www.pa.org.za/media_root/cache/86/dd/86ddc7f4d115713cfb1de4cb664871c6.jpg,6678
hlengiwe-octavia-hlophe,Ms,Hlengiwe Octavia Mkhaliphi,Hlengiwe44maxon@gmail.com ; effmastermail@gmail.com,https://www.pa.org.za/media_root/cache/86/dd/86ddc7f4d115713cfb1de4cb664871c6.jpg,6678
hlomane-chauke,"",Hlomane Patrick Chauke,pchauke@parliament.gov.za,https://www.pa.org.za/media_root/cache/7d/60/7d60e4c87ca063dfae01184db2f8e950.jpg,1395
hlomela-bucwa,Ms,Hlomela Bucwa,h.bucwa@gmail.com,https://www.pa.org.za/media_root/cache/5f/2e/5f2e480103a05a1db42dd9ad03936842.jpg,9650
hope-helene-malgas,Ms,Hope Helene Malgas,hmalgas@parliament.gov.za,https://www.pa.org.za/media_root/cache/81/3b/813b68da2f13ec1010b0a88432646ccf.jpg,732
humphrey-maxegwana,Mr,Comely Humphrey Maqocwa Maxegwana,hmaxegwana@parliament.gov.za,https://www.pa.org.za/media_root/cache/3c/36/3c36a948c6e590228ee549c4ff6609a1.jpg,1402
humphrey-mmemezi,Mr,Humphrey Mdumzeli Zondelele Mmemezi,hmmemezi@parliament.gov.za,https://www.pa.org.za/media_root/cache/62/37/62378a26b1a84feeb242508cb4cdd20c.jpg,1403
ian-michael-ollis,Mr,Ian Michael Ollis,anollis@tlantic.net,https://www.pa.org.za/media_root/cache/e8/a6/e8a63e3c18ee06fad88cd0edf15ea7ea.jpg,882
ignatius-michael-groenewald,"",Ignatius Michael Groenewald,"",https://www.pa.org.za/static/images/person-210x210.jpg,9305
imamile-aubin-pikinini,Mr,Imamile Aubin Pikinini,ipikinini@parliament.gov.za,https://www.pa.org.za/media_root/cache/a6/9d/a69d958e1477bfe7ccee3a759ee5c35f.jpg,1404
isaac-sello-seitlholo,"",Isaac Sello Seitlholo,sellos@da.org.za,https://www.pa.org.za/static/images/person-210x210.jpg,11170
itiseng-kenneth-morolong,"",Itiseng Kenneth Morolong,"",https://www.pa.org.za/static/images/person-210x210.jpg,14598
itumeleng-mosala,Mr,Itumeleng Mosala,"",https://www.pa.org.za/media_root/cache/14/a7/14a7fd4470d48efd7be837bca87030d8.jpg,4331
jabulane-joseph-dube,"",Jabulane Joseph Dube,jdube@parliament.gov.za,https://www.pa.org.za/media_root/cache/27/a3/27a3a754af454acaef3e9dd500c43a9d.jpg,4210
jabulani-lukas-mahlangu,Mr,Jabulani Lukas Mahlangu,jmahlangu@parliament.gov.za ; mahlangu.il@gmail.com,https://www.pa.org.za/media_root/cache/23/a4/23a42b25ec3a713a88d14cd7ffc5066f.jpg,4198
jabulile-cynthia-nightingale-mkhwanazi,"",Jabulile Cynthia Nightingale Mkhwanazi,"",https://www.pa.org.za/static/images/person-210x210.jpg,13741
jackson-mphikwa-mthembu,Mr,Jackson Mphikwa Mthembu,"",https://www.pa.org.za/media_root/cache/94/65/9465327db8e01fb41e4a63161fe56e73.jpg,4177
jackson-mphikwa-mthembu,Mr,Jackson Mphikwa Mthembu,"",https://www.pa.org.za/media_root/cache/94/65/9465327db8e01fb41e4a63161fe56e73.jpg,4177
jacob-boy-mamabolo,"",Jacob Boy Mamabolo,"",https://www.pa.org.za/static/images/person-210x210.jpg,14177
jacob-gedleyihlekisa-zuma,Mr,Jacob Zuma,"",https://www.pa.org.za/media_root/cache/fc/07/fc073f5ab3b6da719552907ff41a24cc.jpg,1013
jacqueline-motlagomang-mofokeng,"",Jacqueline Mofokeng,"",https://www.pa.org.za/media_root/cache/5f/55/5f553ca49207d453cb8127ec17fdbcf1.jpg,4422
jacques-warren-william-julius,Mr,Jacques Warren William Julius,jjulius@parliament.gov.za,https://www.pa.org.za/media_root/cache/3a/f1/3af1846d6790468fd7992c66a1184d53.jpg,6477
james-jim-skosana,Mr,James Jim Skosana,"",https://www.pa.org.za/media_root/cache/65/75/65755a4544759390f4ae9aa352aef5e3.jpg,939
james-robert-bourne-lorimer,Mr,James Robert Bourne Lorimer,shrikem@mweb.co.za,https://www.pa.org.za/media_root/cache/34/25/3425e67a6e351087351c1be207d91da9.jpg,699
james-robert-bourne-lorimer,Mr,James Robert Bourne Lorimer,shrikem@mweb.co.za,https://www.pa.org.za/media_root/cache/34/25/3425e67a6e351087351c1be207d91da9.jpg,699
james-selfe,Mr,James Selfe,fedexchair@da.org.za,https://www.pa.org.za/media_root/cache/13/18/131892f5ac46e835935e35e811a55cf6.jpg,921
james-selfe,Mr,James Selfe,fedexchair@da.org.za,https://www.pa.org.za/media_root/cache/13/18/131892f5ac46e835935e35e811a55cf6.jpg,921
james-vos,Mr,James Vos,jvos@parliament.gov.za ; capevos@gmail.com,https://www.pa.org.za/media_root/cache/95/b6/95b6458ac57e5537c01bb342aa3e980b.jpg,6212
jan-adriaan-esterhuizen,Mr,Jan Adriaan Esterhuizen,jesterhuizen@parliament.gov.za ; esterhome@mweb.co.za,https://www.pa.org.za/media_root/cache/e3/6b/e36b9b8dd4c37d0925aaeb6db046cc02.jpg,7377
jan-naude-de-villiers,"",Jan Naudé De Villiers,jan@keycapital.co.za,https://www.pa.org.za/static/images/person-210x210.jpg,14997
jane-manganye,Ms,Jane Manganye,"",https://www.pa.org.za/media_root/cache/d8/51/d85166f2fb4ca5afffd82fc60c7c8d35.jpg,738
jane-seboletswe-mananiso,"",Jane Seboletswe Mananiso,"",https://www.pa.org.za/static/images/person-210x210.jpg,10275
jeffrey-thamsanqa-radebe,Mr,Jeff Radebe,"",https://www.pa.org.za/media_root/cache/1a/2d/1a2dbe531406d9dd8cae2b44fa626428.jpg,901
jeffrey-thamsanqa-radebe,Mr,Jeff Radebe,"",https://www.pa.org.za/media_root/cache/1a/2d/1a2dbe531406d9dd8cae2b44fa626428.jpg,901
jeremy-patrick-cronin,Mr,Jeremy Cronin,nazley.davids@dpw.gov.za,https://www.pa.org.za/media_root/cache/e4/8d/e48d9f1319510a624156ec0f97c8a9f8.jpg,585
jerome-joseph-maake,Mr,Jerome Joseph Maake,jmaake@parliament.gov.za,https://www.pa.org.za/media_root/cache/b3/01/b301fc7bf2cdece313765bd69bd95ea5.jpg,706
jerome-joseph-maake,Mr,Jerome Joseph Maake,jmaake@parliament.gov.za,https://www.pa.org.za/media_root/cache/b3/01/b301fc7bf2cdece313765bd69bd95ea5.jpg,706
joanmariae-louise-fubbs,Ms,Joanmariae Louise Fubbs,jfubbs@parliament.gov.za,https://www.pa.org.za/media_root/cache/db/f3/dbf303e72dca62196f4262b5c0adb58c.jpg,630
joel-sibusiso-ndebele,Mr,Joel Sibusiso Ndebele,"",https://www.pa.org.za/media_root/cache/d4/78/d478ff45c00b56f44616affd11c1cebf.jpg,840
johan-jaco-londt,Mr,Johan Jaco Londt,jacolondt@gmail.com,https://www.pa.org.za/media_root/cache/09/5c/095cddfb04d94202def81586a6acc6f1.jpg,6236
