id,name__lv,name__en,name__de,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__da,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__it,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nb,name__nds,name__nds_nl,name__nl,name__nn,name__pcd,name__pl,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__sv,name__tr,name__vec,name__vls,name__wa,name,wikipedia__lv,image,gender,birth_date,original_wikiname,wikipedia__commons,wikipedia__pl,given_name,twitter,name__ru,wikipedia__ru,identifier__VIAF,wikipedia__en,identifier__freebase,wikipedia__plwikiquote,website,wikipedia__ca,wikipedia__et,identifier__ISNI,identifier__LCAuth,identifier__LNB,name__az,wikipedia__az,wikipedia__fr,name__he,name__ko,name__be,name__oc,name__id,name__la,name__be_tarask,name__io,name__ka,name__zh,name__uk,name__fa,name__tt,name__ar,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__sv,wikipedia__tt,wikipedia__uk,wikipedia__zh,identifier__GND,identifier__Munzinger,identifier__FAST,wikipedia__tr,name__ltg,wikipedia__ltg,identifier__SUDOC,name__sgs,wikipedia__bat_smg,identifier__EuroparlMEP,identifier__BNF,name__en_ca,name__en_gb,name__kk,name__de_ch,name__ja,name__el,name__pt_br,name__bg,name__vi,name__tl,wikipedia__bg,wikipedia__el,wikipedia__eo,wikipedia__hu,wikipedia__ja,wikipedia__kk,wikipedia__lb,wikipedia__ruwikiquote,wikipedia__tl,wikipedia__vi,name__fo,wikipedia__fo,identifier__NLP,wikipedia__ukwikiquote,wikipedia__ro,name__ie,wikipedia__ie,wikipedia__sk,identifier__parlement,name__yo,name__hy,name__sr,wikipedia__hy,wikipedia__lmo,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sr,wikipedia__yo,name__vmf,name__pdc,identifier__MusicBrainz,identifier__NTA,identifier__IMDB,name__th,name__sh,wikipedia__nn,wikipedia__sh,wikipedia__th,identifier__moviemeter,identifier__allmovie,identifier__elonet,identifier__PORT,identifier__CSFD,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__tg_latn,name__sr_el,name__sr_ec,name__ilo,name__mr,name__tg,name__nov,wikipedia__co,wikipedia__gl,wikipedia__ilo,wikipedia__mr,wikipedia__nov,wikipedia__sl,wikipedia__tg,wikipedia__hsb,name__hsb,occupation,identifier__snac,wikipedia__itwikiquote,identifier__persee,identifier__GTAA,identifier__google_knowledge,identifier__NNDB,name__bm,name__de_at,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vo,name__wo,name__zu,name__kl,wikipedia__eu
Q2671968,Uldis Augulis,Uldis Augulis,Uldis Augulis,,,,,,,Uldis Augulis,,,,,,Uldis Augulis,Uldis Augulis,,,Uldis Augulis,,,,,,,Uldis Augulis,,,,,,,,,,,,Uldis Augulis,,,Uldis Augulis,,,,,,,,,,,,,,,,Uldis Augulis,Uldis Augulis,https://upload.wikimedia.org/wikipedia/commons/9/97/Flickr_-_Saeima_-_10.Saeimas_deputāts_Uldis_Augulis.jpg,male,1972-03-16,Uldis Augulis,Category:Uldis Augulis,Uldis Augulis,Uldis,,Улдис Аугулис,"Аугулис, Улдис",,Uldis Augulis,/m/0bs6c12,,,Uldis Augulis,Uldis Augulis,,,,,,Uldis Augulis,,,,,,,,,,,,,,,,,,,,Uldis Augulis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2791783,Lelde Stumbre,Lelde Stumbre,Lelde Stumbre,,,,,,,Lelde Stumbre,,,,,,,,,,Lelde Stumbre,,,,,,,,,,,,,,,,,,,Lelde Stumbre,,,,,,,,,,,,,,,,,,,Lelde Stumbre,Lelde Stumbre,https://upload.wikimedia.org/wikipedia/commons/a/a9/Sociālo_un_darba_lietu_komisijas_sēde_(12923528343).jpg,female,1952,Lelde Stumbre,,,,,,,28902061,Lelde Stumbre,,,,Lelde Stumbre,,0000 0000 7906 3231,n2002161900,000027081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,083196463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,w6s8383h,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28527298,,Aldis Adamovičs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aldis Adamovičs,,,male,1970,,,,Aldis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28972967,,Jānis Ruks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jānis Ruks,,,,,,,,,,,,,,,,,,,Jānis Ruks,,https://upload.wikimedia.org/wikipedia/commons/e/e0/12.Saeimas_deputāts_Jānis_Ruks_(15815948900).jpg,male,1963,,,,Jānis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29092251,,Zenta Tretjaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zenta Tretjaka,,,,,,,,,,,,,,,,,,,Zenta Tretjaka,,,female,1960,,,,Zenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2983484,Ingrīda Circene,Ingrīda Circene,Ingrīda Circene,,,,,,,,,,,Ingrīda Circene,,,,,,Ingrīda Circene,,,,,,,,,,,,,,,,,,,Ingrīda Circene,,,Ingrīda Circene,,,,,,,,,,,,,,,,Ingrīda Circene,Ingrīda Circene,https://upload.wikimedia.org/wikipedia/commons/0/06/10.Saeimas_deputāte_Ingrīda_Circene_(5178115705).jpg,female,1956-12-06,Ingrīda Circene,Category:Ingrīda Circene,Ingrīda Circene,,,"Цирцене, Ингрида","Цирцене, Ингрида",316391176,Ingrīda Circene,/m/0j28gk2,,,,,,,000210808,,,Ingrīda Circene,,,,,Ingrīda Circene,,,,,,,,,,,,,,Ingrīda Circene,,,,,,Ingrīda Circene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30085728,,Valdis Skujiņš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valdis Skujiņš,,,,,,,,,,,,,,,,,,,Valdis Skujiņš,,,male,1951,,,,Valdis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30085737,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,,,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,,,male,1963,,,,Valters,,,,,,,,,,,,,,,,,,,,Valters Dambe,Valters Dambe,,,Valters Dambe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valters Dambe,Valters Dambe,,Valters Dambe,,,Valters Dambe,,Valters Dambe,,,,,,,,,,,,,,,,,Valters Dambe,,,,,,,,,,,,,Valters Dambe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,Valters Dambe,,
Q3036890,Imants Lieģis,Imants Viesturs Lieģis,Imants Viesturs Lieģis,,,,,,,Imants Lieģis,,,,,,,Imants Viesturs Lieģis,,,Imants Lieģis,,,,,,,,,,,,,,,,,,,Imants Viesturs Lieģis,,,Imants Lieģis,,,,,,,,,,,,,,,,Imants Lieģis,Imants Lieģis,https://upload.wikimedia.org/wikipedia/commons/a/ad/Flickr_-_Saeima_-_10.Saeimas_deputāts_Imants_Lieģis.jpg,male,1955-04-30,Imants Viesturs Lieģis,Category:Imants Lieģis,Imants Lieģis,Imants,,,,11633873,Imants Lieģis,/m/05zyzf8,,,Imants Lieģis,Imants Lieģis,,n99005385,,,,Imants Lieģis,,,,,,,,,,,,,,,,,,,,Imants Viesturs Lieģis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3047551,Edgars Rinkēvičs,Edgars Rinkēvičs,Edgars Rinkēvičs,,,,,,,Edgars Rinkēvičs,,Edgars Rinkēvičs,,Edgars Rinkēvičs,,Edgars Rinkēvičs,Edgars Rinkēvičs,,,Edgars Rinkēvičs,,,,,,,,,Edgars Rinkēvičs,,,,,,,Edgars Rinkēvičs,,,Edgars Rinkēvičs,,,Edgars Rinkēvičs,,,,,,,,,,,,Edgars Rinkēvičs,,,,Edgars Rinkēvičs,Edgars Rinkēvičs,https://upload.wikimedia.org/wikipedia/commons/c/cf/Edgars_Rinkēvičs_2013.jpg,male,1973-09-21,Edgars Rinkēvičs,Category:Edgars Rinkēvičs,Edgars Rinkēvičs,Edgars,edgarsrinkevics,"Ринкевичс, Эдгарс","Ринкевич, Эдгар",277144783087447375424,Edgars Rinkēvičs,/m/0h_d362,,,Edgars Rinkēvičs,Edgars Rinkēvičs,,,,,,Edgars Rinkēvičs,,,,,,Edgarus Rinkēvičs,,,,,Едгар Рінкевичс,ادگارس رینکویکس,,,,,,Edgars Rinkēvičs,Edgars Rinkēvičs,Edgars Rinkēvičs,Edgars Rinkēvičs,ادگارس رینکویکس,,,,,Edgars Rinkēvičs,,,Edgarus Rinkēvičs,,Edgars Rinkēvičs,Edgars Rinkēvičs,,,,,Едгар Рінкевичс,,,,,Edgars Rinkēvičs,,,,,,,,,,,,エドガルス・リンケーヴィッチ,,,,,,,,,,,,,,,,Edgars Rinkēvičs,Edgars Rinkēvičs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3089345,Laimdota Straujuma,Laimdota Straujuma,Laimdota Straujuma,,,,,,,Laimdota Straujuma,,Laimdota Straujuma,,Laimdota Straujuma,,Laimdota Straujuma,Laimdota Straujuma,,Laimdota Straujuma,Laimdota Straujuma,,,,,,,Laimdota Straujuma,,Laimdota Straujuma,Laimdota Straujuma,,,,Laimdota Straujuma,,Laimdota Straujuma,,,Laimdota Straujuma,,,Laimdota Straujuma,,Laimdota Straujuma,,,,,Laimdota Straujuma,Laimdota Straujumová,,,Laimdota Straujuma,Laimdota Straujuma,,,,Laimdota Straujuma,Laimdota Straujuma,https://upload.wikimedia.org/wikipedia/commons/5/53/Laimdota_Straujuma_2014-10-27.jpg,female,1951-02-24,Laimdota Straujuma,Category:Laimdota Straujuma,Laimdota Straujuma,,,"Страуюма, Лаймдота","Страуюма, Лаймдота",305096249,Laimdota Straujuma,/m/0j27fh2,,,Laimdota Straujuma,Laimdota Straujuma,,,000172526,,,Laimdota Straujuma,לאימדוטה סטראויומה,라임도타 스트라우유마,Лаймдата Страўюма,,,Laimdota Straujuma,Лаймдата Страўюма,Laimdota Straujuma,ლაიმდოტა სტრაუიუმა,萊姆多塔·斯特勞尤馬,Лаймдота Страуюма,لایمدوتا استراویوما,,لايمدوتا ستراويوما,لايمدوتا ستراويوما,Лаймдата Страўюма,Лаймдата Страўюма,Laimdota Straujuma,Laimdota Straujuma,Laimdota Straujuma,Laimdota Straujuma,لایمدوتا استراویوما,Laimdota Straujuma,לאימדוטה סטראויומה,,Laimdota Straujuma,Laimdota Straujuma,ლაიმდოტა სტრაუიუმა,라임도타 스트라우유마,Laimdota Straujuma,Laimdota Straujuma,Laimdota Straujuma,Laimdota Straujuma,,Laimdota Straujuma,Laimdota Straujuma,,Лаймдота Страуюма,萊姆多塔·斯特勞尤馬,,,,Laimdota Straujuma,,,,Laimdota Straujuma,Laimdota Straujuma,,,Laimdota Straujuma,Laimdota Straujuma,,Laimdota Straujuma,ライムドータ・ストラウユマ,Λαϊμντότα Στραουτζούμα,,,Laimdota Straujuma,,,Λαϊμντότα Στραουγιούμα,,,ライムドータ・ストラウユマ,,Laimdota Straujuma,,,Laimdota Straujuma,,,,,,Laimdota Straujuma,Laimdota Straujuma,Laimdota Straujumová,vjg9ktrtbtpk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3148785,Ilona Jurševska,Ilona Jurševska,Ilona Jurševska,,,,,,,,,,,,,,,,,Ilona Jurševska,,,,,,,,,,,,,,,,,,,Ilona Jurševska,,,Ilona Jurševska,,,,,,,,,,,,,,,,Ilona Jurševska,Ilona Jurševska,https://upload.wikimedia.org/wikipedia/commons/c/c1/Ilona_Jurševska.jpg,female,1970-08-20,Ilona Jurševska,Category:Ilona Jurševska,Ilona Jurševska,Ilona,IlonaJursevska,,,,Ilona Jurševska,/m/0dsds36,,,,,,,,,,Ilona Jurševska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q33103709,Astrīda Harju,Astrīda Harju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astrīda Harju,Astrīda Harju,https://upload.wikimedia.org/wikipedia/commons/7/7a/22.jūnija_Saeimas_sēde_(35077232460).jpg,female,1960-06-04,Astrīda Harju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q342929,Ģirts Valdis Kristovskis,Ģirts Valdis Kristovskis,Ģirts Valdis Kristovskis,,,,,,,Ģirts Valdis Kristovskis,,,,,,Ģirts Valdis Kristovskis,Ģirts Valdis Kristovskis,,,Ģirts Valdis Kristovskis,,,,,,,Ģirts Valdis Kristovskis,,,,,,,Ģirts Valdis Kristovskis,,,,,Ģirts Valdis Kristovskis,,,Ģirts Valdis Kristovskis,,,,Ģirts Valdis Kristovskis,,,,,,,,Ģirts Valdis Kristovskis,,,,Ģirts Valdis Kristovskis,Ģirts Valdis Kristovskis,https://upload.wikimedia.org/wikipedia/commons/7/7f/Girts_Valdis_Kristovskis.jpg,male,1962-02-19,Ģirts Valdis Kristovskis,,Ģirts Valdis Kristovskis,Ģirts,,"Кристовскис, Гиртс Валдис","Кристовскис, Гиртс Валдис",190805167,Ģirts Valdis Kristovskis,/m/0553r1,,,Ģirts Valdis Kristovskis,Ģirts Valdis Kristovskis,0000 0003 5667 1420,,000031453,,,Ģirts Valdis Kristovskis,,,Гіртс Валдыс Крыстаўскіс,,,,Гіртс Валдзіс Крыстоўскіс,,,,,,,,,Гіртс Валдзіс Крыстоўскіс,Гіртс Валдыс Крыстаўскіс,,,Ģirts Valdis Kristovskis,,,,,,,,,,,Ģirts Valdis Kristovskis,,,,,,,,,,,,Ģirts Valdis Kristovskis,,,127475559,,,28616,,,,,,,,,,,,,,,,,,,,,,,,,,Ģirts Valdis Kristovskis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q34590618,,Rihards Melgailis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rihards Melgailis,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q34590885,,Varis Krūmiņš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Varis Krūmiņš,,,male,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q34591253,,Andris Morozovs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andris Morozovs,,,male,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q34591853,,Līga Kozlovska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Līga Kozlovska,,,female,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q34592098,,Askolds Kļaviņš,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Askolds Kļaviņš,,,male,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3461690,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,Madars Lasmanis,https://upload.wikimedia.org/wikipedia/commons/d/dc/Flickr_-_Saeima_-_9.Saeimas_deputāts_Madars_Lasmanis.jpg,male,1979-04-12,Madars Lasmanis,,Madars Lasmanis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3736505,Valērijs Agešins,Valērijs Agešins,Valērijs Agešins,,,,,,,,,,,,,,Valērijs Agešins,,,Valērijs Agešins,,,,,,,,,,,,,,,,,,,Valērijs Agešins,,,Walerij Agieszyn,,,,,,,,,,,,,,,,Valērijs Agešins,Valērijs Agešins,https://upload.wikimedia.org/wikipedia/commons/c/cc/Valērijs_Agešins.jpg,male,1972-06-23,Walerij Agieszyn,,Valērijs Agešins,Valērijs,,,,,Valērijs Agešins,/m/05p4kc8,,,,Valērijs Agešins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3743265,Janīna Kursīte-Pakule,Janīna Kursīte,Janīna Kursīte,,,,,,,,,,,,,,Janīna Kursīte-Pakule,,,Janīna Kursīte,,,,,,,,,,,,,,,,,,,Janīna Kursīte,,,Janīna Kursīte-Pakule,,,,,,,,,,,,,,,,Janīna Kursīte-Pakule,Janīna Kursīte-Pakule,https://upload.wikimedia.org/wikipedia/commons/f/f6/Flickr_-_Saeima_-_10.Saeimas_deputāte_Janīna_Kursīte-Pakule.jpg,female,1952-03-02,Janīna Kursīte-Pakule,Category:Janīna Kursīte-Pakule,Janīna Kursīte-Pakule,,,,,73021818,,,,,,Janīna Kursīte-Pakule,0000 0000 2982 7192,n90699632,000004771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janina Kūrseite,Janina Kūrseite,083962670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3744607,Andris Bērziņš,Andris Bērziņš,Andris Bērziņš,,,,,,,,,,,,,,Andris Bērziņš,,,Andris Bērziņš,,,,,,,,,Andris Bērziņš,,,,,,,,,,Andris Bērziņš,,,Andris Bērziņš,,,,,,,,,,,,,,,,Andris Bērziņš,"Andris Bērziņš (politiķis, 1955)",https://upload.wikimedia.org/wikipedia/commons/f/f5/Flickr_-_Saeima_-_10.Saeimas_deputāts_Andris_Bērziņš_(ievēlēts_Zemgales_apgabalā).jpg,male,1955-11-26,Andris Bērziņš (ur. 1955),Category:Andris Bērziņš (Politician),Andris Bērziņš (ur. 1955),Andris,,,,,,,,,,Andris Bērziņš (sündinud 1955),,,,,,Andris Bērziņš (1955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q380986,Andris Bērziņš,Andris Bērziņš,Andris Bērziņš,,,,,,,Andris Bērziņš,,Andris Bērziņš,,,,Andris Bērziņš,Andris Bērziņš,,Andris Bērziņš,Andris Bērziņš,,,,,,,Andris Bērziņš,,Andris Bērziņš,,,,,Andris Bērziņš,,Andris Bērziņš,,,Andris Bērziņš,,,Andris Bērziņš,,,,Andris Bērziņš,,,,,,,Andris Bērziņš,,,,,Andris Bērziņš,"Andris Bērziņš (politiķis, 1951)",https://upload.wikimedia.org/wikipedia/commons/b/b4/Flickr_-_Saeima_-_9.Saeimas_deputāts_Andris_Bērziņš_(LPP-LC).jpg,male,1951-08-04,Andris Bērziņš (ur. 1951),,Andris Bērziņš (ur. 1951),Andris,,Андрис Гунарович Берзиньш,"Берзиньш, Андрис (премьер-министр)",52823349,Andris Bērziņš (Latvian Prime Minister),/m/0bql9t,,,Andris Bērziņš,Andris Bērziņš (sündinud 1951),0000 0000 1684 6175,,000201104,,,Andris Bērziņš (1951),אנדריס ברזינש,안드리스 베르진슈,Андрыс Берзіньш,,Andris Bērziņš,,,Andris Bērziņš,,安德里斯·贝尔津什,,آندریس برزینچ,,,,,"Андрыс Бэрзіньш, прэм'ер-міністр",Andris Bērziņš (1951),,"Andris Bērziņš (Politiker, 1951)",Andris Bērziņš (primer ministro de Letonia),آندریس برزینچ (نخست‌وزیر),Andris Bērziņš (pääministeri),אנדריס ברזינש (1951),Andris Bērziņš (Perdana Menteri Latvia),Andris Bērziņš (chefministro),Andris Bērziņš (1951),,안드리스 베르진슈 (라트비아의 총리),,Andris Bērziņš (1951),,Andris Bērziņš (statsminister),,,Andris Bērziņš (1951),,,安德里斯·贝尔津什 (拉托维亚总理),,,,,,,,,,,,,,,,アンドリス・ベールジンシュ,,,,,,,,,,アンドリス・ベールジンシュ (ラトビアの首相),,,,,,,,,,Andris Bērziņš (1951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
