id,name__es,name__it,name__en,name__fr,name,wikipedia__es,image,gender,birth_date,given_name,original_wikiname,name__nl,name__hu,name__de,name__nb,name__da,name__nn,name__sv,wikipedia__en,identifier__IMDB,wikipedia__eswikiquote,identifier__VIAF,twitter,wikipedia__fr,name__hr,wikipedia__hr,death_date,name__ca,name__eo,name__ro,name__fy,name__pt,name__cs,name__el,name__ru,name__hy,wikipedia__ca,wikipedia__de,wikipedia__fy,wikipedia__it,wikipedia__pt,wikipedia__sv,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__NLA,identifier__freebase,website,identifier__BNE,identifier__NTA,identifier__NLP,identifier__PORT,identifier__kinopoisk,identifier__filmportal_de,wikipedia__commons,family_name,wikipedia__nl,name__gl,name__cy,name__pl,name__ko,name__tr,name__si,name__ja,name__ne,name__az,name__ml,name__ta,name__uk,name__id,wikipedia__az,wikipedia__cs,wikipedia__eo,wikipedia__hu,wikipedia__id,wikipedia__ja,wikipedia__ko,wikipedia__ml,wikipedia__ne,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ru,wikipedia__si,wikipedia__ta,wikipedia__tr,wikipedia__uk,wikipedia__simple,wikipedia__itwikiquote,name__zh,identifier__OLID,wikipedia__no,identifier__FAST,name__lmo,identifier__BVMC,identifier__ULAN,name__nds,wikipedia__hy,identifier__GTAA,identifier__AlloCine,identifier__allmovie,identifier__elonet,name__sco,wikipedia__sco,wikipedia__enwikiquote,identifier__google_knowledge,identifier__Britannica,occupation,facebook,identifier__snac,wikipedia__vi,name__vi,name__ar,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,second_surname,name__he,instagram,identifier__youtube,wikipedia__mai,name__mai,identifier__BNC,identifier__BIBSYS,identifier__NUKAT,name__zh_hant,name__zh_cn,name__ace,wikipedia__zh,name__sl,name__arn,name__tl,identifier__MusicBrainz,name__be,name__ty,wikipedia__ast
Q24263712,Cristian Leay,,Cristian Leay,,Cristian Leay,Cristian Leay,https://upload.wikimedia.org/wikipedia/commons/8/81/Cristian_Leay.jpg,male,1954-02-09,Cristian,Cristian Leay,Cristian Leay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian Leay,,,,,,
Q24457357,Rafael Arratia Valdebenito,,Rafael Arratia Valdebenito,,Rafael Arratia Valdebenito,Rafael Arratia,https://upload.wikimedia.org/wikipedia/commons/b/b5/Rafael_Arratia_Valdebenito.jpg,male,1946-05-12,Rafael,Rafael Arratia,Rafael Arratia Valdebenito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Rafael Arratia Valdebenito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafael Arratia Valdebenito,,,,,,
Q26710814,Federico Mekis,,Federico Mekis,,Federico Mekis,Federico Mekis,https://upload.wikimedia.org/wikipedia/commons/6/6b/Federico_Mekis_Martínez.jpg,male,1955-08-14,Federico,Federico Mekis,Federico Mekis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federico Mekis,,,,,,
Q26715900,Akin Soto,,Akin Soto,,Akin Soto,Akin Soto,https://upload.wikimedia.org/wikipedia/commons/b/b5/Juan_Akin_Soto_Morales.jpg,male,1933-12-27,Akin,Akin Soto,Akin Soto,,,,,,,,,,,,,,,1992-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akin Soto,,,,,,
Q28465245,Valentín Solís,,Valentín Solís Cabezas,,Valentín Solís,Valentín Solís,,male,"",Valentín,Valentín Solís,Valentín Solís Cabezas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valentín Solís,,,,,,
Q3081862,Francisco Huenchumilla,,Francisco Huenchumilla,Francisco Huenchumilla,Francisco Huenchumilla,Francisco Huenchumilla,https://upload.wikimedia.org/wikipedia/commons/a/a2/Francisco_Huenchumilla_-_Intendente_Región_de_la_Araucanía.jpg,male,1944-03-22,Francisco,Francisco Huenchumilla,,Francisco Huenchumilla,,,,,,,,,310594873,,Francisco Huenchumilla,,,,,,,,,,,,,,,,,,,,1057720518,,,194231755,,,,,,,,,,Category:Francisco Huenchumilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Huenchumilla-senador-185908812060918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Huenchumilla,,,,,,
Q3160564,Jaime Campos,,Jaime Campos,Jaime Campos,Jaime Campos,Jaime Campos,"https://upload.wikimedia.org/wikipedia/commons/a/a5/Jaime_Campos,_Ministro_de_Justicia_(2016).png",male,1953-02-16,Jaime,Jaime Campos,Jaime Campos,,,,,,,,,,,,Jaime Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Jaime Campos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaime Campos,,,,,,
Q3186176,José Antonio Viera-Gallo,José Antonio Viera Gallo,José Antonio Viera-Gallo,José Antonio Viera-Gallo,José Antonio Viera-Gallo,José Antonio Viera-Gallo,https://upload.wikimedia.org/wikipedia/commons/b/b5/José_Antonio_Viera_Gallo_Quesney.jpg,male,1943-12-02,José Antonio,José Antonio Viera-Gallo,José Antonio Viera-Gallo,,,José Antonio Viera-Gallo,José Antonio Viera-Gallo,José Antonio Viera-Gallo,José Antonio Viera-Gallo,José Antonio Viera-Gallo,,,,,José Antonio Viera-Gallo,,,,,,,,,,,,,,,,,,,,,,,,,/m/02z4_by,,,,,,,,Category:José Antonio Viera-Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Antonio Viera Gallo,,,,,,,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Antonio Viera-Gallo,,,,,,
Q32468584,Romy Rebolledo,,Romy Rebolledo,,Romy Rebolledo,Romy Rebolledo,,female,1960-10-31,Romy,Romy Rebolledo,,,Romy Rebolledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rebolledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romy Rebolledo,,,,,,
Q3460282,Guido Girardi,,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,https://upload.wikimedia.org/wikipedia/commons/f/f6/Guido_Girardi.jpg,male,1961-01-24,Guido,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,Guido Girardi,,,,,Guido Girardi,,,,,,,,,,,,,,,,,,,,,,,,,/m/0glrm2p,,,,,,,,Category:Guido Girardi,Girardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guido Girardi,,,,,,
Q42361184,Hernán Bosselin,,Hernán Bosselin,,Hernán Bosselin,Hernán Bosselin,https://upload.wikimedia.org/wikipedia/commons/3/38/Carlos_Hernán_Bosselin_Correa.jpg,male,1943-12-31,Hernán,Hernán Bosselin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hernán Bosselin,,,,,,
Q42391140,Dionisio Faulbaum,,Dionisio Faulbaum,,Dionisio Faulbaum,Dionisio Faulbaum,,male,1961-01-30,Dionisio,Dionisio Faulbaum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marine biologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dionisio Faulbaum,,,,,,
Q42394519,Raúl Urrutia,,Raúl Urrutia,,Raúl Urrutia,Raúl Urrutia,https://upload.wikimedia.org/wikipedia/commons/e/e6/Raúl_Urrutia_Ávila.jpg,male,1950-05-01,Raúl,Raúl Urrutia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raúl Urrutia,,,,,,
Q43058846,Francisco Bayo Veloso,,Francisco Bayo Veloso,,Francisco Bayo Veloso,Francisco Bayo Veloso,https://upload.wikimedia.org/wikipedia/commons/5/54/Francisco_Leandro_Bayo_Veloso.jpg,male,1933-03-13,Francisco,Francisco Bayo Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Bayo Veloso,,,,,,
Q451359,María Isabel Allende,Isabel Allende Bussi,Isabel Allende,Isabel Allende Bussi,María Isabel Allende,Isabel Allende Bussi,https://upload.wikimedia.org/wikipedia/commons/8/80/Isabel_Allende_Bussi.jpg,female,1945-01-18,Isabel,Isabel Allende Bussi,Isabel Allende,María Isabel Allende,Isabel Allende,María Isabel Allende,María Isabel Allende,María Isabel Allende,Isabel Allende Bussi,Isabel Allende (politician),,,100945687,iallendebussi,Isabel Allende Bussi,,,,Isabel Allende Bussi,Isabel Allende,Isabel Allende Bussi,Isabel Allende,María Isabel Allende,Isabel Allende,Ιζαμπέλ Αγιέντε,Исабель Альенде,Իսաբել Ալյենդե,Isabel Allende Bussi,Isabel Allende (Politikerin),Isabel Allende (politikus),Isabel Allende Bussi,María Isabel Allende,Isabel Allende Bussi,0000 0000 7217 4158,1062480821,n84053519,16906056m,17219654X,35603327,/m/05j8td,http://www.isabelallendebussi.cl/,XX4849265,323876889,A29474814,480200,,,Category:Isabel Allende Bussi,Allende,,,,,,,,イサベル・アジェンデ・ブッシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,IsabelAllendeBussiSenadora,w6zs4988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isabelallendesenadora,,,,,,,,,,,María Isabel Allende,,,,Ісабель Альендэ,,
Q4714618,Alejandro Navarro,,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,,male,1958,Alejandro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,Alejandro Navarro,,Alejandro Navarro,,,,,,,,,,,Alejandro Navarro,,,,,,,,,Alejandro Navarro,,,,,,,,,,,,,,,,Category:Alejandro Navarro,Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandro Navarro,,,,,,
Q4760139,Andrés Allamand,,Andrés Allamand,Andrés Allamand,Andrés Allamand,Andrés Allamand,https://upload.wikimedia.org/wikipedia/commons/8/8e/Andrés_Allamand.jpg,male,1956-02-07,Andrés,Andrés Allamand,Andrés Allamand,Andrés Allamand,Andrés Allamand,Andrés Allamand,Andrés Allamand,Andrés Allamand,Andrés Allamand,Andrés Allamand,,,310661381,,,,,,,,,,Andrés Allamand,,,,,,,,,Andrés Allamand,,0000 0004 3694 0715,1057517488,,,,,,,,,,,,,Category:Andrés Allamand,Allamand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Allamand,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Allamand,,,,,,
Q4760169,Andrés Chadwick,,Andrés Chadwick,Andrés Chadwick,Andrés Chadwick,Andrés Chadwick,https://upload.wikimedia.org/wikipedia/commons/2/23/Ministro_Andrés_Chadwick.jpg,male,1956-01-02,Andrés,Andrés Chadwick,Andrés Chadwick,Andrés Chadwick,Andrés Chadwick,Andrés Chadwick,Andrés Chadwick,Andrés Chadwick,Andrés Chadwick,Andrés Chadwick,,,,,,,,,,,,,,,,,,,,,,Andrés Chadwick,,,,,,,,,,,,,,,,Category:Andrés Chadwick,Chadwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Chadwick,,,,,,
Q4778513,Aníbal Pérez,,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,https://upload.wikimedia.org/wikipedia/commons/f/f2/Aníbal_Pérez_Lobos.jpg,male,1948-01-20,Aníbal,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,Aníbal Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Aníbal Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aníbal Pérez,,,,,,
Q48276611,Gustavo Ramírez Vergara,,Gustavo Ramírez Vergara,,Gustavo Ramírez Vergara,Gustavo Ramírez Vergara,,male,1932-05-03,Gustavo,Gustavo Ramírez Vergara,Gustavo Ramírez Vergara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chemical engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustavo Ramírez Vergara,,,,,,
Q4850447,Baldo Prokurica,,Baldo Prokurica,Baldo Prokurica,Baldo Prokurica,Baldo Prokuriça,https://upload.wikimedia.org/wikipedia/commons/1/1f/Baldo_Prokurica_Prokurica.jpg,male,1958-07-02,Baldo,Baldo Prokuriça,Baldo Prokurica,Baldo Prokurica,Baldo Prokurica,Baldo Prokurica,Baldo Prokurica,Baldo Prokurica,Baldo Prokurica,Baldo Prokurica,,,,,,Baldo Prokurica Prokurica,Baldo Prokurica Prokurica,,,,,,,,,,,,,,,,,,,,,,,/m/0jt8t44,,,,,,,,Category:Baldo Prokurica Prokurica,Prokurica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prokurica,,,,,,,,,,,,,Baldo Prokurica,,,,,,
Q48680456,Homero Gutiérrez,,Homero Gutiérrez,,Homero Gutiérrez,Homero Gutiérrez,https://upload.wikimedia.org/wikipedia/commons/6/6d/Homero_Gutiérrez_Román.jpg,male,1929-10-13,Homero,Homero Gutiérrez,Homero Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q501752,Teodoro Ribera,,Teodoro Ribera,Teodoro Ribera,Teodoro Ribera,Teodoro Ribera,https://upload.wikimedia.org/wikipedia/commons/e/e0/MinistroRibera11.jpg,male,1958-05-25,Teodoro,Teodoro Ribera,Teodoro Ribera,Teodoro Ribera,Teodoro Ribera,Teodoro Ribera,Teodoro Ribera,Teodoro Ribera,Teodoro Ribera,Teodoro Ribera,,,3081552,,,,,,,,,,,,,,Տեոդորո Ռիբերա,,,,,,,0000 0000 8351 3282,112481082X,n85123222,17069965m,194561712,,/m/0n_bx5y,,XX5620036,128947144,,,,,,Ribera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Տեոդորո Ռիբերա,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teodoro Ribera,,,,,,
Q51182535,Carlos Olivares Zepeda,,Carlos Olivares Zepeda,,Carlos Olivares Zepeda,Carlos Olivares Zepeda,https://upload.wikimedia.org/wikipedia/commons/3/33/Carlos_Olivares_Zepeda.jpg,male,1952-05-25,Carlos,Carlos Olivares Zepeda,Carlos Olivares Zepeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5399541,Jaime Estévez,,Jaime Estévez,Jaime Estévez,Jaime Estévez,Jaime Estévez,https://upload.wikimedia.org/wikipedia/commons/5/5b/Jaime_Estévez_Valencia.jpg,male,1946-09-27,Jaime,Jaime Estévez,Jaime Estévez,,,,,,,,,,111157393,,,,,,,,,,,,,,,,,,,,,0000 0001 1779 8774,,n79062216,,082299641,,,,XX1231432,070114978,,,,,Category:Jaime Estévez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90085417,n2006115355,,,,,Jaime Estévez,,,,,,
Q5406435,Alfonso Vargas,Alfonso Vargas,Alfonso Vargas,Alfonso Vargas,Alfonso Vargas,Alfonso Vargas,https://upload.wikimedia.org/wikipedia/commons/c/c6/Alfonso_Vargas.jpg,male,1951-12-16,Alfonso,Alfonso Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfonso Vargas,,,,,,
Q54165938,Sergio Morales,,Sergio Morales,,Sergio Morales,Sergio Morales,https://upload.wikimedia.org/wikipedia/commons/4/4e/Sergio_Morales_Morales.jpg,male,1945-10-22,Sergio,Sergio Morales,Sergio Morales,,,,,,,,,,,,,,,,Sergio Elifredo Morales Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morales,,,,,,,,,,,,,,,,,,,
Q54438038,Hugo Rodríguez Guerrero,,Hugo Rodríguez Guerrero,,Hugo Rodríguez Guerrero,Hugo Rodríguez Guerrero,,male,,Hugo,Hugo Rodríguez Guerrero,Hugo Rodríguez Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5492224,Vicente Sota,Vicente Sota,Vicente Sota,Vicente Sota,Vicente Sota,Vicente Sota,https://upload.wikimedia.org/wikipedia/commons/1/1f/Vicente_Agustín_Sota_Barros.jpg,male,1924-04-28,Vicente,Vicente Sota,,,,,,,,Vicente Sota,,,,,,,,2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Vicente Sota,Sota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicente Sota,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicente Sota,,,,,,
Q5576411,Hosain Sabag,Hosain Sabag,Hosain Sabag,Hosain Sabag,Hosain Sabag,Hosain Sabag,https://upload.wikimedia.org/wikipedia/commons/f/fd/Hosain_Sabag_Castillo.jpg,male,1937-05-05,,Hosain Sabag,Hosain Sabag,Hosain Sabag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Hosain Sabag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hosain Sabag,,,,,,
Q5578064,Patricio Hales,Patricio Hales,Patricio Hales,Patricio Hales,Patricio Hales,Patricio Hales,https://upload.wikimedia.org/wikipedia/commons/c/ce/Patricio_Alejandro_Hales_Dib.jpg,male,1946-09-11,Patricio,Patricio Hales,Patricio Hales,Patricio Hales,Patricio Hales,Patricio Hales,Patricio Hales,Patricio Hales,Patricio Hales,,,,134776902,,,,,,Patricio Hales,,,,Patricio Hales,,,,,,,,,,,,,,,,,,,,,,,,,Category:Patricio Hales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500235311,,,,,,,,,,,,architect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patricio Hales,,,,,,
Q5656484,María Angélica Cristi,,María Angélica Cristi,María Angélica Cristi,María Angélica Cristi,María Angélica Cristi,https://upload.wikimedia.org/wikipedia/commons/5/56/María_Angélica_Cristi_Marfil.jpg,female,1941-10-13,María,María Angélica Cristi,María Angélica Cristi,María Angélica Cristi,María Angélica Cristi,María Angélica Cristi,María Angélica Cristi,María Angélica Cristi,María Angélica Cristi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:María Angélica Cristi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Angélica Cristi,,,,,,
Q5658359,Adriana Muñoz,,Adriana Muñoz,Adriana Muñoz,Adriana Muñoz,Adriana Muñoz,https://upload.wikimedia.org/wikipedia/commons/b/b7/Adriana_Muñoz_D'Albora.jpg,female,1948-09-25,Adriana,Adriana Muñoz,Adriana Muñoz,Adriana Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,Adriana Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriana Muñoz,,,,,,Adriana Muñoz
Q5662871,Alberto Cardemil,Alberto Cardemil,Alberto Cardemil,Alberto Cardemil,Alberto Cardemil,Alberto Cardemil,https://upload.wikimedia.org/wikipedia/commons/9/91/Alberto_Cardemil_Herrera.jpg,male,1945-11-01,Alberto,Alberto Cardemil,Alberto Cardemil,Alberto Cardemil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Alberto Cardemil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Cardemil,,,,,,
Q5663007,Alberto Espina,Alberto Espina,Alberto Espina,Alberto Espina,Alberto Espina,Alberto Espina,https://upload.wikimedia.org/wikipedia/commons/0/0b/Alberto_Espina_Otero.jpg,male,1956-11-04,Alberto,Alberto Espina,Alberto Espina,Alberto Espina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Alberto Espina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Espina,,,,,,
