twitter,image,birth_date,id,linkedin,facebook,name,wikipedia,wikiname
JWhittingdale,https://candidates.democracyclub.org.uk/media/images/5548f70184e9778b52be3985.png,1959-10-16,10632,"",https://www.facebook.com/johnwhittingdale4maldon,John Whittingdale,https://en.wikipedia.org/wiki/John_Whittingdale,John Whittingdale
"",https://candidates.democracyclub.org.uk/media/images/images/2485.png,1933-06-26,10645,"","",David Winnick,https://en.wikipedia.org/wiki/David_Winnick,David Winnick
"",https://candidates.democracyclub.org.uk/media/images/images/1873.png,1958-08-10,10648,"","",Rosie Winterton,https://en.wikipedia.org/wiki/Rosie_Winterton,Rosie Winterton
hilarybennmp,https://candidates.democracyclub.org.uk/media/images/55351f21b247335574a42e7d.png,1953-11-26,10669,"",https://www.facebook.com/hilarybenn4leedscentral,Hilary Benn,https://en.wikipedia.org/wiki/Hilary_Benn,Hilary Benn
DavidLammy,https://candidates.democracyclub.org.uk/media/images/55323e9829c5d53959d9e45e.png,1972-07-19,10678,"","",David Lammy,https://en.wikipedia.org/wiki/David_Lammy,David Lammy
MpHendrick,https://candidates.democracyclub.org.uk/media/images/images/3878.png,1958-11-02,10682,"",https://www.facebook.com/hendrick4preston/,Mark Hendrick,https://en.wikipedia.org/wiki/Mark_Hendrick,Mark Hendrick
AdrianBailey4MP,https://candidates.democracyclub.org.uk/media/images/5532412529c5d53959d9e466.png,1945-12-11,10683,"",https://www.facebook.com/AdrianBaileywestbromwichwest/,Adrian Bailey,https://en.wikipedia.org/wiki/Adrian_Bailey,Adrian Bailey
"",https://candidates.democracyclub.org.uk/media/images/553b8ac381ca637726b503ab.png,1962-12-03,10707,"","",Richard Bacon,http://en.wikipedia.org/wiki/Richard_Bacon_%28politician%29,Richard Bacon %28politician%29
"",https://candidates.democracyclub.org.uk/media/images/551b391c13eb34c82843cb57.png,1959-06-21,10715,"","",John Baron,http://en.wikipedia.org/wiki/John_Baron_(politician),John Baron (politician)
"",https://candidates.democracyclub.org.uk/media/images/5535ce71367dc5383f552ced.png,1955-03-29,10726,"","",Henry Bellingham,https://en.wikipedia.org/wiki/Henry_Bellingham_(Norfolk_MP),Henry Bellingham (Norfolk MP)
KevinBrennanMP,https://candidates.democracyclub.org.uk/media/images/55357476367dc5383f552cdd.png,1959-10-16,10753,"","",Kevin Brennan,https://en.wikipedia.org/wiki/Kevin_Brennan_(politician),Kevin Brennan (politician)
RhonddaBryant,https://candidates.democracyclub.org.uk/media/images/55321cb429c5d53959d9e440.png,1962-01-11,10761,"",https://www.facebook.com/Chris4Rhondda/,Chris Bryant,https://en.wikipedia.org/wiki/Chris_Bryant,Chris Bryant
AndyBurnhamGM,https://candidates.democracyclub.org.uk/media/images/55357455367dc5383f552cdb.png,1970-01-07,10766,"",https://www.facebook.com/burnhamformayor/,Andy Burnham,https://en.wikipedia.org/wiki/Andy_Burnham,Andy Burnham
AlistairBurtUK,https://candidates.democracyclub.org.uk/media/images/5535010fb247335574a42e50.png,1955-05-25,10770,"",https://www.facebook.com/AlistairBurtforNEBedfordshire,Alistair Burt,https://en.wikipedia.org/wiki/Alistair_Burt,Alistair Burt
David_Cameron,https://candidates.democracyclub.org.uk/media/images/5517d858249b917507bee4f8.png,1966-10-09,10777,"",https://www.facebook.com/DavidCameronOfficial,David Cameron,https://en.wikipedia.org/wiki/David_Cameron,David Cameron
"",https://candidates.democracyclub.org.uk/media/images/55351cdcb247335574a42e79.png,1953-02-15,10780,"","",Gregory Campbell,https://en.wikipedia.org/wiki/Gregory_Campbell_(politician),Gregory Campbell (politician)
acarmichael4mp,https://candidates.democracyclub.org.uk/media/images/5481e939b150e238702c0647.png,1965-07-15,10785,"",https://www.facebook.com/AlistairForOrkneyandShetland/,Alistair Carmichael,https://en.wikipedia.org/wiki/Alistair_Carmichael,Alistair Carmichael
JonCruddas_1,https://candidates.democracyclub.org.uk/media/images/55322a1c29c5d53959d9e445.png,1962-04-07,10828,"","",Jon Cruddas,https://en.wikipedia.org/wiki/Jon_Cruddas,Jon Cruddas
WayneDavid_MP,https://candidates.democracyclub.org.uk/media/images/553bad3410284be476aae89c.png,1957-07-01,10842,"",https://www.facebook.com/waynedavidforcaerphilly,Wayne David,https://en.wikipedia.org/wiki/Wayne_David,Wayne David
JDjanogly,https://candidates.democracyclub.org.uk/media/images/55356ee4367dc5383f552cb5.png,1965-06-03,10854,"","",Jonathan Djanogly,https://en.wikipedia.org/wiki/Jonathan_Djanogly,Jonathan Djanogly
NigelDoddsDUP,https://candidates.democracyclub.org.uk/media/images/55322f2229c5d53959d9e44e.png,1958-08-20,10857,"","",Nigel Dodds,https://en.wikipedia.org/wiki/Nigel_Dodds,Nigel Dodds
PatDohertySF,https://candidates.democracyclub.org.uk/media/images/55357278367dc5383f552cd0.png,1945-07-18,10858,"","",Pat Doherty,https://en.wikipedia.org/wiki/Pat_Doherty,Pat Doherty
"",https://candidates.democracyclub.org.uk/media/images/55350176b247335574a42e52.png,1962-03-02,10882,"",https://www.facebook.com/PaulFarrelly4Newcastle/,Paul Farrelly,https://en.wikipedia.org/wiki/Paul_Farrelly,Paul Farrelly
MarkFieldUK,https://candidates.democracyclub.org.uk/media/images/55225b4f328bff5d39338a6c.png,1964-10-06,10884,"","",Mark Field,https://en.wikipedia.org/wiki/Mark_Field,Mark Field
"",https://candidates.democracyclub.org.uk/media/images/5534e3b3b247335574a42e15.png,1965-08-14,10901,"","",Mark Francois,https://en.wikipedia.org/wiki/Mark_Francois,Mark Francois
"",https://candidates.democracyclub.org.uk/media/images/5524a4d1f0e9e2c82406ebbb.png,1962-04-01,10920,"","",Chris Grayling,https://en.wikipedia.org/wiki/Chris_Grayling,Chris Grayling
"",https://candidates.democracyclub.org.uk/media/images/5535761c367dc5383f552ce7.png,1955-08-11,10958,"","",Sylvia Hermon,https://en.wikipedia.org/wiki/Sylvia_Hermon,Sylvia Hermon
BorisJohnson,https://candidates.democracyclub.org.uk/media/images/54cd19f4668e142f73d3b4a9.png,1964-06-19,10999,"","",Boris Johnson,http://en.wikipedia.org/wiki/Boris_Johnson,Boris Johnson
KevanJonesMP,https://candidates.democracyclub.org.uk/media/images/553a4d6bb184a22377b6cc8a.png,1964-04-25,11003,"","",Kevan Jones,https://en.wikipedia.org/wiki/Kevan_Jones,Kevan Jones
GregKnight,https://candidates.democracyclub.org.uk/media/images/5517c742249b917507bee4d8.png,1949-04-04,11026,"","",Greg Knight,https://en.wikipedia.org/wiki/Greg_Knight,Greg Knight
normanlamb,https://candidates.democracyclub.org.uk/media/images/images/643.png,1957-09-16,11032,"",https://www.facebook.com/NormanLambLibDem/,Norman Lamb,https://en.wikipedia.org/wiki/Norman_Lamb,Norman Lamb
"",https://candidates.democracyclub.org.uk/media/images/552258c0328bff5d39338a5f.png,1959-02-23,11048,"","",Ian Liddell-Grainger,https://en.wikipedia.org/wiki/Ian_Liddell-Grainger,Ian Liddell-Grainger
IanCLucas,https://candidates.democracyclub.org.uk/media/images/5502459bb25fe86024ab4602.png,1960-09-18,11057,"",https://www.facebook.com/ian4wrexham/,Ian Lucas,http://en.wikipedia.org/wiki/Ian_Lucas,Ian Lucas
khalid4PB,https://candidates.democracyclub.org.uk/media/images/553bbb94a51642637514d646.png,1961-07-13,11087,"","",Khalid Mahmood,https://en.wikipedia.org/wiki/Khalid_Mahmood_(British_politician),Khalid Mahmood (British politician)
JohnMannMP,https://candidates.democracyclub.org.uk/media/images/55356c4f367dc5383f552cae.png,1960-01-10,11093,http://uk.linkedin.com/pub/john-mann/18/3a2/532/en,https://www.facebook.com/pages/John-Mann-MP/106455042811675,John Mann,https://en.wikipedia.org/wiki/John_Mann_(British_politician),John Mann (British politician)
WSW_Labour,https://candidates.democracyclub.org.uk/media/images/5481e8bab150e238702c05f3.png,1955-04-08,11095,"","",Rob Marris,https://en.wikipedia.org/wiki/Rob_Marris,Rob Marris
"",https://candidates.democracyclub.org.uk/media/images/5534f30cb247335574a42e23.png,1956-03-23,11115,"","",Andrew Mitchell,https://en.wikipedia.org/wiki/Andrew_Mitchell,Andrew Mitchell
AWMurrison,https://candidates.democracyclub.org.uk/media/images/55357088367dc5383f552cc0.png,1961-04-24,11132,"","",Andrew Murrison,https://en.wikipedia.org/wiki/Andrew_Murrison,Andrew Murrison
George_Osborne,https://candidates.democracyclub.org.uk/media/images/5534dde08a61d1a7175e0c4d.png,1971-05-23,11145,"","",George Osborne,https://en.wikipedia.org/wiki/George_Osborne,George Osborne
AlbertOwenMP,https://candidates.democracyclub.org.uk/media/images/553a8ac2c0ff2778587ee2b0.png,1959-08-10,11148,"",https://www.facebook.com/albertowenynysmon/,Albert Owen,https://en.wikipedia.org/wiki/Albert_Owen,Albert Owen
PriskMark,https://candidates.democracyclub.org.uk/media/images/5532d9a329c5d53959d9e46f.png,1962-06-12,11172,"","",Mark Prisk,https://en.wikipedia.org/wiki/Mark_Prisk,Mark Prisk
johnpugh2017,https://candidates.democracyclub.org.uk/media/images/553576a1367dc5383f552cea.png,1948-06-28,11174,"","",John Pugh,https://en.wikipedia.org/wiki/John_Pugh,John Pugh
"",https://candidates.democracyclub.org.uk/media/images/55357148367dc5383f552cc6.png,1969-09-28,11189,"","",Angus Robertson,https://en.wikipedia.org/wiki/Angus_Robertson,Angus Robertson
AndrewRosindell,https://candidates.democracyclub.org.uk/media/images/553500a8b247335574a42e4c.png,1966-03-17,11199,"","",Andrew Rosindell,https://en.wikipedia.org/wiki/Andrew_Rosindell,Andrew Rosindell
AndrewSelous,https://candidates.democracyclub.org.uk/media/images/5535723b367dc5383f552cce.png,1962-04-27,11216,"","",Andrew Selous,http://en.wikipedia.org/wiki/Andrew_Selous,Andrew Selous
HugoSwire,https://candidates.democracyclub.org.uk/media/images/5524a5fdf0e9e2c82406ebc5.png,1959-11-30,11265,"","",Hugo Swire,https://en.wikipedia.org/wiki/Hugo_Swire,Hugo Swire
MarkTamiMP,https://candidates.democracyclub.org.uk/media/images/550e99769253711a232cfb93.png,1962-10-03,11267,"",https://www.facebook.com/alynanddeesidelabourparty/,Mark Tami,https://en.wikipedia.org/wiki/Mark_Tami,Mark Tami
keepandrew2015,https://candidates.democracyclub.org.uk/media/images/553b497981ca637726b503a1.png,1953-10-24,11291,"","",Andrew Turner,https://en.wikipedia.org/wiki/Andrew_Turner_(politician),Andrew Turner (politician)
"",https://candidates.democracyclub.org.uk/media/images/55350039b247335574a42e48.png,1941-11-18,11308,"","",Angela Watkinson,https://en.wikipedia.org/wiki/Angela_Watkinson,Angela Watkinson
tom_watson,https://candidates.democracyclub.org.uk/media/images/553396c2bbbc92023d8a8625.png,1967-01-08,11309,"","",Tom Watson,https://en.wikipedia.org/wiki/Tom_Watson_(Labour_politician),Tom Watson (Labour politician)
mikeweirsnp,https://candidates.democracyclub.org.uk/media/images/54f423301be737cc3e2afa58.png,1957-03-24,11312,"","",Michael Weir,https://en.wikipedia.org/wiki/Mike_Weir_%28politician%29,Mike Weir %28politician%29
BillWigginMP,https://candidates.democracyclub.org.uk/media/images/553c9ef941b868785b1fe67f.png,1966-06-04,11318,"","",Bill Wiggin,https://en.wikipedia.org/wiki/Bill_Wiggin,Bill Wiggin
HywelPlaidCymru,https://candidates.democracyclub.org.uk/media/images/images/2286.png,1953-05-14,11323,"",https://www.facebook.com/HywelWilliamsASMP/,Hywel Williams,https://en.wikipedia.org/wiki/Hywel_Williams,Hywel Williams
PeteWishart,https://candidates.democracyclub.org.uk/media/images/54f423031be737cc3e2afa57.png,1962-03-09,11333,"","",Pete Wishart,https://en.wikipedia.org/wiki/Pete_Wishart,Pete Wishart
"",https://candidates.democracyclub.org.uk/media/images/553aa7ff78c2688c57905d0a.png,1963-01-22,11347,"",https://www.facebook.com/huw.irrancadavies,Huw Irranca-Davies,https://en.wikipedia.org/wiki/Huw_Irranca-Davies,Huw Irranca-Davies
LiamByrneMP,https://candidates.democracyclub.org.uk/media/images/553b88b77b9de399275bb494.png,1970-10-02,11360,http://uk.linkedin.com/pub/liam-byrne/24/9a9/283/en,"",Liam Byrne,http://en.wikipedia.org/wiki/Liam_Byrne,Liam Byrne
Iain_Wright_,https://candidates.democracyclub.org.uk/media/images/5534e362b247335574a42e13.png,1972-05-09,11362,"","",Iain Wright,https://en.wikipedia.org/wiki/Iain_Wright,Iain Wright
eastantrimmp,https://candidates.democracyclub.org.uk/media/images/5534f702b247335574a42e34.png,1953-04-04,11374,"",https://www.facebook.com/SammyWilsonMP,Sammy Wilson,https://en.wikipedia.org/wiki/Sammy_Wilson_(politician),Sammy Wilson (politician)
nickherbertmp,https://candidates.democracyclub.org.uk/media/images/551b3b1c13eb34c82843cb61.png,1963-04-07,11377,"","",Nick Herbert,https://en.wikipedia.org/wiki/Nick_Herbert,Nick Herbert
mariamiller2015,https://candidates.democracyclub.org.uk/media/images/552105458793cecd721b9bfd.png,1964-03-26,11389,"",https://www.facebook.com/mariamilleruk?fref=ts,Maria Miller,https://en.wikipedia.org/wiki/Maria_Miller,Maria Miller
NadineDorries,https://candidates.democracyclub.org.uk/media/images/553be928a51642637514d64f.png,1957-05-21,11397,"","",Nadine Dorries,https://en.wikipedia.org/wiki/Nadine_Dorries,Nadine Dorries
AlMcDonnellSB,https://candidates.democracyclub.org.uk/media/images/images/3431.png,1949-09-01,11402,"","",Alasdair McDonnell,https://en.wikipedia.org/wiki/Alasdair_McDonnell,Alasdair McDonnell
grahamstuart,https://candidates.democracyclub.org.uk/media/images/5515a06f4fb3d15c51926de4.png,1962-03-12,11406,"","",Graham Stuart,http://en.wikipedia.org/wiki/Graham_Stuart_(politician),Graham Stuart (politician)
DavidEvennett,https://candidates.democracyclub.org.uk/media/images/552250c5328bff5d39338a3b.png,1949-06-03,11408,"",https://www.facebook.com/DavidAEvennett,David Evennett,http://en.wikipedia.org/wiki/David_Evennett,David Evennett
HelenGoodmanMP,https://candidates.democracyclub.org.uk/media/images/551ac15913eb34c82843cb29.png,1958-01-02,11421,"",https://www.facebook.com/helengoodmanBA,Helen Goodman,https://en.wikipedia.org/wiki/Helen_Goodman,Helen Goodman
DaveAndersonMP,https://candidates.democracyclub.org.uk/media/images/551abee713eb34c82843cb22.png,1953-12-02,11427,"","",David Anderson,https://en.wikipedia.org/wiki/David_Anderson_(British_politician),David Anderson (British politician)
Tobias_Ellwood,https://candidates.democracyclub.org.uk/media/images/55225992328bff5d39338a65.png,1966-08-12,11437,"",https://www.facebook.com/TobiasEllwood?fref=ts,Tobias Ellwood,https://en.wikipedia.org/wiki/Tobias_Ellwood,Tobias Ellwood
DawnButlerBrent,https://candidates.democracyclub.org.uk/media/images/5481e7b1b150e238702c0559.png,1969-11-03,11447,"","",Dawn Butler,https://en.wikipedia.org/wiki/Dawn_Butler,Dawn Butler
MadeleineMoon,https://candidates.democracyclub.org.uk/media/images/553ba218a51642637514d636.png,1950-03-27,11450,"",https://www.facebook.com/madeleine.moon,Madeleine Moon,https://en.wikipedia.org/wiki/Madeleine_Moon,Madeleine Moon
KerryMP,https://candidates.democracyclub.org.uk/media/images/550e9ae09253711a232cfb9b.png,1965-03-26,11455,"",https://www.facebook.com/kerry4mp,Kerry McCarthy,https://en.wikipedia.org/wiki/Kerry_McCarthy,Kerry McCarthy
"",https://candidates.democracyclub.org.uk/media/images/5522580f328bff5d39338a5a.png,1967-09-11,11461,"","",Charles Walker,https://en.wikipedia.org/wiki/Charles_Walker_(British_politician),Charles Walker (British politician)
"",https://candidates.democracyclub.org.uk/media/images/553575a1367dc5383f552ce3.png,1960-09-04,11475,"","",Shailesh Vara,https://en.wikipedia.org/wiki/Shailesh_Vara,Shailesh Vara
mark4ceredigion,https://candidates.democracyclub.org.uk/media/images/5481e8e4b150e238702c0610.png,1966-03-24,11489,"",https://www.facebook.com/mark4ceredigion,Mark Williams,https://en.wikipedia.org/wiki/Mark_Williams_%28politician%29,Mark Williams %28politician%29
"",https://candidates.democracyclub.org.uk/media/images/55249f6ef0e9e2c82406eba6.png,1968-03-05,11500,"","",Theresa Villiers,https://en.wikipedia.org/wiki/Theresa_Villiers,Theresa Villiers
voteDavidJones,https://candidates.democracyclub.org.uk/media/images/54fb2762ac1daeda13b59eca.png,1952-03-22,11506,"","",David Jones,https://en.wikipedia.org/wiki/David_Jones_(MP_for_Clwyd_West),David Jones (MP for Clwyd West)
JamieFonzarelli,https://candidates.democracyclub.org.uk/media/images/553b8a6581ca637726b503a9.png,1973-08-04,11511,"","",Jamie Reed,https://en.wikipedia.org/wiki/Jamie_Reed,Jamie Reed
GwynneMP,https://candidates.democracyclub.org.uk/media/images/5535065cb247335574a42e5f.png,1974-06-04,11531,"",https://facebook.com/andrewgwynnemp,Andrew Gwynne,https://en.wikipedia.org/wiki/Andrew_Gwynne,Andrew Gwynne
"",https://candidates.democracyclub.org.uk/media/images/553b8c62a621e036281d5740.png,1967-04-09,11534,"","",Natascha Engel,https://en.wikipedia.org/wiki/Natascha_Engel,Natascha Engel
Geoffrey_Cox,https://candidates.democracyclub.org.uk/media/images/5535756e367dc5383f552ce1.png,1960-04-30,11541,"","",Geoffrey Cox,https://en.wikipedia.org/wiki/Geoffrey_Cox_(British_politician),Geoffrey Cox (British politician)
Ed_Miliband,https://candidates.democracyclub.org.uk/media/images/553575b7367dc5383f552ce4.png,1969-12-24,11545,"","",Ed Miliband,https://en.wikipedia.org/wiki/Ed_Miliband,Ed Miliband
IanAustinMP,https://candidates.democracyclub.org.uk/media/images/5534f83eb247335574a42e3b.png,1965-03-08,11553,"","",Ian Austin,https://en.wikipedia.org/wiki/Ian_Austin_(politician),Ian Austin (politician)
robertabwMP,https://candidates.democracyclub.org.uk/media/images/5519adfaba7512a07da47936.png,1957-08-16,11558,http://uk.linkedin.com/pub/roberta-blackman-woods/48/978/184/en,"",Roberta Blackman-Woods,https://en.wikipedia.org/wiki/Roberta_Blackman-Woods,Roberta Blackman-Woods
hammersmithandy,https://candidates.democracyclub.org.uk/media/images/552255ab328bff5d39338a4e.png,1960-09-29,11559,"","",Andrew Slaughter,https://en.wikipedia.org/wiki/Andy_Slaughter,Andy Slaughter
DavidBurrowesUK,https://candidates.democracyclub.org.uk/media/images/5524a4e8f0e9e2c82406ebbc.png,1969-06-12,11573,"","",David Burrowes,https://en.wikipedia.org/wiki/David_Burrowes,David Burrowes
Mark_J_Harper,https://candidates.democracyclub.org.uk/media/images/5525fadf413cb4432adffa82.png,1970-02-26,11588,"",https://www.facebook.com/mark.harper.fod,Mark Harper,https://en.wikipedia.org/wiki/Mark_Harper,Mark Harper
markdurkan,https://candidates.democracyclub.org.uk/media/images/5535729a367dc5383f552cd1.png,1960-06-26,11589,"","",Mark Durkan,https://en.wikipedia.org/wiki/Mark_Durkan,Mark Durkan
SharonHodgsonMP,https://candidates.democracyclub.org.uk/media/images/553b8a96788906ef2517bd69.png,1966-04-01,11592,"","",Sharon Hodgson,http://en.wikipedia.org/wiki/Sharon_Hodgson,Sharon Hodgson
AdamHollowayMP,https://candidates.democracyclub.org.uk/media/images/5516d1cd929f1bbe286be040.png,1965-07-29,11599,"",https://www.facebook.com/holloway.adam,Adam Holloway,https://en.wikipedia.org/wiki/Adam_Holloway,Adam Holloway
AnneMilton,https://candidates.democracyclub.org.uk/media/images/54c2402804fa01fd0c8356c0.png,1955-11-03,11603,"","",Anne Milton,https://en.wikipedia.org/wiki/Anne_Milton,Anne Milton
Meg_HillierMP,https://candidates.democracyclub.org.uk/media/images/553d6502fa81603857bd4f82.png,1969-02-14,11605,"",https://www.facebook.com/Meg4Hackney/,Meg Hillier,http://en.wikipedia.org/wiki/Meg_Hillier,Meg Hillier
GregHands,https://candidates.democracyclub.org.uk/media/images/5524a029f0e9e2c82406ebaa.png,1965-11-14,11610,"",https://www.facebook.com/greghandschelseafulham,Greg Hands,http://en.wikipedia.org/wiki/Greg_Hands,Greg Hands
DouglasCarswell,https://candidates.democracyclub.org.uk/media/images/55268b9559bbc5c063445b75.png,1971-05-03,11621,"","",Douglas Carswell,https://en.wikipedia.org/wiki/Douglas_Carswell,Douglas Carswell
"",https://candidates.democracyclub.org.uk/media/images/55350007b247335574a42e47.png,1957-09-28,11626,"","",Mike Penning,https://en.wikipedia.org/wiki/Mike_Penning,Mike Penning
DavidGauke,https://candidates.democracyclub.org.uk/media/images/55357191367dc5383f552cc8.png,1971-10-08,11633,"","",David Gauke,https://en.wikipedia.org/wiki/David_Gauke,David Gauke
JBrokenshire,https://candidates.democracyclub.org.uk/media/images/5534f2edb247335574a42e22.png,1968-01-07,11640,"","",James Brokenshire,https://en.wikipedia.org/wiki/James_Brokenshire,James Brokenshire
DianaJohnsonMP,https://candidates.democracyclub.org.uk/media/images/55351fc1b247335574a42e81.png,1966-07-25,11647,"","",Diana Johnson,https://en.wikipedia.org/wiki/Diana_Johnson,Diana Johnson
EmilyThornberry,https://candidates.democracyclub.org.uk/media/images/553c0b1da8c0192f732ca8ec.png,1960-07-27,11656,"","",Emily Thornberry,http://en.wikipedia.org/wiki/Emily_Thornberry,Emily Thornberry
"",https://candidates.democracyclub.org.uk/media/images/5548f839928393ab513ec8ff.png,1964-11-07,11661,"","",Philip Hollobone,https://en.wikipedia.org/wiki/Philip_Hollobone,Philip Hollobone
rosie4westlancs,https://candidates.democracyclub.org.uk/media/images/5519b5ffba7512a07da4793d.png,1950-09-05,11667,"","",Rosie Cooper,http://en.wikipedia.org/wiki/Rosie_Cooper,Rosie Cooper
BWallaceMP,https://candidates.democracyclub.org.uk/media/images/5521050d8793cecd721b9bfb.png,1970-05-15,11668,"",https://www.facebook.com/benwallaceWPN?fref=ts,Ben Wallace,https://en.wikipedia.org/wiki/Ben_Wallace_(politician),Ben Wallace (politician)
GregMulholland1,https://candidates.democracyclub.org.uk/media/images/5481e91cb150e238702c0631.png,1970-08-31,11672,"",https://www.facebook.com/LeedsNWLibDems,Greg Mulholland,https://en.wikipedia.org/wiki/Greg_Mulholland,Greg Mulholland
NiaGriffithMP,https://candidates.democracyclub.org.uk/media/images/5525f462413cb4432adffa73.png,1956-12-04,11692,"",https://www.facebook.com/NiaGriffithMP,Nia Griffith,https://en.wikipedia.org/wiki/Nia_Griffith,Nia Griffith
Dunne4Ludlow,https://candidates.democracyclub.org.uk/media/images/55322ded29c5d53959d9e44b.png,1958-08-14,11696,"","",Philip Dunne,http://en.wikipedia.org/wiki/Philip_Dunne_(born_1958),Philip Dunne (born 1958)
MarkLancasterMK,https://candidates.democracyclub.org.uk/media/images/5534f824b247335574a42e3a.png,1970-05-12,11715,"",https://www.facebook.com/marklancaster4mk,Mark Lancaster,http://en.wikipedia.org/wiki/Mark_Lancaster,Mark Lancaster
DavidTCDavies,https://candidates.democracyclub.org.uk/media/images/images/3827.png,1970-06-27,11719,"",https://www.facebook.com/davidtcdavies,David Davies,https://en.wikipedia.org/wiki/David_Davies_(Welsh_politician),David Davies (Welsh politician)
RichardBenyonMP,https://candidates.democracyclub.org.uk/media/images/5516a8f2929f1bbe286be01f.png,1960-10-21,11727,"","",Richard Benyon,http://en.wikipedia.org/wiki/Richard_Benyon,Richard Benyon
jessicamordenmp,https://candidates.democracyclub.org.uk/media/images/553aa0c6319151d456c24fa6.png,1968-05-29,11732,"",https://www.facebook.com/JessicaMorden4NewportEast/,Jessica Morden,https://en.wikipedia.org/wiki/Jessica_Morden,Jessica Morden
Stewart4Pboro,https://candidates.democracyclub.org.uk/media/images/553bba3da51642637514d644.png,1965-01-31,11759,"","",Stewart Jackson,https://en.wikipedia.org/wiki/Stewart_Jackson,Stewart Jackson
SCrabbPembs,https://candidates.democracyclub.org.uk/media/images/5534fa30b247335574a42e46.png,1973-01-20,11768,"",https://www.facebook.com/StephenCrabbPembs/,Stephen Crabb,https://en.wikipedia.org/wiki/Stephen_Crabb,Stephen Crabb
JustineGreening,https://candidates.democracyclub.org.uk/media/images/5535741f367dc5383f552cda.png,1969-04-30,11771,"","",Justine Greening,https://en.wikipedia.org/wiki/Justine_Greening,Justine Greening
RobWilson_RDG,https://candidates.democracyclub.org.uk/media/images/5517f6b6249b917507bee512.png,1965-01-04,11773,"","",Rob Wilson,http://en.wikipedia.org/wiki/Rob_Wilson,Rob Wilson
JamesDuddridge,https://candidates.democracyclub.org.uk/media/images/553500e3b247335574a42e4e.png,1971-08-26,11785,"","",James Duddridge,https://en.wikipedia.org/wiki/James_Duddridge,James Duddridge
"",https://candidates.democracyclub.org.uk/media/images/553571be367dc5383f552cc9.png,1972-10-24,11791,"","",Jeremy Wright,https://en.wikipedia.org/wiki/Jeremy_Wright,Jeremy Wright
NickHurdUK,https://candidates.democracyclub.org.uk/media/images/5517fb50249b917507bee52c.png,1962-05-13,11792,"","",Nick Hurd,https://en.wikipedia.org/wiki/Nick_Hurd,Nick Hurd
"",https://candidates.democracyclub.org.uk/media/images/5547b424da8374e520fa5d4f.png,1957-05-17,11798,"",https://www.facebook.com/stalbansconservatives/,Anne Main,https://en.wikipedia.org/wiki/Anne_Main,Anne Main
"",https://candidates.democracyclub.org.uk/media/images/55292128b6a860ed1648be4b.png,1956-12-31,11804,"","",Robert Goodwill,http://en.wikipedia.org/wiki/Robert_Goodwill,Robert Goodwill
nick_clegg,https://candidates.democracyclub.org.uk/media/images/551afea213eb34c82843cb48.png,1967-01-07,11812,http://uk.linkedin.com/in/nickclegg/en,https://www.facebook.com/nickclegg,Nick Clegg,http://en.wikipedia.org/wiki/Nick_Clegg,Nick Clegg
angelasmithmp,https://candidates.democracyclub.org.uk/media/images/5534f582b247335574a42e2d.png,1961-08-16,11814,"","",Angela Christine Smith,https://en.wikipedia.org/wiki/Angela_C._Smith,Angela C. Smith
PhilipDaviesUK,https://candidates.democracyclub.org.uk/media/images/551599bf4fb3d15c51926dcf.png,1972-01-05,11816,"","",Philip Davies,http://en.wikipedia.org/wiki/Philip_Davies,Philip Davies
daniel4shrews,https://candidates.democracyclub.org.uk/media/images/553c30b3fc4fe0dc23f26c6c.png,1972-01-24,11817,"","",Daniel Kawczynski,http://en.wikipedia.org/wiki/Daniel_Kawczynski,Daniel Kawczynski
RobFlello,https://candidates.democracyclub.org.uk/media/images/553b425fe6d2cbcd26e36a25.png,1966-01-14,11843,"",https://www.facebook.com/RobFlelloStokeSouth/,Rob Flello,https://en.wikipedia.org/wiki/Rob_Flello,Rob Flello
michaelgove,https://candidates.democracyclub.org.uk/media/images/5535ce62367dc5383f552cec.png,1967-08-26,11858,"","",Michael Gove,https://en.wikipedia.org/wiki/Michael_Gove,Michael Gove
Jeremy_Hunt,https://candidates.democracyclub.org.uk/media/images/55350076b247335574a42e4a.png,1966-11-01,11859,"","",Jeremy Hunt,https://en.wikipedia.org/wiki/Jeremy_Hunt_(politician),Jeremy Hunt (politician)
SadiqKhan,https://candidates.democracyclub.org.uk/media/images/images/7455.png,1970-10-08,11878,"",https://www.facebook.com/sadiqforlondon,Sadiq Khan,https://en.wikipedia.org/wiki/Sadiq_Khan,Sadiq Khan
GClarkUK,https://candidates.democracyclub.org.uk/media/images/5517fa14249b917507bee527.png,1967-08-28,11884,"","",Greg Clark,https://en.wikipedia.org/wiki/Greg_Clark,Greg Clark
DavidSimpsonDUP,https://candidates.democracyclub.org.uk/media/images/5534f992b247335574a42e43.png,1959-02-16,11892,"","",David Simpson,https://en.wikipedia.org/wiki/David_Simpson_(British_politician),David Simpson (British politician)
MaryCreaghMP,https://candidates.democracyclub.org.uk/media/images/5534f801b247335574a42e39.png,1967-12-02,11898,"",https://www.facebook.com/marycreaghwakefield/,Mary Creagh,https://en.wikipedia.org/wiki/Mary_Creagh,Mary Creagh
