id,name__bg,name__mk,name__fr,name__en,name__de,name__nb,name__nn,name,wikipedia__bg,wikipedia__mk,gender,birth_date,original_wikiname,name__sq,name__es,name__nl,name__uk,name__ru,wikipedia__bgwikiquote,wikipedia__de,wikipedia__en,wikipedia__ru,wikipedia__sq,wikipedia__uk,identifier__VIAF,identifier__GND,identifier__LCAuth,death_date,given_name,name__ie,wikipedia__ie,name__sr,wikipedia__sr,name__sr_el,name__sr_ec,name__el,wikipedia__el,wikipedia__fr,image,identifier__freebase,name__et,wikipedia__et,name__id,name__pl,name__bs,name__fi,name__hsb,name__it,wikipedia__bs,wikipedia__fi,wikipedia__id,wikipedia__it,wikipedia__pl,name__cs,wikipedia__cs,name__ja,wikipedia__ja,name__hu,last_seen,wikipedia__hr,name__hr,wikipedia__mg,name__mg,name__zh_hant,name__zh_cn,identifier__PACE,wikipedia__fa,name__fa,occupation,wikipedia__tr,name__tr,wikipedia__commons,wikipedia__sh,name__sh,identifier__BNF,name__ka,wikipedia__ka,name__zh_hans,name__zh_hk,name__zh,wikipedia__zh,identifier__IMDB,identifier__NSK,identifier__ISNI,name__da,wikipedia__da,wikipedia__es,identifier__Munzinger,name__la,name__fo,name__kl,wikipedia__la,wikipedia__nl,name__hy,name__pt,wikipedia__hy,wikipedia__pt,name__he,name__oc,name__yo,name__ms,name__gl,name__vi,name__sv,name__ar,name__sk,name__ro,name__ca,name__io,name__be,name__lmo,wikipedia__ar,wikipedia__ca,wikipedia__gl,wikipedia__he,wikipedia__hsb,wikipedia__io,wikipedia__lmo,wikipedia__ms,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__ro,wikipedia__sk,wikipedia__sv,wikipedia__vi,wikipedia__yo,name__nds,wikipedia__enwikiquote,name__cy,identifier__SUDOC,identifier__OLID,identifier__FAST,identifier__google_knowledge,identifier__nlg,website,family_name,name__en_ca,name__en_gb,facebook,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__eo,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu
Q12295024,Станко Младеновски,Станко Младеновски,,Stanko Mladenovski,,Stanko Mladenovski,Stanko Mladenovski,Станко Младеновски,Станко Младеновски,Станко Младеновски,male,1937-11-09,,,,,,,,,Stanko Mladenovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12296079,Тахир Хани,,,,,,,,Тахир Хани,,male,1961-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12296706,Томе Тромбев,,,,,,,,Томе Тромбев,,male,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12297671,Фият Цаноски,,,,,,,,Фият Цаноски,,male,1960-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12297872,Хади Незир,Хади Незир,,,,Hadi Nezir,Hadi Nezir,Хади Незир,Хади Незир,Хади Незир,male,1952-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12298088,Хисни Шакири,Хисни Шаќири,,,,Hisni Sjakjiri,Hisni Sjakjiri,Хисни Шаќири,Хисни Шакири,Хисни Шаќири,male,1949-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12298089,Хисен Рамадани,Хисен Рамадани,,,,Hisen Ramadani,Hisen Ramadani,Хисен Рамадани,Хисен Рамадани,Хисен Рамадани,male,1933-01-03,,,,,,,,,,,,,,,,2012-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12904873,,Андреј Петров,,Andrei Petrov,,,,Андреј Петров,,Андреј Петров,male,,Андреј Петров,,,,,,,,,,,,,,,,Andrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12908548,,Менде Диневски,,Mende Dinevski,,,,Менде Диневски,,Менде Диневски,male,,Менде Диневски,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12908673,,Михаило Џолонга,,Mihailo Dzolonga,,,,Михаило Џолонга,,Михаило Џолонга,male,,Михаило Џолонга,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1363047,Любчо Йордановски,Љупчо Јордановски,Ljupčo Jordanovski,Ljupčo Jordanovski,Ljupčo Jordanovski,Ljuptsjo Jordanovski,Ljuptsjo Jordanovski,Љупчо Јордановски,Любчо Йордановски,Љупчо Јордановски,male,1953-02-13,,,Ljupčo Jordanovski,Ljupčo Jordanovski,Люпчо Йордановський,"Йордановский, Люпчо",,Ljupčo Jordanovski,Ljupčo Jordanovski,"Йордановский, Люпчо",,Люпчо Йордановський,305534910,,,2010-10-07,,,,Љупчо Јордановски,Љупчо Јордановски,,,,,Ljupčo Jordanovski,,/m/02g_1c,Ljupčo Jordanovski,Ljupčo Jordanovski,Ljupco Jordanovski,Lupczo Jordanowski,,,,,,,Ljupco Jordanovski,,Lupczo Jordanowski,,,,,Ljupčo Jordanovski,,,,,,,,,,,politician,,,,,,,ლიუპჩო იორდანოვსკი,ლიუპჩო იორდანოვსკი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ljupčo Jordanovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1528947,Георги Оровчанец,Ѓорѓи Оровчанец,,,Gjorgji Orovčanec,,,Ѓорѓи Оровчанец,Георги Оровчанец,Ѓорѓи Оровчанец,male,1951-09-10,,,,Gjorgji Orovčanec,,,,Gjorgji Orovčanec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q162983,Радмила Шекеринска,Радмила Шекеринска Јанковска,Radmila Šekerinska,Radmila Šekerinska,Radmila Šekerinska,Radmila Sjekerinska Jankovska,Radmila Sjekerinska Jankovska,Радмила Шекеринска Јанковска,Радмила Шекеринска,Радмила Шекеринска,female,1972-06-10,Радмила Шекеринска,Radmilla Shekerinska-Jankovska,Radmila Šekerinska,Radmila Šekerinska,Радміла Шекеринська,Радмила Шекеринская,,Radmila Šekerinska,Radmila Šekerinska,"Шекеринская, Радмила",Radmilla Shekerinska-Jankovska,Радміла Шекеринська,,,,,Radmila,,,Радмила Шекеринска,Радмила Шекеринска,Radmila Šekerinska,Радмила Шекеринска,,,Radmila Šekerinska,https://upload.wikimedia.org/wikipedia/commons/0/04/Radmila-Sekerinska-conference.jpg,/m/04fb6t,Radmila Šekerinska,Radmila Šekerinska,Radmila Šekerinska,Radmiła Szekerinska,Radmila Šekerinska,Radmila Šekerinska,Radmila Šekerinska,Radmila Šekerinska,Radmila Šekerinska,Radmila Šekerinska,Radmila Šekerinska,Radmila Šekerinska,Radmiła Szekerinska,,,ラドミラ・シェケリンスカ,,Radmila Šekerinska,,Radmila Šekerinska,Radmila Šekerinska,,,拉德米拉·謝凱琳斯卡,拉德米拉·谢凯琳斯卡,,رادمیلا شکرینسکا,رادمیلا شکرینسکا,politician,Radmila Šekerinska,Radmila Šekerinska,,Radmila Šekerinska,Radmila Šekerinska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16351181,,,,,,,,,,,male,,,Branko Manojlovski,,,,,,,,,Branko Manojlovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17431945,,Зијадин Села,,Ziadin Sela,,,,Зијадин Села,,Зијадин Села,male,,Зијадин Села,Ziadin Sela,,,,,,,,,Ziadin Sela,,,,,,,Ziadin Sela,Ziadin Sela,Зијадин Села,Зијадин Села,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1857984,Тито Петковски,Тито Петковски,Tito Petkovski,Tito Petkovski,Tito Petkovski,Tito Petkovski,Tito Petkovski,Тито Петковски,Тито Петковски,Тито Петковски,male,1945-01-23,Тито Петковски,,Tito Petkovski,Tito Petkovski,Тіто Петковський,"Петковский, Тито",,Tito Petkovski,Tito Petkovski,"Петковский, Тито",,Тіто Петковський,310665890,,,,Tito,,,,,,,,,Tito Petkovski,,/m/09ckk1,,,,,,,,,,,,,,,,ティトー・ペトコフスキ,ティトー・ペトコフスキ,Tito Petkovski,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18851379,Аднан Яшари,Аднан Јашари,Adnan Jashari,Adnan Jashari,,,,Аднан Јашари,Аднан Яшари,Аднан Јашари,male,1965-11-29,,,,Adnan Jashari,,,,,Adnan Jashari,,,,,,,,Adnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1968223,Стоян Андов,Стојан Андов,Stojan Andov,Stojan Andov,,Stojan Andov,Stojan Andov,Стојан Андов,Стоян Андов,Стојан Андов,male,1935-11-30,,,Stojan Andov,Stojan Andov,Стоян Андов,Стоян Андов,,,Stojan Andov,"Андов, Стоян",,Стоян Андов,38282671,,,,Stojan,,,Стојан Андов,Стојан Андов,,,,,Stojan Andov,,/m/0cqqy_,,,,,,,,,,,,,,,,,,Stojan Andov,,,,,,,,4829,,,diplomat,,,,,,,სტოიან ანდოვი,სტოიან ანდოვი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117448915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1984105,Неждет Мустафа,Неждет Мустафа,Neždet Mustafa,Neždet Mustafa,Neždet Mustafa,Nezjdet Mustafa,Nezjdet Mustafa,Неждет Мустафа,Неждет Мустафа,Неждет Мустафа,male,1962-05-17,,,,Neždet Mustafa,,,,Neždet Mustafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2043145,Благой Ханджийски,Благој Ханџиски,,,,Blagoj Handzjiski,Blagoj Handzjiski,Благој Ханџиски,Благой Ханджийски,Благој Ханџиски,male,1948-06-06,,,,,Благой Ханджиський,"Ханджиский, Благой",,,,"Ханджиский, Благой",,Благой Ханджиський,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2047782,Петър Гошев,Петар Гошев,,,,Petar Posjev,Petar Posjev,Петар Гошев,Петър Гошев,Петар Гошев,male,1948-09-05,,,,,,"Гошев, Петар",,,,"Гошев, Петар",,,,,,,,,,Петар Гошев,Петар Гошев,Petar Gošev,Петар Гошев,,,,https://upload.wikimedia.org/wikipedia/commons/1/17/Gošev.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political commissar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2047795,Слободан Чашуле,Слободан Чашуле,Slobodan Čašule,Slobodan Čašule,Slobodan Čašule,Slobodan Tsjasjule,Slobodan Tsjasjule,Слободан Чашуле,Слободан Чашуле,Слободан Чашуле,male,1945-09-27,,,,Slobodan Čašule,Слободан Чашуле,"Чашуле, Слободан",,Slobodan Čašule,Slobodan Čašule,"Чашуле, Слободан",,Слободан Чашуле,,,,2015-12-18,Slobodan,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/85/Слободан_Чашуле.jpg,/m/010pfmt3,,,,,,,,Slobodan Casule,,,,,,,,,,,,,Slobodan Čašule,,,,,,,,diplomat,,,,Slobodan Čašule,Slobodan Čašule,,,,,,,,,,,,,,,,,,,Slobodan Čašule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slobodan Čašule,Slobodan Casule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2059956,Таки Фити,Таки Фити,Taki Fiti,Taki Fiti,Taki Fiti,Taki Fiti,Taki Fiti,Таки Фити,Таки Фити,Таки Фити,male,1950-11-07,,,Taki Fiti,Taki Fiti,,"Фити, Таки",,,Taki Fiti,"Фити, Таки",,,24153697,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ed/Таки_Фити.jpg,,,,,,,,,,,,,,,,,,,Taki Fiti,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL5627512A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2059965,Абдилаким Адеми,Абдилаќим Адеми,,Abdylaqim Ademi,Abdylaqim Ademi,Abdilakjim Ademi,Abdilakjim Ademi,Абдилаќим Адеми,Абдилаким Адеми,Абдилаќим Адеми,male,1969-12-20,,Abdylaqim Ademi,Abdylaqim Ademi,Abdylaqim Ademi,,Абдилачим Адеми,,,Abdylaqim Ademi,"Адеми, Абдилачим",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdylaqim Ademi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2065531,Никола Минчев,Никола Минчев,,,,Nikola Mintsjev,Nikola Mintsjev,Никола Минчев,Никола Минчев (политик),Никола Минчев,female,1915-11-02,,,,,,"Минчев, Никола",,,,"Минчев, Никола",,,,,,1997-04-06,,,,Никола Минчев,Никола Минчев,Nikola Minčev,Никола Минчев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political commissar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2066829,Люпчо Мешков,Љупчо Мешков,,,,Ljuptsjo Mesjkov,Ljuptsjo Mesjkov,Љупчо Мешков,Любчо Мешков,Љупчо Мешков,male,1948,,,,,,"Мешков, Люпчо",,,,"Мешков, Люпчо",,,,,,,,,,Љупчо Мешков,Љупчо Мешков,Ljupčo Meškov,Љупчо Мешков,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21467814,Оливер Спасовски,Оливер Спасовски,Oliver Spasovski,Oliver Spasovski,Oliver Spasovski,,,Оливер Спасовски,Оливер Спасовски,Оливер Спасовски,male,1976-10-21,Оливер Спасовски,,,Oliver Spasovski,,,,,Oliver Spasovski,,,,,,,,Oliver,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/65/Oliver_Spasovski_-_October_2016_(cropped).jpg,,Oliver Spasovski,Oliver Spasovski,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,Category:Oliver Spasovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q220579,Зоран Заев,Зоран Заев,Zoran Zaev,Zoran Zaev,Zoran Zaev,Zoran Zajev,Zoran Zajev,Зоран Заев,Зоран Заев,Зоран Заев,male,1974-10-08,,,Zoran Zaev,Zoran Zaev,Зоран Заєв,Зоран Заев,,Zoran Zaev,Zoran Zaev,"Заев, Зоран",,Зоран Заєв,,,,,Zoran,Zoran Zaev,Zoran Zaev,Зоран Заев,Зоран Заев,,,,,Zoran Zaev,https://upload.wikimedia.org/wikipedia/commons/6/61/Zaev.jpg,/m/0vzszxb,Zoran Zaev,Zoran Zaev,,Zoran Zaew,,,,,,,,,Zoran Zaew,,,,,Zoran Zaev,,,,,,,,,,,politician,Zoran Zaev,Zoran Zaev,,Zoran Zaev,Zoran Zaev,,,,,,佐蘭·薩耶夫,佐蘭·薩耶夫,,,,Zoran Zaev,,Zoran Zaev,,Zoran Zaev,Zoran Zaev,Zoran Zaev,Zoran Zaev,Zoran Zaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22077723,Емил Димитриев,Емил Димитриев,Emil Dimitriev,Emil Dimitriev,Emil Dimitriev,,,Емил Димитриев,Емил Димитриев,Емил Димитриев,male,1979-03-19,,Emil Dimitriev,Emil Dimitriev,Emil Dimitriev,Еміль Димитрієв,"Димитриев, Эмил",,Emil Dimitriev,Emil Dimitriev,"Димитриев, Эмил",Emil Dimitriev,Еміл Дімітрієв,,,,,Emil,Emil Dimitriev,Emil Dimitriev,Емил Димитриев,Емил Димитриев,,,Εμίλ Ντιμιτρίεφ,Εμίλ Ντιμιτρίεφ,Emil Dimitriev,https://upload.wikimedia.org/wikipedia/commons/b/ba/Эмил_Димитриев.jpg,,Emil Dimitriev,Emil Dimitriev,,Emił Dimitriew,,,,Emil Dimitriev,,,,,Emił Dimitriew,,,エミール・ドミトリエフ,,,,,,,,,,,امیل دیمیتریف,امیل دیمیتریف,politician,Emil Dimitriev,Emil Dimitriev,Category:Emil Dimitriev,Emil Dimitriev,Emil Dimitriev,,ემილ დიმიტრიევი,ემილ დიმიტრიევი,,,埃米爾·迪米特里耶夫,埃米爾·迪米特里耶夫,,,,,,Emil Dimitriev,,Aemilius Dimitriev,,,Aemilius Dimitriev,,,Emil Dimitriev,,,,,,,,,Emil Dimitriev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emil Dimitriev,Emil Dimitriev,emil.dimitriev.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2502340,Трайко Веляноски,Трајко Вељаноски,Trajko Veljanovski,Trajko Veljanovski,Trajko Veljanovski,Trajko Veljanoski,Trajko Veljanoski,Трајко Вељаноски,Трайко Веляноски,Трајко Вељаноски,male,1962-11-02,,Trajko Veljanovski,Trajko Veljanovski,Trajko Veljanovski,Трайко Веляноський,Трайко Веляноский,,,Trajko Veljanovski,"Веляноский, Трайко",Trajko Veljanoski,Трайко Веляноський,,,,,,,,Трајко Вељаноски,Трајко Вељаноски,,,,,Trajko Veljanovski,https://upload.wikimedia.org/wikipedia/commons/d/d9/Trajko_Veljanovski_2015.jpg,/m/0glqwl9,,,,,,,,Trajko Veljanovski,,,,,,,,トライコ・ヴェリャノスキー,,Trajko Veljanovski,,,,,,,,,,,politician,,,Category:Trajko Veljanovski,,,,,,,,,,,,,,,Trajko Veljanovski,,,,,,,Տրայկո Վելյանոսկի,Trajko Veljanovski,Տրայկո Վելյանոսկի,Trajko Veljanovski,,,,,,,Trajko Veljanovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2529738,Владо Бучковски,Владо Бучковски,Vlado Bučkovski,Vlado Bučkovski,Vlado Bučkovski,Vlado Butsjkovski,Vlado Butsjkovski,Владо Бучковски,Владо Бучковски,Владо Бучковски,male,1962-12-02,,Vlado Buçkovski,Vlado Bučkovski,Vlado Bučkovski,Владо Бучковський,Владо Бучковский,,Vlado Bučkovski,Vlado Bučkovski,"Бучковский, Владо",Vlado Buçkovski,Владо Бучковський,305666982,,,,Vlado,,,Владо Бучковски,Владо Бучковски,,,,,Vlado Bučkovski,https://upload.wikimedia.org/wikipedia/commons/5/5b/Buckovski_May_2006.jpg,/m/04q9vl,,,Vlado Bučkovski,Włado Buczkowski,Vlado Bučkovski,Vlado Bučkovski,,Vlado Bučkovski,Vlado Bučkovski,Vlado Bučkovski,Vlado Bučkovski,Vlado Bučkovski,Włado Buczkowski,,,ヴラド・ブチュコフスキ,ヴラド・ブチュコフスキ,Vlado Bučkovski,,Vlado Bučkovski,Vlado Bučkovski,,,,,,ولادو بوچکووسکی,ولادو بوچکووسکی,politician,Vlado Bučkovski,Vlado Bučkovski,Category:Vlado Bučkovski,Vlado Bučkovski,Vlado Bučkovski,,ვლადო ბუჩკოვსკი,ვლადო ბუჩკოვსკი,,,弗拉多·布茨科夫斯基,,,,,Vlado Buckovski,Vlado Bučkovski,,,,,,,Vlado Bučkovski,Վլադո Բուչկովսկի,Vlado Bučkovski,Վլադո Բուչկովսկի,Vlado Bučkovski,ולאדו בוצ'קובסקי,Vlado Bučkovski,,,Vlado Bučkovski,,Vlado Bučkovski,,,,,,,,,,Vlado Buchkovski,ולאדו בוצ'קובסקי,,,,,,Vlado Butsjkovski,Vlado Bučkovski,,,Vlado Bučkovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2535415,Любе Бошкоски,Љубе Бошкоски,Ljube Boškoski,Ljube Boškoski,,Ljube Bosjkoski,Ljube Bosjkoski,Љубе Бошкоски,Любе Бошкоски,Љубе Бошкоски,male,1960-10-24,,,Ljube Boškoski,Ljube Boškoski,Любе Бошкоскі,Любе Бошкоский,,,Ljube Boškoski,"Бошкоский, Любе",,Любе Бошкоскі,188648276,,,,,,,Љубе Бошкоски,Љубе Бошкоски,Ljube Boškoski,Љубе Бошкоски,,,,https://upload.wikimedia.org/wikipedia/commons/1/17/Ljube-slika.jpg,/m/027w6wy,,,,Lube Boszkoski,,,,Ljube Boškoski,,,,Ljube Boškoski,Lube Boszkoski,,,リュベ・ボシュコスキ,,Ljube Boškoski,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Ljube Boškoski,,Ljube Boškoski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127417265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
