id,name,image,group,term,email,website,phone,facebook,twitter,place_of_birth,source
125:hoyos-girlado-german-dario,GERMÁN DARÍO HOYOS GIRALDO,http://www.secretariasenado.gov.co/images/SENADORES_2014-2018/GERMAN-DARIO-HOYOS-GIRALDO.png,PARTIDO DE LA U.,2014,german.hoyos.giraldo@senado.gov.co,http://www.germanhoyosgiraldo.com,3823000 EXT 3374-3372,,GermanHoyos,Medellín - Antioquia,http://www.secretariasenado.gov.co/?Itemid=109&id=125%3Ahoyos-girlado-german-dario&option=com_content&view=article
1268:leon-rigoberto-baron-neira,BARON NEIRA LEON RIGOBERTO,http://www.secretariasenado.gov.co/images/senadores/BARON_PDF.jpg,PARTIDO CENTRO DEMOCRATICO,2014,leon.baron@senado.gov.co,,3823000 EXT 3436-3437,,,Guacamaya Boyaca,http://www.secretariasenado.gov.co/?Itemid=109&id=1268%3Aleon-rigoberto-baron-neira&option=com_content&view=article
130:lizcano-arango-oscar-mauricio,ÓSCAR MAURICIO LIZCANO ARANGO,http://www.secretariasenado.gov.co/images/fotosenadores/lizcano%20mauricio.jpg,PARTIDO DE LA U.,2014,presidencia@senado.gov.co,http://www.mauriciolizcano.com.co,3823000 EXT 3299-4201-4204,https://www.facebook.com/MauricioLizcanoSenador/,MauricioLizcano,Medellín - Antioquia,http://www.secretariasenado.gov.co/?Itemid=109&id=130%3Alizcano-arango-oscar-mauricio&option=com_content&view=article
132:lopez-maya-alexander,ALEXÁNDER LÓPEZ MAYA,http://www.secretariasenado.gov.co/images/banners/Alexander%20lopez%20maya.jpg,POLO DEMOCRÁTICO ALTERNATIVO,2014,alexander.lopez.maya@senado.gov.co,http://alexanderlopezmaya.com.co/,3823000 EXT 3571-3572,https://www.facebook.com/Alexander-Lopez-Maya,AlexLopezMaya,Cali - Valle del Cauca,http://www.secretariasenado.gov.co/?Itemid=109&id=132%3Alopez-maya-alexander&option=com_content&view=article
1331:acuna-diaz-laureano-augusto,ACUÑA DIAZ LAUREANO AUGUSTO,,PARTIDO CONSERVADOR,2014,utl.laureanoacuna@senado.gov.co,,3823262 - 3823263,,,,http://www.secretariasenado.gov.co/?Itemid=109&id=1331%3Aacuna-diaz-laureano-augusto&option=com_content&view=article
134:martinez-aristizabal-maritza,MARITZA MARTÍNEZ ARISTIZABAL,http://www.secretariasenado.gov.co/images/fotosenadores/martinez%20aristizabal%20m.jpg,PARTIDO DE LA U.,2014,maritzamartinezaristizabal@gmail.com,http://www.marirzamarti-nezaristizabal.com,3823000 EXT 3269-3366,https://www.facebook.com/MARITZA-MARTINEZ-ARISTIZABAL-Nuestra-Senadora-Llanera,Maritza_Senado,Villavicencio - Meta,http://www.secretariasenado.gov.co/?Itemid=109&id=134%3Amartinez-aristizabal-maritza&option=com_content&view=article
135:merheg-marun-juan-samy,JUAN SAMY MERHEG MARUN,http://www.secretariasenado.gov.co/images/SENADORES_2014-2018/SAMY-MERHEG-MARUN.png,PARTIDO CONSERVADOR,2014,juan.merheg.marun@senado.gov.co,,3823000 EXT 3313-3314-3360,,,Pereira - Risaralda,http://www.secretariasenado.gov.co/?Itemid=109&id=135%3Amerheg-marun-juan-samy&option=com_content&view=article
136:mora-jaramillo-manuel-guillermo,MANUEL GUILLERMO MORA JARAMILLO,http://www.secretariasenado.gov.co/images/fotosenadores/mora%20manuel.jpg,PARTIDO DE LA U.,2014,manuel.mora.jaramillo@senado.gov.co,,3823000 EXT 3674-3673,https://www.facebook.com/groups/200625940794/,manuelgmoraj,Cúcuta - Norte de Santander,http://www.secretariasenado.gov.co/?Itemid=109&id=136%3Amora-jaramillo-manuel-guillermo&option=com_content&view=article
137:morales-diz-martin-emilio,MARTÍN EMILIO MORALES DIZ,http://www.secretariasenado.gov.co/images/fotosenadores/morales%20diz.jpg,PARTIDO DE LA U.,2014,senadormartinmorales@hotmail.com,,3823000 EXT 3364-3365,https://www.facebook.com/groups/261729704068/,,San Antero - Córdoba,http://www.secretariasenado.gov.co/?Itemid=109&id=137%3Amorales-diz-martin-emilio&option=com_content&view=article
140:motoa-solarte-carlos-fernando,CARLOS FERNANDO MOTOA SOLARTE,http://www.secretariasenado.gov.co/images/fotosenadores/senadores_web_secretaria-09.jpg,CAMBIO RADICAL,2014,prensamotoa@gmail.com,http://www.motoasenador.com,3823000 EXT 3718-3719-3717,https://www.facebook.com/cmotoa,motoasenador,Palmira - Valle del Cauca,http://www.secretariasenado.gov.co/?Itemid=109&id=140%3Amotoa-solarte-carlos-fernando&option=com_content&view=article
141:name-cardozo-jose-david,JOSÉ DAVID NAME CARDOZO,,PARTIDO DE LA U.,2014,jose.name.cardozo@senado.gov.co,http://www.josedavidname.com,3823000 EXT 3381-3384,https://www.facebook.com/josedavidnamecardozo,PrensaJDName,Barranquilla - Atlántico,http://www.secretariasenado.gov.co/?Itemid=109&id=141%3Aname-cardozo-jose-david&option=com_content&view=article
149:paredes-aguirre-myriam-alicia,MYRIAM ALICIA PAREDES AGUIRRE,http://www.secretariasenado.gov.co/images/fotosenadores/senadores_web_secretaria-52.jpg,PARTIDO CONSERVADOR,2014,myriam.paredes.aguirre@senado.gov.co,http://www.myriamparedes.com,3823000 EXT 3556-3557-3558,https://www.facebook.com/myriamalicia.paredesaguirre,,Guachucal - Nariño,http://www.secretariasenado.gov.co/?Itemid=109&id=149%3Aparedes-aguirre-myriam-alicia&option=com_content&view=article
150:pedraza-gutierrez-jorge-hernando,JORGE HERNANDO PEDRAZA GUTIÉRREZ,http://www.secretariasenado.gov.co/images/SENADORES_2014-2018/pedraza.JPG,PARTIDO CONSERVADOR,2014,pedrazajh@hotmail.com,,3823000 EXT 3311-3312,https://www.facebook.com/SenadorJorgeHernandoPedraza/,JHPedraza,Sogamoso - Boyacá,http://www.secretariasenado.gov.co/?Itemid=109&id=150%3Apedraza-gutierrez-jorge-hernando&option=com_content&view=article
160:cepeda-sarabia-efrain-jose,EFRAÍN JOSÉ CEPEDA SARABIA,http://www.secretariasenado.gov.co/images/fotosenadores/Cepeda%20efrain.jpg,PARTIDO CONSERVADOR,2014,oficina@efraincepeda.com,http://www.efraincepeda.com,3823000 EXT 3217-3218-4017,https://www.facebook.com/campanasenador.efraincepeda,EfrainCepeda,Barranquilla - Atlántico,http://www.secretariasenado.gov.co/?Itemid=109&id=160%3Acepeda-sarabia-efrain-jose&option=com_content&view=article
161:robledo-castillo-jorge-enrique,JORGE ENRIQUE ROBLEDO CASTILLO,http://www.secretariasenado.gov.co/images/fotosenadores/jorgerobledo.png,POLO DEMOCRÁTICO ALTERNATIVO,2014,jorge.robledo.castillo@senado.gov.co,http://www.jorgerobledo.com/;http://www.moir.org.co,3823000 EXT 3647-3648,https://www.facebook.com/jorge.robledo.castillo,JERobledo,Ibagué - Tolima,http://www.secretariasenado.gov.co/?Itemid=109&id=161%3Arobledo-castillo-jorge-enrique&option=com_content&view=article
162:rodriguez-sarmiento-milton-arlex,MILTON ARLEX RODRÍGUEZ SARMIENTO,http://www.secretariasenado.gov.co/images/fotosenadores/Rodriguez%20hernandez.jpg,PARTIDO DE LA U.,2014,miltonrodriguezcolombia@hotmail.com,,3823000 EXT 3707-3709,,MILTONSENADOR,Guasca - Cundinamarca,http://www.secretariasenado.gov.co/?Itemid=109&id=162%3Arodriguez-sarmiento-milton-arlex&option=com_content&view=article
175:santos-marin-guillermo-antonio,GUILLERMO ANTONIO SANTOS MARÍN,http://www.secretariasenado.gov.co/images/banners/Guillermo%20Antonio%20Santos%20Marin.jpg,PARTIDO LIBERAL,2014,guillermo.santos@senado.gov.co,,3823000 EXT 3763,,,Santa Isabel - Tolima,http://www.secretariasenado.gov.co/?Itemid=109&id=175%3Asantos-marin-guillermo-antonio&option=com_content&view=article
176:sierra-grajales-luis-emilio,LUÍS EMILIO SIERRA GRAJALES,,PARTIDO CONSERVADOR,2014,luisemilio66@gmail.com,,3823000 EXT 3150-3151,,,Manizales - Caldas,http://www.secretariasenado.gov.co/?Itemid=109&id=176%3Asierra-grajales-luis-emilio&option=com_content&view=article
177:soto-jaramillo-carlos-enrique,CARLOS ENRIQUE SOTO JARAMILLO,http://www.secretariasenado.gov.co/images/fotosenadores/soto%20carlos.jpg,PARTIDO DE LA U.,2014,carlos.soto.jaramillo@senado.gov.co,http://www.sotosenado.org,3823000 EXT 3170-3172-3744,https://www.facebook.com/politicaconseriedad,senadorsoto,Marinilla - Antioquia,http://www.secretariasenado.gov.co/?Itemid=109&id=177%3Asoto-jaramillo-carlos-enrique&option=com_content&view=article
178:suarez-mira-olga-lucia,OLGA LUCÍA SUÁREZ MIRA,http://www.secretariasenado.gov.co/images/banners/Olga%20Lucia%20Suarez%20Mira.jpg,PARTIDO CONSERVADOR,2014,olgasuarez14@hotmail.com,,3823000 EXT 3702-3703-4103,https://www.facebook.com/senadoraolgasuarezmira,olgasuarezmira,Bello - Antioquia,http://www.secretariasenado.gov.co/?Itemid=109&id=178%3Asuarez-mira-olga-lucia&option=com_content&view=article
180:tamayo-tamayo-fernando-eustacio,FERNANDO EUSTACIO TAMAYO TAMAYO,http://www.secretariasenado.gov.co/images/SENADORES_2014-2018/FERNANDO-EUSTACIO-TAMAYO-TAMAYO.png,PARTIDO CONSERVADOR,2014,fernando.tamayo.tamayo@senado.gov.co,http://www.fernandotamayotamayo.blogspot.com,3823000 EXT 3547-3210-3546,https://www.facebook.com/fernandotamayot,,Palermo - Boyacá,http://www.secretariasenado.gov.co/?Itemid=109&id=180%3Atamayo-tamayo-fernando-eustacio&option=com_content&view=article
184:vega-quiroz-doris-clemencia,DORIS CLEMENCIA VEGA QUIROZ,http://www.secretariasenado.gov.co/images/SENADORES_2014-2018/doris-vega.png,PARTIDO OPCION CIUDADANA,2014,doris.vega.quiroz@senado.gov.co,,3823000 EXT 3678-3679-3746,https://www.facebook.com/dorisclemencia.vegaquiroz?fref=ts,doriscvega,Bucaramanga - Santander.,http://www.secretariasenado.gov.co/?Itemid=109&id=184%3Avega-quiroz-doris-clemencia&option=com_content&view=article
186:velasco-chaves-luis-fernando,LUÍS FERNANDO VELASCO CHÁVES,http://www.secretariasenado.gov.co/images/fotosenadores/Velasco.jpg,PARTIDO LIBERAL,2014,presidencia.velasco@senado.gov.co;velascoprensa@gmail.com,http://www.luisfernandovelasco.com.co,3823000 EXT 3332-3333,https://www.facebook.com/Luis-Fernando-Velasco-Chaves-113799023630/,velascoluisf,Popayán - Cauca,http://www.secretariasenado.gov.co/?Itemid=109&id=186%3Avelasco-chaves-luis-fernando&option=com_content&view=article
188:villaba-mosquera-rodrigo,RODRIGO VILLALBA MOSQUERA,http://www.secretariasenado.gov.co/images/fotosenadores/villalba%20rodrigo.jpg,PARTIDO LIBERAL,2014,rvillalba51@hotmail.com,http://www.rodrigovillalba.com,3823000 EXT 3225-3226,https://www.facebook.com/RodrigoVillalbaMosquera,rovillalba,Rivera - Huila,http://www.secretariasenado.gov.co/?Itemid=109&id=188%3Avillaba-mosquera-rodrigo&option=com_content&view=article
192:aguilar-hurtado-nerthink-mauricio,NERTHINK MAURICIO AGUILAR HURTADO,http://www.secretariasenado.gov.co/images/SENADORES_2014-2018/NERTHINK-MAURICIO-AGUILAR-HURTADO.png,PARTIDO DE INTEGRACIÓN NACIONAL,2014,,http://www.senadormauricioaguilar.com,3823000 EXT 3335-3334-4398,https://www.facebook.com/mauricio.aguilarhurtado,SenadorAguilar,Bucaramanga - Santander,http://www.secretariasenado.gov.co/?Itemid=109&id=192%3Aaguilar-hurtado-nerthink-mauricio&option=com_content&view=article
193:castilla-salazar-jesus-alberto,CASTILLA SALAZAR JESUS ALBERTO,http://www.secretariasenado.gov.co/images/SENADORES_2014-2018/jesus-castilla.png,Polo Democrático Alternativo,2014,jesus.castilla.s@enado.gov.co,,3823000 EXT  3166,,,Convension Norte de Santander,http://www.secretariasenado.gov.co/?Itemid=109&id=193%3Acastilla-salazar-jesus-alberto&option=com_content&view=article
194:andrade-serrano-hernan-francisco,HERNÁN FRANCISCO ANDRADE SERRANO,http://www.secretariasenado.gov.co/images/fotosenadores/andrade%20serrano.jpg,PARTIDO CONSERVADOR,2014,hector.alfonso.lopez@senado.gov.co,http://www.andradesenador.com,3823000 EXT 3162-3163,,AndradeSenador,Neiva - Huila,http://www.secretariasenado.gov.co/?Itemid=109&id=194%3Aandrade-serrano-hernan-francisco&option=com_content&view=article
196:avirama-marco-anibal,MARCO ANIBAL AVIRAMA AVIRAMA,http://www.secretariasenado.gov.co/images/fotosenadores/Avirama%20marco.jpg,PARTIDO ALIANZA SOCIAL INDEPENDIENTE,2014,marco.avirama.avirama@senado.gov.co,http://www.marcoavirama.com,3823000 EXT 4012-4013-4045,,,Puracé - Cauca,http://www.secretariasenado.gov.co/?Itemid=109&id=196%3Aavirama-marco-anibal&option=com_content&view=article
199:barreras-montealegre-roy-leonardo-1,ROY LEONARDO BARRERAS  MONTEALEGRE,http://www.secretariasenado.gov.co/images/fotosenadores/Barreras%20Roy.jpg,PARTIDO DE LA U.,2014,roybarreras@gmail.com,http://www.roybarreras.com,3823000 EXT 5496-5497-5498,,RoyBarreras,Bogotá D.C.,http://www.secretariasenado.gov.co/?Itemid=109&id=199%3Abarreras-montealegre-roy-leonardo-1&option=com_content&view=article
201:besaile-fayad-musa-1,BESAILE FAYAD MUSA,http://www.secretariasenado.gov.co/images/fotosenadores/Besayle%20musa.jpg,PARTIDO DE LA U.,2014,musa.besayle.fayad@senado.gov.co,http://www.besailefayad.com,3823000 EXT 4123-4124,,,Sahagún - Córdoba,http://www.secretariasenado.gov.co/?Itemid=109&id=201%3Abesaile-fayad-musa-1&option=com_content&view=article
205:corzo-roman-juan-manuel,JUAN MANUEL CORZO ROMÁN,http://www.secretariasenado.gov.co/images/SENADORES_2014-2018/jUAN-MANUEL-CORZO.png,PARTIDO CONSERVADOR,2014,juan.corzo.roman@senado.gov.co,http://www.senadorjuanmanuelcorzo.com,3823000 EXT 4406-4407,,juanmanuelcorzo,Cúcuta - Norte de Santander,http://www.secretariasenado.gov.co/?Itemid=109&id=205%3Acorzo-roman-juan-manuel&option=com_content&view=article
210:name-vasquez-ivan-leonidas,IVÁN LEONIDAS NAME VÁSQUEZ,http://www.secretariasenado.gov.co/images/SENADORES_2014-2018/IVAN-NAME.png,PARTIDO ALIANZA VERDE,2014,ivan.name.vasquez@senado.gov.co,,3823000 EXT 3204-3205-3206,,senadorivanname,Barranquilla - Atlántico,http://www.secretariasenado.gov.co/?Itemid=109&id=210%3Aname-vasquez-ivan-leonidas&option=com_content&view=article
71:ashton-giraldo-alvaro-antonio,ÁLVARO ANTONIO ASTHON GIRALDO,http://www.secretariasenado.gov.co/images/fotosenadores/Aston%20alvaro.jpg,PARTIDO LIBERAL,2014,alvaroashton11@gmail.com,http://www.alvaroashtongiraldo.com,3823000 EXT 3345-3346-3407,,ALVAROASHTON,Barranquilla - Atlántico,http://www.secretariasenado.gov.co/?Itemid=109&id=71%3Aashton-giraldo-alvaro-antonio&option=com_content&view=article
75:benedetti-villaneda-armando-alberto,ARMANDO ALBERTO BENEDETTI VILLANEDA,http://www.secretariasenado.gov.co/images/fotosenadores/senadores_web_secretaria-08.jpg,PARTIDO DE LA U,2014,armandobenedettivillaneda@gmail.com,http://www.armandobenedetti.com,3823000 EXT 5256-5331-5341,,AABenedetti,Barranquilla - Atlántico,http://www.secretariasenado.gov.co/?Itemid=109&id=75%3Abenedetti-villaneda-armando-alberto&option=com_content&view=article
78:casado-de-lopez-arleth-patricia,ARLETH PATRICIA CASADO DE LÓPEZ,http://www.secretariasenado.gov.co/images/fotosenadores/senadores_web_secretaria-53.jpg,PARTIDO LIBERAL,2014,arlethcasado.delopez@senado.gov.co,,3823000 EXT 3241-3242-3240-3243,,Arleth_Casado,San Andrés de Sotavento - Córdoba,http://www.secretariasenado.gov.co/?Itemid=109&id=78%3Acasado-de-lopez-arleth-patricia&option=com_content&view=article
79:celis-carrillo-bernabe,BERNABÉ CELIS CARRILLO,http://www.secretariasenado.gov.co/images/SENADORES_2014-2018/BERNABe-CELIS-CARRILLO.png,CAMBIO RADICAL,2014,bernabe.celis@senado.gov.co,,3823000 EXT 3550-3551-3736,,bernabecelis,San Andrés - Santander,http://www.secretariasenado.gov.co/?Itemid=109&id=79%3Acelis-carrillo-bernabe&option=com_content&view=article
80:restrepo-escobar-juan-carlos,JUAN CARLOS RESTREPO ESCOBAR,,CAMBIO RADICAL,2014,isalansoparra@hotmail.com,http://www.jcrestrepo.com,3823000 EXT 3301-3302-3779,https://www.facebook.com/pages/Juan-Carlos-Restrepo/205779810748,JC_Restrepo,Bogotá D.C.,http://www.secretariasenado.gov.co/?Itemid=109&id=80%3Arestrepo-escobar-juan-carlos&option=com_content&view=article
82:garciia-realpe-guillermo,GUILLERMO GARCÍA REALPE,http://www.secretariasenado.gov.co/images/SENADORES_2014-2018/GUILLERMO-GARCIA-REALPE.png,PARTIDO LIBERAL,2014,guillermo.garcia.realpe@senado.gov.co,http://www.guillermogarciarealpe.com/,3823000 EXT 3103-4431-3104,https://www.facebook.com/garciasenador,garciarealpe,La Cruz - Nariño,http://www.secretariasenado.gov.co/?Itemid=109&id=82%3Agarciia-realpe-guillermo&option=com_content&view=article
