id,name,sort_name,given_name,family_name,birth_date,gender,area,area_id,council,council_id,party,party_id,faction,faction_id,term,end_date,start_date,identifier__parlamentdotch,source
1346,Isabelle Moret,"Moret, Isabelle",Isabelle,Moret,1970-12-30,female,Waadt,VD,NR,1,FDP-Liberale,0,RL,1,47,,2006-12-04,1346,https://www.parlament.ch/en/biografie?CouncillorId=1346
542,Christoph Mörgeli,"Mörgeli, Christoph",Christoph,Mörgeli,1960-07-16,male,Zürich,ZH,NR,1,SVP,0,V,4,47,,,542,https://www.parlament.ch/en/biografie?CouncillorId=542
1112,Geri Müller,"Müller, Geri",Geri,Müller,1960-10-27,male,Aargau,AG,NR,1,GPS,0,G,6,47,,,1112,https://www.parlament.ch/en/biografie?CouncillorId=1112
1141,Philipp Müller,"Müller, Philipp",Philipp,Müller,1952-09-05,male,Aargau,AG,NR,1,FDP-Liberale,0,RL,1,47,,2003-12-04,1141,https://www.parlament.ch/en/biografie?CouncillorId=1141
1345,Thomas Müller,"Müller, Thomas",Thomas,Müller,1952-12-01,male,St. Gallen,SG,NR,1,CVP,0,C,3,47,,2006-12-04,1345,https://www.parlament.ch/en/biografie?CouncillorId=1345
1137,Walter Müller,"Müller, Walter",Walter,Müller,1948-04-25,male,St. Gallen,SG,NR,1,FDP-Liberale,0,RL,1,47,,2003-12-04,1137,https://www.parlament.ch/en/biografie?CouncillorId=1137
343,Vreni Müller-Hemmi,"Müller-Hemmi, Vreni",Vreni,Müller-Hemmi,1951-03-29,female,Zürich,ZH,NR,1,SP,0,S,2,47,,,343,https://www.parlament.ch/en/biografie?CouncillorId=343
1111,Felix Müri,"Müri, Felix",Felix,Müri,1958-01-22,male,Luzern,LU,NR,1,SVP,0,V,4,47,,,1111,https://www.parlament.ch/en/biografie?CouncillorId=1111
1279,Roger Nordmann,"Nordmann, Roger",Roger,Nordmann,1973-03-23,male,Waadt,VD,NR,1,SP,0,S,2,47,,2004-11-30,1279,https://www.parlament.ch/en/biografie?CouncillorId=1279
1153,Ruedi Noser,"Noser, Ruedi",Ruedi,Noser,1961-04-14,male,Zürich,ZH,NR,1,FDP-Liberale,0,RL,1,47,,2003-12-04,1153,https://www.parlament.ch/en/biografie?CouncillorId=1153
344,Fritz Abraham Oehrli,"Oehrli, Fritz Abraham",Fritz Abraham,Oehrli,1941-07-10,male,Bern,BE,NR,1,SVP,0,V,4,47,,,344,https://www.parlament.ch/en/biografie?CouncillorId=344
1157,Jacques Pagan,"Pagan, Jacques",Jacques,Pagan,1942-07-17,male,Genf,GE,NR,1,SVP,0,V,4,47,,,1157,https://www.parlament.ch/en/biografie?CouncillorId=1157
1108,Guy Parmelin,"Parmelin, Guy",Guy,Parmelin,1959-11-09,male,Waadt,VD,NR,1,SVP,0,V,4,47,,,1108,https://www.parlament.ch/en/biografie?CouncillorId=1108
499,Fabio Pedrina,"Pedrina, Fabio",Fabio,Pedrina,1954-11-27,male,Tessin,TI,NR,1,SP,0,S,2,47,,,499,https://www.parlament.ch/en/biografie?CouncillorId=499
345,Fulvio Pelli,"Pelli, Fulvio",Fulvio,Pelli,1951-01-26,male,Tessin,TI,NR,1,FDP-Liberale,0,RL,1,47,,2005-03-15,345,https://www.parlament.ch/en/biografie?CouncillorId=345
1145,Yvan Perrin,"Perrin, Yvan",Yvan,Perrin,1966-12-09,male,Neuenburg,NE,NR,1,SVP,0,V,4,47,,,1145,https://www.parlament.ch/en/biografie?CouncillorId=1145
1109,Gerhard Pfister,"Pfister, Gerhard",Gerhard,Pfister,1962-10-01,male,Zug,ZG,NR,1,CVP,0,C,3,47,,,1109,https://www.parlament.ch/en/biografie?CouncillorId=1109
500,Theophil Pfister,"Pfister, Theophil",Theophil,Pfister,1942-07-16,male,St. Gallen,SG,NR,1,SVP,0,V,4,47,,,500,https://www.parlament.ch/en/biografie?CouncillorId=500
346,Johannes Randegger,"Randegger, Johannes",Johannes,Randegger,1941-03-22,male,Basel-Stadt,BS,NR,1,FDP-Liberale,0,RL,1,47,2006-12-08,2003-12-04,346,https://www.parlament.ch/en/biografie?CouncillorId=346
172,Paul Rechsteiner,"Rechsteiner, Paul",Paul,Rechsteiner,1952-08-26,male,St. Gallen,SG,NR,1,SP,0,S,2,47,,,172,https://www.parlament.ch/en/biografie?CouncillorId=172
348,Rudolf Rechsteiner,"Rechsteiner, Rudolf",Rudolf,Rechsteiner,1958-10-27,male,Basel-Stadt,BS,NR,1,SP,0,S,2,47,,,348,https://www.parlament.ch/en/biografie?CouncillorId=348
1134,Luc Recordon,"Recordon, Luc",Luc,Recordon,1955-09-20,male,Waadt,VD,NR,1,GPS,0,G,6,47,,,1134,https://www.parlament.ch/en/biografie?CouncillorId=1134
349,Jean-Claude Rennwald,"Rennwald, Jean-Claude",Jean-Claude,Rennwald,1953-04-27,male,Jura,JU,NR,1,SP,0,S,2,47,,,349,https://www.parlament.ch/en/biografie?CouncillorId=349
1132,Jean-Noël Rey,"Rey, Jean-Noël",Jean-Noël,Rey,1949-12-23,male,Wallis,VS,NR,1,SP,0,S,2,47,,,1132,https://www.parlament.ch/en/biografie?CouncillorId=1132
1115,André Reymond,"Reymond, André",André,Reymond,1940-01-07,male,Genf,GE,NR,1,SVP,0,V,4,47,,,1115,https://www.parlament.ch/en/biografie?CouncillorId=1115
502,Kathy Riklin,"Riklin, Kathy",Kathy,Riklin,1952-10-21,female,Zürich,ZH,NR,1,CVP,0,C,3,47,,,502,https://www.parlament.ch/en/biografie?CouncillorId=502
1119,Jean-François Rime,"Rime, Jean-François",Jean-François,Rime,1950-06-28,male,Freiburg,FR,NR,1,SVP,0,V,4,47,,,1119,https://www.parlament.ch/en/biografie?CouncillorId=1119
503,Meinrado Robbiani,"Robbiani, Meinrado",Meinrado,Robbiani,1951-03-20,male,Tessin,TI,NR,1,CVP,0,C,3,47,,,503,https://www.parlament.ch/en/biografie?CouncillorId=503
504,Stéphane Rossini,"Rossini, Stéphane",Stéphane,Rossini,1963-08-09,male,Wallis,VS,NR,1,SP,0,S,2,47,,,504,https://www.parlament.ch/en/biografie?CouncillorId=504
505,Claude Ruey,"Ruey, Claude",Claude,Ruey,1949-11-29,male,Waadt,VD,NR,1,LDP,0,RL,1,47,,2003-12-04,505,https://www.parlament.ch/en/biografie?CouncillorId=505
1233,Hans Rutschmann,"Rutschmann, Hans",Hans,Rutschmann,1947-07-04,male,Zürich,ZH,NR,1,SVP,0,V,4,47,,2004-03-01,1233,https://www.parlament.ch/en/biografie?CouncillorId=1233
1140,Laura Sadis,"Sadis, Laura",Laura,Sadis,1961-03-11,female,Tessin,TI,NR,1,FDP-Liberale,0,RL,1,47,2007-05-29,2003-12-04,1140,https://www.parlament.ch/en/biografie?CouncillorId=1140
824,Pierre Salvi,"Salvi, Pierre",Pierre,Salvi,1957-08-07,male,Waadt,VD,NR,1,SP,0,S,2,47,2007-05-29,,824,https://www.parlament.ch/en/biografie?CouncillorId=824
1148,Géraldine Savary,"Savary, Géraldine",Géraldine,Savary,1968-11-14,female,Waadt,VD,NR,1,SP,0,S,2,47,,,1148,https://www.parlament.ch/en/biografie?CouncillorId=1148
1318,Louis Schelbert,"Schelbert, Louis",Louis,Schelbert,1952-10-31,male,Luzern,LU,NR,1,GPS,0,G,6,47,,2006-03-06,1318,https://www.parlament.ch/en/biografie?CouncillorId=1318
268,Simon Schenk,"Schenk, Simon",Simon,Schenk,1946-05-16,male,Bern,BE,NR,1,SVP,0,V,4,47,,,268,https://www.parlament.ch/en/biografie?CouncillorId=268
1129,Silvia Schenker,"Schenker, Silvia",Silvia,Schenker,1954-01-17,female,Basel-Stadt,BS,NR,1,SP,0,S,2,47,,,1129,https://www.parlament.ch/en/biografie?CouncillorId=1129
506,Marcel Scherer,"Scherer, Marcel",Marcel,Scherer,1952-01-29,male,Zug,ZG,NR,1,SVP,0,V,4,47,,,506,https://www.parlament.ch/en/biografie?CouncillorId=506
820,Ernst Schibli,"Schibli, Ernst",Ernst,Schibli,1952-08-16,male,Zürich,ZH,NR,1,SVP,0,V,4,47,,,820,https://www.parlament.ch/en/biografie?CouncillorId=820
352,Ulrich Schlüer,"Schlüer, Ulrich",Ulrich,Schlüer,1944-10-17,male,Zürich,ZH,NR,1,SVP,0,V,4,47,,,352,https://www.parlament.ch/en/biografie?CouncillorId=352
198,Walter Schmied,"Schmied, Walter",Walter,Schmied,1953-01-09,male,Bern,BE,NR,1,SVP,0,V,4,47,,,198,https://www.parlament.ch/en/biografie?CouncillorId=198
508,Johann N. Schneider-Ammann,"Schneider-Ammann, Johann N.",Johann N.,Schneider-Ammann,1952-02-18,male,Bern,BE,NR,1,FDP-Liberale,0,RL,1,47,,2003-12-04,508,https://www.parlament.ch/en/biografie?CouncillorId=508
1159,Pirmin Schwander,"Schwander, Pirmin",Pirmin,Schwander,1961-12-28,male,Schwyz,SZ,NR,1,SVP,0,V,4,47,,,1159,https://www.parlament.ch/en/biografie?CouncillorId=1159
1344,Urs Schweizer,"Schweizer, Urs",Urs,Schweizer,1952-06-27,male,Basel-Stadt,BS,NR,1,FDP-Liberale,0,RL,1,47,,2006-12-11,1344,https://www.parlament.ch/en/biografie?CouncillorId=1344
510,Ulrich Siegrist,"Siegrist, Ulrich",Ulrich,Siegrist,1945-06-04,male,Aargau,AG,NR,1,SVP,0,-,99,47,,2006-05-12,510,https://www.parlament.ch/en/biografie?CouncillorId=510
511,Chiara Simoneschi-Cortesi,"Simoneschi-Cortesi, Chiara",Chiara,Simoneschi-Cortesi,1946-04-21,female,Tessin,TI,NR,1,CVP,0,C,3,47,,,511,https://www.parlament.ch/en/biografie?CouncillorId=511
1120,Carlo Sommaruga,"Sommaruga, Carlo",Carlo,Sommaruga,1959-07-08,male,Genf,GE,NR,1,SP,0,S,2,47,,,1120,https://www.parlament.ch/en/biografie?CouncillorId=1120
356,Christian Speck,"Speck, Christian",Christian,Speck,1937-12-22,male,Aargau,AG,NR,1,SVP,0,V,4,47,2005-05-05,,356,https://www.parlament.ch/en/biografie?CouncillorId=356
513,Peter Spuhler,"Spuhler, Peter",Peter,Spuhler,1959-01-09,male,Thurgau,TG,NR,1,SVP,0,V,4,47,,,513,https://www.parlament.ch/en/biografie?CouncillorId=513
514,Jürg Stahl,"Stahl, Jürg",Jürg,Stahl,1968-01-16,male,Zürich,ZH,NR,1,SVP,0,V,4,47,,,514,https://www.parlament.ch/en/biografie?CouncillorId=514
214,Luzi Stamm,"Stamm, Luzi",Luzi,Stamm,1952-09-09,male,Aargau,AG,NR,1,SVP,0,V,4,47,,,214,https://www.parlament.ch/en/biografie?CouncillorId=214
3865,Jean-François Steiert,"Steiert, Jean-François",Jean-François,Steiert,1961-02-07,male,Freiburg,FR,NR,1,SP,0,S,2,47,,2007-09-17,3865,https://www.parlament.ch/en/biografie?CouncillorId=3865
254,Rudolf Steiner,"Steiner, Rudolf",Rudolf,Steiner,1945-08-10,male,Solothurn,SO,NR,1,FDP-Liberale,0,RL,1,47,,2003-12-04,254,https://www.parlament.ch/en/biografie?CouncillorId=254
1267,Hans Stöckli,"Stöckli, Hans",Hans,Stöckli,1952-04-12,male,Bern,BE,NR,1,SP,0,S,2,47,,2004-09-20,1267,https://www.parlament.ch/en/biografie?CouncillorId=1267
219,Rudolf Strahm,"Strahm, Rudolf",Rudolf,Strahm,1943-08-03,male,Bern,BE,NR,1,SP,0,S,2,47,2004-07-31,,219,https://www.parlament.ch/en/biografie?CouncillorId=219
515,Heiner Studer,"Studer, Heiner",Heiner,Studer,1949-05-16,male,Aargau,AG,NR,1,EVP,0,E,102,47,,2006-03-28,515,https://www.parlament.ch/en/biografie?CouncillorId=515
358,Doris Stump,"Stump, Doris",Doris,Stump,1950-02-06,female,Aargau,AG,NR,1,SP,0,S,2,47,,,358,https://www.parlament.ch/en/biografie?CouncillorId=358
221,Marc Frédéric Suter,"Suter, Marc Frédéric",Marc Frédéric,Suter,1953-04-03,male,Bern,BE,NR,1,FDP-Liberale,0,RL,1,47,,2007-03-05,221,https://www.parlament.ch/en/biografie?CouncillorId=221
359,Franziska Teuscher,"Teuscher, Franziska",Franziska,Teuscher,1958-03-07,female,Bern,BE,NR,1,GB,0,G,6,47,,,359,https://www.parlament.ch/en/biografie?CouncillorId=359
360,Anita Thanei,"Thanei, Anita",Anita,Thanei,1954-12-31,female,Zürich,ZH,NR,1,SP,0,S,2,47,,,360,https://www.parlament.ch/en/biografie?CouncillorId=360
361,Georges Theiler,"Theiler, Georges",Georges,Theiler,1949-05-20,male,Luzern,LU,NR,1,FDP-Liberale,0,RL,1,47,,2003-12-04,361,https://www.parlament.ch/en/biografie?CouncillorId=361
516,Pierre Triponez,"Triponez, Pierre",Pierre,Triponez,1943-08-07,male,Bern,BE,NR,1,FDP-Liberale,0,RL,1,47,,2003-12-04,516,https://www.parlament.ch/en/biografie?CouncillorId=516
3829,Andy Tschümperlin,"Tschümperlin, Andy",Andy,Tschümperlin,1962-03-11,male,Schwyz,SZ,NR,1,SP,0,S,2,47,,2007-06-04,3829,https://www.parlament.ch/en/biografie?CouncillorId=3829
1160,Pierre Vanek,"Vanek, Pierre",Pierre,Vanek,1954-12-09,male,Genf,GE,NR,1,AdG,0,-,99,47,,,1160,https://www.parlament.ch/en/biografie?CouncillorId=1160
518,René Vaudroz,"Vaudroz, René",René,Vaudroz,1947-07-21,male,Waadt,VD,NR,1,FDP-Liberale,0,RL,1,47,,2003-12-04,518,https://www.parlament.ch/en/biografie?CouncillorId=518
1123,Pierre-François Veillon,"Veillon, Pierre-François",Pierre-François,Veillon,1950-04-30,male,Waadt,VD,NR,1,SVP,0,V,4,47,,,1123,https://www.parlament.ch/en/biografie?CouncillorId=1123
363,Ruth-Gaby Vermot-Mangold,"Vermot-Mangold, Ruth-Gaby",Ruth-Gaby,Vermot-Mangold,1941-03-11,female,Bern,BE,NR,1,SP,0,S,2,47,,,363,https://www.parlament.ch/en/biografie?CouncillorId=363
1110,Daniel Vischer,"Vischer, Daniel",Daniel,Vischer,1950-01-16,male,Zürich,ZH,NR,1,GPS,0,G,6,47,,,1110,https://www.parlament.ch/en/biografie?CouncillorId=1110
229,Peter Vollmer,"Vollmer, Peter",Peter,Vollmer,1946-04-14,male,Bern,BE,NR,1,SP,0,S,2,47,,,229,https://www.parlament.ch/en/biografie?CouncillorId=229
396,Christian Waber,"Waber, Christian",Christian,Waber,1948-05-07,male,Bern,BE,NR,1,EDU,0,E,102,47,,2006-03-28,396,https://www.parlament.ch/en/biografie?CouncillorId=396
1128,Markus Wäfler,"Wäfler, Markus",Markus,Wäfler,1948-12-21,male,Zürich,ZH,NR,1,EDU,0,E,102,47,,,1128,https://www.parlament.ch/en/biografie?CouncillorId=1128
543,Felix Walker,"Walker, Felix",Felix,Walker,1935-03-06,male,St. Gallen,SG,NR,1,CVP,0,C,3,47,2006-12-03,,543,https://www.parlament.ch/en/biografie?CouncillorId=543
519,Hansjörg Walter,"Walter, Hansjörg",Hansjörg,Walter,1951-02-05,male,Thurgau,TG,NR,1,SVP,0,V,4,47,,,519,https://www.parlament.ch/en/biografie?CouncillorId=519
520,Hansruedi Wandfluh,"Wandfluh, Hansruedi",Hansruedi,Wandfluh,1952-01-16,male,Bern,BE,NR,1,SVP,0,V,4,47,,,520,https://www.parlament.ch/en/biografie?CouncillorId=520
521,Kurt Wasserfallen,"Wasserfallen, Kurt",Kurt,Wasserfallen,1947-04-27,male,Bern,BE,NR,1,FDP-Liberale,0,RL,1,47,2006-12-02,2003-12-04,521,https://www.parlament.ch/en/biografie?CouncillorId=521
1130,Reto Wehrli,"Wehrli, Reto",Reto,Wehrli,1965-02-01,male,Schwyz,SZ,NR,1,CVP,0,C,3,47,,,1130,https://www.parlament.ch/en/biografie?CouncillorId=1130
366,Peter Weigelt,"Weigelt, Peter",Peter,Weigelt,1956-02-19,male,St. Gallen,SG,NR,1,FDP-Liberale,0,RL,1,47,2006-09-15,2003-12-04,366,https://www.parlament.ch/en/biografie?CouncillorId=366
264,Hermann Weyeneth,"Weyeneth, Hermann",Hermann,Weyeneth,1943-07-26,male,Bern,BE,NR,1,SVP,0,V,4,47,,,264,https://www.parlament.ch/en/biografie?CouncillorId=264
390,Hans Widmer,"Widmer, Hans",Hans,Widmer,1941-09-09,male,Luzern,LU,NR,1,SP,0,S,2,47,,,390,https://www.parlament.ch/en/biografie?CouncillorId=390
1142,Walter Wobmann,"Wobmann, Walter",Walter,Wobmann,1957-11-21,male,Solothurn,SO,NR,1,SVP,0,V,4,47,,,1142,https://www.parlament.ch/en/biografie?CouncillorId=1142
522,Ursula Wyss,"Wyss, Ursula",Ursula,Wyss,1973-02-08,female,Bern,BE,NR,1,SP,0,S,2,47,,2006-06-24,522,https://www.parlament.ch/en/biografie?CouncillorId=522
368,Rosmarie Zapfl,"Zapfl, Rosmarie",Rosmarie,Zapfl,1939-06-16,female,Zürich,ZH,NR,1,CVP,0,C,3,47,2006-12-14,,368,https://www.parlament.ch/en/biografie?CouncillorId=368
1338,Andreas Zeller,"Zeller, Andreas",Andreas,Zeller,1948-10-09,male,St. Gallen,SG,NR,1,FDP-Liberale,0,RL,1,47,,2006-09-18,1338,https://www.parlament.ch/en/biografie?CouncillorId=1338
1336,Markus Zemp,"Zemp, Markus",Markus,Zemp,1954-06-25,male,Aargau,AG,NR,1,CVP,0,C,3,47,,2006-09-18,1336,https://www.parlament.ch/en/biografie?CouncillorId=1336
241,Josef Zisyadis,"Zisyadis, Josef",Josef,Zisyadis,1956-04-17,male,Waadt,VD,NR,1,PdA,0,-,99,47,,,241,https://www.parlament.ch/en/biografie?CouncillorId=241
526,Bruno Zuppiger,"Zuppiger, Bruno",Bruno,Zuppiger,1952-02-24,male,Zürich,ZH,NR,1,SVP,0,V,4,47,,,526,https://www.parlament.ch/en/biografie?CouncillorId=526
801,Fabio Abate,"Abate, Fabio",Fabio,Abate,1966-01-04,male,Tessin,TI,NR,1,FDP-Liberale,0,R,1,46,,2000-09-25,801,https://www.parlament.ch/en/biografie?CouncillorId=801
298,Regine Aeppli,"Aeppli, Regine",Regine,Aeppli,1952-10-05,female,Zürich,ZH,NR,1,SP,0,S,2,46,,,298,https://www.parlament.ch/en/biografie?CouncillorId=298
449,Ruedi Aeschbacher,"Aeschbacher, Ruedi",Ruedi,Aeschbacher,1941-09-15,male,Zürich,ZH,NR,1,EVP,0,E,102,46,,,449,https://www.parlament.ch/en/biografie?CouncillorId=449
406,Charles-Albert Antille,"Antille, Charles-Albert",Charles-Albert,Antille,1944-10-18,male,Wallis,VS,NR,1,FDP-Liberale,0,R,1,46,,,406,https://www.parlament.ch/en/biografie?CouncillorId=406
404,Caspar Baader,"Baader, Caspar",Caspar,Baader,1953-10-01,male,Basel-Landschaft,BL,NR,1,SVP,0,V,4,46,,2001-11-26,404,https://www.parlament.ch/en/biografie?CouncillorId=404
450,Elvira Bader,"Bader, Elvira",Elvira,Bader,1955-03-04,female,Solothurn,SO,NR,1,CVP,0,C,3,46,,,450,https://www.parlament.ch/en/biografie?CouncillorId=450
301,Boris Banga,"Banga, Boris",Boris,Banga,1949-08-09,male,Solothurn,SO,NR,1,SP,0,S,2,46,,,301,https://www.parlament.ch/en/biografie?CouncillorId=301
303,Käthi Bangerter,"Bangerter, Käthi",Käthi,Bangerter,1937-07-13,female,Bern,BE,NR,1,FDP-Liberale,0,R,1,46,,,303,https://www.parlament.ch/en/biografie?CouncillorId=303
304,J. Alexander Baumann,"Baumann, J. Alexander",J. Alexander,Baumann,1942-12-10,male,Thurgau,TG,NR,1,SVP,0,V,4,46,,,304,https://www.parlament.ch/en/biografie?CouncillorId=304
9,Ruedi Baumann,"Baumann, Ruedi",Ruedi,Baumann,1947-11-11,male,Bern,BE,NR,1,GPS,0,G,6,46,,,9,https://www.parlament.ch/en/biografie?CouncillorId=9
269,Stephanie Baumann,"Baumann, Stephanie",Stephanie,Baumann,1951-11-05,female,Bern,BE,NR,1,SP,0,S,2,46,,,269,https://www.parlament.ch/en/biografie?CouncillorId=269
419,Serge Beck,"Beck, Serge",Serge,Beck,1955-05-20,male,Waadt,VD,NR,1,LDP,0,L,7,46,,,419,https://www.parlament.ch/en/biografie?CouncillorId=419
305,Didier Berberat,"Berberat, Didier",Didier,Berberat,1956-12-01,male,Neuenburg,NE,NR,1,SP,0,S,2,46,,,305,https://www.parlament.ch/en/biografie?CouncillorId=305
451,Madeleine Bernasconi,"Bernasconi, Madeleine",Madeleine,Bernasconi,1939-09-15,female,Genf,GE,NR,1,FDP-Liberale,0,R,1,46,,,451,https://www.parlament.ch/en/biografie?CouncillorId=451
14,Duri Bezzola,"Bezzola, Duri",Duri,Bezzola,1942-06-23,male,Graubünden,GR,NR,1,FDP-Liberale,0,R,1,46,,,14,https://www.parlament.ch/en/biografie?CouncillorId=14
452,Elmar Bigger,"Bigger, Elmar",Elmar,Bigger,1949-10-05,male,St. Gallen,SG,NR,1,SVP,0,V,4,46,,,452,https://www.parlament.ch/en/biografie?CouncillorId=452
279,Giuliano Bignasca,"Bignasca, Giuliano",Giuliano,Bignasca,1945-04-10,male,Tessin,TI,NR,1,Lega,0,-,99,46,,,279,https://www.parlament.ch/en/biografie?CouncillorId=279
15,Max Binder,"Binder, Max",Max,Binder,1947-11-26,male,Zürich,ZH,NR,1,SVP,0,V,4,46,,,15,https://www.parlament.ch/en/biografie?CouncillorId=15
21,Christoph Blocher,"Blocher, Christoph",Christoph,Blocher,1940-10-11,male,Zürich,ZH,NR,1,SVP,0,V,4,46,,,21,https://www.parlament.ch/en/biografie?CouncillorId=21
26,Roland F. Borer,"Borer, Roland F.",Roland F.,Borer,1951-01-27,male,Solothurn,SO,NR,1,FPS,0,V,4,46,,,26,https://www.parlament.ch/en/biografie?CouncillorId=26
28,Toni Bortoluzzi,"Bortoluzzi, Toni",Toni,Bortoluzzi,1947-02-16,male,Zürich,ZH,NR,1,SVP,0,V,4,46,,,28,https://www.parlament.ch/en/biografie?CouncillorId=28
385,Walter Bosshard,"Bosshard, Walter",Walter,Bosshard,1950-02-03,male,Zürich,ZH,NR,1,FDP-Liberale,0,R,1,46,,,385,https://www.parlament.ch/en/biografie?CouncillorId=385
823,Pascale Bruderer Wyss,"Bruderer Wyss, Pascale",Pascale,Bruderer Wyss,1977-07-28,female,Aargau,AG,NR,1,SP,0,S,2,46,,2002-04-15,823,https://www.parlament.ch/en/biografie?CouncillorId=823
1059,Franz Brun,"Brun, Franz",Franz,Brun,1943-06-18,male,Luzern,LU,NR,1,CVP,0,C,3,46,,2003-05-05,1059,https://www.parlament.ch/en/biografie?CouncillorId=1059
307,Toni Brunner,"Brunner, Toni",Toni,Brunner,1974-08-23,male,St. Gallen,SG,NR,1,SVP,0,V,4,46,,,307,https://www.parlament.ch/en/biografie?CouncillorId=307
453,André Bugnon,"Bugnon, André",André,Bugnon,1947-09-13,male,Waadt,VD,NR,1,SVP,0,V,4,46,,,453,https://www.parlament.ch/en/biografie?CouncillorId=453
33,Cécile Bühlmann,"Bühlmann, Cécile",Cécile,Bühlmann,1949-12-03,female,Luzern,LU,NR,1,GPS,0,G,6,46,,,33,https://www.parlament.ch/en/biografie?CouncillorId=33
34,Gerold Bührer,"Bührer, Gerold",Gerold,Bührer,1948-06-23,male,Schaffhausen,SH,NR,1,FDP-Liberale,0,R,1,46,,,34,https://www.parlament.ch/en/biografie?CouncillorId=34
309,Franco Cavalli,"Cavalli, Franco",Franco,Cavalli,1942-07-03,male,Tessin,TI,NR,1,SP,0,S,2,46,,2002-06-03,309,https://www.parlament.ch/en/biografie?CouncillorId=309
454,Liliane Chappuis,"Chappuis, Liliane",Liliane,Chappuis,1955-06-27,female,Freiburg,FR,NR,1,SP,0,S,2,46,,,454,https://www.parlament.ch/en/biografie?CouncillorId=454
455,Maurice Chevrier,"Chevrier, Maurice",Maurice,Chevrier,1961-03-28,male,Wallis,VS,NR,1,CVP,0,C,3,46,,,455,https://www.parlament.ch/en/biografie?CouncillorId=455
310,Pierre Chiffelle,"Chiffelle, Pierre",Pierre,Chiffelle,1957-03-23,male,Waadt,VD,NR,1,SP,0,S,2,46,2002-06-02,,310,https://www.parlament.ch/en/biografie?CouncillorId=310
311,Yves Christen,"Christen, Yves",Yves,Christen,1941-07-13,male,Waadt,VD,NR*,1,FDP-Liberale,0,R,1,46,,2002-11-25,311,https://www.parlament.ch/en/biografie?CouncillorId=311
456,Jean-Michel Cina,"Cina, Jean-Michel",Jean-Michel,Cina,1963-07-02,male,Wallis,VS,NR,1,CVP,0,C,3,46,,2002-10-07,456,https://www.parlament.ch/en/biografie?CouncillorId=456
457,Fernand Cuche,"Cuche, Fernand",Fernand,Cuche,1946-07-26,male,Neuenburg,NE,NR,1,GPS,0,G,6,46,,,457,https://www.parlament.ch/en/biografie?CouncillorId=457
56,Jean-Nils de Dardel,"de Dardel, Jean-Nils",Jean-Nils,de Dardel,1943-11-04,male,Genf,GE,NR,1,SP,0,S,2,46,,,56,https://www.parlament.ch/en/biografie?CouncillorId=56
458,Walter Decurtins,"Decurtins, Walter",Walter,Decurtins,1938-03-03,male,Graubünden,GR,NR,1,CVP,0,C,3,46,,,458,https://www.parlament.ch/en/biografie?CouncillorId=458
797,Walter Donzé,"Donzé, Walter",Walter,Donzé,1946-05-05,male,Bern,BE,NR,1,EVP,0,E,102,46,,2000-09-18,797,https://www.parlament.ch/en/biografie?CouncillorId=797
63,Rosmarie Dormann,"Dormann, Rosmarie",Rosmarie,Dormann,1947-03-27,female,Luzern,LU,NR,1,CVP,0,C,3,46,,,63,https://www.parlament.ch/en/biografie?CouncillorId=63
459,Marlyse Dormond Béguelin,"Dormond Béguelin, Marlyse",Marlyse,Dormond Béguelin,1949-10-31,female,Waadt,VD,NR,1,SP,0,S,2,46,,,459,https://www.parlament.ch/en/biografie?CouncillorId=459
460,Jean Henri Dunant,"Dunant, Jean Henri",Jean Henri,Dunant,1934-11-12,male,Basel-Stadt,BS,NR,1,SVP,0,V,4,46,,,460,https://www.parlament.ch/en/biografie?CouncillorId=460
313,John Dupraz,"Dupraz, John",John,Dupraz,1945-07-08,male,Genf,GE,NR,1,FDP-Liberale,0,R,1,46,,,313,https://www.parlament.ch/en/biografie?CouncillorId=313
314,Adalbert Durrer,"Durrer, Adalbert",Adalbert,Durrer,1950-11-17,male,Obwalden,OW,NR,1,CVP,0,C,3,46,2001-10-05,,314,https://www.parlament.ch/en/biografie?CouncillorId=314
315,Toni Eberhard,"Eberhard, Toni",Toni,Eberhard,1949-08-25,male,Schwyz,SZ,NR,1,CVP,0,C,3,46,,,315,https://www.parlament.ch/en/biografie?CouncillorId=315
316,Christine Egerszegi-Obrist,"Egerszegi-Obrist, Christine",Christine,Egerszegi-Obrist,1948-05-29,female,Aargau,AG,NR,1,FDP-Liberale,0,R,1,46,,,316,https://www.parlament.ch/en/biografie?CouncillorId=316
70,Jacques-Simon Eggly,"Eggly, Jacques-Simon",Jacques-Simon,Eggly,1942-09-04,male,Genf,GE,NR,1,LDP,0,L,7,46,,,70,https://www.parlament.ch/en/biografie?CouncillorId=70
317,Melchior Ehrler,"Ehrler, Melchior",Melchior,Ehrler,1948-09-25,male,Aargau,AG,NR,1,CVP,0,C,3,46,,,317,https://www.parlament.ch/en/biografie?CouncillorId=317
318,Edi Engelberger,"Engelberger, Edi",Edi,Engelberger,1940-01-26,male,Nidwalden,NW,NR,1,FDP-Liberale,0,R,1,46,,,318,https://www.parlament.ch/en/biografie?CouncillorId=318
461,Heinrich Estermann,"Estermann, Heinrich",Heinrich,Estermann,1948-10-03,male,Luzern,LU,NR,1,CVP,0,C,3,46,2003-03-22,,461,https://www.parlament.ch/en/biografie?CouncillorId=461
