id,name__en,name__fr,name__de,name__ru,name__es,name__nl,name__nb,name__da,name__nn,name__sv,name__zh,name__cy,name__hu,name,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__ru,wikipedia__zh,gender,birth_date,death_date,given_name,original_wikiname,name__it,name__sw,name__ka,wikipedia__ka,wikipedia__sw,image,name__en_ca,name__en_gb,name__pl,name__tr,name__ro,name__yo,name__fi,name__et,name__id,name__ja,name__el,name__ca,name__oc,name__sr,name__pt,name__ko,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__yo,identifier__freebase,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__hr,wikipedia__hr,identifier__ISNI,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,identifier__NTA,name__la,name__eo,name__hi,name__de_ch,name__lb,name__vi,name__be,wikipedia__be,wikipedia__enwikiquote,wikipedia__eo,wikipedia__hi,wikipedia__la,wikipedia__lb,wikipedia__vi,twitter,website,wikipedia__commons,name__mg,wikipedia__mg,name__is,wikipedia__is,name__ml,wikipedia__ml,wikipedia__simple,wikipedia__fy,name__fy,name__eu,identifier__google_plus,occupation,identifier__GND,wikipedia__nn,wikipedia__uk,name__uk,wikipedia__ur,name__ur,wikipedia__ca,wikipedia__he,identifier__quora,name__he,wikipedia__ig,wikipedia__cawikiquote,wikipedia__nl,name__ig,name__fo,name__se,name__sje,name__sma,name__smj,family_name,name__gl,identifier__GTAA,identifier__MusicBrainz,name__nds,name__br,name__rw,name__ar,name__cs,name__io,name__mr,name__lt,name__fa,name__sco,name__ia,wikipedia__ar,wikipedia__br,wikipedia__cs,wikipedia__cy,wikipedia__fa,wikipedia__ia,wikipedia__io,wikipedia__lt,wikipedia__mr,wikipedia__rw,wikipedia__sco,identifier__IMDB,identifier__FAST,identifier__Britannica,identifier__snac,facebook,identifier__NLAtrove,identifier__OLID,identifier__BNF,wikipedia__nds,wikipedia__gl,identifier__SELIBR,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sr_el,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__sl,name__bn,identifier__GNC,wikipedia__ast,wikipedia__itwikiquote,identifier__Munzinger,identifier__NKC
Q16194781,Masoud Salim,Masoud Salim,Masoud Salim,,,Masoud Salim,Masoud Abdallah Salim,Masoud Abdallah Salim,Masoud Abdallah Salim,Masoud Abdallah Salim,,,,Masoud Salim,,Masoud Salim,,,,male,1962-10-24,,Masoud,Masoud Salim,Masoud Salim,Masoud Abdallah Salim,,,Masoud Abdalla Salim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masoud Abdallah Salim,,,,,,,,,politician,,,,,,,,,,,,,,,Masoud Abdallah Salim,Masoud Abdallah Salim,Masoud Abdallah Salim,Masoud Abdallah Salim,Masoud Abdallah Salim,Salim,,,,,,,مسعود سليم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masoud Salim,,,,,,
Q16194800,Haroub Mohamed Shamis,Haroub Shamis,Haroub Shamis,,,Haroub Shamis,Haroub Mohamed Shamis,Haroub Mohamed Shamis,Haroub Mohamed Shamis,Haroub Mohamed Shamis,,,,Haroub Mohamed Shamis,,Haroub Shamis,,,,male,1962-03-05,,Haroub,Haroub Shamis,Haroub Shamis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haroub Mohamed Shamis,,,,,,,,,politician,,,,,,,,,,,,,,,Haroub Mohamed Shamis,Haroub Mohamed Shamis,Haroub Mohamed Shamis,Haroub Mohamed Shamis,Haroub Mohamed Shamis,Shamis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haroub Shamis,,,,,,
Q16195008,Amina Andrew Clement,Amina Clement,Amina Clement,,,Amina Clement,Amina Andrew Clement,Amina Andrew Clement,Amina Andrew Clement,Amina Andrew Clement,,,,Amina Andrew Clement,,Amina Clement,,,,female,1963-03-03,,Amina,Amina Clement,Amina Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amina Andrew Clement,,,,,,,,,politician,,,,,,,,,,,,,,,Amina Andrew Clement,Amina Andrew Clement,Amina Andrew Clement,Amina Andrew Clement,Amina Andrew Clement,Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amina Clement,,,,,,
Q16195127,Jaddy Simai Jaddy,Jaddy Simai Jaddy,Jaddy Simai Jaddy,,,Jaddy Simai Jaddy,Jaddy Simai Jaddy,Jaddy Simai Jaddy,Jaddy Simai Jaddy,Jaddy Simai Jaddy,,,,Jaddy Simai Jaddy,,Jaddy Simai Jaddy,,,,male,1963-06-30,,Jaddy,Jaddy Simai Jaddy,,Jaddy Simai Jaddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaddy Simai Jaddy,,,,,,,,,politician,,,,,,,,,,,,,,,Jaddy Simai Jaddy,Jaddy Simai Jaddy,Jaddy Simai Jaddy,Jaddy Simai Jaddy,Jaddy Simai Jaddy,Jaddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaddy Simai Jaddy,,,,,,
Q16195154,Kombo Khamis Kombo,Kombo Khamis Kombo,Kombo Khamis Kombo,,,Kombo Khamis Kombo,Kombo Khamis Kombo,Kombo Khamis Kombo,Kombo Khamis Kombo,Kombo Khamis Kombo,,,,Kombo Khamis Kombo,,Kombo Khamis Kombo,,,,male,1963-02-15,,Kombo,Kombo Khamis Kombo,,Kombo Khamis Kombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kombo Khamis Kombo,,,,,,,,,politician,,,,,,,,,,,,,,,Kombo Khamis Kombo,Kombo Khamis Kombo,Kombo Khamis Kombo,Kombo Khamis Kombo,Kombo Khamis Kombo,Kombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kombo Khamis Kombo,,,,,,
Q16195184,Kangi Lugola,Alphaxard Lugola,Alphaxard Lugola,,,Alphaxard Lugola,Alphaxard Kangi Ndege Lugola,Alphaxard Kangi Ndege Lugola,Alphaxard Kangi Ndege Lugola,Alphaxard Kangi Ndege Lugola,,,,Kangi Lugola,,Alphaxard Lugola,,,,male,1963-05-23,,Alphaxard,Alphaxard Lugola,,Kangi Alphaxard Lugola,,,Kangi Alphaxard Lugola,https://upload.wikimedia.org/wikipedia/commons/5/52/Hon_Kangi_Lugola.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphaxard Kangi Ndege Lugola,,,,,,,,,politician,,,Альфаксард Лугола,Альфаксард Лугола,,,,,,,,,,,Alphaxard Kangi Ndege Lugola,Alphaxard Kangi Ndege Lugola,Alphaxard Kangi Ndege Lugola,Alphaxard Kangi Ndege Lugola,Alphaxard Kangi Ndege Lugola,Lugola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alphaxard Lugola,,,,,,
Q16195210,Mahmoud Mgimwa,Mahmoud Mgimwa,Mahmoud Mgimwa,,,Mahmoud Mgimwa,Mahmoud Hassan Mgimwa,Mahmoud Hassan Mgimwa,Mahmoud Hassan Mgimwa,Mahmoud Hassan Mgimwa,,,,Mahmoud Mgimwa,,Mahmoud Mgimwa,,,,male,1963-03-13,,Mahmoud,Mahmoud Mgimwa,,Mahmoud Hassan Mgimwa,,,Mahmoud Hassan Mgimwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahmoud Hassan Mgimwa,,,,,,,,,politician,,,,,,,,,,,,,,,Mahmoud Hassan Mgimwa,Mahmoud Hassan Mgimwa,Mahmoud Hassan Mgimwa,Mahmoud Hassan Mgimwa,Mahmoud Hassan Mgimwa,Mgimwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mahmoud Mgimwa,,,,,,
Q16195214,Rajab Mbarouk Mohammed,Rajab Mohammed,Rajab Mohammed,,,Rajab Mohammed,Rajab Mbarouk Mohammed,Rajab Mbarouk Mohammed,Rajab Mbarouk Mohammed,Rajab Mbarouk Mohammed,,,,Rajab Mbarouk Mohammed,,Rajab Mohammed,,,,male,1963-11-02,,Rajab,Rajab Mohammed,,Rajab Mbarouk Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajab Mbarouk Mohammed,,,,,,,,,politician,,,,,,,,,,,,,,,Rajab Mbarouk Mohammed,Rajab Mbarouk Mohammed,Rajab Mbarouk Mohammed,Rajab Mbarouk Mohammed,Rajab Mbarouk Mohammed,Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajab Mohammed,,,,,,
Q16195227,Israel Yohana Natse,Israel Natse,Israel Natse,,,Israel Natse,Israel Yohana Natse,Israel Yohana Natse,Israel Yohana Natse,Israel Yohana Natse,,,,Israel Yohana Natse,,Israel Natse,,,,male,1963-12-28,,Israel,Israel Natse,Israel Natse,Israel Yohana Natse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Israel Yohana Natse,,,,,,,,,politician,,,,,,,,,,,,,,,Israel Yohana Natse,Israel Yohana Natse,Israel Yohana Natse,Israel Yohana Natse,Israel Yohana Natse,Natse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Israel Natse,,,,,,
Q16195370,Salim Turky,Salim Turky,,,,Salim Turky,Salim Hassan Turky,Salim Hassan Turky,Salim Hassan Turky,Salim Hassan Turky,,,,Salim Turky,,Salim Turky,,,,male,1963-02-11,,Salim,Salim Turky,,Salim Hassan Turky,,,Salim Hassan Turky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salim Hassan Turky,,,,,,,,,politician,,,,,,,,,,,,,,,Salim Hassan Turky,Salim Hassan Turky,Salim Hassan Turky,Salim Hassan Turky,Salim Hassan Turky,Turky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salim Turky,,,,,,
Q16195564,Hamad Ali Hamad,Hamad Ali Hamad,Hamad Ali Hamad,,,Hamad Ali Hamad,Hamad Ali Hamad,Hamad Ali Hamad,Hamad Ali Hamad,Hamad Ali Hamad,,,,Hamad Ali Hamad,,Hamad Ali Hamad,,,,male,1964-11-27,,Hamad,Hamad Ali Hamad,Hamad Ali Hamad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamad Ali Hamad,,,,,,,,,politician,,,,,,,,,,,,,,,Hamad Ali Hamad,Hamad Ali Hamad,Hamad Ali Hamad,Hamad Ali Hamad,Hamad Ali Hamad,Hamad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hamad Ali Hamad,,,,,,
Q16195625,Yussuf Khamis,Yussuf Khamis,Yussuf Khamis,,,Yussuf Khamis,Yussuf Haji Khamis,Yussuf Haji Khamis,Yussuf Haji Khamis,Yussuf Haji Khamis,,,,Yussuf Khamis,,Yussuf Khamis,,,,male,1964-08-13,,Yussuf,Yussuf Khamis,,Yussuf Haji Khamis,,,Yussuf Haji Khamis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yussuf Haji Khamis,,,,,,,,,politician,,,,,,,,,,,,,,,Yussuf Haji Khamis,Yussuf Haji Khamis,Yussuf Haji Khamis,Yussuf Haji Khamis,Yussuf Haji Khamis,Khamis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yussuf Khamis,,,,,,
Q16195672,James Mbatia,James Mbatia,James Mbatia,,,James Mbatia,James Francis Mbatia,James Francis Mbatia,James Francis Mbatia,James Francis Mbatia,,,,James Mbatia,,James Mbatia,,,,male,1964-06-10,,James,,,James Francis Mbatia,,,James Francis Mbatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Francis Mbatia,,,,,,,,,politician,,,,,,,,,,,,,,,James Francis Mbatia,James Francis Mbatia,James Francis Mbatia,James Francis Mbatia,James Francis Mbatia,Mbatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Mbatia,,,,,,
Q16195709,Hussein Mzee,Hussein Mzee,Hussein Mzee,,,Hussein Mzee,,,,,,,,Hussein Mzee,,Hussein Mzee,,,,male,1964-03-01,,Hussein,Hussein Mzee,Hussein Mzee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hussein Mzee,,,,,,
Q16196108,Silvestry Koka,Silvestry Koka,Silvestry Koka,,,Silvestry Koka,Silvestry Francis Koka,Silvestry Francis Koka,Silvestry Francis Koka,Silvestry Francis Koka,,,,Silvestry Koka,,Silvestry Koka,,,,male,1965-05-15,,Silvestry,Silvestry Koka,,Silvestry Francis Koka,,,Silvestry Fransis Koka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvestry Francis Koka,,,,,,,,,politician,,,,,,,,,,,,,,,Silvestry Francis Koka,Silvestry Francis Koka,Silvestry Francis Koka,Silvestry Francis Koka,Silvestry Francis Koka,Koka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvestry Koka,,,,,,
Q16196143,Sylvester Massele Mabumba,Sylvester Mabumba,Sylvester Mabumba,,,Sylvester Mabumba,Sylvester Massele Mabumba,Sylvester Massele Mabumba,Sylvester Massele Mabumba,Sylvester Massele Mabumba,,,,Sylvester Massele Mabumba,,Sylvester Mabumba,,,,male,1965-05-10,,Sylvester,Sylvester Mabumba,,Sylvester Massele Mabumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sylvester Massele Mabumba,,,,,,,,,politician,,,,,,,,,,,,,,,Sylvester Massele Mabumba,Sylvester Massele Mabumba,Sylvester Massele Mabumba,Sylvester Massele Mabumba,Sylvester Massele Mabumba,Mabumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sylvester Mabumba,,,,,,
Q16196171,Peter Msigwa,Peter Msigwa,Peter Msigwa,,,Peter Msigwa,Peter Simon Msigwa,Peter Simon Msigwa,Peter Simon Msigwa,Peter Simon Msigwa,,,,Peter Msigwa,,Peter Msigwa,,,,male,1965-06-08,,Peter,Peter Msigwa,,Peter Simon Msigwa,,,Peter Simon Msigwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MsigwaPeter,,,,,Peter Simon Msigwa,,,,,,,,,politician,,,,,,,,,,,,,,,Peter Simon Msigwa,Peter Simon Msigwa,Peter Simon Msigwa,Peter Simon Msigwa,Peter Simon Msigwa,Msigwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Msigwa,,,,,,
Q16196179,Yusuph Abdallah Nassir,Yusuph Nassir,Yusuph Nassir,,,Yusuph Nassir,Yusuph Abdallah Nassir,Yusuph Abdallah Nassir,Yusuph Abdallah Nassir,Yusuph Abdallah Nassir,,,,Yusuph Abdallah Nassir,,Yusuph Nassir,,,,male,1965-04-25,,Yusuph,Yusuph Nassir,,Yusuph Abdallah Nassir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yusuph Abdallah Nassir,,,,,,,,,politician,,,,,,,,,,,,,,,Yusuph Abdallah Nassir,Yusuph Abdallah Nassir,Yusuph Abdallah Nassir,Yusuph Abdallah Nassir,Yusuph Abdallah Nassir,Nassir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yusuph Nassir,,,,,,
Q16196351,Selemani Zedi,Selemani Zedi,Selemani Zedi,,,Selemani Zedi,Selemani Jumanne Zedi,Selemani Jumanne Zedi,Selemani Jumanne Zedi,Selemani Jumanne Zedi,,,,Selemani Zedi,,Selemani Zedi,,,,male,1965-10-28,,Selemani,Selemani Zedi,Selemani Zedi,Selemani Jumanne Zedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selemani Jumanne Zedi,,,,,,,,,politician,,,,,,,,,,,,,,,Selemani Jumanne Zedi,Selemani Jumanne Zedi,Selemani Jumanne Zedi,Selemani Jumanne Zedi,Selemani Jumanne Zedi,Zedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selemani Zedi,,,,,,
Q16196389,Agripina Zaituni Buyogera,Agripina Buyogera,Agripina Buyogera,,,Agripina Buyogera,Agripina Zaituni Buyogera,Agripina Zaituni Buyogera,Agripina Zaituni Buyogera,Agripina Zaituni Buyogera,,,,Agripina Zaituni Buyogera,,Agripina Buyogera,,,,female,1966-08-16,,Agripina,Agripina Buyogera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agripina Zaituni Buyogera,,,,,,,,,politician,,,,,,,,,,,,,,,Agripina Zaituni Buyogera,Agripina Zaituni Buyogera,Agripina Zaituni Buyogera,Agripina Zaituni Buyogera,Agripina Zaituni Buyogera,Buyogera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agripina Buyogera,,,,,,
Q16196527,Juma Sururu Juma,Juma Sururu Juma,Juma Sururu Juma,,,Juma Sururu Juma,Juma Sururu Juma,Juma Sururu Juma,Juma Sururu Juma,Juma Sururu Juma,,,,Juma Sururu Juma,,Juma Sururu Juma,,,,male,1966-03-01,,Juma,Juma Sururu Juma,,Juma Sururu Juma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juma Sururu Juma,,,,,,,,,politician,,,,,,,,,,,,,,,Juma Sururu Juma,Juma Sururu Juma,Juma Sururu Juma,Juma Sururu Juma,Juma Sururu Juma,Juma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juma Sururu Juma,,,,,,
Q16196584,Augustino Masele,Augustino Masele,Augustino Masele,,,Augustino Masele,Augustino Manyanda Masele,Augustino Manyanda Masele,Augustino Manyanda Masele,Augustino Manyanda Masele,,,,Augustino Masele,,Augustino Masele,,,,male,1966-06-15,,Augustino,Augustino Masele,Augustino Masele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augustino Manyanda Masele,,,,,,,,,politician,,,,,,,,,,,,,,,Augustino Manyanda Masele,Augustino Manyanda Masele,Augustino Manyanda Masele,Augustino Manyanda Masele,Augustino Manyanda Masele,Masele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augustino Masele,,,,,,
Q16196632,Lameck Okambo,Lameck Okambo,Lameck Okambo,,,Lameck Okambo,Lameck Okambo Airo,Lameck Okambo Airo,Lameck Okambo Airo,Lameck Okambo Airo,,,,Lameck Okambo,,Lameck Okambo,,,,male,1966-10-28,,Lameck,Lameck Okambo,,Lameck Okambo Airo,,,Lameck Okambo Airo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lameck Okambo Airo,,,,,,,,,politician,,,,,,,,,,,,,,,Lameck Okambo Airo,Lameck Okambo Airo,Lameck Okambo Airo,Lameck Okambo Airo,Lameck Okambo Airo,Airo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lameck Okambo,,,,,,
Q16197043,Dunstan Kitandula,Dunstan Kitandula,Dunstan Kitandula,,,Dunstan Kitandula,Dunstan Luka Kitandula,Dunstan Luka Kitandula,Dunstan Luka Kitandula,Dunstan Luka Kitandula,,,,Dunstan Kitandula,,Dunstan Kitandula,,,,male,1967-10-14,,Dunstan,Dunstan Kitandula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunstan Luka Kitandula,,,,,,,,,politician,,,,,,,,,,,,,,,Dunstan Luka Kitandula,Dunstan Luka Kitandula,Dunstan Luka Kitandula,Dunstan Luka Kitandula,Dunstan Luka Kitandula,Kitandula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dunstan Kitandula,,,,,,
Q16197097,Shanif Mansoor,Shanif Mansoor,Shanif Mansoor,,,Shanif Mansoor,Shanif Hiran Mansoor,Shanif Hiran Mansoor,Shanif Hiran Mansoor,Shanif Hiran Mansoor,,,,Shanif Mansoor,,Shanif Mansoor,,,,male,1967-05-05,,Shanif,Shanif Mansoor,Shanif Mansoor,Shanif Hiran Mansoor,,,Mansoor Shanif Hirani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shanif Hiran Mansoor,,,,,,,,,politician,,,,,,,,,,,,,,,Shanif Hiran Mansoor,Shanif Hiran Mansoor,Shanif Hiran Mansoor,Shanif Hiran Mansoor,Shanif Hiran Mansoor,Mansoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shanif Mansoor,,,,,,
Q16197150,Meshack Jeremiah Opulukwa,Meshack Opulukwa,Meshack Opulukwa,,,Meshack Opulukwa,Meshack Jeremiah Opulukwa,Meshack Jeremiah Opulukwa,Meshack Jeremiah Opulukwa,Meshack Jeremiah Opulukwa,,,,Meshack Jeremiah Opulukwa,,Meshack Opulukwa,,,,male,1967-07-27,,Meshack,Meshack Opulukwa,,Meshack Jeremiah Opulukwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meshack Jeremiah Opulukwa,,,,,,,,,politician,,,,,,,,,,,,,,,Meshack Jeremiah Opulukwa,Meshack Jeremiah Opulukwa,Meshack Jeremiah Opulukwa,Meshack Jeremiah Opulukwa,Meshack Jeremiah Opulukwa,Opulukwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meshack Opulukwa,,,,,,
Q16199703,Selemani Kakoso,Moshi Kakoso,Moshi Kakoso,,,Moshi Kakoso,Moshi Selemani Kakoso,Moshi Selemani Kakoso,Moshi Selemani Kakoso,Moshi Selemani Kakoso,,,,Selemani Kakoso,,Moshi Kakoso,,,,male,1968-05-02,,Moshi,Moshi Kakoso,,Moshi Selemani Kakoso,,,Selemani Moshi Kakoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moshi Selemani Kakoso,,,,,,,,,politician,,,,,,,,,,,,,,,Moshi Selemani Kakoso,Moshi Selemani Kakoso,Moshi Selemani Kakoso,Moshi Selemani Kakoso,Moshi Selemani Kakoso,Kakoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moshi Kakoso,,,,,,
Q16199711,Josephat Kandege,Sinkamba Kandege,Sinkamba Kandege,,,Sinkamba Kandege,Sinkamba Josephat Kandege,Sinkamba Josephat Kandege,Sinkamba Josephat Kandege,Sinkamba Josephat Kandege,,,,Josephat Kandege,,Sinkamba Kandege,,,,male,1964-06-06,,Sinkamba,Sinkamba Kandege,,Sinkamba Josephat Kandege,,,Josephat Sinkamba Kandege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sinkamba Josephat Kandege,,,,,,,,,politician,,,,,,,,,,,,,,,Sinkamba Josephat Kandege,Sinkamba Josephat Kandege,Sinkamba Josephat Kandege,Sinkamba Josephat Kandege,Sinkamba Josephat Kandege,Kandege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sinkamba Kandege,,,,,,
