id,name,image,email,term,source,party,start_date,end_date
r005,"Révész, Máriusz",http://www.parlament.hu/kepv/kepek/r005.jpg,mariusz.revesz@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-09-15,2018-05-07
r008,"Rogán, Antal",http://www.parlament.hu/kepv/kepek/r008.jpg,antal.rogan@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
r023,"Dr. Rétvári, Bence",http://www.parlament.hu/kepv/kepek/r023.jpg,bence.retvari@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,2018-05-07
r027,"Riz, Gábor",http://www.parlament.hu/kepv/kepek/r027.jpg,riz.gabor@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
r038,"Rig, Lajos",http://www.parlament.hu/kepv/kepek/r038.jpg,rig.lajos@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2015-05-11,2018-05-07
r315,"Dr. Rubovszky, György",http://www.parlament.hu/kepv/kepek/r315.jpg,gyorgy.rubovszky@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,""
s011,"Dr. Simicskó, István",http://www.parlament.hu/kepv/kepek/s011.jpg,istvan.simicsko@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,2018-05-07
s012,"Dr. Simon, Miklós",http://www.parlament.hu/kepv/kepek/s012.jpg,miklos.simon@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
s013,"Szászfalvi, László",http://www.parlament.hu/kepv/kepek/s013.jpg,laszlo.szaszfalvi@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,2018-05-07
s038,"Dr. Szűcs, Lajos",http://www.parlament.hu/kepv/kepek/s038.jpg,lajos.szucs@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
s051,"Soltész, Miklós",http://www.parlament.hu/kepv/kepek/s051.jpg,miklos.soltesz@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,2018-05-07
s054,"Szijjártó, Péter",http://www.parlament.hu/kepv/kepek/s054.jpg,peter.szijjarto@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
s068,"Dr. Szakács, László",http://www.parlament.hu/kepv/kepek/s068.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,""
s070,"Szatmáry, Kristóf",http://www.parlament.hu/kepv/kepek/s070.jpg,kristof.szatmary@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
s093,"Dr. Seszták, Miklós",http://www.parlament.hu/kepv/kepek/s093.jpg,miklos.sesztak@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,2018-05-07
s100,"Dr. Schiffer, András",http://www.parlament.hu/kepv/kepek/s100.jpg,andras.schiffer@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,LMP,2014-05-06,""
s106,"Simonka, György",http://www.parlament.hu/kepv/kepek/s106.jpg,simonka.gyorgy@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
s107,"Sneider, Tamás",http://www.parlament.hu/kepv/kepek/s107.jpg,sneider.tamas@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2018-05-07
s109,"Dr. Staudt, Gábor",http://www.parlament.hu/kepv/kepek/s109.jpg,staudt.gabor@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2018-05-07
s113,"Szabó, Timea",http://www.parlament.hu/kepv/kepek/s113.jpg,timea.szabo@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Independents,2014-05-06,2018-05-07
s115,"Szávay, István",http://www.parlament.hu/kepv/kepek/s115.jpg,szavay.istvan@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2018-05-07
s118,"Szilágyi, György",http://www.parlament.hu/kepv/kepek/s118.jpg,szilagyi.gyorgy@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2018-05-07
s124,"Szabó, Zsolt",http://www.parlament.hu/kepv/kepek/s124.jpg,zsolt.szabo@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
s136,"Dr. Szél, Bernadett",http://www.parlament.hu/kepv/kepek/s136.jpg,szel.bernadett@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,LMP,2014-05-06,2018-05-07
s322,"Dr. Selmeczi, Gabriella",http://www.parlament.hu/kepv/kepek/s322.jpg,gabriella.selmeczi@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
s323,"Dr. Semjén, Zsolt",http://www.parlament.hu/kepv/kepek/s323.jpg,zsolt.semjen@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,2018-05-07
s357,"Szelényi, Zsuzsanna",http://www.parlament.hu/kepv/kepek/s357.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Independents,2014-06-10,""
s768,"Sallai, R. Benedek",http://www.parlament.hu/kepv/kepek/s768.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,LMP,2014-05-06,""
s769,"Schmuck, Erzsébet",http://www.parlament.hu/kepv/kepek/s769.jpg,schmuck.erzsebet@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,LMP,2014-05-06,2018-05-07
s770,"Szabolcs, Attila",http://www.parlament.hu/kepv/kepek/s770.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,""
s771,"Szabó, Szabolcs",http://www.parlament.hu/kepv/kepek/s771.jpg,szabo.szabolcs@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Independents,2014-05-06,2018-05-07
s772,"Dr. Salacz, László",http://www.parlament.hu/kepv/kepek/s772.jpg,salacz.laszlo@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
s773,"Szabó, Sándor",http://www.parlament.hu/kepv/kepek/s773.jpg,szabo.sandor@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,2018-05-07
s774,"Simon, Róbert Balázs",http://www.parlament.hu/kepv/kepek/s774.jpg,simon.robert@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
t002,"Tállai, András",http://www.parlament.hu/kepv/kepek/t002.jpg,andras.tallai@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
t004,"Dr. Turi-Kovács, Béla",http://www.parlament.hu/kepv/kepek/t004.jpg,bela.turi.kovacs@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
t005,"Tóbiás, József",http://www.parlament.hu/kepv/kepek/t005.jpg,jozsef.tobias@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,2018-05-07
t012,"Teleki, László",http://www.parlament.hu/kepv/kepek/t012.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,""
t017,"Dr. Tiba, István",http://www.parlament.hu/kepv/kepek/t017.jpg,istvan.tiba@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
t021,"Tasó, László",http://www.parlament.hu/kepv/kepek/t021.jpg,laszlo.taso@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
t023,"Dr. Tilki, Attila",http://www.parlament.hu/kepv/kepek/t023.jpg,attila.tilki@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
t025,"Dr. Tóth, Bertalan",http://www.parlament.hu/kepv/kepek/t025.jpg,toth.bertalan@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,2018-05-07
t028,"Tukacs, István",http://www.parlament.hu/kepv/kepek/t028.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,""
t036,"Törő, Gábor",http://www.parlament.hu/kepv/kepek/t036.jpg,gabor.toro@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
t037,"Tiffán, Zsolt",http://www.parlament.hu/kepv/kepek/t037.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,""
t038,"Tessely, Zoltán",http://www.parlament.hu/kepv/kepek/t038.jpg,zoltan.tessely@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
t044,"Dr. Tapolczai, Gergely",http://www.parlament.hu/kepv/kepek/t044.jpg,gergely.tapolczai@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
t045,"Tóth, Csaba",http://www.parlament.hu/kepv/kepek/t045.jpg,csaba.toth@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,2018-05-07
t687,"Tuzson, Bence",http://www.parlament.hu/kepv/kepek/t687.jpg,tuzson.bence@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
u002,"Dr. Répássy, Róbert",http://www.parlament.hu/kepv/kepek/u002.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,""
v008,"Dr. Vitányi, István",http://www.parlament.hu/kepv/kepek/v008.jpg,istvan.vitanyi@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
v013,"Dr. Vadai, Ágnes",http://www.parlament.hu/kepv/kepek/v013.jpg,agnes.vadai@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Independents,2014-05-06,2018-05-07
v018,"Varju, László",http://www.parlament.hu/kepv/kepek/v018.jpg,laszlo.varju@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Independents,2014-06-30,2018-05-07
v021,"Varga, József",http://www.parlament.hu/kepv/kepek/v021.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,""
v032,"Dr. Varga, László",http://www.parlament.hu/kepv/kepek/v032.jpg,laszlo.varga@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,2018-05-07
v038,"Vigh, László",http://www.parlament.hu/kepv/kepek/v038.jpg,laszlo.vigh@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
v041,"Velez, Árpád",http://www.parlament.hu/kepv/kepek/v041.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,MSZP,2014-05-06,""
v043,"Vantara, Gyula",http://www.parlament.hu/kepv/kepek/v043.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,""
v044,"Vécsey, László",http://www.parlament.hu/kepv/kepek/v044.jpg,laszlo.vecsey@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
v045,"Vargha, Tamás",http://www.parlament.hu/kepv/kepek/v045.jpg,tamas.vargha@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
v046,"Dr. Völner, Pál",http://www.parlament.hu/kepv/kepek/v046.jpg,pal.volner@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
v048,"Varga, Gábor",http://www.parlament.hu/kepv/kepek/v048.jpg,gabor.varga@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
v050,"Vágó, Sebestyén",http://www.parlament.hu/kepv/kepek/v050.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,""
v054,"Dr. Vas, Imre",http://www.parlament.hu/kepv/kepek/v054.jpg,"",40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,""
v055,"Dr. Vejkey, Imre",http://www.parlament.hu/kepv/kepek/v055.jpg,imre.vejkey@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,KDNP,2014-05-06,2018-05-07
v056,"Dr. Vinnai, Győző",http://www.parlament.hu/kepv/kepek/v056.jpg,gyozo.vinnai@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
v057,"Volner, János",http://www.parlament.hu/kepv/kepek/v057.jpg,volner.janos@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2018-05-07
v058,"Vona, Gábor",http://www.parlament.hu/kepv/kepek/v058.jpg,vona.gabor@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,""
v331,"Varga, Mihály",http://www.parlament.hu/kepv/kepek/v331.jpg,mihaly.varga@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
w704,"Witzmann, Mihály",http://www.parlament.hu/kepv/kepek/w704.jpg,witzmann.mihaly@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
z004,"Zsigó, Róbert",http://www.parlament.hu/kepv/kepek/z004.jpg,robert.zsigo@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
z008,"Dr. Zombor, Gábor",http://www.parlament.hu/kepv/kepek/z008.jpg,gabor.zombor@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Fidesz,2014-05-06,2018-05-07
z012,"Z. Kárpát, Dániel",http://www.parlament.hu/kepv/kepek/z012.jpg,zkarpat.daniel@parlament.hu,40,http://www.parlament.hu/en/web/house-of-the-national-assembly/list-of-mps,Jobbik,2014-05-06,2018-05-07
