id,given_name,family_name,name,sort_name,birth_date,gender,area,area_id,party,party_id,term,source,image
EIHV,Einar,Hovdhaugen,Einar Hovdhaugen,"Hovdhaugen, Einar",1908-02-26,male,Oppland,Op,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
EIIV,Einar,Iveland,Einar Iveland,"Iveland, Einar",1892-05-09,male,Aust-Agder,AA,Venstre,V,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
EIK,Eigil,Knutsen,Eigil Knutsen,"Knutsen, Eigil",1988-10-28,male,Hordaland,Ho,Arbeiderpartiet,A,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=EIK&storrelse=middels
EILI,Eigil Olaf,Liane,Eigil Olaf Liane,"Liane, Eigil Olaf",1916-05-07,male,Telemark,Te,Arbeiderpartiet,A,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
EILI,Eigil Olaf,Liane,Eigil Olaf Liane,"Liane, Eigil Olaf",1916-05-07,male,Telemark,Te,Arbeiderpartiet,A,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
EILI,Eigil Olaf,Liane,Eigil Olaf Liane,"Liane, Eigil Olaf",1916-05-07,male,Telemark,Te,Arbeiderpartiet,A,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
EILI,Eigil Olaf,Liane,Eigil Olaf Liane,"Liane, Eigil Olaf",1916-05-07,male,Telemark,Te,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
EILI,Eigil Olaf,Liane,Eigil Olaf Liane,"Liane, Eigil Olaf",1916-05-07,male,Telemark,Te,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
EIMO,Einar Hole,Moxnes,Einar Hole Moxnes,"Moxnes, Einar Hole",1921-06-11,male,Sør-Trøndelag,ST,Senterpartiet,Sp,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
EINY,Einar,Nyheim,Einar Nyheim,"Nyheim, Einar",1929-08-07,male,Hordaland,Ho,Sosialistisk Valgforbund,SVf,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
EIOS,Einar,Osland,Einar Osland,"Osland, Einar",1886-12-17,male,"Kjøpstedene i Vest - Agder og Rogaland fylker(Flekkefjord, Haugesund, Kristiansand, Mandal, Stavanger)",KiRV,Venstre,V,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
EIRS,Eirik,Sivertsen,Eirik Sivertsen,"Sivertsen, Eirik",1971-03-17,male,Nordland,No,Arbeiderpartiet,A,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=EIRS&storrelse=middels
EIRS,Eirik,Sivertsen,Eirik Sivertsen,"Sivertsen, Eirik",1971-03-17,male,Nordland,No,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=EIRS&storrelse=middels
EIRS,Eirik,Sivertsen,Eirik Sivertsen,"Sivertsen, Eirik",1971-03-17,male,Nordland,No,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=EIRS&storrelse=middels
EIS,Einar,Steensnæs,Einar Steensnæs,"Steensnæs, Einar",1942-03-10,male,Rogaland,Ro,Kristelig Folkeparti,KrF,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=EIS&storrelse=middels
EIS,Einar,Steensnæs,Einar Steensnæs,"Steensnæs, Einar",1942-03-10,male,Rogaland,Ro,Kristelig Folkeparti,KrF,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=EIS&storrelse=middels
EIS,Einar,Steensnæs,Einar Steensnæs,"Steensnæs, Einar",1942-03-10,male,Rogaland,Ro,Kristelig Folkeparti,KrF,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
EIST,Einar Magnus,Stavang,Einar Magnus Stavang,"Stavang, Einar Magnus",1898-11-20,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
EIST,Einar Magnus,Stavang,Einar Magnus Stavang,"Stavang, Einar Magnus",1898-11-20,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
EIST,Einar Magnus,Stavang,Einar Magnus Stavang,"Stavang, Einar Magnus",1898-11-20,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
EIST,Einar Magnus,Stavang,Einar Magnus Stavang,"Stavang, Einar Magnus",1898-11-20,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
EIST,Einar Magnus,Stavang,Einar Magnus Stavang,"Stavang, Einar Magnus",1898-11-20,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
EIST,Einar Magnus,Stavang,Einar Magnus Stavang,"Stavang, Einar Magnus",1898-11-20,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
EIWØ,Einar,Wøhni,Einar Wøhni,"Wøhni, Einar",1920-05-07,male,Troms,Tr,Arbeiderpartiet,A,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
EJ,Espen Granberg,Johnsen,Espen Granberg Johnsen,"Johnsen, Espen Granberg",1976-10-17,male,Oppland,Op,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=EJ&storrelse=middels
EKS,Eirin,Sund,Eirin Sund,"Sund, Eirin",1967-04-06,female,Rogaland,Ro,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=EKS&storrelse=middels
EKS,Eirin,Sund,Eirin Sund,"Sund, Eirin",1967-04-06,female,Rogaland,Ro,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=EKS&storrelse=middels
EKS,Eirin,Sund,Eirin Sund,"Sund, Eirin",1967-04-06,female,Rogaland,Ro,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=EKS&storrelse=middels
ELBJ,Eleonore,Bjartveit,Eleonore Bjartveit,"Bjartveit, Eleonore",1924-07-11,female,Oslo,Os,Kristelig Folkeparti,KrF,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
ELKO,Elsa,Kobberstad,Elsa Kobberstad,"Kobberstad, Elsa",1918-07-21,female,Nordland,No,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
ELKR,Eli,Kristiansen,Eli Kristiansen,"Kristiansen, Eli",1933-11-08,female,Oslo,Os,Kristelig Folkeparti,KrF,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
ELN,Elisabeth Røbekk,Nørve,Elisabeth Røbekk Nørve,"Nørve, Elisabeth Røbekk",1951-03-29,female,Møre og Romsdal,MR,Høyre,H,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=ELN&storrelse=middels
ELN,Elisabeth Røbekk,Nørve,Elisabeth Røbekk Nørve,"Nørve, Elisabeth Røbekk",1951-03-29,female,Møre og Romsdal,MR,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=ELN&storrelse=middels
ELN,Elisabeth Røbekk,Nørve,Elisabeth Røbekk Nørve,"Nørve, Elisabeth Røbekk",1951-03-29,female,Møre og Romsdal,MR,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=ELN&storrelse=middels
ELRE,Else,Repål,Else Repål,"Repål, Else",1930-02-20,female,Hedmark,He,Arbeiderpartiet,A,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
ELRE,Else,Repål,Else Repål,"Repål, Else",1930-02-20,female,Hedmark,He,Arbeiderpartiet,A,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ELRE,Else,Repål,Else Repål,"Repål, Else",1930-02-20,female,Hedmark,He,Arbeiderpartiet,A,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
ELSK,Elsa,Skarbøvik,Elsa Skarbøvik,"Skarbøvik, Elsa",1948-11-03,female,Vestfold,Ve,Kristelig Folkeparti,KrF,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=ELSK&storrelse=middels
ELSK,Elsa,Skarbøvik,Elsa Skarbøvik,"Skarbøvik, Elsa",1948-11-03,female,Vestfold,Ve,Kristelig Folkeparti,KrF,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=ELSK&storrelse=middels
ELV,Hårek,Elvenes,Hårek Elvenes,"Elvenes, Hårek",1959-06-17,male,Akershus,Ak,Høyre,H,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=ELV&storrelse=middels
ELVA,Lars Elisæus,Vatnaland,Lars Elisæus Vatnaland,"Vatnaland, Lars Elisæus",1892-04-18,male,Rogaland,Ro,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
ELVA,Lars Elisæus,Vatnaland,Lars Elisæus Vatnaland,"Vatnaland, Lars Elisæus",1892-04-18,male,Rogaland,Ro,Bondepartiet,B,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ELVA,Lars Elisæus,Vatnaland,Lars Elisæus Vatnaland,"Vatnaland, Lars Elisæus",1892-04-18,male,Rogaland,Ro,Bondepartiet,B,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
ELVA,Lars Elisæus,Vatnaland,Lars Elisæus Vatnaland,"Vatnaland, Lars Elisæus",1892-04-18,male,Rogaland,Ro,Bondepartiet,B,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
ELW,Elise,Bjørnebekk-Waagen,Elise Bjørnebekk-Waagen,"Bjørnebekk-Waagen, Elise",1990-02-19,female,Østfold,Øs,Arbeiderpartiet,A,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=ELW&storrelse=middels
EMI,Eirik,Milde,Eirik Milde,"Milde, Eirik",1958-05-20,male,Østfold,Øs,Høyre,H,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=EMI&storrelse=middels
EMLØ,Emil,Løvlien,Emil Løvlien,"Løvlien, Emil",1899-09-22,male,Hedmark,He,Norges Kommunistiske Parti,NKP,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
EMLØ,Emil,Løvlien,Emil Løvlien,"Løvlien, Emil",1899-09-22,male,Hedmark,He,Norges Kommunistiske Parti,NKP,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
EMLØ,Emil,Løvlien,Emil Løvlien,"Løvlien, Emil",1899-09-22,male,Hedmark,He,Norges Kommunistiske Parti,NKP,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
ENLI,Engly,Lie,Engly Lie,"Lie, Engly",1919-08-04,male,Vest-Agder,VA,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
ENLI,Engly,Lie,Engly Lie,"Lie, Engly",1919-08-04,male,Vest-Agder,VA,Arbeiderpartiet,A,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
ENLI,Engly,Lie,Engly Lie,"Lie, Engly",1919-08-04,male,Vest-Agder,VA,Arbeiderpartiet,A,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ENVE,Endre Kristian,Vestvik,Endre Kristian Vestvik,"Vestvik, Endre Kristian",1894-09-12,male,Rogaland,Ro,Kristelig Folkeparti,KrF,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
EOS,Einar Olav,Skogholt,Einar Olav Skogholt,"Skogholt, Einar Olav",1947-12-18,male,Hedmark,He,Arbeiderpartiet,A,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=EOS&storrelse=middels
EOS,Einar Olav,Skogholt,Einar Olav Skogholt,"Skogholt, Einar Olav",1947-12-18,male,Hedmark,He,Arbeiderpartiet,A,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
EOS,Einar Olav,Skogholt,Einar Olav Skogholt,"Skogholt, Einar Olav",1947-12-18,male,Hedmark,He,Arbeiderpartiet,A,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
ERAS,Erland,Asdahl,Erland Asdahl,"Asdahl, Erland",1921-04-06,male,Akershus,Ak,Senterpartiet,Sp,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
ERBA,Erik,Braadland,Erik Braadland,"Braadland, Erik",1910-11-21,male,Østfold,Øs,Senterpartiet,Sp,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
ERBA,Erik,Braadland,Erik Braadland,"Braadland, Erik",1910-11-21,male,Østfold,Øs,Senterpartiet,Sp,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
EREN,Erling,Engan,Erling Engan,"Engan, Erling",1910-06-14,male,Nordland,No,Senterpartiet,Sp,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
EREN,Erling,Engan,Erling Engan,"Engan, Erling",1910-06-14,male,Nordland,No,Senterpartiet,Sp,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
EREN,Erling,Engan,Erling Engan,"Engan, Erling",1910-06-14,male,Nordland,No,Senterpartiet,Sp,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
EREN,Erling,Engan,Erling Engan,"Engan, Erling",1910-06-14,male,Nordland,No,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
EREN,Erling,Engan,Erling Engan,"Engan, Erling",1910-06-14,male,Nordland,No,Bondepartiet,B,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ERER,Erling,Erland,Erling Erland,"Erland, Erling",1917-07-12,male,Rogaland,Ro,Anders Langes Parti,ALP,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ERF,Eva R.,Finstad,Eva R. Finstad,"Finstad, Eva R.",1933-08-06,female,Akershus,Ak,Høyre,H,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
ERF,Eva R.,Finstad,Eva R. Finstad,"Finstad, Eva R.",1933-08-06,female,Akershus,Ak,Høyre,H,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
ERFR,Erling,Fredriksfryd,Erling Fredriksfryd,"Fredriksfryd, Erling",1905-02-07,male,Østfold,Øs,Høyre,H,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
ERFR,Erling,Fredriksfryd,Erling Fredriksfryd,"Fredriksfryd, Erling",1905-02-07,male,Østfold,Øs,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
ERFR,Erling,Fredriksfryd,Erling Fredriksfryd,"Fredriksfryd, Erling",1905-02-07,male,Østfold,Øs,Høyre,H,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ERFR,Erling,Fredriksfryd,Erling Fredriksfryd,"Fredriksfryd, Erling",1905-02-07,male,"Kjøpstedene i Østfold og Akershus fylker (Drøbak, Fredrikstad, Halden, Moss, Sarpsborg)",KiØA,Høyre,H,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
ERFR,Erling,Fredriksfryd,Erling Fredriksfryd,"Fredriksfryd, Erling",1905-02-07,male,"Kjøpstedene i Østfold og Akershus fylker (Drøbak, Fredrikstad, Halden, Moss, Sarpsborg)",KiØA,Høyre,H,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
ERGJ,Erik,Gjems-Onstad,Erik Gjems-Onstad,"Gjems-Onstad, Erik",1922-02-22,male,Akershus,Ak,Anders Langes Parti,ALP,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ERLL,Erlend,Larsen,Erlend Larsen,"Larsen, Erlend",1965-10-13,male,Vestfold,Ve,Høyre,H,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=ERLL&storrelse=middels
ERNO,Erling Johannes,Norvik,Erling Johannes Norvik,"Norvik, Erling Johannes",1899-04-27,male,Finnmark,Fi,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
ERNO,Erling Johannes,Norvik,Erling Johannes Norvik,"Norvik, Erling Johannes",1899-04-27,male,Finnmark,Fi,Høyre,H,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ERNO,Erling Johannes,Norvik,Erling Johannes Norvik,"Norvik, Erling Johannes",1899-04-27,male,"Kjøpstedene i Nordland, Troms og Finnmark(Bodø, Hammerfest, Narvik, Tromsø, Vadsø, Vardø)",KiNo,Høyre,H,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
ERNR,Erling,Norvik,Erling Norvik,"Norvik, Erling",1928-04-09,male,Finnmark,Fi,Høyre,H,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
ERNR,Erling,Norvik,Erling Norvik,"Norvik, Erling",1928-04-09,male,Finnmark,Fi,Høyre,H,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
ERNR,Erling,Norvik,Erling Norvik,"Norvik, Erling",1928-04-09,male,Finnmark,Fi,Høyre,H,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
ERPE,Erling,Petersen,Erling Petersen,"Petersen, Erling",1906-07-13,male,Oslo,Os,Høyre,H,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
ERPE,Erling,Petersen,Erling Petersen,"Petersen, Erling",1906-07-13,male,Oslo,Os,Høyre,H,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
ERPE,Erling,Petersen,Erling Petersen,"Petersen, Erling",1906-07-13,male,Oslo,Os,Høyre,H,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
ERPE,Erling,Petersen,Erling Petersen,"Petersen, Erling",1906-07-13,male,Oslo,Os,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
ERPE,Erling,Petersen,Erling Petersen,"Petersen, Erling",1906-07-13,male,Oslo,Os,Høyre,H,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ERST,Erland,Steenberg,Erland Steenberg,"Steenberg, Erland",1919-02-11,male,Buskerud,Bu,Senterpartiet,Sp,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
ERST,Erland,Steenberg,Erland Steenberg,"Steenberg, Erland",1919-02-11,male,Buskerud,Bu,Senterpartiet,Sp,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
ERST,Erland,Steenberg,Erland Steenberg,"Steenberg, Erland",1919-02-11,male,Buskerud,Bu,Senterpartiet,Sp,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
ERVI,Erling Johan,Vindenes,Erling Johan Vindenes,"Vindenes, Erling Johan",1900-09-30,male,Nordland,No,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
ERVI,Erling Johan,Vindenes,Erling Johan Vindenes,"Vindenes, Erling Johan",1900-09-30,male,Nordland,No,Venstre,V,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ERVI,Erling Johan,Vindenes,Erling Johan Vindenes,"Vindenes, Erling Johan",1900-09-30,male,Nordland,No,Venstre,V,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
ERWI,Erling,Wikborg,Erling Wikborg,"Wikborg, Erling",1894-11-05,male,Oslo,Os,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
ERWI,Erling,Wikborg,Erling Wikborg,"Wikborg, Erling",1894-11-05,male,Oslo,Os,Kristelig Folkeparti,KrF,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ERWI,Erling,Wikborg,Erling Wikborg,"Wikborg, Erling",1894-11-05,male,Akershus,Ak,Kristelig Folkeparti,KrF,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
ERWR,Ernst,Wroldsen,Ernst Wroldsen,"Wroldsen, Ernst",1944-12-04,male,Vestfold,Ve,Arbeiderpartiet,A,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
ERWR,Ernst,Wroldsen,Ernst Wroldsen,"Wroldsen, Ernst",1944-12-04,male,Vestfold,Ve,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
ERWR,Ernst,Wroldsen,Ernst Wroldsen,"Wroldsen, Ernst",1944-12-04,male,Vestfold,Ve,Arbeiderpartiet,A,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
ES,Erna,Solberg,Erna Solberg,"Solberg, Erna",1961-02-24,female,Hordaland,Ho,Høyre,H,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=ES&storrelse=middels
ES,Erna,Solberg,Erna Solberg,"Solberg, Erna",1961-02-24,female,Hordaland,Ho,Høyre,H,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=ES&storrelse=middels
ES,Erna,Solberg,Erna Solberg,"Solberg, Erna",1961-02-24,female,Hordaland,Ho,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=ES&storrelse=middels
ES,Erna,Solberg,Erna Solberg,"Solberg, Erna",1961-02-24,female,Hordaland,Ho,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=ES&storrelse=middels
ES,Erna,Solberg,Erna Solberg,"Solberg, Erna",1961-02-24,female,Hordaland,Ho,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=ES&storrelse=middels
ES,Erna,Solberg,Erna Solberg,"Solberg, Erna",1961-02-24,female,Hordaland,Ho,Høyre,H,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=ES&storrelse=middels
ES,Erna,Solberg,Erna Solberg,"Solberg, Erna",1961-02-24,female,Hordaland,Ho,Høyre,H,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
ES,Erna,Solberg,Erna Solberg,"Solberg, Erna",1961-02-24,female,Hordaland,Ho,Høyre,H,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
ESF,Eirin,Faldet,Eirin Faldet,"Faldet, Eirin",1944-01-05,female,Hedmark,He,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=ESF&storrelse=middels
ESF,Eirin,Faldet,Eirin Faldet,"Faldet, Eirin",1944-01-05,female,Hedmark,He,Arbeiderpartiet,A,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=ESF&storrelse=middels
ESF,Eirin,Faldet,Eirin Faldet,"Faldet, Eirin",1944-01-05,female,Hedmark,He,Arbeiderpartiet,A,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=ESF&storrelse=middels
ESF,Eirin,Faldet,Eirin Faldet,"Faldet, Eirin",1944-01-05,female,Hedmark,He,Arbeiderpartiet,A,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
ESF,Eirin,Faldet,Eirin Faldet,"Faldet, Eirin",1944-01-05,female,Hedmark,He,Arbeiderpartiet,A,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
ESF,Eirin,Faldet,Eirin Faldet,"Faldet, Eirin",1944-01-05,female,Hedmark,He,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
ESO,Eli Sollied,Øveraas,Eli Sollied Øveraas,"Øveraas, Eli Sollied",1949-08-15,female,Møre og Romsdal,MR,Senterpartiet,Sp,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=ESO&storrelse=middels
ESO,Eli Sollied,Øveraas,Eli Sollied Øveraas,"Øveraas, Eli Sollied",1949-08-15,female,Møre og Romsdal,MR,Senterpartiet,Sp,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=ESO&storrelse=middels
ESO,Eli Sollied,Øveraas,Eli Sollied Øveraas,"Øveraas, Eli Sollied",1949-08-15,female,Møre og Romsdal,MR,Senterpartiet,Sp,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
EVH,Eva Kristin,Hansen,Eva Kristin Hansen,"Hansen, Eva Kristin",1973-03-05,female,Sør-Trøndelag,ST,Arbeiderpartiet,A,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=EVH&storrelse=middels
EVH,Eva Kristin,Hansen,Eva Kristin Hansen,"Hansen, Eva Kristin",1973-03-05,female,Sør-Trøndelag,ST,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=EVH&storrelse=middels
