id,name__en,name__es,name__de,name__it,name__fr,name,wikipedia__en,gender,given_name,original_wikiname,occupation,name__nl,name__ja,birth_date,name__pl,wikipedia__pl,death_date,name__dv,name__ru,wikipedia__dv,wikipedia__ru,name__fa,name__sh,name__sr_el,name__sr_ec,name__sr,name__hu,wikipedia__fa,wikipedia__fr,wikipedia__sh,wikipedia__sr,image,identifier__freebase,name__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__he,name__ta,name__yo,name__ms,name__et,name__id,name__ml,name__br,name__vi,name__el,name__sv,name__ar,name__hi,name__pt,name__eo,name__tr,name__fi,name__ksh,name__da,name__nb,name__bn,name__zh,name__uk,name__mk,name__sco,name__eu,wikipedia__ar,wikipedia__bn,wikipedia__br,wikipedia__commons,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__he,wikipedia__hi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__ksh,wikipedia__lb,wikipedia__ml,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__pt,wikipedia__sco,wikipedia__sv,wikipedia__ta,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__VIAF,identifier__LCAuth,identifier__IMDB,website,identifier__Britannica,twitter,identifier__FAST,name__ne,wikipedia__ne,name__cs,name__gl,name__sk,name__hr,name__lt,name__en_ca,name__en_gb,name__pt_br,wikipedia__cs,wikipedia__gl,wikipedia__hr,wikipedia__lt,wikipedia__sk,name__cy,wikipedia__simple,name__ka,name__oc,name__min,name__mr,name__la,name__pa,wikipedia__ka,wikipedia__la,wikipedia__min,wikipedia__mr,wikipedia__oc,wikipedia__pa,name__hy,name__fo,name__kl,name__nn,wikipedia__hy,identifier__quora,wikipedia__io,name__uz,wikipedia__uz,wikipedia__azb,family_name,identifier__ISNI,name__io,name__azb,wikipedia__ca,name__ca,identifier__GTAA,noble_title,wikipedia__th,name__th,name__frc,name__ro,identifier__GND,name__ur,wikipedia__ur,wikipedia__ast,name__ast,identifier__Munzinger,wikipedia__ha,name__ha,wikipedia__wuu,name__wuu
Q558802,Ibrahim Nasir,Ibrahim Nasir,Ibrahim Nasir,Ibrahim Nasir,Ibrahim Nasir,Ibrahim Nasir,Ibrahim Nasir,male,Ibrahim,Ibrahim Nasir,politician,Ibrahim Nasir,イブラヒム・ナシル,1926-09-02,Ibrahim Nasir,Ibrahim Nasir,2008-11-22,އިބްރާހީމް ނާޞިރު,"Насир, Ибрагим",އިބްރާހީމް ނާޞިރު,"Насир, Ибрагим",,,,,,Ibrahim Nasir,,Ibrahim Nasir,,,,/m/027536,,易卜拉欣·纳西尔,易卜拉欣·納西爾,易卜拉欣·納西爾,,,,,אבראהים נאצר,,,,,Ibrahim Nasir,,,,Ιμπραχίμ Ναζίρ,Ibrahim Nasir,إبراهيم ناصر,,Ibrahim Nasir,,,Ibrahim Nasir,,,,ইবরাহিম নাসির,易卜拉欣·纳西尔,,,,,إبراهيم ناصر,,,,,Ibrahim Nasir,Ιμπραΐμ Ναζίρ,,,Ibrahim Nasir,,Ibrahim Nasir,,,Ibrahim Nasir,Ibrahim Nasir,イブラヒム・ナシル,,,,,,Ibrahim Nasir,,Ibrahim Nasir,,Ibrahim Nasir,,,,,,易卜拉欣·纳西尔,2873154329457426970004,,,,biography/Ibrahim-Nasir,,,,,,,Ibrahim Nasir,,,,,,,,,,Ibrahim Nasir,Ibrahim Nasir,,,,,,,,,,,,,,,,,,,,,,,,Nasir,,,,,,135673,,,,,,1171719639,,,,,,,,,
Q559061,Fathulla Jameel,Fathulla Jameel,Fathulla Jameel,,Fathulla Jameel,Fathulla Jameel,Fathulla Jameel,male,,Fathulla Jameel,diplomat,Fathulla Jameel,,1942-09-05,,,2012-03-01,ފަތުހުﷲ ޖަމީލް,"Джамиль, Фатулла",ފަތުހުﷲ ޖަމީލް,"Джамиль, Фатулла",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fathulla Jameel,,,,,,,,,,,,,,,,,,Fathulla Jameel,,,,,,,,,,,,,,,,,,,Fathulla Jameel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56752471,Faisal Naseem,,,,Faisal Naseem,Faisal Naseem,Faisal Naseem,male,Faisal,Faisal Naseem,politician,Faisal Naseem,,1973-07-20,,,,,,,,,,,,,,,Faisal Naseem,,,,,,,,,,,,,,,,,,,,,,Φαϊζάλ Νασίμ,,فيصل نسيم,,,,,,,,,,,,,,,,,,,,,Φαϊζάλ Νασίμ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faisal Naseem,Faisal Naseem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naseem,,,,,,,,,,,,,فیصل نسیم,,,,,,,,
Q5679650,Hassan Farid Didi,Hassan Farid Didi,Hassan Farid Didi,Hassan Farid Didi,Hassan Farid Didi,Hassan Farid Didi,Hassan Farid Didi,male,Hassan,Hassan Farid Didi,diplomat,Hassan Farid Didi,,1902,,,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Հասան Ֆարիդ Դիդի,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57313656,Aishath Nahula,,,,,Aishath Nahula,Aishath Nahula,female,,Aishath Nahula,politician,Aishath Nahula,,1981-03-12,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3f/AishathNahula01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5949557,Hussain Rasheed Ahmed,Hussain Rasheed Ahmed,Hussain Rasheed Ahmed,Hussain Rasheed Ahmed,Hussain Rasheed Ahmed,Hussain Rasheed Ahmed,Hussain Rasheed Ahmed,male,,Hussain Rasheed Ahmed,politician,Hussain Rasheed Ahmed,,1957-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q596973,Hassan Saeed,Hassan Saeed,Hassan Saeed,,,Hassan Saeed,Hassan Saeed,male,Hassan,Hassan Saeed,lawyer,Hassan Saeed,,1970,Hassan Saeed,Hassan Saeed,,ޙަސަން ސަޢީދު,,ޙަސަން ސަޢީދު,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,হাসান সাঈদ,,,,,,,হাসান সাঈদ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saeed,0000 0000 7847 2893,,,,,,,,,,,,,,,,,,,,
Q5984514,Ibrahim Didi,,Ibrahim Didi,,,Ibrahim Didi,Ibrahim Didi,male,Ibrahim,Ibrahim Didi,politician,Ibrahim Didi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibrahim Didi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibrahim Didi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984572,Ibrahim Hussein Zaki,,Ibrahim Hussein Zaki,,Ibrahim Hussein Zaki,Ibrahim Hussein Zaki,Ibrahim Hussein Zaki,male,Ibrahim,Ibrahim Hussein Zaki,diplomat,Ibrahim Hussein Zaki,,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,इब्राहिम हुसेन जाकी,इब्राहिम हुसेन जाकी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984589,Ibrahim Ismail,,Ibrahim Ismail,,,Ibrahim Ismail,Ibrahim Ismail (politician),male,Ibrahim,Ibrahim Ismail (politician),politician,Ibrahim Ismail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5984711,Ibrahim Saleem,Ibrahim Saleem,Ibrahim Saleem,Ibrahim Saleem,Ibrahim Saleem,Ibrahim Saleem,Ibrahim Saleem,male,Ibrahim,Ibrahim Saleem,,Ibrahim Saleem,,1950-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5997859,Ilham Hussain,,Ilham Hussain,Ilham Hussain,Ilham Hussain,Ilham Hussain,Ilham Hussain,female,,Ilham Hussain,politician,Ilham Hussain,イルハム・フサイン,1955-05-23,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/39/Ilham_Hussain.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q601491,Mohamed Amin Didi,Mohamed Amin Didi,Mohamed Amin Didi,Mohamed Amin Didi,Mohamed Amin Didi,Mohamed Amin Didi,Mohamed Amin Didi,male,Mohamed,Mohamed Amin Didi,politician,Mohamed Amin Didi,モハメッド・アミン・ディディ,1910-07-20,Mohamed Amin Didi,Mohamed Amin Didi,1954-01-19,މުހައްމަދު އަމީން ދޮށިމޭނާ ކިލެގެފާނު,Мохамед Амин Диди,މުހައްމަދު އަމީން ދޮށިމޭނާ ކިލެގެފާނު,Мохамед Амин Диди,,,,,,Mohamed Amin Didi,,Mohamed Amin Didi,,,https://upload.wikimedia.org/wikipedia/commons/1/14/Mohamed_Amin.jpg,/m/036vjh,,,,,,,,,מוחמד אמין דידי,,,,,Mohamed Amin Didi,,,,Μοχάμετ Αμίν Ντιντί,,محمد أمين ديدي,,,,,,,,,মোহাম্মদ আমিন দিদি,,,,,,محمد أمين ديدي,মোহাম্মদ আমিন দিদি,,,,,Μοχάμετ Αμίν Ντιντί,,,,,,,,Mohamed Amin Didi,Mohamed Amin Didi,モハメッド・アミン・ディディ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891274,Mohamed Jameel Ahmed,,Mohamed Jameel Ahmed,,Mohamed Jameel Ahmed,Mohamed Jameel Ahmed,Mohamed Jameel Ahmed,male,Mohamed,Mohamed Jameel Ahmed,politician,,モハメド・ジャミール・アハメド,1969-10-13,,,,މުޙައްމަދު ޖަމީލް އަޙުމަދު,"Ахмед, Мохамед Джамиль",މުޙައްމަދު ޖަމީލް އަޙުމަދު,"Ахмед, Мохамед Джамиль",,,,,,,,Mohammed Jameel Ahmed,,,,,,,,,,,,,,,,,,,,,,,,محمد جميل أحمد,,,,,,,,,,,,,,,محمد جميل أحمد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891339,Mohamed Latheef,Mohamed Latheef,Mohamed Latheef,Mohamed Latheef,Mohamed Latheef,Mohamed Latheef,Mohamed Latheef,male,Mohamed,Mohamed Latheef,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891341,Mohamed Latheef,Mohamed Latheef,Mohamed Latheef,,,Mohamed Latheef,Mohamed Latheef (ambassador),male,Mohamed,Mohamed Latheef (ambassador),diplomat,,モハメド・ラティーフ,1953-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891387,Mohamed Munavvar,Mohamed Munavwar,Mohamed Munavvar,,,Mohamed Munavvar,Mohamed Munavvar,male,Mohamed,Mohamed Munavvar,lawyer,,,1961-12-20,,,,މުޙައްމަދު މުނައްވަރު,"Мунаввар, Мохамед",މުޙައްމަދު މުނައްވަރު,"Мунаввар, Мохамед",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,محمد مونافار,,,,,,,,,,,,,,,محمد مونافار,,,,,,,,,Mohamed Munavwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 7581 1212,,,,,,,,,,,,,,,,,,,,
Q6891402,Mohamed Nazim,,Mohamed Nazim,Mohamed Nazim,,Mohamed Nazim,Mohamed Nazim,male,Mohamed,Mohamed Nazim,,,モハメド・ナジーム,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/15/Michele_J._Sison_with_Mohamed_Nazim.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6891566,Mohamed Zahir Hussain,Mohamed Zahir Hussain,Mohamed Zahir Hussain,Mohamed Zahir Hussain,Mohamed Zahir Hussain,Mohamed Zahir Hussain,Mohamed Zahir Hussain,male,Mohamed,Mohamed Zahir Hussain,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6893391,Mohammed Waheed Deen,,Mohammed Waheed Deen,,,Mohammed Waheed Deen,Mohammed Waheed Deen,male,Mohammed,Mohammed Waheed Deen,politician,,モハメド・ワヒード・ディーン,,,,,މުޙައްމަދު ވަހީދުއްދީން,Мохаммед Вахид Дин,މުޙައްމަދު ވަހީދުއްދީން,Мохаммед Вахид Дин,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,محمد وحيد الدين,,,,,,,,,,,,,,,محمد وحيد الدين,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6908520,Moosa Ali Jaleel,,Moosa Ali Jaleel,,,Moosa Ali Jaleel,Moosa Ali Jaleel,male,,Moosa Ali Jaleel,,,,1960-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6967314,Nasreena Ibrahim,Nasreena Ibrahim,Nasreena Ibrahim,Nasreena Ibrahim,Nasreena Ibrahim,Nasreena Ibrahim,Nasreena Ibrahim,female,,Nasreena Ibrahim,politician,Nasreena Ibrahim,,,,,,,Насреена Ибрагим,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nasreena Ibrahim,,,,,,Nasreena Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nasreena Ibrahim,,,,,,,Nasreena Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7267003,Qasim Ibrahim,,Qasim Ibrahim,,,Qasim Ibrahim,Qasim Ibrahim,male,,Qasim Ibrahim,politician,Qasim Ibrahim,ガーシム・イブラヒム,1951-08-30,Qasim Ibrahim,Qasim Ibrahim,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Qasim_Ibrahim_-_Speaker_of_the_Constitutional_Assembly_2005-2008.jpg,,,,,,,,,,,,,,,,,,,,,قاسم إبراهيم,,,,,,,,,,,,,,,قاسم إبراهيم,,,Category:Qasim Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7306835,Reeko Moosa Manik,,Reeko Moosa Manik,,,Reeko Moosa Manik,Reeko Moosa Manik,male,,Reeko Moosa Manik,politician,,リーコ・ムーサ・マニク,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2d/Reeko_moosa_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7403838,Saleem Ali,,Saleem Ali,,,Saleem Ali,Saleem Ali (politician),male,,Saleem Ali (politician),politician,,,,,,2007-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7935605,Visam Ali,,Visam Ali,Visam Ali,Visam Ali,Visam Ali,Visam Ali,female,,Visam Ali,accountant,Visam Ali,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
