id,name__ro,name__en,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__ca,name__co,name__cs,name__cy,name__da,name__de,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__it,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nb,name__nds,name__nds_nl,name__nl,name__nn,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name,wikipedia__ro,gender,birth_date,original_wikiname,name__la,wikipedia__en,wikipedia__fr,wikipedia__hu,wikipedia__la,identifier__freebase,given_name,name__bs,name__is,name__lmo,name__sl,name__sq,wikipedia__pl,image,website,wikipedia__sk,family_name,identifier__EuroparlMEP,wikipedia__de,wikipedia__it,wikipedia__sv,death_date,name__he,name__ru,name__ja,name__zh,name__uk,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__he,wikipedia__ja,wikipedia__mg,wikipedia__nl,wikipedia__pt,wikipedia__ru,wikipedia__sl,wikipedia__uk,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__Munzinger,identifier__FAST,wikipedia__commons,wikipedia__eo,name__bg,wikipedia__bg,wikipedia__rowikiquote,name__ar,wikipedia__ar,wikipedia__simple,name__ka,name__el,name__sr,name__az,name__ko,name__fa,name__mk,name__be,name__sh,wikipedia__az,wikipedia__be,wikipedia__el,wikipedia__enwikinews,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__ka,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__no,wikipedia__oc,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__tr,wikipedia__vi,identifier__GTAA,identifier__parlement,twitter,facebook,name__zh_hans,name__zh_hant,name__zh_hk,name__rup,name__sr_ec,wikipedia__roa_rup,last_seen,identifier__PACE,occupation,identifier__NSZL,wikipedia__rowikinews,wikipedia__br,name__fo,name__kl,wikipedia__hr,email,identifier__youtube,identifier__quora,identifier__google_knowledge,name__hsb,wikipedia__hsb,name__tt,name__ceb,identifier__Britannica,wikipedia__ms,name__be_tarask,identifier__NTA,wikipedia__lv,identifier__OLID,name__zh_cn,wikipedia__mk,linkedin,name__hy,wikipedia__hy,name__lfn,wikipedia__enwikisource,wikipedia__eswikiquote,wikipedia__frwikisource,wikipedia__itwikisource,wikipedia__rowikisource,wikipedia__sq,identifier__NKC,identifier__CANTIC,identifier__SELIBR,identifier__NLA,identifier__britishmuseum,identifier__GNC,identifier__AGORHA,identifier__NLAtrove,identifier__NLI,identifier__BNE,identifier__nlg,identifier__snac,identifier__persee,identifier__ne_se,identifier__BIBSYS,identifier__BAV,identifier__NUKAT,identifier__PTBNP,identifier__SBN_it,identifier__MusicBrainz,electoral_district,identifier__IMDB,identifier__PORT,name__uz,name__ta,name__pam,name__yo,name__fy,name__rmy,name__mr,name__qu,wikipedia__be_x_old,wikipedia__cy,wikipedia__fy,wikipedia__ga,wikipedia__gd,wikipedia__itwikiquote,wikipedia__mr,wikipedia__nn,wikipedia__pam,wikipedia__qu,wikipedia__rmy,wikipedia__scn,wikipedia__uz,wikipedia__yo,identifier__NNDB,name__dsb,name__pfl,name__frr,identifier__discogs,name__zh_sg,name__zh_tw,name__kk,wikipedia__kk,identifier__bigenc_ru,identifier__IIAF,identifier__ioc_athlete,name__mo,pseudonym,name__th,wikipedia__th,name__azb,wikipedia__azb,identifier__NDL,identifier__NSK,wikipedia__pms,identifier__zbMATH,identifier__MGP,identifier__ULAN,wikipedia__ast,wikipedia__enwikiquote,wikipedia__huwikiquote,wikipedia__svwikiquote,wikipedia__ltwikiquote,wikipedia__ukwikiquote,identifier__NPG,identifier__songkick,identifier__BVMC,identifier__CONOR,identifier__google_plus,wikipedia__species,identifier__JewishEnc,identifier__Gutenberg,identifier__NLP,wikipedia__ruwikisource,name__pa,name__ba,wikipedia__ba,wikipedia__pa,identifier__EGAXA,identifier__CERL,name__mi,identifier__BBC_things
Q18547110,Emilian Pake-Protopopescu,Emilian Pake-Protopopescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emilian Pake-Protopopescu,Emilian Pake-Protopopescu,male,1845-02-12,,,,,,,,,,,,,,,,,,,,,,,1893-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mayor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547154,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,,,,,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,,,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,,,,,Florin-Costin Pâslaru,,,,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,,,,,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,,,,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,,Florin-Costin Pâslaru,,,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,,Florin-Costin Pâslaru,,Florin-Costin Pâslaru,Florin-Costin Pâslaru,,Florin-Costin Pâslaru,,,Florin-Costin Pâslaru,,,Florin-Costin Pâslaru,Florin-Costin Pâslaru,male,1959-09-05,Florin-Costin Pâslaru,,,,,,,,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,Florin-Costin Pâslaru,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Florin-Costin_Pâslaru_-_October_2016_(cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Florin-Costin Pâslaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547445,Cristian Rizea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian Rizea,Cristian Rizea,male,1969-04-12,Cristian Rizea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547481,Victor Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Roman,Victor Roman (politician),male,,Victor Roman (politician),,,,,,,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547486,Marcel Laurențiu Romanescu,Marcel Laurențiu Romanescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcel Laurențiu Romanescu,Marcel Laurențiu Romanescu,male,1975-10-09,,,,,,,,Marcel,,,,Marcel Laurențiu Romanescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Марчэл Лаўрэнцыу Раманеску,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547544,Dimitrie R. Rosetti,Dimitrie R. Rosetti,,,,,,,,,,,,Dimitrie R. Rosetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dimitrie R. Rosetti,Dimitrie R. Rosetti,male,1850-04-17,,,,,,,,,,,,,,,,,,,,,,,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Dimitrie R. Rosetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autor:Dimitrie R. Rosetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547553,Mircea Roșca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mircea Roșca,Mircea Roșca,male,1974-02-25,Mircea Roșca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547599,Gheorghe Ruset Roznovanu,Gheorghe Rosnovanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gheorghe Ruset Roznovanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gheorghe Ruset Roznovanu,Gheorghe Ruset Roznovanu,male,1834-03-01,,,Gheorghe Rosnovanu,,,,,Gheorghe,,,,,,,,,,,,,,,1904-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547604,Ion Rusu Abrudeanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ion Rusu Abrudeanu,Ion Rusu Abrudeanu,male,1870-12-24,,,,,,,,,,,,Ion Rusu Abrudeanu,,,,,,,,,,,1934-08-31,,,,,,,,,,,,,,,,,,,,,0000 0000 2357 4251,65406837,1138849286,n84081433,,18335611X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547732,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,,,,,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,,,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,,,,,Cornel-Mircea Sămărtinean,,,,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,,,,,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,,,,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,,Cornel-Mircea Sămărtinean,,,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,,Cornel-Mircea Sămărtinean,,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,,Cornel-Mircea Sămărtinean,,,Cornel-Mircea Sămărtinean,,,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,male,1967-12-02,Cornel-Mircea Sămărtinean,,,,,,,Cornel,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,Cornel-Mircea Sămărtinean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547735,Marian Săniuță,Marian Săniuță,,,,,,,,,,,,Marian Săniuță,,,,,,,,,,Marian Săniuță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marian Săniuță,Marian Săniuță,male,1960-10-29,,Marianus-Florianus Săniuță,,,,Marianus-Florianus Săniuță,,Marian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547749,George Scarlat,George Scarlat,,,,,,,,,,,,,,,,,,,,,,George Scarlat,,,,,,,,,,,,,,George Scarlat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Scarlat,George Scarlat,male,1979-05-05,George Scarlat,,,,,,,George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547797,Florin Mihail Secară,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florin Mihail Secară,Florin Mihail Secară,male,1970-08-11,Florin Mihail Secară,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18547902,Adrian Constantin Simionescu,Adrian Constantin Simionescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Constantin Simionescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Constantin Simionescu,Adrian Constantin Simionescu,male,1965-06-25,Adrian Constantin Simionescu,,,,,,,Adrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18548014,Adrian Solomon,Adrian Solomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Solomon,Adrian Solomon,male,1977-09-20,Adrian Solomon,,,,,,,Adrian,,,,Adrian Solomon,,,,,,Solomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18548077,Ioan Stan,Ioan Stan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ioan Stan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ioan Stan,Ioan Stan,male,1956-03-03,Ioan Stan,,,,,,,Ioan,,,,Ioan Stan,,,,,,Stan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18548078,Ion Stan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ion Stan,Ion Stan,male,1955-08-13,Ion Stan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18548089,Anghel Stanciu,Anghel Stanciu,,,,,,,,,,,,,,,,,,,,,,Anghel Stanciu,,,,,,,,,,,,,,Anghel Stanciu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anghel Stanciu,Anghel Stanciu,male,1949-08-15,Anghel Stanciu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18548147,Alexandru Stănescu,Alexandru Stănescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandru Stănescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexandru Stănescu,Alexandru Stănescu,male,1961-12-06,Alexandru Stănescu,,,,,,,Alexandru,,,,Alexandru Stănescu,,,,,,Stănescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18548175,Valeriu Andrei Steriu,Valeriu Andrei Steriu,,,,,,,,,,,,,,,,,,,,,,Valeriu Andrei Steriu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valeriu Andrei Steriu,,,,,,Valeriu-Andrei Steriu,,,,,,,,,,,,,,,,,,,,,,,Valeriu Andrei Steriu,Valeriu-Andrei Steriu,male,1965-09-24,Valeriu-Andrei Steriu,,,,,,,Valeriu,,,,Valeriu Andrei Steriu,,Valeriu-Andrei Steriu,https://upload.wikimedia.org/wikipedia/commons/f/f0/Valeriu_Steriu.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18548185,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,,,,,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,,,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,,,,,Ștefan-Bucur Stoica,,,,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,,,,,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,,,,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,,Ștefan-Bucur Stoica,,,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,,Ștefan-Bucur Stoica,,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,,Ștefan-Bucur Stoica,,,Ștefan-Bucur Stoica,,,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,male,1977-07-29,Ștefan-Bucur Stoica,,,,,,,,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,Ștefan-Bucur Stoica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18548190,Anastase Stolojan,Anastase Stolojan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anastase Stolojan,Anastase Stolojan,male,1836-08-05,,,Anastase Stolojan,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2d/Anastase_Stolojan.jpg,,,,,,,,1901-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18548203,Ioan Străchinaru,Ioan Străchinaru,,,,,,,,,,,,,,,,,,,,,,Ioan Străchinaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ioan Străchinaru,Ioan Străchinaru,male,1922-03-17,,,,,,,,Ioan,,,,Ioan Străchinaru,,,,,,,,,,,2017-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
