id,name,full_name,birth_date,image,source,term,party,area,start_date,end_date,identifier__parlamento
438,Carlos Zorrinho,José Carlos das Dores Zorrinho,1959-05-28,http://app.parlamento.pt/webutils/getimage.aspx?id=438&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=438,11,PS,Évora,2009-10-26,2009-10-31,438
438,Carlos Zorrinho,José Carlos das Dores Zorrinho,1959-05-28,http://app.parlamento.pt/webutils/getimage.aspx?id=438&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=438,12,PS,Évora,2011-06-21,2014-07-01,438
440,Domingos Cordeiro,Domingos Fernandes Cordeiro,1953-12-26,http://app.parlamento.pt/webutils/getimage.aspx?id=440&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=440,7,PS,Évora,1995-10-30,1999-10-25,440
443,Joaquim da Silva Pinto,Joaquim Dias da Silva Pinto,1935-07-06,http://app.parlamento.pt/webutils/getimage.aspx?id=443&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=443,6,PS,Faro,1993-02-02,1995-10-27,443
448,Eduardo Brito,Eduardo Mendes de Brito,1955-06-25,http://app.parlamento.pt/webutils/getimage.aspx?id=448&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=448,6,PS,Guarda,1992-06-18,1992-07-03,448
456,João Paulo Pedrosa,João Paulo Feteira Pedrosa,1965-09-29,http://app.parlamento.pt/webutils/getimage.aspx?id=456&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=456,11,PS,Leiria,2009-10-15,2011-06-20,456
456,João Paulo Pedrosa,João Paulo Feteira Pedrosa,1965-09-29,http://app.parlamento.pt/webutils/getimage.aspx?id=456&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=456,12,PS,Leiria,2011-06-20,2015-10-23,456
458,Jorge Sampaio,Jorge Fernando Branco de Sampaio,1939-09-18,http://app.parlamento.pt/webutils/getimage.aspx?id=458&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=458,2,PS,Lisboa,1980-11-13,1982-03-04,458
458,Jorge Sampaio,Jorge Fernando Branco de Sampaio,1939-09-18,http://app.parlamento.pt/webutils/getimage.aspx?id=458&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=458,4,PS,Lisboa,1985-11-04,1985-11-19,458
458,Jorge Sampaio,Jorge Fernando Branco de Sampaio,1939-09-18,http://app.parlamento.pt/webutils/getimage.aspx?id=458&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=458,5,PS,Santarém,1987-08-13,1990-01-22,458
458,Jorge Sampaio,Jorge Fernando Branco de Sampaio,1939-09-18,http://app.parlamento.pt/webutils/getimage.aspx?id=458&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=458,6,PS,Lisboa,1991-11-11,1991-11-26,458
459,João Cravinho,João Cardona Gomes Cravinho,1936-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=459&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=459,2,PS,Lisboa,1980-11-13,1981-10-12,459
459,João Cravinho,João Cardona Gomes Cravinho,1936-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=459&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=459,4,PS,Lisboa,1985-11-04,1985-11-06,459
459,João Cravinho,João Cardona Gomes Cravinho,1936-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=459&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=459,5,PS,Lisboa,1987-08-13,1988-08-16,459
459,João Cravinho,João Cardona Gomes Cravinho,1936-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=459&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=459,6,PS,Lisboa,1994-07-19,1995-10-27,459
459,João Cravinho,João Cardona Gomes Cravinho,1936-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=459&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=459,7,PS,Lisboa,1995-10-27,1995-10-28,459
459,João Cravinho,João Cardona Gomes Cravinho,1936-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=459&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=459,8,PS,Aveiro,1999-10-25,2002-04-05,459
459,João Cravinho,João Cardona Gomes Cravinho,1936-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=459&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=459,9,PS,Aveiro,2002-04-05,2005-03-10,459
459,João Cravinho,João Cardona Gomes Cravinho,1936-09-19,http://app.parlamento.pt/webutils/getimage.aspx?id=459&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=459,10,PS,Faro,2005-03-10,2007-01-26,459
460,Acácio Barreiros,Acácio Manuel de Frias Barreiros,1948-03-24,http://app.parlamento.pt/webutils/getimage.aspx?id=460&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=460,3,DESC,Lisboa,1983-06-19,1985-11-04,460
460,Acácio Barreiros,Acácio Manuel de Frias Barreiros,1948-03-24,http://app.parlamento.pt/webutils/getimage.aspx?id=460&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=460,6,PS,Lisboa,1994-01-07,1994-07-19,460
460,Acácio Barreiros,Acácio Manuel de Frias Barreiros,1948-03-24,http://app.parlamento.pt/webutils/getimage.aspx?id=460&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=460,7,PS,Lisboa,1995-10-27,1999-10-25,460
460,Acácio Barreiros,Acácio Manuel de Frias Barreiros,1948-03-24,http://app.parlamento.pt/webutils/getimage.aspx?id=460&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=460,8,PS,Lisboa,1999-10-25,1999-10-28,460
460,Acácio Barreiros,Acácio Manuel de Frias Barreiros,1948-03-24,http://app.parlamento.pt/webutils/getimage.aspx?id=460&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=460,9,PS,Lisboa,2002-04-06,2004-02-20,460
462,Alberto Martins,Alberto de Sousa Martins,1945-04-25,http://app.parlamento.pt/webutils/getimage.aspx?id=462&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=462,5,PS,Porto,1987-08-13,1991-11-04,462
462,Alberto Martins,Alberto de Sousa Martins,1945-04-25,http://app.parlamento.pt/webutils/getimage.aspx?id=462&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=462,6,PS,Braga,1991-11-04,1995-10-27,462
462,Alberto Martins,Alberto de Sousa Martins,1945-04-25,http://app.parlamento.pt/webutils/getimage.aspx?id=462&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=462,7,PS,Porto,1995-10-27,1999-10-25,462
462,Alberto Martins,Alberto de Sousa Martins,1945-04-25,http://app.parlamento.pt/webutils/getimage.aspx?id=462&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=462,9,PS,Porto,2002-04-06,2005-03-10,462
462,Alberto Martins,Alberto de Sousa Martins,1945-04-25,http://app.parlamento.pt/webutils/getimage.aspx?id=462&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=462,10,PS,Porto,2005-03-10,2009-10-15,462
462,Alberto Martins,Alberto de Sousa Martins,1945-04-25,http://app.parlamento.pt/webutils/getimage.aspx?id=462&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=462,11,PS,Porto,2009-10-15,2009-10-26,462
462,Alberto Martins,Alberto de Sousa Martins,1945-04-25,http://app.parlamento.pt/webutils/getimage.aspx?id=462&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=462,12,PS,Porto,2011-06-21,2015-10-23,462
462,Alberto Martins,Alberto de Sousa Martins,1945-04-25,http://app.parlamento.pt/webutils/getimage.aspx?id=462&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=462,13,PS,Porto,2015-10-23,2017-07-20,462
463,Fernando Ka,Fernando Gomes Ka,1953-09-10,http://app.parlamento.pt/webutils/getimage.aspx?id=463&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=463,6,PS,Lisboa,1992-03-07,1992-03-22,463
466,Wanda Guimarães,Wanda Olavo Correa d'Azevedo Guimarães,1944-07-09,http://app.parlamento.pt/webutils/getimage.aspx?id=466&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=466,13,PS,Lisboa,2015-11-27,,466
467,Carlos Cordeiro,Carlos Justino Luis Cordeiro,1933-12-27,http://app.parlamento.pt/webutils/getimage.aspx?id=467&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=467,3,PS,Lisboa,1983-06-19,1985-11-04,467
467,Carlos Cordeiro,Carlos Justino Luis Cordeiro,1933-12-27,http://app.parlamento.pt/webutils/getimage.aspx?id=467&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=467,7,PS,Lisboa,1995-10-28,1999-10-25,467
469,Porfírio Silva,Porfírio Simoes de Carvalho e Silva,1961-10-29,http://app.parlamento.pt/webutils/getimage.aspx?id=469&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=469,13,PS,Aveiro,2015-10-23,,469
473,Francisco Camilo,Francisco Jose Pinto Camilo,1950-11-17,http://app.parlamento.pt/webutils/getimage.aspx?id=473&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=473,7,PS,Portalegre,1995-10-27,1998-04-06,473
473,Francisco Camilo,Francisco Jose Pinto Camilo,1950-11-17,http://app.parlamento.pt/webutils/getimage.aspx?id=473&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=473,8,PS,Portalegre,1999-12-01,2000-01-15,473
476,Ceia da Silva,António José Ceia da Silva,1963-04-11,http://app.parlamento.pt/webutils/getimage.aspx?id=476&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=476,10,PS,Portalegre,2005-03-10,2008-11-27,476
479,José Lemos,José Manuel Marques da Silva Lemos,1958-04-28,http://app.parlamento.pt/webutils/getimage.aspx?id=479&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=479,6,PS,Porto,1992-03-16,1992-06-01,479
479,José Lemos,José Manuel Marques da Silva Lemos,1958-04-28,http://app.parlamento.pt/webutils/getimage.aspx?id=479&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=479,7,PS,Porto,1995-10-27,1995-11-02,479
479,José Lemos,José Manuel Marques da Silva Lemos,1958-04-28,http://app.parlamento.pt/webutils/getimage.aspx?id=479&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=479,8,PS,Porto,1999-10-25,1999-11-02,479
480,Antão Ramos,Fernando Antão de Oliveira Ramos,1933-10-02,http://app.parlamento.pt/webutils/getimage.aspx?id=480&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=480,7,PS,Porto,1995-10-27,1997-05-03,480
482,Paula Cristina Duarte,Paula Cristina Ferreira Guimarães Duarte,1965-11-11,http://app.parlamento.pt/webutils/getimage.aspx?id=482&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=482,7,PS,Porto,1995-10-28,1997-10-06,482
482,Paula Cristina Duarte,Paula Cristina Ferreira Guimarães Duarte,1965-11-11,http://app.parlamento.pt/webutils/getimage.aspx?id=482&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=482,8,PS,Porto,1999-10-25,2002-04-05,482
482,Paula Cristina Duarte,Paula Cristina Ferreira Guimarães Duarte,1965-11-11,http://app.parlamento.pt/webutils/getimage.aspx?id=482&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=482,9,PS,Porto,2002-04-05,2004-11-05,482
482,Paula Cristina Duarte,Paula Cristina Ferreira Guimarães Duarte,1965-11-11,http://app.parlamento.pt/webutils/getimage.aspx?id=482&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=482,10,PS,Porto,2005-03-10,2009-10-15,482
484,José Saraiva,José da Conceiçao Saraiva,1945-11-28,http://app.parlamento.pt/webutils/getimage.aspx?id=484&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=484,7,PS,Porto,1995-10-27,1999-10-25,484
484,José Saraiva,José da Conceiçao Saraiva,1945-11-28,http://app.parlamento.pt/webutils/getimage.aspx?id=484&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=484,8,PS,Porto,1999-10-25,2002-04-05,484
484,José Saraiva,José da Conceiçao Saraiva,1945-11-28,http://app.parlamento.pt/webutils/getimage.aspx?id=484&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=484,9,PS,Porto,2002-04-05,2005-03-10,484
487,Fernando Jesus,Fernando Manuel de Jesus,1950-06-04,http://app.parlamento.pt/webutils/getimage.aspx?id=487&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,7,PS,Porto,1995-10-30,1999-10-25,487
487,Fernando Jesus,Fernando Manuel de Jesus,1950-06-04,http://app.parlamento.pt/webutils/getimage.aspx?id=487&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,8,PS,Porto,1999-10-25,2000-09-15,487
487,Fernando Jesus,Fernando Manuel de Jesus,1950-06-04,http://app.parlamento.pt/webutils/getimage.aspx?id=487&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,9,PS,Porto,2002-04-05,2002-04-06,487
487,Fernando Jesus,Fernando Manuel de Jesus,1950-06-04,http://app.parlamento.pt/webutils/getimage.aspx?id=487&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,10,PS,Porto,2005-09-05,2006-04-27,487
487,Fernando Jesus,Fernando Manuel de Jesus,1950-06-04,http://app.parlamento.pt/webutils/getimage.aspx?id=487&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,11,PS,Porto,2009-10-15,2011-06-20,487
487,Fernando Jesus,Fernando Manuel de Jesus,1950-06-04,http://app.parlamento.pt/webutils/getimage.aspx?id=487&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,12,PS,Porto,2011-06-20,2015-10-23,487
487,Fernando Jesus,Fernando Manuel de Jesus,1950-06-04,http://app.parlamento.pt/webutils/getimage.aspx?id=487&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=487,13,PS,Porto,2015-11-27,,487
494,José Niza,José Manuel Niza Antunes Mendes,,http://app.parlamento.pt/webutils/getimage.aspx?id=494&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=494,2,PS,Santarém,1980-11-13,1983-05-31,494
494,José Niza,José Manuel Niza Antunes Mendes,,http://app.parlamento.pt/webutils/getimage.aspx?id=494&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=494,3,PS,Santarém,1983-05-31,1983-10-17,494
494,José Niza,José Manuel Niza Antunes Mendes,,http://app.parlamento.pt/webutils/getimage.aspx?id=494&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=494,7,PS,Santarém,1995-10-27,1999-10-25,494
496,António Manuel de Oliveira,António Manuel Ferreira Henriques de Oliveira,,http://app.parlamento.pt/webutils/getimage.aspx?id=496&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=496,5,PS,Santarém,1990-01-22,1991-01-15,496
505,Torres Couto,Jose Manuel Torres Couto,,http://app.parlamento.pt/webutils/getimage.aspx?id=505&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=505,3,PS,Lisboa,1983-05-31,1985-11-04,505
505,Torres Couto,Jose Manuel Torres Couto,,http://app.parlamento.pt/webutils/getimage.aspx?id=505&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=505,4,PS,Lisboa,1985-11-04,1987-04-02,505
505,Torres Couto,Jose Manuel Torres Couto,,http://app.parlamento.pt/webutils/getimage.aspx?id=505&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=505,5,PS,Leiria,1987-08-13,1989-07-26,505
506,Mata de Cáceres,Manuel da Mata de Cáceres,1940-03-08,http://app.parlamento.pt/webutils/getimage.aspx?id=506&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=506,2,PS,Setúbal,1980-11-03,1983-05-31,506
506,Mata de Cáceres,Manuel da Mata de Cáceres,1940-03-08,http://app.parlamento.pt/webutils/getimage.aspx?id=506&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=506,3,PS,Setúbal,1983-05-31,1983-07-12,506
506,Mata de Cáceres,Manuel da Mata de Cáceres,1940-03-08,http://app.parlamento.pt/webutils/getimage.aspx?id=506&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=506,4,PS,Setúbal,1985-11-04,1986-01-13,506
506,Mata de Cáceres,Manuel da Mata de Cáceres,1940-03-08,http://app.parlamento.pt/webutils/getimage.aspx?id=506&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=506,8,PS,Setúbal,2002-01-08,2002-04-05,506
507,Joel Hasse Ferreira,Joel Eduardo Neves Hasse Ferreira,1944-07-13,http://app.parlamento.pt/webutils/getimage.aspx?id=507&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=507,3,UEDS,Setúbal,1983-05-31,1983-11-15,507
507,Joel Hasse Ferreira,Joel Eduardo Neves Hasse Ferreira,1944-07-13,http://app.parlamento.pt/webutils/getimage.aspx?id=507&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=507,4,PS,Setúbal,1985-11-04,1987-08-12,507
507,Joel Hasse Ferreira,Joel Eduardo Neves Hasse Ferreira,1944-07-13,http://app.parlamento.pt/webutils/getimage.aspx?id=507&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=507,6,PS,Setúbal,1992-03-26,1995-10-27,507
507,Joel Hasse Ferreira,Joel Eduardo Neves Hasse Ferreira,1944-07-13,http://app.parlamento.pt/webutils/getimage.aspx?id=507&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=507,7,PS,Setúbal,1995-10-27,1999-10-25,507
507,Joel Hasse Ferreira,Joel Eduardo Neves Hasse Ferreira,1944-07-13,http://app.parlamento.pt/webutils/getimage.aspx?id=507&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=507,8,PS,Setúbal,1999-10-25,2001-09-01,507
507,Joel Hasse Ferreira,Joel Eduardo Neves Hasse Ferreira,1944-07-13,http://app.parlamento.pt/webutils/getimage.aspx?id=507&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=507,9,PS,Setúbal,2002-04-05,2005-03-10,507
507,Joel Hasse Ferreira,Joel Eduardo Neves Hasse Ferreira,1944-07-13,http://app.parlamento.pt/webutils/getimage.aspx?id=507&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=507,10,PS,Setúbal,2005-03-10,2005-03-12,507
516,José Carlos Tavares,José Carlos Lourenço Tavares Pereira,1948-06-01,http://app.parlamento.pt/webutils/getimage.aspx?id=516&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=516,7,PS,Viana do Castelo,1995-10-27,1999-10-25,516
516,José Carlos Tavares,José Carlos Lourenço Tavares Pereira,1948-06-01,http://app.parlamento.pt/webutils/getimage.aspx?id=516&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=516,8,PS,Viana do Castelo,1999-10-25,2001-04-16,516
521,Margarida Silva Pereira,Maria Margarida da Costa e Silva Pereira Taveira de Sousa,1957-04-19,http://app.parlamento.pt/webutils/getimage.aspx?id=521&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=521,6,PSD,Setúbal,1991-11-04,1995-10-27,521
522,Chaves Medeiros,Antonio Chaves Medeiros,1940-11-12,http://app.parlamento.pt/webutils/getimage.aspx?id=522&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=522,2,PS,Desconhecido,1981-10-22,1982-07-28,522
522,Chaves Medeiros,Antonio Chaves Medeiros,1940-11-12,http://app.parlamento.pt/webutils/getimage.aspx?id=522&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=522,6,PS,Vila Real,1993-02-04,1993-02-19,522
523,Francisco Rocha,Francisco Jose Ferreira da Rocha,1967-01-30,http://app.parlamento.pt/webutils/getimage.aspx?id=523&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=523,13,PS,Vila Real,2015-10-23,,523
527,José Eduardo Reis,José Eduardo dos Reis,1942-12-24,http://app.parlamento.pt/webutils/getimage.aspx?id=527&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=527,6,PS,Viseu,1992-03-03,1992-04-11,527
528,Alberto Cardoso,Alberto da Silva Cardoso,1952-12-01,http://app.parlamento.pt/webutils/getimage.aspx?id=528&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=528,6,PS,Viseu,1992-10-20,1992-10-31,528
531,Ademar Sequeira,Ademar Sequeira de Carvalho,,http://app.parlamento.pt/webutils/getimage.aspx?id=531&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=531,5,PS,Viseu,1990-11-03,1991-11-04,531
532,Rui Marques,Rui Manuel Pereira Marques,1953-09-23,http://app.parlamento.pt/webutils/getimage.aspx?id=532&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=532,6,CDS-PP,Aveiro,1991-11-19,1991-12-04,532
532,Rui Marques,Rui Manuel Pereira Marques,1953-09-23,http://app.parlamento.pt/webutils/getimage.aspx?id=532&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=532,7,CDS-PP,Aveiro,1996-01-08,1996-05-06,532
533,José Paulo Casaca,José Paulo Martins Casaca,1957-07-02,http://app.parlamento.pt/webutils/getimage.aspx?id=533&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=533,6,PS,Açores,1992-08-17,1992-11-01,533
536,Rui Ávila,Rui Pedro Lopes Machado Ávila,1952-06-22,http://app.parlamento.pt/webutils/getimage.aspx?id=536&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=536,5,PS,Açores,1990-01-01,1991-11-04,536
536,Rui Ávila,Rui Pedro Lopes Machado Ávila,1952-06-22,http://app.parlamento.pt/webutils/getimage.aspx?id=536&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=536,6,PS,Açores,1992-03-01,1992-08-17,536
538,Luís Amado,Luís Filipe Marques Amado,1953-09-17,http://app.parlamento.pt/webutils/getimage.aspx?id=538&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=538,6,PS,Madeira,1993-02-06,1994-07-01,538
538,Luís Amado,Luís Filipe Marques Amado,1953-09-17,http://app.parlamento.pt/webutils/getimage.aspx?id=538&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=538,7,PS,Madeira,1995-10-27,1995-10-30,538
538,Luís Amado,Luís Filipe Marques Amado,1953-09-17,http://app.parlamento.pt/webutils/getimage.aspx?id=538&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=538,10,PS,Viana do Castelo,2005-03-10,2005-03-12,538
539,Rita Pestana,Rita Maria Dias Pestana Cachuxo,1953-09-24,http://app.parlamento.pt/webutils/getimage.aspx?id=539&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=539,7,PS,Madeira,1996-03-21,1996-06-20,539
542,Isabel Sena Lino,Maria Isabel Ferreira Coelho de Sena Lino,1946-08-14,http://app.parlamento.pt/webutils/getimage.aspx?id=542&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=542,7,PS,Madeira,1995-10-30,1999-10-25,542
542,Isabel Sena Lino,Maria Isabel Ferreira Coelho de Sena Lino,1946-08-14,http://app.parlamento.pt/webutils/getimage.aspx?id=542&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=542,8,PS,Madeira,1999-10-26,2000-11-14,542
542,Isabel Sena Lino,Maria Isabel Ferreira Coelho de Sena Lino,1946-08-14,http://app.parlamento.pt/webutils/getimage.aspx?id=542&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=542,12,PS,Madeira,2011-09-26,2011-11-08,542
546,António Murteira,António Manuel dos Santos Murteira,1947-09-20,http://app.parlamento.pt/webutils/getimage.aspx?id=546&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=546,3,PCP,Évora,1983-05-31,1983-06-30,546
546,António Murteira,António Manuel dos Santos Murteira,1947-09-20,http://app.parlamento.pt/webutils/getimage.aspx?id=546&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=546,6,PCP,Beja,1992-10-15,1994-04-13,546
551,Abílio Dias Fernandes,Abílio Miguel Joaquim Dias Fernandes,1938-02-22,http://app.parlamento.pt/webutils/getimage.aspx?id=551&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=551,10,PCP,Évora,2005-03-10,2006-02-01,551
555,Domingos Abrantes,Domingos Abrantes Ferreira,1936-01-19,http://app.parlamento.pt/webutils/getimage.aspx?id=555&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=555,2,PCP,Setúbal,1980-11-13,1982-07-01,555
555,Domingos Abrantes,Domingos Abrantes Ferreira,1936-01-19,http://app.parlamento.pt/webutils/getimage.aspx?id=555&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=555,3,PCP,Setúbal,1983-05-31,1984-07-10,555
555,Domingos Abrantes,Domingos Abrantes Ferreira,1936-01-19,http://app.parlamento.pt/webutils/getimage.aspx?id=555&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=555,4,PCP,Setúbal,1985-11-04,1987-08-13,555
555,Domingos Abrantes,Domingos Abrantes Ferreira,1936-01-19,http://app.parlamento.pt/webutils/getimage.aspx?id=555&type=deputado,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=555,5,PCP,Setúbal,1987-08-13,1991-11-04,555
