id,name,role,image,district,party,birth_date,email,source,name__hy,name__ru,term,faction_id,faction,start_date,end_date
1363,Arusyak Julhakyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1363,"","""Civil Contract""",1983-01-21,arusyak.julhakyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1363&lang=eng,Արուսյակ Թովմասի Ջուլհակյան,Арусяк Товмасовна Джулакян,7,MS,MyStep,2019-01-14,
1364,Sargis Khandanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1364,"","""Civil Contract""",1990-06-24,sargis.khandanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1364&lang=eng,Սարգիս Հայկի Խանդանյան,Саргис Айкович Ханданян,7,MS,MyStep,2018-01-14,
1365,Rustam Bakoyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1365,"","""Civil Contract""",1986-02-06,rustam.bakoyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1365&lang=eng,Ռուստամ Զուրբայի Բաքոյան,Рустам Зурбаевич Бакоян,7,MS,MyStep,2019-01-14,
1366,Hayk Konjoryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1366,"",non-Party,1987-05-30,hayk.konjoryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1366&lang=eng,Հայկ Արսենի Կոնջորյան,Айк Арсенович Конджорян,7,MS,MyStep,2019-01-14,
1367,Aleksey Sandikov,"",http://parliament.am/photo.php?source=deputy&size=big&id=1367,"",non-Party,1983-07-23,alexey.sandikov@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1367&lang=eng,Ալեքսեյ Իվանի Սանդիկով,Алексей Иванович Сандыков,7,MS,MyStep,2019-01-14,
1368,Yerjanik Hakobyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1368,"","""Civil Contract""",1988-12-19,yerjanik.hakobyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1368&lang=eng,Երջանիկ Մանվելի Հակոբյան,Ерджаник Манвелович Акопян,7,MS,MyStep,2019-01-14,
1369,Arsen Mikhaylov,"",http://parliament.am/photo.php?source=deputy&size=big&id=1369,"",non-Party,1963-01-29,"",http://parliament.am/deputies.php?sel=details&ID=1369&lang=eng,Արսեն Պետրովիչ Միխայլով,Арсен Петрович Михайлов,7,MS,MyStep,2019-01-14,
1370,Mkhitar Hayrapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1370,"","""Civil Contract""",1990-05-15,mkhitar.hayrapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1370&lang=eng,Մխիթար Իոսիֆի Հայրապետյան,Мхитар Иосифович Айрапетян,7,MS,MyStep,2019-01-14,
1371,Knyaz Hasanov,"",http://parliament.am/photo.php?source=deputy&size=big&id=1371,"",non-Party,1945-01-17,"",http://parliament.am/deputies.php?sel=details&ID=1371&lang=eng,Կնյազ Համիդի Հասանով,Князь Амидович Асанов,7,MS,MyStep,2019-01-14,
1372,Lena Nazaryan,Vice President of the National Assembly,http://parliament.am/photo.php?source=deputy&size=big&id=1372,"","""Civil Contract""",1983-03-09,lena.nazaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1372&lang=eng,Լենա Ռաֆայելի Նազարյան,Лена Рафаеловна Назарян,7,MS,MyStep,2019-01-14,
1374,Nikolay Baghdasaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1374,"","""Civil Contract""",1975-10-04,nikolay.baghdasaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1374&lang=eng,Նիկոլայ Յուրիի Բաղդասարյան,Николай Юрьевич Багдасарян,7,MS,MyStep,2019-01-14,
1375,Sasun Mikayelyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1375,"","""Civil Contract""",1957-11-07,sasun.mikayelyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1375&lang=eng,Սասուն Մեխակի Միքայելյան,Сасун Мехакович Микаелян,7,MS,MyStep,2019-01-14,
1376,Lilit Makunts,"",http://parliament.am/photo.php?source=deputy&size=big&id=1376,"","""Civil Contract""",1983-11-07,lilit.makunts@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1376&lang=eng,Լիլիթ Կամոյի Մակունց,Лилит Камоевна Макунц,7,MS,MyStep,2019-01-14,
1377,Vahe Hovhannisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1377,"",“Mission”,1984-11-19,vahe.hovhannisyan1@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1377&lang=eng,Վահե Սահակի Հովհաննիսյան,Ваге Саакович Оганисян,7,MS,MyStep,2019-01-14,
1378,Vahagn Hovakimyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1378,"","""Civil Contract""",1974-06-30,vahagn.hovakimyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1378&lang=eng,Վահագն Միսակի Հովակիմյան,Ваагн Мисакович Овакимян,7,MS,MyStep,2019-01-14,
1379,Vagharshak Hakobyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1379,"","""Civil Contract""",1991-01-01,vagharshak.hakobyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1379&lang=eng,Վաղարշակ Սոսի Հակոբյան,Вагаршак Сосович Акобян,7,MS,MyStep,2019-01-14,
1380,Ararat Mirzoyan,President of the National Assembly,http://parliament.am/photo.php?source=deputy&size=big&id=1380,"","""Civil Contract""",1979-11-23,ararat.mirzoyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1380&lang=eng,Արարատ Սամվելի Միրզոյան,Арарат Самвелович Мирзоян,7,MS,MyStep,2019-01-14,
1381,Lilit Stepanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1381,"","""Civil Contract""",1981-03-24,"",http://parliament.am/deputies.php?sel=details&ID=1381&lang=eng,Լիլիթ Սասունի Ստեփանյան,Лилит Сасуновна Степанян,7,MS,MyStep,2019-01-14,
1382,Karen Sarukhanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1382,"","""Civil Contract""",1986-08-20,karen.sarukhanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1382&lang=eng,Կարեն Հակոբի Սարուխանյան,Карен Акопович Саруханян,7,MS,MyStep,2019-01-14,
1383,Sofia Hovsepyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1383,"","""Civil Contract""",1981-04-20,sofia.hovsepyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1383&lang=eng,Սոֆիա Ազատի Հովսեփյան,София Азатовна Овсепян,7,MS,MyStep,2019-01-14,
1384,Hrachya Hakobyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1384,"","""Civil Contract""",1980-07-15,"",http://parliament.am/deputies.php?sel=details&ID=1384&lang=eng,Հրաչյա Վաչիկի Հակոբյան,Грачя Вачикович Акопян,7,MS,MyStep,2019-01-14,
1385,Nazeli Baghdasaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1385,"",non-Party,1983-08-08,nazeli.baghdasaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1385&lang=eng,Նազելի Հրաչի Բաղդասարյան,Назели Грачевна Багдасарян,7,MS,MyStep,2019-01-14,
1386,Hripsime Grigoryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1386,"","""Civil Contract""",1988-09-18,hripsime.grigoryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1386&lang=eng,Հռիփսիմե Աշոտի Գրիգորյան,Рипсиме Ашотовна Григорян,7,MS,MyStep,2019-01-14,
1387,Gevorg Papoyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1387,"","""Civil Contract""",1987-02-11,gevorg.papoyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1387&lang=eng,Գեւորգ Հարությունի Պապոյան,Геворг Арутюнович Папоян,7,MS,MyStep,2019-01-14,
1388,Armen Khachatryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1388,"","""Civil Contract""",1973-12-04,armen.khachatryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1388&lang=eng,Արմեն Էդմոնդի Խաչատրյան,Армен Эдмондович Хачатрян,7,MS,MyStep,2019-01-14,
1389,Alen Simonyan,Vice President of the National Assembly,http://parliament.am/photo.php?source=deputy&size=big&id=1389,"","""Civil Contract""",1980-01-05,alen.simonyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1389&lang=eng,Ալեն Ռոբերտի Սիմոնյան,Ален Робертович Симонян,7,MS,MyStep,2019-01-14,
1391,Hakob Simidyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1391,"","""Civil Contract""",1984-04-20,hakob.simidyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1391&lang=eng,Հակոբ Կարապետի Սիմիդյան,Акоб Карапетович Симидян,7,MS,MyStep,2018-01-14,
1393,Karen Hambardzumyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1393,"",non-Party,1982-11-16,karen.hambardzumyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1393&lang=eng,Կարեն Հովհաննեսի Համբարձումյան,Карен Оганесович Амбарцумян,7,MS,MyStep,2019-01-14,
1394,Sedrak Tevonyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1394,"",non-Party,1990-02-16,"",http://parliament.am/deputies.php?sel=details&ID=1394&lang=eng,Սեդրակ Ռազմիկի Թեւոնյան,Седрак Размикович Тевонян,7,MS,MyStep,2019-01-14,
1395,Tigran Karapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1395,"",non-Party,1981-02-10,tigran.karapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1395&lang=eng,Տիգրան Գոռի Կարապետյան,Тигран Горович Карапетян,7,MS,MyStep,2019-01-14,
1396,Vahe Ghalumyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1396,"","""Civil Contract""",1975-07-21,vahe.ghalumyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1396&lang=eng,Վահե Վոլոդյայի Ղալումյան,Ваге Володяевич Галумян,7,MS,MyStep,2019-01-14,
1397,Tatevik Gasparyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1397,"",non-Party,1983-05-10,"",http://parliament.am/deputies.php?sel=details&ID=1397&lang=eng,Տաթեւիկ Մաթեւոսի Գասպարյան,Татевик Матевосовна Гаспарян,7,MS,MyStep,2019-01-14,
1398,Sergey Atomyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1398,"",non-Party,1986-07-06,sergey.atomyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1398&lang=eng,Սերգեյ Սամվելի Ատոմյան,Сергей Самвелович Атомян,7,MS,MyStep,2019-01-14,
1399,Sipan Pashinyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1399,"","""Civil Contract""",1991-04-28,sipan.pashinyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1399&lang=eng,Սիփան Արտակի Փաշինյան,Сипан Артакович Пашинян,7,MS,MyStep,2019-01-14,
1400,Hovik Aghazaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1400,"","""Civil Contract""",1960-02-09,"",http://parliament.am/deputies.php?sel=details&ID=1400&lang=eng,Հովիկ Հովսեփի Աղազարյան,Овик Овсепович Агазарян,7,MS,MyStep,2019-01-14,
1401,Argishti Mekhakyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1401,"",non-Party,1986-08-22,argishti.mekhakyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1401&lang=eng,Արգիշտի Մեխակի Մեխակյան,Аргишти Мехакович Мехакян,7,MS,MyStep,2019-01-14,
1402,Viktor Yengibaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1402,"",non-Party,1981-07-11,viktor.yengibaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1402&lang=eng,Վիկտոր Լեւոնի Ենգիբարյան,Виктор Левонович Енгибарян,7,MS,MyStep,2019-01-14,
1403,Narek Mkrtchyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1403,"","""Civil Contract""",1989-06-20,narek.mkrtchyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1403&lang=eng,Նարեկ Արշակի Մկրտչյան,Нарек Аршакович Мкртчян,7,MS,MyStep,2019-01-14,
1404,Matevos Asatryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1404,"","""Civil Contract""",1985-12-02,matevos.asatryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1404&lang=eng,Մաթեւոս Գոռի Ասատրյան,Матевос Горович Асатрян,7,MS,MyStep,2019-01-14,
1405,Sergey Movsisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1405,"","""Civil Contract""",1989-09-23,"",http://parliament.am/deputies.php?sel=details&ID=1405&lang=eng,Սերգեյ Լեւիկի Մովսիսյան,Сергей Левикович Мовсисян,7,MS,MyStep,2019-01-14,
1406,Varazdat Karapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1406,"",non-Party,1974-04-11,varazdat.karapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1406&lang=eng,Վարազդատ Ազատի Կարապետյան,Вараздат Азатович Карапетян,7,MS,MyStep,2019-01-14,
1407,Hayk Sargsyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1407,"","""Civil Contract""",1992-08-09,hayk.sargsyan1@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1407&lang=eng,Հայկ Զարեհի Սարգսյան,Айк Зареович Саргсян,7,MS,MyStep,2019-01-14,
1408,Aram Khachatryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1408,"","""Civil Contract""",1978-07-06,"",http://parliament.am/deputies.php?sel=details&ID=1408&lang=eng,Արամ Մայիսի Խաչատրյան,Арам Маисович Хачатрян,7,MS,MyStep,2019-01-14,
1409,Taguhi Tovmasyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1409,"",non-Party,1982-08-14,taguhi.tovmasyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1409&lang=eng,Թագուհի Մանվելի Թովմասյան,Тагуи Манвеловна Товмасян,7,MS,MyStep,2019-01-14,
1410,Aren Mkrtchyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1410,"",non-Party,1992-04-02,"",http://parliament.am/deputies.php?sel=details&ID=1410&lang=eng,Արեն Միքայելի Մկրտչյան,Арен Микаелович Мкртчян,7,MS,MyStep,2019-01-14,
1411,Arpine Davoyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1411,"","""Civil Contract""",1985-08-28,arpine.davoyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1411&lang=eng,Արփինե Հրահատի Դավոյան,Арпине Граатовна Давоян,7,MS,MyStep,2019-01-14,
1412,Artashes Petrosyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1412,"",“Mission”,1985-05-23,artashes.petrosyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1412&lang=eng,Արտաշես Պետրոսի Պետրոսյան,Арташес Петросович Петросян,7,MS,MyStep,2019-01-14,
1413,Vardan Atabekyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1413,"","""Civil Contract""",1981-02-26,vardan.atabekyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1413&lang=eng,Վարդան Նելսոնի Աթաբեկյան,Вардан Нельсонович Атабекян,7,MS,MyStep,2019-01-30,
