id,name,role,image,district,party,birth_date,email,source,name__hy,name__ru,term,faction_id,faction,start_date,end_date
1239,Ashot Arsenyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1239,"","""Republican Party of Armenia"" /RPA/",1960-11-14,ashot.arsenyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1239&lang=eng,Աշոտ Եղիշեի Արսենյան,Ашот Егишеевич Арсенян,6,RPA,Republican,2017-05-18,2018-06-28
1239,Ashot Arsenyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1239,"","""Republican Party of Armenia"" /RPA/",1960-11-14,ashot.arsenyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1239&lang=eng,Աշոտ Եղիշեի Արսենյան,Ашот Егишеевич Арсенян,6,_IND,Independent,2018-06-28,
1240,Avet Sargsyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1240,"","""Republican Party of Armenia"" /RPA/",1968-09-22,avet.sargsyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1240&lang=eng,Ավետ Լավրենտի Սարգսյան,Авет Лаврентович Саргсян,6,RPA,Republican,2017-05-18,
1243,Hrant Madatyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1243,"","""Prosperous Armenia"" Party",1964-05-24,hrant.madatyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1243&lang=eng,Հրանտ Ռոբերտի Մադաթյան,Грант Робертович Мадатян,6,TSAR,Tsarukyan,2017-05-18,
1244,Vanik Asatryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1244,"","""Prosperous Armenia"" Party",1956-01-31,vanik.asatryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1244&lang=eng,Վանիկ Խաչիկի Ասատրյան,Ваник Хачикович Асатрян,6,TSAR,Tsarukyan,2017-05-18,
1245,Vahan Karapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1245,"","""Prosperous Armenia"" Party",1966-05-26,vahan.karapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1245&lang=eng,Վահան Գուրգենի Կարապետյան,Ваган Гургенович Карапетян,6,TSAR,Tsarukyan,2017-05-18,
1247,David Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1247,"","""Prosperous Armenia"" Party",1984-02-29,davit.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1247&lang=eng,Դավիթ Անդրանիկի Մանուկյան,Давид Андраникович Манукян,6,TSAR,Tsarukyan,2017-05-18,
1248,Melik Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1248,"","""Prosperous Armenia"" Party",1955-05-05,melik.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1248&lang=eng,Մելիք Սարիբեկի Մանուկյան,Мелик Сарибекович Манукян,6,TSAR,Tsarukyan,2017-05-18,
1250,Vardevan Grigoryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1250,"","""Prosperous Armenia"" Party",1953-07-12,vardevan.grigoryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1250&lang=eng,Վարդեւան Ֆաբրիցուսկի Գրիգորյան,Вардеван Фабрицускович Григорян,6,TSAR,Tsarukyan,2017-05-18,
1251,Vardan Ghukasyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1251,"",non-Party,1961-01-20,vardan.ghukasyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1251&lang=eng,Վարդան Կոլյայի Ղուկասյան,Вардан Коляевич Гукасян,6,TSAR,Tsarukyan,2017-05-18,
1253,Napoleon Azizyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1253,"","""Prosperous Armenia"" Party",1946-01-17,napoleon.azizyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1253&lang=eng,Նապոլեոն Սուրենի Ազիզյան,Наполеон Суренович Азизян,6,TSAR,Tsarukyan,2017-05-18,
1254,Argam Abrahamyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1254,"",non-Party,1986-05-25,argam.abrahamyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1254&lang=eng,Արգամ Հովիկի Աբրահամյան,Аргам Овикович Абраамян,6,TSAR,Tsarukyan,2017-05-18,
1255,Gevorg Gorgisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1255,"","""Bright Armenia""",1986-01-23,gevorg.gorgisyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1255&lang=eng,Գեւորգ Սամվելի Գորգիսյան,Геворк Самвелович Горгисян,6,WO,Way Out,2017-05-18,
1256,Tigran Stepanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1256,"","""Prosperous Armenia"" Party",1961-09-01,tigran.stepanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1256&lang=eng,Տիգրան Վաչիկի Ստեփանյան,Тигран Вачикович Степанян,6,TSAR,Tsarukyan,2017-05-18,
1257,Andranik Karapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1257,"",non-Party,1983-04-06,andranik.karapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1257&lang=eng,Անդրանիկ Կարապետի Կարապետյան,Андраник Карапетович Карапетян,6,ARF,Armenian Revolutionary Federation,2017-05-18,
1259,Arayik Aghababyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1259,"","""Prosperous Armenia"" Party",1962-03-19,arayik.aghababyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1259&lang=eng,Արայիկ Ռազմիկի Աղաբաբյան,Араик Размикович Агабабян,6,TSAR,Tsarukyan,2017-05-18,
1261,Romik Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1261,"","""Armenian Revolutionary Federation"" /ARF/",1961-03-20,romik.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1261&lang=eng,Ռոմիկ Շավարշի Մանուկյան,Ромик Шаваршевич Манукян,6,ARF,Armenian Revolutionary Federation,2017-05-18,
1263,Suren Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1263,"","""Armenian Revolutionary Federation"" /ARF/",1985-01-21,suren.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1263&lang=eng,Սուրեն Սերժիկի Մանուկյան,Сурен Сержикович Манукян,6,ARF,Armenian Revolutionary Federation,2017-05-18,
1264,Gevorg Petrosyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1264,"","""Prosperous Armenia"" Party",1972-09-04,gevorg.petrosyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1264&lang=eng,Գեւորգ Վոլոդյայի Պետրոսյան,Геворк Володяевич Петросян,6,TSAR,Tsarukyan,2017-05-30,
1265,Hakob Nazaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1265,"","""Prosperous Armenia"" Party",1979-08-10,hakob.nazaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1265&lang=eng,Հակոբ Աշոտի Նազարյան,Акоп Ашотович Назарян,6,TSAR,Tsarukyan,2017-05-30,
1266,Nora Arustamyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1266,"","""Prosperous Armenia"" Party",1991-09-24,nora.arustamyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1266&lang=eng,Նորա Սեդրակի Առուստամյան,Нора Седраковна Арустамян,6,TSAR,Tsarukyan,2017-05-30,
1267,Tatshat Vardapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1267,"",non-Party,1966-03-10,"",http://parliament.am/deputies.php?sel=details&ID=1267&lang=eng,Տաճատ Մարտունի Վարդապետյան,Тачат Мартунович Вардапетян,6,RPA,Republican,2018-03-02,
1268,Alen Simonyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1268,"","""Civil Contract""",1980-01-05,"",http://parliament.am/deputies.php?sel=details&ID=1268&lang=eng,Ալեն Ռոբերտի Սիմոնյան,Ален Робертович Симонян,6,WO,Way Out,2018-05-16,
1269,Hakob G. Hakobyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1269,"","""Republican Party of Armenia"" /RPA/",1956-08-01,"",http://parliament.am/deputies.php?sel=details&ID=1269&lang=eng,Հակոբ Գառնիկի Հակոբյան,Акоп Гарникович Акопян,6,RPA,Republican,2018-05-16,
1270,Hayk Konjoryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1270,"","""Bright Armenia""",1987-05-30,hayk.konjoryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1270&lang=eng,Հայկ Արսենի Կոնջորյան,Айк Арсенович Конджорян,6,WO,Way Out,2018-05-16,
1271,Hrachya Hakobyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1271,"","""Civil Contract""",1980-07-15,"",http://parliament.am/deputies.php?sel=details&ID=1271&lang=eng,Հրաչյա Վաչիկի Հակոբյան,Грачья Вачикович Акопян,6,WO,Way Out,2018-05-16,
1272,Ruzanna Arakelyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1272,"","""Armenian Revolutionary Federation"" /ARF/",1959-02-15,ruzan.arakelyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1272&lang=eng,Ռուզաննա Հակոբի Առաքելյան,Рузанна Акоповна Аракелян,6,ARF,Armenian Revolutionary Federation,2018-05-16,
1273,Hovik Aghazaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1273,"","""Civil Contract""",1960-02-09,"",http://parliament.am/deputies.php?sel=details&ID=1273&lang=eng,Հովիկ Հովսեփի Աղազարյան,Овик Овсепович Агазарян,6,WO,Way Out,2018-05-16,
1274,Spartak Seyranyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1274,"","""Armenian Revolutionary Federation"" /ARF/",1963-05-23,spartak.seyranyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1274&lang=eng,Սպարտակ Արմենակի Սեյրանյան,Спартак Арменакович Сейранян,6,ARF,Armenian Revolutionary Federation,2018-05-24,
1275,Hrant Davtyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1275,"","""Prosperous Armenia"" Party",1970-08-26,"",http://parliament.am/deputies.php?sel=details&ID=1275&lang=eng,Հրանտ Դավիթի Դավթյան,Грант Давидович Давтян,6,TSAR,Tsarukyan,2018-06-20,
1276,Aytsemnik Ohanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1276,"","""Prosperous Armenia"" Party",1957-08-27,"",http://parliament.am/deputies.php?sel=details&ID=1276&lang=eng,Այծեմնիկ Հայկի Օհանյան,Айцемник Гайковна Оганян,6,TSAR,Tsarukyan,2018-08-14,
1277,Martun Grigoryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1277,"",non-Party,1981-01-18,"",http://parliament.am/deputies.php?sel=details&ID=1277&lang=eng,Մարտուն Կամոյի Գրիգորյան,Мартун Камоевич Григорян,6,_IND,Independent,2018-10-09,
1278,Naira Karapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1278,"",United Liberal National Party (MIAK),1977-10-25,naira.karapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1278&lang=eng,Նաիրա Արտաշեսի Կարապետյան,Наира Арташесовна Карапетян,6,RPA,Republican,2018-11-02,
