id,name__hy,name__en,name__nl,name,wikipedia__hy,gender,birth_date,original_wikiname,name__es,name__ru,name__fr,name__de,name__hu,name__fa,wikipedia__en,wikipedia__fa,wikipedia__hywikiquote,wikipedia__ru,image,occupation,identifier__freebase,given_name,website,name__pt,wikipedia__pt,name__et,name__pl,name__tr,name__ka,name__ja,wikipedia__commons,wikipedia__et,wikipedia__fr,wikipedia__hywikisource,wikipedia__ka,wikipedia__pl,wikipedia__tr,identifier__VIAF,identifier__PACE,wikipedia__ruwikiquote,name__uk,name__zh,wikipedia__de,wikipedia__uk,wikipedia__zh,identifier__google_knowledge,name__it,wikipedia__simple,name__eo,wikipedia__eo,identifier__GND,identifier__LCAuth,identifier__SUDOC,name__sv,name__en_ca,name__en_gb,wikipedia__sv,wikipedia__es,name__zh_hant,name__zh_hans,name__bg,wikipedia__it,name__oc,name__be,name__cy,death_date,name__az,name__el,wikipedia__az,name__id,name__la,name__lv,name__nds,name__mr,name__vi,name__da,name__nb,name__nn,name__pt_br,wikipedia__el,wikipedia__id,wikipedia__la,wikipedia__lv,wikipedia__mr,wikipedia__nds,wikipedia__no,wikipedia__ruwikinews,wikipedia__vi,facebook,wikipedia__bg,wikipedia__ja,family_name,name__sl,identifier__GTAA,wikipedia__ca,wikipedia__io,wikipedia__hu,name__be_tarask,wikipedia__ky,name__ar,name__he,wikipedia__ar,wikipedia__he,name__hsb,name__cs,name__sr,name__ky,wikipedia__cs,wikipedia__hsb,wikipedia__sr,name__ca,wikipedia__sh,name__sh,name__mg,wikipedia__mg,identifier__NTA,name__sco,name__an,name__ast,name__ext,name__gl,wikipedia__sco,name__qu,wikipedia__qu,identifier__MGP,identifier__FAST,identifier__IMDB,identifier__bigenc_ru,identifier__BNF,identifier__ISNI,name__fi,name__kk,wikipedia__kk,name__ace,identifier__kinopoisk,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__io,name__arc,wikipedia__arc,wikipedia__fi,wikipedia__gl,wikipedia__ko,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__be,wikipedia__enwikiquote,name__ro,name__diq,wikipedia__ro,identifier__OLID,identifier__nlg,identifier__Britannica,wikipedia__xmf,wikipedia__te,wikipedia__sq,name__ba,wikipedia__ba,name__te,name__sq,name__bn,name__hi,wikipedia__bn,name__xmf,name__azb,wikipedia__azb,identifier__BIBSYS,identifier__NUKAT
Q31196902,Մարգարիտ Եսայան,Margarit Yesayan,,Մարգարիտ Եսայան,Մարգարիտ Եսայան,female,1958-10-24,Մարգարիտ Եսայան,,,,Margarit Jessajan,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/02/Margarit_Yesayan_03.jpg,politician,,,,,,,,,,,,,,,,,,304575840,,,,,Margarit Jessajan,,,,,,,,1036299376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3249851,Սամվել Նիկոյան,Samvel Nikoyan,Samvel Nikoyan,Սամվել Նիկոյան,Սամվել Նիկոյան,male,1958-02-13,Սամվել Նիկոյան,Samvel Nikoyan,"Никоян, Самвел Паргевович",Samvel Nikoyan,Samvel Nikoyan,Samvel Nikoyan,سامول نیکویان,Samvel Nikoyan,سامول نیکویان,Սամվել Նիկոյան,"Никоян, Самвел Паргевович",,politician,,,,,,,,,,,,,,,,,,,,,,塞繆爾·尼高揚,,,,,,Samvel Nikoyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q33816,Սուրեն Սերյոժայի Խաչատրյան,Suren Khachatryan,Suren Khachatryan,Սուրեն Սերյոժայի Խաչատրյան,Սուրիկ Խաչատրյան,male,1956-08-01,,Suren Khachatryan,Сурен Хачатрян,Suren Khachatryan,Suren Khachatryan,Suren Khachatryan,سورن خاچاتریان,Suren Khachatryan,سورن خاچاتریان,,"Хачатрян, Сурик Серёжаевич",,politician,/m/0h0ghb,Suren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khachatryan,,,,,,,,,,,,,,,,,,,,,,Suren Khachatryan,Suren Khachatryan,,Suren Khachatryan,Suren Khachatryan,Suren Khachatryan,Suren Khachatryan,Suren Khachatryan,Suren Khachatryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3498414,Ստեփան Դեմիրճյան,Stepan Demirchyan,Stepan Demirchyan,Ստեփան Դեմիրճյան,Ստեփան Դեմիրճյան,male,1959-06-07,Ստեփան Դեմիրճյան,Stepan Demirchyan,"Демирчян, Степан Каренович",Stepan Demirtchian,Stepan Demirchyan,Stepan Demirchyan,استپان دمیرچیان,Stepan Demirchyan,استپان دمیرچیان,,"Демирчян, Степан Каренович",https://upload.wikimedia.org/wikipedia/commons/1/15/Ստեփան_Դեմիրճյան3.jpg,politician,/m/08jtzq,Stepan,,,,,,,,,,,Stepan Demirtchian,,,,,,5665,,,,,,,,,,,,,,,,,,,Stepan Demirchyan,,,,,,Сцяпан Карэнавіч Дземірчан,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demirchyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3505201,Սուրեն Աբրահամյան,Suren Abrahamian,,Սուրեն Աբրահամյան,Սուրեն Ջ. Աբրահամյան,male,1947-01-14,,,"Абрамян, Сурен Джангирович",Suren Abrahamian,,,,,,,"Абрамян, Сурен Джангирович",,politician,,Suren,,,,,,,,,,,Suren Abrahamian,,,,,,,,Абрамян Сурен Джангірович,,,Абрамян Сурен Джангірович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abramyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3553274,Վահագն Խաչատրյան,Vahagn Khachatryan,Vahagn Khachatryan,Վահագն Խաչատրյան,Վահագն Խաչատրյան,male,1959-04-22,,Vahagn Khachatryan,"Хачатрян, Ваагн Гарникович",Vahagn Khatchatrian,Vahagn Khachatryan,Vahagn Khachatryan,,Vahagn Khachatryan,,,"Хачатрян, Ваагн Гарникович",https://upload.wikimedia.org/wikipedia/commons/6/61/Vahagn-Khachatryan.jpg,politician,/m/0s8yr35,Vahagn,,,,,,,ვაჰაგნ ხაჩატურიანი,,,,Vahagn Khatchatrian,,ვაჰაგნ ხაჩატურიანი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3554632,Վանո Սիրադեղյան,Vano Siradeghyan,Vano Siradeghyan,Վանո Սիրադեղյան,Վանո Սիրադեղյան,male,1946-11-13,,Vano Siradeghyan,"Сирадегян, Вано Смбатович",Vano Siradeghian,Vano Siradeghyan,Vano Siradeghyan,وانو سیرادغیان,Vano Siradeghyan,وانو سیرادغیان,Վանո Սիրադեղյան,"Сирадегян, Вано Смбатович",,politician,/m/0vxgsfx,Vano,,,,,,,,,,,Vano Siradeghian,,,,,46096677,,,,,,,,,,,,,,n99054402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,فانو سيراديغيان,,فانو سيراديغيان,,,,,,,,,,,,,,,,,,,,,,,,1550625,,,16653946k,0000 0000 3851 3734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4018418,Բաբկեն Արարքցյան,Babken Ararktsyan,Babken Ararktsyan,Բաբկեն Արարքցյան,Բաբկեն Արարքցյան,male,1944-09-16,,Babken Ararktsyan,Бабкен Гургенович Араркцян,Babken Ararktsyan,Babken Ararktsyan,Babken Ararktsyan,بابکن آرارکتسیان,Babken Ararktsyan,بابکن آرارکتسیان,,"Араркцян, Бабкен Гургенович",,politician,/m/0bwj7qg,Babken,,,,,,,,,,,,,,,,,,,Араркцян Бабкен Гургенович,,,Араркцян Бабкен Гургенович,,,Babken Ararktsyan,,,,,,,,,,,,,,,Babken Ararktsyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4054421,Երջանիկ Աբգարյան,Yerjanik Abgaryan,,Երջանիկ Աբգարյան,Երջանիկ Աբգարյան,male,1940-02-08,,,"Абгарян, Ерджаник Аветисович",,,,,,,,"Абгарян, Ерджаник Аветисович",https://upload.wikimedia.org/wikipedia/commons/f/f5/Erjanik_Abgaryan_02.jpg,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4054811,Հովիկ Աբովյան,,,Հովիկ Աբովյան,Հովիկ Աբովյան,male,1964-06-01,,,"Абовян, Овик Арамаисович",,,,,,,,"Абовян, Овик Арамаисович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4055030,Արմեն Աբրահամյան,,,Արմեն Աբրահամյան,,male,1959-06-02,,,"Абрамян, Армен Аршавирович",,,,,,,,"Абрамян, Армен Аршавирович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abramyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4055037,Հենրիկ Աբրահամյան,,,Հենրիկ Աբրահամյան,,male,1939-10-04,,,"Абрамян, Генрик Айрикович",,,,,,,,"Абрамян, Генрик Айрикович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,Abramyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4055038,Հենրիկ Աբրահամյան,,,Հենրիկ Աբրահամյան,,male,1954-06-26,,,"Абрамян, Генрик Аргамович",,,,,,,,"Абрамян, Генрик Аргамович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abramyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4055039,,,,,,male,1953-01-01,,,"Абрамян, Сергей Аршавирович",,,,,,,,"Абрамян, Сергей Аршавирович",,politician,,Sergey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abramyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4055272,Արսեն Ավագյան,,,Արսեն Ավագյան,,male,1961-03-10,,,"Авагян, Арсен Днепрович",,,,,,,,"Авагян, Арсен Днепрович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4055273,Կարեն Ավագյան,Karen Avagyan,Karen Avagyan,Կարեն Ավագյան,Կարեն Ավագյան,male,1974-12-06,Կարեն Ավագյան,,"Авагян, Карен Карленович",,,,,,,,"Авагян, Карен Карленович",https://upload.wikimedia.org/wikipedia/commons/4/4c/Karen_Avagyan_photo.JPG,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4055275,Սեյրան Ավագյան,,,Սեյրան Ավագյան,,male,1954-12-15,,,"Авагян, Сейран Мартиросович",,,,,,,,"Авагян, Сейран Мартиросович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4055724,Սամվել Ավետիսյան,,,Սամվել Ավետիսյան,Սամվել Ավետիսյան (պետական գործիչ),male,1952-01-03,,,"Аветисян, Самвел Сергеевич",,,,,,,,"Аветисян, Самвел Сергеевич",https://upload.wikimedia.org/wikipedia/commons/4/4b/Samvel_Avetisyan_1.jpg,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avetissian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4055727,Ստքիաս Ավետիսյան,,,Ստքիաս Ավետիսյան,,male,1959-04-28,,,"Аветисян, Сукиас Гегелевич",,,,,,,,"Аветисян, Сукиас Гегелевич",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avetissian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4055983,Վարազդատ Ավոյան,,,Վարազդատ Ավոյան,,male,1947-11-07,,,Вараздат Авоян,,,,,,,,"Авоян, Вараздат Мкртичевич",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4056506,Աշոտ Աղաբաբյան,,,Աշոտ Աղաբաբյան,,male,1952-11-08,,,"Агабабян, Ашот Сергеевич",,,,,,,,"Агабабян, Ашот Сергеевич",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4056535,Արծրուն Ադաջանյան,,,Արծրուն Ադաջանյան,,male,1955-11-21,,,"Агаджанян, Арцрун Князевич",,,,,,,,"Агаджанян, Арцрун Князевич",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aghajanyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4057940,Ավետ Ադոնց,,,Ավետ Ադոնց,Ավետ Ադոնց,male,1963-12-27,,,"Адонц, Авет Робертович",,,,آوت آدونتس,,آوت آدونتس,,"Адонц, Авет Робертович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4058335,Նապոլէոն Ազիզյան,,,Նապոլէոն Ազիզյան,,male,1946-01-17,,,"Азизян, Наполеон Суренович",,,,,,,,"Азизян, Наполеон Суренович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4058453,Հովիկ Ազոյան,,,Հովիկ Ազոյան,Հովիկ Ազոյան,male,1944-08-14,,,"Азоян, Овик Багдасарович",,,,,,,,"Азоян, Овик Багдасарович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4058745,Սմբատ Այվազյան,,,Սմբատ Այվազյան,Սմբատ Այվազյան,male,1959-03-10,,,"Айвазян, Смбат Жирайрович",,,,,,,,"Айвазян, Смбат Жирайрович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4058746,Վարդան Այվազյան,Vardan Ayvazyan,Vardan Ayvazyan,Վարդան Այվազյան,Վարդան Այվազյան,male,1961-11-07,Վարդան Այվազյան,Vardan Ayvazyan,Вардан Суренович Айвазян,Vardan Ayvazyan,Vardan Ayvazyan,Vardan Ayvazyan,واردان آیوازیان,Vardan Ayvazyan,واردان آیوازیان,,"Айвазян, Вардан Суренович",,politician,,Vardan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4058931,Վարդգես Հայոցյան,,,Վարդգես Հայոցյան,,male,1946-07-29,,,"Айоцян, Вардгес Арсенович",,,,,,,,"Айоцян, Вардгес Арсенович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4058953,Ռուբեն Հայրապետյան,Ruben Ayrapetyan,Ruben Ayrapetyan,Ռուբեն Հայրապետյան,Ռուբեն Հայրապետյան,male,1963-03-09,Ռուբեն Հայրապետյան,,"Айрапетян, Рубен Рафикович",,,,روبن هایراپتیان,Ruben Hayrapetyan,روبن هایراپتیان,,"Айрапетян, Рубен Рафикович",,politician,,Ruben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruben Ayrapetyan,Ρούμπεν Χαϊραπέτυαν,Ruben Ayrapetyan,,,,,,,,,,,,,,,,,,,,,,,Hayrapetyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4059731,Հակոբ Հակոբյան,,,Հակոբ Հակոբյան,,male,1957-03-13,,,"Акопян, Акоп Варданович",,,,,,,,"Акопян, Акоп Варданович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4059732,Հակոբ Հակոբյան,,,Հակոբ Հակոբյան,,male,1956-08-01,,,"Акопян, Акоп Гарникович",,,,,,,,"Акопян, Акоп Гарникович",,politician,,,,,,,,,,,,,,,,,,,,,Акопян Акоп Гарнікович,,,Акопян Акоп Гарнікович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4059734,Հակոբ Ռաֆիկի Հակոբյան,,,Հակոբ Ռաֆիկի Հակոբյան,,male,1963-02-10,,,"Акопян, Акоп Рафикович",,,,,,,,"Акопян, Акоп Рафикович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4059735,Ալէքսան Հակոբյան,,,Ալէքսան Հակոբյան,,male,1955-10-11,,,"Акопян, Алексан Акопович",,,,,,,,"Акопян, Алексан Акопович",,politician,,,,,,,,,,,,,,,,,,,,,Акопян Алексан Акопович,,,Акопян Алексан Акопович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4059742,Վահագն Հակոբյան,,,Վահագն Հակոբյան,,male,1948-07-16,,,"Акопян, Ваагн Владимирович",,,,,,,,"Акопян, Ваагн Владимирович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4059745,Վերսանդիկ Հակոբյան,,,Վերսանդիկ Հակոբյան,,male,1950-09-15,,,"Акопян, Версандик Франсикович",,,,,,,,"Акопян, Версандик Франсикович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4059746,,,,,,male,1954-11-02,,,"Акопян, Геворг Аракелович",,,,,,,,"Акопян, Геворг Аракелович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4059749,Հրանուշ Հակոբյան,Hranush Hakobyan,Hranush Hakobyan,Հրանուշ Հակոբյան,Հրանուշ Հակոբյան,female,1954-04-12,,,"Акопян, Грануш Грантовна",Hranush Hakobyan,Hranush Hakobyan,,هرانوش هاکوبیان,Hranush Hakobyan,هرانوش هاکوبیان,,"Акопян, Грануш Грантовна",https://upload.wikimedia.org/wikipedia/commons/4/49/Hranush_Hakobyan.jpg,politician,,,,,,,,,ჰრანუშ აკოფიანი,,Category:Hranush Hakobyan,,,,ჰრანუშ აკოფიანი,,,51132265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hranusj Hakobjan,Hranusj Hakobjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16185555p,0000 0000 7733 638X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4059755,Լեոնիդ Հակոբյան,Leonid Hakobyan,,Լեոնիդ Հակոբյան,Լեոնիդ Հակոբյան,male,1935-06-05,,,"Акопян, Леонид Самсонович",,,,,,,,"Акопян, Леонид Самсонович",,politician,,Leonid,,,,,,,,,,,,Հեղինակ:Լեոնիդ Հակոբյան,,,,,6241,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4059756,Մելս  Հակոբյան,,,Մելս  Հակոբյան,,male,1950-10-01,,,"Акопян, Мелс Аветисович",,,,,,,,"Акопян, Мелс Аветисович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4059758,Ռուբիկ Հակոբյան,Rubik Hakobyan,Rubik Hakobyan,Ռուբիկ Հակոբյան,Ռուբիկ Հակոբյան,male,1955-12-17,Ռուբիկ Հակոբյան,,"Акопян, Рубен Карапетович",,,,روبیک هاکوبیان,,روبیک هاکوبیان,,"Акопян, Рубен Карапетович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4060412,Լարիսա Ալավերդյան,Larisa Alaverdyan,,Լարիսա Ալավերդյան,Լարիսա Ալավերդյան,female,1943-09-21,,,"Алавердян, Лариса Асатуровна",,,,,,,,"Алавердян, Лариса Асатуровна",,politician,,Larisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alaverdian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4061571,Լեռնիկ Ալեքսանյան,,,Լեռնիկ Ալեքսանյան,,male,1952-10-16,,,"Алексанян, Лерник Рафикович",,,,,,,,"Алексанян, Лерник Рафикович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
