id,name,role,image,district,party,birth_date,email,source,name__hy,name__ru,term,faction_id,faction,start_date,end_date
1235,Andranik Harutyunyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1235,"","""Republican Party of Armenia"" /RPA/",1977-01-25,andranik.harutyunyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1235&lang=eng,Անդրանիկ Ալբերտի Հարությունյան,Андраник Альбертович Арутюнян,6,RPA,Republican,2017-05-18,
1236,Aram Harutyunyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1236,"","""Republican Party of Armenia"" /RPA/",1967-07-20,aram.harutyunyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1236&lang=eng,Արամ Խաչիկի Հարությունյան,Арам Хачикович Арутюнян,6,RPA,Republican,2017-05-18,
1237,Arman Sahakyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1237,"","""Republican Party of Armenia"" /RPA/",1978-03-05,arman.sahakyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1237&lang=eng,Արման Սոսի Սահակյան,Арман Сосович Саакян,6,RPA,Republican,2017-05-18,
1238,Feliks Tsolakyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1238,"",non-Party,1952-01-27,feliks.tsolakyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1238&lang=eng,Ֆելիքս Խոստեղի Ցոլակյան,Феликс Хостегович Цолакян,6,RPA,Republican,2017-05-18,
1239,Ashot Arsenyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1239,"","""Republican Party of Armenia"" /RPA/",1960-11-14,ashot.arsenyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1239&lang=eng,Աշոտ Եղիշեի Արսենյան,Ашот Егишеевич Арсенян,6,RPA,Republican,2017-05-18,
1240,Avet Sargsyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1240,"","""Republican Party of Armenia"" /RPA/",1968-09-22,avet.sargsyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1240&lang=eng,Ավետ Լավրենտի Սարգսյան,Авет Лаврентович Саргсян,6,RPA,Republican,2017-05-18,
1241,Grigor Avalyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1241,"",non-Party,1958-09-01,grigor.avalyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1241&lang=eng,Գրիգոր Սերոժի Ավալյան,Григор Серожевич Авалян,6,RPA,Republican,2017-05-18,
1243,Hrant Madatyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1243,"","""Prosperous Armenia"" Party",1964-05-24,hrant.madatyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1243&lang=eng,Հրանտ Ռոբերտի Մադաթյան,Грант Робертович Мадатян,6,TSAR,Tsarukyan,2017-05-18,
1244,Vanik Asatryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1244,"","""Prosperous Armenia"" Party",1956-01-31,vanik.asatryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1244&lang=eng,Վանիկ Խաչիկի Ասատրյան,Ваник Хачикович Асатрян,6,TSAR,Tsarukyan,2017-05-18,
1245,Vahan Karapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1245,"","""Prosperous Armenia"" Party",1966-05-26,vahan.karapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1245&lang=eng,Վահան Գուրգենի Կարապետյան,Ваган Гургенович Карапетян,6,TSAR,Tsarukyan,2017-05-18,
1246,Mane Tandilyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1246,"","""Bright Armenia""",1978-04-03,mane.tandilyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1246&lang=eng,Մանե Վանյայի Թանդիլյան,Мане Ваняевна Тандилян,6,WO,Way Out,2017-05-18,
1247,David Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1247,"","""Prosperous Armenia"" Party",1984-02-29,davit.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1247&lang=eng,Դավիթ Անդրանիկի Մանուկյան,Давид Андраникович Манукян,6,TSAR,Tsarukyan,2017-05-18,
1248,Melik Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1248,"","""Prosperous Armenia"" Party",1955-05-05,melik.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1248&lang=eng,Մելիք Սարիբեկի Մանուկյան,Мелик Сарибекович Манукян,6,TSAR,Tsarukyan,2017-05-18,
1250,Vardevan Grigoryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1250,"","""Prosperous Armenia"" Party",1953-07-12,vardevan.grigoryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1250&lang=eng,Վարդեւան Ֆաբրիցուսկի Գրիգորյան,Вардеван Фабрицускович Григорян,6,TSAR,Tsarukyan,2017-05-18,
1251,Vardan Ghukasyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1251,"",non-Party,1961-01-20,vardan.ghukasyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1251&lang=eng,Վարդան Կոլյայի Ղուկասյան,Вардан Коляевич Гукасян,6,TSAR,Tsarukyan,2017-05-18,
1252,Merouzhan Simonyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1252,"","""Prosperous Armenia"" Party",1963-09-04,merouzhan.simonyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1252&lang=eng,Մերուժան Համլետի Սիմոնյան,Меружан Гамлетович Симонян,6,TSAR,Tsarukyan,2017-05-18,
1253,Napoleon Azizyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1253,"","""Prosperous Armenia"" Party",1946-01-17,napoleon.azizyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1253&lang=eng,Նապոլեոն Սուրենի Ազիզյան,Наполеон Суренович Азизян,6,TSAR,Tsarukyan,2017-05-18,
1254,Argam Abrahamyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1254,"",non-Party,1986-05-25,argam.abrahamyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1254&lang=eng,Արգամ Հովիկի Աբրահամյան,Аргам Овикович Абраамян,6,TSAR,Tsarukyan,2017-05-18,
1255,Gevorg Gorgisyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1255,"","""Bright Armenia""",1986-01-23,gevorg.gorgisyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1255&lang=eng,Գեւորգ Սամվելի Գորգիսյան,Геворк Самвелович Горгисян,6,WO,Way Out,2017-05-18,
1256,Tigran Stepanyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1256,"","""Prosperous Armenia"" Party",1961-09-01,tigran.stepanyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1256&lang=eng,Տիգրան Վաչիկի Ստեփանյան,Тигран Вачикович Степанян,6,TSAR,Tsarukyan,2017-05-18,
1257,Andranik Karapetyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1257,"",non-Party,1983-04-06,andranik.karapetyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1257&lang=eng,Անդրանիկ Կարապետի Կարապետյան,Андраник Карапетович Карапетян,6,ARF,Armenian Revolutionary Federation,2017-05-18,
1258,Ararat Mirzoyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1258,"","""Civil Contract""",1979-11-23,ararat.mirzoyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1258&lang=eng,Արարատ Սամվելի Միրզոյան,Арарат Самвелович Мирзоян,6,WO,Way Out,2017-05-18,
1259,Arayik Aghababyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1259,"","""Prosperous Armenia"" Party",1962-03-19,arayik.aghababyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1259&lang=eng,Արայիկ Ռազմիկի Աղաբաբյան,Араик Размикович Агабабян,6,TSAR,Tsarukyan,2017-05-18,
1260,Nikol Pashinyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1260,"","""Civil Contract""",1975-06-01,nikolpashinyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1260&lang=eng,Նիկոլ Վովայի Փաշինյան,Никол Воваевич Пашинян,6,WO,Way Out,2017-05-18,
1261,Romik Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1261,"","""Armenian Revolutionary Federation"" /ARF/",1961-03-20,romik.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1261&lang=eng,Ռոմիկ Շավարշի Մանուկյան,Ромик Шаваршевич Манукян,6,ARF,Armenian Revolutionary Federation,2017-05-18,
1263,Suren Manukyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1263,"","""Armenian Revolutionary Federation"" /ARF/",1985-01-21,suren.manukyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1263&lang=eng,Սուրեն Սերժիկի Մանուկյան,Сурен Сержикович Манукян,6,ARF,Armenian Revolutionary Federation,2017-05-18,
1264,Gevorg Petrosyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1264,"","""Prosperous Armenia"" Party",1972-09-04,gevorg.petrosyan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1264&lang=eng,Գեւորգ Վոլոդյայի Պետրոսյան,Геворк Володяевич Петросян,6,TSAR,Tsarukyan,2017-05-30,
1265,Hakob Nazaryan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1265,"","""Prosperous Armenia"" Party",1979-08-10,hakob.nazaryan@parliament.am,http://parliament.am/deputies.php?sel=details&ID=1265&lang=eng,Հակոբ Աշոտի Նազարյան,Акоп Ашотович Назарян,6,TSAR,Tsarukyan,2017-05-30,
1266,Nora Arustamyan,"",http://parliament.am/photo.php?source=deputy&size=big&id=1266,"","""Prosperous Armenia"" Party",1991-09-24,"",http://parliament.am/deputies.php?sel=details&ID=1266&lang=eng,Նորա Սեդրակի Առուստամյան,Нора Седраковна Арустамян,6,TSAR,Tsarukyan,2017-05-30,
