id,name,sort_name,given_name,family_name,area,party,source,identifier__aph,email,website,facebook,twitter,wikipedia,wikipedia_name,start_date,end_date,term,identifier__openaustralia
10116,Richard Charlesworth,"Charlesworth, Richard",Richard,Charlesworth,Perth,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10116
10116,Richard Charlesworth,"Charlesworth, Richard",Richard,Charlesworth,Perth,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-02-08,36,10116
10117,Darren Cheeseman,"Cheeseman, Darren",Darren,Cheeseman,Corangamite,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Darren_Cheeseman,Darren Cheeseman,2007-11-24,2010-08-21,42,10117
10117,Darren Cheeseman,"Cheeseman, Darren",Darren,Cheeseman,Corangamite,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Darren_Cheeseman,Darren Cheeseman,2010-08-21,2013-09-07,43,10117
10121,Robert Chynoweth,"Chynoweth, Robert",Robert,Chynoweth,Dunkley,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10121
10121,Robert Chynoweth,"Chynoweth, Robert",Robert,Chynoweth,Dunkley,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37,10121
10122,Steven Ciobo,"Ciobo, Steven",Steven,Ciobo,Moncrieff,Liberal Party,http://data.openaustralia.org/members/representatives.xml,00AN0,"",http://www.stevenciobo.com/,https://www.facebook.com/StevenCioboMP,http://twitter.com/steveciobo,http://en.wikipedia.org/wiki/Steven_Ciobo,Steven Ciobo,2001-11-10,2004-10-09,40,10122
10122,Steven Ciobo,"Ciobo, Steven",Steven,Ciobo,Moncrieff,Liberal Party,http://data.openaustralia.org/members/representatives.xml,00AN0,"",http://www.stevenciobo.com/,https://www.facebook.com/StevenCioboMP,http://twitter.com/steveciobo,http://en.wikipedia.org/wiki/Steven_Ciobo,Steven Ciobo,2004-10-09,2007-11-24,41,10122
10122,Steven Ciobo,"Ciobo, Steven",Steven,Ciobo,Moncrieff,Liberal Party,http://data.openaustralia.org/members/representatives.xml,00AN0,"",http://www.stevenciobo.com/,https://www.facebook.com/StevenCioboMP,http://twitter.com/steveciobo,http://en.wikipedia.org/wiki/Steven_Ciobo,Steven Ciobo,2007-11-24,2010-08-21,42,10122
10122,Steven Ciobo,"Ciobo, Steven",Steven,Ciobo,Moncrieff,Liberal Party,http://data.openaustralia.org/members/representatives.xml,00AN0,"",http://www.stevenciobo.com/,https://www.facebook.com/StevenCioboMP,http://twitter.com/steveciobo,http://en.wikipedia.org/wiki/Steven_Ciobo,Steven Ciobo,2010-08-21,2013-09-07,43,10122
10122,Steven Ciobo,"Ciobo, Steven",Steven,Ciobo,Moncrieff,Liberal Party,http://data.openaustralia.org/members/representatives.xml,00AN0,"",http://www.stevenciobo.com/,https://www.facebook.com/StevenCioboMP,http://twitter.com/steveciobo,http://en.wikipedia.org/wiki/Steven_Ciobo,Steven Ciobo,2013-09-07,,44,10122
10123,Jason Clare,"Clare, Jason",Jason,Clare,Blaxland,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,HWL,"",http://www.jasonclare.com.au,https://www.facebook.com/JasonClareMP,http://twitter.com/JasonClareMP,http://en.wikipedia.org/wiki/Jason_Clare,Jason Clare,2007-11-24,2010-08-21,42,10123
10123,Jason Clare,"Clare, Jason",Jason,Clare,Blaxland,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,HWL,"",http://www.jasonclare.com.au,https://www.facebook.com/JasonClareMP,http://twitter.com/JasonClareMP,http://en.wikipedia.org/wiki/Jason_Clare,Jason Clare,2010-08-21,2013-09-07,43,10123
10123,Jason Clare,"Clare, Jason",Jason,Clare,Blaxland,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,HWL,"",http://www.jasonclare.com.au,https://www.facebook.com/JasonClareMP,http://twitter.com/JasonClareMP,http://en.wikipedia.org/wiki/Jason_Clare,Jason Clare,2013-09-07,,44,10123
10124,Philip Cleary,"Cleary, Philip",Philip,Cleary,Wills,Independent,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1992-04-11,1992-11-25,36,10124
10124,Philip Cleary,"Cleary, Philip",Philip,Cleary,Wills,Independent,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37,10124
10125,Peter Cleeland,"Cleeland, Peter",Peter,Cleeland,McEwen,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10125
10125,Peter Cleeland,"Cleeland, Peter",Peter,Cleeland,McEwen,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37,10125
10127,John Cobb,"Cobb, John",John,Cobb,Parkes,National Party,http://data.openaustralia.org/members/representatives.xml,00AN1,John.Cobb.MP@aph.gov.au,http://www.johncobb.com.au/,"","",http://en.wikipedia.org/wiki/John_Cobb_(Australian_politician),John Cobb (Australian politician),2001-11-10,2004-10-09,40,10127
10127,John Cobb,"Cobb, John",John,Cobb,Parkes,National Party,http://data.openaustralia.org/members/representatives.xml,00AN1,John.Cobb.MP@aph.gov.au,http://www.johncobb.com.au/,"","",http://en.wikipedia.org/wiki/John_Cobb_(Australian_politician),John Cobb (Australian politician),2004-10-09,2007-11-24,41,10127
10127,John Cobb,"Cobb, John",John,Cobb,Calare,National Party,http://data.openaustralia.org/members/representatives.xml,00AN1,John.Cobb.MP@aph.gov.au,http://www.johncobb.com.au/,"","",http://en.wikipedia.org/wiki/John_Cobb_(Australian_politician),John Cobb (Australian politician),2007-11-24,2010-08-21,42,10127
10127,John Cobb,"Cobb, John",John,Cobb,Calare,National Party,http://data.openaustralia.org/members/representatives.xml,00AN1,John.Cobb.MP@aph.gov.au,http://www.johncobb.com.au/,"","",http://en.wikipedia.org/wiki/John_Cobb_(Australian_politician),John Cobb (Australian politician),2010-08-21,2013-09-07,43,10127
10127,John Cobb,"Cobb, John",John,Cobb,Calare,National Party,http://data.openaustralia.org/members/representatives.xml,00AN1,John.Cobb.MP@aph.gov.au,http://www.johncobb.com.au/,"","",http://en.wikipedia.org/wiki/John_Cobb_(Australian_politician),John Cobb (Australian politician),2013-09-07,,44,10127
10128,Michael Cobb,"Cobb, Michael",Michael,Cobb,Parkes,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10128
10128,Michael Cobb,"Cobb, Michael",Michael,Cobb,Parkes,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36,10128
10128,Michael Cobb,"Cobb, Michael",Michael,Cobb,Parkes,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37,10128
10128,Michael Cobb,"Cobb, Michael",Michael,Cobb,Parkes,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1996-03-02,1998-08-31,38,10128
10129,Barry Cohen,"Cohen, Barry",Barry,Cohen,Robertson,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-02-19,35,10129
10136,Julie Collins,"Collins, Julie",Julie,Collins,Franklin,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,HWM,"",http://www.juliecollins.com/,https://www.facebook.com/juliecollinsmp,https://twitter.com/JulieCollinsMP,http://en.wikipedia.org/wiki/Julie_Collins,Julie Collins,2007-11-24,2010-08-21,42,10136
10136,Julie Collins,"Collins, Julie",Julie,Collins,Franklin,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,HWM,"",http://www.juliecollins.com/,https://www.facebook.com/juliecollinsmp,https://twitter.com/JulieCollinsMP,http://en.wikipedia.org/wiki/Julie_Collins,Julie Collins,2010-08-21,2013-09-07,43,10136
10136,Julie Collins,"Collins, Julie",Julie,Collins,Franklin,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,HWM,"",http://www.juliecollins.com/,https://www.facebook.com/juliecollinsmp,https://twitter.com/JulieCollinsMP,http://en.wikipedia.org/wiki/Julie_Collins,Julie Collins,2013-09-07,,44,10136
10139,Greg Combet,"Combet, Greg",Greg,Combet,Charlton,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Greg_Combet,Greg Combet,2007-11-24,2010-08-21,42,10139
10139,Greg Combet,"Combet, Greg",Greg,Combet,Charlton,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Greg_Combet,Greg Combet,2010-08-21,2013-08-05,43,10139
10140,David Connolly,"Connolly, David",David,Connolly,Bradfield,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10140
10140,David Connolly,"Connolly, David",David,Connolly,Bradfield,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36,10140
10140,David Connolly,"Connolly, David",David,Connolly,Bradfield,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-01-29,37,10140
10147,Ann Corcoran,"Corcoran, Ann",Ann,Corcoran,Isaacs,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Ann_Corcoran,Ann Corcoran,2000-08-12,2001-11-10,39,10147
10147,Ann Corcoran,"Corcoran, Ann",Ann,Corcoran,Isaacs,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Ann_Corcoran,Ann Corcoran,2001-11-10,2004-10-09,40,10147
10147,Ann Corcoran,"Corcoran, Ann",Ann,Corcoran,Isaacs,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Ann_Corcoran,Ann Corcoran,2004-10-09,2007-10-17,41,10147
10149,Peter Costello,"Costello, Peter",Peter,Costello,Higgins,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Peter_Costello,Peter Costello,1990-03-24,1993-03-13,36,10149
10149,Peter Costello,"Costello, Peter",Peter,Costello,Higgins,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Peter_Costello,Peter Costello,1993-03-13,1996-03-02,37,10149
10149,Peter Costello,"Costello, Peter",Peter,Costello,Higgins,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Peter_Costello,Peter Costello,1996-03-02,1998-10-03,38,10149
10149,Peter Costello,"Costello, Peter",Peter,Costello,Higgins,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Peter_Costello,Peter Costello,1998-10-03,2001-11-10,39,10149
10149,Peter Costello,"Costello, Peter",Peter,Costello,Higgins,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Peter_Costello,Peter Costello,2001-11-10,2004-10-09,40,10149
10149,Peter Costello,"Costello, Peter",Peter,Costello,Higgins,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Peter_Costello,Peter Costello,2004-10-09,2007-11-24,41,10149
10149,Peter Costello,"Costello, Peter",Peter,Costello,Higgins,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Peter_Costello,Peter Costello,2007-11-24,2009-10-19,42,10149
10152,Mark Coulton,"Coulton, Mark",Mark,Coulton,Parkes,National Party,http://data.openaustralia.org/members/representatives.xml,HWN,Mark.Coulton.MP@aph.gov.au,http://www.markcoulton.com.au,http://www.facebook.com/people/Mark-Coulton/732382571,https://twitter.com/MarkCoultonMP,http://en.wikipedia.org/wiki/Mark_Coulton,Mark Coulton,2007-11-24,2010-08-21,42,10152
10152,Mark Coulton,"Coulton, Mark",Mark,Coulton,Parkes,National Party,http://data.openaustralia.org/members/representatives.xml,HWN,Mark.Coulton.MP@aph.gov.au,http://www.markcoulton.com.au,http://www.facebook.com/people/Mark-Coulton/732382571,https://twitter.com/MarkCoultonMP,http://en.wikipedia.org/wiki/Mark_Coulton,Mark Coulton,2010-08-21,2013-09-07,43,10152
10152,Mark Coulton,"Coulton, Mark",Mark,Coulton,Parkes,National Party,http://data.openaustralia.org/members/representatives.xml,HWN,Mark.Coulton.MP@aph.gov.au,http://www.markcoulton.com.au,http://www.facebook.com/people/Mark-Coulton/732382571,https://twitter.com/MarkCoultonMP,http://en.wikipedia.org/wiki/Mark_Coulton,Mark Coulton,2013-09-07,,44,10152
10153,Brian Courtice,"Courtice, Brian",Brian,Courtice,Hinkler,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10153
10153,Brian Courtice,"Courtice, Brian",Brian,Courtice,Hinkler,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36,10153
10154,David Cowan,"Cowan, David",David,Cowan,Lyne,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10154
10154,David Cowan,"Cowan, David",David,Cowan,Lyne,National Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-02-08,36,10154
10155,David Cox,"Cox, David",David,Cox,Kingston,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1998-10-03,2001-11-10,39,10155
10155,David Cox,"Cox, David",David,Cox,Kingston,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,2001-11-10,2004-10-09,40,10155
10157,Mary Crawford,"Crawford, Mary",Mary,Crawford,Forde,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10157
10157,Mary Crawford,"Crawford, Mary",Mary,Crawford,Forde,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36,10157
10157,Mary Crawford,"Crawford, Mary",Mary,Crawford,Forde,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37,10157
10158,Simon Crean,"Crean, Simon",Simon,Crean,Hotham,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Simon_Crean,Simon Crean,1990-03-24,1993-03-13,36,10158
10158,Simon Crean,"Crean, Simon",Simon,Crean,Hotham,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Simon_Crean,Simon Crean,1993-03-13,1996-03-02,37,10158
10158,Simon Crean,"Crean, Simon",Simon,Crean,Hotham,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Simon_Crean,Simon Crean,1996-03-02,1998-10-03,38,10158
10158,Simon Crean,"Crean, Simon",Simon,Crean,Hotham,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Simon_Crean,Simon Crean,1998-10-03,2001-11-10,39,10158
10158,Simon Crean,"Crean, Simon",Simon,Crean,Hotham,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Simon_Crean,Simon Crean,2001-11-10,2004-10-09,40,10158
10158,Simon Crean,"Crean, Simon",Simon,Crean,Hotham,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Simon_Crean,Simon Crean,2004-10-09,2007-11-24,41,10158
10158,Simon Crean,"Crean, Simon",Simon,Crean,Hotham,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Simon_Crean,Simon Crean,2007-11-24,2010-08-21,42,10158
10158,Simon Crean,"Crean, Simon",Simon,Crean,Hotham,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Simon_Crean,Simon Crean,2010-08-21,2013-08-05,43,10158
10160,Janice Crosio,"Crosio, Janice",Janice,Crosio,Prospect,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36,10160
10160,Janice Crosio,"Crosio, Janice",Janice,Crosio,Prospect,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37,10160
10160,Janice Crosio,"Crosio, Janice",Janice,Crosio,Prospect,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1996-03-02,1998-10-03,38,10160
10160,Janice Crosio,"Crosio, Janice",Janice,Crosio,Prospect,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1998-10-03,2001-11-10,39,10160
10160,Janice Crosio,"Crosio, Janice",Janice,Crosio,Prospect,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,2001-11-10,2004-08-31,40,10160
10163,Barry Cunningham,"Cunningham, Barry",Barry,Cunningham,McMillan,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10163
10163,Barry Cunningham,"Cunningham, Barry",Barry,Cunningham,McMillan,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37,10163
10164,Yvette D'Ath,"D'Ath, Yvette",Yvette,D'Ath,Petrie,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Yvette_D%27Ath,Yvette D%27Ath,2007-11-24,2010-08-21,42,10164
10164,Yvette D'Ath,"D'Ath, Yvette",Yvette,D'Ath,Petrie,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Yvette_D%27Ath,Yvette D%27Ath,2010-08-21,2013-09-07,43,10164
10165,Michael Danby,"Danby, Michael",Michael,Danby,Melbourne Ports,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,WF6,Michael.Danby.MP@aph.gov.au,http://www.danbymp.com/,https://www.facebook.com/michael.danby.39,"",http://en.wikipedia.org/wiki/Michael_Danby,Michael Danby,1998-10-03,2001-11-10,39,10165
10165,Michael Danby,"Danby, Michael",Michael,Danby,Melbourne Ports,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,WF6,Michael.Danby.MP@aph.gov.au,http://www.danbymp.com/,https://www.facebook.com/michael.danby.39,"",http://en.wikipedia.org/wiki/Michael_Danby,Michael Danby,2001-11-10,2004-10-09,40,10165
10165,Michael Danby,"Danby, Michael",Michael,Danby,Melbourne Ports,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,WF6,Michael.Danby.MP@aph.gov.au,http://www.danbymp.com/,https://www.facebook.com/michael.danby.39,"",http://en.wikipedia.org/wiki/Michael_Danby,Michael Danby,2004-10-09,2007-11-24,41,10165
10165,Michael Danby,"Danby, Michael",Michael,Danby,Melbourne Ports,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,WF6,Michael.Danby.MP@aph.gov.au,http://www.danbymp.com/,https://www.facebook.com/michael.danby.39,"",http://en.wikipedia.org/wiki/Michael_Danby,Michael Danby,2007-11-24,2010-08-21,42,10165
10165,Michael Danby,"Danby, Michael",Michael,Danby,Melbourne Ports,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,WF6,Michael.Danby.MP@aph.gov.au,http://www.danbymp.com/,https://www.facebook.com/michael.danby.39,"",http://en.wikipedia.org/wiki/Michael_Danby,Michael Danby,2010-08-21,2013-09-07,43,10165
10165,Michael Danby,"Danby, Michael",Michael,Danby,Melbourne Ports,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,WF6,Michael.Danby.MP@aph.gov.au,http://www.danbymp.com/,https://www.facebook.com/michael.danby.39,"",http://en.wikipedia.org/wiki/Michael_Danby,Michael Danby,2013-09-07,,44,10165
10166,Steven Dargavel,"Dargavel, Steven",Steven,Dargavel,Fraser,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1997-02-01,1998-08-31,38,10166
10167,Elaine Darling,"Darling, Elaine",Elaine,Darling,Lilley,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10167
10167,Elaine Darling,"Darling, Elaine",Elaine,Darling,Lilley,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-02-08,36,10167
10169,Margaret Deahm,"Deahm, Margaret",Margaret,Deahm,Macquarie,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37,10169
10171,Bob Debus,"Debus, Bob",Bob,Debus,Macquarie,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Bob_Debus,Bob Debus,2007-11-24,2010-08-21,42,10171
10176,James Dobie,"Dobie, James",James,Dobie,Cook,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10176
10176,James Dobie,"Dobie, James",James,Dobie,Cook,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36,10176
10176,James Dobie,"Dobie, James",James,Dobie,Cook,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-01-29,37,10176
10177,Peter Dodd,"Dodd, Peter",Peter,Dodd,Leichhardt,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37,10177
10178,Nicholas Dondas,"Dondas, Nicholas",Nicholas,Dondas,Northern Territory,Country Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1996-03-02,1998-10-03,38,10178
10179,Alexander Downer,"Downer, Alexander",Alexander,Downer,Mayo,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Alexander_Downer,Alexander Downer,1987-07-11,1990-03-24,35,10179
10179,Alexander Downer,"Downer, Alexander",Alexander,Downer,Mayo,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Alexander_Downer,Alexander Downer,1990-03-24,1993-03-13,36,10179
10179,Alexander Downer,"Downer, Alexander",Alexander,Downer,Mayo,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Alexander_Downer,Alexander Downer,1993-03-13,1996-03-02,37,10179
10179,Alexander Downer,"Downer, Alexander",Alexander,Downer,Mayo,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Alexander_Downer,Alexander Downer,1996-03-02,1998-10-03,38,10179
10179,Alexander Downer,"Downer, Alexander",Alexander,Downer,Mayo,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Alexander_Downer,Alexander Downer,1998-10-03,2001-11-10,39,10179
10179,Alexander Downer,"Downer, Alexander",Alexander,Downer,Mayo,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Alexander_Downer,Alexander Downer,2001-11-10,2004-10-09,40,10179
10179,Alexander Downer,"Downer, Alexander",Alexander,Downer,Mayo,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Alexander_Downer,Alexander Downer,2004-10-09,2007-11-24,41,10179
10179,Alexander Downer,"Downer, Alexander",Alexander,Downer,Mayo,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Alexander_Downer,Alexander Downer,2007-11-24,2008-07-14,42,10179
10180,Trish Draper,"Draper, Trish",Trish,Draper,Makin,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Trish_Draper,Trish Draper,1996-03-02,1998-10-03,38,10180
10180,Trish Draper,"Draper, Trish",Trish,Draper,Makin,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Trish_Draper,Trish Draper,1998-10-03,2001-11-10,39,10180
10180,Trish Draper,"Draper, Trish",Trish,Draper,Makin,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Trish_Draper,Trish Draper,2001-11-10,2004-10-09,40,10180
10180,Trish Draper,"Draper, Trish",Trish,Draper,Makin,Liberal Party,http://data.openaustralia.org/members/representatives.xml,,,,,,http://en.wikipedia.org/wiki/Trish_Draper,Trish Draper,2004-10-09,2007-10-17,41,10180
10181,Mark Dreyfus,"Dreyfus, Mark",Mark,Dreyfus,Isaacs,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,HWG,"",http://www.markdreyfus.com,http://en-gb.facebook.com/mark.dreyfus,"",http://en.wikipedia.org/wiki/Mark_Dreyfus,Mark Dreyfus,2007-11-24,2010-08-21,42,10181
10181,Mark Dreyfus,"Dreyfus, Mark",Mark,Dreyfus,Isaacs,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,HWG,"",http://www.markdreyfus.com,http://en-gb.facebook.com/mark.dreyfus,"",http://en.wikipedia.org/wiki/Mark_Dreyfus,Mark Dreyfus,2010-08-21,2013-09-07,43,10181
10181,Mark Dreyfus,"Dreyfus, Mark",Mark,Dreyfus,Isaacs,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,HWG,"",http://www.markdreyfus.com,http://en-gb.facebook.com/mark.dreyfus,"",http://en.wikipedia.org/wiki/Mark_Dreyfus,Mark Dreyfus,2013-09-07,,44,10181
10183,Stephen Dubois,"Dubois, Stephen",Stephen,Dubois,St George,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10183
10183,Stephen Dubois,"Dubois, Stephen",Stephen,Dubois,St George,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-02-08,36,10183
10184,Michael Duffy,"Duffy, Michael",Michael,Duffy,Holt,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10184
10184,Michael Duffy,"Duffy, Michael",Michael,Duffy,Holt,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36,10184
10184,Michael Duffy,"Duffy, Michael",Michael,Duffy,Holt,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-01-29,37,10184
10185,Peter Duncan,"Duncan, Peter",Peter,Duncan,Makin,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1987-07-11,1990-03-24,35,10185
10185,Peter Duncan,"Duncan, Peter",Peter,Duncan,Makin,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1990-03-24,1993-03-13,36,10185
10185,Peter Duncan,"Duncan, Peter",Peter,Duncan,Makin,Australian Labor Party,http://data.openaustralia.org/members/representatives.xml,,,,,,,,1993-03-13,1996-03-02,37,10185
10188,Peter Dutton,"Dutton, Peter",Peter,Dutton,Dickson,Liberal Party,http://data.openaustralia.org/members/representatives.xml,00AKI,Peter.Dutton.MP@aph.gov.au,HTTP://www.peterdutton.com.au,http://www.facebook.com/peterduttonmp,http://twitter.com/PeterDutton_MP,http://en.wikipedia.org/wiki/Peter_Dutton,Peter Dutton,2001-11-10,2004-10-09,40,10188
