id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,honorific_prefix,birth_date,identifier__freebase,family_name,given_name,identifier__ISNI,identifier__NLA,website,identifier__NNDB,death_date,identifier__Muzinger,twitter,identifier__BNF,identifier__NLI,identifier__NTA,instagram,facebook,identifier__ATP,identifier__ITF,wikipedia__en,identifier__Munzinger,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__fr,name__ru,name__es,name__fi,name__it,name__la,name__de,name__ja,name__cs,name__fa,name__hr,name__nl,name__zh,name__sv,name__uk,name__mr,name__de_ch,name__el,name__en_ca,name__en_gb,name__he,name__id,name__ko,name__nb,name__pt_br,name__sh,name__ta,name__vi,name__hu,name__ms,name__be_tarask,name__da,name__fo,name__is,name__kl,name__nn,name__tl,name__sco,name__af,name__et,name__tr,name__ne,name__be,name__ur,name__bn,name__ro,name__sr,name__min,name__mn,name__hi,name__lt,name__bg,name__ar,name__io,name__th,name__ca,name__hy,name__mk,name__lv,name__mg,name__yi,name__ka,name__ckb,name__eo,wikipedia__af,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ur,wikipedia__vi,wikipedia__yi,wikipedia__zh,name__sq,wikipedia__sq,name__si,wikipedia__si,name__nds,name__eu,name__qu,name__uz,name__vo,name__oc,name__ga,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__yue,name__ht,name__wuu,name__ku,name__sk,name__cy,name__war,name__tpi,name__ceb,name__br,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__enwikinews,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__gd,name__gl,name__gsw,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,wikipedia__lb,wikipedia__mk,original_wikiname,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ie,wikipedia__is,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__MusicBrainz,identifier__discogs,identifier__IMDB,name__jv,wikipedia__dewikiquote,wikipedia__gl,wikipedia__jv,wikipedia__nowikiquote,wikipedia__svwikinews,wikipedia__ukwikiquote,name__gv,wikipedia__gv,identifier__CANTIC,identifier__NDL,identifier__NUKAT,name__bs,name__lmo,wikipedia__ast,identifier__ULAN,identifier__NLAtrove,wikipedia__hif,name__hif,identifier__GTAA,identifier__OLID,wikipedia__hiwikiquote,identifier__Britannica,wikipedia__sm,identifier__FAST,name__sm,last_seen,identifier__CSPAN,identifier__TED,identifier__AuDB,identifier__senate_nl,linkedin,identifier__google_plus,identifier__wikitree,wikipedia__mai,identifier__google_knowledge,name__mai,occupation,identifier__nlg
Q518856,Nicola Roxon,Nicola Roxon,"https://upload.wikimedia.org/wikipedia/commons/9/9d/Attorney-General_of_Australia_and_Emergency_Management_Minister,_Nicola_Roxon_and_Deputy_Mayor_of_Wagga_Wagga,_Councillor_Yvonne_Braid.jpg",female,,,,,,1967-04-01,/m/02q054,,Nicola,,,,,,,,,,,,,,,Nicola Roxon,,,,,,,,,Nicola Roxon,Nicola Roxon,,Nicola Roxon,,,,Nicola Roxon,,,,,Nicola Roxon,,Nicola Roxon,,,,,,,,,,Nicola Roxon,,,,,Nicola Roxon,,,Nicola Roxon,,,,Nicola Roxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicola Roxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicola Roxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicola Roxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5212240,Damian Drum,Damian Drum,,male,,,,,,1960-07-28,,,Damian,,,,,,,,,,,,,,,Damian Drum,,,,,,,,,,Damian Drum,,Damian Drum,,Damian Drum,,Damian Drum,,,,,Damian Drum,,Damian Drum,,,,,,,,,,Damian Drum,,,,,,,,Damian Drum,,,,Damian Drum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damian Drum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australian-rules footballer,
Q5212260,Damian Hale,Damian Hale,,male,,,,,,1969-12-28,,Hale,Damian,,,,,,,,,,,,,,,Damian Hale,,,,,,,,,,Damian Hale,,,,Damian Hale,,Damian Hale,,,,,Damian Hale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damian Hale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5214486,Dan Tehan,Dan Tehan,,male,,,,,,1968-01-27,,,Dan,,,,,,,,,,,,,,,Dan Tehan,,,,,,,,,,Dan Tehan,,Dan Tehan,,Dan Tehan,,Dan Tehan,,,,,Dan Tehan,丹·特漢,,,,,,,,,,,,,,,,Dan Tehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,丹·特漢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dan Tehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5220012,Danna Vale,Danna Vale,,female,,,,,,1944-11-14,,,Dannah,,,,,,,,,,,,,,,Danna Vale,,,,,,,,,,Danna Vale,,Danna Vale,,Danna Vale,,Danna Vale,,,,,Danna Vale,,,,,,,,,,,,,,,,,Danna Vale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danna Vale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5224837,Darren Cheeseman,Darren Cheeseman,https://upload.wikimedia.org/wikipedia/commons/4/4e/Darren_Cheeseman.jpg,male,,,,,,1976-06-08,,,Darren,,,,,,,,,,,,,,,Darren Cheeseman,,,,,,,,,,Darren Cheeseman,,Darren Cheeseman,,Darren Cheeseman,,Darren Cheeseman,,,,,Darren Cheeseman,,,,,,,,,,,,,,,,,Darren Cheeseman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darren Cheeseman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5224839,Darren Chester,Darren Chester,"https://upload.wikimedia.org/wikipedia/commons/9/9a/Darren_Chester,_Aus_Nat_Party,_Fed_MP_Gippsland,_2009.jpg",male,,,,,,1967-09-13,,,Darren,,,,,,,,,,,,,,,Darren Chester,,,,,,,,,,Darren Chester,,,,Darren Chester,,Darren Chester,,,,,Darren Chester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darren Chester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5226210,Daryl Melham,Daryl Melham,,male,,,,,,1954-11-26,,,Daryl,,,,,,,,,,,,,,,Daryl Melham,,,,,,,,,,Daryl Melham,,Daryl Melham,,,,Daryl Melham,,,,,Daryl Melham,,,,,,,,,,,,,,,,,Daryl Melham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daryl Melham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5226263,Daryl Williams,Daryl Williams,,male,92940366,,,,,1942-08-21,,Williams,Daryl,,,,,,,,,,,,,,,Daryl Williams,,,,,,,,,,Daryl Williams,,Daryl Williams,,,,Daryl Williams,,,,,Daryl Williams,,Daryl Williams,,,,,,,,,,Daryl Williams,,,,,Daryl Williams,,,Daryl Williams,,,,Daryl Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daryl Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5230005,Dave Tollner,Dave Tollner,,male,,,,,,1966-01-31,,,Dave,,,,,,,,,,,,,,,Dave Tollner,,,,,,,,,,Dave Tollner,,Dave Tollner,,Dave Tollner,,Dave Tollner,,,,,Dave Tollner,,,,,,,,,,,,,,,,,Dave Tollner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Tollner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5231244,David Beddall,David Beddall,,male,,,,,,1948-11-27,,,David,,,,,,,,,,,,,,,David Beddall,,,,,,,,,,David Beddall,,,,David Beddall,,David Beddall,,,,,David Beddall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Beddall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5231642,David Bradbury,David Bradbury,,male,,,,,,1976-02-28,,Bradbury,David,,,,,,,,,,,,,,,David Bradbury (Australian politician),,,,,,,,,,David Bradbury,,David Bradbury,,,,David Bradbury,,,,,David Bradbury,,,,,,,,,,,,,,,,,David Bradbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Bradbury (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5232306,David Charles,David Charles,,male,,,,,,1948-03-02,,,David,,,,,,,,,,,,,,,David Charles (Australian politician),,,,,,,,,,David Charles,Дэвид Чарльз,,,,,David Charles,,,,,David Charles,,,,,,,,,,,,,,,,,David Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Charles (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471858,,,,,,,,,,,,,,,,,,,,,film director,
Q5232517,David Connolly,David Connolly,,male,4319748,,n2004022421,,,1939-07-20,,Connolly,David,,,,,,,,,,,,,,,David Connolly (politician),,,,,,,,,,David Connolly,,,,,,David Connolly,,,,,David Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Connolly (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5232623,David Cox,David Cox,,male,169726313,,,,,1954-08-01,,,David,0000 0001 1856 8276,,,,,,,,,,,,,,David Cox (Australian politician),,,,,,,,,,David Cox,,David Cox,,,,David Cox,,,,,David Cox,,,,,,,,,,,,,,,,,David Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Cox (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5233587,David Fawcett,David Fawcett,,male,,,,,,1963-10-23,,,David,,,,,,,,,,,,,,,David Fawcett,,,,,,,,,,David Fawcett,Дэвид Фоусет,David Fawcett,,,,David Fawcett,,,,,David Fawcett,大衛·福賽特,David Fawcett,,,,,,,,,,David Fawcett,,,,,David Fawcett,,,David Fawcett,,,,David Fawcett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大衛·福賽特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Fawcett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5235784,David Jull,David Jull,,male,95025554,,,,,1944-10-04,,,David,,,,,2011-09-13,,,,,,,,,,David Jull,,,,,,,,,,David Jull,,David Jull,,,,David Jull,,,,,David Jull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Jull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5235919,David Kemp,David Kemp,,male,34540549,,,032939671,,1941-10-14,,,David,,,,,,,,12386970q,,,,,,,David Kemp (politician),,,,,,,,,,David Kemp,Дэвид Кемп,David Kemp,,,,David Kemp,,,,,David Kemp,,,,,,,,,,,,,,,,,David Kemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Kemp (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5239805,David Simmons,David Simmons,,male,,,,,,1947-01-07,,Simmons,David,,,,,,,,,,,,,,,David Simmons (Australian politician),,,,,,,,,,David Simmons,Дэвид Симмонс,David Simmons,,,,David Simmons,,,,,David Simmons,,,,,,,,,,,,,,,,,David Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Simmons (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5243805,De-Anne Kelly,De-Anne Kelly,,female,,,,,,1954-03-21,,,,,,,,,,,,,,,,,,De-Anne Kelly,,,,,,,,,,De-Anne Kelly,,De-Anne Kelly,,,,,,,,,De-Anne Kelly,,De-Anne Kelly,,,,,,,,,,De-Anne Kelly,,,,,De-Anne Kelly,,,De-Anne Kelly,,,,De-Anne Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De-Anne Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5248341,Deborah O'Neill,Deborah O'Neill,,female,305131580,,,,,1961-06-04,,O'Neill,Deborah,,,,,,,,,,,,,,,Deborah O'Neill,,,,,,,,,,Deborah O'Neill,,,,,,Deborah O'Neill,,,,,Deborah O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deborah O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5258570,Dennis Jensen,Dennis Jensen,,male,,,,,,1962-02-28,/m/044_fm,,Dennis,,,http://www.dennisjensen.com.au/,,,,DennisJensenMP,,,,,,,,Dennis Jensen,,,,,,,,,,Dennis Jensen,,Dennis Jensen,,,,Dennis Jensen,,,,,Dennis Jensen,丹尼斯·詹森,,,,,,,,,,,,,,,,Dennis Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,丹尼斯·詹森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dennis Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,air traffic controller,
Q5272614,Dick Adams,Dick Adams,https://upload.wikimedia.org/wikipedia/commons/8/8d/Dick_Adams.png,male,168949425,,,,,1951-04-29,,,Dick,,,,,,,,,,,,,,,Dick Adams (politician),,,,,,,,,,Dick Adams,,Dick Adams,,,,Dick Adams,,,,,Dick Adams,,Dick Adams,,,,,,,,,,Dick Adams,,,,,Dick Adams,,,Dick Adams,,,,Dick Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dick Adams (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q5273099,Dick Klugman,Dick Klugman,,male,94037459,,,,,1924-01-13,,,Dick,,,,,2011-02-21,,,,,,,,,,Dick Klugman,,,,,,,,,,Dick Klugman,,,,,,Dick Klugman,,,,,Dick Klugman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Klugman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q528907,Peter Garrett,Peter Garrett,https://upload.wikimedia.org/wikipedia/commons/3/3d/Ac.garrett1.jpg,male,91514491,,nb2008024886,182886786,,1953-04-16,/m/014psz,,Peter,0000 0000 8399 9745,,http://petergarrett.com.au/,815/000049668,,,,14048921x,,,,,,,Peter Garrett,,,彼得·格列特,,彼得·加来特,,,Peter Garrett,Peter Garrett,Peter Garrett,Питер Гарретт,Peter Garret,Peter Garrett,Peter Garrett,,Peter Garrett,ピーター・ギャレット,,,,Peter Garret,彼得·格列特,Peter Garrett,,,,,,,,,,,,,,,Peter Garret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Garrett,,,,Peter Garrett,,,Peter Garrett,Peter Garrett,,,,,,,,Peter Garrett,,ピーター・ギャレット,,,,,,,,,,,,Peter Garrett,,Peter Garrett,Peter Garrett,,"Гарретт, Питер",,,,,Peter Garrett,,Peter Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Garrett,,,,,,,,,,,,,,,,,,,,,,,,Peter Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Garrett,,,,,,,,,,,,,,,,,,,,,,,,,7c383967-13fb-4c8c-95e2-c3e6da961e8c,486346,,,,,,,,,,,,,,,,,,474043,,,,,,,,1913690,,,,,,,,,,,,,singer,
Q5292527,Don Dobie,Don Dobie,,male,,,,,,1927-07-28,,,Don,,,,,1996-11-25,,,,,,,,,,Don Dobie,,,,,,,,,,Don Dobie,,Don Dobie,,Don Dobie,,Don Dobie,,,,,Don Dobie,唐·多比,,,,,,,,,,,,,,,,Don Dobie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don Dobie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
