aph_id,photo,email,facebook,website,twitter
M3M,/api/parliamentarian/M3M/image,,http://www.facebook.com/profile.php?id=100001834307725,http://www.johnalexander.net.au/,http://twitter.com/JohnAlexanderMP
MT4,/api/parliamentarian/MT4/image,Russell.Broadbent.MP@aph.gov.au,,http://www.russellbroadbent.com.au,
PG6,/api/parliamentarian/PG6/image,,,http://www.jennymacklin.net.au,
PK6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/PK6/upload_ref_binary/PK6.JPG,Don.Randall.MP@aph.gov.au,,http://www.donrandallmp.com/,
R36,/api/parliamentarian/R36/image,A.Albanese.MP@aph.gov.au,,http://www.anthonyalbanese.com.au,http://twitter.com/AlboMP
SE4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/SE4/upload_ref_binary/SE4.JPG,Bronwyn.Bishop.MP@aph.gov.au,,,
TK6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/TK6/upload_ref_binary/TK6.JPG,Andrew.Southcott.MP@aph.gov.au,http://www.facebook.com/people/Andrew-Southcott/564332755,http://www.andrewsouthcott.com/,https://www.facebook.com/AndrewSouthcottMP
UK6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/UK6/upload_ref_binary/UK6.jpg,Kelvin.Thomson.MP@aph.gov.au,http://www.facebook.com/profile.php?id=634701493,http://www.kelvinthomson.com.au/,http://twitter.com/KelvinThomsonMP
VU5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/VU5/upload_ref_binary/VU5.jpg,Alan.Griffin.MP@aph.gov.au,https://www.facebook.com/griffin.alan,http://www.griffinmp.com/,
WF6,/api/parliamentarian/WF6/image,Michael.Danby.MP@aph.gov.au,https://www.facebook.com/michael.danby.39,http://www.danbymp.com/,
WN6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/WN6/upload_ref_binary/WN6.JPG,Ian.Macfarlane.MP@aph.gov.au,,http://www.ianmacfarlanemp.com/,
YT4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/YT4/upload_ref_binary/YT4.JPG,Bruce.Scott.MP@aph.gov.au,,http://www.maranoa.info,
ZN4,/api/parliamentarian/ZN4/image,,https://www.facebook.com/SarahHendersonMP,http://sarahhenderson.com.au/,https://twitter.com/SHendersonMP
