id,name__pl,name__en,name__de,name__fr,name,wikipedia__pl,gender,birth_date,given_name,original_wikiname,name__pt,name__nl,name__eo,name__et,name__it,wikipedia__commons,wikipedia__en,wikipedia__et,wikipedia__fr,wikipedia__pt,image,identifier__VIAF,name__es,name__nb,name__da,name__nn,name__sv,name__en_ca,name__en_gb,name__pt_br,wikipedia__de,identifier__freebase,identifier__EuroparlMEP,wikipedia__plwikiquote,name__de_ch,name__sk,wikipedia__sk,identifier__NUKAT,name__lt,wikipedia__lt,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__eu,name__fi,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,name__ru,wikipedia__es,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,name__zh_hans,name__zh_hant,name__zh_hk,name__uk,name__fa,name__zh,wikipedia__fa,wikipedia__fi,wikipedia__it,wikipedia__ro,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__zh,wikipedia__eo,identifier__LCAuth,name__mg,wikipedia__ca,wikipedia__mg,wikipedia__nl,wikipedia__tr,website,identifier__FIFA,name__ka,name__be,name__bg,name__vi,name__la,name__ie,name__szl,name__ko,name__el,name__io,name__hy,name__ja,name__mk,name__sr,name__mr,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__mr,wikipedia__no,wikipedia__simple,wikipedia__szl,wikipedia__vi,wikipedia__eu,wikipedia__gl,name__ksh,wikipedia__ksh,name__oc,identifier__GND,name__he,name__sr_el,name__sr_ec,name__be_tarask,name__th,wikipedia__be_x_old,wikipedia__he,wikipedia__sr,wikipedia__th,identifier__NKC,facebook,wikipedia__sl,wikipedia__oc,twitter,name__id,wikipedia__dewikiquote,wikipedia__id,wikipedia__itwikiquote,wikipedia__ukwikiquote,identifier__NTA,identifier__GTAA,name__csb,wikipedia__csb,name__az,name__hsb,name__lv,name__ms,name__sh,name__uz,name__yo,name__yue,name__ar,wikipedia__ar,wikipedia__az,wikipedia__br,wikipedia__hr,wikipedia__hsb,wikipedia__lv,wikipedia__ms,wikipedia__nn,wikipedia__sco,wikipedia__sh,wikipedia__uz,wikipedia__yo,wikipedia__zh_yue,name__mwl,wikipedia__mwl,identifier__NLP,wikipedia__af,wikipedia__mk,family_name,identifier__Munzinger,name__fo,wikipedia__fo,name__hi,name__kk,wikipedia__ast,wikipedia__kk,name__dsb,name__ht,name__qu,name__zh_cn,name__mn,name__ta,name__crh_latn,name__ne,wikipedia__crh,wikipedia__cy,wikipedia__dsb,wikipedia__enwikiquote,wikipedia__ht,wikipedia__hy,wikipedia__lmo,wikipedia__mn,wikipedia__qu,wikipedia__scn,death_date,name__sgs,wikipedia__bat_smg,identifier__AlloCine,name__ia,name__na,name__os,name__zh_tw,name__zh_sg,name__zh_mo,name__zh_my,name__kaa,wikipedia__an,wikipedia__eowikiquote,wikipedia__ia,wikipedia__kaa,wikipedia__na,wikipedia__os,identifier__LNB,name__tl,wikipedia__tl,name__fy,wikipedia__fy,wikipedia__bgwikiquote,name__vo,wikipedia__vo,name__cv,name__jv,name__mrj,name__sah,name__se,name__tt,name__nan,name__ckb,wikipedia__ckb,wikipedia__cv,wikipedia__fur,wikipedia__ga,wikipedia__gd,wikipedia__hewikiquote,wikipedia__hi,wikipedia__jv,wikipedia__ltwikiquote,wikipedia__mrj,wikipedia__nds,wikipedia__plwikisource,wikipedia__sah,wikipedia__se,wikipedia__sq,wikipedia__ta,wikipedia__tt,wikipedia__zh_min_nan,identifier__PTBNP,identifier__parlement,identifier__NDL,identifier__NLA,identifier__NLI,identifier__BNE,identifier__BAV,name__diq,wikipedia__bs,name__simple,name__mo,wikipedia__mo,identifier__catholic_hierarchy,wikipedia__xmf,name__xmf,name__bm,name__de_at,name__frc,name__frp,name__jam,name__kab,name__kg,name__min,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__wo,name__zu,identifier__IIAF,identifier__MusicBrainz,identifier__discogs,identifier__MGP,identifier__allmovie,identifier__OLID,identifier__SFDb,identifier__NNDB,identifier__FAST,identifier__CSPAN,identifier__moviemeter,last_seen,wikipedia__ba,identifier__Britannica,name__ba,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__dialnet,identifier__senate_nl,identifier__PACE,wikipedia__bn,name__bn,name__pdc,name__stq,name__war,identifier__wikitree,identifier__bigenc_ru,identifier__google_knowledge,wikipedia__dewikinews,wikipedia__plwikinews,wikipedia__ruwikinews,wikipedia__srwikinews,occupation,identifier__polish_scientist,identifier__ne_se,identifier__ULAN,identifier__quora,wikipedia__enwikinews,identifier__snac,wikipedia__frwikinews,wikipedia__bewikiquote,identifier__persee,identifier__filmpolski,name__ext,pseudonym,identifier__songkick,identifier__ioc_athlete,instagram,name__ty,name__ceb,identifier__BIBSYS,identifier__EGAXA,identifier__CONOR,identifier__GNC,name__bat_smg,identifier__flickr,identifier__youtube,wikipedia__ruwikiquote,wikipedia__enwikisource,wikipedia__ruwikisource,identifier__Gutenberg,wikipedia__myv,name__lfn,name__crh,name__myv,name__mi,noble_title,identifier__CERL,name__kana,identifier__NSK,identifier__CiNii,identifier__NLAtrove,wikipedia__azb,wikipedia__wuu,name__azb,wikipedia__ur,name__wuu,name__ur,wikipedia__nlwikiquote,wikipedia__mzn,name__mzn,wikipedia__ml,name__ml,identifier__democracyclub,wikipedia__species
Q55942,Jerzy Hausner,Jerzy Hausner,Jerzy Hausner,Jerzy Hausner,Jerzy Hausner,Jerzy Hausner,male,1949-10-06,Jerzy,Jerzy Hausner,Jerzy Hausner,Jerzy Hausner,,,Jerzy Hausner,Category:Jerzy Hausner,Jerzy Hausner,,Jerzy Hausner,,https://upload.wikimedia.org/wikipedia/commons/f/f9/Jerzy_Hausner_2016_AB.jpg,85299279,Jerzy Hausner,Jerzy Hausner,Jerzy Hausner,Jerzy Hausner,Jerzy Hausner,Jerzy Hausner,Jerzy Hausner,,,/m/02w4h2b,,Jerzy Hausner,,,,,,,,,Jerzy Hausner,,,,Jerzy Hausner,,,,,Jerzy Hausner,,,,,,,Jerzy Hausner,,,,,,,,,,,,,,,,Jerzy Hausner,,,,,,,,0000 0000 7832 6175,,,,,,,,,,,,,,,,,,,n80164024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerzy Hausner,132227878,,,,,,,,,,,,,,,,,,,,174475527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hausner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q559797,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,male,1967-03-15,Roman,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Category:Roman Kotliński,Roman Kotliński,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/Posel-kotlinski-roman-2013-11m.jpg,163626400,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,,,,Roman Kotliński,/m/0hgls3b,,Roman Kotliński,,Roman Kotliński,,n99008226,Roman Kotliński,,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,Roman Kotliński,,,0000 0001 1232 3219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman Kotliński,,,,,,,,,,,,,,,,,,,,,,,,,,,Roman Kotliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5598521,Grażyna Ciemniak,Grażyna Ciemniak,Grażyna Ciemniak,Grażyna Ciemniak,Grażyna Ciemniak,Grażyna Ciemniak,female,1948-06-20,Grażyna,Grażyna Ciemniak,Grażyna Jolanta Ciemniak,Grażyna Ciemniak,,,Grażyna Ciemniak,Category:Grażyna Ciemniak,Grażyna Ciemniak,,,Grażyna Jolanta Ciemniak,https://upload.wikimedia.org/wikipedia/commons/7/7c/Grazyna_Ciemniak_Bydgoszcz_2010.jpg,,,,Grażyna Ciemniak,,Grażyna Ciemniak,,,,,/m/0f6qb_,23759,,,,,,,,,,,,,,Grażyna Ciemniak,,,,,Grażyna Ciemniak,,,,,,,,,,,,,,,,,,,,,,,Grażyna Ciemniak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5598527,Grażyna Tyszko,Grażyna Tyszko,Grażyna Tyszko,Grażyna Tyszko,Grażyna Tyszko,Grażyna Tyszko,female,1949-04-25,Grażyna,Grażyna Tyszko,Grażyna Tyszko,Grażyna Tyszko,,,Grażyna Tyszko,,Grażyna Tyszko,,,Grażyna Tyszko,,,,,Grażyna Tyszko,,Grażyna Tyszko,,,,,/m/0f6yrd,,Grażyna Tyszko,,,,,,,,,Grażyna Tyszko,,,,Grażyna Tyszko,,,,,Grażyna Tyszko,,,,,,,,,,,,,,,,,,,,,,,Grażyna Tyszko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyszko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5612566,Grzegorz Tobiszowski,Grzegorz Tobiszowski,Grzegorz Tobiszowski,Grzegorz Tobiszowski,Grzegorz Tobiszowski,Grzegorz Tobiszowski,male,1965-11-01,Grzegorz,Grzegorz Tobiszowski,Grzegorz Tobiszowski,Grzegorz Tobiszowski,,,Grzegorz Tobiszowski,Category:Grzegorz Tobiszowski,Grzegorz Tobiszowski,,,Grzegorz Tobiszowski,https://upload.wikimedia.org/wikipedia/commons/1/12/Grzegorz_Tobiszowski_2008.jpg,313026225,Grzegorz Tobiszowski,,Grzegorz Tobiszowski,,Grzegorz Tobiszowski,,,,,/m/0f6ynn,,,,,,,,,,,Grzegorz Tobiszowski,,,,Grzegorz Tobiszowski,,,,,Grzegorz Tobiszowski,,,,,,,Grzegorz Tobiszowski,,,,,,,,,,,,,,,,Grzegorz Tobiszowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56339720,Jadwiga Janiszewska,,,,Jadwiga Janiszewska,Jadwiga Janiszewska,female,1933-08-23,Jadwiga,,,Jadwiga Janiszewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jadwiga Janiszewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janiszewska,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pediatrician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56339886,Irena Janiszewska,,,,Irena Janiszewska,Irena Janiszewska,female,1914,Irena,,,Irena Janiszewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irena Janiszewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janiszewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q564000,Anna Śliwińska,Anna Śliwińska,Anna Śliwińska,Anna Śliwińska,Anna Śliwińska,Anna Śliwińska,female,1956-03-12,Anna,Anna Śliwińska,Anna Śliwińska,Anna Śliwińska,,,Anna Śliwińska,,,,,,,,Anna Śliwińska,Anna Śliwińska,Anna Śliwińska,Anna Śliwińska,Anna Śliwińska,,,,Anna Śliwińska,,,,,,,,,,,,Anna Śliwińska,,,,Anna Śliwińska,,,Anna Śliwińska,,Anna Śliwińska,,,,,,,,,,,,,,,,,,,,,,,Anna Śliwińska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pharmacist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5642375,Halina Murias,Halina Murias,Halina Murias,Halina Murias,Halina Murias,Halina Murias,female,1955-04-02,Halina,Halina Murias,Halina Murias,Halina Murias,,,Halina Murias,,Halina Murias,,,Halina Murias,,,Halina Murias,,Halina Murias,,Halina Murias,,,,,,,,,,,,,,,,Halina Murias,,,,Halina Murias,,,,,Halina Murias,,,,,,,Halina Murias,,,,,,,,,,,,,,,,Halina Murias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5648679,Hanna Foltyn-Kubicka,Hanna Foltyn-Kubicka,Hanna Foltyn-Kubicka,Hanna Foltyn-Kubicka,Hanna Foltyn-Kubicka,Hanna Foltyn-Kubicka,female,1950-05-23,Hanna,,Hanna Foltyn-Kubicka,Hanna Foltyn-Kubicka,,,Hanna Foltyn-Kubicka,Category:Hanna Foltyn-Kubicka,Hanna Foltyn-Kubicka,,,,https://upload.wikimedia.org/wikipedia/commons/1/1d/Foltyn-Kubicka_Hanna.JPG,110149841910402840431,Hanna Foltyn-Kubicka,,Hanna Foltyn-Kubicka,,Hanna Foltyn-Kubicka,,,,,/m/0c0748,34930,,,,,,,,,,Hanna Foltyn-Kubicka,,,,Hanna Foltyn-Kubicka,,,,,Hanna Foltyn-Kubicka,,,,,,,Hanna Foltyn-Kubicka,,,,,,,,,,,,Hanna Foltyn-Kubicka,,,,Hanna Foltyn-Kubicka,,,,,,,,,,,,,,,,,,,,,Hanna Foltyn-Kubicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5648720,Hanna Mierzejewska,Hanna Mierzejewska,Hanna Mierzejewska,Hanna Mierzejewska,Hanna Mierzejewska,Hanna Mierzejewska,female,1950-05-21,Hanna,Hanna Mierzejewska,Hanna Mierzejewska,Hanna Mierzejewska,,,Hanna Mierzejewska,,Hanna Mierzejewska,,,,,,Hanna Mierzejewska,Hanna Mierzejewska,Hanna Mierzejewska,Hanna Mierzejewska,Hanna Mierzejewska,,,,,,,,,,,,,,,,Hanna Mierzejewska,,,,Hanna Mierzejewska,,,Hanna Mierzejewska,,Hanna Mierzejewska,,,,,,,,,,,,,,,,,,,,,,,Hanna Mierzejewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q568016,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,male,1945-10-25,Romuald,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Category:Romuald Szeremietiew,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Romuald_Szeremietiew_Sejm_2015.JPG,101754089,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,,,,,,,Romuald Szeremietiew,,Romuald Szeremietiew,,n94006028,Romuald Szeremietiew,,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,Romuald Szeremietiew,"Шереметьев, Ромуальд",,0000 0000 7861 8194,,,,,,,,,,,,,,"Шереметьев, Ромуальд",,,,Romuald Szeremietiew,n96014219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119251744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369367,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q570288,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,male,1977-12-14,Michał,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Category:Michał Szczerba,Michał Szczerba,,,,https://upload.wikimedia.org/wikipedia/commons/2/26/Michał_Szczerba_Sejm_05.JPG,23146095353000372848,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,,,,Michał Szczerba,,,Michał Szczerba,,Michał Szczerba,,,Michał Szczerba,,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,Michał Szczerba,,,,,,,,,,Міхал Щерба,,,,,,,,,Міхал Щерба,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A33688114,,,Szczerba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5731126,Henryk Młynarczyk,Henryk Młynarczyk,Henryk Młynarczyk,Henryk Młynarczyk,Henryk Młynarczyk,Henryk Młynarczyk (polityk),male,1955-11-25,Henryk,Henryk Młynarczyk (polityk),Henryk Młynarczyk,Henryk Młynarczyk,,,Henryk Młynarczyk,,Henryk Młynarczyk,,,Henryk Młynarczyk,,,Henryk Młynarczyk,,Henryk Młynarczyk,,Henryk Młynarczyk,,,,,,,,,,,,,,,,Henryk Młynarczyk,,,,Henryk Młynarczyk,,,,,Henryk Młynarczyk,,,,,,,,,,,,,,,,,,,,,,,Henryk Młynarczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Młynarczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5731158,Henryk Smolarz,Henryk Smolarz,Henryk Smolarz,Henryk Smolarz,Henryk Smolarz,Henryk Smolarz,male,1969-09-03,Henryk,Henryk Smolarz,Henryk Smolarz,Henryk Smolarz,,,Henryk Smolarz,Category:Henryk Smolarz,Henryk Smolarz,,,Henryk Smolarz,https://upload.wikimedia.org/wikipedia/commons/a/ab/Henryk_Smolarz_Sejm_2015.JPG,,Henryk Smolarz,,Henryk Smolarz,,Henryk Smolarz,,,,,,,,,,,,,,,,Henryk Smolarz,,,,Henryk Smolarz,,,,,Henryk Smolarz,,,,,,,Henryk Smolarz,,,,,,,,,,,,,,,,Henryk Smolarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
