id,name,photo,constituency,party,email,birth_date,party_id,source,term
340,Keith Mukata,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Keith%20Mukata.JPG?itok=HOtSWDOX,Chilanga,Movement for Multi-Party Democracy,kmukata@parliament.gov.zm,1971-09-05,MMD,http://www.parliament.gov.zm/members-of-parliament/page/1/0,2011
341,Christopher Mulenga,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Christopher%20Mulenga.JPG?itok=CbFv5RD6,Chinsali,Patriotic Front,cmulenga@parliament.gov.zm,1964-03-16,PF,http://www.parliament.gov.zm/members-of-parliament/page/1/0,2011
342,Oliver Chinyama Mulomba,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Oliver%20C%20Mulomba.jpg?itok=wb3xRd9D,Magoye,United Party for National Development,ocmulomba@parliament.gov.zm,1963-12-12,UPND,http://www.parliament.gov.zm/members-of-parliament/page/1/0,2011
343,Mighty Mumba,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Mighty%20Mumba.JPG?itok=6QpCLzFG,Mambilima,Patriotic Front,mmumba@parliament.gov.zm,1965-04-08,PF,http://www.parliament.gov.zm/members-of-parliament/page/1/0,2011
213,Annie Chungu Munshya,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Annie%20Munshya%20Chungu.JPG?itok=PfVcEvfX,Lufwanyama,Movement for Multi-Party Democracy,amchungu@parliament.gov.zm,1957-03-26,MMD,http://www.parliament.gov.zm/members-of-parliament/page/1/0,2011
344,Request Muntanga,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Muntanga%20Request.JPG?itok=2EcI3z_m,Kalomo Central,United Party for National Development,rmuntanga@parliament.gov.zm,1952-10-27,UPND,http://www.parliament.gov.zm/members-of-parliament/page/1/0,2011
345,Sydney Mushanga,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Sydney%20Mushanga_0.jpg?itok=gw7SrvO7,Bwacha,Patriotic Front,smushanga@parliament.gov.zm,1977-04-26,PF,http://www.parliament.gov.zm/members-of-parliament/page/1/0,2011
347,Situmbeko Musokotwane,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Situmbeko%20Musokotwane.JPG?itok=KV-1D7zc,Liuwa,Movement for Multi-Party Democracy,smusokotwane@parliament.gov.zm,1956-05-25,MMD,http://www.parliament.gov.zm/members-of-parliament/page/1/0,2011
3379,Eddie Musonda,"",Kapiri Mposhi,Patriotic Front,"",1956-03-27,PF,http://www.parliament.gov.zm/members-of-parliament/page/1/0,2011
348,Richard Musukwa,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Richard%20Musukwa.jpg?itok=LzVqEgz0,Wusakile,Patriotic Front,rmusukwa@parliament.gov.zm,1970-11-28,PF,http://www.parliament.gov.zm/members-of-parliament/page/1/0,2011
349,Boniface Mutale,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Boniface%20Mutale.JPG?itok=LX_zky2s,Kwacha,Patriotic Front,bmutale@parliament.gov.zm,1950-04-10,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
353,Felix C Mutati,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Felix%20Mutati.JPG?itok=o4CtaqBH,Lunte,Movement for Multi-Party Democracy,fmutati@parliament.gov.zm,1959-01-29,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
3226,Misheck Mutelo,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Misheck%20Mutelo.JPG?itok=3FXCw7yi,Lukulu West,Movement for Multi-Party Democracy,mmutelo@parliament.gov.zm,2011-09-29,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
354,Moses Muteteka,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Moses%20Muteteka.JPG?itok=3F3og_De,Chisamba,Movement for Multi-Party Democracy,mmuteteka@parliament.gov.zm,1970-02-10,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
358,Vincent Mwale,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Vincent%20Mwale.JPG?itok=FYo6574A,Chipangali,Movement for Multi-Party Democracy,vmwale@parliament.gov.zm,1978-12-05,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
355,Mutaba Andrew Mwali,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Mutaba%20Andrew%20Mwali.JPG?itok=VcKEibEW,Chifunabuli,Patriotic Front,mamwali@parliament.gov.zm,1955-04-27,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
356,Obvious Summerton Mwaliteta,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Obvious%20Mwaliteta.JPG?itok=JPOjwokh,Kafue,Patriotic Front,osmwaliteta@parliament.gov.zm,1970-07-15,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
359,Alfreda C Kansembe Mwamba,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Alfreda%20Kansembe%20Mwamba.JPG?itok=jZh1mMGI,Lukashya,Patriotic Front,amwamba@parliament.gov.zm,1961-07-05,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
360,Geoffrey Bwalya Mwamba,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Geoffrey%20Bwalya%20Mwamba.JPG?itok=2H8QU4n8,Kasama,Patriotic Front,gbmwamba@parliament.gov.zm,1959-03-15,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
3754,Margaret Mhango Mwanakatwe,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Margaret%20Mwanakatwe.jpg?itok=qP2eS9E9,Nominated,Patriotic Front,"",1968-04-10,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
361,Davies Mwango,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Davies%20Mwango.JPG?itok=TFSpK46b,Kanchibiya,Patriotic Front,dmwango@parliament.gov.zm,1971-11-11,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
362,Humphrey Iddoh Mwanza,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Humphrey%20Iddoh%20Mwanza.JPG?itok=W6U4IwQj,Solwezi West,Movement for Multi-Party Democracy,himwanza@parliament.gov.zm,1949-04-22,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
363,Conellius Mweetwa,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Conellius%20Mweetwa.JPG?itok=zQp1tKQs,Choma,United Party for National Development,cmweetwa@parliament.gov.zm,1976-02-26,UPND,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
364,Musenge Laban Mwenya,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Mwenya%20Musenge%20Raban.JPG?itok=C-98XGDD,Chimwemwe,Patriotic Front,mlmwenya@parliament.gov.zm,1963-12-26,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
366,Rodgers Mwewa,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Rodgers%20Mwewa.JPG?itok=fwaawrZk,Mwansabombwe,Patriotic Front,rmwewa@parliament.gov.zm,1971-11-08,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
368,Jacob Jack Mwiimbu,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Jacob%20Jack%20Mwiimbu.JPG?itok=M2aUfYeV,Monze,United Party for National Development,jmwimbu@parliament.gov.zm,1959-07-23,UPND,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
367,Davies Mwila,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Davies%20Mwila_0.JPG?itok=Ne2M0AYN,Chipili,Patriotic Front,dmwila@parliament.gov.zm,1963-12-12,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
370,Catherine Namugala,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Catherine%20Namugala.JPG?itok=t0ayBb_m,Mafinga,Movement for Multi-Party Democracy,cnamugala@parliament.gov.zm,1966-01-02,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
372,Gabriel Namulambe,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Gabriel_Namulambe1.jpg?itok=PAxSoCO9,Mpongwe,Movement for Multi-Party Democracy,gnamulambe@parliament.gov.zm,1967-05-27,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
374,Mundia Ndalamei,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Mundia%20Ndalamei.JPG?itok=qkCfJSQs,Sikongo,Movement for Multi-Party Democracy,mndalamei@parliament.gov.zm,1964-01-01,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
3352,Christabel Ngimbu,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Christabel%20Ngimbu.jpg?itok=MU992IZD,Zambezi West,Patriotic Front,"",1966-07-01,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
376,Levy Joseph Ngoma,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Levy%20Ngoma.gif?itok=ETp_3CAO,Sinda,Movement for Multi-Party Democracy,"",1975-04-27,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
377,Patrick Anselm Ngoma,"",Feira,Movement for Multi-Party Democracy,pamngoma@parliament.gov.zm,1956-02-05,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
379,Maxas Joel Bweupe Ng’onga,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Maxas%20Ng%27onga%20Joel%20Bweupe.jpg?itok=0elopV3j,Kaputa,Patriotic Front,mjbngonga@parliament.gov.zm,1962-08-25,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
381,Poniso Njeulu,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Poniso%20Njeulu.JPG?itok=6mpyi253,Sinjembela,Patriotic Front,pnjeulu@parliament.gov.zm,1966-07-08,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
82,Gary G Nkombo,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Garry%20Nkombo.jpg?itok=80-nh8e6,Mazabuka Central,United Party for National Development,gnkombo@parliament.gov.zm,1965-03-01,UPND,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
385,Brian Macloudine Muleya Ntundu,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Brian%20Ntundu.JPG?itok=8AdULEP6,Gwembe,United Party for National Development,"",1963-07-06,UPND,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
387,John T Ngwata Phiri,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/John%20Japhat%20Ngwata%20Phiri.jpg?itok=mR4s-WTG,Nominated,Patriotic Front,jgphiri@parliament.gov.zm,1949-11-29,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
3335,Peter Phiri,"",Mkaika,Movement for Multi-Party Democracy,"",1973-05-04,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
390,Miles Sampa,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Miles%20Sampa.JPG?itok=6_HVKB5C,Matero,Patriotic Front,msampa@parliament.gov.zm,1970-12-26,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
391,Sarah Sayifwanda,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Sara%20Sayifwanda.JPG?itok=4wYoFWMx,Zambezi East,Movement for Multi-Party Democracy,ssayifwanda@parliament.gov.zm,1963-01-16,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
392,Guy Lindsay Scott,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Guy%20Scott.JPG?itok=MOwIb5Wz,Lusaka Central,Patriotic Front,glscott@parliament.gov.zm,1944-06-01,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
393,Fackson Shamenda,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Fackson%20Shamenda.JPG?itok=8UhsXFOP,Ndola Central,Patriotic Front,fshamenda@parliament.gov.zm,1950-09-18,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
394,Rev. Lt. Gen.Ronald Shikapwasha,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Ronald%20Shikapwasha.JPG?itok=RhrXwbqA,Keembe,Movement for Multi-Party Democracy,rshikapwasha@parliament.gov.zm,1947-12-25,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
395,Richwell Siamunene,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Richwell%20Siamunene.JPG?itok=hmT8Ont3,Sinazongwe,United Party for National Development,mba@parliament.gov.zm,1972-03-10,UPND,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
403,Abel Sichula,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/AbelSichula.jpg?itok=sN2PPewp,Nakonde,Patriotic Front,asichula@parliament.gov.zm,1967-06-27,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
404,Chomba Freedom Sikazwe,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Chomba%20Freedom%20Sikazwe.JPG?itok=oFA-9bSM,Mpulungu,Patriotic Front,fsikazwe@parliament.gov.zm,1961-01-01,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
408,Ngosa Simbyakula,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Hon.%20Ngosa%20Simbyakula.jpg?itok=gMSSKiXh,Nominated,Patriotic Front,nsimbyakula@parliament.gov.zm,1954-05-13,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
409,Mwalimu Simfukwe,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/simfukwe.jpg?itok=VAKmXQ5U,Mbala,Movement for Multi-Party Democracy,msimfukwe@parliament.gov.zm,1964-10-24,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
410,Wylbur Chisiya Simuusa,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Hon.%20W%20C%20Simuusa_3.jpg?itok=4N1W-j1x,Nchanga,Patriotic Front,wcsimuusa@parliament.gov.zm,1962-09-09,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
411,Edgar Sing’ombe,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Edgar%20Sing%27ombe.JPG?itok=jwHNFkaE,Dundumwenzi,United Party for National Development,esingombe@parliament.gov.zm,1970-04-04,UPND,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
398,Sianga Siyauya,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/sianga.JPG?itok=tscFRcDU,Sesheke,United Party for National Development,ssiyanga@parliament.gov.zm,1978-04-07,UPND,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
420,Forrie Raisi Tembo,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Forrie%20Tembo.png?itok=D44m_04Q,Nyimba,Movement for Multi-Party Democracy,frtembo@parliament.gov.zm,1968-04-25,MMD,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
423,Nevelyn Gillies Willombe,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Nevelyn%20Gillies%20Willombe.JPG?itok=zOukAgTs,Mporokoso,Patriotic Front,ngwilombe@parliament.gov.zm,1943-06-07,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
427,Inonge Mutukwa Wina,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Hon.%20Inonge%20Wina.jpg?itok=g9oRtov8,Nalolo,Patriotic Front,rmwina@parliament.gov.zm,1941-04-02,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
429,Christopher Bwalya Yaluma,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Christopher%20Bwalya%20Yaluma.JPG?itok=2mozKNu8,Malole,Patriotic Front,cbyaluma@parliament.gov.zm,1952-05-31,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
433,January Jamson Zimba,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/January%20Zimba.gif?itok=L5o88trZ,Chama North,Patriotic Front,"",1968-08-08,PF,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
432,Charles Zulu,http://www.parliament.gov.zm/sites/default/files/styles/naz-mp-teaser/public/images/mp/Charles%20Zulu_0.JPG?itok=Gryv4kt-,Luangeni,Independent,czulu@parliament.gov.zm,1964-07-24,Independent,http://www.parliament.gov.zm/members-of-parliament/page/2/0,2011
