id,name__en,name__ar,name__es,name__de,name__fr,name__nl,name,wikipedia__ar,wikipedia__en,gender,original_wikiname,name__pl,wikipedia__de,wikipedia__fr,wikipedia__pl,birth_date,identifier__freebase,given_name,name__it,name__ja,wikipedia__ja,image,identifier__VIAF,name__he,wikipedia__he,death_date,name__mg,wikipedia__mg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__yo,name__ms,name__id,name__el,name__sv,name__pt,name__ru,name__tr,name__ca,name__fi,name__nn,name__frp,name__bg,name__nb,name__zh,name__pam,name__scn,wikipedia__bg,wikipedia__ca,wikipedia__commons,wikipedia__el,wikipedia__es,wikipedia__fi,wikipedia__frp,wikipedia__id,wikipedia__it,wikipedia__itwikiquote,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__pam,wikipedia__pt,wikipedia__ru,wikipedia__scn,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__yo,wikipedia__zh,identifier__SUDOC,identifier__Munzinger,name__yi,name__hy,name__la,name__sl,name__fa,wikipedia__fa,wikipedia__hy,wikipedia__la,wikipedia__sl,wikipedia__yi,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__NLI,name__arz,name__cs,wikipedia__arz,name__oc,name__gl,name__io,name__sh,name__hu,name__et,name__pt_br,wikipedia__cs,wikipedia__et,wikipedia__gl,wikipedia__hu,wikipedia__io,wikipedia__oc,wikipedia__sh,website,name__eu,name__eo,name__th,wikipedia__eo,wikipedia__eu,wikipedia__th,name__cy,wikipedia__cy,wikipedia__enwikiquote,identifier__IMDB,name__br,wikipedia__br,family_name,name__en_ca,name__en_gb,name__ko,name__vi,name__uk,name__ie,wikipedia__ie,wikipedia__ko,wikipedia__uk,wikipedia__vi,identifier__NNDB,wikipedia__ro,wikipedia__trwikiquote,name__ro,wikipedia__frwikinews,wikipedia__arwikiquote,wikipedia__fawikiquote,name__da,identifier__FAST,identifier__GTAA,facebook,last_seen,identifier__Britannica,name__lt,wikipedia__mzn,name__mzn,name__ast,name__my,wikipedia__ast,wikipedia__my,name__ga,name__hi,name__jv,wikipedia__da,wikipedia__ga,wikipedia__hi,wikipedia__jv,wikipedia__plwikiquote,name__ps,name__ckb,wikipedia__ckb,wikipedia__ps,name__af,name__ka,wikipedia__af,wikipedia__ka,identifier__NTA,identifier__NLAtrove,name__sco,wikipedia__sco,name__tg_latn,name__tg,wikipedia__tg,identifier__OLID,identifier__GNC,identifier__BAV,identifier__CTHS,wikipedia__ptwikiquote,identifier__NUKAT,wikipedia__be_x_old,name__be_tarask,name__an,name__bar,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__fur,name__gd,name__gsw,name__hr,name__ia,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sk,name__sr_el,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,occupation,wikipedia__hr,wikipedia__xmf,identifier__EGAXA,wikipedia__tt,identifier__nlg,name__tt,name__xmf,identifier__ne_se,identifier__snac,wikipedia__trwikinews,identifier__quora,identifier__persee,name__fo,name__kl,wikipedia__ml,name__ml,twitter,wikipedia__bn,name__bn,wikipedia__azb,name__azb,identifier__SELIBR,name__ur,identifier__CSPAN,honorific_suffix,noble_title,identifier__NKC,instagram,wikipedia__az,name__az,identifier__youtube,wikipedia__ruwikinews
Q12228154,Ali Ammar,علي عمار,Ali Ammar,Ali Ammar,Ali Ammar,,Ali Ammar,علي عمار (سياسي لبناني),,male,علي عمار (سياسي لبناني),,,Ali Ammar,,1956,,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Ammar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12228193,,علي مصطفى بدر الدين,,,,,علي مصطفى بدر الدين,علي مصطفى بدر الدين,,male,,,,,,1909,,Ali,,,,,,,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12228203,,علي نصرت الأسعد,,,,,علي نصرت الأسعد,علي نصرت الأسعد,,male,,,,,,1881,,Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12228211,,علي يوسف الخليل,,,,,علي يوسف الخليل,علي يوسف الخليل,,male,,,,,,1937,,Ali,,,,https://upload.wikimedia.org/wikipedia/commons/b/b9/Ali_Youssef_alkhalil.JPG,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civil servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12229362,,غازي يوسف,,,,,غازي يوسف,غازي يوسف,,male,غازي يوسف,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12229377,,غالب سعيد شاهين,,,,,غالب سعيد شاهين,غالب سعيد شاهين,,male,,,,,,1930,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4a/غالب_شاهين.jpg,,,,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12230879,,فضل الفضل,,,,,فضل الفضل,فضل الفضل,,male,,,,,,1865,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/67/Bahij_alfadel.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12230880,Fadlallah Danash,فضل الله دندش,Fadlallah Danash,Fadlallah Danash,,,Fadlallah Danash,فضل الله دندش,,male,,,,,,1924,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6d/Fadlallah-danash.JPG,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fadlallah Danash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12230882,,فضل الله سعيد حمادة,,,,,فضل الله سعيد حمادة,فضل الله سعيد حمادة,,male,,,,,,1903,,,,,,,,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12231267,,فهمي سعيد شاهين,,,,,فهمي سعيد شاهين,فهمي سعيد شاهين,,male,,,,,,1932,,,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12231637,,فيصل الداوود,,,,,فيصل الداوود,فيصل الداوود,,male,,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12231993,Kassem Hachem,قاسم هاشم,Kassem Hachem,Kassem Hachem,Kassem Hachem,Kassem Hachem,Kassem Hachem,قاسم هاشم,Kassem Hachem,male,قاسم هاشم,,,Kassem Hachem,,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kassem Hachem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12234290,,كاظم الخليل,,,,,كاظم الخليل,كاظم الخليل,,male,,,,,,1902,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/45/Kazem-alkhalil.JPG,,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12239670,,محمد الحجار,,,,,محمد الحجار,محمد الحجار,,male,محمد الحجار (سياسي لبناني),,,,,1954,,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12240685,,محمد عباس ياغي,,,,,محمد عباس ياغي,محمد عباس ياغي,,male,,,,,,,,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12241123,,محمد يوسف بيضون,,,,,محمد يوسف بيضون,محمد يوسف بيضون,,male,,,,,,,,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12241285,,محمود عمار,,,,,محمود عمار,محمود عمار,,male,,,,,,1920,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12242341,,مروان أبو فاضل,,,,,مروان أبو فاضل,مروان أبو فاضل,,male,,,,,,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12243405,,مصطفى سعد,,,,,مصطفى سعد,مصطفى سعد,,male,,,,,,1951-02-10,,,,,,,,,,2002-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12246813,,ميشال زكور,,,,,ميشال زكور,ميشال زكور,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12247758,,ناصر قنديل,,,,,ناصر قنديل,ناصر قنديل,,male,,,,,,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12247772,,ناظم الخوري,,,,,ناظم الخوري,ناظم الخوري,,male,,,,,,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12248114,,نجيب عسيران,,,,,نجيب عسيران,نجيب عسيران,,male,,,,,,1866,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/19/نجيب_عسيران.jpg,,,,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12248176,,نديم الجسر,,,,,نديم الجسر,نديم الجسر,,male,,,,,,1897,,,,,,,,,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 2210 6189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12248702,Nehmé Tohmé,نعمة طعمة,,,Nehmé Tohmé,,Nehmé Tohmé,نعمة طعمة,,male,نعمة طعمة,,,Nehmé Tohmé,,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nehmé Tohmé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12249076,Nawwaf Moussawi,نواف الموسوي,Nawwaf Moussawi,Nawwaf Moussawi,,,Nawwaf Moussawi,نواف الموسوي,Nawwaf Moussawi,male,نواف الموسوي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nawwaf Moussawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12252041,,يوسف الزين,,,,,يوسف الزين,يوسف الزين,,male,,,,,,1882,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/ca/Youssef-alzein.jpg,,,,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12252104,,يوسف خليل,,,,,يوسف خليل,يوسف خليل,,male,يوسف خليل,,,,,1977-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1250858,Dory Chamoun,دوري شمعون,Dory Chamoun,Dory Chamoun,Dory Chamoun,Dory Chamoun,Dory Chamoun,دوري شمعون,Dory Chamoun,male,دوري شمعون,Dory Szamun,Dory Chamoun,Dory Chamoun,Dory Szamun,1931-11-08,/m/05hf67,,,,,,6560152331612803260004,דורי שמעון,דורי שמעון,,,,,,,,,,,,,,,,Дори Шамун,,,,,,,,,,,,,,,,,,,,,,,,,,,"Шамун, Дори",,,,,,,,,,,,,,,,,,,,1155418611,,,,,,,,,,,,,,,,,,,,,,Dory Chamoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dory Chamoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1344225,Rashid Karami,رشيد كرامي,Rashid Karami,Rashid Karami,Rachid Karamé,Rashid Karami,Rashid Karami,رشيد كرامي,Rashid Karami,male,Rashid Karami,Raszid Karami,Rashid Karami,Rachid Karamé,Raszid Karami,1921-12-30,/m/0456k6,Rashid,Rashid Karame,ラシード・カラーミー,,https://upload.wikimedia.org/wikipedia/commons/4/4f/Rashid_Karami.jpg,69734837,רשיד כראמי,רשיד כראמי,1987-06-01,,,拉希德·卡拉米,拉希德·卡拉米,拉希德·卡拉米,,,,,,,,Rashid Karami,,"Караме, Рашид",Raşid Karami,,,,,,,拉希德·卡拉米,,,,,Category:Rashid Karami,,,,,,Rashid Karame,,,Rashid Karami,,,,,"Караме, Рашид",,,Rashid Karami,Raşid Karami,,拉希德·卡拉米,,,,Ռաշիդ Քարամե,,,رشید کرامی,رشید کرامی,Ռաշիդ Քարամե,,,,0000 0000 2971 6150,119250586,n88286058,,,,,,,,,,Rashid Karami,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рашід Караме,,,,Рашід Караме,,,,,,,,,,258165,117262,,,biography/Rashid-Karami,,,,,,,,,,,,,,,Raszid Karami,,,,,,რაშიდ ქარამე,,რაშიდ ქარამე,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1378193,Walid Eido,وليد عيدو,Walid Eido,Walid Eido,Walid Eido,Walid Eido,Walid Eido,وليد عيدو,Walid Eido,male,Walid Eido,Walid Eido,Walid Eido,Walid Eido,Walid Eido,1942-04-02,/m/02rr00n,Waleed,,,,,813152200813914400004,וליד עידו,וליד עידו,2007-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walid Eido,,,,,,,Walid Eido,,,,,,,,,,,,,,,,,,1154856119,,,,,,,,,,,Walid Eido,,,,,,,,,,,,,,,,,Walid Eido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walid Eido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1391193,Ghassan Tueni,غسان تويني,Ghassan Tueni,Ghassan Tueni,Ghassan Tuéni,Ghassan Tueni,Ghassan Tueni,غسان تويني,Ghassan Tueni,male,Ghassan Tueni,Ghassan Tueni,Ghassan Tueni,Ghassan Tuéni,Ghassan Tueni,1926-01-05,/m/02qdxyl,Ghassan,,,,,265969583,ע'סאן תוויני,ע'סאן תוויני,2012-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ghassan Tueni,,,,,,,,,,,,,,,,,,,,,,,,,,,غسان توینی,غسان توینی,,,,,0000 0000 8186 5911,119310910,n79151448,,,غسان توينى,,غسان توينى,,,,,Ghassan Tueni,,,,,,,,,,,,,,,,,,,,,,,Tueni,,,,,,,,,,,,,,,,,,,1800119,,,,biography/Ghassan-Tueni,,,,,,,,,,,,,,,,,,,,,,,,176698752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1395651,Nayla Moawad,نائلة معوض,Nayla Moawad,Nayla Moawad,Nayla Moawad,Nayla Moawad,Nayla Moawad,نائلة معوض,Nayla Moawad,female,Nayla Moawad,Najla Moawad,Nayla Moawad,Nayla Moawad,Najla Moawad,1940-07-03,/m/05k2jz,Nayla,,,,https://upload.wikimedia.org/wikipedia/commons/a/a3/Presidente_nayla.jpg,133302980,נאילה מעווד,נאילה מעווד,,,,,,,,,,,,,,,,Найла Моавад,,,,,,,Nayla Moawad,,,,,,Category:Nayla Moawad,,,,,,,,,,,,,,,,,,,,,,,,Նայլա Մոավադ,,,,,Նայլա Մոավադ,,,,,142669237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nayla Moawad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nayla Moawad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,നായില മുഹവ്വൾ,നായില മുഹവ്വൾ,,,,,,,,,,,,,,,,
Q1516997,,,,Pierre Eddé,,Pierre Eddé,,,,male,,,Pierre Eddé,,,1921,,Pierre,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierre Eddé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,entrepreneur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
