id,name,image,given_name,family_name,sort_name,birth_date,gender,identifier__bioguide,identifier__thomas,identifier__lis,identifier__govtrack,identifier__opensecrets,identifier__votesmart,identifier__fec,identifier__cspan,identifier__wikipedia,identifier__house_history,identifier__ballotpedia,identifier__maplight,identifier__washington_post,identifier__icpsr,identifier__wikidata,house,start_date,state,district,party,homepage,address,phone,fax,area_id,term,end_date,identifier__bioguide_previous
F000459,"Charles J. ""Chuck"" Fleischmann",https://theunitedstates.io/images/congress/original/F000459.jpg,Charles,Fleischmann,"Fleischmann, Charles",1962-10-11,male,F000459,02061,,412476,N00030815,123456,H0TN03254,95146,Chuck Fleischmann,13563,,1481,gIQAav8tKP,21178,Q521959,rep,2015-01-06,TN,3,Republican,http://fleischmann.house.gov,230 Cannon HOB; Washington DC 20515-4203,202-225-3271,202-225-3494,ocd-division/country:us/state:tn/cd:3,114,"",
F000460,Blake Farenthold,https://theunitedstates.io/images/congress/original/F000460.jpg,Blake,Farenthold,"Farenthold, Blake",1961-12-12,male,F000460,02067,,412482,N00031672,116919,H0TX27061,95180,Blake Farenthold,13565,Blake Farenthold,1487,gIQA6OqZKP,21184,Q881255,rep,2011-01-06,TX,27,Republican,http://farenthold.house.gov/,2110 Rayburn HOB; Washington DC 20515-4327,202-225-7742,202-226-1134,ocd-division/country:us/state:tx/cd:27,112,2013-01-03,
F000460,Blake Farenthold,https://theunitedstates.io/images/congress/original/F000460.jpg,Blake,Farenthold,"Farenthold, Blake",1961-12-12,male,F000460,02067,,412482,N00031672,116919,H0TX27061,95180,Blake Farenthold,13565,Blake Farenthold,1487,gIQA6OqZKP,21184,Q881255,rep,2013-01-06,TX,27,Republican,http://farenthold.house.gov,117 Cannon HOB; Washington DC 20515-4327,202-225-7742,202-226-1134,ocd-division/country:us/state:tx/cd:27,113,2015-01-03,
F000460,Blake Farenthold,https://theunitedstates.io/images/congress/original/F000460.jpg,Blake,Farenthold,"Farenthold, Blake",1961-12-12,male,F000460,02067,,412482,N00031672,116919,H0TX27061,95180,Blake Farenthold,13565,Blake Farenthold,1487,gIQA6OqZKP,21184,Q881255,rep,2015-01-06,TX,27,Republican,http://farenthold.house.gov,1027 Longworth HOB; Washington DC 20515-4327,202-225-7742,202-226-1134,ocd-division/country:us/state:tx/cd:27,114,"",
F000461,Bill Flores,https://theunitedstates.io/images/congress/original/F000461.jpg,Bill,Flores,"Flores, Bill",1954-02-25,male,F000461,02065,,412480,N00031545,116906,H0TX17104,623540,Bill Flores,13566,,1485,gIQA9K9UKP,21182,Q862103,rep,2011-01-06,TX,17,Republican,http://flores.house.gov/,1505 Longworth HOB; Washington DC 20515-4317,202-225-6105,202-225-0350,ocd-division/country:us/state:tx/cd:17,112,2013-01-03,
F000461,Bill Flores,https://theunitedstates.io/images/congress/original/F000461.jpg,Bill,Flores,"Flores, Bill",1954-02-25,male,F000461,02065,,412480,N00031545,116906,H0TX17104,623540,Bill Flores,13566,,1485,gIQA9K9UKP,21182,Q862103,rep,2013-01-06,TX,17,Republican,http://flores.house.gov,1030 Longworth HOB; Washington DC 20515-4317,202-225-6105,202-225-0350,ocd-division/country:us/state:tx/cd:17,113,2015-01-03,
F000461,Bill Flores,https://theunitedstates.io/images/congress/original/F000461.jpg,Bill,Flores,"Flores, Bill",1954-02-25,male,F000461,02065,,412480,N00031545,116906,H0TX17104,623540,Bill Flores,13566,,1485,gIQA9K9UKP,21182,Q862103,rep,2015-01-06,TX,17,Republican,http://flores.house.gov,1030 Longworth HOB; Washington DC 20515-4317,202-225-6105,202-225-0350,ocd-division/country:us/state:tx/cd:17,114,"",
F000462,Lois Frankel,https://theunitedstates.io/images/congress/original/F000462.jpg,Lois,Frankel,"Frankel, Lois",1948-05-16,female,F000462,02119,,412529,N00002893,8102,H2FL14053,623714,Lois Frankel,15032387115,Lois Frankel,1753,be839182-4bbb-11e2-8758-b64a2997a921,21321,Q3182451,rep,2013-01-06,FL,22,Democrat,http://frankel.house.gov,1037 Longworth HOB; Washington DC 20515-0922,202-225-9890,561-998-9048,ocd-division/country:us/state:fl/cd:22,113,2015-01-03,
F000462,Lois Frankel,https://theunitedstates.io/images/congress/original/F000462.jpg,Lois,Frankel,"Frankel, Lois",1948-05-16,female,F000462,02119,,412529,N00002893,8102,H2FL14053,623714,Lois Frankel,15032387115,Lois Frankel,1753,be839182-4bbb-11e2-8758-b64a2997a921,21321,Q3182451,rep,2015-01-06,FL,22,Democrat,http://frankel.house.gov,1037 Longworth HOB; Washington DC 20515-0922,202-225-9890,561-998-9048,ocd-division/country:us/state:fl/cd:22,114,"",
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,1987-01-06,CA,21,Republican,,,,,ocd-division/country:us/state:ca/cd:21,100,1989-01-03,
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,1989-01-06,CA,21,Republican,,,,,ocd-division/country:us/state:ca/cd:21,101,1991-01-03,
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,1991-01-06,CA,21,Republican,,,,,ocd-division/country:us/state:ca/cd:21,102,1993-01-03,
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,1993-01-06,CA,23,Republican,,,,,ocd-division/country:us/state:ca/cd:23,103,1995-01-03,
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,1995-01-06,CA,23,Republican,,,,,ocd-division/country:us/state:ca/cd:23,104,1997-01-03,
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,1997-01-07,CA,23,Republican,,,,,ocd-division/country:us/state:ca/cd:23,105,1999-01-03,
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,1999-01-06,CA,23,Republican,,,,,ocd-division/country:us/state:ca/cd:23,106,2001-01-03,
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,2001-01-06,CA,23,Republican,,,,,ocd-division/country:us/state:ca/cd:23,107,2003-01-03,
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,2003-01-07,CA,24,Republican,http://www.house.gov/gallegly,,,,ocd-division/country:us/state:ca/cd:24,108,2005-01-03,
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,2005-01-06,CA,24,Republican,http://www.house.gov/gallegly,,,,ocd-division/country:us/state:ca/cd:24,109,2007-01-03,
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,2007-01-06,CA,24,Republican,http://www.house.gov/gallegly,,,,ocd-division/country:us/state:ca/cd:24,110,2009-01-03,
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,2009-01-06,CA,24,Republican,http://www.house.gov/gallegly,,,,ocd-division/country:us/state:ca/cd:24,111,2011-01-03,
G000021,Elton Gallegly,https://theunitedstates.io/images/congress/original/G000021.jpg,Elton,Gallegly,"Gallegly, Elton",1944-03-07,male,G000021,00425,,400144,N00007231,26750,H6CA21028,6712,Elton Gallegly,13590,,,,15413,,rep,2011-01-06,CA,24,Republican,http://www.house.gov/gallegly,2309 Rayburn HOB; Washington DC 20515-0524,202-225-5811,202-225-1100,ocd-division/country:us/state:ca/cd:24,112,2013-01-03,
G000025,Dean Gallo,https://theunitedstates.io/images/congress/original/G000025.jpg,Dean,Gallo,"Gallo, Dean",1935-11-23,male,G000025,00426,,404401,,,,,Dean Gallo,13596,,,,15099,,rep,1987-01-06,NJ,11,Republican,,,,,ocd-division/country:us/state:nj/cd:11,100,1989-01-03,
G000025,Dean Gallo,https://theunitedstates.io/images/congress/original/G000025.jpg,Dean,Gallo,"Gallo, Dean",1935-11-23,male,G000025,00426,,404401,,,,,Dean Gallo,13596,,,,15099,,rep,1989-01-06,NJ,11,Republican,,,,,ocd-division/country:us/state:nj/cd:11,101,1991-01-03,
G000025,Dean Gallo,https://theunitedstates.io/images/congress/original/G000025.jpg,Dean,Gallo,"Gallo, Dean",1935-11-23,male,G000025,00426,,404401,,,,,Dean Gallo,13596,,,,15099,,rep,1991-01-06,NJ,11,Republican,,,,,ocd-division/country:us/state:nj/cd:11,102,1993-01-03,
G000025,Dean Gallo,https://theunitedstates.io/images/congress/original/G000025.jpg,Dean,Gallo,"Gallo, Dean",1935-11-23,male,G000025,00426,,404401,,,,,Dean Gallo,13596,,,,15099,,rep,1993-01-06,NJ,11,Republican,,,,,ocd-division/country:us/state:nj/cd:11,103,1995-01-03,
G000025,Dean Gallo,https://theunitedstates.io/images/congress/original/G000025.jpg,Dean,Gallo,"Gallo, Dean",1935-11-23,male,G000025,00426,,404401,,,,,Dean Gallo,13596,,,,15099,,rep,1985-01-06,NJ,11,Republican,,,,,ocd-division/country:us/state:nj/cd:11,99,1987-01-03,
G000041,Greg Ganske,https://theunitedstates.io/images/congress/original/G000041.jpg,Greg,Ganske,"Ganske, Greg",1949-03-31,male,G000041,00428,,400517,,,,,Greg Ganske,13615,,,,29521,,rep,1995-01-06,IA,4,Republican,,,,,ocd-division/country:us/state:ia/cd:4,104,1997-01-03,
G000041,Greg Ganske,https://theunitedstates.io/images/congress/original/G000041.jpg,Greg,Ganske,"Ganske, Greg",1949-03-31,male,G000041,00428,,400517,,,,,Greg Ganske,13615,,,,29521,,rep,1997-01-07,IA,4,Republican,,,,,ocd-division/country:us/state:ia/cd:4,105,1999-01-03,
G000041,Greg Ganske,https://theunitedstates.io/images/congress/original/G000041.jpg,Greg,Ganske,"Ganske, Greg",1949-03-31,male,G000041,00428,,400517,,,,,Greg Ganske,13615,,,,29521,,rep,1999-01-06,IA,4,Republican,,,,,ocd-division/country:us/state:ia/cd:4,106,2001-01-03,
G000041,Greg Ganske,https://theunitedstates.io/images/congress/original/G000041.jpg,Greg,Ganske,"Ganske, Greg",1949-03-31,male,G000041,00428,,400517,,,,,Greg Ganske,13615,,,,29521,,rep,2001-01-06,IA,4,Republican,,,,,ocd-division/country:us/state:ia/cd:4,107,2003-01-03,
G000047,Robert Garcia,https://theunitedstates.io/images/congress/original/G000047.jpg,Robert,Garcia,"Garcia, Robert",1933-01-09,male,G000047,00429,,404422,,,,,Robert García,13625,,,,14470,,rep,1987-01-06,NY,18,Democrat,,,,,ocd-division/country:us/state:ny/cd:18,100,1989-01-03,
G000047,Robert Garcia,https://theunitedstates.io/images/congress/original/G000047.jpg,Robert,Garcia,"Garcia, Robert",1933-01-09,male,G000047,00429,,404422,,,,,Robert García,13625,,,,14470,,rep,1989-01-06,NY,18,Democrat,,,,,ocd-division/country:us/state:ny/cd:18,101,1990-01-07,
G000047,Robert Garcia,https://theunitedstates.io/images/congress/original/G000047.jpg,Robert,Garcia,"Garcia, Robert",1933-01-09,male,G000047,00429,,404422,,,,,Robert García,13625,,,,14470,,rep,1981-01-06,NY,21,Democrat,,,,,ocd-division/country:us/state:ny/cd:21,97,1983-01-03,
G000047,Robert Garcia,https://theunitedstates.io/images/congress/original/G000047.jpg,Robert,Garcia,"Garcia, Robert",1933-01-09,male,G000047,00429,,404422,,,,,Robert García,13625,,,,14470,,rep,1983-01-03,NY,18,Democrat,,,,,ocd-division/country:us/state:ny/cd:18,98,1983-01-06,
G000047,Robert Garcia,https://theunitedstates.io/images/congress/original/G000047.jpg,Robert,Garcia,"Garcia, Robert",1933-01-09,male,G000047,00429,,404422,,,,,Robert García,13625,,,,14470,,rep,1985-01-06,NY,18,Democrat,,,,,ocd-division/country:us/state:ny/cd:18,99,1987-01-03,
G000105,Joseph Gaydos,https://theunitedstates.io/images/congress/original/G000105.jpg,Joseph,Gaydos,"Gaydos, Joseph",1926-07-03,male,G000105,00430,,404477,,,,,Joseph M. Gaydos,13692,,,,11067,,rep,1987-01-06,PA,20,Democrat,,,,,ocd-division/country:us/state:pa/cd:20,100,1989-01-03,
G000105,Joseph Gaydos,https://theunitedstates.io/images/congress/original/G000105.jpg,Joseph,Gaydos,"Gaydos, Joseph",1926-07-03,male,G000105,00430,,404477,,,,,Joseph M. Gaydos,13692,,,,11067,,rep,1989-01-06,PA,20,Democrat,,,,,ocd-division/country:us/state:pa/cd:20,101,1991-01-03,
G000105,Joseph Gaydos,https://theunitedstates.io/images/congress/original/G000105.jpg,Joseph,Gaydos,"Gaydos, Joseph",1926-07-03,male,G000105,00430,,404477,,,,,Joseph M. Gaydos,13692,,,,11067,,rep,1991-01-06,PA,20,Democrat,,,,,ocd-division/country:us/state:pa/cd:20,102,1993-01-03,
G000105,Joseph Gaydos,https://theunitedstates.io/images/congress/original/G000105.jpg,Joseph,Gaydos,"Gaydos, Joseph",1926-07-03,male,G000105,00430,,404477,,,,,Joseph M. Gaydos,13692,,,,11067,,rep,1981-01-06,PA,20,Democrat,,,,,ocd-division/country:us/state:pa/cd:20,97,1983-01-03,
G000105,Joseph Gaydos,https://theunitedstates.io/images/congress/original/G000105.jpg,Joseph,Gaydos,"Gaydos, Joseph",1926-07-03,male,G000105,00430,,404477,,,,,Joseph M. Gaydos,13692,,,,11067,,rep,1983-01-03,PA,20,Democrat,,,,,ocd-division/country:us/state:pa/cd:20,98,1983-01-06,
G000105,Joseph Gaydos,https://theunitedstates.io/images/congress/original/G000105.jpg,Joseph,Gaydos,"Gaydos, Joseph",1926-07-03,male,G000105,00430,,404477,,,,,Joseph M. Gaydos,13692,,,,11067,,rep,1985-01-06,PA,20,Democrat,,,,,ocd-division/country:us/state:pa/cd:20,99,1987-01-03,
G000120,Sam Gejdenson,https://theunitedstates.io/images/congress/original/G000120.jpg,Sam,Gejdenson,"Gejdenson, Sam",1948-05-20,male,G000120,00431,,400585,,,,,Sam Gejdenson,13711,,,,14825,,rep,1987-01-06,CT,2,Democrat,,,,,ocd-division/country:us/state:ct/cd:2,100,1989-01-03,
G000120,Sam Gejdenson,https://theunitedstates.io/images/congress/original/G000120.jpg,Sam,Gejdenson,"Gejdenson, Sam",1948-05-20,male,G000120,00431,,400585,,,,,Sam Gejdenson,13711,,,,14825,,rep,1989-01-06,CT,2,Democrat,,,,,ocd-division/country:us/state:ct/cd:2,101,1991-01-03,
G000120,Sam Gejdenson,https://theunitedstates.io/images/congress/original/G000120.jpg,Sam,Gejdenson,"Gejdenson, Sam",1948-05-20,male,G000120,00431,,400585,,,,,Sam Gejdenson,13711,,,,14825,,rep,1991-01-06,CT,2,Democrat,,,,,ocd-division/country:us/state:ct/cd:2,102,1993-01-03,
G000120,Sam Gejdenson,https://theunitedstates.io/images/congress/original/G000120.jpg,Sam,Gejdenson,"Gejdenson, Sam",1948-05-20,male,G000120,00431,,400585,,,,,Sam Gejdenson,13711,,,,14825,,rep,1993-01-06,CT,2,Democrat,,,,,ocd-division/country:us/state:ct/cd:2,103,1995-01-03,
G000120,Sam Gejdenson,https://theunitedstates.io/images/congress/original/G000120.jpg,Sam,Gejdenson,"Gejdenson, Sam",1948-05-20,male,G000120,00431,,400585,,,,,Sam Gejdenson,13711,,,,14825,,rep,1995-01-06,CT,2,Democrat,,,,,ocd-division/country:us/state:ct/cd:2,104,1997-01-03,
G000120,Sam Gejdenson,https://theunitedstates.io/images/congress/original/G000120.jpg,Sam,Gejdenson,"Gejdenson, Sam",1948-05-20,male,G000120,00431,,400585,,,,,Sam Gejdenson,13711,,,,14825,,rep,1997-01-07,CT,2,Democrat,,,,,ocd-division/country:us/state:ct/cd:2,105,1999-01-03,
G000120,Sam Gejdenson,https://theunitedstates.io/images/congress/original/G000120.jpg,Sam,Gejdenson,"Gejdenson, Sam",1948-05-20,male,G000120,00431,,400585,,,,,Sam Gejdenson,13711,,,,14825,,rep,1999-01-06,CT,2,Democrat,,,,,ocd-division/country:us/state:ct/cd:2,106,2001-01-03,
G000120,Sam Gejdenson,https://theunitedstates.io/images/congress/original/G000120.jpg,Sam,Gejdenson,"Gejdenson, Sam",1948-05-20,male,G000120,00431,,400585,,,,,Sam Gejdenson,13711,,,,14825,,rep,1981-01-06,CT,2,Democrat,,,,,ocd-division/country:us/state:ct/cd:2,97,1983-01-03,
G000120,Sam Gejdenson,https://theunitedstates.io/images/congress/original/G000120.jpg,Sam,Gejdenson,"Gejdenson, Sam",1948-05-20,male,G000120,00431,,400585,,,,,Sam Gejdenson,13711,,,,14825,,rep,1983-01-03,CT,2,Democrat,,,,,ocd-division/country:us/state:ct/cd:2,98,1983-01-06,
G000120,Sam Gejdenson,https://theunitedstates.io/images/congress/original/G000120.jpg,Sam,Gejdenson,"Gejdenson, Sam",1948-05-20,male,G000120,00431,,400585,,,,,Sam Gejdenson,13711,,,,14825,,rep,1985-01-06,CT,2,Democrat,,,,,ocd-division/country:us/state:ct/cd:2,99,1987-01-03,
G000121,George Gekas,https://theunitedstates.io/images/congress/original/G000121.jpg,George,Gekas,"Gekas, George",1930-04-14,male,G000121,00432,,400544,,,,,George Gekas,13713,,,,15026,,rep,1987-01-06,PA,17,Republican,,,,,ocd-division/country:us/state:pa/cd:17,100,1989-01-03,
G000121,George Gekas,https://theunitedstates.io/images/congress/original/G000121.jpg,George,Gekas,"Gekas, George",1930-04-14,male,G000121,00432,,400544,,,,,George Gekas,13713,,,,15026,,rep,1989-01-06,PA,17,Republican,,,,,ocd-division/country:us/state:pa/cd:17,101,1991-01-03,
G000121,George Gekas,https://theunitedstates.io/images/congress/original/G000121.jpg,George,Gekas,"Gekas, George",1930-04-14,male,G000121,00432,,400544,,,,,George Gekas,13713,,,,15026,,rep,1991-01-06,PA,17,Republican,,,,,ocd-division/country:us/state:pa/cd:17,102,1993-01-03,
G000121,George Gekas,https://theunitedstates.io/images/congress/original/G000121.jpg,George,Gekas,"Gekas, George",1930-04-14,male,G000121,00432,,400544,,,,,George Gekas,13713,,,,15026,,rep,1993-01-06,PA,17,Republican,,,,,ocd-division/country:us/state:pa/cd:17,103,1995-01-03,
G000121,George Gekas,https://theunitedstates.io/images/congress/original/G000121.jpg,George,Gekas,"Gekas, George",1930-04-14,male,G000121,00432,,400544,,,,,George Gekas,13713,,,,15026,,rep,1995-01-06,PA,17,Republican,,,,,ocd-division/country:us/state:pa/cd:17,104,1997-01-03,
G000121,George Gekas,https://theunitedstates.io/images/congress/original/G000121.jpg,George,Gekas,"Gekas, George",1930-04-14,male,G000121,00432,,400544,,,,,George Gekas,13713,,,,15026,,rep,1997-01-07,PA,17,Republican,,,,,ocd-division/country:us/state:pa/cd:17,105,1999-01-03,
G000121,George Gekas,https://theunitedstates.io/images/congress/original/G000121.jpg,George,Gekas,"Gekas, George",1930-04-14,male,G000121,00432,,400544,,,,,George Gekas,13713,,,,15026,,rep,1999-01-06,PA,17,Republican,,,,,ocd-division/country:us/state:pa/cd:17,106,2001-01-03,
G000121,George Gekas,https://theunitedstates.io/images/congress/original/G000121.jpg,George,Gekas,"Gekas, George",1930-04-14,male,G000121,00432,,400544,,,,,George Gekas,13713,,,,15026,,rep,2001-01-06,PA,17,Republican,,,,,ocd-division/country:us/state:pa/cd:17,107,2003-01-03,
G000121,George Gekas,https://theunitedstates.io/images/congress/original/G000121.jpg,George,Gekas,"Gekas, George",1930-04-14,male,G000121,00432,,400544,,,,,George Gekas,13713,,,,15026,,rep,1983-01-03,PA,17,Republican,,,,,ocd-division/country:us/state:pa/cd:17,98,1983-01-06,
G000121,George Gekas,https://theunitedstates.io/images/congress/original/G000121.jpg,George,Gekas,"Gekas, George",1930-04-14,male,G000121,00432,,400544,,,,,George Gekas,13713,,,,15026,,rep,1985-01-06,PA,17,Republican,,,,,ocd-division/country:us/state:pa/cd:17,99,1987-01-03,
G000132,Dick Gephardt,https://theunitedstates.io/images/congress/original/G000132.jpg,Richard,Gephardt,"Gephardt, Richard",1941-01-31,male,G000132,00433,,400146,N00005037,,,,,13727,,,,14421,,rep,1987-01-06,MO,3,Democrat,,,,,ocd-division/country:us/state:mo/cd:3,100,1989-01-03,
G000132,Dick Gephardt,https://theunitedstates.io/images/congress/original/G000132.jpg,Richard,Gephardt,"Gephardt, Richard",1941-01-31,male,G000132,00433,,400146,N00005037,,,,,13727,,,,14421,,rep,1989-01-06,MO,3,Democrat,,,,,ocd-division/country:us/state:mo/cd:3,101,1991-01-03,
G000132,Dick Gephardt,https://theunitedstates.io/images/congress/original/G000132.jpg,Richard,Gephardt,"Gephardt, Richard",1941-01-31,male,G000132,00433,,400146,N00005037,,,,,13727,,,,14421,,rep,1991-01-06,MO,3,Democrat,,,,,ocd-division/country:us/state:mo/cd:3,102,1993-01-03,
G000132,Dick Gephardt,https://theunitedstates.io/images/congress/original/G000132.jpg,Richard,Gephardt,"Gephardt, Richard",1941-01-31,male,G000132,00433,,400146,N00005037,,,,,13727,,,,14421,,rep,1993-01-06,MO,3,Democrat,,,,,ocd-division/country:us/state:mo/cd:3,103,1995-01-03,
G000132,Dick Gephardt,https://theunitedstates.io/images/congress/original/G000132.jpg,Richard,Gephardt,"Gephardt, Richard",1941-01-31,male,G000132,00433,,400146,N00005037,,,,,13727,,,,14421,,rep,1995-01-06,MO,3,Democrat,,,,,ocd-division/country:us/state:mo/cd:3,104,1997-01-03,
G000132,Dick Gephardt,https://theunitedstates.io/images/congress/original/G000132.jpg,Richard,Gephardt,"Gephardt, Richard",1941-01-31,male,G000132,00433,,400146,N00005037,,,,,13727,,,,14421,,rep,1997-01-07,MO,3,Democrat,,,,,ocd-division/country:us/state:mo/cd:3,105,1999-01-03,
G000132,Dick Gephardt,https://theunitedstates.io/images/congress/original/G000132.jpg,Richard,Gephardt,"Gephardt, Richard",1941-01-31,male,G000132,00433,,400146,N00005037,,,,,13727,,,,14421,,rep,1999-01-06,MO,3,Democrat,,,,,ocd-division/country:us/state:mo/cd:3,106,2001-01-03,
G000132,Dick Gephardt,https://theunitedstates.io/images/congress/original/G000132.jpg,Richard,Gephardt,"Gephardt, Richard",1941-01-31,male,G000132,00433,,400146,N00005037,,,,,13727,,,,14421,,rep,2001-01-06,MO,3,Democrat,,,,,ocd-division/country:us/state:mo/cd:3,107,2003-01-03,
G000132,Dick Gephardt,https://theunitedstates.io/images/congress/original/G000132.jpg,Richard,Gephardt,"Gephardt, Richard",1941-01-31,male,G000132,00433,,400146,N00005037,,,,,13727,,,,14421,,rep,2003-01-07,MO,3,Democrat,http://dickgephardt.house.gov,,,,ocd-division/country:us/state:mo/cd:3,108,2005-01-03,
G000132,Dick Gephardt,https://theunitedstates.io/images/congress/original/G000132.jpg,Richard,Gephardt,"Gephardt, Richard",1941-01-31,male,G000132,00433,,400146,N00005037,,,,,13727,,,,14421,,rep,1981-01-06,MO,3,Democrat,,,,,ocd-division/country:us/state:mo/cd:3,97,1983-01-03,
G000132,Dick Gephardt,https://theunitedstates.io/images/congress/original/G000132.jpg,Richard,Gephardt,"Gephardt, Richard",1941-01-31,male,G000132,00433,,400146,N00005037,,,,,13727,,,,14421,,rep,1983-01-03,MO,3,Democrat,,,,,ocd-division/country:us/state:mo/cd:3,98,1983-01-06,
G000132,Dick Gephardt,https://theunitedstates.io/images/congress/original/G000132.jpg,Richard,Gephardt,"Gephardt, Richard",1941-01-31,male,G000132,00433,,400146,N00005037,,,,,13727,,,,14421,,rep,1985-01-06,MO,3,Democrat,,,,,ocd-division/country:us/state:mo/cd:3,99,1987-01-03,
G000134,Pete Geren,https://theunitedstates.io/images/congress/original/G000134.jpg,Preston,Geren,"Geren, Preston",1952-01-29,male,G000134,00434,,404503,,,,,Pete Geren,13730,,,,15636,,rep,1989-01-06,TX,12,Democrat,,,,,ocd-division/country:us/state:tx/cd:12,101,1991-01-03,
G000134,Pete Geren,https://theunitedstates.io/images/congress/original/G000134.jpg,Preston,Geren,"Geren, Preston",1952-01-29,male,G000134,00434,,404503,,,,,Pete Geren,13730,,,,15636,,rep,1991-01-06,TX,12,Democrat,,,,,ocd-division/country:us/state:tx/cd:12,102,1993-01-03,
G000134,Pete Geren,https://theunitedstates.io/images/congress/original/G000134.jpg,Preston,Geren,"Geren, Preston",1952-01-29,male,G000134,00434,,404503,,,,,Pete Geren,13730,,,,15636,,rep,1993-01-06,TX,12,Democrat,,,,,ocd-division/country:us/state:tx/cd:12,103,1995-01-03,
G000134,Pete Geren,https://theunitedstates.io/images/congress/original/G000134.jpg,Preston,Geren,"Geren, Preston",1952-01-29,male,G000134,00434,,404503,,,,,Pete Geren,13730,,,,15636,,rep,1995-01-06,TX,12,Democrat,,,,,ocd-division/country:us/state:tx/cd:12,104,1997-01-03,
G000152,Jim Gibbons,https://theunitedstates.io/images/congress/original/G000152.jpg,James,Gibbons,"Gibbons, James",1944-12-16,male,G000152,01485,,400148,N00006652,,,,,13754,,,,29739,,rep,1997-01-07,NV,2,Republican,,,,,ocd-division/country:us/state:nv/cd:2,105,1999-01-03,
G000152,Jim Gibbons,https://theunitedstates.io/images/congress/original/G000152.jpg,James,Gibbons,"Gibbons, James",1944-12-16,male,G000152,01485,,400148,N00006652,,,,,13754,,,,29739,,rep,1999-01-06,NV,2,Republican,,,,,ocd-division/country:us/state:nv/cd:2,106,2001-01-03,
G000152,Jim Gibbons,https://theunitedstates.io/images/congress/original/G000152.jpg,James,Gibbons,"Gibbons, James",1944-12-16,male,G000152,01485,,400148,N00006652,,,,,13754,,,,29739,,rep,2001-01-06,NV,2,Republican,,,,,ocd-division/country:us/state:nv/cd:2,107,2003-01-03,
G000152,Jim Gibbons,https://theunitedstates.io/images/congress/original/G000152.jpg,James,Gibbons,"Gibbons, James",1944-12-16,male,G000152,01485,,400148,N00006652,,,,,13754,,,,29739,,rep,2003-01-07,NV,2,Republican,http://www.house.gov/gibbons,,,,ocd-division/country:us/state:nv/cd:2,108,2005-01-03,
G000152,Jim Gibbons,https://theunitedstates.io/images/congress/original/G000152.jpg,James,Gibbons,"Gibbons, James",1944-12-16,male,G000152,01485,,400148,N00006652,,,,,13754,,,,29739,,rep,2005-01-06,NV,2,Republican,http://www.house.gov/gibbons,,,,ocd-division/country:us/state:nv/cd:2,109,2007-01-03,
