id,name,image,gender,birth_date,given_name,identifier__IMDB,identifier__MusicBrainz,identifier__EuroparlMEP,identifier__VIAF,identifier__LCAuth,identifier__GND,identifier__discogs,name__et,name__en,identifier__freebase,wikipedia__et,wikipedia__en,identifier__ISNI,twitter,name__pt,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ru,name__fr,name__be,name__es,name__ro,name__ca,name__oc,name__fi,name__uk,name__lv,name__it,name__be_tarask,name__de,name__cs,name__io,name__lt,name__nl,name__sk,name__sl,name__da,name__hr,name__la,name__sv,name__zh,name__nb,name__nn,name__fa,name__ka,name__tr,wikipedia__be_x_old,wikipedia__be,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__es,wikipedia__etwikiquote,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__lt,wikipedia__lv,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__zh,wikipedia__la,name__is,wikipedia__is,name__ja,wikipedia__ja,name__en_ca,name__en_gb,wikipedia__sv,name__ie,wikipedia__ie,name__id,wikipedia__id,wikipedia__plwikiquote,name__bar,name__af,name__an,name__ast,name__br,name__bs,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hu,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sq,name__vec,name__vls,name__wa,identifier__SUDOC,name__ko,name__fo,wikipedia__ko,wikipedia__nn,wikipedia__sco,identifier__Munzinger,name__bg,wikipedia__bg,name__he,name__az,name__de_ch,name__el,name__vi,name__ar,name__ta,name__mk,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__el,wikipedia__he,wikipedia__lb,wikipedia__ruwikinews,wikipedia__ta,wikipedia__vi,identifier__parlement,website,original_wikiname,identifier__allmovie,name__mn,name__vro,wikipedia__fiu_vro,wikipedia__mn,identifier__IIAF,name__hy,wikipedia__hy,identifier__BNF,wikipedia__enwikiquote,wikipedia__hu,wikipedia__liwikiquote,death_date,name__yo,name__sr,name__se,name__pt_br,wikipedia__eo,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__ga,wikipedia__gl,wikipedia__se,wikipedia__simple,wikipedia__sl,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__GTAA,identifier__NTA,identifier__FAST,identifier__SFDb,name__de_at,last_seen,identifier__AlloCine,identifier__elonet,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__PORT,identifier__senate_nl,identifier__PACE,wikipedia__tpi,wikipedia__hsb,name__hsb,name__tpi,name__bm,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sr_el,name__sw,name__vmf,name__vo,name__wo,name__zu,identifier__etis_ee,family_name,identifier__google_knowledge,occupation,identifier__snac,name__tt,name__ba,wikipedia__myv,wikipedia__af,identifier__ioc_athlete,name__sje,name__sma,name__smj,facebook,wikipedia__azwikiquote,identifier__Britannica,name__nys,identifier__NUKAT,identifier__BIBSYS,identifier__SELIBR,married_name,identifier__LNB,instagram,identifier__riigikogu,name__lfn,wikipedia__sq,name__myv,name__mi,identifier__CONOR,identifier__NKC,wikipedia__tt,name__lo,name__th,wikipedia__lo,wikipedia__th,wikipedia__hr,name__kana,name__azb,wikipedia__azb,name__ceb,name__fy,name__eml,name__dsb,name__mt,name__frr,name__sh,name__tl,name__uz,name__hif,name__ht,name__jv,name__ang,name__su,name__ay,name__aa,name__ace,name__bcl,name__bi,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__cu,name__diq,name__ext,name__ff,name__fj,name__gn,name__got,name__gv,name__hak,name__haw,name__hif_latn,name__ho,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__kaa,name__ki,name__kj,name__kk_latn,name__kl,name__kr,name__ksh,name__ku_latn,name__kw,name__lad,name__lg,name__ln,name__ltg,name__map_bms,name__mh,name__mo,name__mus,name__mwl,name__my,name__na,name__nah,name__nov,name__nso,name__nv,name__om,name__pag,name__pam,name__pdc,name__pih,name__qu,name__rmy,name__rn,name__ruq_latn,name__rw,name__sg,name__shi_latn,name__sm,name__sn,name__so,name__srn,name__ss,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__ts,name__tt_latn,name__tum,name__tw,name__ty,name__ug_latn,name__ve,name__vep,name__war,name__xh,name__za,name__zea,name__ak,name__aln,name__arn,name__cbk_zam,name__chr,name__ee,name__fit,name__gag,name__dtp,name__ha,name__iu
Q2000385,Deniss Boroditš,https://upload.wikimedia.org/wikipedia/commons/0/08/RK_Deniss_Boroditš.jpg,male,1979-11-01,Denis,,,,,,,,Deniss Boroditš,Deniss Boroditš,,Deniss Boroditš,,,,Deniss Boroditš,,,,,,,Deniss Boroditš,Денис Бородич,Deniss Boroditš,,,Deniss Boroditš,Deniss Boroditš,,Deniss Boroditš,,,,,Deniss Boroditš,Deniss Boroditš,,Deniss Boroditš,Shanhuatempel,Deniss Boroditš,Deniss Boroditš,Deniss Boroditš,Deniss Boroditš,Deniss Boroditš,Deniss Boroditš,,,,,,,,,,Category:Deniss Boroditš,,,,,,,,,,,,,,,,,Deniss Boroditš,,,"Бородич, Денис",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,deniss.borodits,,,,,,,,,,5c9c68d8-7b18-4f3e-901a-afc9970cdd97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2012757,Mihhail Lotman,"https://upload.wikimedia.org/wikipedia/commons/2/23/Lotman,_Mihhail.IMG_3151.JPG",male,1952-09-02,Mikhail,,,,9130609,n97060833,,,Mihhail Lotman,Mihhail Lotman,/m/027zbtj,Mihhail Lotman,Mihhail Lotman,0000 0000 7693 8311,,Mihhail Lotman,,,,,,,Mihhail Lotman,"Лотман, Михаил Юрьевич",Mihhail Lotman,,Mihhail Lotman,Mihhail Lotman,Mihhail Lotman,,Mihhail Lotman,Міхаїл Лотман,,Mihhail Lotman,,Mihhail Lotman,Mihhail Lotman,,Mihhail Lotman,Mihhail Lotman,Mihhail Lotman,Mihhail Lotman,Mihhail Lotman,Mihhail Lotman,Mihhail Lotman,Mihhail Lotman,,Mihhail Lotman,Mihhail Lotman,,,,,,,Category:Mihhail Lotman,,,,,,,,,,Mihhail Lotman,,,,,,,,,,"Лотман, Михаил Юрьевич",,Міхаїл Лотман,,,,,,,,,,,,,,,,,,,Mihhail Lotman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,미하일 로트만,,미하일 로트만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Միխայիլ Լոտման,,,,,,,,,,,,,,,,,,,,,,,204240352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mihhail_Lotman,Lotman,,philosopher,,,,"Лотман, Михаил Юрьевич",,,,,,,,,,,,,,,,4dfb53e7-f9fc-4360-a52c-cef9e009bd61,,,"Лотман, Михаил Юрьевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20528288,Tiina Kangro,,female,1961-04-03,Tiina,,,,,,,,Tiina Kangro,Tiina Kangro,,Tiina Kangro,,,,Tiina Kangro,,,,,,,Tiina Kangro,,Tiina Kangro,,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,,,Tiina Kangro,,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,,Tiina Kangro,,Tiina Kangro,Tiina Kangro,,,Tiina Kangro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiina Kangro,Tiina Kangro,,Tiina Kangro,,Tiina Kangro,,,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,,Tiina Kangro,Tiina Kangro,Tiina Kangro,,,,,,,,,,,,Tiina Kangro,,Tiina Kangro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiina Kangro,,,,,,,,,,,,,,,,Tiina Kangro,,,,,,,,,,,,,,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,Tiina Kangro,,Kangro,,politician,,,,,,,,,,tiina.kangro,,,,,,,,,,5bf1116f-2e60-4a46-927a-e6aade9bebf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20528341,Uno Kaskpeit,https://upload.wikimedia.org/wikipedia/commons/b/b3/RK_Uno_Kaskpeit.jpg,male,1957-06-08,Uno,,,,,,,,Uno Kaskpeit,Uno Kaskpeit,,Uno Kaskpeit,,,,,,,,,,,,,Uno Kaskpeit,,Uno Kaskpeit,Uno Kaskpeit,Uno Kaskpeit,,Uno Kaskpeit,,,,,,,,,,,Uno Kaskpeit,Uno Kaskpeit,,,Uno Kaskpeit,,Uno Kaskpeit,Uno Kaskpeit,,,,,,,Category:Uno Kaskpeit,,,,,,,,,,,,,,,,,,,,,,,,,,Uno Kaskpeit,,,,,,,,,,,,,,,Uno Kaskpeit,,,,,,,,,,Uno Kaskpeit,,,,,,,,,,,,,,,,Uno Kaskpeit,,,,,,Uno Kaskpeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uno Kaskpeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uno Kaskpeit,,,,,,Kaskpeit,,politician,,,,,,,Uno Kaskpeit,Uno Kaskpeit,Uno Kaskpeit,uno.kaskpeit,,,,,,,,,,f45d0388-db27-47eb-b13d-f6d147ef4d6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20528366,Andres Ammas,https://upload.wikimedia.org/wikipedia/commons/6/67/RK_Andres_Ammas.jpg,male,1962-02-25,Andres,,,,3547149544587100490004,,,,Andres Ammas,Andres Ammas,,Andres Ammas,Andres Ammas,,,,,,,,,,,,Andres Ammas,,Andres Ammas,,,,Andres Ammas,,,,,,,,,Andres Ammas,,Andres Ammas,,,,,,,,,,Andres Ammas,,,,Category:Andres Ammas,,,,,,,,,,,,,,,,,,,,,Andres Ammas,,,,,,,アンドレス・アンマス,,,,,,,,,,,,,Andres Ammas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-04-04,,,,,,,,,,,Andres Ammas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ammas,,politician,,,,,,,,,,andres.ammas,,,,,,,,,,01e6473e-8d4d-4b94-9266-0e5082e94942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20528493,Erki Savisaar,https://upload.wikimedia.org/wikipedia/commons/2/23/RK_Erki_Savisaar.jpg,male,1978-06-16,Erki,,,,,,,,Erki Savisaar,Erki Savisaar,,Erki Savisaar,,,,,,,,,,,,,Erki Savisaar,,Erki Savisaar,,,,Erki Savisaar,,,,,,,,,,,Erki Savisaar,,,,,,,,,,,,,,Category:Erki Savisaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erki Savisaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Savisaar,,politician,,,,,,,,,,erki.savisaar,,,,,,,,,,18360e3e-b776-4fa1-a361-5d9c287a89a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20528676,Monika Haukanõmm,https://upload.wikimedia.org/wikipedia/commons/8/8d/RK_Monika_Haukanõmm.jpg,female,1972-05-22,Monika,,,,,,,,Monika Haukanõmm,Monika Haukanõmm,,Monika Haukanõmm,Monika Haukanõmm,,,,,,,,,,,,Monika Haukanõmm,,,,,,Monika Haukanõmm,,,,,,,,,Monika Haukanõmm,,Monika Haukanõmm,,,,,,,,,,,,,,Category:Monika Haukanõmm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monika Haukanõmm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haukanõmm,,politician,,,,,,,,,,monika.haukanomm,,,,,,,,,,5ea230e2-5d34-46e1-9e4c-3966903f6b15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20528880,Innar Mäesalu,,male,1970-08-02,Innar,,,,,,,,Innar Mäesalu,Innar Mäesalu,,Innar Mäesalu,,,,,,,,,,,,,Innar Mäesalu,,,,,,Innar Mäesalu,,,,,,,,,,,Innar Mäesalu,Innar Mäesalu,,,Innar Mäesalu,,Innar Mäesalu,Innar Mäesalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innar Mäesalu,,,,,,,,,,,,,,,Innar Mäesalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innar Mäesalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innar Mäesalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innar Mäesalu,,,,,,Mäesalu,,politician,,,,,,,Innar Mäesalu,Innar Mäesalu,Innar Mäesalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2063457,Eldar Efendijev,https://upload.wikimedia.org/wikipedia/commons/0/02/KE_Eldar_Efendijev.jpg,male,1954-06-29,Eldar,,,,,,,,Eldar Efendijev,Eldar Efendijev,,Eldar Efendijev,Eldar Efendijev,,,Eldar Efendijev,,,,,,,Eldar Efendijev,"Эфендиев, Эльдар",Eldar Efendijev,,Eldar Efendijev,Eldar Efendijev,Eldar Efendijev,,Eldar Efendijev,,,,,Eldar Efendijev,Eldar Efendijev,,Eldar Efendijev,Eldar Efendijev,Eldar Efendijev,Eldar Efendijev,Eldar Efendijev,Eldar Efendijev,Eldar Efendijev,Eldar Efendijev,,Eldar Efendijev,Eldar Efendijev,,,,,,,Category:Eldar Efendijev,,,Eldar Efendijev,,,,,Eldar Efendijev,,,,,,,,,Eldar Efendijev,,,"Эфендиев, Эльдар",,,,,,,,,,,,,,,,,,,,,Eldar Efendijev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eldar Əfəndiyev,,,,,,,,,Eldar Əfəndiyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Efendijev,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2067037,Peep Aru,https://upload.wikimedia.org/wikipedia/commons/1/14/RE_Peep_Aru.jpg,male,1953-04-20,Peep,,,,,,,,Peep Aru,Peep Aru,,Peep Aru,,,,Peep Aru,,,,,,,Peep Aru,,Peep Aru,,Peep Aru,Peep Aru,Peep Aru,,Peep Aru,,,,,Peep Aru,Peep Aru,,Peep Aru,Peep Aru,Peep Aru,Peep Aru,Peep Aru,Peep Aru,Peep Aru,Peep Aru,,,,,,,,,,Category:Peep Aru,,,Peep Aru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peep Aru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aru,,politician,,,,,,,,,,,,,,,,,,,,13ae3199-f2e4-4b49-a73b-f2880451da33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933454,Arno Sild,https://upload.wikimedia.org/wikipedia/commons/7/73/RK_Arno_Sild.jpg,male,1947-04-26,Arno,,,,,,,,Arno Sild,Arno Sild,,Arno Sild,,,,,,,,,,,,,Arno Sild,,Arno Sild,,,,Arno Sild,,,,,,,,,Arno Sild,,Arno Sild,,,,,,,,,,,,,,Category:Arno Sild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arno Sild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sild,,politician,,,,,,,,,,,,,,,,,,,,d43974f1-4b85-4e61-b9f6-67535e1bf19f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933467,Dmitri Dmitrijev,https://upload.wikimedia.org/wikipedia/commons/8/85/RK_Dmitri_Dmitrijev.jpg,male,1982-06-17,Dmitri,,,,,,,,Dmitri Dmitrijev,Dmitri Dmitrijev,,Dmitri Dmitrijev,,,,,,,,,,,,,Dmitri Dmitrijev,,Dmitri Dmitrijev,,,,Dmitri Dmitrijev,,,,,,,,,Dmitri Dmitrijev,,Dmitri Dmitrijev,,,,,,,,,,,,,,Category:Dmitri Dmitrijev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dmitri Dmitrijev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dmitrijev,,politician,,,,,,,,,,dmitri.dmitrijev.7,,,,,,,,,,6eafafda-f117-44e5-b14b-1956d566e233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933507,Jaanus Karilaid,https://upload.wikimedia.org/wikipedia/commons/c/c0/RK_Jaanus_Karilaid.jpg,male,1977-02-01,Jaanus,,,,,no2003100843,,,Jaanus Karilaid,Jaanus Karilaid,,Jaanus Karilaid,,,jaanuskarilaid,,,,,,,,,,Jaanus Karilaid,,Jaanus Karilaid,,,,Jaanus Karilaid,,,,,,,,,Jaanus Karilaid,,Jaanus Karilaid,,,,,,,,,,,,,,Category:Jaanus Karilaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaanus Karilaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karilaid,,politician,,,,,,,,,,jaanus.karilaid,,,,,,,,,,94351dfe-449e-48db-9396-06cf204ce22e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933509,Liina Kersna,https://upload.wikimedia.org/wikipedia/commons/3/37/RK_Liina_Kersna.jpg,female,1980-04-03,Liina,,,,,,,,Liina Kersna,Liina Kersna,,Liina Kersna,Liina Kersna,,,,,,,,,,,,Liina Kersna,,Liina Kersna,,,,Liina Kersna,,,,,,,,,Liina Kersna,,Liina Kersna,,,,,,,,,,,,,,Category:Liina Kersna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liina Kersna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kersna,,politician,,,,,,,,,,liina.kersna,,,,,,,,,,a12ffc5c-0809-46cb-abc4-cc99a7fa3f60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933524,Kristjan Kõljalg,https://upload.wikimedia.org/wikipedia/commons/9/9b/RK_Kristjan_Kõljalg.jpg,male,1982-12-26,Kristjan,,,,,,,,Kristjan Kõljalg,Kristjan Kõljalg,,Kristjan Kõljalg,,,,,,,,,,,,,Kristjan Kõljalg,,,,,,Kristjan Kõljalg,,,,,,,,,,,Kristjan Kõljalg,,,,,,,,,,,,,,Category:Kristjan Kõljalg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristjan Kõljalg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kõljalg,,politician,,,,,,,,,,kristjan.koljalg,,,,,,,,,,8153acb2-28a5-4145-8cfc-28b0bc8f7e09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933540,Andres Metsoja,https://upload.wikimedia.org/wikipedia/commons/e/ec/RK_Andres_Metsoja.jpg,male,1978-11-25,Andres,,,,,,,,Andres Metsoja,Andres Metsoja,,Andres Metsoja,,,,,,,,,,,,,Andres Metsoja,,Andres Metsoja,,,,Andres Metsoja,,,,,,,,,Andres Metsoja,,Andres Metsoja,,,,,,,,,,,,,,Category:Andres Metsoja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andres Metsoja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metsoja,,politician,,,,,,,,,,andresmetsoja,,,,,,,,,,d5f3dddb-d809-448a-a94f-adbf208e408a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20933554,Raivo Põldaru,https://upload.wikimedia.org/wikipedia/commons/b/b2/RK_Raivo_Põldaru.jpg,male,1951-05-29,Raivo,,,,,,,,Raivo Põldaru,Raivo Põldaru,,Raivo Põldaru,,,,,,,,,,,,,Raivo Põldaru,,,,,,Raivo Põldaru,,,,,,,,,,,Raivo Põldaru,Raivo Põldaru,,,Raivo Põldaru,,Raivo Põldaru,Raivo Põldaru,,,,,,,Category:Raivo Põldaru,,,,,,,,,,,,,,,,,,,,,,,,,,Raivo Põldaru,,,,,,,,,,,,,,,Raivo Põldaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raivo Põldaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raivo Põldaru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raivo Põldaru,,,,,,Põldaru,,politician,,,,,,,Raivo Põldaru,Raivo Põldaru,Raivo Põldaru,,,,,,,,,,,b0eb11ef-75b9-4427-b8d0-20d38af2903a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
