id,name__nl,name__en,name__tl,name__es,name__de,name__fr,name__hu,name__ja,name,wikipedia__en,wikipedia__nl,wikipedia__tl,gender,identifier__VIAF,birth_date,given_name,original_wikiname,wikipedia__de,name__pl,name__ru,name__it,name__nb,name__da,name__nn,name__sv,name__id,wikipedia__es,wikipedia__fr,wikipedia__id,wikipedia__it,wikipedia__pl,wikipedia__ru,image,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__freebase,identifier__NTA,identifier__Munzinger,twitter,identifier__FAST,name__bcl,name__ilo,name__zh,wikipedia__bcl,wikipedia__commons,wikipedia__ilo,name__zh_hans,name__zh_hant,name__zh_hk,name__pam,name__pag,name__qu,name__ko,name__he,name__uz,name__ceb,name__cbk_zam,name__lv,name__vi,name__el,name__ia,name__ga,name__ar,name__pt,name__ro,name__th,name__fi,name__la,name__war,name__cs,name__az,name__hr,name__ca,name__af,name__an,name__br,name__eo,name__et,name__eu,name__gl,name__is,name__lb,name__lmo,name__lt,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__tr,name__wa,name__gsw,name__fa,name__uk,name__kk,name__ms,name__sr,name__my,wikipedia__ar,wikipedia__az,wikipedia__ca,wikipedia__cbk_zam,wikipedia__ceb,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__ia,wikipedia__itwikiquote,wikipedia__ja,wikipedia__kk,wikipedia__ko,wikipedia__la,wikipedia__lv,wikipedia__ms,wikipedia__my,wikipedia__no,wikipedia__pag,wikipedia__pam,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__sr,wikipedia__sv,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__zh,identifier__BNF,identifier__IMDB,website,identifier__NNDB,death_date,name__nan,name__zh_cn,name__zh_sg,name__zh_tw,name__jv,name__ml,name__bg,name__co,name__de_ch,name__en_ca,name__en_gb,name__fo,name__fy,name__haw,name__io,name__ksh,name__mg,name__nds,name__oc,name__pap,name__pdc,name__pih,name__pt_br,name__scn,name__sco,name__sc,name__yo,name__ta,name__hy,name__bn,name__am,name__be,name__gu,name__ha,name__ht,name__ig,name__km,name__ku,name__ur,wikipedia__af,wikipedia__als,wikipedia__am,wikipedia__be,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__bn,wikipedia__co,wikipedia__dewikiquote,wikipedia__eo,wikipedia__fo,wikipedia__fy,wikipedia__ha,wikipedia__haw,wikipedia__ht,wikipedia__ig,wikipedia__io,wikipedia__is,wikipedia__jv,wikipedia__km,wikipedia__ksh,wikipedia__ku,wikipedia__lb,wikipedia__mg,wikipedia__ml,wikipedia__nds,wikipedia__nn,wikipedia__oc,wikipedia__pap,wikipedia__pdc,wikipedia__pih,wikipedia__plwikiquote,wikipedia__pms,wikipedia__scn,wikipedia__sco,wikipedia__sc,wikipedia__simple,wikipedia__sq,wikipedia__ta,wikipedia__ur,wikipedia__yo,wikipedia__zh_min_nan,identifier__CiNii,identifier__NDL,identifier__GTAA,name__ast,name__bar,name__cy,name__de_at,name__frp,name__fur,name__gd,name__ie,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pcd,name__rm,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wo,name__zu,name__mk,name__yue,name__mr,name__ka,wikipedia__br,wikipedia__enwikisource,wikipedia__hy,wikipedia__ka,wikipedia__lt,wikipedia__mk,wikipedia__mr,wikipedia__sk,wikipedia__sw,wikipedia__zh_yue,identifier__NLA,family_name,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__CSFD,occupation,identifier__wikitree,wikipedia__fawikiquote,facebook,wikipedia__bi,name__bi,identifier__nyt_topic,wikipedia__enwikinews,identifier__snac,name__ty,identifier__quora,wikipedia__thwikiquote
Q23303083,Harry Roque,Harry Roque,,,,,,,Harry Roque,Harry Roque,,,male,,,Harry,Harry Roque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q23582946,Antonio Bravo,Antonio Bravo,,Antonio Bravo,Antonio Bravo,Antonio Bravo,,,Antonio Bravo,Antonio Bravo,,,male,,1906,Antonio,Antonio Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Bravo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm0106055,,,1992-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166581,p8180,152632,197399,actor,,,,,,,,,,,
Q24206149,Ramon Nolasco,Ramon Nolasco,,,,,,,Ramon Nolasco,Ramon Nolasco,,,male,,,,Ramon Nolasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24250858,Geraldine Roman,Geraldine Roman,,,,,,,Geraldine Roman,Geraldine Roman,,,transgender female,,1967,,Geraldine Roman,,,Жеральдин Роман,,Geraldine Roman,,,,Geraldine Roman,,,Geraldine Roman,,,"Роман, Жеральдин",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geraldine Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geraldine Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geraldine Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,
Q2510441,Feliciano Belmonte jr.,"Feliciano Belmonte, Jr.",Feliciano Belmonte Jr.,"Feliciano Belmonte, Jr.",,,"Feliciano Belmonte, Jr.",,"Feliciano Belmonte, Jr.",Feliciano Belmonte Jr.,Feliciano Belmonte jr.,"Feliciano Belmonte, Jr.",male,,1936-10-02,Feliciano,"Feliciano Belmonte, Jr.",,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/00/Philippine_House_Speaker_Feliciano_Belmonte.jpg,,,,,,,,,,Sonny Belmonte,Sonny Belmonte,貝爾蒙特,Sonny Belmonte,"Category:Feliciano Belmonte, Jr.","Feliciano Belmonte, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q25136908,Silvestre Bello III,Silvestre Bello III,,,,,,,Silvestre Bello III,Silvestre Bello III,,,male,,1944-06-23,,Silvestre Bello III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2573673,Rodolfo Biazon,Rodolfo Biazon,Rodolfo Biazon,Rodolfo Biazon,Rodolfo Biazon,Rodolfo Biazon,Rodolfo Biazon,,Rodolfo Biazon,Rodolfo Biazon,Rodolfo Biazon,Rodolfo Biazon,male,,1935-04-14,Rodolfo,Rodolfo Biazon,,,,Rodolfo Biazon,Rodolfo Biazon,Rodolfo Biazon,Rodolfo Biazon,Rodolfo Biazon,,,,,Rodolfo Biazon,,,https://upload.wikimedia.org/wikipedia/commons/e/ea/Rodolfo_Biazon.jpg,,,,,/m/026gx34,,,,,,Rodolfo Biazon,魯道夫‧米亞順,,,Rodolfo Biazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodolfo Biazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodolfo Biazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q2606208,Sherwin Gatchalian,Sherwin Gatchalian,Sherwin Gatchalian,Sherwin Gatchalian,Sherwin Gatchalian,Sherwin Gatchalian,Sherwin Gatchalian,,Sherwin Gatchalian,Win Gatchalian,Sherwin Gatchalian,Sherwin Gatchalian,male,,1974-04-06,Sherwin,Sherwin Gatchalian,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8d/Sherwin_T._Gatchalian.jpg,,,,,,,,,,,Sherwin Gatchalian,,,Category:Sherwin Ting Gatchalian,Sherwin Gatchalian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q2609062,Jose Zubiri III,Jose Zubiri III,,,,Jose Zubiri III,,,Jose Zubiri III,Jose Zubiri III,Jose Zubiri III,,male,,1963-04-30,Jose,Jose Zubiri III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q2648928,Jose Atienza jr.,Lito Atienza,Lito Atienza,Lito Atienza,Lito Atienza,Lito Atienza,Lito Atienza,ジョセリート・アティエンザ,Lito Atienza,Lito Atienza,Jose Atienza jr.,Lito Atienza,male,56368784,1941-08-10,Jose,Lito Atienza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q27058375,"Aurelio D. Gonzales, Jr.","Aurelio D. Gonzales, Jr.",,,,,,,"Aurelio D. Gonzales, Jr.","Aurelio D. Gonzales, Jr.",,,male,,1964-10-27,,"Aurelio D. Gonzales, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2720262,Gwendolyn Garcia,Gwendolyn Garcia,Gwendolyn Garcia,Gwendolyn Garcia,Gwendolyn Garcia,Gwendolyn Garcia,Gwendolyn Garcia,,Gwendolyn Garcia,Gwendolyn Garcia,Gwendolyn Garcia,Gwendolyn Garcia,female,,1955-10-12,Gwendolyn,Gwendolyn Garcia,,,,Gwendolyn Garcia,,,,,,,,,Gwendolyn Garcia,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Gwen1_20011_Haarry_Wad.jpg,,,,,/m/02rc_yy,,,,,,,,,Category:Gwendolyn Garcia,,,,,,,,,,,Gwen Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gwen Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q27922208,Monique Lagdameo,Monique Lagdameo,,,,,,,Monique Lagdameo,Monique Lagdameo,,,female,,1975-07-25,,Monique Lagdameo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q285536,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,イメルダ・マルコス,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,female,113806714,1929-07-02,Imelda,Imelda Marcos,Imelda Marcos,Imelda Marcos,Имельда Ромуальдес Маркос,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,"Маркос, Имельда Ромуальдес",https://upload.wikimedia.org/wikipedia/commons/6/6a/Imeldamarcos1982.jpg,0000 0001 1497 2036,122298527,n50075853,030038847,/m/01r2tl,070727104,,,19334,Imelda Marcos,Imelda Marcos,伊梅尔达·马科斯,Imelda Marcos,,Imelda Marcos,伊梅尔达·马科斯,伊美黛·馬可仕,艾美黛·馬可斯,Imelda Marcos,Imelda Marcos,,이멜다 마르코스,אימלדה מרקוס,,Imelda Marcos,Imelda Marcos,Imelda Markosa,Imelda Marcos,Ιμέλντα Μάρκος,Imelda Marcos,Imelda Marcos,إيميلدا ماركوس,Imelda Marcos,Imelda Marcos,อีเมลดา มาร์กอส,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcosová,İmelda Markos,Imelda Marcos,Imelda Marcos,Imelda Marcos,,,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,,,,Imelda Marcos,Imelda Marcos,,Imelda Marcos,İmelda Marcos,,Imelda Marcos,ایملدا مارکوس,Імельда Маркос,,Imelda Marcos,Имелда Маркос,,إيميلدا ماركوس,İmelda Markos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcosová,Imelda Marcos,Ιμέλντα Μάρκος,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,ایملدا مارکوس,Imelda Marcos,Imelda Marcos,Imelda Marcos,אימלדה מרקוס,Imelda Marcos,Imelda Marcos,,イメルダ・マルコス,,이멜다 마르코스,Imelda Marcos,Imelda Markosa,Imelda Marcos,,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,,Imelda Marcos,Имелда Маркос,Imelda Marcos,อีเมลดา มาร์กอส,İmelda Marcos,Імельда Маркос,,,Imelda Marcos,Imelda Marcos,伊梅尔达·马科斯,121536210,,,303/000023234,,Imelda Marcos,伊梅尔达·马科斯,伊梅尔达·马科斯,伊美黛·馬可仕,Imelda Marcos,ഇമെൽഡാ മാർക്കോസ്,Имелда Маркос,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,இமெல்டா மார்க்கோஸ்,Իմելդա Մարկոս,ইমেলদা মার্কোস,ኢሜልዳ,Імельда,ઇમેલ્ડા માર્કોસ,Imelda Marcos,Imelda Marcos,Imelda Marcos,អ៊ឹមអែលដា,Imelda Marcos,امیلڈا,Imelda Marcos,Imelda Marcos,ኢሜልዳ ማርኮስ,Імельда,Имелда Маркос,Имелда Маркос,ইমেলদা মার্কোস,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,អ៊ឹមអែលដា,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,ഇമെൽഡാ മാർക്കോസ്,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,Imelda Marcos,இமெல்டா மார்க்கோஸ்,امیلڈا,Imelda Marcos,Imelda Marcos,DA08332671,00621064,129507,,,,,,,,,,,,,,,,,,,,,,,,,艾美黛馬可斯,,იმელდა მარკოსი,,,,იმელდა მარკოსი,,,,,,艾美黛馬可斯,,,,,,,model,,,MadameImeldaMarcos,,,,,w6g164vn,,,
Q3303072,Herminia Roman,Herminia Roman,Herminia Roman,Herminia Roman,Herminia Roman,Herminia Roman,Herminia Roman,,Herminia Roman,Herminia Roman,,Herminia Roman,female,,1940-07-09,Herminia,Herminia Roman,,,"Роман, Эрминия",,,,,,,Herminia Roman,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/Cong._Herminia_Roman_1st_District_Bataan.JPG,,,,,,,,,,,Herminia Roman,,,,Herminia Roman,,,,,,,,,,,,,,,,,,Herminia Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herminia Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q330656,Abraham Tolentino,Abraham Tolentino,Abraham Tolentino,,Abraham Tolentino,Abraham Tolentino,,,Abraham Tolentino,Abraham Tolentino,,Abraham Tolentino,male,,1964-02-23,Abraham,Abraham Tolentino,Abraham Tolentino,,,,,,,,Abraham Tolentino,,,Abraham Tolentino,,,,,,,,,,,,,,,,,,,,,,,,Bambol Tolentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bambol Tolentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3543427,Monsour del Rosario,Monsour del Rosario,Monsour del Rosario,Monsour del Rosario,Monsour del Rosario,Monsour del Rosario,,,Monsour del Rosario,Monsour del Rosario,,Monsour del Rosario,male,9446903,1965-05-11,,Monsour Del Rosario,,Monsour del Rosario,,Monsour del Rosario,,,,,,Monsour del Rosario,,,,Monsour del Rosario,,,,,,,/m/08gktr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm0215856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,del Rosario,,,,,taekwondo athlete,,,,,,,,,,,
Q3543566,Bayani Fernando,Bayani Fernando,Bayani Fernando,Bayani Fernando,Bayani Fernando,Bayani Fernando,,バヤニ・フェルナンド,Bayani Fernando,Bayani Fernando,Bayani Fernando,Bayani Fernando,male,,1946-07-25,,Bayani Fernando,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/95/Bayani_Fernando.jpg,,,,,/m/061yd1,,,,,,,,,,,,,,,,,,,,Bayani Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayani Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayani Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bayani Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,
Q3550210,Joey Salceda,Joey Salceda,Joey Salceda,Joey Salceda,Joey Salceda,Joey Salceda,,ジョーイ・スカシーダ,Joey Salceda,Joey Salceda,,Joey Salceda,male,,1961-10-26,Joey,Joey Salceda,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/dd/Joey_Salceda_of_Albay.JPG,,,,,,,,,,Joey Salceda,,喬伊·薩爾斯達,Joey Salceda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,
Q3550636,,Strike Revilla,Strike Revilla,Strike Revilla,,Strike Revilla,,,Strike Revilla,Strike Revilla,,Strike Revilla,male,,1970-03-02,Edwin,Strike Revilla,,,,,,,,,,,,,,,,,,,,,,,,,,,Strike Revilla,,,,Strike Revilla,,,,,Edwin Mortel Bautista,,,,,Edwin Mortel Bautista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edwin Mortel Bautista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q442998,Pia Cayetano,Pia Cayetano,Pia Cayetano,Pia Cayetano,Pia Cayetano,Pia Cayetano,Pia Cayetano,,Pia Cayetano,Pia Cayetano,Pia Cayetano,Pia Cayetano,female,,1966-03-22,Pia,Pia Cayetano,Pia Cayetano,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/72/PIA_NEW_PROFILE_PIC_2.JPG,,,,,/m/0273ybz,,,,,Pia Cayetano,,,Pia Cayetano,,,,,,Pia Cayetano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pia Cayetano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radio personality,,,,,,,,,,,
Q452102,"Amado Espino, Jr.","Amado Espino, Jr.","Amado Espino, Jr.","Amado Espino, Jr.",Amado Espino,,"Amado Espino, Jr.",,"Amado Espino, Jr.",Amado Espino Jr.,,"Amado Espino, Jr.",male,,1948-06-20,Amado,"Amado Espino, Jr.",Amado Espino,,,,,,,,,,,,,,,,,,,,/m/05p2cwg,,,,,,"Amado Espino, Jr.",,,,"Amado Espino, Jr.",,,,,Amado Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amado Espino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q4666167,Abdulmunir Mundoc Arbison,Abdulmunir Mundoc Arbison,,,Abdulmunir Mundoc Arbison,Abdulmunir Mundoc Arbison,,,Abdulmunir Mundoc Arbison,Abdulmunir Mundoc Arbison,,,male,,1957-11-12,,Abdulmunir Mundoc Arbison,,,,Abdulmunir Mundoc Arbison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
