id,name__en,name,wikipedia__en,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__CiNii,identifier__IMDB,identifier__NDL,identifier__NLA,birth_date,identifier__freebase,identifier__NKC,family_name,given_name,website,identifier__RSL,identifier__NLI,identifier__dmoz,identifier__NTA,identifier__BIBSYS,identifier__NUKAT,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__GNC,identifier__EGAXA,identifier__Britannica,identifier__parlement,twitter,facebook,identifier__AlloCine,identifier__JewishEnc,death_date,identifier__MGP,identifier__BNE,identifier__PTBNP,identifier__BAV,birth_name,identifier__N6I,identifier__GTAA,identifier__MusicBrainz,identifier__discogs,identifier__SELIBR,identifier__OpenPlaques,identifier__NPG,identifier__NLP,name__he,wikipedia__he,name__zh,name__pl,name__eu,name__es,name__ta,name__af,name__oc,name__ms,name__hu,name__et,name__sq,name__el,name__bcl,name__my,name__nl,name__sv,name__ar,name__pt,name__is,name__eo,name__yi,name__ru,name__sr,name__tr,name__fi,name__uk,name__nn,name__io,name__sco,name__hr,name__tl,name__da,name__nan,name__gsw,name__ko,name__be,name__fr,name__lad,name__yo,name__lv,name__it,name__gl,name__de,name__id,name__ja,name__vi,name__wuu,name__sk,name__kn,name__fy,name__ro,name__ca,name__la,name__cy,name__war,name__cs,name__fa,name__bg,name__mr,name__arc,name__ka,name__nds,name__lt,name__nb,name__ckb,name__de_ch,name__en_ca,name__en_gb,name__pam,name__pt_br,name__sh,name__gv,name__az,name__ur,name__ie,name__arz,name__ml,name__mk,name__mzn,name__fo,name__hy,name__bn,wikipedia__af,wikipedia__als,wikipedia__arc,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__bcl,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__cy,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fawikinews,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__fy,wikipedia__gl,wikipedia__gv,wikipedia__hewikinews,wikipedia__hewikiquote,wikipedia__hewikisource,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__lad,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__my,wikipedia__mzn,wikipedia__nds,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vi,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh,name__hi,wikipedia__hi,name__jv,wikipedia__jv,wikipedia__simplewikiquote,name__mo,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__br,name__sr_el,name__sr_ec,name__ast,name__be_tarask,name__sl,name__ksh,wikipedia__ast,wikipedia__be_x_old,wikipedia__br,wikipedia__ksh,wikipedia__sl,wikipedia__trwikiquote,name__vmf,wikipedia__dewikiquote,name__pnb,name__scn,name__ku,name__qu,name__bs,name__yue,wikipedia__arwikiquote,wikipedia__bgwikiquote,wikipedia__bswikiquote,wikipedia__idwikiquote,wikipedia__ku,wikipedia__pnb,wikipedia__ptwikiquote,wikipedia__qu,wikipedia__scn,wikipedia__zh_yue,name__ga,name__tg_latn,name__mn,name__th,name__tg,wikipedia__bs,wikipedia__ga,wikipedia__mn,wikipedia__tg,wikipedia__th,name__ang,name__an,name__li,name__cv,name__kk,name__lb,name__nap,name__bar,name__tt,name__vo,name__de_at,name__min,name__lez,wikipedia__ang,wikipedia__an,wikipedia__bar,wikipedia__cv,wikipedia__fiwikiquote,wikipedia__kk,wikipedia__lb,wikipedia__lez,wikipedia__li,wikipedia__min,wikipedia__nap,wikipedia__nowikiquote,wikipedia__tt,wikipedia__vo,wikipedia__frwikiquote,name__mg,wikipedia__mg,name__uz,wikipedia__uz,name__os,wikipedia__mk,wikipedia__os,wikipedia__thwikiquote,name__szl,wikipedia__szl,name__ht,wikipedia__ht,wikipedia__liwikiquote,name__ba,name__pa,name__ku_arab,name__ku_latn,wikipedia__ba,wikipedia__pa,wikipedia__srwikiquote,wikipedia__svwikiquote,name__mwl,name__si,wikipedia__fawikiquote,wikipedia__mwl,wikipedia__si,wikipedia__slwikiquote,name__lij,name__new,name__nov,name__krc,wikipedia__azwikiquote,wikipedia__krc,wikipedia__kuwikiquote,wikipedia__lij,wikipedia__new,wikipedia__nlwikiquote,wikipedia__nov,name__sw,name__rue,name__wa,name__hif,name__sgs,name__pms,name__lrc,wikipedia__bat_smg,wikipedia__glwikiquote,wikipedia__hif,wikipedia__kowikiquote,wikipedia__lrc,wikipedia__pms,wikipedia__rue,wikipedia__ruwikisource,wikipedia__sw,wikipedia__wa,name__diq,wikipedia__diq,name__bm,name__co,name__frc,name__frp,name__fur,name__gd,name__ia,name__jam,name__kab,name__kg,name__nds_nl,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__vec,name__vls,name__wo,name__zu,wikipedia__kl,name__kl,identifier__NLAtrove,instagram,wikipedia__frwikinews,wikipedia__hywikiquote,wikipedia__azb,original_wikiname,identifier__FAST,identifier__OLID,identifier__NLC,identifier__rotten_tomatoes,identifier__BNC,name__azb,identifier__NSZL,identifier__ORCID,identifier__DoUB,identifier__SFDb,identifier__CSPAN,identifier__zbMATH,identifier__PORT,identifier__KLfG,last_seen,identifier__kinopoisk,wikipedia__cawikiquote,name__ceb,name__eml,name__frr,name__hak,name__hsb,name__nah,name__zea,wikipedia__xmf,name__xmf,identifier__filmportal_de,identifier__senate_nl,identifier__allmovie,name__kana,identifier__PACE,identifier__SCOPE,identifier__CSFD,wikipedia__hsb,identifier__bigenc_ru,identifier__wikitree,wikipedia__ky,identifier__dialnet,identifier__google_knowledge,identifier__guardian_topic,wikipedia__bewikiquote,wikipedia__lmo,name__lmo,occupation,identifier__nobel_prize,identifier__livejournal,identifier__youtube,identifier__google_plus,identifier__nyt_topic,identifier__nlg,identifier__ne_se,name__dsb,name__pfl,name__als,name__ky,identifier__quora,identifier__snac,wikipedia__arwikinews,wikipedia__dewikinews,wikipedia__rowikinews,wikipedia__srwikinews,wikipedia__svwikinews,wikipedia__eswikinews,wikipedia__itwikinews,wikipedia__trwikinews,identifier__politifact,identifier__persee,wikipedia__gom,name__gom,identifier__BVMC,name__ext,identifier__DNF,identifier__BBC_things,wikipedia__ay,name__ay,political_alignment,identifier__LAC,email,name__ne,wikipedia__ne,pseudonym,identifier__LNB,identifier__NSK,wikipedia__tk,wikipedia__sm,name__tk,name__sm,identifier__CONOR,identifier__goodreads,wikipedia__got,name__got,wikipedia__lfn,name__lfn,name__hil,name__aeb_arab,name__mai,wikipedia__mai,wikipedia__zea,identifier__CTHS,identifier__google_scholar,name__te,identifier__flickr,name__mt,name__hyw,wikipedia__hyw
Q2900624,Saleh Suleiman,צאלח סלימאן,Saleh Suleiman,,male,,,,,,,,,,,1888,,,,Saleh,,,,,,,,,,,,,,,,,,,1980-11-24,,,,,,,,,,,,,,צאלח סלימאן,צאלח סלימאן,,Salih Sulajman,,Saleh Suleiman,,,,,Saleh Suleiman,,,,,,Saleh Suleiman,,صالح سليمان,,,,,,,,,,,,,,,,,,,,Saleh Suleiman,,,,,,Saleh Suleiman,,,,,,,,,Saleh Suleiman,,,,Sálih Sulejmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,صالح سليمان (سياسي),,,,,,,,,,Sálih Sulejmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salih Sulajman (polityk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saleh Suleiman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900629,Yitzhak Seiger,יצחק זיגר,Yitzhak Seiger,,male,,,,,,,,,,,1936-02-22,,,,Yitzhak,,,,,,,,,,,,,,,,,,,1985-02-05,,,,,,,,,,,,,,יצחק זיגר,יצחק זיגר,,Jicchak Sejger,,Yitzhak Seiger,,,,,Yitzhak Seiger,,,,,,Yitzhak Seiger,,,,,,,,,,,,,,,,,,,,,,Yitzhak Seiger,,,,,,Yitzhak Seiger,,,,,,,,,Yitzhak Seiger,,,,Jicchak Seiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jicchak Seiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jicchak Sejger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yitzhak Seiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900640,Ya'akov Shamai,יעקב שמאי,Ya'akov Shamai,,male,,,,,,,,,,,1940-05-22,/m/0b73y5c,,,,,,,,,,,,,,,,,,,,,,2016-10-04,,,,,,,,,,,,,,יעקב שמאי,יעקב שמאי,,,,Ya'akov Shamai,,,,,Ya'akov Shamai,,,,,,Ya'akov Shamai,,,,,,,,,,,,,,,,,,,,,,Ya'akov Shamai,,,,,,,,,,,,,,,Ya'akov Shamai,,,,Ja'akov Šamaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ja'akov Šamaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ya'akov Shamai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900647,Yehuda Harel,יהודה הראל,Yehuda Harel,,male,0000 0004 0308 5601,299112046,,n88210370,,,,,,,1934-11-11,,,Harel,Yehuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יהודה הראל,יהודה הראל,,Jehuda Harel,,Yehuda Harel,,,,,Yehuda Harel,,,,,,Yehuda Harel,,,,,,,,,,,,,,,,,,,,,,Yehuda Harel,,,,,,Yehuda Harel,,,,,,,,,Yehuda Harel,,,,Jehuda Har'el,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jehuda Har'el,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jehuda Harel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yehuda Harel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900653,Doron Shmueli,דורון שמואלי,Doron Shmueli,https://upload.wikimedia.org/wikipedia/commons/3/30/Doron_Shmueli.jpg,male,,,,,,,,,,,1954-10-05,,,,Doron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,דורון שמואלי,דורון שמואלי,,Doron Szemu’eli,,Doron Shmueli,,,,,Doron Shmueli,,,,,,Doron Shmueli,,,,,,,,,,,,,,,,,,,,,,Doron Shmueli,,,,,,Doron Shmueli,,,,,,,,,Doron Shmueli,,,,Doron Šmu'eli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doron Šmu'eli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doron Szemu’eli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doron Shmueli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900661,Yosef Kushnir,יוסף קושניר,Yosef Kushnir,,male,,,,,,,,,,,1900-11-15,,,,Josef,,,,,,,,,,,,,,,,,,,1983-01-06,,,,,,,,,,,,,,יוסף קושניר,יוסף קושניר,,,,Yosef Kushnir,,,,,Yosef Kushnir,,,,,,Yosef Kushnir,,,,,,,,,,,,,,,,,,,,,,Yosef Kushnir,,,,,,Yosef Kushnir,,,,,,,,,Yosef Kushnir,,,,Josef Kušnir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Kušnir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yosef Kushnir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900669,Masaad Kassis,מסעד קסיס,Masaad Kassis,"https://upload.wikimedia.org/wikipedia/commons/2/23/Massad_Kassis,_December_1951_D713-057.jpg",male,,,,,,,,,,,1918-11-01,,,,,,,,,,,,,,,,,,,,,,,1989-12-25,,,,,,,,,,,,,,מסעד קסיס,מסעד קסיס,,Masad Kassis,,Masaad Kassis,,,,,Masaad Kassis,,,,,,Masaad Kassis,,,,,,,,,,,,,,,,,,,,,,Masaad Kassis,,,,,,Masaad Kassis,Masaad Kassis,,,,,,,,Masaad Kassis,,,,Mas'ad Kasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Masaad Kassis,Mas'ad Kasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masaad Kassis,,,,,,,,,,,,,,,,,,,,,,,,,Masad Kassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masaad Kassis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900683,Halil-Salim Jabara,חליל-סלים ג'בארה,Halil-Salim Jabara,,male,,,,,,,,,,,1913,/m/07sb2bg,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,חליל-סלים ג'בארה,חליל-סלים ג'בארה,,,,Halil-Salim Jabara,,,,,Halil-Salim Jabara,,,,,,Halil-Salim Jabara,,خليل سليم جبارة,,,,,,,,,,,,,,,,,,,,Halil-Salim Jabara,,,,,,,,,,,,,,,Halil-Salim Jabara,,,,Chalíl Salím Džabára,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,خليل سليم جبارة,,,,,,,,,,Chalíl Salím Džabára,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Halil-Salim Jabara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900689,Eliezer Ronen,אליעזר רונן,Eliezer Ronen,,male,,,,,,,,,,,1931-09-24,/m/09gqnf8,,,Eliezer,,,,,,,,,,,,,,,,,,,2016-03-17,,,,,,,,,,,,,,אליעזר רונן,אליעזר רונן,,Eli’ezer Ronen,,Eliezer Ronen,,,,,Eliezer Ronen,,,,,,Eliezer Ronen,,,,,,,Элиэзер Ронен,,,,,,,,,,,,,,,Eliezer Ronen,,,,,,Eliezer Ronen,,,,,,,,,Eliezer Ronen,,,,Eli'ezer Ronen,الیعزر رونن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eli'ezer Ronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eli’ezer Ronen,,,,"Ронен, Элиэзер",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eliezer Ronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900697,Yosef Vanunu,יוסף ונונו,Yosef Vanunu,,male,,,,,,,,,,,1945-08-07,/m/0bbv6vm,,,Josef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוסף ונונו,יוסף ונונו,,Josef Wanunu,,Yosef Vanunu,,,,,Yosef Vanunu,,,,,,Yosef Vanunu,,يوسف فعنونو,,,,,,,,,,,,,,,,,,,,Yosef Vanunu,,,,,,Yosef Vanunu,,,,,,,,,Yosef Vanunu,,,,Josef Vanunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,يوسف فعنونو,,,,,,,,,,Josef Vanunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Wanunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yosef Vanunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900704,Rafael Suissa,רפאל סוויסה,Rafael Suissa,,male,,,,,,,,,,,1935-01-05,/m/0b6lkgd,,,Rafael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,רפאל סוויסה,רפאל סוויסה,,,,Rafael Suissa,,,,,Rafael Suissa,,,,,,Rafael Suissa,,,,,,,,,,,,,,,,,,,,,,Rafael Suissa,,,,,,Rafael Suissa,,,,,,,,,Rafael Suissa,,,,Rafa'el Suissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafa'el Suissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafael Suissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900920,Avraham-Yehuda Goldrat,אברהם יהודה גולדראט,Avraham-Yehuda Goldrat,,male,,315535511,,,,,,,,,1912,/m/06wbjph,,,Avraham,,,,,,,,,,,,,,,,,,,1973-06-17,,,,,,,,,,,,,,אברהם יהודה גולדראט,אברהם יהודה גולדראט,,Awraham-Jehuda Goldrat,,Avraham-Yehuda Goldrat,,,,,Avraham-Yehuda Goldrat,,,,,,Avraham-Yehuda Goldrat,,,,,,,,,,,,,,,,,,,,,,Avraham-Yehuda Goldrat,,,,,,,,,,,,,,,Avraham-Yehuda Goldrat,,,,Avraham Jehuda Goldrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avraham Jehuda Goldrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awraham-Jehuda Goldrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avraham-Yehuda Goldrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,librarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900931,Yitzhak Golan,יצחק גולן,Yitzhak Golan,,male,,,,,,,,,,,1912-08-27,/m/07s93t9,,,Yitzhak,,,,,,,,,,,,,,,,,,,1991-10-14,,,,,,,,,,,,,,יצחק גולן,יצחק גולן (חבר הכנסת),,Jicchak Golan,,Yitzhak Golan,,,,,Yitzhak Golan,,,,,,Yitzhak Golan,,,,,,,,,,,,,,,,,,,,,,Yitzhak Golan,,,,,,Yitzhak Golan,,,,,,,,,Yitzhak Golan,,,,Jicchak Golan,ایتسهاک گولان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jicchak Golan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jicchak Golan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yitzhak Golan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2900939,Rostam Bastuni,רוסתם בסתוני,Rostam Bastuni,,male,,,,,,,,,,,1923-03-15,/m/02pj89c,,,Rostam,,,,,,,,,,,,,,,,,,,1994-04-26,,,,,,,,,,,,,,רוסתם בסתוני,רוסתם בסתוני,,Rustam Bastuni,,Rostam Bastuni,,,,,Rostam Bastuni,,,,,,Rostam Bastuni,,رستم بستوني,,,,,,,,,,,,,,,,,,,,Rostam Bastuni,,,,,,Rostam Bastuni,Rostam Bastuni,,,,,,,,Rostam Bastuni,,,,Rostam Bastúní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,رستم بستوني,,,,,,,,,,Rostam Bastúní,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rostam Bastuni,,,,,,,,,,,,,,,,,,,,,,,,,Rustam Bastuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rostam Bastuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
