id,name,party,party_id,district,birth_date,email,photo,term
373,Pedro Méndez Carreto,TODOS,TODOS,Quetzaltenango,1972-02-20,pmendez@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/E9CAB1A9-C488-2F92-4571-7988F61D168A.jpg,8
381,Raúl Romero Segura,Fuerza,Fuerza,Distrito Central,1969-07-31,rromero@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/ADDE9FBD-A5F6-CCFA-0103-796535BDCBAE.jpg,8
388,Roberto Ricardo Villate Villatoro,Diputados Independientes,IND,Listado Nacional,1960-08-26,rvillate@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/B5B9428B-C53C-00C0-E528-B1720B51A328.jpg,8
392,Rodolfo Moisés Castañón Fuentes,Frente de Convergencia Nacional,FCN-NACION,San Marcos,1952-12-04,rcastanon@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/055C0C3F-5588-940D-335F-B18DEE8A0108.jpg,8
394,Ronald Estuardo Arango Ordóñez,TODOS,TODOS,Distrito Central,1972-08-21,rarango@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/751A8A42-8C14-EB38-62E0-07B8A002A416.jpg,8
395,Ronald Ramiro Sierra López,Movimiento Reformador,MR,Alta Verapaz,1969-11-09,rsierra@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/22D26937-6A69-6E5A-FEC4-E2758F54E709.jpg,8
403,Rubén Misael Escobar Calderón,Unidad Nacional de la Esperanza,UNE,Quetzaltenango,1970-05-20,rescobar@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/B8541856-8F61-AE11-575A-798D505E6BA2.jpg,8
409,Rudy Berner Pereira Delgado,Frente de Convergencia Nacional,FCN-NACION,Alta Verapaz,1971-01-04,rpereira@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/A1AFDB8D-3869-D8D8-AD2D-B175D078BBF5.jpg,8
410,Rudy Roberto Castañeda Reyes,Unión del Cambio Nacional,UCN,Listado Nacional,1954-11-21,rcastaneda@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/29E018D8-623D-B857-4AA6-8DCBF58B279F.jpg,8
411,Salvador Francisco Baldizón Méndez,Diputados Independientes,IND,Distrito Guatemala,1971-10-04,sbaldizon@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/CA00703F-E120-1F63-25FF-074811D2FE0F_2018.jpg,8
413,Sandra Ester Cruz Ramírez,Frente de Convergencia Nacional,FCN-NACION,Huehuetenango,1989-09-18,scruz@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/08C3D6AC-7ED5-F2A4-EA68-799AB199B90F.jpg,8
414,Sandra Nineth Morán Reyes,Convergencia,Convergencia,Distrito Guatemala,1960-04-29,smoran@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/507B2031-5834-BCCE-DA46-6AB075C13816.jpg,8
415,Sandra Patricia Sandoval González,Frente de Convergencia Nacional,FCN-NACION,Jutiapa,1987-05-01,ssandoval@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/DC9B5DB0-B497-E8A7-F39F-2E6BE60F1044.jpg,8
42,Boris Roberto España Cáceres,Diputados Independientes,IND,Chiquimula,1973-01-20,bcaceres@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/08CBFC8C-A4DB-02D2-29E3-07BE38C13486.jpg,8
420,Sergio Leonel Celis Navas,Alianza Ciudadana,AC,Sacatepéquez,1964-01-12,scelis@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/9B368D88-420B-FDB5-3F26-B18B13C45EB8.jpg,8
421,Sofía Jeanetth Hernández Herrera,Alianza Ciudadana,AC,Huehuetenango,1965-12-17,shernandez@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/64003A4E-948B-5EC9-EFC7-07B758BC37E7.jpg,8
423,Thelma Elizabeth Ramírez Retana de Najera,Unidad Nacional de la Esperanza,UNE,Izabal,1973-11-29,tramirez@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/D23AD3E8-CA89-4F00-6EF4-689E021B60F6.jpg,8
427,Víctor Manuel Cruz Clavería,Frente de Convergencia Nacional,FCN-NACION,Escuintla,1951-04-19,vcruz@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/66035248-595F-1855-2E84-8DC007B3366A.jpg,8
428,Víctor Manuel Estrada Orellana,Movimiento Reformador,MR,El Progreso,1969-06-04,vestrada@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/EA3D3649-2E56-C564-B1AB-7994971286BF.jpg,8
433,Vivian Beatriz Preciado Navarijo,Unión del Cambio Nacional,UCN,San Marcos,1989-04-01,vpreciado@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/F6E72DDB-D3D7-2187-030F-8DCD3C4921E5.jpg,8
434,Walter Rolando Félix López,Unidad Revolucionaria Nacional Guatemalteca,URNG-MAIZ,Huehuetenango,1961-07-06,wfelix@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/A225BBC0-F7A7-7362-6D3C-9D1CBC89560E.jpg,8
45,Byron Juventino Chacón Ardón,Frente de Convergencia Nacional,FCN-NACION,Izabal,1965-03-31,bchacon@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/E8402E4F-AF0B-CEB6-5611-0734C2E94817.jpg,8
46,Carlos Alberto Barreda Taracena,Unidad Nacional de la Esperanza,UNE,Listado Nacional,1971-08-08,cbarreda@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/8B6398E0-BFFA-324F-E7BC-07B9D7886F1B.jpg,8
50,Carlos Alberto Martínez Castellanos,Diputados Independientes,IND,Jutiapa,1983-02-06,cmartinez@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/E6A193C5-3E2E-D070-DA8D-07D1BFF9598A.jpg,8
527,Ferdy Ramón Elías Velásquez,Frente de Convergencia Nacional,FCN-NACION,Quiché,1976-07-07,frelias@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/356535CD-9268-4593-CDBD-1A74D9FAE606.jpg,8
532,Floridalma Leiva Hernández,Diputados Independientes,IND,Escuintla,1972-01-14,fleiva@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/EA9D044C-3B88-0A6E-4C93-07CD716F4E2A.jpg,8
567,Humberto Leonel Sosa Mendoza,Diputados Independientes,IND,Suchitepéquez,1957-11-23,hsosa@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/369C2E85-74E9-181E-DB26-9DAB38410361.jpg,8
57,Carlos Enrique Chavarría Pérez,"Compromiso, Renovación y Orden",CREO,Alta Verapaz,1959-12-06,cchavarria@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/979F6CD0-AE4E-3990-D1F7-6AA6F63094E3.jpg,8
59,Carlos Enrique López Maldonado,Unidad Nacional de la Esperanza,UNE,Quiché,1991-05-26,celopez@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/9B6764E3-4EF7-0A21-BE45-8DE6DE85F5EC.jpg,8
65,Carlos Napoleón Rojas Alarcón,Unión del Cambio Nacional,UCN,Santa Rosa,1991-01-04,crojas@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/CE6DE85B-39EF-4723-8DB3-797A6C394E09.jpg,8
66,Carlos Rafael Fión Morales,"Compromiso, Renovación y Orden",CREO,Listado Nacional,1953-02-17,cfion@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/7CF252B7-895F-5BE5-D61D-073A69EB4676.jpg,8
68,Carlos Santiago Nájera Sagastume,Unidad Nacional de la Esperanza,UNE,Jutiapa,1957-08-19,cnajera@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/1F656F9B-0C6A-29A4-5E75-E2841741E533.jpg,8
749,Jorge Leonel Arévalo Canales,Movimiento Reformador,MR,Quiché,1986-10-10,jarevalo@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/99AF2AD2-B69C-B70E-7F97-7993EC62B5A6.jpg,8
750,Johnatan Abel Cardona Arreaga,Diputados Independientes,IND,Huehuetenango,1982-05-25,jcardona@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/3632DDCD-D99A-0BC0-0962-799D9B725077.jpg,8
752,Eduardo Cruz Gómez Raymundo,Diputados Independientes,IND,Quiché,1972-01-27,egomez@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/7AA2E552-0304-84FD-7999-C9F02E2715BE.jpg,8
753,Milton Francisco Guerra Calderón,Frente de Convergencia Nacional,FCN-NACION,Jalapa,1974-10-29,mguerra@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/08167B23-9719-1FF5-522B-8DCC77BAE1DF.jpg,8
754,Herber Armando Melgar Padilla,Frente de Convergencia Nacional,FCN-NACION,Chimaltenango,1966-10-17,hmelgar@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/FC0AC90E-CD80-E969-3FB3-C2762EDB2CD1.jpg,8
755,Luis Fernando Montenegro Flores,Encuentro por Guatemala,EG,Distrito Guatemala,1951-10-22,lmontenegro@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/8BA779EF-0AFC-F69B-77C8-797BDCC390CF.jpg,8
756,Juan Adriel Orozco Mejia,Frente de Convergencia Nacional,FCN-NACION,Listado Nacional,1967-01-28,jorozco@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/5FE307FA-A254-9B34-F812-2DD4DD7D848F.jpg,8
757,Karina Alexandra Paz Rosales,Unidad Nacional de la Esperanza,UNE,Listado Nacional,1987-07-28,kpaz@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/406901BF-1A24-FEDF-37CF-8D80BDD1659E.jpg,8
758,Pedro Pablo Tzaj Guarchaj,Diputados Independientes,IND,Sololá,1968-07-02,ptzaj@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/091C6E01-EC74-C7D8-E183-3A5EE4A7A52DPG.jpg,8
77,Christian Gabriel González,Frente de Convergencia Nacional,FCN-NACION,San Marcos,1978-09-27,cgabriel@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/1E8F98D0-FE54-E174-2DDB-799E35AB0637.jpg,8
778,Erwin Enrique Alvarez Domínguez,Convergencia,Convergencia,Distrito Central,1949-03-30,ealvarez@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/5D5FC0B3-C636-CE79-F91C-A523A5EA1E92.jpg,8
779,Andrea Beatríz Villagran Antón,TODOS,TODOS,Distrito Guatemala,1992-01-02,abvillagran@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/FA658B09-0D4C-2F3C-5253-AA9B1537B34D.jpg,8
780,Emanuel Ranfery Montufar Fernández,Encuentro por Guatemala,EG,Listado Nacional,1978-07-30,ermontufar@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/4F5609FB-C8B7-6D96-4CC4-AA9D0DF54203.jpg,8
781,Lesly Valenzuela de Paz,Unidad Nacional de la Esperanza,UNE,San Marcos,1979-08-28,lvalenzuela@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/20B28E70-6DFB-C158-D8D9-C42449B79CCF.jpg,8
786,Edna Azucely Soto Juárez de Kestler,TODOS,TODOS,Chimaltenango,1955-02-05,esoto@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/20171204_ednajuarez.jpg,8
787,Dunia Marisol Espina Berganza,Diputados Independientes,IND,Petén,1970-01-01,congreso@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/1524089199_Congreso-diputados-Dunia-Marisol-1093x781.jpg,8
79,Claude Harmelin De León,Frente de Convergencia Nacional,FCN-NACION,Distrito Guatemala,1964-10-16,charmelin@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/4845F4DF-DD79-8F45-F866-8DBF6B5EC15E.jpg,8
82,Cornelio Gonzalo García García,TODOS,TODOS,Huehuetenango,1963-01-10,cggarcia@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/8BEF33BA-EF5F-29B9-7C7C-7985A357F415.jpg,8
83,Dalio José Berreondo Zavala,Unidad Nacional de la Esperanza,UNE,Quiché,1976-02-12,dberreondo@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/70B97E62-5349-2D99-3421-07BAE2657870.jpg,8
84,Daniel Bernabé Portillo Calderón,Alianza Ciudadana,AC,Chiquimula,1976-08-03,dportillo@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/363882B0-3A83-CC66-813A-799D21041DB1.jpg,8
85,Delia Emilda Bac Alvarado de Monte,Alianza Ciudadana,AC,Listado Nacional,1959-10-13,dbac@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/5D7D62BE-8303-1F28-905C-0747797A8E65.jpg,8
88,Dorian Delfino Taracena Godínez,Encuentro por Guatemala,EG,Distrito Central,1967-10-31,dtaracena@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/343E023B-EEA0-266B-1CD9-8DCF65439E3B.jpg,8
96,Edgar Armando Sandoval Trigueros,Frente de Convergencia Nacional,FCN-NACION,Listado Nacional,1959-09-10,easandoval@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/BDD58651-BB98-BACC-F7A8-798353BB1825.jpg,8
97,Edgar Eduardo Montepéque González,Frente de Convergencia Nacional,FCN-NACION,Petén,1975-09-23,emontepeque@congreso.gob.gt,https://www.congreso.gob.gt/wp-content/plugins/diputados/includes/uploads/images/perfil/374870DA-4BF4-35A1-87E3-7998C2C531A9.jpg,8
